05-MalPatSaj-market_value,07-silvestri-market_value_apr_2022,05-MalPatSaj-profit,08-slytherin-revenue,07-silvestri-revenue_2022,05-MalPatSaj-assets,05-MalPatSaj-sales
doll_22.75 b,doll_22.75 b,doll_3.89 b,doll_28.4 b,doll_28.42 b,doll_32.63 b,doll_28.42 b
doll_18.84 b,doll_18.84 b,doll_2.61 b,doll_12.2 b,doll_12.17 b,doll_296.8 b,doll_12.17 b
doll_26.39 b,doll_26.39 b,doll_3.92 b,doll_20.3 b,doll_20.28 b,doll_35.45 b,doll_20.28 b
doll_52.47 b,doll_52.47 b,doll_2.15 b,doll_12.7 b,doll_12.68 b,doll_50.6 b,doll_12.68 b
doll_83.05 b,doll_83.05 b,doll_4.08 b,doll_8.5 b,doll_8.52 b,doll_51.5 b,doll_8.52 b
doll_34.31 b,doll_34.31 b,doll_2.84 b,doll_7.8 b,doll_7.79 b,doll_331.04 b,doll_7.79 b
doll_55.6 b,doll_55.6 b,doll_2.75 b,doll_18.5 b,doll_18.55 b,doll_26.96 b,doll_18.55 b
doll_20.62 b,doll_20.62 b,doll_3.88 b,doll_22.7 b,doll_22.66 b,doll_39.22 b,doll_22.66 b
doll_104.45 b,doll_104.45 b,doll_-4.2 b,doll_62.3 b,doll_62.29 b,doll_138.55 b,doll_62.29 b
doll_43.66 b,doll_43.66 b,doll_2.3 b,doll_18.6 b,doll_18.63 b,doll_31.14 b,doll_18.63 b
doll_31.32 b,doll_31.32 b,doll_1.71 b,doll_11.4 b,doll_11.41 b,doll_152.12 b,doll_11.41 b
doll_24.82 b,doll_24.82 b,doll_2.67 b,doll_9 b,doll_9 b,doll_288.48 b,doll_9 b
doll_94.7 b,doll_94.7 b,doll_3.25 b,doll_17.8 b,doll_17.77 b,doll_22.08 b,doll_17.77 b
doll_20.19 b,doll_20.19 b,doll_1.72 b,doll_33.4 b,doll_33.43 b,doll_49.42 b,doll_33.43 b
doll_13.28 b,doll_13.28 b,doll_3.39 b,doll_23.6 b,doll_23.57 b,doll_74.56 b,doll_23.57 b
doll_41.08 b,doll_41.08 b,doll_2.5 b,doll_25.1 b,doll_25.1 b,doll_25.17 b,doll_25.1 b
doll_22.85 b,doll_22.85 b,doll_2.18 b,doll_28.1 b,doll_28.13 b,doll_38.16 b,doll_28.13 b
doll_67.06 b,doll_67.06 b,doll_3 b,doll_11.1 b,doll_11.14 b,doll_38.89 b,doll_11.14 b
doll_18.25 b,doll_18.25 b,doll_1.71 b,doll_14.3 b,doll_14.26 b,doll_304.66 b,doll_14.26 b
doll_53.11 b,doll_53.11 b,doll_1.32 b,doll_13.1 b,doll_13.06 b,doll_72.05 b,doll_13.06 b
doll_15.64 b,doll_15.64 b,doll_872.3 m,doll_132.9 b,doll_132.85 b,doll_170.19 b,doll_132.85 b
doll_37.88 b,doll_37.88 b,doll_3.87 b,doll_14.8 b,doll_14.77 b,doll_32.32 b,doll_14.77 b
doll_25.28 b,doll_25.28 b,doll_4.53 b,doll_28.9 b,doll_28.89 b,doll_25 b,doll_28.89 b
doll_47.86 b,doll_47.86 b,doll_1.85 b,doll_17.8 b,doll_17.81 b,doll_34.71 b,doll_17.81 b
doll_40.31 b,doll_40.31 b,doll_13.97 b,doll_7 b,doll_7.01 b,doll_70.81 b,doll_7.01 b
doll_18.06 b,doll_18.06 b,doll_1.74 b,doll_15.9 b,doll_15.9 b,doll_170.79 b,doll_15.9 b
doll_55.95 b,doll_55.95 b,doll_1.56 b,doll_10.5 b,doll_10.48 b,doll_82.51 b,doll_10.48 b
doll_37.75 b,doll_37.75 b,doll_6.53 b,doll_17.8 b,doll_17.81 b,doll_23.43 b,doll_17.81 b
doll_29.75 b,doll_29.75 b,doll_1.43 b,doll_26.2 b,doll_26.17 b,doll_43.5 b,doll_26.17 b
doll_65.39 b,doll_65.39 b,doll_1.82 b,doll_17.9 b,doll_17.93 b,doll_29.61 b,doll_17.93 b
doll_28.33 b,doll_28.33 b,doll_1.93 b,doll_23.7 b,doll_23.72 b,doll_37.8 b,doll_23.72 b
doll_46.45 b,doll_46.45 b,doll_3.99 b,doll_17.7 b,doll_17.66 b,doll_23.89 b,doll_17.66 b
doll_62.03 b,doll_62.03 b,doll_2.39 b,doll_24.8 b,doll_24.8 b,doll_20.94 b,doll_24.8 b
doll_21.93 b,doll_21.93 b,doll_2.41 b,doll_30.2 b,doll_30.17 b,doll_33 b,doll_30.17 b
doll_40.44 b,doll_40.44 b,doll_1.6 b,doll_13.4 b,doll_13.37 b,doll_60.67 b,doll_13.37 b
doll_41.92 b,doll_41.92 b,doll_1.76 b,doll_15.7 b,doll_15.65 b,doll_42.34 b,doll_15.65 b
doll_19.23 b,doll_19.23 b,doll_4.13 b,doll_11.4 b,doll_11.37 b,doll_95.27 b,doll_11.37 b
doll_13.04 b,doll_13.04 b,doll_2.05 b,doll_69.5 b,doll_69.53 b,doll_50.05 b,doll_69.53 b
doll_18.92 b,doll_18.92 b,doll_1.73 b,doll_23.3 b,doll_23.32 b,doll_64.33 b,doll_23.32 b
doll_204.56 b,doll_204.56 b,doll_94.7 m,doll_38.7 b,doll_38.68 b,doll_105.36 b,doll_38.68 b
doll_3.18 b,doll_3.18 b,doll_5.5 b,doll_38.5 b,doll_38.49 b,doll_186.56 b,doll_38.49 b
doll_2.78 b,doll_2.78 b,doll_2.45 b,doll_70.4 b,doll_70.4 b,doll_367.96 b,doll_70.4 b
doll_25.7 b,doll_25.7 b,doll_1.47 b,doll_29.5 b,doll_29.54 b,doll_39.73 b,doll_29.54 b
doll_26.14 b,doll_26.14 b,doll_2.49 b,doll_8.6 b,doll_8.6 b,doll_188.95 b,doll_8.6 b
doll_15.82 b,doll_15.82 b,doll_1.89 b,doll_38.9 b,doll_38.86 b,doll_47.86 b,doll_38.86 b
doll_68.56 b,doll_68.56 b,doll_-560.4 m,doll_147.6 b,doll_147.63 b,doll_77.9 b,doll_147.63 b
doll_43.42 b,doll_43.42 b,doll_1.03 b,doll_16.6 b,doll_16.61 b,doll_69.14 b,doll_16.61 b
doll_10.55 b,doll_10.55 b,doll_2.51 b,doll_42.6 b,doll_42.58 b,doll_72.57 b,doll_42.58 b
doll_26.35 b,doll_26.35 b,doll_2.56 b,doll_8.3 b,doll_8.27 b,doll_211.12 b,doll_8.27 b
doll_24.98 b,doll_24.98 b,doll_2.18 b,doll_10.2 b,doll_10.18 b,doll_124.82 b,doll_10.18 b
doll_15.77 b,doll_15.77 b,doll_1.27 b,doll_87.8 b,doll_87.81 b,doll_54.21 b,doll_87.81 b
doll_29.14 b,doll_29.14 b,doll_1.93 b,doll_32.8 b,doll_32.83 b,doll_27.06 b,doll_32.83 b
doll_24.72 b,doll_24.72 b,doll_2.96 b,doll_7.6 b,doll_7.55 b,doll_364.95 b,doll_7.55 b
doll_10.48 b,doll_10.48 b,doll_6.13 b,doll_19.3 b,doll_19.26 b,doll_83.54 b,doll_19.26 b
doll_8.91 b,doll_8.91 b,doll_2.31 b,doll_34.4 b,doll_34.44 b,doll_176.36 b,doll_34.44 b
doll_42.24 b,doll_42.24 b,doll_2.02 b,doll_11.9 b,doll_11.94 b,doll_46.89 b,doll_11.94 b
doll_38.65 b,doll_38.65 b,doll_1.78 b,doll_29 b,doll_28.97 b,doll_24.68 b,doll_28.97 b
doll_11.01 b,doll_11.01 b,doll_1.2 b,doll_51.7 b,doll_51.73 b,doll_218.26 b,doll_51.73 b
doll_46.36 b,doll_46.36 b,doll_-291 m,doll_53.6 b,doll_53.63 b,doll_178.59 b,doll_53.63 b
doll_58.01 b,doll_58.01 b,doll_4.29 b,doll_15.2 b,doll_15.24 b,doll_21.77 b,doll_15.24 b
doll_11.47 b,doll_11.47 b,doll_3.01 b,doll_13.7 b,doll_13.75 b,doll_422.67 b,doll_13.75 b
doll_15.65 b,doll_15.65 b,doll_2.05 b,doll_36.4 b,doll_36.42 b,doll_43.31 b,doll_36.42 b
doll_20.32 b,doll_20.32 b,doll_2.17 b,doll_17 b,doll_17 b,doll_55 b,doll_17 b
doll_24.74 b,doll_24.74 b,doll_1.95 b,doll_9.2 b,doll_9.17 b,doll_213.19 b,doll_9.17 b
doll_80.12 b,doll_80.12 b,doll_2.62 b,doll_4.7 b,doll_4.69 b,doll_196.96 b,doll_4.69 b
doll_42.24 b,doll_42.24 b,doll_1.62 b,doll_12.4 b,doll_12.44 b,doll_49.06 b,doll_12.44 b
doll_54.16 b,doll_54.16 b,doll_2.04 b,doll_11.6 b,doll_11.58 b,doll_38.74 b,doll_11.58 b
doll_26.88 b,doll_26.88 b,doll_1.96 b,doll_9.5 b,doll_9.53 b,doll_121.09 b,doll_9.53 b
doll_27.29 b,doll_27.29 b,doll_1.4 b,doll_27.4 b,doll_27.38 b,doll_36.04 b,doll_27.38 b
doll_29.79 b,doll_29.79 b,doll_1.85 b,doll_23.5 b,doll_23.54 b,doll_29.3 b,doll_23.54 b
doll_34.18 b,doll_34.18 b,doll_1.35 b,doll_13.7 b,doll_13.67 b,doll_63.12 b,doll_13.67 b
doll_20.04 b,doll_20.04 b,doll_1.4 b,doll_18.3 b,doll_18.26 b,doll_71.09 b,doll_18.26 b
doll_26.68 b,doll_26.68 b,doll_8.56 b,doll_17.5 b,doll_17.52 b,doll_22.09 b,doll_17.52 b
doll_22.06 b,doll_22.06 b,doll_1.78 b,doll_24.5 b,doll_24.51 b,doll_34.97 b,doll_24.51 b
doll_24.76 b,doll_24.76 b,doll_2.71 b,doll_22.3 b,doll_22.28 b,doll_26.6 b,doll_22.28 b
doll_11.89 b,doll_11.89 b,doll_1.88 b,doll_70.6 b,doll_70.56 b,doll_45.65 b,doll_70.56 b
doll_51.27 b,doll_51.27 b,doll_1.89 b,doll_19.3 b,doll_19.27 b,doll_22.93 b,doll_19.27 b
doll_52.66 b,doll_52.66 b,doll_838.9 m,doll_9.3 b,doll_9.27 b,"doll_1,066.1 b",doll_9.27 b
doll_32.71 b,doll_32.71 b,doll_3.12 b,doll_6.6 b,doll_6.55 b,doll_120.91 b,doll_6.55 b
doll_21.03 b,doll_21.03 b,doll_572.1 m,doll_45.1 b,doll_45.13 b,doll_465.18 b,doll_45.13 b
doll_64.22 b,doll_64.22 b,doll_1.86 b,doll_19.9 b,doll_19.95 b,doll_20.67 b,doll_19.95 b
doll_22.93 b,doll_22.93 b,doll_1.93 b,doll_22.6 b,doll_22.57 b,doll_32.36 b,doll_22.57 b
doll_125.37 b,doll_125.37 b,doll_2.17 b,doll_11.4 b,doll_11.41 b,doll_26.3 b,doll_11.41 b
doll_64.61 b,doll_64.61 b,doll_4.54 b,doll_16.7 b,doll_16.72 b,doll_16.59 b,doll_16.72 b
doll_13.97 b,doll_13.97 b,doll_2.1 b,doll_11.4 b,doll_11.43 b,doll_350.46 b,doll_11.43 b
doll_11.2 b,doll_11.2 b,doll_1.41 b,doll_19.2 b,doll_19.18 b,doll_371.28 b,doll_19.18 b
doll_35.55 b,doll_35.55 b,doll_1.66 b,doll_20.6 b,doll_20.61 b,doll_26.17 b,doll_20.61 b
doll_16.2 b,doll_16.2 b,doll_2.41 b,doll_17.9 b,doll_17.88 b,doll_48.47 b,doll_17.88 b
doll_11.14 b,doll_11.14 b,doll_2.28 b,doll_35.9 b,doll_35.86 b,doll_50.42 b,doll_35.86 b
doll_14.14 b,doll_14.14 b,doll_1.72 b,doll_39.9 b,doll_39.91 b,doll_42.46 b,doll_39.91 b
doll_3.15 b,doll_3.15 b,doll_4.22 b,doll_21.3 b,doll_21.3 b,doll_278.1 b,doll_21.3 b
doll_38.94 b,doll_38.94 b,doll_2.83 b,doll_16.3 b,doll_16.28 b,doll_23.07 b,doll_16.28 b
doll_31.13 b,doll_31.13 b,doll_1.12 b,doll_20.5 b,doll_20.53 b,doll_40.82 b,doll_20.53 b
doll_13.79 b,doll_13.79 b,doll_2.92 b,doll_10.8 b,doll_10.84 b,doll_184.3 b,doll_10.84 b
doll_52.53 b,doll_52.53 b,doll_2.62 b,doll_13.6 b,doll_13.59 b,doll_24.11 b,doll_13.59 b
doll_67.62 b,doll_67.62 b,doll_2.26 b,doll_6.1 b,doll_6.1 b,doll_87.69 b,doll_6.1 b
doll_21.5 b,doll_21.5 b,doll_1.46 b,doll_32.9 b,doll_32.85 b,doll_31.35 b,doll_32.85 b
doll_24.88 b,doll_24.88 b,doll_1.65 b,doll_14.6 b,doll_14.63 b,doll_48.08 b,doll_14.63 b
doll_49.11 b,doll_49.11 b,doll_1.62 b,doll_11 b,doll_10.99 b,doll_41.34 b,doll_10.99 b
doll_28.3 b,doll_28.3 b,doll_2.13 b,doll_24 b,doll_24.02 b,doll_23.71 b,doll_24.02 b
doll_42.73 b,doll_42.73 b,doll_1.52 b,doll_10.6 b,doll_10.57 b,doll_49.76 b,doll_10.57 b
doll_35.59 b,doll_35.59 b,doll_1.37 b,doll_21.5 b,doll_21.46 b,doll_27.33 b,doll_21.46 b
doll_126.34 b,doll_126.34 b,doll_3.72 b,doll_4.8 b,doll_4.83 b,doll_59.78 b,doll_4.83 b
doll_28.56 b,doll_28.56 b,doll_1.29 b,doll_19.1 b,doll_19.14 b,doll_37.35 b,doll_19.14 b
doll_13.13 b,doll_13.13 b,doll_1.33 b,doll_44.4 b,doll_44.43 b,doll_50.77 b,doll_44.43 b
doll_21.04 b,doll_21.04 b,doll_1.73 b,doll_10.6 b,doll_10.61 b,doll_90.85 b,doll_10.61 b
doll_25.13 b,doll_25.13 b,doll_2.73 b,doll_8.3 b,doll_8.32 b,doll_71.41 b,doll_8.32 b
doll_31.81 b,doll_31.81 b,doll_275.4 m,doll_50.3 b,doll_50.26 b,doll_126.59 b,doll_50.26 b
doll_34.84 b,doll_34.84 b,doll_2.22 b,doll_35.9 b,doll_35.88 b,doll_16.08 b,doll_35.88 b
doll_16.83 b,doll_16.83 b,doll_2.08 b,doll_59.2 b,doll_59.15 b,doll_23.82 b,doll_59.15 b
doll_9.59 b,doll_9.59 b,doll_1.28 b,doll_25.4 b,doll_25.44 b,doll_287.06 b,doll_25.44 b
doll_45.55 b,doll_45.55 b,doll_1.82 b,doll_12.9 b,doll_12.85 b,doll_28.68 b,doll_12.85 b
doll_15.57 b,doll_15.57 b,doll_1.62 b,doll_71.9 b,doll_71.89 b,doll_28.12 b,doll_71.89 b
doll_10.5 b,doll_10.5 b,doll_1.6 b,doll_34.8 b,doll_34.8 b,doll_67.03 b,doll_34.8 b
doll_27.96 b,doll_27.96 b,doll_1.84 b,doll_27.7 b,doll_27.75 b,doll_22.07 b,doll_27.75 b
doll_18.19 b,doll_18.19 b,doll_1.69 b,doll_30.1 b,doll_30.13 b,doll_30.76 b,doll_30.13 b
doll_14.64 b,doll_14.64 b,doll_1.43 b,doll_30.1 b,doll_30.09 b,doll_46.47 b,doll_30.09 b
doll_87.21 b,doll_87.21 b,doll_2.97 b,doll_16.3 b,doll_16.33 b,doll_15.56 b,doll_16.33 b
doll_36.7 b,doll_36.7 b,doll_-1.98 b,doll_26.5 b,doll_26.52 b,doll_189.35 b,doll_26.52 b
doll_14.32 b,doll_14.32 b,doll_2.63 b,doll_16.9 b,doll_16.86 b,doll_47.38 b,doll_16.86 b
doll_69.42 b,doll_69.42 b,doll_2.27 b,doll_6.4 b,doll_6.38 b,doll_54.11 b,doll_6.38 b
doll_15.94 b,doll_15.94 b,doll_1.58 b,doll_14.7 b,doll_14.67 b,doll_76.16 b,doll_14.67 b
doll_67.25 b,doll_67.25 b,doll_3.6 b,doll_17.1 b,doll_17.09 b,doll_14.97 b,doll_17.09 b
doll_17.87 b,doll_17.87 b,doll_900.9 m,doll_66.1 b,doll_66.12 b,doll_44.99 b,doll_66.12 b
doll_94.67 b,doll_94.67 b,doll_2.36 b,doll_10.6 b,doll_10.59 b,doll_23.44 b,doll_10.59 b
doll_18.14 b,doll_18.14 b,doll_1.51 b,doll_36.2 b,doll_36.25 b,doll_29.09 b,doll_36.25 b
doll_81.25 b,doll_81.25 b,doll_1.28 b,doll_8.4 b,doll_8.44 b,doll_51.22 b,doll_8.44 b
doll_21.19 b,doll_21.19 b,doll_1.6 b,doll_20 b,doll_19.99 b,doll_32.77 b,doll_19.99 b
doll_53.86 b,doll_53.86 b,doll_2.12 b,doll_10.9 b,doll_10.94 b,doll_27.13 b,doll_10.94 b
doll_59.06 b,doll_59.06 b,doll_1.05 b,doll_12.2 b,doll_12.25 b,doll_39.91 b,doll_12.25 b
doll_40.01 b,doll_40.01 b,doll_2.45 b,doll_15.2 b,doll_15.22 b,doll_21.41 b,doll_15.22 b
doll_68.81 b,doll_68.81 b,doll_1.25 b,doll_12.2 b,doll_12.19 b,doll_31.92 b,doll_12.19 b
doll_36.05 b,doll_36.05 b,doll_1.32 b,doll_13.4 b,doll_13.43 b,doll_37.99 b,doll_13.43 b
doll_37.7 b,doll_37.7 b,doll_1.33 b,doll_26.3 b,doll_26.32 b,doll_21.72 b,doll_26.32 b
doll_19.06 b,doll_19.06 b,doll_2.45 b,doll_7.4 b,doll_7.45 b,doll_181.22 b,doll_7.45 b
doll_26.88 b,doll_26.88 b,doll_4.22 b,doll_9.6 b,doll_9.58 b,doll_34.97 b,doll_9.58 b
doll_9 b,doll_9 b,doll_1.96 b,doll_16 b,doll_15.99 b,doll_358.9 b,doll_15.99 b
doll_40.57 b,doll_40.57 b,doll_1.65 b,doll_25.4 b,doll_25.35 b,doll_18.34 b,doll_25.35 b
doll_15.39 b,doll_15.39 b,doll_1.54 b,doll_32.6 b,doll_32.56 b,doll_34.68 b,doll_32.56 b
doll_20.56 b,doll_20.56 b,doll_2.45 b,doll_51.8 b,doll_51.76 b,doll_17.5 b,doll_51.76 b
doll_31.82 b,doll_31.82 b,doll_1.81 b,doll_6.1 b,doll_6.08 b,doll_220.35 b,doll_6.08 b
doll_142.8 b,doll_142.8 b,doll_3.16 b,doll_16.4 b,doll_16.43 b,doll_12.42 b,doll_16.43 b
doll_19.89 b,doll_19.89 b,doll_2.47 b,doll_12.8 b,doll_12.84 b,doll_39.36 b,doll_12.84 b
doll_44.12 b,doll_44.12 b,doll_2.33 b,doll_11.3 b,doll_11.27 b,doll_26.18 b,doll_11.27 b
doll_46.67 b,doll_46.67 b,doll_1.75 b,doll_19.8 b,doll_19.79 b,doll_18.67 b,doll_19.79 b
doll_18.56 b,doll_18.56 b,doll_2.43 b,doll_6.7 b,doll_6.75 b,doll_303.81 b,doll_6.75 b
doll_43.62 b,doll_43.62 b,doll_2.14 b,doll_18.5 b,doll_18.51 b,doll_17.85 b,doll_18.51 b
doll_28.58 b,doll_28.58 b,doll_1.91 b,doll_14.1 b,doll_14.07 b,doll_30.15 b,doll_14.07 b
doll_39.15 b,doll_39.15 b,doll_1.62 b,doll_13.7 b,doll_13.7 b,doll_27.29 b,doll_13.7 b
doll_20.76 b,doll_20.76 b,doll_2.13 b,doll_6.9 b,doll_6.88 b,doll_192.1 b,doll_6.88 b
doll_38.57 b,doll_38.57 b,doll_2.78 b,doll_13.7 b,doll_13.69 b,doll_21.02 b,doll_13.69 b
doll_17.94 b,doll_17.94 b,doll_1.4 b,doll_20.4 b,doll_20.35 b,doll_39.49 b,doll_20.35 b
doll_22.87 b,doll_22.87 b,doll_2.93 b,doll_17.1 b,doll_17.1 b,doll_23.01 b,doll_17.1 b
doll_11.16 b,doll_11.16 b,doll_2.03 b,doll_19.7 b,doll_19.69 b,doll_57.99 b,doll_19.69 b
doll_20.03 b,doll_20.03 b,doll_2.52 b,doll_6.6 b,doll_6.63 b,doll_162.94 b,doll_6.63 b
doll_19.52 b,doll_19.52 b,doll_2.27 b,doll_6.3 b,doll_6.34 b,doll_369.65 b,doll_6.34 b
doll_21.49 b,doll_21.49 b,doll_1.53 b,doll_10.4 b,doll_10.43 b,doll_68.46 b,doll_10.43 b
doll_84.46 b,doll_84.46 b,doll_469.6 m,doll_32.8 b,doll_32.78 b,doll_46.55 b,doll_32.78 b
doll_63.42 b,doll_63.42 b,doll_2.69 b,doll_14.5 b,doll_14.46 b,doll_16.08 b,doll_14.46 b
doll_43.53 b,doll_43.53 b,doll_1.21 b,doll_14.6 b,doll_14.57 b,doll_28.43 b,doll_14.57 b
doll_61.39 b,doll_61.39 b,doll_2.7 b,doll_8.8 b,doll_8.8 b,doll_25.06 b,doll_8.8 b
doll_12.59 b,doll_12.59 b,doll_13.43 b,doll_10.5 b,doll_10.54 b,doll_46.92 b,doll_10.54 b
doll_68.17 b,doll_68.17 b,doll_2.17 b,doll_17.4 b,doll_17.42 b,doll_15.04 b,doll_17.42 b
doll_24.88 b,doll_24.88 b,doll_3.52 b,doll_10.3 b,doll_10.33 b,doll_31.56 b,doll_10.33 b
doll_23.75 b,doll_23.75 b,doll_2.91 b,doll_14.7 b,doll_14.74 b,doll_24.17 b,doll_14.74 b
doll_12.95 b,doll_12.95 b,doll_29.19 b,doll_11.3 b,doll_11.31 b,doll_37.95 b,doll_11.31 b
doll_36.77 b,doll_36.77 b,doll_1.28 b,doll_12.8 b,doll_12.78 b,doll_33.52 b,doll_12.78 b
doll_8.48 b,doll_8.48 b,doll_1.57 b,doll_25 b,doll_25.02 b,doll_126.52 b,doll_25.02 b
doll_12.04 b,doll_12.04 b,doll_1.43 b,doll_31.4 b,doll_31.4 b,doll_43.47 b,doll_31.4 b
doll_11.58 b,doll_11.58 b,doll_2.42 b,doll_15.6 b,doll_15.63 b,doll_58.13 b,doll_15.63 b
doll_35.6 b,doll_35.6 b,doll_1.82 b,doll_15.3 b,doll_15.29 b,doll_22.39 b,doll_15.29 b
doll_20.21 b,doll_20.21 b,doll_2.63 b,doll_16.4 b,doll_16.38 b,doll_25.3 b,doll_16.38 b
doll_9.51 b,doll_9.51 b,doll_2.2 b,doll_11.5 b,doll_11.47 b,doll_376.18 b,doll_11.47 b
doll_45.06 b,doll_45.06 b,doll_785.5 m,doll_60.7 b,doll_60.74 b,doll_21.43 b,doll_60.74 b
doll_34.21 b,doll_34.21 b,doll_1.09 b,doll_15.8 b,doll_15.82 b,doll_31.16 b,doll_15.82 b
doll_18.68 b,doll_18.68 b,doll_-1.8 b,doll_30.1 b,doll_30.07 b,doll_829.54 b,doll_30.07 b
doll_29.24 b,doll_29.24 b,doll_1.27 b,doll_11.8 b,doll_11.79 b,doll_44.07 b,doll_11.79 b
doll_31.03 b,doll_31.03 b,doll_1.77 b,doll_5.9 b,doll_5.89 b,doll_149.86 b,doll_5.89 b
doll_62.63 b,doll_62.63 b,doll_1.04 b,doll_11.9 b,doll_11.89 b,doll_32.23 b,doll_11.89 b
doll_27.27 b,doll_27.27 b,doll_781 m,doll_14.9 b,doll_14.9 b,doll_74.75 b,doll_14.9 b
doll_5.07 b,doll_5.07 b,doll_3.86 b,doll_23.4 b,doll_23.37 b,doll_69.03 b,doll_23.37 b
doll_11.81 b,doll_11.81 b,doll_1.43 b,doll_10.7 b,doll_10.67 b,doll_553.78 b,doll_10.67 b
doll_25.1 b,doll_25.1 b,doll_1.12 b,doll_11.7 b,doll_11.71 b,doll_59.45 b,doll_11.71 b
doll_30.25 b,doll_30.25 b,doll_2 b,doll_12.2 b,doll_12.23 b,doll_27.22 b,doll_12.23 b
doll_25.8 b,doll_25.8 b,doll_429.3 m,doll_38 b,doll_38 b,doll_98.41 b,doll_38 b
doll_59.33 b,doll_59.33 b,doll_2.64 b,doll_13 b,doll_12.99 b,doll_16.46 b,doll_12.99 b
doll_12.82 b,doll_12.82 b,doll_7.09 b,doll_19.5 b,doll_19.46 b,doll_23.65 b,doll_19.46 b
doll_21.35 b,doll_21.35 b,doll_1.69 b,doll_16.8 b,doll_16.83 b,doll_28.18 b,doll_16.83 b
doll_30.94 b,doll_30.94 b,doll_1.5 b,doll_17.3 b,doll_17.27 b,doll_23.62 b,doll_17.27 b
doll_58.74 b,doll_58.74 b,doll_1.1 b,doll_13.9 b,doll_13.86 b,doll_25.55 b,doll_13.86 b
doll_49.91 b,doll_49.91 b,doll_1.02 b,doll_12.2 b,doll_12.18 b,doll_34.43 b,doll_12.18 b
doll_36.66 b,doll_36.66 b,doll_661.9 m,doll_32.1 b,doll_32.05 b,doll_32.93 b,doll_32.05 b
doll_28.01 b,doll_28.01 b,doll_516 m,doll_35.1 b,doll_35.1 b,doll_73.75 b,doll_35.1 b
doll_11.16 b,doll_11.16 b,doll_2.59 b,doll_43.2 b,doll_43.2 b,doll_25.18 b,doll_43.2 b
doll_33.94 b,doll_33.94 b,doll_1.55 b,doll_16.1 b,doll_16.13 b,doll_22.07 b,doll_16.13 b
doll_5.15 b,doll_5.15 b,doll_1.3 b,doll_77.3 b,doll_77.3 b,doll_85.27 b,doll_77.3 b
doll_22.08 b,doll_22.08 b,doll_1.53 b,doll_6.6 b,doll_6.57 b,doll_183.89 b,doll_6.57 b
doll_10.91 b,doll_10.91 b,doll_2.08 b,doll_22.1 b,doll_22.13 b,doll_39.31 b,doll_22.13 b
doll_19.81 b,doll_19.81 b,doll_2.22 b,doll_16.8 b,doll_16.77 b,doll_24.87 b,doll_16.77 b
doll_31.72 b,doll_31.72 b,doll_1.22 b,doll_9.9 b,doll_9.86 b,doll_48.49 b,doll_9.86 b
doll_21.93 b,doll_21.93 b,doll_2.39 b,doll_17.6 b,doll_17.59 b,doll_21.14 b,doll_17.59 b
doll_138.97 b,doll_138.97 b,doll_2.89 b,doll_10.6 b,doll_10.62 b,doll_15.75 b,doll_10.62 b
doll_17.89 b,doll_17.89 b,doll_1.76 b,doll_21.8 b,doll_21.78 b,doll_25.24 b,doll_21.78 b
doll_6.79 b,doll_6.79 b,doll_1.7 b,doll_38.8 b,doll_38.84 b,doll_76.85 b,doll_38.84 b
doll_40.47 b,doll_40.47 b,doll_1.21 b,doll_17.1 b,doll_17.07 b,doll_22.16 b,doll_17.07 b
doll_111.43 b,doll_111.43 b,doll_-3.65 b,doll_27.8 b,doll_27.79 b,doll_37.76 b,doll_27.79 b
doll_44.83 b,doll_44.83 b,doll_1.46 b,doll_7.9 b,doll_7.92 b,doll_41.57 b,doll_7.92 b
doll_19.97 b,doll_19.97 b,doll_2.29 b,doll_10.8 b,doll_10.75 b,doll_37.5 b,doll_10.75 b
doll_27.77 b,doll_27.77 b,doll_978 m,doll_15.8 b,doll_15.79 b,doll_38.17 b,doll_15.79 b
doll_32.23 b,doll_32.23 b,doll_1.43 b,doll_5.3 b,doll_5.26 b,doll_253.75 b,doll_5.26 b
doll_25.02 b,doll_25.02 b,doll_2.38 b,doll_16.1 b,doll_16.12 b,doll_20.39 b,doll_16.12 b
doll_20.28 b,doll_20.28 b,doll_1.14 b,doll_13.4 b,doll_13.43 b,doll_50.21 b,doll_13.43 b
doll_17.11 b,doll_17.11 b,doll_2.03 b,doll_11.3 b,doll_11.32 b,doll_44.79 b,doll_11.32 b
doll_23.43 b,doll_23.43 b,doll_1.15 b,doll_16.2 b,doll_16.24 b,doll_33.08 b,doll_16.24 b
doll_98.98 b,doll_98.98 b,doll_3.49 b,doll_8.5 b,doll_8.48 b,doll_18.3 b,doll_8.48 b
doll_2.14 b,doll_2.14 b,doll_2.06 b,doll_21.8 b,doll_21.82 b,doll_96.97 b,doll_21.82 b
doll_7.97 b,doll_7.97 b,doll_2.21 b,doll_54.5 b,doll_54.54 b,doll_38.99 b,doll_54.54 b
doll_29.96 b,doll_29.96 b,doll_1.77 b,doll_22.2 b,doll_22.2 b,doll_16.58 b,doll_22.2 b
doll_84.07 b,doll_84.07 b,doll_1.46 b,doll_6.6 b,doll_6.6 b,doll_39.07 b,doll_6.6 b
doll_26.27 b,doll_26.27 b,doll_1.19 b,doll_11.4 b,doll_11.41 b,doll_44.62 b,doll_11.41 b
doll_21.52 b,doll_21.52 b,doll_656.7 m,doll_27.2 b,doll_27.22 b,doll_52.18 b,doll_27.22 b
