,sales,assets,market_value,profit
1652,doll_1.75 b,doll_59.64 b,doll_4.7 b,doll_587.8 m
1653,doll_738 m,doll_19.62 b,doll_6.95 b,doll_1.38 b
1654,doll_7.34 b,doll_9.3 b,doll_9.26 b,doll_953.7 m
1655,doll_30 b,doll_2.7 b,doll_2.5 b,doll_157.3 m
1656,doll_2.04 b,doll_64.05 b,doll_4.52 b,doll_567.2 m
1657,doll_19.24 b,doll_11.66 b,doll_2.27 b,doll_575.2 m
1658,doll_3.73 b,doll_5.03 b,doll_20.03 b,doll_694.1 m
1659,doll_2.45 b,doll_4.86 b,doll_42.91 b,doll_154.7 m
1660,doll_792 m,doll_16.34 b,doll_8 b,doll_1.53 b
1661,doll_4.43 b,doll_101.25 b,doll_967 m,doll_41.5 m
1662,doll_7.3 b,doll_13.32 b,doll_5.11 b,doll_1.39 b
1663,doll_4.4 b,doll_8.61 b,doll_40.7 b,doll_497 m
1664,doll_5.34 b,doll_28.6 b,doll_13.46 b,doll_-48.2 m
1665,doll_24.53 b,doll_14.6 b,doll_1.24 b,doll_225.8 m
1666,doll_1.22 b,doll_100.28 b,doll_1.56 b,doll_231.3 m
1667,doll_5.08 b,doll_14.06 b,doll_39.17 b,doll_-221.4 m
1668,doll_2.08 b,doll_98.94 b,doll_3.84 b,doll_476.8 m
1669,doll_18.69 b,doll_16.36 b,doll_4.45 b,doll_476 m
1670,doll_5.76 b,doll_7.43 b,doll_27.55 b,doll_555.6 m
1671,doll_1.3 b,doll_96.17 b,doll_1.21 b,doll_167.9 m
1672,doll_2.76 b,doll_6.53 b,doll_11.14 b,doll_1.14 b
1673,doll_4.43 b,doll_90.22 b,doll_1.63 b,doll_500.2 m
1674,doll_1.52 b,doll_22.92 b,doll_6.59 b,doll_1.05 b
1675,doll_27.87 b,doll_10.4 b,doll_3.22 b,doll_411.6 m
1676,doll_5.81 b,doll_6.08 b,doll_15.15 b,doll_773.1 m
1677,doll_27.79 b,doll_5.54 b,doll_974 m,doll_116.6 m
1678,doll_2.42 b,doll_62.17 b,doll_6.62 b,doll_563.1 m
1679,doll_3.73 b,doll_32.68 b,doll_11.96 b,doll_-1.22 b
1680,doll_27.77 b,doll_7.8 b,doll_2.62 b,doll_233.6 m
1681,doll_8.19 b,doll_35.43 b,doll_2.46 b,doll_372 m
1682,doll_6.36 b,doll_5.34 b,doll_10.6 b,doll_931.3 m
1683,doll_5.17 b,doll_8.01 b,doll_18.75 b,doll_708.5 m
1684,doll_17.84 b,doll_13.85 b,doll_3.8 b,doll_577.4 m
1685,doll_3.77 b,doll_2.84 b,doll_39.69 b,doll_410.1 m
1686,doll_1.3 b,doll_92.21 b,doll_6.7 b,doll_315.2 m
1687,doll_8.45 b,doll_9.39 b,doll_7.33 b,doll_1.04 b
1688,doll_12.6 b,doll_21.88 b,doll_1.31 b,doll_-113.7 m
1689,doll_2.31 b,doll_9.8 b,doll_39.57 b,doll_237.6 m
1690,doll_1.03 b,doll_2.38 b,doll_39.38 b,doll_-20.7 m
1691,doll_12.1 b,doll_16.3 b,doll_5.1 b,doll_622 m
1692,doll_6.47 b,doll_10.68 b,doll_8.18 b,doll_1.35 b
1693,doll_27.25 b,doll_12.69 b,doll_3.21 b,doll_231 m
1694,doll_14.95 b,doll_18.83 b,doll_1.72 b,doll_61.5 m
1695,doll_9.04 b,doll_12.61 b,doll_11.28 b,doll_605.3 m
1696,doll_1.72 b,doll_77.33 b,doll_7.59 b,doll_510.4 m
1697,doll_3.33 b,doll_90.74 b,doll_1.99 b,doll_-3.56 b
1698,doll_1.2 b,doll_90.37 b,doll_893 m,doll_123.5 m
1699,doll_3.44 b,doll_4.74 b,doll_33.26 b,doll_522 m
1700,doll_16.67 b,doll_5.67 b,doll_9.09 b,doll_426.7 m
1701,doll_9.15 b,doll_12.4 b,doll_5.12 b,doll_952.3 m
1702,doll_967 m,doll_90.27 b,doll_921 m,doll_177.2 m
1703,doll_12.17 b,doll_19.39 b,doll_6.87 b,doll_543.1 m
1704,doll_1.49 b,doll_6.11 b,doll_38.15 b,doll_164.1 m
1705,doll_12.24 b,doll_8.13 b,doll_11.31 b,doll_277.2 m
1706,doll_2.88 b,doll_88.53 b,doll_4.28 b,doll_387.7 m
1707,doll_5.65 b,doll_3.88 b,doll_16.68 b,doll_726.9 m
1708,doll_1.05 b,doll_88.26 b,doll_1.38 b,doll_172.2 m
1709,doll_1.82 b,doll_2.82 b,doll_22.54 b,doll_612.4 m
1710,doll_26.14 b,doll_8.57 b,doll_1.21 b,doll_-60.1 m
1711,doll_13.3 b,doll_14.47 b,doll_9.82 b,doll_33 m
1712,doll_3.25 b,doll_34.12 b,doll_7 b,doll_735.4 m
1713,doll_2.35 b,doll_4.15 b,doll_12.45 b,doll_956.3 m
1714,doll_9.75 b,doll_12.47 b,doll_13.94 b,doll_286.6 m
1715,doll_1.39 b,doll_50.88 b,doll_8.86 b,doll_440.4 m
1716,doll_6.27 b,doll_14.4 b,doll_23.79 b,doll_-670.7 m
1717,doll_4.71 b,doll_27.11 b,doll_13.13 b,doll_446.7 m
1718,doll_2.52 b,doll_4.1 b,doll_13.76 b,doll_874 m
1719,doll_2.14 b,doll_4.05 b,doll_23.19 b,doll_596.9 m
1720,doll_1.19 b,doll_83.85 b,doll_7.31 b,doll_440.9 m
1721,doll_3.58 b,doll_27.71 b,doll_12.8 b,doll_59.4 m
1722,doll_13.29 b,doll_11.44 b,doll_10.26 b,doll_208.6 m
1723,doll_398 m,doll_83.42 b,doll_2.98 b,doll_-3.44 b
1724,doll_23.45 b,doll_14.07 b,doll_1.76 b,doll_83.4 m
1725,doll_2.91 b,doll_7.26 b,doll_22.11 b,doll_606.4 m
1726,doll_5.04 b,doll_10.58 b,doll_16.7 b,doll_734.7 m
1727,doll_4.39 b,doll_12.37 b,doll_15.12 b,doll_796.4 m
1728,doll_8.43 b,doll_29.2 b,doll_7.79 b,doll_-948 m
1729,doll_5.72 b,doll_5.51 b,doll_16.61 b,doll_695.4 m
1730,doll_6.04 b,doll_19.88 b,doll_11.13 b,doll_621.6 m
1731,doll_3.4 b,doll_81.94 b,doll_2.52 b,doll_452.7 m
1732,doll_17.46 b,doll_16.17 b,doll_3.69 b,doll_-214.9 m
1733,doll_761 m,doll_81.91 b,doll_2.65 b,doll_381.2 m
1734,doll_24.57 b,doll_8.53 b,doll_414 m,doll_-538.5 m
1735,doll_2.79 b,doll_3.1 b,doll_17.94 b,doll_692.8 m
1736,doll_3.5 b,doll_4.75 b,doll_20.67 b,doll_621.9 m
1737,doll_1.69 b,doll_37.26 b,doll_8.76 b,doll_564.7 m
1738,doll_3.47 b,doll_79.8 b,doll_1.23 b,doll_320.6 m
1739,doll_6.3 b,doll_51.56 b,doll_628 m,doll_67.7 m
1740,doll_1.18 b,doll_8.65 b,doll_35.18 b,doll_-1.41 b
1741,doll_16.14 b,doll_12.34 b,doll_8.89 b,doll_467.4 m
1742,doll_1.76 b,doll_14.4 b,doll_17.14 b,doll_664 m
1743,doll_14.15 b,doll_8.13 b,doll_6.6 b,doll_631.3 m
1744,doll_14.64 b,doll_7.29 b,doll_4.47 b,doll_618.3 m
1745,doll_353 m,doll_502 m,doll_34.74 b,doll_77.4 m
1746,doll_1.6 b,doll_6.91 b,doll_30.22 b,doll_525.2 m
1747,doll_23.64 b,doll_10.13 b,doll_4.49 b,doll_209.3 m
1748,doll_2.85 b,doll_2.43 b,doll_9.82 b,doll_1.21 b
1749,doll_9.32 b,doll_7.09 b,doll_13.82 b,doll_408.8 m
1750,doll_2.57 b,doll_76.85 b,doll_2.24 b,doll_417.4 m
1751,doll_23.51 b,doll_12.09 b,doll_2.77 b,doll_220 m
1752,doll_7.52 b,doll_6.85 b,doll_15.24 b,doll_545.7 m
1753,doll_15.26 b,doll_10.95 b,doll_5.91 b,doll_604.7 m
1754,doll_5.11 b,doll_5.77 b,doll_34.22 b,doll_309.3 m
1755,doll_4.54 b,doll_4.51 b,doll_13.79 b,doll_837.3 m
1756,doll_8.89 b,doll_2.25 b,doll_14.56 b,doll_-73.8 m
1757,doll_4.11 b,doll_4.5 b,doll_10.18 b,doll_1.12 b
1758,doll_4 b,doll_1.93 b,doll_34.12 b,doll_200.1 m
1759,doll_5.01 b,doll_9.96 b,doll_27.88 b,doll_536.5 m
1760,doll_9.52 b,doll_11.21 b,doll_7.59 b,doll_854.1 m
1761,doll_1.17 b,doll_75.19 b,doll_1.57 b,doll_207.1 m
1762,doll_1.04 b,doll_74.5 b,doll_626 m,doll_138.8 m
1763,doll_3.46 b,doll_8.14 b,doll_18.85 b,doll_651.6 m
1764,doll_2.46 b,doll_2.55 b,doll_21.09 b,doll_601.9 m
1765,doll_1.54 b,doll_20.52 b,doll_11.25 b,doll_653.9 m
1766,doll_1.12 b,doll_73.06 b,doll_3.48 b,doll_182.6 m
1767,doll_5.91 b,doll_13.34 b,doll_10.5 b,doll_946.1 m
1768,doll_10.59 b,doll_14.18 b,doll_9.45 b,doll_572 m
1769,doll_9.1 b,doll_26.57 b,doll_1.78 b,doll_334.7 m
1770,doll_3.29 b,doll_72.41 b,doll_3.25 b,doll_267.7 m
1771,doll_3.19 b,doll_72.32 b,doll_1.26 b,doll_426.3 m
1772,doll_164 m,doll_12.1 b,doll_14.38 b,doll_789.9 m
1773,doll_3.92 b,doll_7.25 b,doll_8.55 b,doll_1.49 b
1774,doll_9.02 b,doll_11.28 b,doll_5.35 b,doll_889 m
1775,doll_5.77 b,doll_11.08 b,doll_4.7 b,doll_1.84 b
1776,doll_8.96 b,doll_8.13 b,doll_2.79 b,doll_893 m
1777,doll_3.13 b,doll_71.08 b,doll_3.85 b,doll_481.7 m
1778,doll_15.47 b,doll_16.52 b,doll_4 b,doll_390.4 m
1779,doll_4.05 b,doll_70.99 b,doll_3.77 b,doll_474 m
1780,doll_3.56 b,doll_4.01 b,doll_12.75 b,doll_857 m
1781,doll_21.59 b,doll_9.58 b,doll_3.87 b,doll_455 m
1782,doll_863 m,doll_70.08 b,doll_677 m,doll_131.7 m
1783,doll_27 m,doll_7.88 b,doll_31.59 b,doll_-3.03 b
1784,doll_4.32 b,doll_5.45 b,doll_12.5 b,doll_868.7 m
1785,doll_12.81 b,doll_19.13 b,doll_2.71 b,doll_-3.5 b
1786,doll_20.94 b,doll_9.72 b,doll_4.94 b,doll_412 m
1787,doll_8.73 b,doll_12.64 b,doll_11 b,doll_580.4 m
1788,doll_2.13 b,doll_3.59 b,doll_13.28 b,doll_819.4 m
1789,doll_7.08 b,doll_6.19 b,doll_18.54 b,doll_247 m
1790,doll_20.52 b,doll_10.94 b,doll_7.58 b,doll_408.4 m
1791,doll_3.69 b,doll_14.6 b,doll_12.08 b,doll_830.5 m
1792,doll_7.96 b,doll_3.23 b,doll_7.17 b,doll_986 m
1793,doll_1.58 b,doll_68.86 b,doll_3.7 b,doll_316 m
1794,doll_7.66 b,doll_7.94 b,doll_9.33 b,doll_772.4 m
1795,doll_19.26 b,doll_13.35 b,doll_7.75 b,doll_373.9 m
1796,doll_4.14 b,doll_15.69 b,doll_11.32 b,doll_802.9 m
1797,doll_8.71 b,doll_8.38 b,doll_8.86 b,doll_704.5 m
1798,doll_2.94 b,doll_66.41 b,doll_3.01 b,doll_494.6 m
1799,doll_8.06 b,doll_9.29 b,doll_4.4 b,doll_966.6 m
1800,doll_4.89 b,doll_6.81 b,doll_31.01 b,doll_-468 m
1801,doll_656 m,doll_2.37 b,doll_30.99 b,doll_-260.3 m
1802,doll_18.8 b,doll_13.43 b,doll_3.67 b,doll_513 m
1803,doll_12.92 b,doll_18.6 b,doll_3.43 b,doll_-110.1 m
1804,doll_13.6 b,doll_17.77 b,doll_3.08 b,doll_17.6 m
1805,doll_1.88 b,doll_66.42 b,doll_1.75 b,doll_250.6 m
1806,doll_5.61 b,doll_13.01 b,doll_29.66 b,doll_-1.64 b
1807,doll_20.34 b,doll_6.99 b,doll_3.26 b,doll_157.6 m
1808,doll_4.35 b,doll_30.99 b,doll_5.09 b,doll_699.3 m
1809,doll_701 m,doll_66.19 b,doll_622 m,doll_87 m
1810,doll_1.52 b,doll_66 b,doll_4.35 b,doll_451.4 m
1811,doll_20.25 b,doll_7.98 b,doll_6.07 b,doll_480.9 m
1812,doll_9.21 b,doll_25.16 b,doll_2.54 b,doll_60.3 m
1813,doll_11.54 b,doll_11.66 b,doll_2.46 b,doll_687 m
1814,doll_20.07 b,doll_11.18 b,doll_2.61 b,doll_136.8 m
1815,doll_875 m,doll_65.14 b,doll_916 m,doll_174.7 m
1816,doll_4.28 b,doll_6.6 b,doll_27.54 b,doll_514.3 m
1817,doll_4.01 b,doll_23.14 b,doll_5.73 b,doll_891.5 m
1818,doll_2.14 b,doll_64.47 b,doll_4.18 b,doll_364.9 m
1819,doll_3.23 b,doll_8.68 b,doll_24.25 b,doll_534.5 m
1820,doll_15.05 b,doll_13.66 b,doll_8.62 b,doll_364 m
1821,doll_2.26 b,doll_7.26 b,doll_4.03 b,doll_1.89 b
1822,doll_190 m,doll_2.99 b,doll_7.84 b,doll_1.68 b
1823,doll_1.46 b,doll_38.52 b,doll_9.11 b,doll_450 m
1824,doll_6.52 b,doll_39.13 b,doll_2.41 b,doll_54.9 m
1825,doll_5.48 b,doll_17.39 b,doll_19.08 b,doll_153.2 m
1826,doll_19.63 b,doll_6.14 b,doll_2.94 b,doll_100.7 m
1827,doll_8.11 b,doll_5.94 b,doll_11.73 b,doll_571.3 m
1828,doll_2.31 b,doll_15.9 b,doll_10.78 b,doll_804.5 m
1829,doll_630 m,doll_63.1 b,doll_391 m,doll_82 m
1830,doll_1.42 b,doll_62.56 b,doll_1.87 b,doll_317.5 m
1831,doll_2.52 b,doll_27.66 b,doll_3.71 b,doll_737.5 m
1832,doll_8.2 b,doll_8.91 b,doll_14.47 b,doll_377.8 m
1833,doll_7.72 b,doll_8.25 b,doll_15.66 b,doll_459.9 m
1834,doll_1.78 b,doll_11.29 b,doll_23.88 b,doll_533.2 m
1835,doll_3.85 b,doll_2.46 b,doll_29.16 b,doll_301.2 m
1836,doll_4.92 b,doll_7.8 b,doll_16.72 b,doll_652 m
1837,doll_10.89 b,doll_21.02 b,doll_1.51 b,doll_-9.8 m
1838,doll_13.71 b,doll_4.57 b,doll_8.94 b,doll_-131.4 m
1839,doll_860 m,doll_2.42 b,doll_29.13 b,doll_-330.7 m
1840,doll_3.38 b,doll_5.78 b,doll_11.68 b,doll_880.7 m
1841,doll_16.07 b,doll_15.29 b,doll_4.66 b,doll_117.7 m
1842,doll_1.2 b,doll_3.58 b,doll_28.89 b,doll_137.8 m
1843,doll_1.34 b,doll_3.53 b,doll_10.18 b,doll_1 b
1844,doll_10.18 b,doll_8.97 b,doll_9.59 b,doll_563.3 m
1845,doll_3.28 b,doll_20.88 b,doll_15.07 b,doll_-293.1 m
1846,doll_1.21 b,doll_61.41 b,doll_7.44 b,doll_414.2 m
1847,doll_3.16 b,doll_12.89 b,doll_28.66 b,doll_-148.3 m
1848,doll_2.46 b,doll_61.33 b,doll_4.76 b,doll_216.3 m
1849,doll_18.96 b,doll_6.12 b,doll_1.42 b,doll_36.9 m
1850,doll_7.87 b,doll_22.44 b,doll_8.81 b,doll_489.8 m
1851,doll_806 m,doll_60.81 b,doll_793 m,doll_132.9 m
1852,doll_7.27 b,doll_11.87 b,doll_8.47 b,doll_879.9 m
1853,doll_226 m,doll_5.55 b,doll_28.51 b,doll_-535.7 m
1854,doll_667 m,doll_60.19 b,doll_509 m,doll_115.3 m
1855,doll_525 m,doll_60.11 b,doll_398 m,doll_-12.2 m
1856,doll_1.85 b,doll_3.82 b,doll_28.4 b,doll_427.4 m
1857,doll_2.29 b,doll_3.38 b,doll_28.38 b,doll_335.1 m
1858,doll_583 m,doll_59.85 b,doll_493 m,doll_95.7 m
1859,doll_2.56 b,doll_15.46 b,doll_6.38 b,doll_1.37 b
1860,doll_18.66 b,doll_13.21 b,doll_2.65 b,doll_-2.32 b
1861,doll_14.04 b,doll_16.25 b,doll_1.58 b,doll_340 m
1862,doll_5.42 b,doll_20.81 b,doll_2.69 b,doll_942.4 m
1863,doll_9.98 b,doll_11.53 b,doll_5.66 b,doll_741.2 m
1864,doll_18.61 b,doll_8.95 b,doll_3.08 b,doll_234.1 m
1865,doll_18.58 b,doll_9.63 b,doll_995 m,doll_368.8 m
1866,doll_123 m,doll_4.29 b,doll_3.38 b,doll_1.74 b
1867,doll_11.58 b,doll_10.82 b,doll_10.04 b,doll_271.3 m
1868,doll_13.01 b,doll_17.17 b,doll_4.2 b,doll_414 m
1869,doll_1.31 b,doll_21.21 b,doll_2.57 b,doll_919.6 m
1870,doll_726 m,doll_58.68 b,doll_353 m,doll_132.4 m
1871,doll_4.67 b,doll_6.89 b,doll_11.88 b,doll_845.3 m
1872,doll_696 m,doll_58.54 b,doll_3.66 b,doll_241.9 m
1873,doll_1.23 b,doll_1.96 b,doll_27.54 b,doll_377 m
1874,doll_198 m,doll_8.68 b,doll_5.41 b,doll_1.72 b
1875,doll_2.07 b,doll_24.95 b,doll_6.74 b,doll_787.1 m
1876,doll_1.63 b,doll_57.99 b,doll_1.71 b,doll_204.3 m
1877,doll_18.22 b,doll_12.62 b,doll_6.37 b,doll_465.4 m
1878,doll_10.03 b,doll_9.34 b,doll_6.76 b,doll_734.3 m
1879,doll_3.01 b,doll_2.72 b,doll_8.87 b,doll_1.16 b
1880,doll_11.02 b,doll_19.91 b,doll_1.39 b,doll_169.9 m
1881,doll_830 m,doll_56.78 b,doll_418 m,doll_87.2 m
1882,doll_18.04 b,doll_11.62 b,doll_1.47 b,doll_35 m
1883,doll_1.35 b,doll_39.25 b,doll_4.05 b,doll_566.7 m
1884,doll_2.34 b,doll_56.25 b,doll_1.98 b,doll_88.3 m
1885,doll_8.44 b,doll_8.1 b,doll_12.88 b,doll_438.9 m
1886,doll_8.58 b,doll_6.44 b,doll_2.99 b,doll_831.5 m
1887,doll_1.42 b,doll_4.4 b,doll_25.09 b,doll_498.8 m
1888,doll_2.19 b,doll_13.06 b,doll_14.09 b,doll_710.7 m
1889,doll_1.47 b,doll_12.18 b,doll_26.39 b,doll_202.3 m
1890,doll_635 m,doll_2.45 b,doll_892 m,doll_1.66 b
1891,doll_4.29 b,doll_18.78 b,doll_2.68 b,doll_1 b
1892,doll_1.3 b,doll_55.41 b,doll_2.1 b,doll_62.6 m
1893,doll_1.44 b,doll_13 b,doll_22.95 b,doll_521.7 m
1894,doll_11.69 b,doll_9.05 b,doll_3.46 b,doll_634.3 m
1895,doll_11.9 b,doll_8.85 b,doll_8.71 b,doll_533.7 m
1896,doll_1.24 b,doll_55.38 b,doll_2.36 b,doll_323.6 m
1897,doll_14.63 b,doll_12.08 b,doll_4.2 b,doll_544.9 m
1898,doll_703 m,doll_13.61 b,doll_10.92 b,doll_895.3 m
1899,doll_3.05 b,doll_9.93 b,doll_19.18 b,doll_574 m
1900,doll_6.83 b,doll_31.13 b,doll_721 m,doll_505.5 m
1901,doll_4.2 b,doll_7.35 b,doll_12.23 b,doll_789.3 m
1902,doll_1.42 b,doll_34.99 b,doll_8.66 b,doll_514.3 m
1903,doll_2.47 b,doll_53.81 b,doll_3.64 b,doll_333 m
1904,doll_17.64 b,doll_1.54 b,doll_562 m,doll_40.3 m
1905,doll_17.62 b,doll_9.58 b,doll_1.33 b,doll_284.7 m
1906,doll_1.26 b,doll_34.99 b,doll_9 b,doll_406.6 m
1907,doll_4.85 b,doll_4.36 b,doll_8.05 b,doll_1.39 b
1908,doll_4.97 b,doll_6.49 b,doll_9.08 b,doll_1.08 b
1909,doll_1.57 b,doll_3.72 b,doll_25.23 b,doll_-674.5 m
1910,doll_7.87 b,doll_5.5 b,doll_5.12 b,doll_898.9 m
1911,doll_874 m,doll_2.45 b,doll_25.07 b,doll_-306.9 m
1912,doll_2.27 b,doll_52.05 b,doll_2.64 b,doll_429.6 m
1913,doll_5.83 b,doll_21.96 b,doll_11.87 b,doll_216 m
1914,doll_17.36 b,doll_4.17 b,doll_5.92 b,doll_396.9 m
1915,doll_14.43 b,doll_15.21 b,doll_4.96 b,doll_434.8 m
1916,doll_4.31 b,doll_21.68 b,doll_12.94 b,doll_388.3 m
1917,doll_705 m,doll_51.38 b,doll_728 m,doll_170.8 m
1918,doll_17.14 b,doll_11.38 b,doll_2.72 b,doll_190.4 m
1919,doll_17.12 b,doll_9.14 b,doll_4.19 b,doll_77.4 m
1920,doll_3.42 b,doll_51.26 b,doll_2.23 b,doll_-95.8 m
1921,doll_1.67 b,doll_10.93 b,doll_24.56 b,doll_170.6 m
1922,doll_4.6 b,doll_14.43 b,doll_21.88 b,doll_445.3 m
1923,doll_680 m,doll_14.09 b,doll_8.51 b,doll_1.12 b
1924,doll_1.54 b,doll_3.25 b,doll_24.28 b,doll_-520.4 m
1925,doll_3.4 b,doll_20.07 b,doll_2.96 b,doll_905.2 m
1926,doll_1.88 b,doll_50.25 b,doll_5.31 b,doll_440.4 m
1927,doll_1.94 b,doll_7.26 b,doll_24.17 b,doll_292.6 m
1928,doll_2.95 b,doll_50.25 b,doll_5.49 b,doll_196.2 m
1929,doll_2.9 b,doll_14.2 b,doll_3.35 b,doll_1.42 b
1930,doll_16.82 b,doll_3.39 b,doll_501 m,doll_-23.8 m
1931,doll_4.58 b,doll_26.5 b,doll_8.96 b,doll_563.4 m
1932,doll_6.03 b,doll_14.63 b,doll_10.21 b,doll_734 m
1933,doll_2.79 b,doll_4.25 b,doll_20.48 b,doll_531.2 m
1934,doll_1.35 b,doll_3.77 b,doll_24.07 b,doll_478.1 m
1935,doll_1.91 b,doll_6.32 b,doll_24.06 b,doll_454.6 m
1936,doll_825 m,doll_50.03 b,doll_5.57 b,doll_270 m
1937,doll_16.67 b,doll_12.76 b,doll_4.33 b,doll_256 m
1938,doll_652 m,doll_49.45 b,doll_383 m,doll_94.6 m
1939,doll_2.15 b,doll_3.33 b,doll_16.59 b,doll_597.8 m
1940,doll_8.64 b,doll_23.04 b,doll_3.79 b,doll_357 m
1941,doll_3.33 b,doll_10.97 b,doll_23.5 b,doll_123.7 m
1942,doll_0 m,doll_1.36 b,doll_2.43 b,doll_1.5 b
1943,doll_3.56 b,doll_6.26 b,doll_15.82 b,doll_616 m
1944,doll_5.63 b,doll_33.03 b,doll_8.76 b,doll_-7.96 b
1945,doll_2.34 b,doll_49.11 b,doll_4.76 b,doll_449.5 m
1946,doll_6.46 b,doll_2.95 b,doll_12.45 b,doll_598.6 m
1947,doll_7.53 b,doll_20.63 b,doll_5.8 b,doll_598.6 m
1948,doll_3.65 b,doll_22.26 b,doll_2.77 b,doll_801 m
1949,doll_1.9 b,doll_15.26 b,doll_18.59 b,doll_504.8 m
1950,doll_4.25 b,doll_11.69 b,doll_23.38 b,doll_280.5 m
1951,doll_15.13 b,doll_11.57 b,doll_2.47 b,doll_514.9 m
1952,doll_16.44 b,doll_8.71 b,doll_6.4 b,doll_340 m
1953,doll_12.48 b,doll_16.22 b,doll_5.68 b,doll_394.2 m
1954,doll_2.84 b,doll_3.15 b,doll_3.33 b,doll_1.47 b
1955,doll_2.27 b,doll_5.1 b,doll_16.18 b,doll_603.9 m
1956,doll_700 m,doll_48.35 b,doll_677 m,doll_53.5 m
1957,doll_3.7 b,doll_6.61 b,doll_20.58 b,doll_522 m
1958,doll_8.55 b,doll_22.96 b,doll_5.55 b,doll_346.7 m
1959,doll_2.26 b,doll_3.83 b,doll_4.39 b,doll_1.47 b
1960,doll_2.71 b,doll_2.54 b,doll_23.04 b,doll_429.2 m
1961,doll_6.58 b,doll_10.14 b,doll_7.16 b,doll_1.01 b
1962,doll_2.54 b,doll_48.2 b,doll_4.18 b,doll_272.8 m
1963,doll_16.21 b,doll_9.3 b,doll_698 m,doll_-179.2 m
1964,doll_7.87 b,doll_16.2 b,doll_5.07 b,doll_685.8 m
1965,doll_8.11 b,doll_15.92 b,doll_1.04 b,doll_674 m
1966,doll_9.33 b,doll_21.01 b,doll_4.08 b,doll_367.3 m
1967,doll_8.38 b,doll_5.58 b,doll_12.05 b,doll_406 m
1968,doll_1.38 b,doll_32.96 b,doll_2.46 b,doll_587 m
1969,doll_1.25 b,doll_47.67 b,doll_4.89 b,doll_195.2 m
1970,doll_16.13 b,doll_10.38 b,doll_6.93 b,doll_433.3 m
1971,doll_535 m,doll_47.63 b,doll_465 m,doll_82.2 m
1972,doll_1.32 b,doll_39.4 b,doll_6.26 b,doll_531 m
1973,doll_1.92 b,doll_47.6 b,doll_1.05 b,doll_261.3 m
1974,doll_10.24 b,doll_10.46 b,doll_4.83 b,doll_656.6 m
1975,doll_16.08 b,doll_6.44 b,doll_5.68 b,doll_420.3 m
1976,doll_2 b,doll_47.44 b,doll_1.41 b,doll_426 m
1977,doll_6.51 b,doll_7.93 b,doll_8.7 b,doll_836.3 m
1978,doll_5.79 b,doll_4.16 b,doll_11.01 b,doll_761.6 m
1979,doll_3.31 b,doll_5.17 b,doll_12.77 b,doll_702.7 m
1980,doll_16.04 b,doll_6.27 b,doll_1.98 b,doll_283.7 m
1981,doll_13.71 b,doll_5.75 b,doll_2.86 b,doll_533.6 m
1982,doll_1.11 b,doll_4.84 b,doll_22.41 b,doll_-532.6 m
1983,doll_11.95 b,doll_16.49 b,doll_2.53 b,doll_160.2 m
1984,doll_4.2 b,doll_9.7 b,doll_22.39 b,doll_-48.9 m
1985,doll_2.15 b,doll_1.78 b,doll_12.43 b,doll_724.2 m
1986,doll_2.84 b,doll_13 b,doll_22.29 b,doll_-949.9 m
1987,doll_1.82 b,doll_5.45 b,doll_5.17 b,doll_1.42 b
1988,doll_1.79 b,doll_46.25 b,doll_2.32 b,doll_225.1 m
1989,doll_6.36 b,doll_33.38 b,doll_2.72 b,doll_16.7 m
1990,doll_8.79 b,doll_4.46 b,doll_1.37 b,doll_731.6 m
1991,doll_2.98 b,doll_5.06 b,doll_22.04 b,doll_277.7 m
1992,doll_336 m,doll_12.46 b,doll_5.25 b,doll_1.41 b
1993,doll_7.93 b,doll_11.09 b,doll_12.46 b,doll_337.7 m
1994,doll_6.03 b,doll_6.72 b,doll_3.16 b,doll_1.14 b
1995,doll_37 m,doll_166 m,doll_1.14 b,doll_1.41 b
1996,doll_3.52 b,doll_5.71 b,doll_6.4 b,doll_1.41 b
1997,doll_15.72 b,doll_12.11 b,doll_1.96 b,doll_53.1 m
1998,doll_4.41 b,doll_7.64 b,doll_9.52 b,doll_931.3 m
1999,doll_2.27 b,doll_13.49 b,doll_21.71 b,doll_375.7 m
2000,doll_276.09 b,,doll_741.48 b,
2001,doll_208.13 b,,doll_214.43 b,
2002,doll_400.38 b,,"doll_2,292.08 b",
2003,doll_124.54 b,,doll_374.45 b,
2004,doll_202.07 b,,doll_181.32 b,
2005,doll_469.82 b,,"doll_1,468.4 b",
2006,doll_378.7 b,,"doll_2,640.32 b",
2007,doll_181.42 b,,doll_133.38 b,
2008,doll_96.83 b,,doll_303.1 b,
2009,doll_281.75 b,,doll_237.73 b,
2010,doll_257.49 b,,"doll_1,581.72 b",
2011,doll_184.9 b,,"doll_2,054.37 b",
2012,doll_152.43 b,,doll_117.83 b,
2013,doll_244.16 b,,doll_367.26 b,
2014,doll_280.51 b,,doll_359.73 b,
2015,doll_261.76 b,,doll_211.1 b,
2016,doll_181.37 b,,doll_121.69 b,
2017,doll_84.12 b,,doll_176.77 b,
2018,doll_134.35 b,,doll_218.02 b,
2019,doll_163.03 b,,doll_141.79 b,
2020,doll_380.31 b,,doll_142.3 b,
2021,doll_297.55 b,,doll_490.15 b,
2022,doll_572.75 b,,doll_431.64 b,
2023,doll_71.07 b,,doll_167.32 b,
2024,doll_295.73 b,,doll_82.4 b,
2025,doll_156.29 b,,doll_316.23 b,
