,name,codice,pricecap,price,country
6491,Talkspace,TALK,$0.11 B,$0.75,USA
6492,Local Bounti,LOCL,$0.11 B,$1.15,USA
6493,Nok Air,NOK.BK,$0.11 B,$0.03000,Thailand
6494,KORE,KORE,$0.11 B,$1.55,USA
6495,USD Partners,USDP,$0.11 B,$3.54,USA
6496,Bodal Chemicals,BODALCHEM.NS,$0.11 B,$0.94,India
6497,Tanzanian Gold Corporation,TRX,$0.11 B,$0.43,Canada
6498,Aiming Inc,3911.T,$0.11 B,$2.93,Japan
6499,Immuneering,IMRX,$0.11 B,$4.43,USA
6500,Graphite Bio,GRPH,$0.11 B,$2.01,USA
6501,MDxHealth,MDXH,$0.11 B,$6.99,Belgium
6502,Userjoy Technology,3546.TWO,$0.11 B,$2.42,Taiwan
6503,InflaRx,IFRX,$0.11 B,$2.63,Germany
6504,Ideanomics,IDEX,$0.11 B,$0.20,USA
6505,Volta,VLTA,$0.11 B,$0.67,USA
6506,Broadwind,BWEN,$0.11 B,$5.60,USA
6507,FinWise Bancorp,FINW,$0.11 B,$8.99,USA
6508,Akili,AKLI,$0.11 B,$1.48,USA
6509,Pixelworks,PXLW,$0.11 B,$2.10,USA
6510,Quick Heal,QUICKHEAL.NS,$0.11 B,$2.16,India
6511,Aura Energy,AURA.L,$0.11 B,$0.21,Australia
6512,GE Power India,GEPIL.NS,$0.11 B,$1.70,India
6513,Navkar Corp,NAVKARCORP.NS,$0.11 B,$0.76,India
6514,Orient Paper Mills,ORIENTPPR.NS,$0.11 B,$0.54,India
6515,Bergs Timber,BRG-B.ST,$0.11 B,$3.27,Sweden
6516,Rigetti Computing,RGTI,$0.11 B,$0.92,USA
6517,U.S. Xpress Enterprises,USX,$0.11 B,$2.18,USA
6518,Westwood Holdings Group,WHG,$0.11 B,$13.32,USA
6519,Starbreeze,STAR-B.ST,$0.11 B,$0.16,Sweden
6520,Pieris Pharmaceuticals,PIRS,$0.11 B,$1.50,USA
6521,Societal CDMO,SCTL,$0.11 B,$1.32,USA
6522,Allied Tecnologia,ALLD3.SA,$0.11 B,$1.20,Brazil
6523,Fluent,FLNT,$0.11 B,$1.39,USA
6524,Barnes & Noble Education,BNED,$0.11 B,$2.11,USA
6525,Capricor Therapeutics,CAPR,$0.11 B,$4.38,USA
6526,Infinities Tech (Jiu Zun Digital),1961.HK,$0.11 B,$0.20,China
6527,Lee Enterprises,LEE,$0.11 B,$18.46,USA
6528,Union Bankshares,UNB,$0.11 B,$24.50,USA
6529,REE Automotive,REE,$0.10 B,$0.45,Israel
6530,India Motor Parts and Accessories,IMPAL.NS,$0.10 B,$8.76,India
6531,Lulu's Fashion Lounge,LVLU,$0.10 B,$2.80,USA
6532,Phunware,PHUN,$0.10 B,$1.06,USA
6533,Sylogist,SYZ.TO,$0.10 B,$4.55,Canada
6534,Rekor Systems,REKR,$0.10 B,$2.00,USA
6535,Carrols Restaurant Group,TAST,$0.10 B,$2.04,USA
6536,American Resources Corp,AREC,$0.10 B,$1.58,USA
6537,Nuvectis Pharma,NVCT,$0.10 B,$7.41,USA
6538,Parken Sport (F.C. Copenhagen),PARKEN.CO,$0.10 B,$11.10,Denmark
6539,Sangoma Technologies,SANG,$0.10 B,$4.90,Canada
6540,Atossa Therapeutics,ATOS,$0.10 B,$0.85,USA
6541,Pollux Properti Indonesia,POLL.JK,$0.10 B,$0.01000,Indonesia
6542,Dave Inc.,DAVE,$0.10 B,$9.02,USA
6543,High Tide,HITI,$0.10 B,$1.51,Canada
6544,Lakeland Industries,LAKE,$0.10 B,$14.46,USA
6545,India Nippon Electricals,INDNIPPON.NS,$0.10 B,$4.67,India
6546,CI Games,CI7.F,$0.10 B,$0.54,Poland
6547,Ateam,3662.T,$0.10 B,$5.67,Japan
6548,Graham Corporation,GHM,$0.10 B,$9.90,USA
6549,Lument Finance Trust,LFT,$0.10 B,$2.01,USA
6550,Mangalam Cement,MANGLMCEM.NS,$0.10 B,$3.81,India
6551,Wag! Group,PET,$0.10 B,$2.84,USA
6552,Provident Financial Holdings,PROV,$0.10 B,$14.49,USA
6553,Seanergy Maritime,SHIP,$0.10 B,$0.57,Greece
6554,Kaixin Auto,KXIN,$0.10 B,$0.53,China
6555,Titan Medical,TMDI,$0.10 B,$0.92,Canada
6556,Spero Therapeutics,SPRO,$0.10 B,$2.00,USA
6557,Grove Collaborative,GROV,$0.10 B,$0.56,USA
6558,Sonida Senior Living,SNDA,$0.10 B,$15.44,USA
6559,Mallinckrodt Pharmaceuticals,MNK,$0.10 B,$7.80,UK
6560,CBAK Energy,CBAT,$0.10 B,$1.15,China
6561,Park City Group,PCYG,$0.10 B,$5.56,USA
6562,Ellington Residential Mortgage REIT,EARN,$0.10 B,$7.71,USA
6563,Sono,SEV,$0.10 B,$1.09,Germany
6564,Dare Bioscience,DARE,$0.10 B,$1.20,USA
6565,Instil Bio,TIL,$0.10 B,$0.78,USA
6566,AEye,LIDR,$0.10 B,$0.63,USA
6567,Iris Energy,IREN,$0.10 B,$1.83,Australia
6568,Advent Technologies,ADN,$99.81 M,$1.93,USA
6569,Momentus,MNTS,$99.29 M,$1.18,USA
6570,Alligator Energy,AGE.AX,$99.21 M,$0.03000,Australia
6571,Harte Hanks,HHS,$99.15 M,$13.55,USA
6572,Cytosorbents,CTSO,$99.05 M,$2.27,USA
6573,Reading International,RDI,$98.92 M,$3.36,USA
6574,Kokuyo Camlin,KOKUYOCMLN.NS,$98.75 M,$0.98,India
6575,Farmer Brothers,FARM,$98.7 M,$5.05,USA
6576,Sport Lisboa e Benfica,SLBEN.LS,$98.41 M,$4.28,Portugal
6577,Embark Technology,EMBK,$97.9 M,$4.18,USA
6578,Seelos Therapeutics,SEEL,$97.52 M,$0.91,USA
6579,Kayak Inc,3904.T,$97.44 M,$6.17,Japan
6580,Oncolytics Biotech,ONCY,$97.39 M,$1.65,Canada
6581,Bit Digital,BTBT,$97.32 M,$1.18,USA
6582,Mynaric,MYNA,$97.21 M,$4.30,Germany
6583,Viomi Technology,VIOT,$97.04 M,$1.40,China
6584,Smart Sand,SND,$96.89 M,$2.14,USA
6585,Syros Pharmaceuticals,SYRS,$96.47 M,$4.77,USA
6586,Nihon Falcom,3723.T,$96.45 M,$9.38,Japan
6587,Flotek Industries,FTK,$96.1 M,$1.24,USA
6588,Mainz Biomed,MYNZ,$95.94 M,$6.62,Germany
6589,Himatsingka Seide,HIMATSEIDE.NS,$95.85 M,$0.97,India
6590,Fortress Biotech,FBIO,$95.77 M,$0.88,USA
6591,Scienjoy,SJ,$95.31 M,$2.41,China
6592,PEDEVCO,PED,$95.22 M,$1.11,USA
6593,NRx Pharmaceuticals,NRXP,$94.76 M,$1.40,USA
6594,Hour Loop,HOUR,$94.61 M,$2.70,USA
6595,Clearside Biomedical,CLSD,$94.49 M,$1.57,USA
6596,Gala Incorporated,4777.T,$94.15 M,$3.76,Japan
6597,Apex Frozen Foods,APEX.NS,$93.97 M,$3.00,India
6598,PowerFleet,PWFL,$93.68 M,$2.59,USA
6599,Avino Silver & Gold Mines,ASM,$93.23 M,$0.79,Canada
6600,Flexsteel Industries,FLXS,$92.96 M,$17.63,USA
6601,MacroWell OMG Digital Entertainment,3687.TWO,$92.82 M,$3.09,Taiwan
6602,Thunderful Group,THUNDR.ST,$92.81 M,$1.32,Sweden
6603,orion-group-holdings,ORN,$92.63 M,$2.89,USA
6604,Lifeway Foods,LWAY,$92.53 M,$5.97,USA
6605,Wrap Technologies,WRAP,$92.52 M,$2.25,USA
6606,Don't Nod Entertainment,ALDNE.PA,$92.48 M,$10.97,France
6607,Vince Holding,VNCE,$92.36 M,$7.49,USA
6608,Stabilis Solutions,SLNG,$91.93 M,$5.00,USA
6609,Co-Diagnostics,CODX,$91.82 M,$2.97,USA
6610,Compugen,CGEN,$91.82 M,$1.06,Israel
6611,Bloober Team,6BO.SG,$91.68 M,$4.20,Poland
6612,Bliss GVS Pharma,BLISSGVS.NS,$91.46 M,$0.88,India
6613,Akumin,AKU,$90.55 M,$1.01,Canada
6614,"NN, Inc.",NNBR,$89.93 M,$2.05,USA
6615,Apyx Medical,APYX,$89.6 M,$2.59,USA
6616,Delta Apparel,DLA,$89.26 M,$12.75,USA
6617,AirAsia,2630.TW,$88.92 M,$0.55,Malaysia
6618,ATI Physical Therapy,ATIP,$88.51 M,$0.43,USA
6619,Velan,VLN.TO,$88.34 M,$4.09,Canada
6620,Modiv,MDV,$88.25 M,$11.79,USA
6621,Lyra Therapeutics,LYRA,$88.16 M,$2.77,USA
6622,Mesa Air,MESA,$88.03 M,$2.42,USA
6623,CAVE Interactive,3760.T,$87.76 M,$14.40,Japan
6624,Trilogy Metals,TMQ,$87.73 M,$0.60,Canada
6625,NeoVolta,NEOV,$86.71 M,$2.64,USA
6626,Viracta Therapeutics,VIRX,$86.32 M,$2.26,USA
6627,Ayr Wellness,AYRWF,$86.04 M,$1.25,USA
6628,Bird Global,BRDS,$85.37 M,$0.27,USA
6629,Bragg Gaming Group,BRAG,$85.19 M,$4.04,Canada
6630,ACRES Commercial Realty,ACR,$84.78 M,$9.68,USA
6631,CROOZ,2138.T,$84.38 M,$7.59,Japan
6632,Jay Bharat Maruti,JAYBARMARU.NS,$84.01 M,$1.94,India
6633,Akatsuki Corp.,8737.T,$83.34 M,$2.45,Japan
6634,BeyondSpring,BYSI,$83.3 M,$2.14,USA
6635,3i Infotech,3IINFOLTD.NS,$83.21 M,$0.49,India
6636,Senti Biosciences,SNTI,$82.88 M,$1.89,USA
6637,Charlotte's Web,CWEB.TO,$82.66 M,$0.55,USA
6638,GAN,GAN,$82.62 M,$1.94,UK
6639,Elevate Uranium,EL8.AX,$82.54 M,$0.30,Australia
6640,Quicklogic,QUIK,$82.21 M,$6.27,USA
6641,Protalix BioTherapeutics,PLX,$82.07 M,$1.62,Israel
6642,LMP Automotive Holdings,LMPX,$81.81 M,$7.50,USA
6643,Ebixcash India,EBIXFOREX.NS,$81.5 M,$7.31,India
6644,WeTrade Group,WETG,$80.24 M,$0.41,China
6645,Armata Pharmaceuticals,ARMP,$79.51 M,$2.20,USA
6646,Superior Resources,SPQ.AX,$79.42 M,$0.05000,Australia
6647,KINS Technology Group,KINZ,$79.25 M,$10.11,USA
6648,Gaia,GAIA,$79.06 M,$3.80,USA
6649,Gulf Island Fabrication,GIFI,$78.97 M,$4.96,USA
6650,Aterian,ATER,$78.3 M,$0.97,USA
6651,Björn Borg,BORG.ST,$78.06 M,$3.10,Sweden
6652,Nano Labs,,$78.04 M,$1.40,China
6653,Laramide Resources,LAM.TO,$77.82 M,$0.37,Canada
6654,Longeveron,LGVN,$77.76 M,$3.70,USA
6655,Yuke's,4334.T,$77.76 M,$9.26,Japan
6656,ATARI,ALATA.PA,$77.72 M,$0.20,France
6657,Vista Gold,VGZ,$77.1 M,$0.65,USA
6658,Orchard Therapeutics,ORTX,$77.07 M,$0.61,UK
6659,Sunworks,SUNW,$77.06 M,$2.19,USA
6660,Achieve Life Sciences,ACHV,$76.59 M,$4.28,Canada
6661,Hydrofarm,HYFM,$76.33 M,$1.69,USA
6662,NuCana,NCNA,$75.68 M,$1.45,UK
6663,Sotherly Hotels,SOHO,$75.13 M,$1.94,USA
6664,Asian Granito India,ASIANTILES.NS,$75.1 M,$0.59,India
6665,Reliance Communications,RCOM.NS,$75.05 M,$0.03000,India
6666,Tonix Pharmaceuticals,TNXP,$74.79 M,$1.30,USA
6667,Root Insurance,ROOT,$74.58 M,$5.29,USA
6668,Express,EXPR,$74.45 M,$1.09,USA
6669,Forsys Metals,FSY.TO,$74.33 M,$0.38,Canada
6670,S.S. Lazio,SSL.MI,$74.3 M,$1.10,Italy
6671,Enzo Biochem,ENZ,$74.05 M,$1.52,USA
6672,Synlogic,SYBX,$74.04 M,$1.05,USA
6673,GreenPower Motor Company,GP,$73.69 M,$3.12,Canada
6674,Xilio Therapeutics,XLO,$73.07 M,$2.66,USA
6675,Feiyu Technology International Company,1022.HK,$72.63 M,$0.04000,China
6676,Radio City,RADIOCITY.NS,$72.54 M,$0.21,India
6677,Broccoli,2706.T,$72.45 M,$8.28,Japan
6678,Cheetah Mobile,CMCM,$72.16 M,$2.54,China
6679,Accelerate Diagnostics,AXDX,$71.36 M,$0.72,USA
6680,Spencer's Retail,SPENCERS.NS,$71.32 M,$0.79,India
6681,geechs,7060.T,$71.08 M,$6.75,Japan
6682,Hepion Pharmaceuticals,HEPA,$70.74 M,$0.93,USA
6683,eMagin,EMAN,$70.39 M,$0.90,USA
6684,Curis,CRIS,$70.32 M,$0.73,USA
6685,Argo Blockchain,ARBK,$70.24 M,$1.47,UK
6686,Regis Corporation,RGS,$70.12 M,$1.54,USA
6687,Synchronoss,SNCR,$69.96 M,$0.77,USA
6688,Energous,WATT,$69.49 M,$0.89,USA
6689,Owlet,OWLT,$68.93 M,$0.60,USA
6690,Genprex,GNPX,$68.67 M,$1.43,USA
6691,Rane Brake Lining,RBL.NS,$68.63 M,$8.88,India
6692,Venator Materials,VNTR,$68.61 M,$0.64,UK
6693,Tiziana Life Sciences,TLSA,$68.51 M,$0.67,UK
6694,Wejo Group,WEJO,$68.48 M,$0.63,UK
6695,Immunic,IMUX,$68.31 M,$1.54,USA
6696,Adverum Biotechnologies,ADVM,$67.8 M,$0.68,USA
6697,AquaBounty,AQB,$67.74 M,$0.95,USA
6698,Galectin Therapeutics,GALT,$67.74 M,$1.14,USA
6699,Imagineer,4644.T,$67.54 M,$7.04,Japan
6700,IO Biotech,IOBT,$67.42 M,$2.34,Denmark
6701,aTyr Pharma,LIFE,$67.3 M,$2.32,USA
6702,Enochian Biosciences,ENOB,$67.24 M,$1.27,USA
6703,Culp,CULP,$66.63 M,$5.42,USA
6704,Manhattan Bridge Capital,LOAN,$66.55 M,$5.79,USA
6705,vTv Therapeutics,VTVT,$66.48 M,$0.82,USA
6706,Retractable Technologies,RVP,$66.15 M,$2.01,USA
6707,Aptose Biosciences,APTO,$65.78 M,$0.70,Canada
6708,United Insurance Holdings,UIHC,$65.39 M,$1.51,USA
6709,Great Elm Capital,GECC,$65.3 M,$8.59,USA
6710,Spruce Biosciences,SPRB,$65.02 M,$2.76,USA
6711,Indonesia Energy,INDO,$65.01 M,$6.41,Indonesia
6712,Orion Energy Systems,OESX,$64.6 M,$2.02,USA
6713,Lightning eMotors,ZEV,$64.23 M,$0.72,USA
6714,Mogo,MOGO,$64.14 M,$0.84,Canada
6715,Jounce Therapeutics,JNCE,$63.58 M,$1.23,USA
6716,MAG Interactive,MAGI.ST,$63.52 M,$2.40,Sweden
6717,Snail Inc,SNAL,$63.47 M,$1.72,China
6718,DIRTT Environmental Solutions,DRTT,$63.45 M,$0.65,Canada
6719,Aeria,3758.T,$62.99 M,$2.86,Japan
6720,Red Cat Holdings,RCAT,$62.73 M,$1.16,USA
6721,HEXO,HEXO,$62.67 M,$1.46,Canada
6722,Gamesparcs,6542.TWO,$62.62 M,$1.49,Taiwan
6723,Know Labs,KNW,$62.6 M,$1.30,USA
6724,the Marygold Companies,MGLD,$62.3 M,$1.58,USA
6725,Logan Ridge Finance,LRFC,$61.94 M,$22.85,USA
6726,Mega Uranium,MGA.TO,$61.67 M,$0.17,Canada
6727,SCYNEXIS,SCYX,$61.39 M,$1.88,USA
6728,MGO Global,MGOL,$61.32 M,$4.65,USA
6729,Sino-Entertainment Technology,6933.HK,$61.3 M,$0.15,China
6730,Nectar Lifesciences,NECLIFE.NS,$60.99 M,$0.27,India
6731,Unity Biotechnology,UBX,$60.88 M,$4.29,USA
6732,Surface Oncology,SURF,$59.93 M,$0.99,USA
6733,Geospace Technologies,GEOS,$59.87 M,$4.56,USA
6734,NCS Multistage,NCSM,$59.71 M,$24.80,USA
6735,Sporting Clube de Portugal,SCP.LS,$59.66 M,$0.89,Portugal
6736,Lantern Pharma,LTRN,$59.49 M,$5.48,USA
6737,BioLargo,BLGO,$59.21 M,$0.22,USA
6738,Neovasc,NVCN,$59.16 M,$21.54,Canada
6739,FreightCar America,RAIL,$58.9 M,$3.42,USA
6740,Xebec Adsorption,XBC.TO,$58.69 M,$0.38,Canada
6741,Heritage Insurance,HRTG,$58.48 M,$2.26,USA
6742,Sellas Life Sciences,SLS,$58.47 M,$2.84,USA
6743,Wayi International Digital Entertainment,3086.TWO,$58.04 M,$2.61,Taiwan
6744,OncoCyte,OCX,$57.89 M,$0.49,USA
6745,Leap Therapeutics,LPTX,$57.69 M,$0.58,USA
6746,Pestech Cambodia,PEPC.KH,$57.5 M,$0.77,Cambodia
6747,Atlis Motor Vehicles,AMV,$57.36 M,$5.91,USA
6748,Unitech Group,UNITECH.NS,$57.34 M,$0.02000,India
6749,Polished.com,POL,$57.29 M,$0.54,USA
6750,East Side Games,EAGR.TO,$57.23 M,$0.70,Canada
6751,Rapid Micro Biosystems,RPID,$56.69 M,$1.35,USA
6752,Elevate Credit,ELVT,$56.55 M,$1.81,USA
6753,PopReach,POPR.V,$56.53 M,$0.21,Canada
6754,ASP Isotopes,ASPI,$56.34 M,$1.64,USA
6755,Nautilus,NLS,$56.14 M,$1.77,USA
6756,Petropavlovsk,POG.L,$55.5 M,$1.40,UK
6757,Augmedix,AUGX,$55.39 M,$1.48,USA
6758,iCandy Interactive,ICI.AX,$55.17 M,$0.04000,Australia
6759,Adamas One,JEWL,$54.95 M,$3.00,USA
6760,PAVmed,PAVM,$54.83 M,$0.59,USA
6761,Koss,KOSS,$54.71 M,$5.96,USA
6762,VirTra,VTSI,$54.7 M,$5.02,USA
6763,Allied Esports,AESE,$54.32 M,$1.39,USA
6764,Hinduja Ventures,NXTDIGITAL.NS,$53.95 M,$1.60,India
6765,ReWalk Robotics,RWLK,$53.64 M,$0.86,Israel
6766,Mobile Factory,3912.T,$53.64 M,$6.79,Japan
6767,Aquestive Therapeutics,AQST,$53.61 M,$0.99,USA
6768,Balaji Telefilms,BALAJITELE.NS,$53.45 M,$0.53,India
6769,BrainStorm Cell Therapeutics,BCLI,$53.35 M,$1.46,USA
6770,TScan Therapeutics,TCRX,$52.97 M,$2.20,USA
6771,AeroClean Technologies,AERC,$52.68 M,$3.40,USA
6772,Renren,RENN,$52.07 M,$2.09,China
6773,Vapotherm,VAPO,$52.07 M,$1.95,USA
6774,Golden Minerals,AUMN,$51.91 M,$0.31,USA
6775,Rafael Holdings,RFL,$51.88 M,$2.12,USA
6776,Imperial Petroleum,IMPP,$51.75 M,$0.27,Greece
6777,Talaris Therapeutics,TALS,$51.43 M,$1.24,USA
6778,TherapeuticsMD,TXMD,$51.12 M,$5.40,USA
6779,Addentax Group,ATXG,$51.01 M,$1.59,China
6780,Lucid Diagnostics,LUCD,$50.84 M,$1.30,USA
6781,Westwater Resources,WWR,$50.47 M,$1.05,USA
6782,Intellicheck,IDN,$49.84 M,$2.63,USA
6783,Hindustan Media Ventures,HMVL.NS,$49.32 M,$0.67,India
6784,Lipocine,LPCN,$49.22 M,$0.56,USA
6785,Advanced Emissions Solutions,ADES,$49.11 M,$2.57,USA
6786,N.B.I. Industrial Finance,NBIFIN.NS,$49.07 M,$19.91,India
6787,The Glimpse Group,VRAR,$48.26 M,$3.55,USA
6788,Horizon Global,HZN,$48.25 M,$1.74,USA
6789,5th Planet Games,5PG.OL,$47.87 M,$0.23,Denmark
6790,Kaival Brands Innovations,KAVL,$47.86 M,$0.85,USA
6791,Greenidge Generation Holdings,GREE,$47.42 M,$1.06,USA
6792,Natural Health Trends,NHTC,$47.4 M,$4.15,USA
6793,Ascent Solar Technologies,ASTI,$47.16 M,$1.39,USA
6794,UpHealth,UPH,$47.12 M,$3.13,USA
6795,Comstock Mining,LODE,$46.9 M,$0.54,USA
6796,TESSCO Technologies,TESS,$46.76 M,$5.08,USA
6797,coly,4175.T,$46.6 M,$8.47,Japan
6798,enish,3667.T,$46.58 M,$2.70,Japan
6799,Coya Therapeutics,COYA,$46.46 M,$4.80,USA
6800,Big Cheese Studio,BCS.WA,$46.35 M,$11.21,Poland
6801,AppTech Payments,APCX,$45.61 M,$2.78,USA
6802,Abeona Therapeutics,ABEO,$45.51 M,$2.65,USA
6803,Ashford Inc,AINC,$45.51 M,$14.61,USA
6804,Science 37,SNCE,$45.49 M,$0.39,USA
6805,Audacy,AUD,$45.4 M,$0.31,USA
6806,Castellum,CTM,$45.27 M,$1.09,USA
6807,EMCORE Corporation,EMKR,$45.12 M,$1.20,USA
6808,Investigator Resources,IVR.AX,$45.06 M,$0.03000,Australia
6809,Journey Medical,DERM,$44.94 M,$2.53,USA
6810,BitNile,NILE,$44.77 M,$0.12,USA
6811,Kirkland's,KIRK,$44.76 M,$3.51,USA
6812,Nippon Ichi Software,3851.T,$44.56 M,$8.84,Japan
6813,Atlas Lithium,ATLX,$44.37 M,$7.54,USA
6814,Navios Maritime Holdings,NM,$44.2 M,$1.94,Monaco
6815,Graphex Group,GRFX,$44.08 M,$1.29,Hong Kong
6816,MAIA Biotechnology,MAIA,$43.67 M,$3.99,USA
6817,IronNet,IRNT,$43.52 M,$0.42,USA
6818,Ourgame International,6899.HK,$43.47 M,$0.04000,China
6819,Solitario Zinc,XPL,$43.39 M,$0.67,USA
6820,Cielo Waste Solutions,CMC.V,$43.35 M,$0.05000,Canada
6821,Okyo Pharma,OKYO,$43.32 M,$1.99,UK
6822,SOS Limited,SOS,$43.27 M,$6.85,China
6823,Tose Software,4728.T,$43.18 M,$5.70,Japan
6824,Inuvo,INUV,$43.17 M,$0.36,USA
6825,U.S. Gold Corp,USAU,$43.07 M,$5.15,USA
6826,ATA Creativity Global,AACG,$42.98 M,$1.37,China
6827,Cimbeton,CMBTN.IS,$42.69 M,$24.12,Turkey
6828,Corvus Pharmaceuticals,CRVS,$42.36 M,$0.91,USA
6829,Phnom Penh SEZ,PPSP.KH,$42.02 M,$0.58,Cambodia
6830,Magic Empire Global (Giraffe Capital),MEGL,$41.6 M,$2.08,Hong Kong
6831,Söktas Tekstil,SKTAS.IS,$41.27 M,$0.27,Turkey
6832,Ocean Power Technologies,OPTT,$41.16 M,$0.74,USA
6833,LightPath Technologies,LPTH,$40.93 M,$1.50,USA
6834,Isoray,ISR,$40.92 M,$0.29,USA
6835,IZEA Worldwide,IZEA,$40.43 M,$0.65,USA
6836,Biomerica,BMRA,$40.42 M,$3.00,USA
6837,Trinity Biotech,TRIB,$40.39 M,$1.06,Ireland
6838,SPI Energy,SPI,$40.18 M,$1.34,USA
6839,Blue Apron Holdings,APRN,$39.97 M,$1.01,USA
6840,MEP Infrastructure,MEP.NS,$39.96 M,$0.22,India
6841,BoomBit,BBT.WA,$39.92 M,$2.95,Poland
6842,Party City,PRTY,$39.55 M,$0.35,USA
6843,Palatin Technologies,PTN,$39.55 M,$3.82,USA
6844,Capstone Green Energy,CGRN,$39.41 M,$2.15,USA
6845,AVROBIO,AVRO,$39.39 M,$0.90,USA
6846,CyberStep,3810.T,$39.39 M,$3.65,Japan
6847,Cryo-Cell,CCEL,$39.37 M,$4.62,USA
6848,Nymox Pharmaceutical,NYMX,$39.36 M,$0.43,Bahamas
6849,BioSig Technologies,BSGM,$39.29 M,$0.72,USA
6850,Silver One Resources,SVE.V,$39.02 M,$0.18,Canada
6851,Team Inc,TISI,$38.81 M,$8.98,USA
6852,Zion Oil & Gas,ZNOG,$38.59 M,$0.07500,USA
6853,Boyaa Interactive,0434.HK,$38.18 M,$0.05000,China
6854,Biora Therapeutics,BIOR,$38.11 M,$4.27,USA
6855,Foresight Autonomous Holdings,FRSX,$37.46 M,$0.58,Israel
6856,Houston American Energy,HUSA,$37.42 M,$3.77,USA
6857,Shift Technologies,SFT,$37.05 M,$0.22,USA
6858,AgEagle Aerial Systems,UAVS,$36.98 M,$0.42,USA
6859,Zordix,ZORDIX-B.ST,$36.95 M,$0.86,Sweden
6860,Appirits,4174.T,$36.21 M,$8.93,Japan
6861,Grand Twins International Cambodia,GTI.KH,$35.85 M,$0.90,Cambodia
6862,Satsuma Pharmaceuticals,STSA,$35.44 M,$1.07,USA
6863,Monopar Therapeutics,MNPR,$35.29 M,$2.73,USA
6864,IMV,IMV,$35.28 M,$3.02,Canada
6865,HeartBeam,BEAT,$35.1 M,$4.38,USA
6866,Solar Integrated Roofing,SIRC,$35.01 M,$0.07720,USA
6867,Rave Restaurant Group,RAVE,$34.86 M,$1.87,USA
6868,Salem Media Group,SALM,$34.83 M,$1.28,USA
6869,Alkaline Water Company,WTER,$34.82 M,$0.24,USA
6870,RealNetworks,RNWK,$34.82 M,$0.73,USA
6871,Aptinyx,APTX,$34.63 M,$0.51,USA
6872,CorpHousing Group,CHG,$34.48 M,$1.30,USA
6873,Lumos Pharma,LUMO,$34.27 M,$4.00,USA
6874,Fragbite Group,FRAG.ST,$34.16 M,$0.35,Sweden
6875,CorEnergy Infrastructure Trust,CORR,$33.78 M,$2.13,USA
6876,Camber Energy,CEI,$33.73 M,$1.90,USA
6877,Almaden Minerals,AAU,$33.63 M,$0.25,Canada
6878,Forever Entertainment,8FE.SG,$33.54 M,$1.10,Poland
6879,Toro Energy,TOE.AX,$33.4 M,$0.01000,Australia
6880,Stryve Foods,SNAX,$33.1 M,$0.91,USA
6881,VistaGen Therapeutics,VTGN,$33.09 M,$0.16,USA
6882,Sio Gene Therapies,SIOX,$33.06 M,$0.45,USA
6883,The9,NCTY,$32.71 M,$1.29,China
6884,Sierra Metals,SMTS,$32.7 M,$0.20,Canada
6885,BIT Mining (500.com),BTCM,$32.65 M,$3.07,China
6886,Swvl Holdings,SWVL,$32.42 M,$0.24,UAE
6887,Bionomics,BNOX,$32.17 M,$4.28,Australia
6888,Document Security Systems,DSS,$31.73 M,$0.23,USA
6889,Acasti Pharma,ACST,$31.67 M,$0.71,Canada
6890,Vaccinex,VCNX,$31.67 M,$0.64,USA
6891,ZK International Group,ZKIN,$31.3 M,$1.03,China
6892,Kala Pharmaceuticals,KALA,$31.29 M,$19.62,USA
6893,Treasure Global,TGL,$31.29 M,$1.81,Malaysia
6894,Sporting Clube de Braga,SCB.LS,$31.27 M,$26.06,Portugal
6895,Avalon GloboCare,ALBT,$30.89 M,$3.09,USA
6896,AIM ImmunoTech,AIM,$30.21 M,$0.63,USA
6897,PaxMedica,PXMD,$30.2 M,$2.51,USA
6898,Beasley Broadcast Group,BBGI,$30.14 M,$1.02,USA
6899,Erayak Power Solution,RAYA,$30 M,$2.50,China
6900,Revlon,REVRQ,$29.86 M,$0.55,USA
6901,ToughBuilt Industries,TBLT,$29.67 M,$2.23,USA
6902,TENDA,4198.T,$29.59 M,$13.64,Japan
6903,Psychemedics,PMD,$29.35 M,$5.20,USA
6904,Athenex,ATNX,$29.27 M,$0.19,USA
6905,Nexstim,NXTMH.HE,$29.24 M,$4.35,Finland
6906,Sphere 3D,ANY,$29.15 M,$0.42,Canada
6907,Endo International,ENDPQ,$29.09 M,$0.12,Ireland
6908,Shapeways,SHPW,$29.08 M,$0.59,USA
6909,Microbot Medical,MBOT,$28.95 M,$3.67,USA
6910,Pioneer Power Solutions,PPSI,$28.76 M,$2.98,USA
6911,Quince Therapeutics,QNCX,$27.82 M,$0.77,USA
6912,AgeX Therapeutics,AGE,$27.81 M,$0.73,USA
6913,Zynerba Pharmaceuticals,ZYNE,$27.76 M,$0.59,USA
6914,Trinity Place Holdings,TPHS,$27.68 M,$0.75,USA
6915,Phoenix Motor,PEV,$27.64 M,$1.35,USA
6916,Harpoon Therapeutics,HARP,$27.64 M,$0.83,USA
6917,Rockley Photonics,RKLY,$27.54 M,$0.21,UK
6918,Mobcast,3664.T,$27.48 M,$0.75,Japan
6919,Boxlight,BOXL,$27.3 M,$0.37,USA
6920,NJ Holdings,9421.T,$27.2 M,$5.14,Japan
6921,FingerTango,6860.HK,$27.2 M,$0.01000,China
6922,Society Pass,SOPA,$27.13 M,$1.02,Singapore
