,name,codice,pricecap,price,country
4148,Middlesex Water Company,MSEX,$1.44 B,$81.81,USA
4149,Avidity Biosciences,RNA,$1.50 B,$22.65,USA
4150,Sihanoukville Autonomous Port,PAS.KH,$1.50 B,$3.34,Cambodia
4151,Yanlord,Z25.SI,$1.50 B,$0.78,Singapore
4152,EchoStar,SATS,$1.50 B,$18.07,USA
4153,Patrick Industries,PATK,$1.50 B,$66.24,USA
4154,InterRent Real Estate Investment Trust,IIP-UN.TO,$1.50 B,$10.60,Canada
4155,Kinetik,KNTK,$1.49 B,$32.41,USA
4156,FREYR Battery,FREY,$1.49 B,$10.72,Luxembourg
4157,Corsair Gaming,CRSR,$1.49 B,$14.89,USA
4158,Janus International Group,JBI,$1.49 B,$10.19,USA
4159,UCT (Ultra Clean Holdings),UCTT,$1.49 B,$32.83,USA
4160,SolarWinds,SWI,$1.49 B,$9.23,USA
4161,Formosa Taffeta,1434.TW,$1.49 B,$0.89,Taiwan
4162,Oatly,OTLY,$1.49 B,$2.52,Sweden
4163,AT&S Austria Technologie & Systemtechnik,ATS.VI,$1.49 B,$38.39,Austria
4164,Fiskars,FSKRS.HE,$1.48 B,$18.48,Finland
4165,YTL Corporation Berhad,1773.T,$1.44 B,$0.13,Malaysia
4166,Russel Metals,RUS.TO,$1.44 B,$23.10,Canada
4167,Siam City Cement (INSEE),SCCC.BK,$1.44 B,$4.84,Thailand
4168,Alexander & Baldwin,ALEX,$1.44 B,$19.85,USA
4169,Treace Medical Concepts,TMCI,$1.43 B,$25.94,USA
4170,Everi Holdings,EVRI,$1.43 B,$16.06,USA
4171,HiteJinro,000080.KS,$1.43 B,$20.69,S. Korea
4172,Aston Martin,A5SA.F,$1.43 B,$2.05,UK
4173,Guaranty Trust Bank,9JO.F,$1.43 B,$2.43,Nigeria
4174,Geo Group,GEO,$1.42 B,$11.51,USA
4175,WeWork,WE,$1.42 B,$1.80,USA
4176,Virgin Galactic,SPCE,$1.42 B,$5.19,USA
4177,Zentalis Pharmaceuticals,ZNTL,$1.42 B,$24.94,USA
4178,KRUK Spólka Akcyjna,KRU.WA,$1.42 B,$74.83,Poland
4179,K12,LRN,$1.42 B,$33.06,USA
4180,CenturyPly,CENTURYPLY.NS,$1.42 B,$6.39,India
4181,Par Pacific Holdings,PARR,$1.42 B,$23.57,USA
4182,Adaptive Biotechnologies,ADPT,$1.42 B,$9.94,USA
4183,Live Oak Bank,LOB,$1.42 B,$32.13,USA
4184,Triumph Bancorp,TBK,$1.48 B,$58.74,USA
4185,Andlauer Healthcare Group,AND.TO,$1.48 B,$35.45,Canada
4186,Sheela Foam,SFL.NS,$1.48 B,$15.21,India
4187,Textainer Group,TGH,$1.48 B,$33.00,Bermuda
4188,Arendals Fossekompani,AFK.OL,$1.48 B,$27.02,Norway
4189,Archrock,AROC,$1.48 B,$9.53,USA
4190,OSI Systems,OSIS,$1.48 B,$87.95,USA
4191,Cytek Biosciences,CTKB,$1.48 B,$10.99,USA
4192,RHI Magnesita,RHF.F,$1.48 B,$31.28,Austria
4193,Marcus & Millichap,MMI,$1.48 B,$37.64,USA
4194,M/I Homes,MHO,$1.48 B,$53.99,USA
4195,Vista Oil & Gas,VIST,$1.47 B,$16.70,Mexico
4196,CTS Corporation,CTS,$1.47 B,$46.31,USA
4197,Arcus Biosciences,RCUS,$1.47 B,$20.38,USA
4198,Meridian Bioscience,VIVO,$1.47 B,$33.66,USA
4199,Integral Ad Science,IAS,$1.47 B,$9.56,USA
4200,Perimeter Solutions,PRM,$1.42 B,$9.03,USA
4201,The Beauty Health Company,SKIN,$1.41 B,$10.74,USA
4202,Geron,GERN,$1.41 B,$3.16,USA
4203,Cassava Sciences,SAVA,$1.41 B,$34.00,USA
4204,Amplitude,AMPL,$1.41 B,$12.54,USA
4205,Ero Copper,ERO,$1.41 B,$15.57,Canada
4206,DHT Holdings,DHT,$1.41 B,$8.72,Bermuda
4207,Truecaller,TRUE-B.ST,$1.41 B,$4.13,Sweden
4208,Poshmark,POSH,$1.41 B,$17.90,USA
4209,Verve Therapeutics,VERV,$1.41 B,$22.94,USA
4210,ModivCare,MODV,$1.40 B,$99.69,USA
4211,Kaiser Aluminum,KALU,$1.40 B,$88.38,USA
4212,The Chefs' Warehouse,CHEF,$1.40 B,$36.77,USA
4213,Bank Islam Malaysia,BIMB.KL,$1.40 B,$0.78,Malaysia
4214,SM Entertainment,041510.KQ,$1.40 B,$60.22,S. Korea
4215,goeasy,GSY.TO,$1.40 B,$85.47,Canada
4216,DICE Therapeutics,DICE,$1.40 B,$29.46,USA
4217,Twist Bioscience,TWST,$1.47 B,$25.96,USA
4218,KAR Auction Services,KAR,$1.46 B,$13.49,USA
4219,Blue Star,BLUESTARCO.NS,$1.46 B,$15.25,India
4220,Sovos Brands,SOVO,$1.46 B,$14.54,USA
4221,Scandinavian Tobacco Group,STG.CO,$1.46 B,$16.81,Denmark
4222,BASF India,BASF.NS,$1.46 B,$33.82,India
4223,Global Net Lease,GNL,$1.46 B,$13.78,USA
4224,Arcellx,ACLX,$1.46 B,$32.16,USA
4225,NOW Inc.,DNOW,$1.46 B,$13.24,USA
4226,Glenmark Pharmaceuticals,GLENMARK.NS,$1.46 B,$5.17,India
4227,GrafTech,EAF,$1.46 B,$5.69,USA
4228,Allegiant Air,ALGT,$1.45 B,$79.26,USA
4229,Viridian Therapeutics,VRDN,$1.45 B,$36.23,USA
4230,Uranium Energy,UEC,$1.45 B,$3.94,USA
4231,Construction Partners,ROAD,$1.45 B,$27.64,USA
4232,Inter Cars,CAR.WA,$1.45 B,$102.73,Poland
4233,Scholastic,SCHL,$1.45 B,$42.79,USA
4234,Suzlon,SUZLON.NS,$1.45 B,$0.12,India
4235,Paramount Group,PGRE,$1.45 B,$6.17,USA
4236,Wacker Neuson,WAC.F,$1.40 B,$19.77,Germany
4237,Asseco,SFB1.F,$1.40 B,$16.80,Poland
4238,Amphastar Pharmaceuticals,AMPH,$1.39 B,$28.96,USA
4239,Reata Pharmaceuticals,RETA,$1.39 B,$38.18,USA
4240,Ladder Capital,LADR,$1.39 B,$11.03,USA
4241,Replimune,REPL,$1.39 B,$28.06,USA
4242,Rent-A-Center,RCII,$1.39 B,$25.06,USA
4243,C3 AI,AI,$1.39 B,$12.65,USA
4244,City Holding Company,CHCO,$1.39 B,$93.87,USA
4245,TechTarget,TTGT,$1.39 B,$47.44,USA
4246,Upstart,UPST,$1.39 B,$16.99,USA
4247,International Petroleum,IPCO.TO,$1.39 B,$10.16,Canada
4248,Deciphera Pharmaceuticals,DCPH,$1.45 B,$21.50,USA
4249,Dynavax Technologies,DVAX,$1.44 B,$11.35,USA
4250,Enerpac Tool Group,EPAC,$1.44 B,$25.40,USA
4251,Huron Consulting,HURN,$1.44 B,$72.59,USA
4252,UNITI,UNIT,$1.44 B,$6.10,USA
4253,Planet Labs,PL,$1.39 B,$5.11,USA
4254,Mativ Holdings,MATV,$1.38 B,$25.25,USA
4255,NeoGenomics,NEO,$1.38 B,$10.98,USA
4256,Casino Guichard-Perrachon,CO.PA,$1.38 B,$12.70,France
4257,Berkshire Hills Bancorp,BHLB,$1.38 B,$30.79,USA
4258,Veidekke,VEI.OL,$1.38 B,$10.40,Norway
4259,PRA Group,PRAA,$1.38 B,$35.54,USA
4260,NLC India,NLCINDIA.NS,$1.38 B,$1.00,India
4261,Ottogi,007310.KS,$1.38 B,$369.78,S. Korea
4262,Maytronics,MTRN.TA,$1.38 B,$12.62,Israel
4263,Medifast,MED,$1.38 B,$126.39,USA
4264,tuya,TUYA,$1.38 B,$2.48,China
4265,Partner Communications,PTNR,$1.38 B,$7.41,Israel
4266,First Busey,BUSE,$1.37 B,$24.97,USA
4267,CDSL,CDSL.NS,$1.37 B,$13.17,India
4268,SpareBank 1,SPOL.OL,$1.37 B,$11.90,Norway
4269,ANGI Homeservices,ANGI,$1.37 B,$2.73,USA
4270,secunet,YSN.F,$1.37 B,$212.86,Germany
4271,Ready Capital,RC,$1.37 B,$12.27,USA
4272,Diagnosticos da America,DASA3.SA,$1.37 B,$2.46,Brazil
4273,Abercrombie & Fitch,ANF,$1.37 B,$27.98,USA
4274,Atoss,AOF.F,$1.37 B,$170.72,Germany
4275,GAG Immobilien,GWK3.HM,$1.36 B,$84.71,Germany
4276,China Gold International Resources,CGG.TO,$1.36 B,$3.45,Canada
4277,Avanos Medical,AVNS,$1.36 B,$29.40,USA
4278,Kratos Defense & Security Solutions,KTOS,$1.36 B,$10.85,USA
4279,Alkami Technology,ALKT,$1.36 B,$14.92,USA
4280,P10,PX,$1.36 B,$11.64,USA
4281,Pilot Corporation,7846.T,$1.35 B,$34.45,Japan
4282,Mixi,2121.T,$1.35 B,$18.71,Japan
4283,Centerra Gold,CGAU,$1.35 B,$6.16,Canada
4284,V-Guard Industries,VGUARD.NS,$1.35 B,$3.14,India
4285,Aether Industries,AETHER.NS,$1.35 B,$10.94,India
4286,Qt Group,QTCOM.HE,$1.35 B,$53.40,Finland
4287,Ivanhoe Electric,IE,$1.35 B,$14.59,Canada
4288,Aris Water Solutions,ARIS,$1.35 B,$15.22,USA
4289,Gamma Communications,GAMA.L,$1.35 B,$13.98,UK
4290,Keros Therapeutics,KROS,$1.35 B,$49.16,USA
4291,OFG Bancorp,OFG,$1.35 B,$28.44,USA
4292,EIH Limited,EIHOTEL.NS,$1.35 B,$2.16,India
4293,Saul Centers,BFS,$1.35 B,$41.30,USA
4294,Ourpalm,300315.SZ,$1.34 B,$0.49,China
4295,Meliá Hotels International,MEL.MC,$1.34 B,$6.13,Spain
4296,First Commonwealth Financial Corp,FCF,$1.34 B,$14.45,USA
4297,FIGS,FIGS,$1.34 B,$8.13,USA
4298,Summerset Holdings,SUM.NZ,$1.34 B,$5.81,New Zealand
4299,Altus Power,AMPS,$1.34 B,$8.41,USA
4300,Xometry,XMTR,$1.34 B,$28.37,USA
4301,Pediatrix Medical Group,MD,$1.34 B,$16.20,USA
4302,Trulieve Cannabis,TRUL.CN,$1.34 B,$7.24,USA
4303,Service Properties Trust,SVC,$1.34 B,$8.13,USA
4304,Genesis Energy L.P.,GEL,$1.34 B,$10.97,USA
4305,Jindal Stainless (Hisar),JSLHISAR.NS,$1.34 B,$5.68,India
4306,Alembic Pharmaceuticals,APLLTD.NS,$1.33 B,$6.80,India
4307,Fresh Del Monte Produce,FDP,$1.33 B,$27.99,Cayman Islands
4308,Finolex Industries,FINPIPE.NS,$1.33 B,$2.16,India
4309,Perion Network,PERI,$1.33 B,$29.98,Israel
4310,Calumet Specialty Products Partners,CLMT,$1.33 B,$16.89,USA
4311,KCC Corp,002380.KS,$1.33 B,$181.86,S. Korea
4312,SFL Corp,SFL,$1.33 B,$9.65,Bermuda
4313,Utz Brands,UTZ,$1.33 B,$16.53,USA
4314,Kornit Digital,KRNT,$1.33 B,$26.74,Israel
4315,John Wood Group,WG.L,$1.33 B,$1.93,UK
4316,RSA Insurance Group,RSAB.L,$1.33 B,$1.31,UK
4317,EQRx,EQRX,$1.33 B,$2.73,USA
4318,Vericel,VCEL,$1.33 B,$28.21,USA
4319,Iamgold,IAG,$1.33 B,$2.77,Canada
4320,Meta Financial Group,CASH,$1.32 B,$46.72,USA
4321,Universal Corporation,UVV,$1.32 B,$54.15,USA
4322,GasLog,GLOG-PA,$1.32 B,$24.30,Greece
4323,Polenergia,PEP.WA,$1.32 B,$19.90,Poland
4324,S&T Bancorp,STBA,$1.32 B,$33.96,USA
4325,Hipgnosis Songs Fund,SONG.L,$1.32 B,$1.07,UK
4326,Magnite,MGNI,$1.32 B,$9.92,USA
4327,1st Source,SRCE,$1.32 B,$53.63,USA
4328,CoreCivic,CXW,$1.32 B,$11.50,USA
4329,Bilfinger,GBF.F,$1.32 B,$32.39,Germany
4330,Compañía de Acero del Pacífico,CAP.SN,$1.32 B,$8.84,Chile
4331,Borr Drilling,BORR,$1.32 B,$5.77,Bermuda
4332,Embecta,EMBC,$1.31 B,$23.07,USA
4333,Eurocommercial Properties,ECMPA.AS,$1.31 B,$24.83,Netherlands
4334,Primoris Services Corporation,PRIM,$1.31 B,$24.83,USA
4335,Federal Agricultural Mortgage,AGM,$1.31 B,$124.80,USA
4336,AMAG Austria Metall,AM8.F,$1.31 B,$36.82,Austria
4337,Digi International,DGII,$1.31 B,$36.92,USA
4338,V2X,VVX,$1.31 B,$43.21,USA
4339,Standex,SXI,$1.31 B,$109.75,USA
4340,FuelCell Energy,FCEL,$1.31 B,$3.24,USA
4341,iRobot,IRBT,$1.31 B,$47.98,USA
4342,Palomar Holdings,PLMR,$1.30 B,$51.85,USA
4343,PC Connection,CNXN,$1.30 B,$49.76,USA
4344,BridgeBio Pharma,BBIO,$1.30 B,$8.75,USA
4345,IntegraFin,IHP.L,$1.30 B,$3.89,UK
4346,Afya,AFYA,$1.30 B,$14.54,Brazil
4347,Nikola,NKLA,$1.30 B,$2.55,USA
4348,OceanFirst Financial,OCFC,$1.30 B,$22.10,USA
4349,Cancom,COK.F,$1.30 B,$36.90,Germany
4350,Travere Therapeutics,TVTX,$1.30 B,$20.32,USA
4351,Definitive Healthcare,DH,$1.30 B,$12.40,USA
4352,Cinemark Theatres,CNK,$1.30 B,$10.81,USA
4353,Heartland Express,HTLD,$1.30 B,$16.49,USA
4354,Outset Medical,OM,$1.29 B,$26.88,USA
4355,Telephone and Data Systems,TDS,$1.29 B,$11.43,USA
4356,Blucora,BCOR,$1.29 B,$27.08,USA
4357,Enovix,ENVX,$1.29 B,$8.25,USA
4358,Ecovyst,ECVT,$1.29 B,$9.95,USA
4359,RBL Bank,RBLBANK.NS,$1.29 B,$2.16,India
4360,Enova International,ENVA,$1.29 B,$41.17,USA
4361,Aurinia Pharmaceuticals,AUPH,$1.29 B,$9.11,Canada
4362,Orla Mining,ORLA,$1.29 B,$4.25,Canada
4363,Clean Energy Fuels,CLNE,$1.29 B,$5.81,USA
4364,Atea ASA,ATEA.OL,$1.28 B,$11.66,Norway
4365,The North West Company,NWC.TO,$1.28 B,$26.99,Canada
4366,ePlus,PLUS,$1.28 B,$47.89,USA
4367,Huya,HUYA,$1.28 B,$5.37,China
4368,Bénéteau,BEN.PA,$1.28 B,$15.88,France
4369,Paya,PAYA,$1.28 B,$9.70,USA
4370,Dime Community Bancshares,DCOM,$1.28 B,$33.25,USA
4371,PennyMac Mortgage Investment Trust,PMT,$1.28 B,$14.42,USA
4372,Nevro,NVRO,$1.27 B,$36.06,USA
4373,Uponor,UPONOR.HE,$1.27 B,$17.56,Finland
4374,Green Brick Partners,GRBK,$1.27 B,$27.70,USA
4375,Biohaven Pharmaceutical,BHVN,$1.27 B,$18.70,USA
4376,TriMas,TRS,$1.27 B,$30.33,USA
4377,MannKind Corp,MNKD,$1.27 B,$4.83,USA
4378,Kronos Worldwide,KRO,$1.27 B,$11.00,USA
4379,Equinox Gold,EQX,$1.26 B,$4.16,Canada
4380,HNI Corporation,HNI,$1.26 B,$30.67,USA
4381,Canopy Growth,CGC,$1.26 B,$2.61,Canada
4382,CinCor Pharma,CINC,$1.26 B,$28.95,USA
4383,PVR Cinemas,PVR.NS,$1.26 B,$20.73,India
4384,Deutsche Pfandbriefbank,PBB.DE,$1.26 B,$9.37,Germany
4385,Precinct Properties,PCT.NZ,$1.26 B,$0.80,New Zealand
4386,Telia Lietuva,ZWS.F,$1.26 B,$2.12,Lithuania
4387,Avid Technology,AVID,$1.26 B,$28.95,USA
4388,Safety Insurance,SAFT,$1.26 B,$85.76,USA
4389,dentalcorp,DNTL.TO,$1.26 B,$6.80,Canada
4390,Hudco,HUDCO.NS,$1.26 B,$0.63,India
4391,Stewart Information Services,STC,$1.26 B,$46.49,USA
4392,Uni-Select,UNS.TO,$1.26 B,$28.77,Canada
4393,Sinclair Broadcast,SBGI,$1.26 B,$18.10,USA
4394,Tennant Company,TNC,$1.25 B,$67.51,USA
4395,Himax,HIMX,$1.25 B,$7.20,Taiwan
4396,Waterdrop Inc.,WDH,$1.25 B,$3.19,China
4397,NetDragon Websoft,0777.HK,$1.25 B,$2.32,China
4398,Skycity Entertainment Group,SKC.NZ,$1.25 B,$1.65,New Zealand
4399,PureCycle Technologies,PCT,$1.25 B,$7.66,USA
4400,ProPetro,PUMP,$1.24 B,$10.90,USA
4401,PBF Logistics,PBFX,$1.24 B,$19.90,USA
4402,Carvana,CVNA,$1.24 B,$7.02,USA
4403,Grenke,GLJ.F,$1.24 B,$26.43,Germany
4404,Clearfield,CLFD,$1.24 B,$81.80,USA
4405,Indian Telephone Industries,ITI.NS,$1.24 B,$1.31,India
4406,Energy Recovery,ERII,$1.24 B,$22.19,USA
4407,MeridianLink,MLNK,$1.24 B,$15.35,USA
4408,SES AI,SES,$1.24 B,$3.55,USA
4409,Shop Apotheke Europe,SAE.F,$1.23 B,$68.51,Netherlands
4410,Radius Global Infrastructure,RADI,$1.23 B,$13.00,USA
4411,Citycon,CTY1S.HE,$1.23 B,$7.37,Finland
4412,OYAK Çimento,OYAKC.IS,$1.23 B,$1.07,Turkey
4413,Natco Pharma,NATCOPHARM.NS,$1.23 B,$6.77,India
4414,Fiverr,FVRR,$1.23 B,$33.24,Israel
4415,Schweiter Technologies,SWTQ.SW,$1.23 B,$861.73,Switzerland
4416,Piedmont Office Realty Trust,PDM,$1.23 B,$9.99,USA
4417,Guess,GES,$1.23 B,$22.64,USA
4418,Allcargo Logistics,ALLCARGO.NS,$1.23 B,$5.01,India
4419,Donnelley Financial Solutions,DFIN,$1.22 B,$42.24,USA
4420,Kayne Anderson Capital Advisors,KYN,$1.22 B,$9.03,USA
4421,Encore Capital Group,ECPG,$1.22 B,$52.53,USA
4422,VIP Industries,VIPIND.NS,$1.22 B,$8.66,India
4423,Mediaset España Comunicación,TL5.MC,$1.22 B,$3.92,Spain
4424,Brookline Bancorp,BRKL,$1.22 B,$13.83,USA
4425,Ryerson,RYI,$1.22 B,$33.12,USA
4426,Volaris,VLRS,$1.22 B,$10.60,Mexico
4427,Morphic Therapeutic,MORF,$1.22 B,$31.72,USA
4428,Pharma Mar,PHM.MC,$1.22 B,$67.46,Spain
4429,Magellan Financial Group,MFG.AX,$1.22 B,$6.72,Australia
4430,Sapiens,SPNS,$1.21 B,$21.22,Israel
4431,NextGen Healthcare,NXGN,$1.21 B,$18.03,USA
4432,Imago BioSciences,IMGO,$1.21 B,$36.01,USA
4433,Wabash National,WNC,$1.21 B,$25.38,USA
4434,Xponential Fitness,XPOF,$1.21 B,$24.58,USA
4435,OPKO Health,OPK,$1.21 B,$1.57,USA
4436,Citizen Watch,7762.T,$1.21 B,$4.46,Japan
4437,Cyient,CYIENT.NS,$1.21 B,$10.96,India
4438,Sierra Wireless,SWIR,$1.21 B,$30.99,Canada
4439,Modine Manufacturing,MOD,$1.20 B,$23.21,USA
4440,Kforce,KFRC,$1.20 B,$58.25,USA
4441,The Andersons,ANDE,$1.20 B,$36.04,USA
4442,Diversified Energy,DEC.L,$1.20 B,$1.43,USA
4443,Mechel PAO,MTL,$1.20 B,$2.25,Russia
4444,Varta,VAR1.F,$1.20 B,$29.83,Germany
4445,Ligand Pharmaceuticals,LGND,$1.20 B,$71.28,USA
4446,Helix Energy Solutions,HLX,$1.20 B,$7.93,USA
4447,EaseMyTrip,EASEMYTRIP.NS,$1.20 B,$0.69,India
4448,Orion Engineered Carbons,OEC,$1.20 B,$19.75,USA
4449,PGT Innovations,PGTI,$1.19 B,$19.99,USA
4450,CropEnergies,CE2.F,$1.19 B,$13.75,Germany
4451,TANLA,TANLA.NS,$1.19 B,$8.83,India
4452,3D Systems,DDD,$1.19 B,$9.14,USA
4453,Banco de Brasília,BSLI3.SA,$1.19 B,$3.52,Brazil
4454,Aclaris Therapeutics,ACRS,$1.19 B,$17.95,USA
4455,Lakeland Bancorp,LBAI,$1.19 B,$18.46,USA
4456,Formula Systems,FORTY,$1.19 B,$78.10,Israel
4457,Malibu Boats,MBUU,$1.19 B,$58.77,USA
4458,ProFrac,PFHC,$1.19 B,$22.08,USA
4459,Amara Raja Batteries,AMARAJABAT.NS,$1.19 B,$6.99,India
4460,Capitol Federal Savings Bank,CFFN,$1.19 B,$8.71,USA
4461,Costamare,CMRE,$1.19 B,$9.79,Monaco
4462,Korian,KORI.PA,$1.19 B,$11.25,France
4463,AdvanSix,ASIX,$1.19 B,$43.17,USA
4464,East India Distilleries Parry,EIDPARRY.NS,$1.18 B,$6.70,India
4465,Bytes Technology,BYIT.L,$1.18 B,$4.96,UK
4466,Fastly,FSLY,$1.18 B,$9.66,USA
4467,Ascential,ASCL.L,$1.18 B,$2.69,UK
4468,Caverion,CAV1V.HE,$1.18 B,$8.66,Finland
4469,Dingdong Maicai,DDL,$1.18 B,$5.64,China
4470,Nicolet Bankshares,NIC,$1.17 B,$80.30,USA
4471,NaaS Technology,NAAS,$1.17 B,$5.49,China
4472,Zydus Wellness,ZYDUSWELL.NS,$1.17 B,$18.42,India
4473,Eckert & Ziegler,EUZ.F,$1.17 B,$56.58,Germany
4474,Semrush,SEMR,$1.17 B,$8.30,USA
4475,Employers Holdings,EIG,$1.17 B,$43.09,USA
4476,Southside Bancshares,SBSI,$1.17 B,$36.46,USA
4477,Hollysys Automation Technologie,HOLI,$1.17 B,$18.89,China
4478,Franklin BSP Realty Trust,FBRT,$1.17 B,$14.19,USA
4479,Faes Farma,FAE.MC,$1.16 B,$3.82,Spain
4480,OPAL Fuels,OPAL,$1.16 B,$6.71,USA
4481,U.S. Physical Therapy,USPH,$1.16 B,$89.65,USA
4482,Dorchester Minerals,DMLP,$1.16 B,$30.34,USA
4483,A10 Networks,ATEN,$1.16 B,$15.82,USA
4484,E. W. Scripps Company,SSP,$1.16 B,$13.91,USA
4485,Docebo,DCBO,$1.15 B,$35.21,Canada
4486,Fenix Outdoor,FOI-B.ST,$1.15 B,$90.15,Switzerland
4487,Origin Bancorp,OBNK,$1.15 B,$37.71,USA
4488,Netstreit,NTST,$1.15 B,$19.59,USA
4489,Diamond Offshore Drilling,DO,$1.15 B,$11.34,USA
4490,Kingsoft Cloud,KC,$1.15 B,$4.48,China
4491,Taro Pharmaceutical,TARO,$1.15 B,$30.63,Israel
4492,Prosegur,PSG.MC,$1.15 B,$2.17,Spain
4493,La-Z-Boy,LZB,$1.14 B,$26.63,USA
4494,RadNet,RDNT,$1.14 B,$20.00,USA
4495,Advantage Energy,AAV.TO,$1.14 B,$6.65,Canada
4496,Aimco,AIV,$1.14 B,$7.55,USA
4497,Everbridge,EVBG,$1.14 B,$28.67,USA
4498,ACLEDA Bank,ABC.KH,$1.14 B,$2.64,Cambodia
4499,PDF Solutions,PDFS,$1.14 B,$30.59,USA
4500,Pliant Therapeutics,PLRX,$1.14 B,$23.44,USA
4501,CI&T,CINT,$1.14 B,$8.55,Brazil
4502,B. Riley Financial,RILY,$1.14 B,$40.14,USA
4503,Grupa Zywiec,ZWC.WA,$1.14 B,$111.16,Poland
4504,Global Partners LP,GLP,$1.14 B,$33.58,USA
4505,GB Group (GBG),GBG.L,$1.13 B,$4.51,UK
4506,MFA Financial,MFA,$1.13 B,$11.17,USA
4507,Uniper,UN01.DE,$1.13 B,$3.07,Germany
4508,Doosan,000150.KS,$1.13 B,$71.53,S. Korea
4509,Tellurian,TELL,$1.13 B,$2.01,USA
4510,Photronics,PLAB,$1.13 B,$18.37,USA
4511,Lemonade,LMND,$1.13 B,$16.39,USA
4512,Grendene,GRND3.SA,$1.13 B,$1.26,Brazil
4513,Seabridge Gold,SA,$1.13 B,$14.08,Canada
4514,Laurentian Bank of Canada,LB.TO,$1.13 B,$26.10,Canada
4515,Westshore Terminals Investment,WTE.TO,$1.13 B,$17.88,Canada
4516,Consensus Cloud Solutions,CCSI,$1.13 B,$57.03,USA
4517,Zhihu,ZH,$1.13 B,$1.76,China
4518,STRATEC,SBS.F,$1.13 B,$93.18,Germany
4519,Bpost,13B.F,$1.12 B,$5.62,Belgium
4520,Olo,OLO,$1.12 B,$6.90,USA
4521,Brandywine Realty Trust,BDN,$1.12 B,$6.55,USA
4522,Matthews International Corporation,MATW,$1.12 B,$37.15,USA
4523,Coeur Mining,CDE,$1.12 B,$3.80,USA
4524,Playa Hotels & Resorts,PLYA,$1.12 B,$6.91,USA
4525,Atrion,ATRI,$1.12 B,$632.22,USA
4526,German American Bancorp,GABC,$1.12 B,$37.99,USA
4527,Tompkins Financial,TMP,$1.11 B,$77.30,USA
4528,Jamieson Wellness,JWEL.TO,$1.11 B,$26.84,Canada
4529,Proterra,PTRA,$1.11 B,$4.96,USA
4530,Bonheur ASA,BONHR.OL,$1.11 B,$26.21,Norway
4531,Danaos,DAC,$1.11 B,$55.03,Greece
4532,THG (The Hut Group),THG.L,$1.11 B,$0.80,UK
4533,Denison Mines,DNN,$1.11 B,$1.35,Canada
4534,Revenio,REG1V.HE,$1.11 B,$41.81,Finland
4535,Nutex Health,NUTX,$1.11 B,$1.71,USA
4536,Paysafe,PSFE,$1.11 B,$18.33,USA
4537,Hangzhou Shunwang Technology,300113.SZ,$1.11 B,$1.60,China
4538,Dah Sing Banking Group,2356.HK,$1.11 B,$0.79,Hong Kong
4539,USANA,USNA,$1.11 B,$57.83,USA
4540,VEON,VEON,$1.10 B,$0.58,Netherlands
4541,Cosmo Pharmaceuticals,C43.F,$1.10 B,$66.25,Ireland
4542,Precision Drilling Corporation,PDS,$1.10 B,$81.60,Canada
4543,CVR Partners,UAN,$1.10 B,$104.45,USA
4544,Golden Entertainment,GDEN,$1.10 B,$38.68,USA
4545,23andMe,ME,$1.10 B,$2.42,USA
4546,Energy Fuels,UUUU,$1.10 B,$6.99,USA
4547,MTY Food Group,MTY.TO,$1.10 B,$45.09,Canada
4548,Camtek,CAMT,$1.10 B,$24.80,Israel
4549,Prosegur Cash,CASH.MC,$1.09 B,$0.73,Spain
4550,Freightways,FRE.NZ,$1.09 B,$6.18,New Zealand
4551,Franchise Group,FRG,$1.09 B,$28.70,USA
4552,Camping World,CWH,$1.09 B,$25.71,USA
4553,Merchants Bancorp,MBIN,$1.09 B,$25.37,USA
4554,Miramar Hotel and Investment,0071.HK,$1.09 B,$1.58,Hong Kong
4555,Sweetgreen,SG,$1.09 B,$9.87,USA
4556,Piedmont Lithium,PLL,$1.09 B,$60.68,Australia
4557,AZZ,AZZ,$1.09 B,$43.85,USA
4558,Sun Country Airlines,SNCY,$1.09 B,$18.75,USA
4559,UserTesting,USER,$1.08 B,$7.50,USA
4560,New York Mortgage Trust,NYMT,$1.08 B,$2.93,USA
4561,Cowen,COWN,$1.08 B,$38.78,USA
4562,SpartanNash,SPTN,$1.08 B,$30.79,USA
4563,Metrovacesa,MVC.MC,$1.08 B,$7.17,Spain
4564,IGM Biosciences,IGMS,$1.08 B,$25.33,USA
4565,Core Laboratories,CLB,$1.08 B,$23.37,Netherlands
4566,NAPCO Security Technologies,NSSC,$1.08 B,$29.45,USA
4567,Mullen Group,MTL.TO,$1.08 B,$11.65,Canada
4568,OdontoPrev,ODPV3.SA,$1.08 B,$1.96,Brazil
4569,Armada Hoffler Properties,AHH,$1.08 B,$12.23,USA
4570,uniQure,QURE,$1.08 B,$23.07,Netherlands
4571,American Well,AMWL,$1.07 B,$3.92,USA
4572,PROS,PRO,$1.07 B,$23.82,USA
4573,Dundee Precious Metals,DPM.TO,$1.07 B,$5.68,Canada
4574,Momentive Global,MNTV,$1.07 B,$7.25,USA
4575,Titan International,TWI,$1.07 B,$17.12,USA
4576,S&T AG,SANT.F,$1.07 B,$16.25,Austria
4577,EHang Holdings,EH,$0.96 B,$16.89,China
4578,Nexa Resources,NEXA,$0.96 B,$7.30,Luxembourg
4579,Central Puerto,CEPU,$0.96 B,$6.40,Argentina
4580,Summit Therapeutics,SMMT,$0.96 B,$4.80,UK
