,pricecap,revenue,earnings,share_price,url
44827,doll_2.83 b,,,doll_24.35,
44828,doll_2.83 b,,,doll_5.52,
44829,doll_2.83 b,,,doll_21.03,
44830,doll_2.83 b,,,doll_53.74,
44831,doll_2.82 b,,,doll_49.73,
44832,doll_2.82 b,,,doll_20.88,
44833,doll_2.82 b,,,doll_171.05,
44834,doll_2.82 b,,,doll_137.06,
44835,doll_2.82 b,,,doll_28.99,
44836,doll_2.81 b,,,doll_58.82,
44837,doll_2.81 b,,,doll_54.56,
44838,doll_2.81 b,,,doll_50.77,
44839,doll_2.81 b,,,doll_28.09,
44840,doll_2.81 b,,,doll_89.56,
44841,doll_2.81 b,,,doll_2.74,
44842,doll_2.81 b,,,doll_17.07,
44843,doll_2.80 b,,,doll_48.46,
44844,doll_2.80 b,,,doll_20.79,
44845,doll_2.80 b,,,doll_28.90,
44846,doll_2.80 b,,,doll_69.86,
44847,doll_2.80 b,,,doll_38.61,
44848,doll_2.79 b,,,doll_12.46,
44849,doll_2.79 b,,,doll_2.90,
44850,doll_2.79 b,,,doll_17.47,
44851,doll_2.79 b,,,doll_41.89,
44852,doll_2.79 b,,,doll_14.91,
44853,doll_2.79 b,,,doll_46.69,
44854,doll_2.79 b,,,doll_8.00,
44855,doll_2.78 b,,,doll_0.21,
44856,doll_2.78 b,,,doll_12.30,
44857,doll_2.78 b,,,doll_25.48,
44858,doll_2.78 b,,,doll_2.12,
44859,doll_2.77 b,,,doll_8.58,
44860,doll_2.77 b,,,doll_56.16,
44861,doll_2.77 b,,,doll_5.15,
44862,doll_2.77 b,,,doll_144.25,
44863,doll_2.77 b,,,doll_2.77,
44864,doll_2.77 b,,,doll_15.66,
44865,doll_2.76 b,,,doll_240.03,
44866,doll_2.76 b,,,doll_10.88,
44867,doll_2.76 b,,,doll_32.46,
44868,doll_2.76 b,,,doll_21.62,
44869,doll_2.76 b,,,doll_26.40,
44870,doll_2.75 b,,,doll_83.04,
44871,doll_2.75 b,,,doll_111.21,
44872,doll_2.75 b,,,doll_4.04,
44873,doll_2.74 b,,,doll_42.70,
44874,doll_2.74 b,,,doll_149.67,
44875,doll_2.74 b,,,doll_3.77,
44876,doll_2.74 b,,,doll_9.66,
44877,doll_2.74 b,,,doll_27.10,
44878,doll_2.73 b,,,doll_12.88,
44879,doll_2.73 b,,,doll_12.95,
44880,doll_2.73 b,,,doll_44.04,
44881,doll_2.73 b,,,doll_22.68,
44882,doll_2.73 b,,,doll_16.57,
44883,doll_2.72 b,,,doll_69.14,
44884,doll_2.72 b,,,doll_13.13,
44885,doll_2.72 b,,,doll_11.22,
44886,doll_2.72 b,,,doll_5.66,
44887,doll_2.72 b,,,doll_82.78,
44888,doll_2.72 b,,,doll_20.29,
44889,doll_2.71 b,,,doll_6.84,
44890,doll_2.71 b,,,doll_170.53,
44891,doll_2.71 b,,,doll_36.38,
44892,doll_2.71 b,,,doll_14.70,
44893,doll_2.71 b,,,doll_35.90,
44894,doll_2.70 b,,,doll_1.68,
44895,doll_2.70 b,,,doll_35.02,
44896,doll_2.70 b,,,doll_149.40,
44897,doll_2.70 b,,,doll_2.46,
44898,doll_2.70 b,,,doll_12.27,
44899,doll_2.70 b,,,doll_0.45,
44900,doll_2.70 b,,,doll_36.96,
44901,doll_2.69 b,,,doll_91.46,
44902,doll_2.69 b,,,doll_10.61,
44903,doll_2.69 b,,,doll_7.92,
44904,doll_2.68 b,,,doll_101.16,
44905,doll_2.68 b,,,doll_155.59,
44906,doll_2.68 b,,,doll_5.41,
44907,doll_2.68 b,,,doll_12.30,
44908,doll_2.68 b,,,doll_14.72,
44909,doll_2.68 b,,,doll_20.86,
44910,doll_2.67 b,,,doll_21.06,
44911,doll_2.67 b,,,doll_64.84,
44912,doll_2.67 b,,,doll_24.26,
44913,doll_2.67 b,,,doll_9.60,
44914,doll_2.67 b,,,doll_54.67,
44915,doll_2.67 b,,,doll_2.70,
44916,doll_2.67 b,,,doll_17.38,
44917,doll_2.67 b,,,doll_18.46,
44918,doll_2.66 b,,,doll_37.67,
44919,doll_2.66 b,,,doll_14.48,
44920,doll_2.66 b,,,doll_25.91,
44921,doll_2.66 b,,,doll_0.39,
44922,doll_2.66 b,,,doll_92.70,
44923,doll_2.66 b,,,doll_52.44,
44924,doll_2.65 b,,,doll_35.15,
44925,doll_2.65 b,,,doll_27.62,
44926,doll_2.65 b,,,doll_53.48,
44927,doll_2.65 b,,,doll_2.17,
44928,doll_2.65 b,,,doll_0.44,
44929,doll_2.65 b,,,doll_54.89,
44930,doll_2.65 b,,,doll_12.18,
44931,doll_2.64 b,,,doll_11.24,
44932,doll_2.64 b,,,doll_17.01,
44933,doll_2.64 b,,,doll_23.83,
44934,doll_2.64 b,,,doll_6.70,
44935,doll_2.64 b,,,doll_33.41,
44936,doll_2.64 b,,,doll_3.65,
44937,doll_2.64 b,,,doll_3.50,
44938,doll_2.63 b,,,doll_38.14,
44939,doll_2.63 b,,,doll_4.79,
44940,doll_2.63 b,,,doll_2.74,
44941,doll_2.63 b,,,doll_1.69,
44942,doll_2.63 b,,,doll_1.34,
44943,doll_2.62 b,,,doll_45.66,
44944,doll_2.62 b,,,doll_21.03,
44945,doll_2.62 b,,,doll_1.22,
44946,doll_2.62 b,,,doll_42.65,
44947,doll_2.62 b,,,doll_22.96,
44948,doll_2.62 b,,,doll_103.14,
44949,doll_2.62 b,,,doll_15.64,
44950,doll_2.62 b,,,doll_2.22,
44951,doll_2.61 b,,,doll_46.70,
44952,doll_2.61 b,,,doll_64.18,
44953,doll_2.61 b,,,doll_134.56,
44954,doll_2.61 b,,,doll_20.47,
44955,doll_2.61 b,,,doll_10.19,
44956,doll_2.60 b,,,doll_31.70,
44957,doll_2.60 b,,,doll_26.89,
44958,doll_2.59 b,,,doll_2.36,
44959,doll_2.59 b,,,doll_23.99,
44960,doll_2.59 b,,,doll_0.39,
44961,doll_2.59 b,,,doll_83.68,
44962,doll_2.59 b,,,doll_14.44,
44963,doll_2.59 b,,,doll_18.62,
44964,doll_2.58 b,,,doll_168.68,
44965,doll_2.58 b,,,doll_33.18,
44966,doll_2.58 b,,,doll_11.51,
44967,doll_2.57 b,,,doll_20.56,
44968,doll_2.57 b,,,doll_74.47,
44969,doll_2.57 b,,,doll_36.18,
44970,doll_2.57 b,,,doll_43.27,
44971,doll_2.57 b,,,doll_10.34,
44972,doll_2.57 b,,,doll_23.93,
44973,doll_2.57 b,,,doll_3.19,
44974,doll_2.57 b,,,doll_57.82,
44975,doll_2.57 b,,,doll_3.21,
44976,doll_2.57 b,,,doll_8.25,
44977,doll_2.57 b,,,doll_4.81,
44978,doll_2.57 b,,,doll_4.40,
44979,doll_2.56 b,,,doll_61.72,
44980,doll_2.56 b,,,doll_85.63,
44981,doll_2.56 b,,,doll_44.28,
44982,doll_2.56 b,,,doll_17.60,
44983,doll_2.56 b,,,doll_200.17,
44984,doll_2.56 b,,,doll_56.80,
44985,doll_2.56 b,,,doll_15.72,
44986,doll_2.56 b,,,doll_106.91,
44987,doll_2.56 b,,,doll_35.92,
44988,doll_2.56 b,,,doll_13.96,
44989,doll_2.56 b,,,doll_56.98,
44990,doll_2.56 b,,,doll_7.72,
44991,doll_2.55 b,,,doll_1.12,
44992,doll_2.55 b,,,doll_5.12,
44993,doll_2.55 b,,,doll_70.71,
44994,doll_2.55 b,,,doll_11.29,
44995,doll_2.55 b,,,doll_2.84,
44996,doll_2.55 b,,,doll_16.51,
44997,doll_2.55 b,,,doll_4.36,
44998,doll_2.54 b,,,doll_0.68,
44999,doll_2.54 b,,,doll_43.65,
45000,doll_2.54 b,,,doll_11.93,
45001,doll_2.54 b,,,doll_19.01,
45002,doll_2.54 b,,,doll_50.98,
45003,doll_2.54 b,,,doll_9.44,
45004,doll_2.54 b,,,doll_51.12,
45005,doll_2.54 b,,,doll_45.84,
45006,doll_2.54 b,,,doll_19.41,
45007,doll_2.53 b,,,doll_42.56,
45008,doll_2.52 b,,,doll_19.03,
45009,doll_2.52 b,,,doll_32.30,
45010,doll_2.52 b,,,doll_1.53,
45011,doll_2.52 b,,,doll_23.46,
45012,doll_2.52 b,,,doll_5.94,
45013,doll_2.51 b,,,doll_34.33,
45014,doll_2.51 b,,,doll_1.85,
45015,doll_2.51 b,,,doll_11.19,
45016,doll_2.50 b,,,doll_13.64,
45017,doll_2.50 b,,,doll_27.86,
45018,doll_2.50 b,,,doll_5.67,
45019,doll_2.50 b,,,doll_0.64,
45020,doll_2.50 b,,,doll_60.75,
45021,doll_2.50 b,,,doll_132.98,
45022,doll_2.50 b,,,doll_56.00,
45023,doll_2.49 b,,,doll_107.30,
45024,doll_2.49 b,,,doll_11.04,
45025,doll_2.49 b,,,doll_41.58,
45026,doll_2.49 b,,,doll_16.78,
45027,doll_2.49 b,,,doll_2.22,
45028,doll_2.49 b,,,doll_89.03,
45029,doll_2.48 b,,,doll_14.57,
45030,doll_2.48 b,,,doll_20.58,
45031,doll_2.48 b,,,doll_44.90,
45032,doll_2.48 b,,,doll_16.52,
45033,doll_2.48 b,,,doll_6.85,
45034,doll_2.48 b,,,doll_139.21,
45035,doll_2.48 b,,,doll_26.92,
45036,doll_2.47 b,,,doll_18.88,
45037,doll_2.47 b,,,doll_16.34,
45038,doll_2.47 b,,,doll_4.53,
45039,doll_2.47 b,,,doll_19.27,
45040,doll_2.47 b,,,doll_9.48,
45041,doll_2.47 b,,,doll_37.26,
45042,doll_2.46 b,,,doll_1.52,
45043,doll_2.46 b,,,doll_3.97,
45044,doll_2.46 b,,,doll_19.50,
45045,doll_2.46 b,,,"doll_1,008",
45046,doll_2.45 b,,,doll_74.21,
45047,doll_2.45 b,,,doll_17.46,
45048,doll_2.45 b,,,doll_11.02,
45049,doll_2.45 b,,,doll_10.28,
45050,doll_2.44 b,,,doll_0.07000,
45051,doll_2.44 b,,,doll_9.43,
45052,doll_2.44 b,,,doll_14.27,
45053,doll_2.44 b,,,doll_9.76,
45054,doll_2.44 b,,,doll_27.52,
45055,doll_2.44 b,,,doll_36.87,
45056,doll_2.44 b,,,doll_10.21,
45057,doll_2.44 b,,,doll_3.84,
45058,doll_2.44 b,,,doll_109.93,
45059,doll_2.43 b,,,doll_3.84,
45060,doll_2.43 b,,,doll_56.14,
45061,doll_2.43 b,,,doll_13.80,
45062,doll_2.43 b,,,doll_11.91,
45063,doll_2.42 b,,,doll_16.94,
45064,doll_2.42 b,,,doll_0.81,
45065,doll_2.42 b,,,doll_1.92,
45066,doll_2.42 b,,,doll_4.19,
45067,doll_2.42 b,,,doll_36.79,
45068,doll_2.42 b,,,doll_15.80,
45069,doll_2.42 b,,,doll_35.84,
45070,doll_2.42 b,,,doll_4.17,
45071,doll_2.41 b,,,doll_39.64,
45072,doll_2.41 b,,,doll_93.33,
45073,doll_2.41 b,,,doll_1.69,
45074,doll_2.40 b,,,doll_108.42,
45075,doll_2.40 b,,,doll_72.55,
45076,doll_2.40 b,,,doll_5.35,
45077,doll_2.40 b,,,doll_23.52,
45078,doll_2.40 b,,,doll_35.41,
45079,doll_2.40 b,,,doll_176.71,
45080,doll_2.39 b,,,doll_6.29,
45081,doll_2.39 b,,,doll_63.48,
45082,doll_2.39 b,,,doll_3.37,
45083,doll_2.39 b,,,doll_1.99,
45084,doll_2.39 b,,,doll_40.20,
45085,doll_2.39 b,,,doll_4.16,
45086,doll_2.39 b,,,doll_39.99,
45087,doll_2.39 b,,,doll_4.34,
45088,doll_2.39 b,,,doll_47.03,
45089,doll_2.38 b,,,doll_111.44,
45090,doll_2.38 b,,,doll_671.56,
45091,doll_2.38 b,,,doll_15.42,
45092,doll_2.38 b,,,doll_14.40,
45093,doll_2.38 b,,,doll_16.45,
45094,doll_2.38 b,,,doll_1.78,
45095,doll_2.38 b,,,doll_20.00,
45096,doll_2.37 b,,,doll_41.89,
45097,doll_2.37 b,,,doll_3.30,
45098,doll_2.37 b,,,doll_17.51,
45099,doll_2.37 b,,,doll_36.74,
45100,doll_2.37 b,,,doll_23.38,
45101,doll_2.37 b,,,doll_28.24,
45102,doll_2.36 b,,,doll_113.73,
45103,doll_2.36 b,,,doll_96.99,
45104,doll_2.36 b,,,doll_19.48,
45105,doll_2.36 b,,,doll_6.10,
45106,doll_2.36 b,,,doll_49.99,
45107,doll_2.35 b,,,doll_3.14,
45108,doll_2.35 b,,,doll_14.75,
45109,doll_2.35 b,,,doll_5.28,
45110,doll_2.35 b,,,doll_8.58,
45111,doll_2.35 b,,,doll_27.40,
45112,doll_2.35 b,,,doll_45.57,
45113,doll_2.35 b,,,doll_5.96,
45114,doll_2.34 b,,,doll_58.59,
45115,doll_2.34 b,,,doll_17.22,
45116,doll_2.34 b,,,doll_35.94,
45117,doll_2.34 b,,,doll_1.30,
45118,doll_2.34 b,,,doll_23.34,
45119,doll_2.33 b,,,doll_18.89,
45120,doll_2.33 b,,,doll_44.79,
45121,doll_2.32 b,,,doll_8.11,
45122,doll_2.32 b,,,doll_41.23,
45123,doll_2.32 b,,,"doll_2,842",
45124,doll_2.32 b,,,doll_18.91,
45125,doll_2.32 b,,,doll_70.48,
45126,doll_2.32 b,,,doll_7.08,
45127,doll_2.32 b,,,doll_10.26,
45128,doll_2.32 b,,,doll_12.51,
45129,doll_2.32 b,,,doll_86.33,
45130,doll_2.32 b,,,doll_12.40,
45131,doll_2.31 b,,,doll_18.31,
45132,doll_2.31 b,,,doll_16.08,
45133,doll_2.31 b,,,doll_13.55,
45134,doll_2.31 b,,,doll_48.53,
45135,doll_2.31 b,,,doll_50.50,
45136,doll_2.31 b,,,doll_198.22,
45137,doll_2.31 b,,,doll_76.24,
45138,doll_2.30 b,,,doll_73.52,
45139,doll_2.30 b,,,doll_7.32,
45140,doll_2.30 b,,,doll_44.18,
45141,doll_2.30 b,,,doll_54.75,
45142,doll_2.30 b,,,doll_27.62,
45143,doll_2.30 b,,,doll_10.48,
45144,doll_2.30 b,,,doll_5.22,
45145,doll_2.30 b,,,doll_22.45,
45146,doll_2.30 b,,,doll_4.27,
45147,doll_2.30 b,,,doll_17.25,
45148,doll_2.30 b,,,doll_258.16,
45149,doll_2.29 b,,,doll_6.05,
45150,doll_2.29 b,,,doll_16.68,
45151,doll_2.29 b,,,doll_44.91,
45152,doll_2.29 b,,,doll_8.79,
45153,doll_2.29 b,,,doll_51.20,
45154,doll_2.29 b,,,doll_248.06,
45155,doll_2.28 b,,,doll_3.60,
45156,doll_2.28 b,,,"doll_1,117",
45157,doll_2.28 b,,,doll_8.34,
45158,doll_2.28 b,,,doll_36.48,
45159,doll_2.28 b,,,doll_17.65,
45160,doll_2.27 b,,,doll_18.11,
45161,doll_2.27 b,,,doll_2.29,
45162,doll_2.27 b,,,doll_30.43,
45163,doll_2.27 b,,,doll_41.79,
45164,doll_2.26 b,,,doll_18.18,
45165,doll_2.26 b,,,doll_2.43,
45166,doll_2.26 b,,,doll_6.79,
45167,doll_2.26 b,,,doll_6.93,
45168,doll_2.26 b,,,doll_31.32,
45169,doll_2.26 b,,,doll_4.78,
45170,doll_2.25 b,,,doll_1.91,
45171,doll_2.25 b,,,doll_15.04,
45172,doll_2.25 b,,,doll_2.98,
45173,doll_2.24 b,,,doll_102.22,
45174,doll_2.24 b,,,doll_47.99,
45175,doll_2.24 b,,,doll_28.49,
45176,doll_2.24 b,,,doll_33.78,
45177,doll_2.23 b,,,doll_15.21,
45178,doll_2.23 b,,,doll_15.89,
45179,doll_2.23 b,,,doll_77.60,
45180,doll_2.23 b,,,doll_4.65,
45181,doll_2.23 b,,,doll_2.20,
45182,doll_2.23 b,,,doll_23.56,
45183,doll_2.23 b,,,doll_19.44,
45184,doll_2.23 b,,,doll_51.95,
45185,doll_2.22 b,,,doll_27.39,
45186,doll_2.22 b,,,doll_3.39,
45187,doll_2.22 b,,,doll_16.10,
45188,doll_2.22 b,,,doll_54.47,
45189,doll_2.22 b,,,doll_21.14,
45190,doll_2.22 b,,,doll_12.49,
45191,doll_2.22 b,,,doll_6.13,
45192,doll_2.22 b,,,doll_17.52,
45193,doll_2.22 b,,,doll_6.51,
45194,doll_2.21 b,,,doll_136.49,
45195,doll_2.21 b,,,doll_9.03,
45196,doll_2.21 b,,,doll_25.82,
45197,doll_2.21 b,,,doll_4.32,
45198,doll_2.21 b,,,doll_33.83,
45199,doll_2.21 b,,,doll_3.77,
45200,doll_2.20 b,,,doll_18.40,
45201,doll_2.20 b,,,doll_53.01,
45202,doll_2.20 b,,,doll_26.52,
45203,doll_2.20 b,,,doll_9.47,
45204,doll_2.20 b,,,doll_27.35,
45205,doll_2.20 b,,,doll_64.43,
45206,doll_2.20 b,,,doll_15.00,
45207,doll_2.19 b,,,doll_22.07,
45208,doll_2.19 b,,,doll_6.62,
45209,doll_2.19 b,,,doll_8.06,
45210,doll_2.19 b,,,doll_12.06,
45211,doll_2.19 b,,,doll_46.61,
45212,doll_2.18 b,,,doll_4.80,
45213,doll_2.18 b,,,doll_43.69,
45214,doll_2.18 b,,,doll_20.08,
45215,doll_2.18 b,,,doll_62.67,
45216,doll_2.18 b,,,doll_5.45,
45217,doll_2.18 b,,,doll_61.01,
45218,doll_2.18 b,,,doll_1.13,
45219,doll_2.18 b,,,doll_43.13,
45220,doll_2.17 b,,,doll_40.31,
45221,doll_2.17 b,,,doll_65.93,
45222,doll_2.17 b,,,doll_89.04,
45223,doll_2.17 b,,,doll_72.95,
45224,doll_2.16 b,,,doll_38.00,
45225,doll_2.16 b,,,doll_20.80,
45226,doll_2.16 b,,,doll_69.66,
45227,doll_2.15 b,,,doll_29.15,
45228,doll_2.15 b,,,doll_121.44,
45229,doll_2.15 b,,,doll_765.65,
45230,doll_2.15 b,,,doll_18.92,
45231,doll_2.14 b,,,doll_13.80,
45232,doll_2.14 b,,,doll_25.92,
45233,doll_2.14 b,,,doll_0.57,
45234,doll_2.14 b,,,doll_42.52,
45235,doll_2.14 b,,,doll_10.20,
45236,doll_2.14 b,,,doll_12.62,
45237,doll_2.14 b,,,doll_44.28,
45238,doll_2.14 b,,,doll_66.07,
45239,doll_2.14 b,,,doll_35.80,
45240,doll_2.14 b,,,doll_12.18,
45241,doll_2.14 b,,,doll_35.95,
45242,doll_2.13 b,,,doll_22.59,
45243,doll_2.13 b,,,doll_1.41,
45244,doll_2.13 b,,,doll_31.13,
45245,doll_2.13 b,,,doll_6.33,
45246,doll_2.13 b,,,doll_12.08,
45247,doll_2.13 b,,,doll_36.01,
45248,doll_2.12 b,,,doll_40.79,
45249,doll_2.12 b,,,doll_11.18,
45250,doll_2.12 b,,,doll_10.68,
45251,doll_2.12 b,,,doll_41.14,
45252,doll_2.11 b,,,doll_6.79,
45253,doll_2.11 b,,,doll_38.38,
45254,doll_2.11 b,,,doll_13.85,
45255,doll_2.11 b,,,doll_8.32,
45256,doll_2.11 b,,,doll_135.72,
45257,doll_2.11 b,,,doll_8.65,
45258,doll_2.11 b,,,doll_11.51,
45259,doll_2.10 b,,,doll_2.82,
45260,doll_2.10 b,,,doll_38.94,
45261,doll_2.10 b,,,doll_23.66,
45262,doll_2.10 b,,,doll_0.96,
45263,doll_2.10 b,,,doll_20.85,
45264,doll_2.10 b,,,doll_9.97,
45265,doll_2.10 b,,,doll_8.45,
45266,doll_2.09 b,,,doll_5.30,
45267,doll_2.09 b,,,doll_11.42,
45268,doll_2.09 b,,,doll_37.38,
45269,doll_2.09 b,,,doll_35.35,
45270,doll_2.09 b,,,doll_81.23,
45271,doll_2.09 b,,,doll_60.82,
45272,doll_2.09 b,,,doll_23.81,
45273,doll_2.08 b,,,doll_27.22,
45274,doll_2.08 b,,,doll_82.91,
45275,doll_2.08 b,,,doll_1.57,
45276,doll_2.08 b,,,doll_12.21,
45277,doll_2.08 b,,,doll_42.12,
45278,doll_2.08 b,,,doll_9.53,
45279,doll_2.08 b,,,doll_38.80,
45280,doll_2.07 b,,,doll_87.61,
45281,doll_2.07 b,,,doll_11.08,
45282,doll_2.07 b,,,doll_32.53,
45283,doll_2.07 b,,,doll_540.65,
45284,doll_2.07 b,,,doll_29.71,
45285,doll_2.06 b,,,doll_13.60,
45286,doll_2.06 b,,,doll_33.19,
45287,doll_2.06 b,,,doll_67.29,
45288,doll_2.06 b,,,doll_12.95,
45289,doll_2.06 b,,,doll_7.35,
45290,doll_2.05 b,,,doll_8.77,
45291,doll_2.05 b,,,doll_40.07,
45292,doll_2.05 b,,,doll_5.87,
45293,doll_2.05 b,,,doll_63.14,
45294,doll_2.05 b,,,doll_64.33,
45295,doll_2.05 b,,,doll_11.42,
45296,doll_2.05 b,,,doll_14.37,
45297,doll_2.05 b,,,doll_9.29,
45298,doll_2.05 b,,,doll_0.13,
45299,doll_2.04 b,,,doll_8.67,
45300,doll_2.04 b,,,doll_6.68,
45301,doll_2.04 b,,,doll_53.64,
45302,doll_2.04 b,,,doll_111.34,
45303,doll_2.04 b,,,doll_31.43,
45304,doll_2.03 b,,,doll_10.29,
45305,doll_2.03 b,,,doll_1.05,
45306,doll_2.03 b,,,doll_1.04,
45307,doll_2.03 b,,,doll_15.68,
45308,doll_2.03 b,,,doll_0.68,
45309,doll_2.03 b,,,doll_42.10,
45310,doll_2.03 b,,,doll_46.05,
45311,doll_2.03 b,,,doll_1.63,
45312,doll_2.03 b,,,doll_14.08,
45313,doll_2.02 b,,,doll_24.90,
45314,doll_2.02 b,,,doll_27.90,
45315,doll_2.02 b,,,doll_33.28,
45316,doll_2.02 b,,,doll_3.07,
45317,doll_2.02 b,,,doll_18.37,
45318,doll_2.02 b,,,doll_18.50,
45319,doll_2.02 b,,,doll_3.41,
45320,doll_2.02 b,,,doll_29.51,
45321,doll_2.01 b,,,doll_36.03,
45322,doll_2.01 b,,,doll_8.98,
45323,doll_2.01 b,,,doll_46.30,
45324,doll_2.00 b,,,doll_18.46,
45325,doll_2.00 b,,,doll_40.14,
45326,doll_2.00 b,,,doll_39.01,
45327,doll_2.00 b,,,doll_39.96,
45328,doll_2.00 b,,,doll_16.36,
45329,doll_2.00 b,,,doll_4.03,
45330,doll_2.00 b,,,doll_37.54,
45331,doll_1.99 b,,,doll_89.36,
45332,doll_1.99 b,,,doll_15.70,
45333,doll_1.99 b,,,doll_9.18,
45334,doll_1.99 b,,,doll_10.46,
45335,doll_1.98 b,,,doll_25.82,
45336,doll_1.98 b,,,doll_5.13,
45337,doll_1.98 b,,,doll_20.27,
45338,doll_1.98 b,,,doll_13.51,
45339,doll_1.97 b,,,doll_38.31,
45340,doll_1.97 b,,,doll_71.61,
45341,doll_1.97 b,,,doll_30.61,
45342,doll_1.97 b,,,doll_13.01,
45343,doll_1.97 b,,,doll_14.13,
45344,doll_1.97 b,,,doll_14.23,
45345,doll_1.97 b,,,doll_42.43,
45346,doll_1.97 b,,,doll_21.00,
45347,doll_1.96 b,,,doll_15.70,
45348,doll_1.96 b,,,doll_46.36,
45349,doll_1.96 b,,,doll_16.91,
45350,doll_1.96 b,,,doll_23.06,
45351,doll_1.96 b,,,doll_32.50,
45352,doll_1.96 b,,,doll_78.37,
45353,doll_1.96 b,,,doll_3.53,
45354,doll_1.96 b,,,doll_31.92,
45355,doll_1.96 b,,,doll_14.89,
45356,doll_1.95 b,,,doll_5.21,
45357,doll_1.95 b,,,doll_7.34,
45358,doll_1.95 b,,,doll_2.30,
45359,doll_1.95 b,,,doll_9.57,
45360,doll_1.94 b,,,doll_7.70,
45361,doll_1.94 b,,,doll_8.88,
45362,doll_1.94 b,,,doll_11.60,
45363,doll_1.94 b,,,doll_3.55,
45364,doll_1.94 b,,,doll_0.11,
45365,doll_1.93 b,,,doll_10.40,
45366,doll_1.93 b,,,doll_38.88,
45367,doll_1.93 b,,,doll_79.29,
45368,doll_1.93 b,,,doll_34.15,
45369,doll_1.92 b,,,doll_21.44,
45370,doll_1.92 b,,,doll_34.82,
45371,doll_1.92 b,,,doll_12.43,
45372,doll_1.92 b,,,doll_15.42,
45373,doll_1.92 b,,,doll_10.80,
45374,doll_1.92 b,,,doll_35.00,
45375,doll_1.91 b,,,doll_16.13,
45376,doll_1.91 b,,,doll_86.10,
45377,doll_1.91 b,,,doll_27.08,
45378,doll_1.91 b,,,doll_0.77,
45379,doll_1.91 b,,,doll_4.94,
45380,doll_1.91 b,,,doll_39.00,
45381,doll_1.91 b,,,doll_18.33,
45382,doll_1.90 b,,,doll_6.39,
45383,doll_1.90 b,,,doll_11.94,
45384,doll_1.90 b,,,doll_34.20,
45385,doll_1.90 b,,,doll_0.88,
45386,doll_1.89 b,,,doll_20.14,
45387,doll_1.89 b,,,doll_1.03,
45388,doll_1.89 b,,,doll_59.62,
45389,doll_1.89 b,,,doll_18.03,
45390,doll_1.89 b,,,doll_122.36,
45391,doll_1.89 b,,,doll_19.51,
45392,doll_1.88 b,,,doll_9.43,
45393,doll_1.88 b,,,doll_6.25,
45394,doll_1.88 b,,,doll_133.80,
45395,doll_1.88 b,,,doll_3.68,
45396,doll_1.88 b,,,doll_17.10,
45397,doll_1.88 b,,,doll_18.80,
45398,doll_1.88 b,,,doll_30.66,
45399,doll_1.88 b,,,doll_7.96,
45400,doll_1.87 b,,,doll_74.11,
45401,doll_1.87 b,,,doll_16.63,
45402,doll_1.87 b,,,"doll_1,941",
45403,doll_1.87 b,,,doll_19.98,
45404,doll_1.87 b,,,doll_3.05,
45405,doll_1.87 b,,,doll_69.29,
45406,doll_1.87 b,,,doll_4.20,
45407,doll_1.87 b,,,doll_846.01,
45408,doll_1.87 b,,,doll_15.29,
45409,doll_1.87 b,,,doll_8.90,
45410,doll_1.87 b,,,doll_1.37,
45411,doll_1.86 b,,,doll_11.48,
45412,doll_1.86 b,,,doll_189.94,
45413,doll_1.86 b,,,doll_8.62,
45414,doll_1.86 b,,,doll_62.92,
45415,doll_1.86 b,,,doll_22.33,
45416,doll_1.86 b,,,doll_22.67,
45417,doll_1.86 b,,,doll_68.94,
45418,doll_1.86 b,,,doll_17.09,
45419,doll_1.86 b,,,doll_91.44,
45420,doll_1.86 b,,,doll_1.33,
45421,doll_1.86 b,,,doll_1.76,
45422,doll_1.86 b,,,doll_29.58,
45423,doll_1.86 b,,,doll_11.93,
45424,doll_1.86 b,,,doll_17.62,
45425,doll_1.85 b,,,doll_35.25,
45426,doll_1.85 b,,,doll_98.58,
45427,doll_1.85 b,,,doll_97.94,
45428,doll_1.85 b,,,doll_3.55,
45429,doll_1.85 b,,,doll_10.28,
45430,doll_1.85 b,,,doll_5.99,
45431,doll_1.85 b,,,doll_4.76,
45432,doll_1.85 b,,,doll_90.36,
45433,doll_1.85 b,,,doll_5.61,
45434,doll_1.85 b,,,doll_45.14,
45435,doll_1.85 b,,,doll_13.41,
45436,doll_1.84 b,,,doll_58.15,
45437,doll_1.84 b,,,doll_4.61,
45438,doll_1.84 b,,,doll_8.84,
45439,doll_1.84 b,,,doll_31.06,
45440,doll_1.84 b,,,doll_15.92,
45441,doll_1.83 b,,,doll_31.96,
45442,doll_1.83 b,,,doll_43.94,
45443,doll_1.83 b,,,doll_25.04,
45444,doll_1.83 b,,,doll_26.34,
45445,doll_1.83 b,,,doll_2.88,
45446,doll_1.83 b,,,doll_12.58,
45447,doll_1.83 b,,,doll_34.45,
45448,doll_1.83 b,,,doll_6.89,
45449,doll_1.83 b,,,doll_33.97,
45450,doll_1.83 b,,,doll_8.69,
45451,doll_1.82 b,,,doll_2.76,
45452,doll_1.82 b,,,doll_24.77,
45453,doll_1.82 b,,,doll_3.62,
45454,doll_1.82 b,,,doll_3.09,
45455,doll_1.82 b,,,doll_57.94,
45456,doll_1.82 b,,,doll_28.50,
45457,doll_1.82 b,,,doll_12.15,
45458,doll_1.81 b,,,doll_42.47,
45459,doll_1.81 b,,,doll_40.69,
45460,doll_1.81 b,,,doll_95.53,
45461,doll_1.81 b,,,"doll_1,273",
