,pricecap,revenue,earnings,share_price,url
21883,doll_8.75 b,,,doll_230.0,
21884,doll_8.75 b,,,doll_23.0,
21885,doll_8.74 b,,,doll_42.0,
21886,doll_8.71 b,,,doll_19.0,
21887,doll_8.71 b,,,doll_135.0,
21888,doll_8.71 b,,,doll_45.0,
21889,doll_8.71 b,,,doll_33.0,
21890,doll_8.71 b,,,doll_20.0,
21891,doll_8.7 b,,,doll_70.0,
21892,doll_8.7 b,,,doll_1.0,
21893,doll_8.66 b,,,doll_170.0,
21894,doll_8.66 b,,,doll_5.0,
21895,doll_8.66 b,,,doll_12.0,
21896,doll_8.65 b,,,doll_11.0,
21897,doll_8.64 b,,,doll_16.0,
21898,doll_8.63 b,,,doll_10.0,
21899,doll_8.62 b,,,doll_50.0,
21900,doll_8.61 b,,,doll_18.0,
21901,doll_8.61 b,,,doll_243.0,
21902,doll_8.59 b,,,doll_12.0,
21903,doll_8.58 b,,,doll_24.0,
21904,doll_8.58 b,,,doll_44.0,
21905,doll_8.57 b,,,doll_48.0,
21906,doll_8.57 b,,,doll_37.0,
21907,doll_8.57 b,,,doll_9.0,
21908,doll_8.56 b,,,doll_47.0,
21909,doll_8.56 b,,,doll_154.0,
21910,doll_8.56 b,,,doll_11.0,
21911,doll_8.55 b,,,doll_142.0,
21912,doll_8.54 b,,,doll_19.0,
21913,doll_8.54 b,,,doll_22.0,
21914,doll_8.53 b,,,doll_75.0,
21915,doll_8.53 b,,,doll_2.0,
21916,doll_8.53 b,,,doll_104.0,
21917,doll_8.52 b,,,doll_9.0,
21918,doll_8.52 b,,,doll_9.0,
21919,doll_8.5 b,,,doll_3.0,
21920,doll_8.48 b,,,doll_41.0,
21921,doll_8.48 b,,,doll_90.0,
21922,doll_8.48 b,,,doll_3.0,
21923,doll_8.47 b,,,doll_54.0,
21924,doll_8.47 b,,,doll_36.0,
21925,doll_8.46 b,,,doll_28.0,
21926,doll_8.46 b,,,doll_57.0,
21927,doll_8.44 b,,,doll_38.0,
21928,doll_8.43 b,,,doll_53.0,
21929,doll_8.42 b,,,doll_193.0,
21930,doll_8.42 b,,,doll_2.0,
21931,doll_8.39 b,,,doll_147.0,
21932,doll_8.38 b,,,doll_47.0,
21933,doll_8.37 b,,,doll_118.0,
21934,doll_8.37 b,,,doll_13.0,
21935,doll_8.36 b,,,doll_7.0,
21936,doll_8.36 b,,,doll_29.0,
21937,doll_8.35 b,,,doll_21.0,
21938,doll_8.35 b,,,doll_2.0,
21939,doll_8.34 b,,,doll_32.0,
21940,doll_8.33 b,,,doll_126.0,
21941,doll_8.33 b,,,doll_47.0,
21942,doll_8.32 b,,,doll_48.0,
21943,doll_8.32 b,,,doll_14.0,
21944,doll_8.31 b,,,doll_12.0,
21945,doll_8.3 b,,,doll_223.0,
21946,doll_8.3 b,,,doll_50.0,
21947,doll_8.3 b,,,doll_30.0,
21948,doll_8.3 b,,,doll_16.0,
21949,doll_8.28 b,,,doll_96.0,
21950,doll_8.28 b,,,doll_239.0,
21951,doll_8.27 b,,,doll_15.0,
21952,doll_8.27 b,,,doll_34.0,
21953,doll_8.27 b,,,doll_76.0,
21954,doll_8.27 b,,,doll_39.0,
21955,doll_8.25 b,,,doll_152.0,
21956,doll_8.25 b,,,doll_12.0,
21957,doll_8.24 b,,,doll_61.0,
21958,doll_8.24 b,,,doll_6.0,
21959,doll_8.24 b,,,doll_31.0,
21960,doll_8.23 b,,,doll_124.0,
21961,doll_8.2 b,,,doll_10.0,
21962,doll_8.2 b,,,doll_46.0,
21963,doll_8.19 b,,,doll_21.0,
21964,doll_8.19 b,,,doll_125.0,
21965,doll_8.18 b,,,doll_3.0,
21966,doll_8.18 b,,,doll_162.0,
21967,doll_8.18 b,,,doll_41.0,
21968,doll_8.18 b,,,doll_77.0,
21969,doll_8.16 b,,,doll_70.0,
21970,doll_8.15 b,,,doll_6.0,
21971,doll_8.14 b,,,doll_50.0,
21972,doll_8.13 b,,,doll_217.0,
21973,doll_8.12 b,,,doll_31.0,
21974,doll_8.11 b,,,doll_154.0,
21975,doll_8.11 b,,,doll_146.0,
21976,doll_8.08 b,,,doll_28.0,
21977,doll_8.06 b,,,doll_27.0,
21978,doll_8.06 b,,,doll_27.0,
21979,doll_8.06 b,,,doll_1.0,
21980,doll_8.04 b,,,doll_2.0,
21981,doll_8.04 b,,,doll_22.0,
21982,doll_8.03 b,,,doll_74.0,
21983,doll_8.03 b,,,doll_6.0,
21984,doll_8.03 b,,,doll_27.0,
21985,doll_8.02 b,,,doll_27.0,
21986,doll_8.01 b,,,doll_62.0,
21987,doll_7.99 b,,,doll_14.0,
21988,doll_7.99 b,,,doll_18.0,
21989,doll_7.99 b,,,doll_16.0,
21990,doll_7.98 b,,,doll_168.0,
21991,doll_7.97 b,,,doll_1.0,
21992,doll_7.97 b,,,doll_1.0,
21993,doll_7.96 b,,,doll_23.0,
21994,doll_7.96 b,,,doll_11.0,
21995,doll_7.95 b,,,doll_93.0,
21996,doll_7.95 b,,,doll_2.0,
21997,doll_7.93 b,,,doll_38.0,
21998,doll_7.92 b,,,doll_62.0,
21999,doll_7.92 b,,,doll_2.0,
22000,doll_7.9 b,,,doll_61.0,
22001,doll_7.9 b,,,doll_21.0,
22002,doll_7.87 b,,,doll_3.0,
22003,doll_7.87 b,,,doll_56.0,
22004,doll_7.86 b,,,doll_106.0,
22005,doll_7.86 b,,,doll_3.0,
22006,doll_7.83 b,,,doll_39.0,
22007,doll_7.82 b,,,doll_9.0,
22008,doll_7.81 b,,,doll_77.0,
22009,doll_7.81 b,,,doll_13.0,
22010,doll_7.78 b,,,doll_26.0,
22011,doll_7.78 b,,,doll_16.0,
22012,doll_7.77 b,,,doll_79.0,
22013,doll_7.77 b,,,doll_41.0,
22014,doll_7.76 b,,,doll_11.0,
22015,doll_7.76 b,,,doll_12.0,
22016,doll_7.76 b,,,doll_29.0,
22017,doll_7.74 b,,,doll_29.0,
22018,doll_7.74 b,,,doll_1.0,
22019,doll_7.74 b,,,doll_131.0,
22020,doll_7.73 b,,,doll_1.0,
22021,doll_7.73 b,,,doll_44.0,
22022,doll_7.72 b,,,doll_56.0,
22023,doll_7.7 b,,,doll_4.0,
22024,doll_7.7 b,,,doll_257.0,
22025,doll_7.69 b,,,doll_47.0,
22026,doll_7.69 b,,,doll_56.0,
22027,doll_7.68 b,,,doll_1.0,
22028,doll_7.67 b,,,doll_12.0,
22029,doll_7.67 b,,,doll_4.0,
22030,doll_7.66 b,,,doll_51.0,
22031,doll_7.66 b,,,doll_219.0,
22032,doll_7.65 b,,,doll_69.0,
22033,doll_7.65 b,,,doll_142.0,
22034,doll_7.65 b,,,doll_116.0,
22035,doll_7.64 b,,,doll_410.0,
22036,doll_7.64 b,,,doll_3.0,
22037,doll_7.64 b,,,doll_53.0,
22038,doll_7.63 b,,,doll_16.0,
22039,doll_7.63 b,,,doll_62.0,
22040,doll_7.63 b,,,doll_51.0,
22041,doll_7.62 b,,,doll_2.0,
22042,doll_7.62 b,,,doll_17.0,
22043,doll_7.62 b,,,doll_63.0,
22044,doll_7.61 b,,,doll_25.0,
22045,doll_7.6 b,,,doll_31.0,
22046,doll_7.6 b,,,doll_1.0,
22047,doll_7.6 b,,,doll_35.0,
22048,doll_7.59 b,,,doll_52.0,
22049,doll_7.58 b,,,doll_171.0,
22050,doll_7.58 b,,,doll_22.0,
22051,doll_7.57 b,,,doll_64.0,
22052,doll_7.56 b,,,doll_15.0,
22053,doll_7.55 b,,,doll_83.0,
22054,doll_7.53 b,,,doll_3.0,
22055,doll_7.53 b,,,doll_60.0,
22056,doll_7.53 b,,,0.0,
22057,doll_7.52 b,,,doll_2.0,
22058,doll_7.52 b,,,doll_208.0,
22059,doll_7.52 b,,,doll_1.0,
22060,doll_7.51 b,,,doll_34.0,
22061,doll_7.5 b,,,doll_142.0,
22062,doll_7.5 b,,,doll_55.0,
22063,doll_7.47 b,,,doll_7.0,
22064,doll_7.46 b,,,doll_9.0,
22065,doll_7.46 b,,,doll_32.0,
22066,doll_7.45 b,,,doll_15.0,
22067,doll_7.45 b,,,doll_27.0,
22068,doll_7.45 b,,,doll_501.0,
22069,doll_7.44 b,,,doll_114.0,
22070,doll_7.43 b,,,doll_5.0,
22071,doll_7.43 b,,,doll_14.0,
22072,doll_7.43 b,,,doll_315.0,
22073,doll_7.42 b,,,doll_20.0,
22074,doll_7.42 b,,,doll_48.0,
22075,doll_7.41 b,,,doll_32.0,
22076,doll_7.41 b,,,doll_41.0,
22077,doll_7.41 b,,,doll_29.0,
22078,doll_7.41 b,,,doll_97.0,
22079,doll_7.41 b,,,doll_4358.0,
22080,doll_7.4 b,,,doll_3.0,
22081,doll_7.4 b,,,doll_119.0,
22082,doll_7.39 b,,,doll_12.0,
22083,doll_7.38 b,,,doll_1.0,
22084,doll_7.37 b,,,doll_5.0,
22085,doll_7.36 b,,,doll_28.0,
22086,doll_7.36 b,,,doll_10.0,
22087,doll_7.36 b,,,doll_10.0,
22088,doll_7.35 b,,,doll_4.0,
22089,doll_7.34 b,,,0.0,
22090,doll_7.33 b,,,doll_48.0,
22091,doll_7.32 b,,,doll_60.0,
22092,doll_7.32 b,,,doll_30.0,
22093,doll_7.32 b,,,doll_2.0,
22094,doll_7.31 b,,,doll_133.0,
22095,doll_7.31 b,,,doll_116.0,
22096,doll_7.31 b,,,doll_27.0,
22097,doll_7.3 b,,,doll_7.0,
22098,doll_7.3 b,,,doll_12.0,
22099,doll_7.3 b,,,doll_13.0,
22100,doll_7.3 b,,,doll_81.0,
22101,doll_7.3 b,,,doll_34.0,
22102,doll_7.29 b,,,doll_167.0,
22103,doll_7.28 b,,,doll_72.0,
22104,doll_7.27 b,,,doll_137.0,
22105,doll_7.26 b,,,doll_14.0,
22106,doll_7.26 b,,,doll_16.0,
22107,doll_7.25 b,,,doll_41.0,
22108,doll_7.25 b,,,doll_114.0,
22109,doll_7.24 b,,,doll_2.0,
22110,doll_7.24 b,,,doll_5.0,
22111,doll_7.22 b,,,doll_127.0,
22112,doll_7.22 b,,,doll_7.0,
22113,doll_7.19 b,,,doll_3.0,
22114,doll_7.19 b,,,doll_159.0,
22115,doll_7.19 b,,,doll_95.0,
22116,doll_7.18 b,,,doll_33.0,
22117,doll_7.16 b,,,doll_92.0,
22118,doll_7.16 b,,,doll_24.0,
22119,doll_7.14 b,,,doll_80.0,
22120,doll_7.13 b,,,doll_10.0,
22121,doll_7.13 b,,,doll_1.0,
22122,doll_7.13 b,,,doll_1.0,
22123,doll_7.12 b,,,doll_26.0,
22124,doll_7.12 b,,,doll_247.0,
22125,doll_7.11 b,,,doll_2.0,
22126,doll_7.11 b,,,doll_3.0,
22127,doll_7.1 b,,,doll_3.0,
22128,doll_7.1 b,,,doll_9.0,
22129,doll_7.1 b,,,doll_2.0,
22130,doll_7.08 b,,,0.0,
22131,doll_7.07 b,,,doll_7.0,
22132,doll_7.07 b,,,doll_27.0,
22133,doll_7.07 b,,,doll_61.0,
22134,doll_7.06 b,,,doll_9.0,
22135,doll_7.06 b,,,doll_34.0,
22136,doll_7.05 b,,,doll_20.0,
22137,doll_7.05 b,,,doll_85.0,
22138,doll_7.05 b,,,0.0,
22139,doll_7.04 b,,,doll_4.0,
22140,doll_7.04 b,,,doll_136.0,
22141,doll_7.03 b,,,doll_148.0,
22142,doll_7.01 b,,,doll_71.0,
22143,doll_7.0 b,,,doll_23.0,
22144,doll_7.0 b,,,doll_14.0,
22145,doll_6.99 b,,,doll_601.0,
22146,doll_6.98 b,,,doll_29.0,
22147,doll_6.97 b,,,doll_11.0,
22148,doll_6.96 b,,,doll_73.0,
22149,doll_6.95 b,,,doll_87.0,
22150,doll_6.95 b,,,doll_326.0,
22151,doll_6.94 b,,,doll_27.0,
22152,doll_6.94 b,,,doll_50.0,
22153,doll_6.94 b,,,doll_6.0,
22154,doll_6.94 b,,,doll_45.0,
22155,doll_6.93 b,,,doll_184.0,
22156,doll_6.93 b,,,doll_51.0,
22157,doll_6.91 b,,,doll_103.0,
22158,doll_6.91 b,,,doll_45.0,
22159,doll_6.91 b,,,doll_23.0,
22160,doll_6.9 b,,,doll_12.0,
22161,doll_6.89 b,,,doll_166.0,
22162,doll_6.89 b,,,doll_8.0,
22163,doll_6.89 b,,,doll_45.0,
22164,doll_6.89 b,,,doll_29.0,
22165,doll_6.88 b,,,doll_100.0,
22166,doll_6.88 b,,,doll_2.0,
22167,doll_6.87 b,,,doll_42.0,
22168,doll_6.87 b,,,doll_1.0,
22169,doll_6.87 b,,,doll_1.0,
22170,doll_6.86 b,,,doll_83.0,
22171,doll_6.86 b,,,doll_111.0,
22172,doll_6.84 b,,,doll_28.0,
22173,doll_6.84 b,,,doll_199.0,
22174,doll_6.82 b,,,doll_89.0,
22175,doll_6.82 b,,,doll_336.0,
22176,doll_6.81 b,,,doll_78.0,
22177,doll_6.8 b,,,doll_28.0,
22178,doll_6.8 b,,,doll_3.0,
22179,doll_6.79 b,,,doll_129.0,
22180,doll_6.79 b,,,doll_74.0,
22181,doll_6.78 b,,,doll_1.0,
22182,doll_6.77 b,,,doll_28.0,
22183,doll_6.77 b,,,doll_108.0,
22184,doll_6.77 b,,,doll_110.0,
22185,doll_6.75 b,,,doll_15.0,
22186,doll_6.75 b,,,doll_24.0,
22187,doll_6.75 b,,,doll_62.0,
22188,doll_6.74 b,,,doll_1.0,
22189,doll_6.74 b,,,doll_29.0,
22190,doll_6.74 b,,,doll_33.0,
22191,doll_6.73 b,,,doll_292.0,
22192,doll_6.71 b,,,doll_24.0,
22193,doll_6.71 b,,,doll_9.0,
22194,doll_6.7 b,,,doll_27.0,
22195,doll_6.69 b,,,doll_160.0,
22196,doll_6.69 b,,,doll_1.0,
22197,doll_6.68 b,,,doll_19.0,
22198,doll_6.68 b,,,doll_7.0,
22199,doll_6.68 b,,,doll_9.0,
22200,doll_6.66 b,,,doll_199.0,
22201,doll_6.65 b,,,doll_22.0,
22202,doll_6.65 b,,,doll_191.0,
22203,doll_6.65 b,,,doll_49.0,
22204,doll_6.65 b,,,doll_1.0,
22205,doll_6.64 b,,,doll_5.0,
22206,doll_6.64 b,,,doll_8.0,
22207,doll_6.63 b,,,doll_33.0,
22208,doll_6.63 b,,,doll_16.0,
22209,doll_6.63 b,,,doll_834.0,
22210,doll_6.63 b,,,doll_64.0,
22211,doll_6.62 b,,,doll_43.0,
22212,doll_6.62 b,,,doll_130.0,
22213,doll_6.62 b,,,doll_74.0,
22214,doll_6.61 b,,,doll_20.0,
22215,doll_6.61 b,,,0.0,
22216,doll_6.58 b,,,doll_29.0,
22217,doll_6.58 b,,,doll_33.0,
22218,doll_6.57 b,,,doll_1.0,
22219,doll_6.57 b,,,doll_27.0,
22220,doll_6.57 b,,,doll_3.0,
22221,doll_6.56 b,,,doll_39.0,
22222,doll_6.56 b,,,doll_9.0,
22223,doll_6.56 b,,,0.0,
22224,doll_6.54 b,,,doll_59.0,
22225,doll_6.54 b,,,doll_17.0,
22226,doll_6.53 b,,,doll_210.0,
22227,doll_6.53 b,,,doll_49.0,
22228,doll_6.53 b,,,doll_28.0,
22229,doll_6.53 b,,,doll_9.0,
22230,doll_6.53 b,,,doll_9.0,
22231,doll_6.52 b,,,doll_150.0,
22232,doll_6.52 b,,,doll_39.0,
22233,doll_6.51 b,,,doll_17.0,
22234,doll_6.51 b,,,doll_170.0,
22235,doll_6.49 b,,,doll_11.0,
22236,doll_6.48 b,,,doll_99.0,
22237,doll_6.48 b,,,doll_97.0,
22238,doll_6.48 b,,,doll_30.0,
22239,doll_6.48 b,,,doll_28.0,
22240,doll_6.47 b,,,doll_55.0,
22241,doll_6.46 b,,,doll_52.0,
22242,doll_6.46 b,,,doll_12.0,
22243,doll_6.46 b,,,doll_14.0,
22244,doll_6.44 b,,,doll_41.0,
22245,doll_6.43 b,,,doll_21.0,
22246,doll_6.43 b,,,doll_9.0,
22247,doll_6.42 b,,,doll_7.0,
22248,doll_6.41 b,,,doll_4.0,
22249,doll_6.41 b,,,doll_45.0,
22250,doll_6.4 b,,,doll_66.0,
22251,doll_6.4 b,,,doll_44.0,
22252,doll_6.4 b,,,doll_32.0,
22253,doll_6.39 b,,,doll_20.0,
22254,doll_6.38 b,,,doll_60.0,
22255,doll_6.38 b,,,doll_8.0,
22256,doll_6.38 b,,,doll_101.0,
22257,doll_6.38 b,,,doll_3.0,
22258,doll_6.38 b,,,doll_31.0,
22259,doll_6.37 b,,,doll_3.0,
22260,doll_6.37 b,,,doll_75.0,
22261,doll_6.36 b,,,doll_23.0,
22262,doll_6.35 b,,,doll_40.0,
22263,doll_6.35 b,,,doll_15.0,
22264,doll_6.35 b,,,doll_36.0,
22265,doll_6.34 b,,,doll_9.0,
22266,doll_6.34 b,,,doll_30.0,
22267,doll_6.34 b,,,doll_72.0,
22268,doll_6.34 b,,,doll_4.0,
22269,doll_6.34 b,,,doll_15.0,
22270,doll_6.34 b,,,doll_19.0,
22271,doll_6.33 b,,,doll_19.0,
22272,doll_6.33 b,,,doll_15.0,
22273,doll_6.33 b,,,doll_6.0,
22274,doll_6.32 b,,,doll_60.0,
22275,doll_6.32 b,,,doll_33.0,
22276,doll_6.32 b,,,doll_120.0,
22277,doll_6.31 b,,,doll_2.0,
22278,doll_6.31 b,,,doll_86.0,
22279,doll_6.3 b,,,doll_14.0,
22280,doll_6.3 b,,,doll_1.0,
22281,doll_6.3 b,,,0.0,
22282,doll_6.3 b,,,doll_31.0,
22283,doll_6.3 b,,,doll_27.0,
22284,doll_6.29 b,,,doll_32.0,
22285,doll_6.29 b,,,doll_71.0,
22286,doll_6.29 b,,,doll_1.0,
22287,doll_6.27 b,,,0.0,
22288,doll_6.27 b,,,doll_272.0,
22289,doll_6.26 b,,,doll_83.0,
22290,doll_6.26 b,,,doll_84.0,
22291,doll_6.26 b,,,0.0,
22292,doll_6.25 b,,,doll_94.0,
22293,doll_6.24 b,,,doll_26.0,
22294,doll_6.23 b,,,doll_9.0,
22295,doll_6.22 b,,,0.0,
22296,doll_6.22 b,,,doll_17.0,
22297,doll_6.22 b,,,doll_115.0,
22298,doll_6.22 b,,,doll_72.0,
22299,doll_6.21 b,,,doll_137.0,
22300,doll_6.21 b,,,doll_165.0,
22301,doll_6.2 b,,,doll_31.0,
22302,doll_6.2 b,,,doll_90.0,
22303,doll_6.2 b,,,doll_11.0,
22304,doll_6.2 b,,,doll_78.0,
22305,doll_6.18 b,,,doll_33.0,
22306,doll_6.18 b,,,doll_75.0,
22307,doll_6.18 b,,,doll_1.0,
22308,doll_6.18 b,,,doll_6.0,
22309,doll_6.17 b,,,doll_1.0,
22310,doll_6.17 b,,,doll_13.0,
22311,doll_6.17 b,,,doll_213.0,
22312,doll_6.17 b,,,doll_21.0,
22313,doll_6.16 b,,,doll_501.0,
22314,doll_6.16 b,,,doll_3.0,
22315,doll_6.16 b,,,doll_8.0,
22316,doll_6.15 b,,,doll_29.0,
22317,doll_6.15 b,,,doll_36.0,
22318,doll_6.14 b,,,doll_108.0,
22319,doll_6.14 b,,,doll_10.0,
22320,doll_6.14 b,,,doll_34.0,
22321,doll_6.13 b,,,doll_37.0,
22322,doll_6.13 b,,,doll_61.0,
22323,doll_6.12 b,,,doll_15.0,
22324,doll_6.12 b,,,doll_44.0,
22325,doll_6.12 b,,,doll_115.0,
22326,doll_6.11 b,,,doll_11.0,
22327,doll_6.11 b,,,doll_2.0,
22328,doll_6.11 b,,,doll_130.0,
22329,doll_6.11 b,,,doll_36.0,
22330,doll_6.1 b,,,doll_53.0,
22331,doll_6.1 b,,,doll_102.0,
22332,doll_6.1 b,,,doll_270.0,
22333,doll_6.09 b,,,doll_207.0,
22334,doll_6.09 b,,,doll_44.0,
22335,doll_6.09 b,,,doll_3.0,
22336,doll_6.08 b,,,doll_22.0,
22337,doll_6.07 b,,,doll_44.0,
22338,doll_6.05 b,,,doll_80.0,
22339,doll_6.05 b,,,doll_93.0,
22340,doll_6.05 b,,,doll_19.0,
22341,doll_6.04 b,,,doll_9.0,
22342,doll_6.04 b,,,doll_19.0,
22343,doll_6.04 b,,,doll_26.0,
22344,doll_6.04 b,,,doll_40.0,
22345,doll_6.04 b,,,doll_28.0,
22346,doll_6.03 b,,,doll_20.0,
22347,doll_6.03 b,,,doll_10.0,
22348,doll_6.03 b,,,doll_63.0,
22349,doll_6.02 b,,,doll_79.0,
22350,doll_6.02 b,,,0.0,
22351,doll_6.02 b,,,doll_13.0,
22352,doll_6.01 b,,,doll_167.0,
22353,doll_6.0 b,,,doll_1.0,
22354,doll_6.0 b,,,doll_16.0,
22355,doll_6.0 b,,,doll_9.0,
22356,doll_5.99 b,,,doll_22.0,
22357,doll_5.99 b,,,doll_34.0,
22358,doll_5.99 b,,,doll_91.0,
22359,doll_5.99 b,,,doll_103.0,
22360,doll_5.99 b,,,doll_48.0,
22361,doll_5.99 b,,,doll_2.0,
22362,doll_5.98 b,,,doll_1.0,
22363,doll_5.97 b,,,doll_30.0,
22364,doll_5.96 b,,,doll_120.0,
22365,doll_5.96 b,,,doll_43.0,
22366,doll_5.95 b,,,doll_14.0,
22367,doll_5.95 b,,,doll_3.0,
22368,doll_5.95 b,,,doll_36.0,
22369,doll_5.95 b,,,doll_58.0,
22370,doll_5.95 b,,,doll_31.0,
22371,doll_5.94 b,,,doll_31.0,
22372,doll_5.94 b,,,doll_30.0,
22373,doll_5.94 b,,,doll_12.0,
22374,doll_5.93 b,,,doll_51.0,
22375,doll_5.93 b,,,doll_13.0,
22376,doll_5.92 b,,,doll_70.0,
22377,doll_5.92 b,,,doll_4.0,
22378,doll_5.91 b,,,doll_2217.0,
22379,doll_5.91 b,,,doll_108.0,
22380,doll_5.91 b,,,doll_14.0,
22381,doll_5.9 b,,,doll_18.0,
22382,doll_5.9 b,,,doll_5.0,
22383,doll_5.9 b,,,doll_44.0,
22384,doll_5.89 b,,,doll_26.0,
22385,doll_5.89 b,,,doll_12.0,
22386,doll_5.89 b,,,doll_31.0,
22387,doll_5.89 b,,,doll_223.0,
22388,doll_5.89 b,,,doll_4253.0,
22389,doll_5.88 b,,,doll_3.0,
22390,doll_5.88 b,,,doll_53.0,
22391,doll_5.88 b,,,doll_133.0,
22392,doll_5.87 b,,,doll_2.0,
22393,doll_5.87 b,,,doll_26.0,
22394,doll_5.87 b,,,doll_31.0,
22395,doll_5.87 b,,,doll_8.0,
22396,doll_5.86 b,,,doll_56.0,
22397,doll_5.86 b,,,doll_60.0,
22398,doll_5.85 b,,,doll_3.0,
22399,doll_5.85 b,,,doll_104.0,
22400,doll_5.85 b,,,doll_27.0,
22401,doll_5.85 b,,,0.0,
22402,doll_5.83 b,,,doll_27.0,
22403,doll_5.82 b,,,doll_8.0,
22404,doll_5.82 b,,,doll_2.0,
22405,doll_5.81 b,,,doll_3.0,
22406,doll_5.81 b,,,doll_34.0,
22407,doll_5.81 b,,,doll_11.0,
22408,doll_5.8 b,,,doll_61.0,
22409,doll_5.79 b,,,doll_39.0,
22410,doll_5.79 b,,,doll_212.0,
22411,doll_5.79 b,,,doll_58.0,
22412,doll_5.79 b,,,doll_1.0,
22413,doll_5.78 b,,,doll_4.0,
22414,doll_5.78 b,,,doll_107.0,
22415,doll_5.77 b,,,doll_7.0,
22416,doll_5.77 b,,,doll_4.0,
22417,doll_5.77 b,,,doll_52.0,
22418,doll_5.77 b,,,doll_45.0,
22419,doll_5.76 b,,,doll_24.0,
22420,doll_5.75 b,,,doll_13.0,
22421,doll_5.75 b,,,doll_93.0,
22422,doll_5.75 b,,,doll_30.0,
22423,doll_5.75 b,,,doll_41.0,
22424,doll_5.74 b,,,doll_12.0,
22425,doll_5.74 b,,,doll_232.0,
22426,doll_5.74 b,,,doll_8.0,
22427,doll_5.74 b,,,doll_270.0,
22428,doll_5.74 b,,,doll_45.0,
22429,doll_5.74 b,,,doll_1.0,
22430,doll_5.73 b,,,doll_5.0,
22431,doll_5.73 b,,,doll_11.0,
22432,doll_5.72 b,,,doll_1.0,
22433,doll_5.72 b,,,doll_4.0,
22434,doll_5.72 b,,,doll_1.0,
22435,doll_5.72 b,,,doll_1.0,
22436,doll_5.7 b,,,doll_1.0,
22437,doll_5.7 b,,,doll_37.0,
22438,doll_5.7 b,,,doll_16.0,
22439,doll_5.69 b,,,doll_6.0,
22440,doll_5.69 b,,,doll_332.0,
22441,doll_5.68 b,,,doll_128.0,
22442,doll_5.65 b,,,doll_39.0,
22443,doll_5.65 b,,,doll_1186.0,
22444,doll_5.65 b,,,doll_40.0,
22445,doll_5.63 b,,,doll_74.0,
22446,doll_5.63 b,,,doll_505.0,
22447,doll_5.63 b,,,doll_4.0,
22448,doll_5.63 b,,,doll_61.0,
22449,doll_5.63 b,,,doll_7.0,
22450,doll_5.62 b,,,doll_52.0,
22451,doll_5.62 b,,,doll_23.0,
22452,doll_5.62 b,,,doll_101.0,
22453,doll_5.62 b,,,doll_21.0,
22454,doll_5.61 b,,,doll_7.0,
22455,doll_5.61 b,,,doll_5.0,
22456,doll_5.61 b,,,doll_132.0,
22457,doll_5.61 b,,,doll_441.0,
22458,doll_5.6 b,,,doll_95.0,
22459,doll_5.6 b,,,doll_4.0,
22460,doll_5.6 b,,,doll_170.0,
22461,doll_5.59 b,,,doll_261.0,
22462,doll_5.59 b,,,doll_124.0,
22463,doll_5.59 b,,,doll_34.0,
22464,doll_5.58 b,,,doll_32.0,
22465,doll_5.58 b,,,doll_7.0,
22466,doll_5.58 b,,,doll_162.0,
22467,doll_5.57 b,,,doll_5.0,
22468,doll_5.57 b,,,doll_21.0,
22469,doll_5.57 b,,,doll_17.0,
22470,doll_5.56 b,,,doll_77.0,
22471,doll_5.56 b,,,doll_29.0,
22472,doll_5.56 b,,,doll_1.0,
22473,doll_5.56 b,,,doll_5.0,
22474,doll_5.56 b,,,doll_59.0,
22475,doll_5.56 b,,,doll_2.0,
22476,doll_5.55 b,,,doll_12.0,
22477,doll_5.55 b,,,doll_202.0,
22478,doll_5.54 b,,,doll_2.0,
22479,doll_5.54 b,,,doll_3.0,
22480,doll_5.54 b,,,doll_1.0,
22481,doll_5.54 b,,,doll_3.0,
22482,doll_5.54 b,,,doll_9.0,
22483,doll_5.53 b,,,doll_25.0,
22484,doll_5.53 b,,,doll_92.0,
22485,doll_5.53 b,,,doll_109.0,
22486,doll_5.53 b,,,doll_61.0,
22487,doll_5.51 b,,,doll_11.0,
22488,doll_5.51 b,,,doll_170.0,
22489,doll_5.51 b,,,doll_154.0,
22490,doll_5.5 b,,,doll_46.0,
22491,doll_5.5 b,,,doll_13.0,
22492,doll_5.5 b,,,doll_12.0,
22493,doll_5.5 b,,,doll_49.0,
22494,doll_5.5 b,,,doll_4.0,
22495,doll_5.5 b,,,doll_4.0,
22496,doll_5.49 b,,,doll_140.0,
22497,doll_5.49 b,,,doll_120.0,
22498,doll_5.49 b,,,doll_29.0,
22499,doll_5.49 b,,,doll_13.0,
22500,doll_5.49 b,,,doll_15.0,
22501,doll_5.48 b,,,doll_8.0,
22502,doll_5.48 b,,,doll_3.0,
22503,doll_5.48 b,,,doll_46.0,
22504,doll_5.47 b,,,doll_49.0,
22505,doll_5.47 b,,,doll_39.0,
22506,doll_5.46 b,,,doll_17.0,
22507,doll_5.46 b,,,doll_25.0,
22508,doll_5.45 b,,,doll_20.0,
22509,doll_5.44 b,,,doll_170.0,
22510,doll_5.44 b,,,doll_5.0,
22511,doll_5.43 b,,,doll_9.0,
22512,doll_5.43 b,,,doll_14.0,
22513,doll_5.43 b,,,doll_40.0,
22514,doll_5.43 b,,,doll_15.0,
22515,doll_5.43 b,,,doll_2.0,
22516,doll_5.42 b,,,0.0,
22517,doll_5.41 b,,,doll_18.0,
22518,doll_5.41 b,,,doll_16.0,
22519,doll_5.4 b,,,doll_11.0,
