,Unnamed: 0,revenue_2020_eu
3980,3980,doll_0.00188 b
3981,3981,doll_0.09959 b
3982,3982,doll_0.01048 b
3983,3983,doll_0.026699999999999998 b
3984,3984,doll_0.0074 b
3985,3985,doll_0.0025 b
3986,3986,doll_0.02214 b
3987,3987,doll_0.00624 b
3988,3988,doll_0.00352 b
3989,3989,doll_0.0094 b
3990,3990,doll_0.01893 b
3991,3991,doll_0.0027400000000000002 b
3992,3992,doll_0.0068 b
3993,3993,doll_0.00231 b
3994,3994,doll_0.0057 b
3995,3995,doll_0.016309999999999998 b
3996,3996,doll_0.01678 b
3997,3997,doll_0.009550000000000001 b
3998,3998,doll_0.01549 b
3999,3999,doll_0.0019 b
4000,4000,doll_0.006 b
4001,4001,doll_0.004900000000000001 b
4002,4002,doll_0.06653 b
4003,4003,doll_0.00912 b
4004,4004,doll_0.00166 b
4005,4005,doll_0.04503 b
4006,4006,doll_0.06021 b
4007,4007,doll_0.05329 b
4008,4008,doll_0.00202 b
4009,4009,doll_0.003 b
4010,4010,doll_0.00188 b
4011,4011,doll_0.00281 b
4012,4012,doll_0.0039 b
4013,4013,doll_0.01461 b
4014,4014,doll_0.00545 b
4015,4015,doll_0.00318 b
4016,4016,doll_0.02007 b
4017,4017,doll_0.09145 b
4018,4018,doll_0.048119999999999996 b
4019,4019,doll_0.01 b
4020,4020,doll_0.00172 b
4021,4021,doll_0.00564 b
4022,4022,doll_0.00239 b
4023,4023,doll_0.0015 b
4024,4024,doll_0.005719999999999999 b
4025,4025,doll_0.00383 b
4026,4026,doll_0.23748 b
4027,4027,doll_0.00382 b
4028,4028,doll_0.01829 b
4029,4029,doll_0.03145 b
4030,4030,doll_0.06824 b
4031,4031,doll_0.11176 b
4032,4032,doll_0.01279 b
4033,4033,doll_0.0225 b
4034,4034,doll_0.11882 b
4035,4035,doll_0.0062 b
4036,4036,doll_0.01116 b
4037,4037,doll_0.0070999999999999995 b
4038,4038,doll_0.00292 b
4039,4039,doll_0.07295 b
4040,4040,doll_0.037770000000000005 b
4041,4041,doll_0.0027 b
4042,4042,doll_0.12489 b
4043,4043,doll_0.004849999999999999 b
4044,4044,doll_0.04381 b
4045,4045,doll_0.00252 b
4046,4046,doll_0.00396 b
4047,4047,doll_0.011800000000000001 b
4048,4048,doll_0.0066 b
4049,4049,doll_0.01645 b
4050,4050,doll_0.00204 b
4051,4051,doll_0.00136 b
4052,4052,doll_0.00307 b
4053,4053,doll_0.01533 b
4054,4054,doll_0.00844 b
4055,4055,doll_0.044020000000000004 b
4056,4056,doll_0.00188 b
4057,4057,doll_0.00157 b
4058,4058,doll_0.0020299999999999997 b
4059,4059,doll_0.0165 b
4060,4060,doll_0.015300000000000001 b
4061,4061,doll_0.00966 b
4062,4062,doll_0.08101 b
4063,4063,doll_0.00378 b
4064,4064,doll_0.020050000000000002 b
4065,4065,doll_0.00509 b
4066,4066,doll_0.0017900000000000001 b
4067,4067,doll_0.08573 b
4068,4068,doll_0.026629999999999997 b
4069,4069,doll_0.02962 b
4070,4070,doll_0.02472 b
4071,4071,doll_0.0365 b
4072,4072,doll_0.0147 b
4073,4073,doll_0.020399999999999998 b
4074,4074,doll_0.02266 b
4075,4075,doll_0.00514 b
4076,4076,doll_0.022940000000000002 b
4077,4077,doll_0.06513 b
4078,4078,doll_0.015210000000000001 b
4079,4079,doll_0.00643 b
4080,4080,doll_0.020829999999999998 b
4081,4081,doll_0.00163 b
4082,4082,doll_0.02206 b
4083,4083,doll_0.009699999999999999 b
4084,4084,doll_0.0016799999999999999 b
4085,4085,doll_0.0033599999999999997 b
4086,4086,doll_0.0034500000000000004 b
4087,4087,doll_0.00887 b
4088,4088,doll_0.016980000000000002 b
4089,4089,doll_0.02341 b
4090,4090,doll_0.0011799999999999998 b
4091,4091,doll_0.00227 b
4092,4092,doll_0.00222 b
4093,4093,doll_0.0034 b
4094,4094,doll_0.008400000000000001 b
4095,4095,doll_0.00949 b
4096,4096,doll_0.00505 b
4097,4097,doll_0.21900999999999998 b
4098,4098,doll_0.00463 b
4099,4099,doll_0.00172 b
4100,4100,doll_0.0088 b
4101,4101,doll_0.00131 b
4102,4102,doll_0.0182 b
4103,4103,doll_0.07204 b
4104,4104,doll_0.00157 b
4105,4105,doll_0.0025 b
4106,4106,doll_0.0018 b
4107,4107,doll_0.0016799999999999999 b
4108,4108,doll_0.2361 b
4109,4109,doll_0.00634 b
4110,4110,doll_0.0025800000000000003 b
4111,4111,doll_0.39132 b
4112,4112,doll_0.00877 b
4113,4113,doll_0.0030099999999999997 b
4114,4114,doll_0.00271 b
4115,4115,doll_0.00161 b
4116,4116,doll_0.012240000000000001 b
4117,4117,doll_0.0048 b
4118,4118,doll_0.0038900000000000002 b
4119,4119,doll_0.0034300000000000003 b
4120,4120,doll_0.00393 b
4121,4121,doll_0.08473 b
4122,4122,doll_0.23835 b
4123,4123,doll_0.02999 b
4124,4124,doll_0.01183 b
4125,4125,doll_0.0115 b
4126,4126,doll_0.00926 b
4127,4127,doll_0.0257 b
4128,4128,doll_0.008 b
4129,4129,doll_0.01115 b
4130,4130,doll_0.04992 b
4131,4131,doll_0.0087 b
4132,4132,doll_0.49995999999999996 b
4133,4133,doll_0.01824 b
4134,4134,doll_0.023579999999999997 b
4135,4135,doll_0.005019999999999999 b
4136,4136,doll_0.00195 b
4137,4137,doll_0.003 b
4138,4138,doll_0.0044800000000000005 b
4139,4139,doll_0.00239 b
4140,4140,doll_0.00667 b
4141,4141,doll_0.022940000000000002 b
4142,4142,doll_0.00383 b
4143,4143,doll_0.07584 b
4144,4144,doll_0.15431999999999998 b
4145,4145,doll_0.16024000000000002 b
4146,4146,doll_0.06615 b
4147,4147,doll_0.00405 b
4148,4148,doll_0.00314 b
4149,4149,doll_0.00282 b
4150,4150,doll_0.0363 b
4151,4151,doll_0.005860000000000001 b
4152,4152,doll_0.00563 b
4153,4153,doll_0.01697 b
4154,4154,doll_0.92435 b
4155,4155,doll_0.06727 b
4156,4156,doll_0.0052 b
4157,4157,doll_0.21346 b
4158,4158,doll_0.01945 b
4159,4159,doll_0.00163 b
4160,4160,doll_0.005900000000000001 b
4161,4161,doll_0.0126 b
4162,4162,doll_0.00127 b
4163,4163,doll_0.24277 b
4164,4164,doll_0.0057599999999999995 b
4165,4165,doll_1e-05 b
4166,4166,doll_0.0053 b
4167,4167,doll_0.00444 b
4168,4168,doll_0.00359 b
4169,4169,doll_0.0154 b
4170,4170,doll_0.00332 b
4171,4171,doll_0.00332 b
4172,4172,doll_0.0020800000000000003 b
4173,4173,doll_0.00598 b
4174,4174,doll_0.00684 b
4175,4175,doll_0.054700000000000006 b
4176,4176,doll_0.00273 b
4177,4177,doll_0.04882 b
4178,4178,doll_0.0068 b
4179,4179,doll_0.0033599999999999997 b
4180,4180,doll_0.0418 b
4181,4181,doll_0.008029999999999999 b
4182,4182,doll_0.00592 b
4183,4183,doll_0.20862999999999998 b
4184,4184,doll_0.04692 b
4185,4185,doll_0.0535 b
4186,4186,doll_0.13648 b
4187,4187,doll_0.09071 b
4188,4188,doll_0.00346 b
4189,4189,doll_0.008369999999999999 b
4190,4190,doll_0.0109 b
4191,4191,doll_0.01235 b
4192,4192,doll_0.06703 b
4193,4193,doll_0.00322 b
4194,4194,doll_0.0025 b
4195,4195,doll_0.03617 b
4196,4196,doll_0.00215 b
4197,4197,doll_0.39450999999999997 b
4198,4198,doll_0.00471 b
4199,4199,doll_0.00206 b
4200,4200,doll_0.013699999999999999 b
4201,4201,doll_0.0077800000000000005 b
4202,4202,doll_0.01977 b
4203,4203,doll_0.0023 b
4204,4204,doll_0.02577 b
4205,4205,doll_0.05777 b
4206,4206,doll_0.00131 b
4207,4207,doll_0.05213 b
4208,4208,doll_0.004860000000000001 b
4209,4209,doll_0.00219 b
4210,4210,doll_0.040100000000000004 b
4211,4211,doll_0.0017 b
4212,4212,doll_0.0030299999999999997 b
4213,4213,doll_0.047560000000000005 b
4214,4214,doll_0.0132 b
4215,4215,doll_0.0 b
4216,4216,doll_0.00281 b
4217,4217,doll_0.00753 b
4218,4218,doll_0.0024 b
4219,4219,doll_0.00242 b
4220,4220,doll_0.01094 b
4221,4221,doll_0.00357 b
4222,4222,doll_0.10288 b
4223,4223,doll_0.25551 b
4224,4224,doll_0.00227 b
4225,4225,doll_0.0019299999999999999 b
4226,4226,doll_0.0129 b
4227,4227,doll_0.009800000000000001 b
4228,4228,doll_0.00442 b
4229,4229,doll_0.01691 b
4230,4230,doll_0.060149999999999995 b
4231,4231,doll_0.044789999999999996 b
4232,4232,doll_0.00939 b
4233,4233,doll_0.00713 b
4234,4234,doll_0.0029 b
4235,4235,doll_0.02674 b
4236,4236,doll_0.00864 b
4237,4237,doll_0.0044800000000000005 b
4238,4238,doll_0.00729 b
4239,4239,doll_0.03446 b
4240,4240,doll_0.13394999999999999 b
4241,4241,doll_0.03306 b
4242,4242,doll_0.02653 b
4243,4243,doll_0.00441 b
4244,4244,doll_0.0111 b
4245,4245,doll_0.009880000000000002 b
4246,4246,doll_0.01726 b
4247,4247,doll_0.00256 b
4248,4248,doll_0.0016899999999999999 b
4249,4249,doll_0.19941 b
4250,4250,doll_0.00861 b
4251,4251,doll_0.00261 b
4252,4252,doll_0.0018 b
4253,4253,doll_0.01103 b
4254,4254,doll_0.04087 b
4255,4255,doll_0.00287 b
4256,4256,doll_0.01202 b
4257,4257,doll_0.00816 b
4258,4258,doll_0.00211 b
4259,4259,doll_0.00319 b
4260,4260,doll_0.0023 b
4261,4261,doll_0.03721 b
4262,4262,doll_0.03711 b
4263,4263,doll_0.00207 b
4264,4264,doll_0.00443 b
4265,4265,doll_0.11404 b
4266,4266,doll_0.0 b
4267,4267,doll_0.01112 b
4268,4268,doll_0.00198 b
4269,4269,doll_0.0034 b
4270,4270,doll_0.07042 b
4271,4271,doll_0.0017 b
4272,4272,doll_0.0114 b
4273,4273,doll_0.00901 b
4274,4274,doll_0.006730000000000001 b
4275,4275,doll_0.04657 b
4276,4276,doll_0.15662 b
4277,4277,doll_0.02239 b
4278,4278,doll_0.00216 b
4279,4279,doll_0.0032 b
4280,4280,doll_0.0071600000000000006 b
4281,4281,doll_0.0035499999999999998 b
4282,4282,doll_0.00264 b
4283,4283,doll_0.01549 b
4284,4284,doll_0.013730000000000001 b
4285,4285,doll_0.01323 b
4286,4286,doll_0.00378 b
4287,4287,doll_0.01276 b
4288,4288,doll_0.00487 b
4289,4289,doll_0.0024100000000000002 b
4290,4290,doll_0.002 b
4291,4291,doll_0.0023599999999999997 b
4292,4292,doll_0.0033 b
4293,4293,doll_0.01257 b
4294,4294,doll_0.00312 b
4295,4295,doll_0.02687 b
4296,4296,doll_0.04555 b
4297,4297,doll_0.01638 b
4298,4298,doll_0.10848999999999999 b
4299,4299,doll_0.07976000000000001 b
4300,4300,doll_0.0026 b
4301,4301,doll_0.01159 b
4302,4302,doll_0.00501 b
4303,4303,doll_0.0019 b
4304,4304,doll_0.0207 b
4305,4305,doll_0.038950000000000005 b
4306,4306,doll_0.0043 b
4307,4307,doll_0.05665 b
4308,4308,doll_0.0023599999999999997 b
4309,4309,doll_0.01191 b
4310,4310,doll_0.08320999999999999 b
4311,4311,doll_0.00198 b
4312,4312,doll_0.00488 b
4313,4313,doll_0.0071200000000000005 b
4314,4314,doll_0.0077 b
4315,4315,doll_0.0075 b
4316,4316,doll_0.00543 b
4317,4317,doll_0.039659999999999994 b
4318,4318,doll_0.00547 b
4319,4319,doll_0.04408 b
4320,4320,doll_0.00391 b
4321,4321,doll_0.0055899999999999995 b
4322,4322,doll_0.011380000000000001 b
4323,4323,doll_0.0035 b
4324,4324,doll_0.00666 b
4325,4325,doll_0.006849999999999999 b
4326,4326,doll_0.00202 b
4327,4327,doll_0.01122 b
4328,4328,doll_0.01074 b
4329,4329,doll_0.17213 b
4330,4330,doll_0.0022400000000000002 b
4331,4331,doll_0.00261 b
4332,4332,doll_0.0053 b
4333,4333,doll_0.004 b
4334,4334,doll_0.01097 b
4335,4335,doll_0.02898 b
4336,4336,doll_0.006860000000000001 b
4337,4337,doll_0.05218 b
4338,4338,doll_0.0054800000000000005 b
4339,4339,doll_0.04796 b
4340,4340,doll_0.0034 b
4341,4341,doll_0.00206 b
4342,4342,doll_0.004200000000000001 b
4343,4343,doll_0.023440000000000003 b
4344,4344,doll_0.0073 b
4345,4345,doll_0.03443 b
4346,4346,doll_0.23692 b
4347,4347,doll_0.01735 b
4348,4348,doll_0.00962 b
4349,4349,doll_0.010490000000000001 b
4350,4350,doll_0.026629999999999997 b
4351,4351,doll_0.01803 b
4352,4352,doll_0.01706 b
4353,4353,doll_0.01357 b
4354,4354,doll_0.0023 b
4355,4355,doll_0.0128 b
4356,4356,doll_0.0020099999999999996 b
4357,4357,doll_0.00409 b
4358,4358,doll_0.02624 b
4359,4359,doll_0.0019 b
4360,4360,doll_0.5140800000000001 b
4361,4361,doll_0.00101 b
4362,4362,doll_0.06242 b
4363,4363,doll_0.01525 b
4364,4364,doll_0.018940000000000002 b
4365,4365,doll_0.028030000000000003 b
4366,4366,doll_0.006 b
4367,4367,doll_0.0020800000000000003 b
4368,4368,doll_0.00206 b
4369,4369,doll_0.00367 b
4370,4370,doll_0.00418 b
4371,4371,doll_0.00634 b
4372,4372,doll_0.05155 b
4373,4373,doll_0.004849999999999999 b
4374,4374,doll_0.00631 b
4375,4375,doll_0.00246 b
4376,4376,doll_0.01695 b
4377,4377,doll_0.0126 b
4378,4378,doll_0.0219 b
4379,4379,doll_0.00596 b
4380,4380,doll_0.023399999999999997 b
4381,4381,doll_0.37613 b
4382,4382,doll_0.0030099999999999997 b
4383,4383,doll_0.08220999999999999 b
4384,4384,doll_0.024210000000000002 b
4385,4385,doll_0.0022 b
4386,4386,doll_0.00218 b
4387,4387,doll_0.00263 b
4388,4388,doll_0.01285 b
4389,4389,doll_0.00481 b
4390,4390,doll_0.0016 b
4391,4391,doll_0.00328 b
4392,4392,doll_0.033600000000000005 b
4393,4393,doll_0.07740000000000001 b
4394,4394,doll_0.03537 b
4395,4395,doll_0.0030600000000000002 b
4396,4396,doll_0.07862999999999999 b
4397,4397,doll_0.01041 b
4398,4398,doll_0.0041600000000000005 b
4399,4399,doll_0.00158 b
4400,4400,doll_0.0017 b
4401,4401,doll_0.0242 b
4402,4402,doll_0.006849999999999999 b
4403,4403,doll_0.00412 b
4404,4404,doll_0.04491 b
4405,4405,doll_0.01548 b
4406,4406,doll_0.00973 b
4407,4407,doll_0.0 b
4408,4408,doll_0.1978 b
4409,4409,doll_0.00788 b
4410,4410,doll_0.01109 b
4411,4411,doll_0.00394 b
4412,4412,doll_0.01721 b
4413,4413,doll_0.0025499999999999997 b
4414,4414,doll_0.0021000000000000003 b
4415,4415,doll_0.01065 b
4416,4416,doll_0.0047 b
4417,4417,doll_0.08148999999999999 b
4418,4418,doll_0.01474 b
4419,4419,doll_0.0058 b
4420,4420,doll_0.01498 b
4421,4421,doll_0.015390000000000001 b
4422,4422,doll_0.25198 b
4423,4423,doll_0.00664 b
4424,4424,doll_0.01214 b
4425,4425,doll_0.0015 b
4426,4426,doll_0.0091 b
4427,4427,doll_0.14327 b
4428,4428,doll_0.0029 b
4429,4429,doll_0.05806 b
4430,4430,doll_0.02224 b
4431,4431,doll_0.014369999999999999 b
4432,4432,doll_0.21095 b
4433,4433,doll_0.01268 b
4434,4434,doll_0.0019299999999999999 b
4435,4435,doll_0.0037 b
4436,4436,doll_0.00381 b
4437,4437,doll_0.28224 b
4438,4438,doll_0.00613 b
4439,4439,doll_0.00679 b
4440,4440,doll_0.20815999999999998 b
4441,4441,doll_0.08033 b
4442,4442,doll_0.06007 b
4443,4443,doll_0.00674 b
4444,4444,doll_0.00376 b
4445,4445,doll_0.0033 b
4446,4446,doll_0.00155 b
4447,4447,doll_0.036899999999999995 b
4448,4448,doll_0.0145 b
4449,4449,doll_0.12586 b
4450,4450,doll_0.0 b
4451,4451,doll_0.00912 b
4452,4452,doll_0.04541 b
4453,4453,doll_0.00898 b
4454,4454,doll_0.005900000000000001 b
4455,4455,doll_0.0025 b
4456,4456,doll_0.00483 b
4457,4457,doll_0.00276 b
4458,4458,doll_0.06247 b
4459,4459,doll_0.00115 b
4460,4460,doll_0.02656 b
4461,4461,doll_0.00539 b
4462,4462,doll_0.00197 b
4463,4463,doll_0.00646 b
4464,4464,doll_0.0188 b
4465,4465,doll_0.0070599999999999994 b
4466,4466,doll_0.0029 b
4467,4467,doll_0.011380000000000001 b
4468,4468,doll_0.047229999999999994 b
4469,4469,doll_0.027800000000000002 b
4470,4470,doll_0.04511 b
4471,4471,doll_0.0034100000000000003 b
4472,4472,doll_0.05072 b
4473,4473,doll_0.00788 b
4474,4474,doll_0.004900000000000001 b
4475,4475,doll_0.0058 b
4476,4476,doll_0.00381 b
4477,4477,doll_0.00133 b
4478,4478,doll_0.00567 b
4479,4479,doll_0.02537 b
4480,4480,doll_0.0015300000000000001 b
4481,4481,doll_0.02565 b
4482,4482,doll_0.040310000000000006 b
4483,4483,doll_0.00352 b
4484,4484,doll_0.016489999999999998 b
4485,4485,doll_0.004200000000000001 b
4486,4486,doll_0.00762 b
4487,4487,doll_0.07435 b
4488,4488,doll_0.0015400000000000001 b
4489,4489,doll_0.0013700000000000001 b
4490,4490,doll_0.05031 b
4491,4491,doll_0.08224 b
4492,4492,doll_0.02427 b
4493,4493,doll_0.0105 b
4494,4494,doll_0.02084 b
4495,4495,doll_0.0024 b
4496,4496,doll_0.00831 b
4497,4497,doll_0.00161 b
4498,4498,doll_0.02061 b
4499,4499,doll_0.07953 b
4500,4500,doll_0.027280000000000002 b
4501,4501,doll_0.00523 b
4502,4502,doll_0.07018 b
4503,4503,doll_0.00229 b
4504,4504,doll_0.0031 b
4505,4505,doll_0.00232 b
4506,4506,doll_0.00475 b
4507,4507,doll_0.00198 b
4508,4508,doll_0.020149999999999998 b
4509,4509,doll_0.0 b
4510,4510,doll_0.00902 b
4511,4511,doll_0.00188 b
4512,4512,doll_0.0019 b
4513,4513,doll_0.0016699999999999998 b
4514,4514,doll_0.00522 b
4515,4515,doll_0.057659999999999996 b
4516,4516,doll_0.15825 b
4517,4517,doll_0.05634 b
4518,4518,doll_0.0066 b
4519,4519,doll_0.1556 b
4520,4520,doll_0.010150000000000001 b
4521,4521,doll_0.0024 b
4522,4522,doll_0.00863 b
4523,4523,doll_0.23237 b
4524,4524,doll_0.00411 b
4525,4525,doll_0.06652 b
4526,4526,doll_0.00379 b
4527,4527,doll_0.01838 b
4528,4528,doll_0.22216999999999998 b
4529,4529,doll_0.00632 b
4530,4530,doll_0.019420000000000003 b
4531,4531,doll_0.00968 b
4532,4532,doll_0.0067 b
4533,4533,doll_0.026719999999999997 b
4534,4534,doll_0.01543 b
4535,4535,doll_0.00622 b
4536,4536,doll_0.08218 b
4537,4537,doll_0.28636 b
4538,4538,doll_0.0281 b
4539,4539,doll_0.10363 b
4540,4540,doll_0.00562 b
4541,4541,doll_0.0063 b
4542,4542,doll_0.009089999999999999 b
4543,4543,doll_0.023969999999999998 b
4544,4544,doll_0.0017 b
4545,4545,doll_0.05883 b
4546,4546,doll_0.0020099999999999996 b
4547,4547,doll_0.10851000000000001 b
4548,4548,doll_0.34743999999999997 b
4549,4549,doll_0.07776000000000001 b
4550,4550,doll_0.00392 b
4551,4551,doll_0.00375 b
4552,4552,doll_0.0016 b
4553,4553,doll_0.00491 b
4554,4554,doll_0.02034 b
4555,4555,doll_0.00743 b
4556,4556,doll_0.00713 b
4557,4557,doll_0.0019199999999999998 b
4558,4558,doll_0.00432 b
4559,4559,doll_0.01695 b
4560,4560,doll_0.013560000000000001 b
4561,4561,doll_0.00396 b
4562,4562,doll_0.00175 b
4563,4563,doll_0.01445 b
4564,4564,doll_0.0078 b
4565,4565,doll_0.0541 b
4566,4566,doll_0.00265 b
4567,4567,doll_0.00333 b
4568,4568,doll_0.010490000000000001 b
4569,4569,doll_0.48789 b
4570,4570,doll_0.03334 b
4571,4571,doll_0.03041 b
4572,4572,doll_0.00392 b
4573,4573,doll_0.05078 b
4574,4574,doll_0.004 b
4575,4575,doll_0.008 b
4576,4576,doll_0.0273 b
4577,4577,doll_0.00229 b
4578,4578,doll_0.0092 b
4579,4579,doll_0.02002 b
4580,4580,doll_0.00298 b
4581,4581,doll_0.033659999999999995 b
4582,4582,doll_0.0 b
4583,4583,doll_0.04102 b
4584,4584,doll_0.00425 b
4585,4585,doll_0.004070000000000001 b
4586,4586,doll_0.029 b
4587,4587,doll_0.014 b
4588,4588,doll_0.0092 b
4589,4589,doll_0.00571 b
4590,4590,doll_0.010060000000000001 b
4591,4591,doll_0.13040000000000002 b
4592,4592,doll_0.008230000000000001 b
4593,4593,doll_0.005679999999999999 b
4594,4594,doll_0.07693000000000001 b
4595,4595,doll_0.01067 b
4596,4596,doll_0.00477 b
4597,4597,doll_0.00213 b
4598,4598,doll_0.0466 b
4599,4599,doll_0.0294 b
4600,4600,doll_0.00302 b
4601,4601,doll_0.00272 b
4602,4602,doll_0.01448 b
4603,4603,doll_0.00256 b
4604,4604,doll_0.00121 b
4605,4605,doll_0.0 b
4606,4606,doll_0.29423 b
4607,4607,doll_0.02609 b
4608,4608,doll_0.00166 b
4609,4609,doll_0.00196 b
4610,4610,doll_0.00157 b
4611,4611,doll_0.0021000000000000003 b
4612,4612,doll_0.16403 b
4613,4613,doll_0.00487 b
4614,4614,doll_0.01485 b
4615,4615,doll_0.02682 b
4616,4616,doll_0.01794 b
4617,4617,doll_0.036770000000000004 b
4618,4618,doll_0.23575 b
4619,4619,doll_0.53261 b
4620,4620,doll_0.00574 b
4621,4621,doll_0.05738 b
4622,4622,doll_0.00155 b
4623,4623,doll_0.0091 b
4624,4624,doll_0.00878 b
4625,4625,doll_0.01866 b
4626,4626,doll_0.00382 b
4627,4627,doll_0.09986 b
4628,4628,doll_0.004940000000000001 b
4629,4629,doll_0.53307 b
4630,4630,doll_0.06453 b
4631,4631,doll_0.011859999999999999 b
4632,4632,doll_0.00477 b
4633,4633,doll_0.0028 b
4634,4634,doll_0.00227 b
4635,4635,doll_0.01017 b
4636,4636,doll_0.01068 b
4637,4637,doll_0.002 b
4638,4638,doll_0.15902000000000002 b
4639,4639,doll_0.0127 b
4640,4640,doll_0.21459999999999999 b
4641,4641,doll_0.00674 b
4642,4642,doll_0.01565 b
4643,4643,doll_0.06388 b
4644,4644,doll_0.00158 b
4645,4645,doll_0.0059299999999999995 b
4646,4646,doll_0.0033 b
4647,4647,doll_0.01154 b
4648,4648,doll_0.00237 b
4649,4649,doll_0.05835 b
4650,4650,doll_0.14016 b
4651,4651,doll_0.002 b
4652,4652,doll_0.00132 b
4653,4653,doll_0.007 b
4654,4654,doll_0.00789 b
4655,4655,doll_0.01943 b
4656,4656,doll_0.16947 b
4657,4657,doll_0.1222 b
4658,4658,doll_0.00184 b
4659,4659,doll_0.01499 b
4660,4660,doll_0.01088 b
4661,4661,doll_0.0502 b
4662,4662,doll_0.00121 b
4663,4663,doll_0.07418000000000001 b
4664,4664,doll_0.16222 b
4665,4665,doll_0.16463 b
4666,4666,doll_0.19726 b
4667,4667,doll_0.0016200000000000001 b
4668,4668,doll_0.0038 b
4669,4669,doll_0.0016 b
4670,4670,doll_0.00199 b
4671,4671,doll_0.00857 b
4672,4672,doll_0.11925 b
4673,4673,doll_0.00901 b
4674,4674,doll_0.0016799999999999999 b
4675,4675,doll_0.15098 b
4676,4676,doll_0.17747 b
4677,4677,doll_0.45045999999999997 b
4678,4678,doll_0.00411 b
4679,4679,doll_0.0202 b
4680,4680,doll_0.0024700000000000004 b
4681,4681,doll_0.0034 b
4682,4682,doll_0.0050999999999999995 b
4683,4683,doll_0.00229 b
4684,4684,doll_0.0086 b
4685,4685,doll_0.00893 b
4686,4686,doll_0.44036000000000003 b
4687,4687,doll_0.00736 b
4688,4688,doll_0.00732 b
4689,4689,doll_0.016489999999999998 b
4690,4690,doll_0.0115 b
4691,4691,doll_0.0018 b
4692,4692,doll_0.010289999999999999 b
4693,4693,doll_0.00529 b
4694,4694,doll_0.00462 b
4695,4695,doll_0.00464 b
4696,4696,doll_0.01567 b
4697,4697,doll_0.00937 b
4698,4698,doll_0.22383 b
4699,4699,doll_0.00367 b
4700,4700,doll_0.00216 b
4701,4701,doll_0.00656 b
4702,4702,doll_0.0019399999999999999 b
4703,4703,doll_0.00391 b
4704,4704,doll_0.0143 b
4705,4705,doll_0.0257 b
4706,4706,doll_0.00618 b
4707,4707,doll_0.00281 b
4708,4708,doll_0.01799 b
4709,4709,doll_0.3411 b
4710,4710,doll_0.00269 b
4711,4711,doll_0.00102 b
4712,4712,doll_0.20643 b
4713,4713,doll_0.00415 b
4714,4714,doll_0.01587 b
4715,4715,doll_0.01165 b
4716,4716,doll_0.0146 b
4717,4717,doll_0.01573 b
4718,4718,doll_0.05318 b
4719,4719,doll_0.0037 b
4720,4720,doll_0.00323 b
4721,4721,doll_0.06112 b
4722,4722,doll_0.09193000000000001 b
4723,4723,doll_0.0025 b
4724,4724,doll_0.01988 b
4725,4725,doll_0.033299999999999996 b
4726,4726,doll_0.00463 b
4727,4727,doll_0.049100000000000005 b
4728,4728,doll_0.00662 b
4729,4729,doll_0.04994 b
4730,4730,doll_0.00171 b
4731,4731,doll_0.13635 b
4732,4732,doll_0.0076500000000000005 b
4733,4733,doll_0.00428 b
4734,4734,doll_0.013099999999999999 b
4735,4735,doll_0.01141 b
4736,4736,doll_0.02895 b
4737,4737,doll_0.07590000000000001 b
4738,4738,doll_0.00365 b
4739,4739,doll_0.00157 b
4740,4740,doll_0.08175 b
4741,4741,doll_0.00453 b
4742,4742,doll_0.01365 b
4743,4743,doll_0.01688 b
4744,4744,doll_0.004900000000000001 b
4745,4745,doll_0.04439 b
4746,4746,doll_0.01796 b
4747,4747,doll_0.49698000000000003 b
4748,4748,doll_0.00164 b
4749,4749,doll_0.00342 b
4750,4750,doll_0.323 b
4751,4751,doll_0.0023799999999999997 b
4752,4752,doll_0.00257 b
4753,4753,doll_0.00242 b
4754,4754,doll_0.00272 b
4755,4755,doll_0.0056 b
4756,4756,doll_0.00492 b
4757,4757,doll_0.0030099999999999997 b
4758,4758,doll_0.004849999999999999 b
4759,4759,doll_0.01766 b
4760,4760,doll_0.02556 b
4761,4761,doll_0.54945 b
4762,4762,doll_0.8540399999999999 b
4763,4763,doll_0.07598999999999999 b
4764,4764,doll_0.00299 b
4765,4765,doll_0.00743 b
4766,4766,doll_0.0183 b
4767,4767,doll_0.0054800000000000005 b
4768,4768,doll_0.00207 b
4769,4769,doll_0.00287 b
4770,4770,doll_0.01426 b
4771,4771,doll_0.08682 b
4772,4772,doll_0.13901 b
4773,4773,doll_0.03221 b
4774,4774,doll_0.19241 b
4775,4775,doll_0.01494 b
4776,4776,doll_0.01221 b
4777,4777,doll_0.0019 b
4778,4778,doll_0.0057 b
4779,4779,doll_0.01001 b
4780,4780,doll_0.03102 b
4781,4781,doll_0.02029 b
4782,4782,doll_0.05115 b
4783,4783,doll_0.0391 b
4784,4784,doll_0.028300000000000002 b
4785,4785,doll_0.00368 b
4786,4786,doll_0.0048 b
4787,4787,doll_0.00488 b
4788,4788,doll_0.00871 b
4789,4789,doll_0.0064 b
4790,4790,doll_0.019899999999999998 b
4791,4791,doll_0.062229999999999994 b
4792,4792,doll_0.00126 b
4793,4793,doll_0.00578 b
4794,4794,doll_0.00198 b
4795,4795,doll_0.14709999999999998 b
4796,4796,doll_0.32233999999999996 b
4797,4797,doll_0.00185 b
4798,4798,doll_0.024579999999999998 b
4799,4799,doll_0.00285 b
4800,4800,doll_0.24 b
4801,4801,doll_0.007019999999999999 b
4802,4802,doll_0.00524 b
4803,4803,doll_0.0025 b
