,name,industry,sector,headquarters,founded,type,founders,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
5989,CBS Films Inc.,['Film'],,"['Brentwood, Los Angeles', 'California']",['March 2007'],['Subsidiary'],['Leslie Moonves'],[],[],[],[],[],"['2 (as of  2019)', '[3]']","['www', '.cbsfilms', '.com']"
5990,Castle Rock Entertainment,['Film'],,"['Beverly Hills, California']","['June\xa019, 1987']",['Subsidiary'],"['Martin Shafer', 'Glenn Padnick']",[],['Film production'],[],[],[],[],[]
5991,"Carolco Pictures, Inc.",['Entertainment'],,"['Los Angeles, California']","['March 30, 1976']",['Private'],"['Mario Kassar', 'Andrew G. Vajna']",[],[],[],[],[],[],['carolcofilms.com']
5992,Caravan Pictures,['Entertainment'],,"['Santa Monica', 'California', 'United States']","['November\xa017, 1992']",['Subsidiary'],"['Roger Birnbaum', 'Joe Roth']",[],[],[],[],[],['7\xa0(1997)'],[]
5993,"Columbia Pictures Industries, Inc.",['Film'],,['10202 West Washington Boulevard'],"['June\xa019, 1918', ' (as Cohn-Brandt-Cohn (CBC) Film Sales Corporation) in ', ', United States', 'January\xa010, 1924', ' (as Columbia Pictures) in ', ', United States']",['Division'],"['Harry', 'Jack Cohn', 'Joe Brandt']",[],[],[],[],[],[],['sonypictures.com']
5994,Blinding Edge Pictures,['Film'],,"['Berwyn, Pennsylvania', 'U.S.']","['August\xa02,\xa01998']",['Private'],['M. Night Shyamalan'],[],[],[],[],[],[],[]
5995,Batjac Productions,['Entertainment'],,[],"['1952 (as Wayne/Fellows Productions)', '1956 (as Batjac Productions)']",[],"['John Wayne', 'Robert Fellows']",[],[],[],[],[],[],[]
5996,Monogram Pictures,['Entertainment'],,"['Los Angeles', 'California', 'New York City, New York']","['Southern California (1931)', 'predecessor-in-interest to Allied Artists Pictures Corporation (1946)']",[],"['W. Ray Johnston', 'Trem Carr']",[],[],[],[],[],[],"['monogrampictures', '.com']"
5997,"Artisan Entertainment, Inc.","['Home video', 'Motion pictures']",,"['Van Nuys, CA', 'Santa Monica, CA']","['1983', ' (as U.S.A. Home Video)']",['Subsidiary'],[],[],[],[],[],[],[],[]
5998,American Zoetrope,"['Motion pictures', 'Television']",,"['San Francisco', 'California', 'United States']","['December\xa012, 1969']",['Production company'],[],[],[],[],[],[],[],"['zoetrope', '.com']"
5999,"Storyteller Distribution Co., LLC",['Entertainment'],,['Universal City'],"['December\xa016, 2015']",['Joint venture'],"['Steven Spielberg', 'Jeff Skoll', 'Darren Throop', 'Anil Ambani']",[],[],[],[],[],[],"['amblin', '.com']"
6000,"Amblin Entertainment, Inc.",['Film'],,"['Universal City, California', 'U.S.']",['1980'],['Subsidiary'],"['Steven Spielberg', 'Kathleen Kennedy', 'Frank Marshall']",[],['Film production'],[],[],[],[],"['amblin', '.com', '/movie', '/']"
6001,Affirm Films,"['Film', 'Television programming']",,"['10202 West Washington Boulevard', 'Culver City, California']",['2007'],['Subsidiary'],[],[],[],[],[],[],['28'],"['www', '.affirmfilms', '.com']"
6002,"2929 Entertainment, LLC","['Movies', 'television', 'home entertainment', 'home video', 'movie theaters']",,"['Dallas', 'Texas']",['2002'],['Private'],"['Todd Wagner', 'Mark Cuban']",[],[],[],[],[],[],"['2929entertainment', '.com']"
6003,American International Pictures,"['Television production', 'Television syndication']",,"['Los Angeles', 'California', 'U.S.']","['April\xa02, 1954', ' (original)', '\nOctober\xa07, 2020', ' (relaunch)', '1964']",['Label'],"['James H. Nicholson', 'Samuel Z. Arkoff']",[],[],[],[],[],[],[]
6004,Syncopy Films Inc.,['Motion picture'],,"['Los Angeles', 'California']","['February 27, 2001']",['Privately held company'],"['Christopher Nolan', 'Emma Thomas']",[],[],[],[],[],['4\xa0'],[]
6005,PolyGram Filmed Entertainment,[],,[],['May 8 1979'],['Subsidiary'],"['Peter Guber', 'Jon Peters']",[],[],[],[],[],[],[]
6006,The Rank Organisation,['Entertainment'],,['London'],['23\xa0April 1937'],['Public'],['J. Arthur Rank'],[],[],[],[],[],[],[]
6007,Marv Studios,"['Film', 'television production']",,"['London', 'Glendale, California']",['1997'],['Production company'],"['Matthew Vaughn', 'Guy Ritchie']",[],[],[],[],[],[],['Official website']
6008,Intermedia Films,['Film'],,"['Los Angeles', 'California', 'U.S.']","['1991', ' (as Intermedia Film Equities)', '1996', ' (as Intermedia Films)']",['Private'],['Nigel Sinclair'],[],[],[],[],[],"['11–50', '[', 'citation needed', ']']",[' (archive)']
6009,Heyday Films Ltd.,['Film industry'],,"['Borehamwood', 'Hertfordshire']",['London'],['Private'],['David Heyman'],[],['Film production'],[],[],[],[],[]
6010,Hammer Films,"['Film production', 'Television production', 'Theatrical production', 'Publishing']",,['London'],['November\xa01934'],['Production company'],"['William Hinds', 'James Carreras']",[],[],[],[],[],[],['Official website']
6011,Film4 Productions,[],,"['London', 'England', 'United Kingdom']",['1982'],['Film production company'],[],[],[],[],[],[],[],"['www', '.film4productions', '.com']"
6012,Film Tank,[],,[],[],"['Film', 'Production', 'Television']",[],[],[],[],[],[],[],[]
6013,Eon Productions Ltd.,"['Entertainment', 'Film']",,"['London', 'United Kingdom']",['13\xa0December 1962'],['Private company limited by shares'],"['Albert R. Broccoli', 'Harry Saltzman']",[],[],[],[],[],[],"['eon', '.co', '.uk']"
6014,Associated British Picture Corporation,"['Film', 'television']",,['England'],['1927'],[],[],[],[],[],[],[],[],[]
6015,Aura Films Ltd,['production company'],,['Colchester'],['2011'],[],[],[],[],[],[],[],[],[]
6016,Anglo-Amalgamated,"['Film production', 'Film distribution']",,['United Kingdom'],['1945'],[],[],[],[],[],[],[],[],[]
6017,Five Star Production Co. Ltd.,['Motion pictures'],,"['Bangkok', 'Thailand']",['1973'],['Private'],[],[],[],[],[],[],[],['http://www.fivestarproduction.co.th/']
6018,AB Svensk Filmindustri,"['Film, television']",,"['Stockholm', 'Sweden']","['27\xa0December 1919', ' by merger (as Svensk Filmindustri)']",['Subsidiary'],[],[],[],[],[],[],[],"['sfstudios', '.se']"
6019,National Cinema Studio of feature films named after ,['Motion Pictures'],,"['Kyiv', 'Ukraine']",['1927'],[],[],[],[],[],[],[],[],[]
6020,Phranakorn Film Co. Ltd.,['Motion pictures'],,"['Bangkok', 'Thailand']",['2001'],[],[],[],[],[],[],[],[],['Official site']
6021,Kantana Group Public Company Limited,"['Television', 'Film', 'Education', 'Content Management', 'New Biz']",,"['Bangkok', 'Thailand']",['1951'],['Public company'],[],[],[],[],[],[],[],['http://www.kantana.com/']
6022,GMM Tai Hub Co. Ltd.,['Motion pictures'],,['Bangkok'],['2003'],['Subsidiary'],[],[],[],[],[],[],[],"['www', '.gth', '.co', '.th']"
6023,GDH 559,['Film production'],,"['Bangkok', 'Thailand']",['5\xa0January 2016'],['Private'],[],[],[],[],[],[],[],"['www', '.gdh559', '.co', '.th']"
6024,Next Entertainment World,"['Entertainment', 'Mass media', 'Production']",,"['Gangnam-gu', 'Seoul', 'South Korea', 'Nonhyeon-dong', 'Gangnam-gu', 'Seoul', 'South Korea']","['June\xa025,\xa02008', ' (as Domeo Holdings)', 'September\xa01,\xa02008']",['Joint-stock'],['Kim Woo-taek'],[],"['Distribution', 'film production']",[],[],[],[],"['its-new', '.co', '.kr']"
6025,Kakao M Corp.,['Entertainment'],,['Seoul'],['October\xa01978'],"['Public', 'Jusikhoesa (J.H.)']",['Min Yeong-bin'],[],"['Music Production', 'Media Production', 'Record Distribution', 'Licensing', 'Publishing']",['US$'],"[' ', 'KRW', ' 65.9 billion (2015)', 'KRW', ' 58.4 billion (2014)', '[4]']","[' ', 'KRW', ' 303.8 billion\xa0(2014', '[4]', ')']","['361 (as of October\xa02016', '\xa0(', '2016-10', ')', ')', '[4]']",['kakao-m.com']
6026,DSP Media,['Entertainment'],,['Mapo-gu'],['October\xa01991'],['Subsidiary'],['Lee Ho-yeon'],[],[],[],[],[],[],"['dspmedia', '.co', '.kr']"
6027,Bonnier AB,"['Mass media', 'E-commerce', 'Real estate', 'Investment services']",,['Stockholm'],['Copenhagen'],['Private company'],[],[],[],"[' ', '4.097 billion ']","[' ', 'US$', '305 million ', '(2013)']",[],"['9,226 (2013)']","['bonnier', '.com']"
6028,Coridel Entertainment,['Entertainment'],,"['Seoul', 'South Korea']",['2015'],['Private'],['Tyler Kwon (CEO)'],[],[],[],[],[],[],"['coridelent', '.com']"
6029,Petróleos de Venezuela S.A.,['Oil and gas'],,['Maracaibo'],['1976'],['State-owned enterprise'],[],[],[],['$'],[],"[' $189.7 billion (2016)', '[3]']","['70,000']",['pdvsa.com']
6030,Cinema Service,['Film'],,"['Seoul, Korea']",['1993'],[],['Kang Woo-suk'],[],"['Film distribution', 'Film production']",[],[],[],[],"['www', '.cinemaservice', '.com']"
6031,ANCAP,[],,[],[],['State-owned company'],[],[],[],[],[],[],[],[]
6032,CJ Entertainment Inc.,['Film'],,"['Seoul', 'South Korea']",['January 2000'],['Division'],['CJ Group'],[],"['Film distribution', 'Film production']","[' ', 'US$', ' 1.64 billion ', '(2013)', '[2]']","[' US$ 47 million ', '(2013)', '[2]']","[' US$ 2.12 billion ', '(2013)', '[2]']","['2,233']",['http://www.cj-entertainment.com/']
6033,Triggerfish Animation Studios,"['CGI animation', 'Motion pictures']",,"['Cape Town, South Africa']",['1996'],[],[],[],[],[],[],[],[],"['triggerfish', '.com']"
6034,Petróleos del Perú S.A.,['Oil and gas'],,['Lima'],"['July\xa024, 1969']",['State company'],['Juan Francisco Velasco Alvarado'],[],[],[],[],[],[],"['www', '.petroperu', '.com', '.pe']"
6035,"Myung Film Co., Ltd.",['film'],,"['Jongno District', 'Seoul', 'South Korea']",['1995'],['Private'],[],[],"['distribution', 'film production']",[],[],[],[],"['myungfilm', '.com']"
6036,Lotte Cultureworks,['film'],,"['Songpa District', 'Seoul', 'South Korea']",['September\xa02003'],['Private'],[],[],"['Distribution', 'film production']",[],[],[],[],['lottecinema.co.kr/LCCS']
6037,Petróleos Paraguayos,['oil'],,"['Asuncion', 'Paraguay']",['1981'],['state owned'],[],[],[],[' US$ 800 million (2008)'],[],[],"['2,700 (2008)']",[]
6038,Petroecuador,['Oil and gas'],,"['Quito', 'Ecuador']","['Quito', 'Ecuador']",['Government-owned'],[],[],[],[],[],[],[],"['www', '.eppetroecuador', '.ec']"
6039,Ecopetrol S.A.,['Oil and Gas'],,"['Bogotá', 'Colombia']",['1921 (Tropical Oil Company - Mares Concession)'],['Sociedad Anónima'],['1951 (Ecopetrol - created in 1948 by means of Law 165 of that year)'],[],[],['Col$'],['Col$29.698\xa0trillion\xa0(2021)'],['Col$244.250\xa0trillion\xa0(2021)'],"['9,315']","['www', '.ecopetrol', '.com', '.co']"
6040,GlavKino,['Motion pictures'],,"['Krasnogorsk', 'Moscow Oblast', 'Russia']",['2008'],['Corporation'],[],[],[],[],[],[],"['1,500']",['glavkino.ru']
6041,Enjoy Movies,['Cinema'],,"['Moscow, (Russian HQ)']",['2010'],[],"['Sarik Andreasyan', 'Gevond Andreasyan', 'Georgiy Malkov']",[],['Movie Production'],[],[],[],[],['Enjoy-Movies.Ru']
6042,Empresas Copec S.A.,['Energy'],,"['Santiago', 'Chile']",['1934'],['Sociedad Anónima'],[],[],[],['US$'],[],[],"['8,644']",['www.ec.cl']
6043,Lennauchfilm,['Motion pictures'],,['St. Petersburg'],['1933'],['Corporation'],[],[],[],[],[],[],[],['http://www.lennauchfilm.ru']
6044,Bazelevs,['Cinema'],,"['Moscow, Russia (Russian HQ)', 'New York, US (International HQ)']",['1991'],['Subsidiary'],['Timur Bekmambetov'],[],"['Movie production', 'special effects']",[],[],[],[],"['bazelevs', '.ru']"
6045,Central Partnership,['Motion pictures'],,"['Moscow, Russia']",['1995'],"['Federal State Unitary Enterprise', 'Subsidiary']",[],[],[],[],[],[],[],"['centpart.ru', 'centpart.ru/en']"
6046,Yacimientos Petrolíferos Fiscales Bolivianos,['Oil and gas'],,"['La Paz', 'Bolivia']","['December\xa021, 1936']",['State-owned enterprise'],[],[],[],[],[],[],[],"['ypfb', '.gob', '.bo']"
6047,YPF S.A.,['Petroleum and natural gas'],,"['Buenos Aires', 'Argentina']","['June\xa03, 1922', ' ']",['Sociedad Anónima'],"['Government of Argentina', 'Hipólito Yrigoyen']",[],"['Fuel stations', 'LNG', 'Oil refining']",[' US$17.5\xa0billion '],[],"['US$24.4\xa0billion ', '(12/2014)', '[5]']","['14,000', '[6]']",['ypf.com']
6048,Bridas,"['Petroleum', 'energy']",,"['Buenos Aires', 'Argentina']",['1948'],['Private'],['Bulgheroni Family'],[],[],[' US$600 million (1997)'],[],[],[],[]
6049,Russian World Studios,[],,[],[],[],[],[],[],[],[],[],[],[]
6050,Petróleo Brasileiro S.A. — Petrobras,"['Energy', 'Oil and gas']",,['Rio de Janeiro'],['3 October 1953'],"['Public', 'Mixed Economy']",['Government of Brazil'],[],[],['US$'],"[' ', 'US$', ' 37.5 billion ', '(2021)', '[5]']","[' ', 'US$', ' 174.3 billion ', '(2021)', '[5]']","['45,532 ', '(2021)', '[7]']",['www.petrobras.com.br']
6051,Oil Search,['Petroleum'],,['Port Morseby'],['1929'],['Dual-listed public company'],[],[],['Oil & gas exploration'],['US$'],"['(', 'US$', ' 175 million)\xa0(2020)']",[],[],['www.oilsearch.com']
6052,Kinostudiya MosFilm,['Motion pictures'],,"['Moscow', 'Russia']",['30\xa0January 1924'],['Federal State Unitary Enterprise'],[],[],[],"['$20.1\xa0million', '\xa0(2017)']","['$1.89\xa0million', '[1]', '\xa0(2017)']","['$63.2\xa0million', '[1]', '\xa0(2017)']","['1,500']","['en', '.mosfilm', '.ru']"
6053,Melnitsa Animation Studio,"['Animation', 'Motion pictures']",,"['Saint Petersburg', 'Russia']","['March 26, 1999']",[],[],[],[],"['$1.57\xa0million', '\xa0(2017)']","['$207,909', '[1]', '\xa0(2017)']","['$12.9\xa0million', '[1]', '\xa0(2017)']",['325 (2014)'],"['www', '.melnitsa', '.com']"
6054,Animaccord Animation Studio,"['Animation', 'Motion pictures']",,"['Miami', 'Florida', 'United States']",['May 2008'],['Private'],[],[],[],[],[],[],[],"['www', '.animaccord', '.com']"
6055,Non-Stop Production,['Motion pictures'],,"['Moscow', 'Russia']",['2005'],[],[],[],[],[],[],[],[],['nonstopkino.ru']
6056,Wizart Animation,"['Motion pictures', 'Television']",,"['\n', '\n']",['2007'],['Animation studio'],"['Vladimir Nikolaev', 'Yuri Moskvin']",[],['Television'],[],[],[],['200 (2021)'],"['www', '.wizartanimation', '.com']"
6057,"Computer Animation Studio, Petersburg","['Animation', 'Motion pictures']",,"['Saint Petersburg', 'Russia']",['March\xa02003'],[],[],[],[],[],[],[],['150+'],"['skapetersburg', '.ru']"
6058,BHP Group Limited,"['Metals', 'Mining']",,"['Melbourne', 'Victoria, Australia']",['1885'],['Public limited company'],[],[],[],"[' ', ' (2021)']","[' ', 'US$25.906 billion', ' (2021)', '[1]']","[' ', 'US$108.927 billion', ' (2021)', '[1]']","['80,000 (2021)', '[2]']","['www', '.bhp', '.com']"
6059,The Todd Corporation Limited,"['Conglomerate', 'Natural gas wholesaling', 'LPG wholesaling', 'Electricity generation', 'Electricity retailing', 'Natural gas retailing']",,"['Wellington', 'Wellington', 'New Zealand', 'Wellington', 'New Zealand']","['Otago', 'New Zealand']","['Limited company', 'Private', 'Private']",['Charles Todd Snr.'],[],[],[],[],[],['450'],"['ToddCorporation.com', 'www.toddenergy.co.nz']"
6060,Woodside Energy Group Ltd,['Oil and gas'],,['Perth'],['26\xa0July\xa01954'],['Public'],[],[],[],['A$ 6.96 billion (2021)'],[],[],"['≈5,000 (2022)']","['www', '.woodside', '.com', '.au']"
6061,Santos Ltd.,['Energy'],,"['Flinders Street, Adelaide', 'South Australia']",['18 March 1954'],['Public'],[],[],[],['US$3.660\xa0billion (2018)'],[],[],"['2,190 (2018)']","['santos', '.com']"
6062,Origin Energy Ltd,['Energy'],,"['Barangaroo', 'Sydney', 'New South Wales']","['February 2000, but parts of the business date from the 20th century']",['Public'],[],[],[],['A$'],[],[],[],"['originenergy', '.com', '.au']"
6063,AWE Limited,['Energy'],,"['Perth, Australia']",['1997-2018'],['Public'],[],[],[],[],[],[],[],['https://mitsuiepmidwest.com.au']
6064,XTO Energy Inc.,['Petroleum industry'],,"['Spring', 'Texas', 'United States']",['1986'],['Subsidiary'],['Bob R. Simpson'],[],[],[],[],[],[],['xtoenergy.com']
6065,Wizart Animation,"['Motion pictures', 'Television']",,"['\n', '\n']",['2007'],['Animation studio'],"['Vladimir Nikolaev', 'Yuri Moskvin']",[],['Television'],[],[],[],['200 (2021)'],"['www', '.wizartanimation', '.com']"
6066,"VAALCO Energy, Inc.",['Petroleum industry'],,['Houston'],['1985'],['Public company'],[],[],[],[' $199 million (2021)'],[],[' $263 million (2021)'],"['117, including 80 in ', 'Gabon', ' (2021)']","['www', '.vaalco', '.com']"
6067,Valero Energy Corporation,['Oil and gas'],,"['San Antonio', 'Texas', 'United States']","['January\xa01, 1980']",['Public'],['William Greehey'],[],[],"[' ', ' ']","[' ', 'US$4.572 billion', ' ', '(2018)', '[1]']","[' ', 'US$50.158 billion', ' ', '(2018)', '[1]']","['10,015 ', '(January 2018)', '[1]']","['www', '.valero', '.com']"
6068,Se-ma-for,['licensing'],,['Lodz'],['1947'],[],[],[],[],[],[],[],[],"['www', '.se-ma-for', '.com']"
6069,Star Cinema,"['Broadcast media', 'Television production']",,"['ABS-CBN Broadcasting Center', 'ABS-CBN Broadcasting Center', 'Diliman', 'Quezon City', 'Philippines']","['May\xa08,\xa01993', '1997']",['Subsidiary'],[],[],['Film and television post-production'],"['₱', 'FY']",[],[],[],"['starcinema', '.abs-cbn', '.com']"
6070,Viva Films,['Motion pictures'],,"['Pasig', 'Philippines']","['Quezon City', 'Philippines']",['Subsidiary'],['Vicente del Rosario Jr.'],[],[],[],[],[],[],[]
6071,"Sampaguita Pictures, Inc.",['Motion pictures'],,"['Granada Street', 'New Manila', 'Quezon City', 'Philippines']",['1937'],['Film production'],[],[],[],[],[],[],[],[]
6072,Southwestern Energy Company,['Petroleum industry'],,"['Spring, Texas']","['1929', ' (as Arkansas Western Gas Company)']",['Public company'],[],[],[],"[' ', ' (2021)']",[],[' US$11.848 billion (2021)'],['938 (2020)'],"['www', '.swn', '.com']"
6073,SM Energy Company,['Petroleum industry'],,['Denver'],['1908'],['Public company'],[],[],[],[' $2.622 billion (2021)'],[],[' $5.233 billion (2021)'],['506 (2021)'],"['sm-energy', '.com']"
6074,"Shell USA, Inc.",['Oil and gas'],,"['Houston', 'Texas', 'United States']",['U.S.'],['Subsidiary'],[],[],[],['US$'],[],[],"['12,100+ (2021)', '[3]']","['www', '.shell', '.us']"
6075,"SandRidge Energy, Inc.",['Petroleum industry'],,"[' ', 'SandRidge Center', 'Oklahoma City', ', ', 'Oklahoma', 'United States']",['2006'],['Public company'],['Tom L. Ward'],[],[],[' $168 million (2021)'],[],[' $352 million (2021)'],['101 (2021)'],"['sandridgeenergy', '.com']"
6076,LVN Pictures,[],,"['Quezon City, Metro Manila']",['1938'],['Private'],[],[],"['Film studio', 'Post-production']",[],[],[],[],[]
6077,OctoArts Films,"['Theatrical distribution', 'film production', 'marketing']",,"['Quezon City', 'Philippines']",['1989'],['Subsidiary'],['Orlando R. Ilacad'],[],[],[],[],[],[],[]
6078,SF Norge,[],,['Norway'],['1989'],['Film distribution'],[],[],[],[],[],[],[],[]
6079,Range Resources Corporation,['Petroleum industry'],,"['Fort Worth, Texas']",['1976'],['Public company'],[],[],[],"[' ', ' (2021)']",[],[' US$6.660 billion (2021)'],['527 (2021)'],"['rangeresources', '.com']"
6080,GMA Pictures,"['Film distribution', 'Film production', 'Television production']",,"['GMA Network Center', 'EDSA', 'Timog Avenue', 'Quezon City', 'Philippines']",['1995'],['Subsidiary'],['Felipe Gozon'],[],[],[],[],[],[],"['gmanetwork', '.com', '/films']"
6081,Storm Studios,['Entertainment'],,"['Oslo', 'Norway']","['November 1, 2001']",[],[],[],[],[],[],[],[],[]
6082,Pioneer Natural Resources Company,['Petroleum industry'],,"['Irving, Texas']",['1997'],['Public company'],[],[],[],[' $14.643 billion (2021)'],[],[' $36.811 billion (2021)'],"['1,932 (2021)']","['pxd', '.com']"
6083,Ovintiv Inc.,['Petroleum industry'],,"['Denver, Colorado']","['Calgary', 'Alberta']",['Public company'],[],[],[],"[' ', ' (2021)']",[],[' US$14.055 billion (2021)'],"['1,713 (2021)']","['www', '.ovintiv', '.com']"
6084,Occidental Petroleum Corporation,['Chemical industry'],,"['Houston, Texas']",['June\xa01909'],['Public company'],[],[],[],['US$'],"[' ', 'US$', '2.790 Billion (', 'Fiscal Year Ended December 31, 2021', ')', '[1]']","[' ', 'US$', '75.036 Billion (', 'Fiscal Year Ended December 31, 2021', ')', '[1]']","[' 11,618 (', 'Fiscal Year Ended December 31, 2021', ')', '[1]']","['oxy', '.com']"
6085,Murphy Oil Corporation,['Petroleum industry'],,"['Houston, Texas', 'United States']",['1944'],['Public company'],['Charles H. Murphy Sr.'],[],[],[' $2.801 billion (2021)'],[],[' $10.305 billion (2021)'],['696 (2021)'],"['www', '.murphyoilcorp', '.com']"
6086,Marathon Oil Corporation,['Petroleum'],,"['Marathon Oil Tower', 'Houston']","['1887', ' as ""The Ohio Oil Company""']",['Public company'],[],[],[],[' $3.086 billion (2020)'],[],[' $17.956 billion (2020)'],"['1,672 (2020)']",['marathonoil.com']
6087,"Laredo Petroleum, Inc.",['Petroleum industry'],,"['Tulsa, Oklahoma']",['2006'],['Public company'],['Randy A. Foutch'],[],[],[' $677 million (2020)'],[],[' $1.442 billion (2020)'],['257 (2020)'],"['laredopetro', '.com']"
6088,"Koch Industries, Inc.",['Conglomerate'],,"['Wichita, Kansas']","['February\xa08, 1940']",['Private'],['Fred C. Koch'],[],[],['US$'],[],[],"['120,000 (2022)', '[4]']","['www', '.kochind', '.com']"
6089,"WingNut Films, Inc.",['Motion picture'],,['Wellington'],"['14 February 1987', ' (as an independent film company)', '17 March 2003', ' (as an incorporated company)']",['Public'],['Michael Stephens'],[],[],[],[],[],[],[]
6090,"HKN, Inc.",['Petroleum industry'],,"['Southlake, Texas']",['1973'],['Public company'],[],[],[],[' $385 thousand (2016)'],[],[' $11 million (2016)'],['18'],"['www', '.hkninc', '.com']"
6091,New Zealand Film Commission,[],,[],[],['Incentive'],[],[],[],[],[],[],[],[]
6092,KRU Studios,[],,"['Bukit Jalil', 'Kuala Lumpur', 'Malaysia']","['Kuala Lumpur', 'Malaysia']",['Private Limited Company'],[],[],[],[],[],[],[],"['www', '.krustudios', '.com']"
6093,Astro Shaw Sdn Bhd,['Film'],,['Malaysia'],['2005'],['Private Limited Company'],[],[],"['Film production, distribution and marketing']",[],[],[],[],"['www', '.astroshaw', '.com', '.my']"
6094,"Toei Company, Ltd.","['Film and television', 'Video games']",,"['Ginza', 'Chūō, Tokyo']",['Tokyu'],"['Public', 'KK']",['Keita Goto'],[],['Film and TV distribution and marketing'],"['¥ 66,300,000,000', '(as of March 2006)']",[],[],"['343', '(as of March 1, 2019)', '[1]']","['www', '.toei', '.co', '.jp']"
6095,Hess Corporation,['Oil and gas'],,"['New York City', 'New York']","['December\xa011, 1919']",['Public'],['Leon Hess'],[],[],"[' ', '\xa0(2020)']","[' −', 'US$', '393', ' million', '[1]', '\xa0(2020)']","[' ', 'US$18.821 billion', '[1]', '\xa0(2020)']","['1621', '[1]', '\xa0(2020)']","['hess', '.com']"
6096,"Toho Company, Ltd.","['Motion picture, theatre, television, video games']",,"['Yūrakuchō', 'Chiyoda']","['Tokyo', 'Japan']","['Public', 'KK']",['Ichizō Kobayashi'],[],"['Film distribution', 'Film production', 'Movie theatres']",[],[],[],"['3,305', '[2]']","['www', '.toho', '.co', '.jp']"
6097,"Diamondback Energy, Inc.",['Petroleum industry'],,"['Midland, Texas']",[],['Public company'],[],[],[],"[' ', ' (2021)']",[],"[' ', 'US$22.898 billion', ' (2021)']",['870 (2021)'],"['www', '.diamondbackenergy', '.com']"
6098,EQT Corporation,['Petroleum industry'],,"['EQT Plaza', 'Pittsburgh, Pennsylvania']",['1888'],['Public company'],['Michael and Obediah Haymaker'],[],[],"[' ', ' (2020)']",[],[' US$18.113 billion (2020)'],['693 (Dec. 2021)'],"['www', '.eqt', '.com']"
6099,"EOG Resources, Inc.",['Petroleum industry'],,"['Heritage Plaza', 'Houston']",['1999'],['Public company'],['Mark G. Papa'],[],[],[' $11.032 billion (2020)'],[],[' $35.804 billion (2020)'],"['2,900 (2020)']","['www', '.eogresources', '.com']"
6100,Devon Energy Corporation,['Petroleum industry'],,"['Devon Energy Center', 'Oklahoma City']",['1971'],['Public company'],['J. Larry Nichols'],[],[],[' $12.206 billion (2021)'],[],[' $21.025 billion (2021)'],"['1,600 (2021)']","['www', '.devonenergy', '.com']"
6101,"Continental Resources, Inc.",['Petroleum'],,['Oklahoma City'],[],['Public company'],['Harold Hamm'],[],[],[' $5.719 billion (2021)'],[],[' $18.591 billion (2021)'],"['1,254 (2021)']","['clr', '.com']"
6102,Coterra Energy Inc.,['Petroleum industry'],,"['Houston, Texas']",['1989'],['Public company'],[],[],[],"[' ', ' (2021)']",[],[' US$19.900 billion (2021)'],['936 (2021)'],"['coterra', '.com']"
6103,Denbury Inc.,['Petroleum industry'],,"['Plano, Texas']",['1951'],['Public company'],[],[],[],[' $1.258 billion (2021)'],[],[' $1.902 billion (2021)'],['716 (2021)'],"['www', '.denbury', '.com']"
6104,ConocoPhillips Company,['Oil and gas'],,"['Houston Energy Corridor', 'Houston, Texas']","['30\xa0August 2002', ' (as ConocoPhillips Co.)']",['Public'],['Frank Phillips'],[],[],"[' ', ' (2021)']","[' ', 'US$11.16 billion', ' (2021)']","[' ', 'US$90.66 billion', ' (2021)']","['c.', '\u20099,900', ' (December 2021)']",['conocophillips.com']
6105,"Shochiku Co., Ltd.",['Entertainment (Movie)'],,['Tsukiji'],"['Tokyo', 'Japan', 'kabuki']",['Public'],"['大谷竹次郎', '白井松次郎']",[],[],['5.4 billion Yen\xa0(2021)'],[],[],['1427\xa0(2021)'],"['www', '.shochiku', '.co', '.jp']"
6106,Nikkatsu,"['Television production', 'Film']",,['Japan'],['1912'],['Private'],[],[],[],[],[],[],[],"['www', '.nikkatsu', '.com']"
6107,CNX Resources Corporation,['Natural gas'],,[],[],['Public company'],[],[],[],[' $756 million (2021)'],[],[' $8.100 billion (2021)'],['441 (2021)'],"['www', '.cnx', '.com']"
6108,Kadokawa Daiei Studio,['Film'],,"['1-8-19 Fujimi, Chiyoda-ku, Tokyo 102-8078']",['November 2002'],"['Private', 'KK']",[],[],[],[],[],[],[],"['kd-st', '.co', '.jp']"
6109,Chord Energy Corporation,['Petroleum industry'],,"['Houston, Texas']","['July\xa01, 2022']",['Public company'],[],[],[],[],[],[],[],"['www', '.chordenergy', '.com']"
6110,"Eiken Co., Ltd.",['Japanese animation'],,['Arakawa-ku'],"['March\xa010, 1969']",['Kabushiki-gaisha'],['Hidenori Murata'],[],[],[],[],"['823,679,000 yen\xa0(December 31, 2020)']",['50'],[]
6111,HVI Cat Canyon Inc.,"['Petroleum industry', 'Mining']",,"['Santa Maria', 'California', 'U.S.']","['1999', '(Saba; Horizontal Ventures)']",['Privately held company'],[],[],[],[],[],[],['200'],"['www', '.greka', '.com']"
6112,Enoki Films,"['Film, Anime']",,"['Shinjuku, Tokyo']","['London, England']",[],[],[],[],[],[],[],[],['enoki-films.co.jp']
6113,Titanus,[],,"['Rome, Italy']",['1904'],['Production company'],['Gustavo Lombardo'],[],[],[],[],[],[],[]
