ft-revenue_2020_eu,companiesmarketcap-share_price,forbes-profit,companiesmarketcap-pricecap,disfold-market_cap,globaldata-market_cap,valuetoday-annual_net_income_usd,ft-revenue_2017_eu,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,forbes-sales,companiesmarketcap-earnings,forbes-market_value,valuetoday-annual_revenue_usd
,doll_30.28,,doll_124.96 b,,,,,doll_69.54 b,,,,,doll_14.23 b,,
,doll_47.12,,doll_5.59 b,,,,,doll_9.87 b,,,,,doll_0.29 b,,
,doll_166.49,,doll_52.70 b,,,,,doll_4.92 b,,,,,doll_3.15 b,,
,doll_39.10,,doll_164.19 b,,,,,doll_135.65 b,,,,,doll_25.60 b,,
,doll_486.40,,doll_127.47 b,,,,,doll_64.72 b,,,,,doll_6.98 b,,
,doll_108.02,,doll_188.34 b,,,,,doll_45.03 b,,,,,doll_9.31 b,,
,doll_234.18,,doll_121.86 b,,,,,doll_56.62 b,,,,,doll_9.65 b,,
,doll_149.51,,doll_354.30 b,,,,,doll_80.46 b,,,,,doll_18.41 b,,
,doll_80.16,,doll_25.32 b,,,,,doll_31.18 b,,,,,doll_2.58 b,,
,doll_252.37,,doll_69.28 b,,,,,doll_38.84 b,,,,,doll_4.35 b,,
,doll_20.95,,doll_11.20 b,,,,,doll_74.00 b,,,,,doll_2.21 b,,
,doll_117.46,,doll_40.76 b,,,,,doll_18.50 b,,,,,doll_1.93 b,,
,"doll_1,622",,doll_44.97 b,,,,,doll_8.41 b,,,,,doll_1.05 b,,
,doll_273.90,,doll_200.60 b,,,,,doll_22.93 b,,,,,doll_7.59 b,,
,doll_197.94,,doll_615.79 b,,,,,doll_74.86 b,,,,,doll_12.60 b,,
,doll_219.97,,doll_147.89 b,,,,,doll_34.93 b,,,,,doll_7.33 b,,
,doll_32.21,,doll_3.75 b,,,,,doll_17.92 b,,,,,doll_1.18 b,,
,doll_533.37,,doll_128.00 b,,,,,doll_153.24 b,,,,,doll_8.83 b,,
,doll_169.25,,doll_8.03 b,,,,,doll_18.86 b,,,,,doll_1.30 b,,
,doll_14.59,,doll_5.32 b,,,,,doll_15.80 b,,,,,-doll_0.49 b,,
,doll_555.32,,doll_70.30 b,,,,,doll_91.48 b,,,,,doll_3.96 b,,
,doll_127.62,,doll_70.54 b,,,,,doll_34.76 b,,,,,doll_7.35 b,,
,doll_392.71,,doll_61.13 b,,,,,doll_52.69 b,,,,,doll_12.07 b,,
,doll_52.65,,doll_74.65 b,,,,,doll_26.43 b,,,,,doll_4.18 b,,
,doll_44.33,,doll_14.49 b,,,,,doll_38.13 b,,,,,doll_0.64 b,,
,doll_11.69,,doll_2.65 b,,,,,doll_17.45 b,,,,,-doll_1.35 b,,
,doll_80.95,,doll_48.17 b,,,,,doll_12.41 b,,,,,doll_2.39 b,,
,doll_131.60,,doll_9.39 b,,,,,doll_13.22 b,,,,,doll_1.04 b,,
,doll_23.35,,doll_6.32 b,,,,,doll_25.70 b,,,,,doll_1.86 b,,
,doll_533.04,,doll_82.04 b,,,,,doll_35.20 b,,,,,doll_6.72 b,,
,doll_120.24,,doll_318.81 b,,,,,doll_118.73 b,,,,,doll_35.13 b,,
,doll_174.05,,doll_86.32 b,,,,,doll_20.83 b,,,,,doll_4.43 b,,
,doll_95.25,,doll_56.32 b,,,,,doll_19.62 b,,,,,doll_4.31 b,,
,doll_61.59,,doll_15.71 b,,,,,doll_7.21 b,,,,,-doll_1.8 b,,
,doll_50.02,,doll_205.48 b,,,,,doll_52.28 b,,,,,doll_14.66 b,,
,doll_35.58,,doll_22.81 b,,,,,doll_37.67 b,,,,,doll_1.45 b,,
,doll_861.64,,doll_53.91 b,,,,,doll_14.05 b,,,,,doll_2.94 b,,
,doll_22.68,,doll_1.99 b,,,,,doll_4.35 b,,,,,doll_0.19 b,,
,doll_93.10,,doll_157.34 b,,,,,doll_52.02 b,,,,,doll_16.17 b,,
,doll_110.79,,doll_173.34 b,,,,,doll_47.14 b,,,,,doll_6.24 b,,
,doll_68.00,,doll_92.86 b,,,,,doll_30.45 b,,,,,doll_3.59 b,,
,doll_221.26,,doll_41.09 b,,,,,doll_14.30 b,,,,,doll_1.84 b,,
,doll_50.63,,doll_284.20 b,,,,,doll_99.67 b,,,,,doll_34.92 b,,
,doll_63.82,,doll_275.96 b,,,,,doll_42.34 b,,,,,doll_12.88 b,,
,doll_144.19,,doll_144.18 b,,,,,doll_29.32 b,,,,,doll_0.25 b,,
,doll_275.42,,doll_200.49 b,,,,,doll_31.25 b,,,,,doll_8.38 b,,
,doll_251.72,,doll_71.33 b,,,,,doll_19.40 b,,,,,doll_1.99 b,,
,doll_46.69,,doll_5.04 b,,,,,doll_19.04 b,,,,,doll_2.44 b,,
,doll_439.27,,doll_132.58 b,,,,,doll_51.28 b,,,,,doll_9.12 b,,
,doll_244.06,,doll_21.62 b,,,,,doll_15.25 b,,,,,doll_2.39 b,,
,doll_152.73,,doll_190.01 b,,,,,doll_78.95 b,,,,,doll_4.82 b,,
,doll_99.49,,doll_6.65 b,,,,,doll_3.90 b,,,,,doll_0.31 b,,
,doll_115.43,,doll_2.55 b,,,,,doll_3.26 b,,,,,doll_0.14 b,,
,doll_86.74,,doll_49.11 b,,,,,doll_132.41 b,,,,,doll_3.26 b,,
,doll_327.48,,doll_100.12 b,,,,,doll_180.03 b,,,,,doll_9.53 b,,
,doll_60.12,,doll_2.79 b,,,,,doll_4.44 b,,,,,doll_0.36 b,,
,doll_11.31,,doll_3.19 b,,,,,doll_20.48 b,,,,,doll_1.12 b,,
,doll_20.76,,doll_3.31 b,,,,,doll_15.78 b,,,,,doll_0.70 b,,
,doll_79.60,,doll_16.23 b,,,,,doll_14.27 b,,,,,doll_2.07 b,,
,doll_83.34,,doll_12.32 b,,,,,doll_15.81 b,,,,,doll_0.56 b,,
,doll_19.99,,doll_1.66 b,,,,,doll_18.63 b,,,,,doll_20 m,,
,doll_86.82,,doll_43.99 b,,,,,doll_71.30 b,,,,,doll_2.45 b,,
,doll_77.79,,doll_32.40 b,,,,,doll_13.81 b,,,,,doll_2.03 b,,
,doll_45.33,,doll_67.34 b,,,,,doll_23.50 b,,,,,doll_8.33 b,,
,doll_100.58,,doll_155.91 b,,,,,doll_81.46 b,,,,,doll_12.32 b,,
,"doll_2,575",,doll_48.87 b,,,,,doll_16.25 b,,,,,doll_3.07 b,,
,doll_148.74,,doll_8.10 b,,,,,doll_20.61 b,,,,,doll_0.93 b,,
,doll_74.35,,doll_6.69 b,,,,,doll_11.21 b,,,,,doll_1.13 b,,
,doll_220.11,,doll_34.62 b,,,,,doll_4.69 b,,,,,-doll_4.06 b,,
,doll_110.40,,doll_279.90 b,,,,,doll_58.97 b,,,,,doll_17.77 b,,
,doll_37.03,,doll_11.76 b,,,,,doll_17.47 b,,,,,doll_1.50 b,,
,doll_73.63,,doll_43.69 b,,,,,doll_14.48 b,,,,,doll_1.29 b,,
,doll_157.96,,doll_118.03 b,,,,,doll_50.75 b,,,,,doll_10.02 b,,
,doll_111.73,,doll_460.13 b,,,,,doll_386.81 b,,,,,doll_70.64 b,,
,doll_40.14,,doll_23.83 b,,,,,doll_20.60 b,,,,,doll_1.44 b,,
,doll_33.63,,doll_1.48 b,,,,,doll_3.88 b,,,,,doll_0.11 b,,
,doll_148.00,,doll_32.73 b,,,,,doll_27.67 b,,,,,doll_2.19 b,,
,doll_26.16,,doll_6.18 b,,,,,doll_17.37 b,,,,,doll_1.34 b,,
,doll_366.47,,doll_21.07 b,,,,,doll_4.70 b,,,,,doll_0.46 b,,
,doll_34.35,,doll_29.05 b,,,,,doll_14.45 b,,,,,doll_2.34 b,,
,doll_249.63,,doll_64.68 b,,,,,doll_21.68 b,,,,,doll_2.38 b,,
,doll_16.30,,doll_20.97 b,,,,,doll_27.97 b,,,,,doll_3.92 b,,
,doll_56.64,,doll_28.55 b,,,,,doll_14.74 b,,,,,-doll_2.3 b,,
,doll_267.59,,doll_111.00 b,,,,,doll_16.38 b,,,,,doll_3.91 b,,
,doll_250.64,,doll_35.34 b,,,,,doll_26.15 b,,,,,doll_2.55 b,,
,doll_168.63,,doll_68.01 b,,,,,doll_20.50 b,,,,,doll_7.25 b,,
,doll_48.08,,doll_2.27 b,,,,,doll_2.37 b,,,,,doll_0.17 b,,
,doll_6.77,,doll_2.36 b,,,,,doll_6.51 b,,,,,doll_0.56 b,,
,doll_44.63,,doll_37.32 b,,,,,doll_20.44 b,,,,,doll_4.61 b,,
,doll_4.10,,doll_0.88 b,,,,,doll_3.92 b,,,,,doll_0.18 b,,
,doll_381.21,,doll_54.05 b,,,,,doll_272.02 b,,,,,doll_3.17 b,,
,doll_85.45,,doll_19.23 b,,,,,doll_47.92 b,,,,,doll_1.97 b,,
,doll_34.29,,doll_13.32 b,,,,,doll_10.87 b,,,,,doll_1.45 b,,
,doll_299.72,,doll_38.48 b,,,,,doll_16.33 b,,,,,doll_1.54 b,,
,doll_127.36,,doll_16.08 b,,,,,doll_14.92 b,,,,,doll_0.87 b,,
,doll_29.93,,doll_30.17 b,,,,,doll_20.73 b,,,,,doll_0.64 b,,
,doll_133.55,,doll_35.41 b,,,,,doll_50.60 b,,,,,doll_0.29 b,,
,doll_5.16,,doll_0.29 b,,,,,doll_24.20 b,,,,,-doll_0.67 b,,
,doll_47.03,,doll_62.39 b,,,,,doll_22.35 b,,,,,doll_7.61 b,,
,doll_36.98,,doll_14.20 b,,,,,doll_12.55 b,,,,,doll_1.08 b,,
,doll_182.90,,doll_25.81 b,,,,,doll_21.37 b,,,,,doll_1.58 b,,
,doll_45.83,,doll_37.04 b,,,,,doll_16.14 b,,,,,doll_3.70 b,,
,doll_84.90,,doll_11.77 b,,,,,doll_13.14 b,,,,,doll_0.66 b,,
,doll_3.46,,doll_0.46 b,,,,,doll_12.30 b,,,,,doll_1.12 b,,
,doll_30.00,,doll_31.02 b,,,,,doll_62.98 b,,,,,doll_5.07 b,,
,doll_100.60,,doll_38.39 b,,,,,doll_33.32 b,,,,,doll_10.75 b,,
,doll_11.57,,doll_2.61 b,,,,,doll_10.34 b,,,,,doll_0.64 b,,
,doll_224.35,,doll_24.78 b,,,,,doll_13.51 b,,,,,doll_1.34 b,,
,doll_153.34,,doll_17.46 b,,,,,doll_10.29 b,,,,,doll_1.62 b,,
,doll_161.85,,doll_286.22 b,,,,,doll_57.81 b,,,,,doll_14.78 b,,
,doll_37.98,,doll_9.66 b,,,,,doll_21.25 b,,,,,doll_1.21 b,,
,doll_135.85,,doll_31.92 b,,,,,doll_17.65 b,,,,,doll_1.34 b,,
,doll_42.55,,doll_9.96 b,,,,,doll_15.34 b,,,,,doll_1.15 b,,
,doll_384.99,,doll_130.37 b,,,,,doll_49.41 b,,,,,doll_16.98 b,,
,doll_132.04,,doll_77.24 b,,,,,doll_48.60 b,,,,,doll_1.33 b,,
,doll_52.08,,doll_11.17 b,,,,,doll_9.35 b,,,,,-doll_0.97 b,,
,doll_168.74,,doll_69.26 b,,,,,doll_19.44 b,,,,,doll_3.26 b,,
,doll_57.34,,doll_62.33 b,,,,,doll_30.75 b,,,,,doll_9.76 b,,
,doll_152.03,,doll_43.30 b,,,,,doll_13.08 b,,,,,doll_1.59 b,,
,doll_59.89,,doll_7.43 b,,,,,doll_14.49 b,,,,,doll_0.93 b,,
,doll_3.74,,doll_0.15 b,,,,,doll_0.67 b,,,,,doll_21.34 m,,
,doll_239.10,,doll_90.48 b,,,,,doll_17.94 b,,,,,doll_2.67 b,,
,doll_54.77,,doll_14.63 b,,,,,doll_11.34 b,,,,,doll_1.51 b,,
,doll_35.38,,doll_1.81 b,,,,,doll_3.18 b,,,,,doll_55.03 m,,
,doll_80.06,,doll_20.98 b,,,,,doll_186.99 b,,,,,-doll_0.9 b,,
,doll_126.90,,doll_142.25 b,,,,,doll_44.20 b,,,,,doll_15.48 b,,
,doll_136.41,,doll_46.03 b,,,,,doll_20.17 b,,,,,doll_2.16 b,,
,doll_228.88,,doll_70.30 b,,,,,doll_15.64 b,,,,,doll_3.70 b,,
,doll_232.30,,doll_82.88 b,,,,,doll_17.27 b,,,,,doll_2.94 b,,
,doll_46.43,,doll_35.48 b,,,,,doll_4.00 b,,,,,-doll_0.75 b,,
,doll_101.63,,doll_10.88 b,,,,,doll_2.78 b,,,,,doll_0.20 b,,
,doll_109.91,,doll_15.02 b,,,,,doll_14.19 b,,,,,doll_1.08 b,,
,doll_230.66,,doll_9.20 b,,,,,doll_10.54 b,,,,,doll_0.81 b,,
,doll_104.85,,doll_66.58 b,,,,,doll_17.36 b,,,,,doll_2.34 b,,
,doll_151.88,,doll_21.70 b,,,,,doll_16.58 b,,,,,doll_0.57 b,,
,doll_37.28,,doll_4.29 b,,,,,doll_13.10 b,,,,,doll_1.24 b,,
,doll_102.76,,doll_6.52 b,,,,,doll_11.84 b,,,,,doll_0.38 b,,
,doll_461.01,,doll_46.81 b,,,,,doll_6.41 b,,,,,doll_1.53 b,,
,doll_93.15,,doll_4.68 b,,,,,doll_11.52 b,,,,,doll_1.16 b,,
,doll_183.33,,doll_354.49 b,,,,,doll_227.05 b,,,,,doll_47.39 b,,
,doll_170.34,,doll_34.48 b,,,,,doll_238.58 b,,,,,doll_2.18 b,,
,doll_17.76,,doll_2.54 b,,,,,doll_9.87 b,,,,,-doll_19 m,,
,doll_79.18,,doll_29.05 b,,,,,doll_11.99 b,,,,,doll_3.16 b,,
,doll_45.83,,doll_65.64 b,,,,,doll_12.56 b,,,,,doll_0.86 b,,
,doll_151.29,,doll_8.96 b,,,,,doll_11.28 b,,,,,doll_0.66 b,,
,doll_108.43,,doll_39.90 b,,,,,doll_63.45 b,,,,,doll_0.32 b,,
,doll_187.78,,doll_6.20 b,,,,,doll_1.33 b,,,,,doll_0.18 b,,
,doll_33.66,,doll_4.78 b,,,,,doll_13.18 b,,,,,doll_0.11 b,,
,doll_20.08,,doll_1.95 b,,,,,doll_0.94 b,,,,,doll_55.59 m,,
,doll_10.15,,doll_13.18 b,,,,,doll_9.61 b,,,,,-doll_7.11 b,,
,doll_38.65,,doll_35.09 b,,,,,doll_18.99 b,,,,,doll_2.13 b,,
,doll_95.33,,doll_52.36 b,,,,,doll_98.70 b,,,,,doll_5.37 b,,
,doll_13.90,,doll_1.02 b,,,,,doll_1.68 b,,,,,doll_28.83 m,,
,doll_12.88,,doll_2.50 b,,,,,doll_1.66 b,,,,,-doll_0.41 b,,
,doll_199.85,,doll_42.13 b,,,,,doll_7.87 b,,,,,doll_1.54 b,,
,doll_24.00,,doll_3.29 b,,,,,doll_7.86 b,,,,,doll_0.56 b,,
,doll_37.36,,doll_13.28 b,,,,,doll_18.69 b,,,,,doll_0.44 b,,
,doll_121.77,,doll_51.70 b,,,,,doll_13.16 b,,,,,doll_2.08 b,,
,doll_11.06,,doll_13.41 b,,,,,doll_15.82 b,,,,,doll_1.73 b,,
,doll_63.02,,doll_46.82 b,,,,,doll_58.84 b,,,,,doll_19.05 b,,
,doll_18.31,,doll_6.48 b,,,,,doll_5.82 b,,,,,doll_0.84 b,,
,doll_129.54,,doll_36.48 b,,,,,doll_6.71 b,,,,,doll_1.64 b,,
,doll_39.68,,doll_48.60 b,,,,,doll_25.81 b,,,,,doll_1.39 b,,
,doll_194.20,,doll_15.72 b,,,,,doll_9.19 b,,,,,doll_1.07 b,,
,doll_25.18,,doll_3.19 b,,,,,doll_6.27 b,,,,,doll_0.42 b,,
,doll_70.37,,doll_4.27 b,,,,,doll_4.56 b,,,,,doll_0.23 b,,
,doll_51.27,,doll_36.07 b,,,,,doll_59.40 b,,,,,doll_7.34 b,,
,doll_81.98,,doll_153.03 b,,,,,doll_19.97 b,,,,,doll_8.81 b,,
,doll_5.55,,doll_5.73 b,,,,,doll_18.52 b,,,,,doll_2.87 b,,
,doll_140.11,,doll_44.27 b,,,,,doll_12.41 b,,,,,doll_1.73 b,,
,doll_373.81,,doll_355.19 b,,,,,doll_29.23 b,,,,,doll_6.54 b,,
,doll_58.82,,doll_5.86 b,,,,,doll_5.05 b,,,,,doll_0.49 b,,
,doll_16.88,,doll_7.11 b,,,,,doll_3.81 b,,,,,-doll_1.8 b,,
,doll_61.50,,doll_9.57 b,,,,,doll_55.22 b,,,,,doll_0.48 b,,
,doll_71.89,,doll_9.66 b,,,,,doll_18.74 b,,,,,doll_0.70 b,,
,doll_155.37,,doll_7.40 b,,,,,doll_10.76 b,,,,,doll_0.53 b,,
,doll_78.16,,doll_65.28 b,,,,,doll_17.74 b,,,,,doll_3.00 b,,
,doll_182.00,,doll_18.84 b,,,,,doll_14.66 b,,,,,doll_1.37 b,,
,doll_0.71,,doll_0.13 b,,,,,doll_1.71 b,,,,,-doll_0.5 b,,
,doll_71.47,,doll_14.92 b,,,,,doll_12.55 b,,,,,doll_1.13 b,,
,doll_29.25,,doll_58.33 b,,,,,doll_29.04 b,,,,,-doll_9.11 b,,
,doll_86.30,,doll_51.21 b,,,,,doll_19.17 b,,,,,doll_3.45 b,,
,doll_80.83,,doll_171.85 b,,,,,doll_45.99 b,,,,,doll_7.71 b,,
,doll_3.17,,doll_0.16 b,,,,,doll_5.35 b,,,,,doll_0.15 b,,
,doll_87.36,,doll_4.68 b,,,,,doll_16.31 b,,,,,doll_1.45 b,,
,doll_3.38,,doll_0.39 b,,,,,doll_6.82 b,,,,,-doll_1.01 b,,
,doll_68.96,,doll_3.96 b,,,,,doll_7.89 b,,,,,doll_0.34 b,,
,doll_13.17,,doll_5.44 b,,,,,doll_9.97 b,,,,,doll_0.84 b,,
,doll_109.31,,doll_94.04 b,,,,,doll_25.78 b,,,,,doll_7.83 b,,
,doll_41.82,,doll_41.55 b,,,,,doll_24.04 b,,,,,doll_3.96 b,,
,doll_88.89,,doll_10.84 b,,,,,doll_4.57 b,,,,,doll_0.64 b,,
,doll_34.24,,doll_3.62 b,,,,,doll_6.32 b,,,,,doll_0.34 b,,
,doll_73.05,,doll_24.93 b,,,,,doll_14.90 b,,,,,doll_1.89 b,,
,doll_179.13,,doll_162.57 b,,,,,doll_20.19 b,,,,,doll_10.53 b,,
,doll_79.31,,doll_90.41 b,,,,,doll_27.05 b,,,,,doll_2.96 b,,
,doll_215.77,,doll_132.65 b,,,,,doll_22.68 b,,,,,doll_9.12 b,,
,doll_28.11,,doll_6.88 b,,,,,doll_6.91 b,,,,,doll_0.94 b,,
,doll_47.02,,doll_2.81 b,,,,,doll_28.92 b,,,,,doll_0.45 b,,
,doll_189.70,,doll_44.45 b,,,,,doll_36.26 b,,,,,doll_4.36 b,,
,doll_129.16,,doll_8.54 b,,,,,doll_5.18 b,,,,,doll_0.51 b,,
,doll_43.05,,doll_3.49 b,,,,,doll_6.62 b,,,,,doll_0.58 b,,
,doll_90.16,,doll_7.05 b,,,,,doll_8.57 b,,,,,doll_0.19 b,,
,doll_89.23,,doll_4.51 b,,,,,doll_20.40 b,,,,,doll_0.67 b,,
,doll_64.77,,doll_9.53 b,,,,,doll_23.00 b,,,,,doll_3.66 b,,
,doll_8.95,,doll_1.86 b,,,,,doll_9.13 b,,,,,doll_0.29 b,,
,doll_74.41,,doll_32.17 b,,,,,doll_8.06 b,,,,,doll_2.06 b,,
,doll_69.11,,doll_10.92 b,,,,,doll_32.96 b,,,,,doll_1.38 b,,
,doll_25.70,,doll_0.46 b,,,,,doll_0.49 b,,,,,doll_29.54 m,,
,doll_106.87,,doll_14.13 b,,,,,doll_8.81 b,,,,,doll_0.68 b,,
,doll_11.80,,doll_1.26 b,,,,,doll_3.84 b,,,,,doll_0.40 b,,
,doll_163.19,,doll_5.06 b,,,,,doll_2.30 b,,,,,doll_0.10 b,,
,doll_149.56,,doll_38.36 b,,,,,doll_43.15 b,,,,,doll_11.92 b,,
,doll_106.38,,doll_36.99 b,,,,,doll_27.37 b,,,,,doll_3.17 b,,
,doll_10.78,,doll_2.86 b,,,,,doll_5.91 b,,,,,doll_0.22 b,,
,doll_38.58,,doll_10.49 b,,,,,doll_13.50 b,,,,,doll_2.18 b,,
,doll_36.55,,doll_8.21 b,,,,,doll_33.18 b,,,,,doll_0.32 b,,
,doll_51.68,,doll_7.09 b,,,,,doll_7.45 b,,,,,doll_0.36 b,,
,doll_69.80,,doll_34.67 b,,,,,doll_14.18 b,,,,,doll_1.60 b,,
,doll_65.83,,doll_8.44 b,,,,,doll_8.04 b,,,,,doll_1.08 b,,
,doll_101.28,,doll_77.99 b,,,,,doll_28.02 b,,,,,doll_6.32 b,,
,doll_55.11,,doll_8.85 b,,,,,doll_7.50 b,,,,,doll_1.15 b,,
,doll_22.71,,doll_8.92 b,,,,,doll_6.68 b,,,,,doll_0.14 b,,
,doll_68.29,,doll_74.34 b,,,,,doll_27.28 b,,,,,doll_3.89 b,,
,doll_15.66,,doll_8.06 b,,,,,doll_23.29 b,,,,,doll_3.37 b,,
,doll_38.73,,doll_54.84 b,,,,,doll_13.64 b,,,,,doll_2.27 b,,
,doll_84.36,,doll_9.55 b,,,,,doll_3.79 b,,,,,-doll_0.31 b,,
,doll_35.94,,doll_3.69 b,,,,,doll_5.40 b,,,,,doll_0.39 b,,
,doll_2.30,,doll_0.93 b,,,,,doll_12.63 b,,,,,-doll_1.89 b,,
,doll_8.31,,doll_16.50 b,,,,,doll_7.70 b,,,,,doll_2.10 b,,
,doll_82.75,,doll_9.92 b,,,,,doll_12.98 b,,,,,-doll_0.13 b,,
,doll_15.84,,doll_31.47 b,,,,,doll_21.55 b,,,,,doll_0.98 b,,
,doll_110.57,,doll_6.09 b,,,,,doll_7.50 b,,,,,doll_0.33 b,,
,doll_48.20,,doll_2.20 b,,,,,doll_8.42 b,,,,,doll_0.23 b,,
,doll_346.27,,doll_160.98 b,,,,,doll_17.19 b,,,,,doll_6.07 b,,
,doll_95.79,,doll_5.31 b,,,,,doll_2.90 b,,,,,doll_0.27 b,,
,doll_74.35,,doll_4.29 b,,,,,doll_1.95 b,,,,,doll_0.10 b,,
,doll_264.11,,doll_30.33 b,,,,,doll_7.76 b,,,,,doll_1.07 b,,
,doll_19.48,,doll_11.10 b,,,,,doll_9.68 b,,,,,doll_0.67 b,,
,doll_9.49,,doll_8.66 b,,,,,doll_6.13 b,,,,,doll_0.21 b,,
,doll_22.98,,doll_7.05 b,,,,,doll_9.04 b,,,,,doll_0.72 b,,
,doll_127.16,,doll_9.06 b,,,,,doll_27.09 b,,,,,doll_1.88 b,,
,doll_101.00,,doll_18.36 b,,,,,doll_8.12 b,,,,,doll_1.05 b,,
,doll_54.81,,doll_15.93 b,,,,,doll_4.98 b,,,,,doll_1.03 b,,
,doll_104.82,,doll_28.34 b,,,,,doll_8.91 b,,,,,doll_0.58 b,,
,doll_142.55,,doll_20.00 b,,,,,doll_8.35 b,,,,,doll_1.53 b,,
,doll_54.16,,doll_13.64 b,,,,,doll_5.23 b,,,,,doll_1.14 b,,
,doll_20.85,,doll_3.85 b,,,,,,,,,,,,
,doll_10.99,,doll_0.92 b,,,,,doll_5.08 b,,,,,doll_91.65 m,,
,doll_39.13,,doll_55.92 b,,,,,doll_23.18 b,,,,,doll_7.15 b,,
,doll_171.32,,doll_87.25 b,,,,,doll_12.01 b,,,,,doll_3.29 b,,
,doll_295.80,,doll_32.68 b,,,,,doll_6.17 b,,,,,doll_1.78 b,,
,doll_26.38,,doll_6.17 b,,,,,doll_22.34 b,,,,,doll_4.04 b,,
,doll_56.47,,doll_17.72 b,,,,,doll_15.47 b,,,,,doll_1.10 b,,
,doll_286.74,,doll_152.99 b,,,,,doll_24.52 b,,,,,doll_7.72 b,,
,doll_3.14,,doll_0.58 b,,,,,doll_2.54 b,,,,,-doll_0.12 b,,
,doll_16.45,,doll_2.55 b,,,,,doll_6.75 b,,,,,doll_1.08 b,,
,doll_71.33,,doll_10.97 b,,,,,doll_3.85 b,,,,,doll_1.05 b,,
,doll_87.21,,doll_2.34 b,,,,,doll_4.49 b,,,,,doll_0.15 b,,
,doll_14.28,,doll_5.38 b,,,,,doll_5.44 b,,,,,doll_0.10 b,,
,doll_107.24,,doll_27.34 b,,,,,doll_12.62 b,,,,,-doll_1.51 b,,
,doll_356.67,,doll_342.92 b,,,,,doll_27.27 b,,,,,doll_11.46 b,,
,doll_133.53,,doll_9.96 b,,,,,doll_11.90 b,,,,,doll_0.99 b,,
,doll_16.54,,doll_2.57 b,,,,,doll_6.94 b,,,,,-doll_1.19 b,,
,doll_93.49,,doll_19.48 b,,,,,doll_6.90 b,,,,,doll_2.08 b,,
,doll_17.25,,doll_5.76 b,,,,,doll_8.59 b,,,,,doll_2.45 b,,
,doll_100.45,,doll_15.04 b,,,,,doll_67.25 b,,,,,doll_2.22 b,,
,doll_20.08,,doll_13.14 b,,,,,doll_30.02 b,,,,,doll_4.67 b,,
,doll_359.50,,doll_117.12 b,,,,,doll_10.33 b,,,,,doll_5.21 b,,
,doll_23.13,,doll_3.27 b,,,,,doll_3.48 b,,,,,doll_0.59 b,,
,doll_597.05,,doll_30.16 b,,,,,doll_14.78 b,,,,,doll_2.11 b,,
,doll_196.65,,doll_15.36 b,,,,,doll_3.86 b,,,,,doll_0.75 b,,
,doll_88.18,,doll_8.02 b,,,,,doll_2.52 b,,,,,doll_0.38 b,,
,doll_8.44,,doll_0.13 b,,,,,doll_1.25 b,,,,,-doll_54.29 m,,
,doll_168.71,,doll_420.42 b,,,,,doll_28.56 b,,,,,doll_6.01 b,,
,doll_47.69,,doll_6.04 b,,,,,doll_8.25 b,,,,,doll_73 m,,
,doll_54.92,,doll_5.68 b,,,,,doll_8.28 b,,,,,doll_0.68 b,,
,doll_123.51,,doll_6.12 b,,,,,doll_26.84 b,,,,,doll_1.96 b,,
,doll_50.49,,doll_4.02 b,,,,,doll_6.52 b,,,,,doll_0.88 b,,
,doll_2.16,,doll_0.17 b,,,,,doll_3.55 b,,,,,-doll_0.12 b,,
,doll_60.96,,doll_5.94 b,,,,,doll_7.01 b,,,,,doll_0.64 b,,
,doll_102.45,,doll_9.78 b,,,,,doll_61.70 b,,,,,doll_0.88 b,,
,doll_310.75,,doll_7.34 b,,,,,doll_6.31 b,,,,,doll_0.50 b,,
,doll_80.98,,doll_10.97 b,,,,,doll_12.60 b,,,,,doll_0.85 b,,
,doll_35.33,,doll_5.47 b,,,,,doll_6.38 b,,,,,doll_0.87 b,,
,doll_32.64,,doll_68.61 b,,,,,doll_13.66 b,,,,,doll_5.31 b,,
,doll_15.21,,doll_2.54 b,,,,,doll_1.46 b,,,,,doll_10.09 m,,
,doll_43.61,,doll_18.43 b,,,,,doll_7.82 b,,,,,-doll_55.04 m,,
,doll_32.23,,doll_0.75 b,,,,,doll_1.23 b,,,,,-doll_19.34 m,,
,doll_240.11,,doll_6.56 b,,,,,doll_27.55 b,,,,,doll_1.82 b,,
,doll_7.83,,doll_1.39 b,,,,,doll_13.63 b,,,,,-doll_1.25 b,,
,doll_45.28,,doll_6.92 b,,,,,doll_3.94 b,,,,,doll_0.61 b,,
,doll_91.55,,doll_2.97 b,,,,,doll_2.22 b,,,,,doll_0.16 b,,
,doll_156.34,,doll_8.28 b,,,,,doll_3.50 b,,,,,doll_0.34 b,,
,doll_79.31,,doll_43.62 b,,,,,doll_7.63 b,,,,,doll_2.26 b,,
,doll_66.67,,doll_47.63 b,,,,,doll_17.10 b,,,,,doll_1.92 b,,
,doll_310.29,,doll_68.84 b,,,,,doll_12.69 b,,,,,doll_2.75 b,,
,doll_9.10,,doll_3.79 b,,,,,doll_1.67 b,,,,,doll_17 m,,
,doll_110.28,,doll_6.78 b,,,,,doll_36.81 b,,,,,doll_2.05 b,,
,doll_241.53,,doll_8.99 b,,,,,doll_13.93 b,,,,,doll_0.54 b,,
,doll_351.40,,doll_24.35 b,,,,,doll_11.12 b,,,,,doll_2.55 b,,
