07-silvestri-market_value_jan_2020,03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,03-gren-annual_revenue_usd
,doll_5.0 m,doll_6.3 m,doll_592.0 m
,doll_86.0 m,doll_5.71 m,doll_424.0 m
,doll_1.39 b,doll_4.5 m,doll_4.5 b
,doll_10.0 m,0,doll_80.0 m
,doll_366.0 m,0,doll_6.2 b
,doll_300.0 m,0,doll_941.0 m
,doll_251.0 m,0,doll_732.0 m
,0.0,0,0.0
,doll_-290.0 m,0,doll_320.0 m
,0.0,0,0.0
,0.0,doll_10.78 m,0.0
,0.0,doll_4.58 m,0.0
,doll_-166.0 m,doll_5.34 m,doll_2.62 b
,0.0,doll_4.09 m,0.0
,doll_140.0 m,doll_1.6 m,doll_2.13 b
,doll_14.0 m,doll_3.83 m,doll_2.06 b
,doll_834.0 m,doll_1.28 m,doll_4.65 b
,doll_420.0 m,doll_4.51 m,doll_2.98 b
,doll_4.69 b,doll_5.25 m,doll_5.52 b
,doll_129.0 m,doll_3.38 m,doll_2.23 b
,doll_41.0 m,doll_3.84 m,doll_650.0 m
,doll_290.0 m,doll_4.53 m,doll_1.36 b
,doll_1.3 b,doll_2.46 m,doll_5.3 b
,doll_270.0 m,doll_3.66 m,doll_734.0 m
,doll_67.0 m,doll_1.55 m,doll_907.0 m
,doll_986.0 m,doll_2.96 m,doll_11.21 b
,doll_161.0 m,0,doll_2.06 b
,doll_177.0 m,doll_6.67 m,doll_1.23 b
,doll_92.0 m,doll_4.77 m,doll_591.0 m
,doll_206.0 m,doll_3.79 m,doll_1.76 b
,0.0,doll_4.11 m,0.0
,doll_209.0 m,doll_4.51 m,doll_8.12 b
,doll_158.0 m,doll_4.34 m,doll_2.31 b
,doll_231.0 m,doll_3.47 m,doll_26.07 b
,doll_247.0 m,doll_2.93 m,doll_8.16 b
,doll_-83.0 m,doll_5.96 m,doll_502.0 m
,doll_272.0 m,doll_9.77 m,doll_2.46 b
,doll_165.0 m,doll_3.9 m,doll_1.81 b
,doll_475.0 m,doll_6.24 m,doll_1.37 b
,doll_-70.0 m,0,doll_468.0 m
,doll_160.0 m,doll_4.89 m,doll_5.14 b
,doll_245.0 m,doll_2.54 m,doll_3.46 b
,doll_13.0 m,doll_6.08 m,doll_8.21 b
,doll_211.0 m,doll_9.32 m,doll_526.0 m
,doll_562.0 m,doll_3.13 m,doll_478.0 m
,doll_155.0 m,doll_1.78 m,doll_3.94 b
,doll_278.0 m,doll_6.07 m,doll_755.0 m
,doll_489.0 m,doll_3.32 m,doll_6.11 b
,doll_-390.0 m,doll_5.37 m,doll_4.09 b
,doll_-42.0 m,doll_7.97 m,doll_233.0 m
,doll_403.0 m,doll_4.64 m,doll_6.53 b
,doll_258.0 m,doll_2.91 m,doll_531.0 m
,doll_264.0 m,doll_8.43 m,doll_2.42 b
,doll_502.0 m,doll_4.9 m,doll_4.58 b
,doll_231.0 m,doll_5.21 m,doll_4.18 b
,doll_311.0 m,doll_3.76 m,doll_826.0 m
,doll_106.0 m,doll_3.42 m,doll_1.78 b
,0.0,doll_2.97 m,0.0
,doll_342.0 m,doll_13.32 m,doll_2.56 b
,doll_409.0 m,0,doll_4.01 b
,doll_119.0 m,doll_3.15 m,doll_409.0 m
,doll_192.0 m,doll_4.08 m,doll_1.86 b
,doll_-6296.0 m,doll_2.58 m,doll_20.21 b
,doll_-248.0 m,doll_1.6 m,doll_688.0 m
,doll_1.51 b,doll_2.73 m,doll_1.54 b
,doll_111.0 m,0,doll_598.0 m
,doll_202.0 m,doll_6.77 m,doll_2.98 b
,doll_384.0 m,doll_6.7 m,doll_1.98 b
,doll_1.53 b,doll_1.91 m,doll_12.95 b
,doll_143.0 m,doll_1.19 m,doll_1.83 b
,doll_46.0 m,doll_4.44 m,doll_172.0 m
,doll_899.0 m,doll_3.67 m,doll_11.29 b
,doll_521.0 m,0,doll_6.54 b
,doll_177.0 m,doll_5.96 m,doll_674.0 m
,0.0,doll_5.29 m,doll_10.71 b
,doll_562.0 m,doll_3.07 m,doll_1.86 b
,doll_1.41 b,doll_2.92 m,doll_24.97 b
,doll_372.0 m,0,doll_2.67 b
,doll_673.0 m,doll_5.62 m,doll_8.24 b
,doll_35.0 m,doll_2.64 m,doll_406.0 m
,doll_192.0 m,doll_4.14 m,doll_1.0 b
,doll_53.0 m,doll_6.72 m,doll_341.0 m
,doll_496.0 m,doll_6.3 m,doll_18.77 b
,doll_180.0 m,doll_6.86 m,doll_1.03 b
,doll_37.0 m,doll_1.09 m,doll_594.0 m
,doll_211.0 m,doll_5.22 m,doll_4.55 b
,doll_-140.0 m,doll_3.61 m,doll_138.0 m
,0.0,doll_6.82 m,0.0
,doll_82.0 m,doll_8.84 m,doll_487.0 m
,doll_435.0 m,0,doll_3.18 b
,doll_764.0 m,doll_2.51 m,doll_17.48 b
,doll_354.0 m,doll_4.17 m,doll_3.13 b
,doll_521.0 m,doll_4.37 m,doll_11.26 b
,doll_-409.0 m,doll_1.71 m,doll_1.43 b
,doll_-569.0 m,doll_1.85 m,doll_2.72 b
,doll_-3.0 m,doll_0.43 m,doll_1.14 b
,doll_606.0 m,doll_3.16 m,doll_8.02 b
,doll_206.0 m,doll_7.34 m,doll_2.83 b
,doll_717.0 m,0,doll_49.0 m
,doll_287.0 m,doll_5.72 m,doll_4.12 b
,doll_159.0 m,doll_5.63 m,doll_2.88 b
,doll_312.0 m,doll_5.68 m,doll_4.06 b
,doll_116.0 m,0,doll_931.0 m
,doll_650.0 m,doll_2.06 m,doll_5.34 b
,doll_556.0 m,doll_5.42 m,doll_1.35 b
,doll_367.0 m,doll_5.65 m,doll_9.32 b
,doll_119.0 m,doll_2.46 m,doll_768.0 m
,doll_-18.0 m,doll_1.89 m,doll_2.25 b
,doll_371.0 m,doll_6.88 m,doll_2.71 b
,doll_373.0 m,doll_3.91 m,doll_815.0 m
,doll_190.0 m,doll_6.64 m,doll_1.1 b
,doll_95.0 m,doll_4.38 m,doll_1.09 b
,doll_188.0 m,doll_0.97 m,doll_4.48 b
,doll_1.21 b,doll_4.65 m,doll_2.85 b
,doll_676.0 m,doll_5.01 m,doll_2.18 b
,doll_230.0 m,doll_4.8 m,doll_7.74 b
,doll_158.0 m,doll_3.96 m,doll_1.54 b
,doll_158.0 m,doll_5.13 m,doll_677.0 m
,doll_353.0 m,doll_3.57 m,doll_1.76 b
,doll_204.0 m,doll_3.22 m,doll_7.16 b
,doll_152.0 m,doll_9.71 m,doll_1.87 b
,doll_391.0 m,doll_9.9 m,doll_10.71 b
,doll_125.0 m,doll_2.29 m,doll_1.54 b
,doll_125.0 m,doll_10.38 m,doll_496.0 m
,doll_205.0 m,doll_1.72 m,doll_782.0 m
,doll_735.0 m,0,doll_18.37 b
,doll_34.0 m,doll_3.6 m,doll_361.0 m
,doll_-574.0 m,doll_6.66 m,doll_13.25 b
,doll_36.0 m,doll_4.92 m,doll_380.0 m
,0.0,0,0.0
,doll_-194.0 m,doll_9.16 m,doll_356.0 m
,doll_842.0 m,doll_2.78 m,doll_5.1 b
,doll_1.07 b,doll_6.67 m,doll_1.51 b
,doll_403.0 m,0,doll_1.99 b
,doll_660.0 m,doll_3.46 m,doll_17.69 b
,doll_106.0 m,0,doll_657.0 m
,doll_156.0 m,0,doll_1.23 b
,doll_1.29 b,doll_8.79 m,doll_244.0 m
,doll_242.0 m,0,doll_1.78 b
,doll_1.76 b,doll_7.1 m,doll_15.65 b
,doll_-192.0 m,doll_4.57 m,doll_371.0 m
,doll_1.04 b,doll_1.24 m,doll_23.7 b
,doll_946.0 m,doll_8.66 m,doll_3.37 b
,doll_124.0 m,doll_1.11 m,doll_1.04 b
,doll_461.0 m,doll_3.69 m,doll_1.36 b
,doll_-9.0 m,doll_4.59 m,doll_237.0 m
,doll_514.0 m,doll_3.75 m,doll_3.26 b
,doll_71.0 m,doll_2.54 m,doll_610.0 m
,doll_143.0 m,doll_9.88 m,doll_953.0 m
,doll_596.0 m,doll_5.42 m,doll_1.26 b
,doll_1.16 b,doll_6.45 m,doll_2.03 b
,doll_84.0 m,doll_4.84 m,doll_674.0 m
,doll_222.0 m,doll_3.08 m,doll_12.83 b
,doll_244.0 m,doll_5.63 m,doll_3.02 b
,doll_333.0 m,doll_3.96 m,doll_7.81 b
,doll_171.0 m,doll_6.71 m,doll_608.0 m
,doll_482.0 m,doll_3.94 m,doll_4.09 b
,doll_1.1 b,doll_2.18 m,doll_20.26 b
,doll_338.0 m,doll_3.46 m,doll_4.54 b
,doll_445.0 m,doll_3.35 m,doll_1.07 b
,doll_53.0 m,doll_2.15 m,doll_942.0 m
,doll_150.0 m,doll_2.87 m,doll_1.4 b
,doll_310.0 m,doll_7.63 m,doll_4.59 b
,doll_956.0 m,doll_5.26 m,doll_5.48 b
,doll_-81.0 m,doll_4.51 m,doll_5.45 b
,doll_-101.0 m,doll_1.6 m,doll_1.21 b
,doll_-756.0 m,doll_3.91 m,doll_12.61 b
,doll_231.0 m,0,doll_1.43 b
,doll_260.0 m,doll_3.49 m,doll_4.33 b
,doll_47.0 m,0,doll_3.94 b
,doll_300.0 m,doll_4.09 m,doll_2.36 b
,doll_-732.0 m,doll_4.62 m,doll_6.0 m
,doll_206.0 m,doll_5.62 m,doll_1.32 b
,doll_-130.0 m,0,doll_1.32 b
,doll_659.0 m,doll_2.92 m,doll_12.32 b
,doll_780.0 m,doll_4.62 m,doll_3.33 b
,doll_201.0 m,doll_6.02 m,doll_561.0 m
,doll_208.0 m,doll_2.9 m,doll_2.21 b
,doll_203.0 m,doll_4.01 m,doll_2.4 b
,doll_220.0 m,doll_4.93 m,doll_2.11 b
,doll_277.0 m,doll_3.84 m,doll_1.34 b
,doll_222.0 m,0,doll_2.83 b
,doll_363.0 m,doll_5.34 m,doll_1.74 b
,doll_251.0 m,doll_4.93 m,doll_5.98 b
,doll_213.0 m,doll_4.34 m,doll_985.0 m
,doll_-76.0 m,doll_9.79 m,doll_238.0 m
,doll_77.0 m,doll_7.06 m,doll_6.8 b
,doll_326.0 m,0,doll_2.66 b
,doll_207.0 m,doll_6.16 m,doll_2.92 b
,doll_-250.0 m,doll_4.22 m,doll_5.52 b
,doll_1.61 b,doll_4.62 m,doll_24.28 b
,doll_-933.0 m,doll_4.59 m,doll_2.93 b
,doll_454.0 m,doll_3.0 m,doll_353.0 m
,doll_478.0 m,doll_1.92 m,doll_5.03 b
,doll_289.0 m,doll_7.23 m,doll_1.31 b
,doll_1.13 b,doll_6.89 m,doll_431.0 m
,doll_608.0 m,0,doll_6.34 b
,doll_-276.0 m,doll_6.41 m,doll_778.0 m
,doll_90.0 m,doll_5.7 m,doll_389.0 m
,doll_758.0 m,doll_3.63 m,doll_15.18 b
,doll_487.0 m,doll_0.62 m,doll_20.57 b
,doll_190.0 m,doll_2.03 m,doll_2.52 b
,doll_228.0 m,doll_2.43 m,doll_6.14 b
,doll_87.0 m,0,doll_221.0 m
,doll_139.0 m,doll_2.61 m,doll_597.0 m
,doll_-197.0 m,doll_10.68 m,doll_2.36 b
,doll_420.0 m,0,doll_5.15 b
,doll_1.09 b,doll_3.58 m,doll_21.45 b
,doll_504.0 m,doll_1.84 m,doll_8.73 b
,doll_16.0 m,doll_5.42 m,doll_1.44 b
,doll_151.0 m,doll_1.01 m,doll_611.0 m
,doll_62.0 m,doll_9.31 m,doll_1.0 b
,doll_88.0 m,doll_2.01 m,doll_804.0 m
,doll_454.0 m,doll_4.9 m,doll_4.66 b
,doll_185.0 m,doll_5.28 m,doll_1.11 b
,doll_990.0 m,doll_8.82 m,doll_5.6 b
,doll_-37.0 m,doll_2.04 m,doll_443.0 m
,doll_224.0 m,doll_0.6 m,doll_8.38 b
,doll_2.07 b,doll_7.03 m,doll_75.89 b
,doll_54.0 m,doll_4.31 m,doll_1.24 b
,doll_-26.0 m,doll_3.73 m,doll_331.0 m
,doll_-26.0 m,0,doll_170.0 m
,doll_223.0 m,doll_7.07 m,doll_913.0 m
,doll_321.0 m,doll_3.35 m,doll_2.4 b
,0.0,doll_5.07 m,0.0
,doll_317.0 m,doll_3.19 m,0.0
,doll_561.0 m,0,doll_1.86 b
,doll_-3535.0 m,doll_7.44 m,doll_4.82 b
,doll_2.61 b,doll_7.19 m,doll_10.2 b
,doll_643.0 m,0,doll_6.14 b
,doll_312.0 m,doll_5.77 m,doll_2.52 b
,doll_686.0 m,doll_0.85 m,doll_3.28 b
,doll_833.0 m,doll_1.79 m,doll_15.28 b
,0.0,0,0.0
,doll_715.0 m,0,doll_5.53 b
,doll_-186.0 m,doll_8.27 m,doll_4.62 b
,doll_104.0 m,0,doll_734.0 m
,doll_142.0 m,doll_7.91 m,doll_370.0 m
,doll_318.0 m,doll_1.31 m,doll_1.34 b
,doll_1.31 b,doll_1.2 m,doll_78.57 b
,doll_1.14 b,doll_2.04 m,doll_1.24 b
,doll_503.0 m,doll_2.81 m,doll_19.62 b
,doll_38.0 m,doll_5.82 m,doll_119.0 m
,doll_130.0 m,doll_4.47 m,doll_377.0 m
,doll_195.0 m,doll_4.98 m,doll_1.47 b
,doll_-146.0 m,doll_2.17 m,doll_535.0 m
,doll_556.0 m,doll_7.91 m,doll_12.74 b
,doll_637.0 m,doll_3.92 m,doll_17.73 b
,doll_81.0 m,doll_1.48 m,doll_1.0 b
,doll_101.0 m,doll_4.69 m,doll_1.32 b
,doll_-2721.0 m,doll_1.15 m,doll_5.22 b
,doll_233.0 m,doll_10.06 m,doll_1.98 b
,doll_666.0 m,0,doll_3.71 b
,doll_229.0 m,doll_3.81 m,doll_1.19 b
,doll_336.0 m,0,doll_2.06 b
,0.0,doll_8.43 m,0.0
,doll_45.0 m,doll_6.18 m,doll_255.0 m
,doll_191.0 m,doll_4.97 m,doll_5.49 b
,doll_-411.0 m,doll_5.97 m,doll_102.0 m
,doll_79.0 m,doll_5.39 m,doll_2.12 b
,doll_-85.0 m,doll_2.27 m,doll_5.59 b
,doll_21.0 m,doll_4.42 m,doll_1.4 b
,doll_295.0 m,doll_2.86 m,doll_8.34 b
,doll_245.0 m,doll_5.05 m,doll_1.46 b
,doll_-616.0 m,doll_6.56 m,0.0
,doll_570.0 m,doll_4.01 m,doll_6.32 b
,doll_301.0 m,doll_4.87 m,doll_1.94 b
,doll_240.0 m,doll_6.52 m,doll_779.0 m
,doll_841.0 m,0,doll_816.0 m
,doll_111.0 m,0,doll_1.62 b
,doll_398.0 m,doll_5.59 m,doll_1.22 b
,doll_474.0 m,doll_3.59 m,doll_932.0 m
,doll_2.0 m,doll_5.75 m,doll_336.0 m
,doll_-129.0 m,doll_5.69 m,doll_113.0 m
,doll_-11.0 m,doll_6.08 m,doll_728.0 m
,doll_266.0 m,doll_4.08 m,doll_1.57 b
,doll_-181.0 m,doll_6.08 m,doll_1.05 b
,doll_352.0 m,doll_2.98 m,doll_2.06 b
,doll_142.0 m,doll_9.84 m,doll_394.0 m
,doll_500.0 m,doll_5.62 m,doll_246.0 m
,doll_824.0 m,0,doll_11.85 b
,doll_54.0 m,doll_6.58 m,doll_1.97 b
,doll_537.0 m,doll_6.91 m,doll_5.77 b
,doll_1.17 b,doll_6.58 m,doll_3.24 b
,doll_2.0 m,doll_3.11 m,doll_5.4 b
,doll_-14.0 m,doll_7.21 m,doll_2.52 b
,doll_624.0 m,doll_4.59 m,doll_688.0 m
,doll_213.0 m,0,doll_1.15 b
,doll_50.0 m,doll_4.11 m,doll_706.0 m
,doll_287.0 m,doll_5.42 m,doll_10.05 b
,doll_386.0 m,doll_4.39 m,doll_5.55 b
,doll_182.0 m,doll_2.2 m,doll_1.18 b
,doll_438.0 m,doll_5.28 m,doll_1.71 b
,doll_253.0 m,doll_4.57 m,doll_2.28 b
,doll_209.0 m,doll_2.91 m,doll_6.01 b
,doll_133.0 m,doll_3.27 m,doll_728.0 m
,doll_332.0 m,doll_3.05 m,doll_8.19 b
,doll_209.0 m,doll_2.41 m,doll_1.59 b
,doll_-115.0 m,doll_4.11 m,doll_425.0 m
,doll_636.0 m,doll_4.75 m,doll_3.05 b
,doll_63.0 m,doll_7.11 m,doll_981.0 m
,doll_162.0 m,doll_4.26 m,doll_2.76 b
,doll_169.0 m,doll_2.08 m,doll_5.51 b
,doll_46.0 m,doll_3.38 m,doll_702.0 m
,doll_1.21 b,doll_4.27 m,doll_16.93 b
,doll_369.0 m,doll_2.02 m,doll_4.13 b
,doll_108.0 m,doll_6.91 m,doll_426.0 m
,doll_492.0 m,0,doll_331.0 m
,doll_23.0 m,doll_2.11 m,doll_95.0 m
,doll_189.0 m,doll_6.62 m,doll_5.56 b
,doll_303.0 m,doll_4.46 m,doll_5.19 b
,doll_182.0 m,doll_4.63 m,doll_3.77 b
,doll_322.0 m,doll_7.99 m,doll_4.76 b
,doll_402.0 m,doll_2.22 m,doll_5.07 b
,doll_192.0 m,0,doll_1.29 b
,doll_223.0 m,doll_1.62 m,doll_2.22 b
,doll_604.0 m,doll_4.81 m,doll_3.22 b
,doll_86.0 m,doll_1.6 m,doll_143.0 m
,doll_-299.0 m,doll_5.57 m,doll_241.0 m
,doll_49.0 m,doll_1.62 m,doll_550.0 m
,doll_205.0 m,doll_1.93 m,doll_981.0 m
,doll_185.0 m,doll_4.93 m,doll_2.09 b
,doll_56.0 m,doll_8.04 m,doll_1.43 b
,doll_10.0 m,doll_3.79 m,doll_130.0 m
,doll_1.17 b,doll_4.28 m,doll_2.85 b
,doll_169.0 m,doll_8.07 m,doll_1.54 b
,doll_286.0 m,0,doll_14.03 b
,doll_331.0 m,doll_4.85 m,doll_2.92 b
,doll_307.0 m,doll_6.32 m,doll_1.0 b
,doll_441.0 m,doll_4.32 m,doll_1.83 b
,doll_-210.0 m,doll_4.91 m,doll_4.05 b
,doll_268.0 m,0,doll_820.0 m
,doll_637.0 m,doll_2.48 m,doll_862.0 m
,doll_152.0 m,doll_4.55 m,doll_1.11 b
,doll_-191.0 m,0,doll_2.03 b
,doll_533.0 m,doll_6.33 m,doll_4.7 b
,doll_720.0 m,doll_6.67 m,doll_6.39 b
,doll_18.0 m,0,doll_445.0 m
,doll_-7.0 m,doll_6.2 m,doll_1.0 m
,doll_194.0 m,0,doll_3.06 b
,doll_253.0 m,doll_9.06 m,doll_2.87 b
,doll_-237.0 m,doll_5.42 m,doll_31.0 m
,doll_702.0 m,doll_6.24 m,doll_3.0 b
,doll_134.0 m,doll_4.16 m,doll_1.46 b
,doll_228.0 m,doll_4.33 m,doll_23.58 b
,doll_517.0 m,doll_6.55 m,doll_3.07 b
,doll_622.0 m,doll_2.98 m,doll_2.53 b
,doll_463.0 m,0,doll_1.34 b
,doll_777.0 m,doll_9.38 m,doll_14.4 b
,doll_458.0 m,doll_3.31 m,doll_3.61 b
,doll_327.0 m,doll_6.99 m,doll_3.98 b
,doll_72.0 m,doll_1.59 m,doll_298.0 m
,doll_109.0 m,doll_0.85 m,doll_3.15 b
,doll_65.0 m,doll_1.32 m,doll_280.0 m
,doll_162.0 m,doll_1.75 m,doll_1.83 b
,doll_180.0 m,doll_4.42 m,doll_686.0 m
,doll_-103.0 m,doll_5.32 m,doll_120.0 m
,doll_87.0 m,0,doll_238.0 m
,doll_1.6 b,doll_4.81 m,doll_6.89 b
,doll_459.0 m,doll_4.96 m,doll_1.71 b
,doll_321.0 m,doll_2.36 m,doll_2.44 b
,doll_688.0 m,doll_4.53 m,doll_4.15 b
,doll_803.0 m,doll_2.85 m,doll_11.77 b
,doll_152.0 m,doll_4.04 m,doll_3.76 b
,doll_140.0 m,doll_5.28 m,doll_1.17 b
,doll_97.0 m,doll_8.23 m,doll_7.16 b
,doll_216.0 m,doll_1.8 m,doll_1.0 b
,doll_114.0 m,doll_1.52 m,doll_6.3 b
,doll_92.0 m,doll_8.81 m,doll_769.0 m
,doll_558.0 m,doll_6.92 m,doll_18.39 b
,doll_28.0 m,doll_4.27 m,doll_433.0 m
,doll_119.0 m,doll_6.06 m,doll_291.0 m
,doll_-1076.0 m,doll_2.92 m,doll_2.25 b
,doll_-68.0 m,doll_5.75 m,doll_4.14 b
,doll_187.0 m,doll_4.21 m,doll_898.0 m
,doll_267.0 m,doll_1.59 m,doll_2.5 b
,doll_535.0 m,doll_3.04 m,doll_8.64 b
,doll_382.0 m,doll_4.02 m,doll_20.72 b
,0.0,doll_7.6 m,0.0
,doll_183.0 m,doll_6.5 m,doll_3.7 b
,doll_92.0 m,doll_1.48 m,doll_1.04 b
,doll_227.0 m,doll_4.19 m,doll_1.89 b
,doll_-119.0 m,doll_3.04 m,doll_18.88 b
,doll_172.0 m,doll_6.78 m,doll_2.17 b
,doll_-535.0 m,doll_6.2 m,doll_510.0 m
,0.0,doll_6.75 m,0.0
,doll_976.0 m,doll_7.66 m,doll_6.57 b
,doll_136.0 m,doll_1.07 m,doll_1.68 b
,doll_459.0 m,doll_5.83 m,doll_3.68 b
,doll_981.0 m,doll_10.63 m,doll_6.05 b
,doll_73.0 m,doll_5.59 m,doll_449.0 m
,doll_571.0 m,doll_2.37 m,doll_9.93 b
,doll_-27.0 m,doll_3.57 m,doll_2.65 b
,doll_333.0 m,doll_3.26 m,doll_2.67 b
,doll_89.0 m,doll_1.53 m,doll_1.47 b
,doll_99.0 m,doll_2.39 m,doll_827.0 m
,doll_101.0 m,0,doll_466.0 m
,doll_-9.0 m,0,doll_614.0 m
,doll_91.0 m,0,doll_5.84 b
,doll_-221.0 m,doll_3.6 m,doll_421.0 m
,doll_223.0 m,doll_1.49 m,doll_8.55 b
,doll_58.0 m,doll_3.47 m,doll_262.0 m
,doll_41.0 m,doll_2.69 m,doll_390.0 m
,doll_260.0 m,0,doll_2.03 b
,doll_188.0 m,doll_6.15 m,doll_1.36 b
,doll_933.0 m,doll_4.01 m,doll_3.99 b
,doll_307.0 m,doll_6.32 m,doll_5.3 b
,doll_-104.0 m,doll_4.31 m,doll_178.0 m
,doll_926.0 m,doll_5.59 m,doll_2.61 b
,doll_-644.0 m,doll_5.59 m,doll_180.0 m
,doll_-576.0 m,0,doll_13.96 b
,doll_-68.0 m,doll_8.39 m,doll_1.2 b
,doll_183.0 m,doll_3.1 m,doll_3.44 b
,doll_135.0 m,doll_5.08 m,doll_638.0 m
,doll_-22.0 m,doll_4.09 m,doll_758.0 m
,doll_7.0 m,0,doll_61.0 m
,doll_-98.0 m,doll_5.16 m,doll_4.27 b
,doll_-45.0 m,0,doll_170.0 m
,doll_-8.0 m,doll_2.94 m,doll_16.0 m
,doll_76.0 m,doll_4.18 m,doll_364.0 m
,doll_94.0 m,doll_2.89 m,doll_2.92 b
,doll_50.0 m,doll_4.59 m,doll_705.0 m
,doll_740.0 m,doll_5.44 m,doll_3.3 b
,doll_-72.0 m,doll_3.85 m,doll_1.71 b
,doll_372.0 m,doll_5.44 m,doll_9.46 b
,doll_333.0 m,doll_2.68 m,doll_5.29 b
,doll_583.0 m,doll_7.43 m,doll_19.52 b
,doll_115.0 m,0,doll_2.44 b
,doll_595.0 m,0,doll_22.77 b
,doll_32.0 m,doll_3.98 m,doll_580.0 m
,doll_457.0 m,doll_4.44 m,doll_843.0 m
,doll_1.13 b,doll_7.42 m,doll_4.01 b
,doll_-139.0 m,doll_2.59 m,doll_509.0 m
,doll_337.0 m,doll_5.68 m,doll_1.04 b
,doll_216.0 m,doll_5.66 m,doll_229.0 m
,doll_41.0 m,doll_2.39 m,doll_2.19 b
,doll_-8.0 m,doll_2.83 m,doll_532.0 m
,doll_76.0 m,doll_10.35 m,doll_261.0 m
,doll_15.0 m,doll_4.37 m,doll_1.82 b
,doll_-46.0 m,doll_5.08 m,doll_541.0 m
,doll_-704.0 m,doll_5.05 m,doll_144.0 m
,doll_312.0 m,doll_4.04 m,doll_5.05 b
,doll_-646.0 m,doll_5.34 m,doll_2.31 b
,doll_399.0 m,doll_5.61 m,doll_1.43 b
,doll_200.0 m,doll_4.92 m,doll_1.9 b
,doll_279.0 m,doll_3.33 m,doll_1.89 b
,doll_127.0 m,doll_3.88 m,doll_1.12 b
,doll_517.0 m,doll_3.35 m,doll_3.73 b
,doll_634.0 m,doll_5.61 m,doll_1.19 b
,doll_-163.0 m,doll_6.19 m,doll_869.0 m
,doll_366.0 m,doll_3.48 m,doll_1.01 b
,doll_353.0 m,doll_3.48 m,doll_1.2 b
,doll_142.0 m,doll_1.34 m,doll_548.0 m
,doll_291.0 m,doll_3.2 m,doll_8.68 b
,doll_358.0 m,doll_5.25 m,doll_2.64 b
,doll_55.0 m,doll_3.53 m,doll_400.0 m
,doll_642.0 m,0,doll_11.16 b
,doll_311.0 m,doll_2.59 m,doll_3.22 b
,doll_125.0 m,doll_2.76 m,doll_2.04 b
,doll_239.0 m,doll_6.74 m,doll_11.88 b
,doll_9.0 m,doll_5.08 m,doll_1.47 b
,doll_256.0 m,doll_3.77 m,doll_1.5 b
,doll_286.0 m,doll_1.34 m,doll_2.74 b
,doll_566.0 m,doll_2.72 m,doll_3.83 b
,doll_681.0 m,doll_5.31 m,doll_1.03 b
,doll_476.0 m,doll_1.68 m,doll_5.65 b
,doll_31.0 m,doll_2.7 m,doll_6.33 b
,doll_29.0 m,doll_5.75 m,doll_501.0 m
,doll_436.0 m,doll_1.65 m,doll_2.09 b
,doll_217.0 m,doll_5.85 m,doll_408.0 m
,doll_242.0 m,doll_4.2 m,doll_5.85 b
,doll_455.0 m,doll_4.79 m,doll_4.29 b
,doll_199.0 m,0,doll_1.71 b
,doll_-705.0 m,doll_5.91 m,doll_5.81 b
,doll_231.0 m,doll_5.84 m,doll_2.02 b
,doll_271.0 m,doll_2.6 m,doll_1.32 b
,doll_45.0 m,doll_6.98 m,doll_199.0 m
,0.0,doll_1.8 m,0.0
,doll_1.15 b,doll_1.27 m,doll_8.28 b
,doll_402.0 m,doll_3.91 m,doll_443.0 m
,doll_64.0 m,doll_5.03 m,doll_2.46 b
,doll_-24.0 m,doll_4.0 m,doll_1.41 b
,doll_44.0 m,doll_5.2 m,doll_249.0 m
,doll_100.0 m,doll_3.21 m,doll_615.0 m
,doll_419.0 m,doll_2.73 m,doll_854.0 m
,doll_258.0 m,doll_0.89 m,doll_3.97 b
,doll_117.0 m,doll_4.48 m,doll_2.04 b
,doll_161.0 m,doll_2.14 m,doll_2.04 b
,doll_1.04 b,doll_4.16 m,doll_312.0 m
,doll_38.0 m,doll_4.36 m,doll_81.0 m
,0.0,doll_4.61 m,0.0
,doll_76.0 m,doll_3.23 m,doll_652.0 m
,doll_226.0 m,doll_10.24 m,doll_1.25 b
,doll_300.0 m,doll_2.21 m,doll_1.09 b
,doll_183.0 m,0,doll_1.11 b
,doll_71.0 m,doll_4.64 m,doll_967.0 m
,doll_32.0 m,doll_9.44 m,doll_1.58 b
,doll_215.0 m,doll_3.47 m,doll_2.78 b
,doll_129.0 m,0,doll_968.0 m
,doll_203.0 m,doll_4.88 m,doll_3.81 b
,doll_958.0 m,doll_4.28 m,doll_39.44 b
,doll_-45.0 m,doll_0.48 m,doll_3.27 b
,doll_140.0 m,doll_4.82 m,doll_1.31 b
,doll_132.0 m,0,doll_958.0 m
,doll_309.0 m,0,doll_397.0 m
,doll_33.0 m,doll_3.54 m,doll_255.0 m
,doll_580.0 m,doll_3.35 m,doll_6.66 b
,0.0,doll_2.82 m,0.0
,0.0,doll_10.34 m,0.0
,doll_1.37 b,doll_5.71 m,doll_7.24 b
,doll_377.0 m,0,doll_914.0 m
,doll_161.0 m,0,doll_2.62 b
,doll_1.01 b,0,doll_8.35 b
,doll_572.0 m,0,doll_313.0 m
,0.0,0,0.0
,doll_-363.0 m,0,doll_1.01 b
,doll_-1888.0 m,0,doll_313.0 m
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,0.0,0,0.0
,doll_-662.0 m,0,doll_8.02 b
