03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
1293000000.0,0.591 billion usd
1292000000.0,0.563 billion usd
1276000000.0,3.145 billion usd
1284000000.0,2.375 billion usd
1284000000.0,1.935 billion usd
1282000000.0,1.732 billion usd
1281000000.0,1.729 billion usd
1282000000.0,1.720 billion usd
,"8,156"
1283000000.0,1.693 billion usd
,0.952 billion usd
1278000000.0,1.605 billion usd
1279000000.0,1.502 billion usd
1275000000.0,1.488 billion usd
1282000000.0,1.394 billion usd
1283000000.0,1.365 billion usd
1283000000.0,1.352 billion usd
1275000000.0,1.343 billion usd
,0.950 billion usd
1276000000.0,1.317 billion usd
1283000000.0,1.313 billion usd
1277000000.0,1.299 billion usd
1279000000.0,1.281 billion usd
1275000000.0,1.280 billion usd
1284000000.0,1.276 billion usd
1279000000.0,1.250 billion usd
1281000000.0,1.227 billion usd
1283000000.0,1.202 billion usd
1276000000.0,1.199 billion usd
1275000000.0,1.189 billion usd
1276000000.0,1.158 billion usd
1280000000.0,1.151 billion usd
1283000000.0,1.145 billion usd
1277000000.0,1.126 billion usd
1282000000.0,1.116 billion usd
1281000000.0,1.098 billion usd
1281000000.0,1.082 billion usd
1275000000.0,1.042 billion usd
1280000000.0,1.039 billion usd
1283000000.0,1.026 billion usd
1276000000.0,1.011 billion usd
1278000000.0,1.001 billion usd
1277000000.0,0.924 billion usd
1280000000.0,0.915 billion usd
1282000000.0,0.905 billion usd
1283000000.0,0.864 billion usd
1276000000.0,0.822 billion usd
1279000000.0,0.501 billion usd
1267000000.0,2.955 billion usd
1273000000.0,2.843 billion usd
1274000000.0,2.366 billion usd
1271000000.0,1.757 billion usd
1267000000.0,1.724 billion usd
1272000000.0,1.545 billion usd
,0.941 billion usd
1269000000.0,1.503 billion usd
1266000000.0,1.471 billion usd
1272000000.0,1.407 billion usd
1272000000.0,1.390 billion usd
,"8,203"
1266000000.0,1.390 billion usd
1267000000.0,1.376 billion usd
1267000000.0,1.360 billion usd
1273000000.0,1.357 billion usd
1270000000.0,1.348 billion usd
1268000000.0,1.263 billion usd
1267000000.0,1.256 billion usd
1274000000.0,1.254 billion usd
1272000000.0,1.252 billion usd
1266000000.0,1.231 billion usd
1270000000.0,1.202 billion usd
1265000000.0,1.173 billion usd
1265000000.0,1.123 billion usd
1267000000.0,1.071 billion usd
1274000000.0,1.057 billion usd
1271000000.0,1.037 billion usd
1268000000.0,0.989 billion usd
1269000000.0,0.942 billion usd
1268000000.0,0.901 billion usd
1274000000.0,0.875 billion usd
1273000000.0,0.815 billion usd
1267000000.0,0.767 billion usd
1273000000.0,0.647 billion usd
1263000000.0,2.601 billion usd
1258000000.0,2.011 billion usd
1261000000.0,"7,171"
1259000000.0,1.832 billion usd
1262000000.0,1.590 billion usd
1257000000.0,1.585 billion usd
1257000000.0,1.584 billion usd
1264000000.0,1.552 billion usd
1260000000.0,1.513 billion usd
1264000000.0,1.506 billion usd
1261000000.0,1.503 billion usd
1256000000.0,1.459 billion usd
1263000000.0,1.408 billion usd
1261000000.0,1.403 billion usd
1262000000.0,1.381 billion usd
1256000000.0,1.369 billion usd
1260000000.0,1.344 billion usd
1263000000.0,1.316 billion usd
1262000000.0,1.308 billion usd
1256000000.0,1.296 billion usd
1261000000.0,1.272 billion usd
1261000000.0,1.267 billion usd
1264000000.0,1.258 billion usd
1256000000.0,1.254 billion usd
1263000000.0,1.213 billion usd
1264000000.0,1.198 billion usd
1260000000.0,1.183 billion usd
1263000000.0,1.154 billion usd
1264000000.0,1.090 billion usd
1255000000.0,1.090 billion usd
1256000000.0,1.087 billion usd
1261000000.0,1.082 billion usd
,"8,258"
1264000000.0,1.067 billion usd
1261000000.0,1.052 billion usd
1257000000.0,1.049 billion usd
1255000000.0,1.027 billion usd
1258000000.0,1.002 billion usd
1262000000.0,1.002 billion usd
1259000000.0,0.997 billion usd
,"8,265"
1260000000.0,0.929 billion usd
1261000000.0,0.927 billion usd
1262000000.0,0.871 billion usd
1264000000.0,0.808 billion usd
1263000000.0,0.704 billion usd
1259000000.0,0.667 billion usd
1251000000.0,2.257 billion usd
1245000000.0,1.881 billion usd
1254000000.0,1.864 billion usd
1246000000.0,1.829 billion usd
1251000000.0,1.668 billion usd
1252000000.0,1.586 billion usd
1245000000.0,1.538 billion usd
1246000000.0,1.522 billion usd
1246000000.0,1.494 billion usd
1250000000.0,1.468 billion usd
1252000000.0,1.434 billion usd
1253000000.0,1.394 billion usd
1254000000.0,1.381 billion usd
1251000000.0,1.381 billion usd
1248000000.0,1.376 billion usd
1250000000.0,1.364 billion usd
1249000000.0,1.338 billion usd
1246000000.0,1.337 billion usd
,
1252000000.0,1.304 billion usd
1247000000.0,1.301 billion usd
1249000000.0,1.297 billion usd
1250000000.0,1.286 billion usd
1251000000.0,1.276 billion usd
1251000000.0,1.257 billion usd
1250000000.0,1.249 billion usd
1249000000.0,1.240 billion usd
1245000000.0,1.230 billion usd
1247000000.0,1.172 billion usd
1252000000.0,1.168 billion usd
1251000000.0,1.149 billion usd
1251000000.0,1.125 billion usd
1245000000.0,1.123 billion usd
1246000000.0,1.105 billion usd
1247000000.0,1.095 billion usd
1250000000.0,1.093 billion usd
1254000000.0,1.077 billion usd
1253000000.0,1.047 billion usd
1251000000.0,1.004 billion usd
1246000000.0,0.955 billion usd
1251000000.0,0.955 billion usd
1250000000.0,0.934 billion usd
1251000000.0,0.876 billion usd
,"8,313"
1254000000.0,0.857 billion usd
1250000000.0,0.855 billion usd
1254000000.0,0.738 billion usd
1238000000.0,2.891 billion usd
1240000000.0,
1236000000.0,2.107 billion usd
1240000000.0,1.851 billion usd
1244000000.0,1.647 billion usd
,0.914 billion usd
1238000000.0,1.586 billion usd
,"8,321"
1237000000.0,1.548 billion usd
1239000000.0,1.423 billion usd
1244000000.0,1.389 billion usd
1238000000.0,1.385 billion usd
1243000000.0,1.373 billion usd
1237000000.0,1.345 billion usd
1236000000.0,1.339 billion usd
1241000000.0,1.327 billion usd
1235000000.0,1.278 billion usd
1237000000.0,1.242 billion usd
1238000000.0,1.214 billion usd
1244000000.0,1.097 billion usd
1242000000.0,1.088 billion usd
1241000000.0,1.057 billion usd
1235000000.0,1.054 billion usd
1244000000.0,1.053 billion usd
1239000000.0,1.038 billion usd
1244000000.0,1.027 billion usd
1240000000.0,0.968 billion usd
1235000000.0,0.951 billion usd
1236000000.0,0.889 billion usd
1244000000.0,0.868 billion usd
1236000000.0,0.846 billion usd
1237000000.0,0.832 billion usd
1243000000.0,0.801 billion usd
1235000000.0,0.795 billion usd
1240000000.0,0.520 billion usd
1242000000.0,"14,427"
1230000000.0,1.705 billion usd
1227000000.0,1.596 billion usd
1227000000.0,1.521 billion usd
1230000000.0,1.516 billion usd
1225000000.0,1.436 billion usd
1234000000.0,1.430 billion usd
1233000000.0,1.408 billion usd
1234000000.0,1.404 billion usd
1231000000.0,1.399 billion usd
1230000000.0,1.394 billion usd
1230000000.0,1.362 billion usd
1226000000.0,1.356 billion usd
1232000000.0,1.351 billion usd
1231000000.0,1.275 billion usd
1233000000.0,1.255 billion usd
1233000000.0,1.245 billion usd
,"8,366"
1227000000.0,1.229 billion usd
1229000000.0,1.225 billion usd
1229000000.0,1.203 billion usd
1234000000.0,1.201 billion usd
1234000000.0,1.188 billion usd
1225000000.0,1.177 billion usd
1234000000.0,1.154 billion usd
1227000000.0,1.133 billion usd
1233000000.0,1.123 billion usd
1227000000.0,1.118 billion usd
1228000000.0,1.092 billion usd
1233000000.0,1.087 billion usd
1234000000.0,1.044 billion usd
,"8,379"
1227000000.0,1.022 billion usd
1227000000.0,1.016 billion usd
1227000000.0,0.990 billion usd
1229000000.0,0.957 billion usd
1230000000.0,0.921 billion usd
1226000000.0,0.905 billion usd
1225000000.0,0.898 billion usd
1232000000.0,0.886 billion usd
1230000000.0,0.864 billion usd
1234000000.0,0.826 billion usd
1234000000.0,0.756 billion usd
1229000000.0,0.747 billion usd
1228000000.0,0.582 billion usd
1233000000.0,0.550 billion usd
1226000000.0,
1221000000.0,2.114 billion usd
1216000000.0,1.732 billion usd
1216000000.0,1.722 billion usd
1215000000.0,1.671 billion usd
1217000000.0,1.528 billion usd
1220000000.0,1.494 billion usd
1218000000.0,1.485 billion usd
1223000000.0,1.460 billion usd
1216000000.0,1.445 billion usd
1223000000.0,1.430 billion usd
1215000000.0,1.416 billion usd
1217000000.0,1.405 billion usd
1215000000.0,1.400 billion usd
1223000000.0,1.350 billion usd
1223000000.0,1.350 billion usd
1219000000.0,1.332 billion usd
1216000000.0,1.329 billion usd
,0.893 billion usd
1221000000.0,1.328 billion usd
1220000000.0,1.291 billion usd
1222000000.0,1.274 billion usd
1219000000.0,1.234 billion usd
1220000000.0,1.228 billion usd
1221000000.0,1.214 billion usd
1223000000.0,1.174 billion usd
1216000000.0,1.131 billion usd
1222000000.0,1.107 billion usd
1218000000.0,1.098 billion usd
1216000000.0,1.097 billion usd
1216000000.0,1.060 billion usd
1219000000.0,1.051 billion usd
1220000000.0,1.040 billion usd
1217000000.0,1.011 billion usd
1222000000.0,1.004 billion usd
1224000000.0,0.959 billion usd
1219000000.0,0.955 billion usd
1223000000.0,0.950 billion usd
1215000000.0,0.938 billion usd
1220000000.0,0.868 billion usd
1220000000.0,0.783 billion usd
1221000000.0,0.713 billion usd
1222000000.0,0.643 billion usd
1224000000.0,0.641 billion usd
1222000000.0,0.552 billion usd
1219000000.0,0.432 billion usd
1212000000.0,1.949 billion usd
1209000000.0,1.552 billion usd
1205000000.0,1.464 billion usd
1208000000.0,1.451 billion usd
1208000000.0,1.447 billion usd
1205000000.0,1.415 billion usd
1208000000.0,1.404 billion usd
1208000000.0,1.394 billion usd
1207000000.0,1.386 billion usd
1212000000.0,1.380 billion usd
1206000000.0,1.344 billion usd
1210000000.0,1.339 billion usd
1213000000.0,1.335 billion usd
1209000000.0,1.260 billion usd
1205000000.0,1.258 billion usd
1206000000.0,1.250 billion usd
1209000000.0,1.248 billion usd
1207000000.0,1.231 billion usd
1206000000.0,1.197 billion usd
1207000000.0,1.185 billion usd
1209000000.0,1.184 billion usd
1211000000.0,1.183 billion usd
1207000000.0,1.178 billion usd
1209000000.0,1.167 billion usd
1212000000.0,1.153 billion usd
1205000000.0,1.147 billion usd
1211000000.0,1.115 billion usd
1209000000.0,1.107 billion usd
1207000000.0,1.086 billion usd
1210000000.0,1.082 billion usd
1205000000.0,1.062 billion usd
1205000000.0,1.031 billion usd
1208000000.0,0.972 billion usd
1212000000.0,0.961 billion usd
1211000000.0,0.918 billion usd
,0.881 billion usd
1213000000.0,0.822 billion usd
1214000000.0,0.797 billion usd
1206000000.0,0.653 billion usd
1208000000.0,
,0.880 billion usd
1200000000.0,3.202 billion usd
1197000000.0,2.397 billion usd
1201000000.0,1.883 billion usd
1201000000.0,1.739 billion usd
1203000000.0,1.597 billion usd
1200000000.0,1.515 billion usd
1201000000.0,1.506 billion usd
1203000000.0,1.410 billion usd
1200000000.0,1.405 billion usd
1195000000.0,1.404 billion usd
1200000000.0,1.395 billion usd
1202000000.0,1.381 billion usd
1197000000.0,1.381 billion usd
1201000000.0,1.378 billion usd
1197000000.0,1.376 billion usd
1197000000.0,1.373 billion usd
1203000000.0,1.340 billion usd
1200000000.0,1.292 billion usd
1201000000.0,1.279 billion usd
1196000000.0,1.276 billion usd
1196000000.0,1.260 billion usd
1195000000.0,1.259 billion usd
1196000000.0,1.231 billion usd
1203000000.0,1.201 billion usd
1195000000.0,1.171 billion usd
1199000000.0,1.167 billion usd
1199000000.0,1.160 billion usd
1202000000.0,1.159 billion usd
1202000000.0,1.152 billion usd
1200000000.0,1.148 billion usd
1199000000.0,1.119 billion usd
1201000000.0,1.112 billion usd
1197000000.0,1.097 billion usd
1199000000.0,1.079 billion usd
1195000000.0,1.053 billion usd
,"8,512"
1197000000.0,1.047 billion usd
1195000000.0,0.985 billion usd
1203000000.0,0.982 billion usd
1199000000.0,0.950 billion usd
1199000000.0,0.944 billion usd
1197000000.0,0.935 billion usd
1203000000.0,0.929 billion usd
1195000000.0,0.917 billion usd
1196000000.0,0.904 billion usd
1203000000.0,0.899 billion usd
1198000000.0,0.703 billion usd
1195000000.0,0.544 billion usd
1200000000.0,"26,309"
1185000000.0,1.823 billion usd
1191000000.0,1.691 billion usd
1190000000.0,1.598 billion usd
1189000000.0,1.555 billion usd
1192000000.0,1.485 billion usd
1190000000.0,1.471 billion usd
1188000000.0,1.462 billion usd
1188000000.0,1.459 billion usd
1189000000.0,1.435 billion usd
1193000000.0,1.399 billion usd
1193000000.0,1.317 billion usd
1191000000.0,1.276 billion usd
1191000000.0,1.266 billion usd
1194000000.0,1.259 billion usd
1194000000.0,1.244 billion usd
1190000000.0,1.240 billion usd
1192000000.0,1.238 billion usd
1192000000.0,1.229 billion usd
1193000000.0,1.225 billion usd
1192000000.0,1.216 billion usd
1187000000.0,1.208 billion usd
1186000000.0,1.202 billion usd
1192000000.0,1.194 billion usd
1186000000.0,1.171 billion usd
1190000000.0,1.162 billion usd
1189000000.0,1.112 billion usd
1185000000.0,1.108 billion usd
1187000000.0,1.098 billion usd
1192000000.0,1.090 billion usd
1185000000.0,1.069 billion usd
1189000000.0,1.061 billion usd
1192000000.0,1.061 billion usd
1188000000.0,1.056 billion usd
1188000000.0,1.044 billion usd
1188000000.0,1.043 billion usd
1187000000.0,1.034 billion usd
1192000000.0,0.966 billion usd
1186000000.0,0.965 billion usd
1192000000.0,0.947 billion usd
1187000000.0,0.907 billion usd
1188000000.0,0.902 billion usd
1191000000.0,0.741 billion usd
1192000000.0,0.641 billion usd
1187000000.0,0.580 billion usd
1190000000.0,"7,210"
,"8,571"
1178000000.0,2.580 billion usd
1183000000.0,2.013 billion usd
,"8,572"
1183000000.0,1.999 billion usd
1178000000.0,1.706 billion usd
1183000000.0,1.494 billion usd
1178000000.0,1.493 billion usd
1181000000.0,1.476 billion usd
1176000000.0,1.433 billion usd
1177000000.0,
1177000000.0,1.382 billion usd
1183000000.0,1.378 billion usd
1184000000.0,1.346 billion usd
1177000000.0,1.339 billion usd
1175000000.0,1.334 billion usd
1178000000.0,1.320 billion usd
1181000000.0,1.258 billion usd
1177000000.0,1.244 billion usd
1184000000.0,1.235 billion usd
1176000000.0,1.217 billion usd
1177000000.0,1.209 billion usd
1181000000.0,1.167 billion usd
1183000000.0,1.153 billion usd
1184000000.0,1.149 billion usd
1183000000.0,1.149 billion usd
1179000000.0,1.144 billion usd
1176000000.0,1.124 billion usd
1179000000.0,1.098 billion usd
1179000000.0,1.094 billion usd
1178000000.0,1.089 billion usd
1178000000.0,1.087 billion usd
1177000000.0,1.075 billion usd
1182000000.0,0.997 billion usd
1179000000.0,0.968 billion usd
1183000000.0,0.934 billion usd
1177000000.0,0.933 billion usd
1177000000.0,0.779 billion usd
1176000000.0,0.778 billion usd
1176000000.0,0.764 billion usd
1176000000.0,0.752 billion usd
1181000000.0,0.738 billion usd
1177000000.0,0.733 billion usd
1183000000.0,0.639 billion usd
1167000000.0,2.599 billion usd
1172000000.0,1.985 billion usd
1166000000.0,1.924 billion usd
1169000000.0,1.757 billion usd
1171000000.0,1.707 billion usd
1166000000.0,1.639 billion usd
1168000000.0,1.617 billion usd
1171000000.0,1.590 billion usd
1167000000.0,1.523 billion usd
1171000000.0,1.500 billion usd
1171000000.0,1.488 billion usd
1166000000.0,1.467 billion usd
1173000000.0,1.377 billion usd
1165000000.0,1.324 billion usd
1170000000.0,1.318 billion usd
1169000000.0,1.314 billion usd
,0.852 billion usd
1170000000.0,1.300 billion usd
1169000000.0,1.295 billion usd
1173000000.0,1.277 billion usd
1169000000.0,1.258 billion usd
1166000000.0,1.226 billion usd
1167000000.0,1.196 billion usd
1172000000.0,1.184 billion usd
1170000000.0,1.173 billion usd
1172000000.0,1.168 billion usd
1170000000.0,1.149 billion usd
1169000000.0,1.138 billion usd
,0.849 billion usd
1170000000.0,1.130 billion usd
1167000000.0,1.127 billion usd
1169000000.0,1.112 billion usd
1168000000.0,1.108 billion usd
1171000000.0,1.108 billion usd
1173000000.0,1.091 billion usd
1166000000.0,1.070 billion usd
1169000000.0,1.039 billion usd
1170000000.0,1.030 billion usd
1165000000.0,1.010 billion usd
1169000000.0,0.980 billion usd
1167000000.0,0.956 billion usd
1174000000.0,0.912 billion usd
1166000000.0,0.898 billion usd
1168000000.0,0.835 billion usd
1167000000.0,0.534 billion usd
1161000000.0,1.684 billion usd
1163000000.0,1.531 billion usd
1155000000.0,1.444 billion usd
1156000000.0,1.419 billion usd
1163000000.0,1.355 billion usd
1162000000.0,1.346 billion usd
,0.872 billion usd
1155000000.0,1.333 billion usd
1155000000.0,1.318 billion usd
1158000000.0,1.253 billion usd
,"8,663"
1163000000.0,1.237 billion usd
1161000000.0,1.229 billion usd
1155000000.0,1.218 billion usd
1159000000.0,1.175 billion usd
1156000000.0,1.155 billion usd
1155000000.0,1.151 billion usd
1157000000.0,1.144 billion usd
1159000000.0,1.138 billion usd
1155000000.0,1.126 billion usd
,0.844 billion usd
1162000000.0,1.116 billion usd
1156000000.0,1.115 billion usd
1159000000.0,1.112 billion usd
1162000000.0,1.095 billion usd
1156000000.0,1.077 billion usd
1159000000.0,1.067 billion usd
1160000000.0,1.011 billion usd
1164000000.0,0.973 billion usd
1155000000.0,0.964 billion usd
1156000000.0,0.953 billion usd
1157000000.0,0.821 billion usd
1163000000.0,0.821 billion usd
1157000000.0,0.808 billion usd
1158000000.0,0.803 billion usd
,0.841 billion usd
1164000000.0,0.788 billion usd
1156000000.0,0.505 billion usd
1148000000.0,2.462 billion usd
1151000000.0,2.457 billion usd
1149000000.0,1.621 billion usd
1152000000.0,1.433 billion usd
1149000000.0,1.433 billion usd
1145000000.0,1.406 billion usd
1152000000.0,1.346 billion usd
1147000000.0,1.329 billion usd
1154000000.0,1.319 billion usd
1149000000.0,1.305 billion usd
1148000000.0,1.302 billion usd
1148000000.0,1.284 billion usd
1146000000.0,1.268 billion usd
1150000000.0,1.263 billion usd
1147000000.0,1.197 billion usd
1146000000.0,1.194 billion usd
1150000000.0,1.184 billion usd
1152000000.0,1.184 billion usd
1154000000.0,1.174 billion usd
,"8,708"
1145000000.0,1.174 billion usd
1152000000.0,1.109 billion usd
1145000000.0,1.095 billion usd
1152000000.0,1.053 billion usd
1146000000.0,1.032 billion usd
1151000000.0,1.029 billion usd
1151000000.0,1.017 billion usd
1145000000.0,1.013 billion usd
1145000000.0,1.000 billion usd
1149000000.0,0.945 billion usd
1147000000.0,0.931 billion usd
1153000000.0,0.908 billion usd
1149000000.0,0.864 billion usd
1146000000.0,0.853 billion usd
1151000000.0,0.852 billion usd
1154000000.0,0.828 billion usd
1154000000.0,0.796 billion usd
1146000000.0,0.778 billion usd
1145000000.0,0.760 billion usd
1152000000.0,0.743 billion usd
1154000000.0,0.720 billion usd
1151000000.0,0.704 billion usd
1149000000.0,0.635 billion usd
1141000000.0,1.855 billion usd
1142000000.0,1.701 billion usd
1139000000.0,1.454 billion usd
,
1136000000.0,1.446 billion usd
1138000000.0,
1137000000.0,1.443 billion usd
,"8,735"
,
1138000000.0,1.439 billion usd
1144000000.0,1.371 billion usd
1136000000.0,1.343 billion usd
1136000000.0,1.330 billion usd
1142000000.0,1.327 billion usd
,0.830 billion usd
1137000000.0,1.302 billion usd
1135000000.0,1.285 billion usd
1144000000.0,1.246 billion usd
,
1142000000.0,1.243 billion usd
1143000000.0,1.234 billion usd
1136000000.0,1.205 billion usd
1136000000.0,1.191 billion usd
