03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
3137000000.0,3.495 billion usd
3140000000.0,3.256 billion usd
3143000000.0,3.244 billion usd
3141000000.0,3.196 billion usd
3138000000.0,3.126 billion usd
3140000000.0,2.948 billion usd
3142000000.0,2.907 billion usd
3143000000.0,2.886 billion usd
3137000000.0,2.597 billion usd
3137000000.0,2.557 billion usd
3135000000.0,2.146 billion usd
3141000000.0,1.976 billion usd
3142000000.0,1.850 billion usd
3127000000.0,5.039 billion usd
3127000000.0,3.773 billion usd
3126000000.0,3.747 billion usd
3132000000.0,3.516 billion usd
3133000000.0,3.505 billion usd
3127000000.0,3.426 billion usd
3133000000.0,3.368 billion usd
3131000000.0,3.332 billion usd
3134000000.0,3.321 billion usd
3132000000.0,3.243 billion usd
3130000000.0,3.081 billion usd
3126000000.0,3.076 billion usd
3129000000.0,2.869 billion usd
3128000000.0,2.751 billion usd
3122000000.0,4.670 billion usd
3116000000.0,3.475 billion usd
3121000000.0,3.328 billion usd
3116000000.0,3.322 billion usd
3119000000.0,3.015 billion usd
3115000000.0,2.896 billion usd
3116000000.0,2.845 billion usd
3115000000.0,2.754 billion usd
3115000000.0,1.948 billion usd
3108000000.0,4.856 billion usd
3105000000.0,3.481 billion usd
3107000000.0,3.372 billion usd
3110000000.0,3.202 billion usd
3109000000.0,2.965 billion usd
3107000000.0,2.724 billion usd
3114000000.0,2.673 billion usd
3097000000.0,5.447 billion usd
3096000000.0,3.431 billion usd
3103000000.0,3.360 billion usd
3097000000.0,3.265 billion usd
3104000000.0,3.246 billion usd
3098000000.0,3.094 billion usd
3096000000.0,3.031 billion usd
3100000000.0,3.008 billion usd
3099000000.0,2.767 billion usd
3104000000.0,2.464 billion usd
3094000000.0,6.070 billion usd
3086000000.0,4.192 billion usd
3094000000.0,4.121 billion usd
3094000000.0,4.050 billion usd
3086000000.0,3.915 billion usd
3085000000.0,3.846 billion usd
3091000000.0,3.639 billion usd
3089000000.0,3.475 billion usd
3093000000.0,3.190 billion usd
3093000000.0,3.109 billion usd
3088000000.0,3.058 billion usd
3087000000.0,2.988 billion usd
3089000000.0,2.901 billion usd
3089000000.0,2.854 billion usd
3094000000.0,2.829 billion usd
3089000000.0,2.726 billion usd
3087000000.0,2.718 billion usd
3094000000.0,2.529 billion usd
3086000000.0,2.389 billion usd
3092000000.0,1.878 billion usd
,2.546 billion usd
3077000000.0,3.204 billion usd
3076000000.0,3.783 billion usd
3078000000.0,3.654 billion usd
,3.543 billion usd
3076000000.0,2.545 billion usd
3077000000.0,3.482 billion usd
,3.465 billion usd
3082000000.0,"4,755"
3081000000.0,3.268 billion usd
3077000000.0,3.220 billion usd
3078000000.0,3.073 billion usd
3077000000.0,2.899 billion usd
3084000000.0,2.248 billion usd
3073000000.0,3.726 billion usd
3069000000.0,3.512 billion usd
3070000000.0,3.152 billion usd
,2.534 billion usd
3070000000.0,3.019 billion usd
3070000000.0,3.015 billion usd
3065000000.0,2.945 billion usd
3069000000.0,2.808 billion usd
3071000000.0,2.704 billion usd
,2.532 billion usd
3073000000.0,2.576 billion usd
3074000000.0,2.374 billion usd
3061000000.0,5.179 billion usd
3057000000.0,4.902 billion usd
3058000000.0,4.107 billion usd
3061000000.0,3.869 billion usd
3062000000.0,3.429 billion usd
,"4,777"
3063000000.0,3.303 billion usd
3059000000.0,3.276 billion usd
3059000000.0,3.261 billion usd
3059000000.0,3.127 billion usd
3061000000.0,3.102 billion usd
3059000000.0,3.019 billion usd
3061000000.0,2.839 billion usd
3056000000.0,0.830 billion usd
3047000000.0,6.150 billion usd
3045000000.0,5.838 billion usd
3053000000.0,4.273 billion usd
,2.516 billion usd
3047000000.0,3.685 billion usd
3047000000.0,3.674 billion usd
3051000000.0,3.436 billion usd
3047000000.0,3.311 billion usd
3048000000.0,3.232 billion usd
3045000000.0,3.213 billion usd
3049000000.0,2.528 billion usd
3045000000.0,3.623 billion usd
3037000000.0,2.151 billion usd
3035000000.0,3.744 billion usd
3039000000.0,3.714 billion usd
3035000000.0,3.697 billion usd
3035000000.0,3.569 billion usd
3035000000.0,3.329 billion usd
3036000000.0,3.270 billion usd
3043000000.0,2.958 billion usd
3042000000.0,2.684 billion usd
,2.130 billion usd
3043000000.0,3.750 billion usd
3039000000.0,
3039000000.0,3.150 billion usd
3039000000.0,3.128 billion usd
3041000000.0,3.379 billion usd
3042000000.0,3.037 billion usd
3044000000.0,2.973 billion usd
3031000000.0,2.953 billion usd
,2.916 billion usd
3029000000.0,"4,806"
3025000000.0,2.875 billion usd
3030000000.0,2.817 billion usd
3027000000.0,2.807 billion usd
3030000000.0,2.800 billion usd
3029000000.0,2.659 billion usd
3026000000.0,2.602 billion usd
3027000000.0,2.350 billion usd
3032000000.0,3.847 billion usd
3023000000.0,2.974 billion usd
3016000000.0,2.932 billion usd
3023000000.0,2.905 billion usd
3018000000.0,2.899 billion usd
3015000000.0,2.862 billion usd
3015000000.0,2.763 billion usd
3022000000.0,2.760 billion usd
3016000000.0,2.065 billion usd
3018000000.0,1.405 billion usd
3005000000.0,
3008000000.0,"4,813"
3011000000.0,3.388 billion usd
3009000000.0,3.280 billion usd
3013000000.0,3.266 billion usd
3012000000.0,3.122 billion usd
3011000000.0,3.061 billion usd
2997000000.0,3.033 billion usd
,2.918 billion usd
2999000000.0,2.769 billion usd
3004000000.0,2.629 billion usd
2995000000.0,3.831 billion usd
2995000000.0,3.456 billion usd
3000000000.0,3.402 billion usd
2995000000.0,3.399 billion usd
2995000000.0,3.185 billion usd
3002000000.0,2.460 billion usd
2995000000.0,3.054 billion usd
2996000000.0,3.053 billion usd
3000000000.0,2.821 billion usd
,"4,858"
2991000000.0,2.689 billion usd
2994000000.0,3.888 billion usd
2989000000.0,2.628 billion usd
2985000000.0,2.605 billion usd
2987000000.0,2.227 billion usd
,3.460 billion usd
2985000000.0,3.221 billion usd
2989000000.0,3.064 billion usd
2991000000.0,3.052 billion usd
,3.051 billion usd
2990000000.0,2.873 billion usd
2990000000.0,2.844 billion usd
2985000000.0,0.630 billion usd
2985000000.0,3.929 billion usd
2985000000.0,1.732 billion usd
2984000000.0,5.323 billion usd
2980000000.0,3.769 billion usd
2984000000.0,3.759 billion usd
2983000000.0,3.406 billion usd
2982000000.0,3.103 billion usd
2980000000.0,2.975 billion usd
2982000000.0,2.854 billion usd
2979000000.0,2.850 billion usd
2976000000.0,2.849 billion usd
2978000000.0,2.659 billion usd
2979000000.0,2.647 billion usd
2975000000.0,2.230 billion usd
2968000000.0,4.011 billion usd
2969000000.0,3.747 billion usd
2971000000.0,3.565 billion usd
2968000000.0,3.478 billion usd
2973000000.0,3.357 billion usd
2970000000.0,3.100 billion usd
2966000000.0,3.057 billion usd
2969000000.0,3.038 billion usd
2970000000.0,2.782 billion usd
2966000000.0,2.753 billion usd
2970000000.0,2.752 billion usd
2967000000.0,2.497 billion usd
2968000000.0,2.452 billion usd
2972000000.0,2.280 billion usd
2965000000.0,2.080 billion usd
2973000000.0,1.748 billion usd
2957000000.0,4.045 billion usd
2957000000.0,3.451 billion usd
2958000000.0,2.926 billion usd
2955000000.0,2.876 billion usd
2961000000.0,2.597 billion usd
2963000000.0,2.582 billion usd
2957000000.0,2.400 billion usd
2957000000.0,2.269 billion usd
2952000000.0,7.675 billion usd
2948000000.0,5.749 billion usd
2947000000.0,4.507 billion usd
2949000000.0,4.196 billion usd
2954000000.0,3.940 billion usd
2950000000.0,3.533 billion usd
2953000000.0,3.331 billion usd
2954000000.0,3.257 billion usd
2954000000.0,3.213 billion usd
2948000000.0,3.198 billion usd
2953000000.0,2.994 billion usd
2945000000.0,2.952 billion usd
2947000000.0,2.828 billion usd
2945000000.0,2.716 billion usd
2949000000.0,2.585 billion usd
2946000000.0,2.558 billion usd
2946000000.0,2.240 billion usd
2953000000.0,2.085 billion usd
2943000000.0,3.760 billion usd
,"4,918"
2940000000.0,3.378 billion usd
2937000000.0,3.206 billion usd
2942000000.0,3.147 billion usd
2944000000.0,3.083 billion usd
2939000000.0,2.792 billion usd
2938000000.0,2.647 billion usd
2942000000.0,1.709 billion usd
2928000000.0,7.242 billion usd
2933000000.0,3.800 billion usd
2927000000.0,3.490 billion usd
2930000000.0,3.362 billion usd
2928000000.0,3.311 billion usd
2931000000.0,3.255 billion usd
2926000000.0,3.153 billion usd
2928000000.0,3.140 billion usd
2927000000.0,3.054 billion usd
2929000000.0,2.989 billion usd
2931000000.0,2.837 billion usd
2928000000.0,2.790 billion usd
2929000000.0,2.615 billion usd
2925000000.0,2.546 billion usd
2929000000.0,2.445 billion usd
2915000000.0,4.761 billion usd
2924000000.0,4.044 billion usd
,"4,943"
2921000000.0,3.063 billion usd
2918000000.0,3.056 billion usd
2918000000.0,2.913 billion usd
2922000000.0,2.558 billion usd
2918000000.0,1.504 billion usd
2907000000.0,3.341 billion usd
2914000000.0,3.321 billion usd
2905000000.0,3.289 billion usd
2912000000.0,3.261 billion usd
2907000000.0,3.203 billion usd
2909000000.0,2.672 billion usd
2905000000.0,2.590 billion usd
2905000000.0,2.266 billion usd
2911000000.0,2.194 billion usd
2913000000.0,2.108 billion usd
2895000000.0,6.740 billion usd
2900000000.0,4.447 billion usd
2895000000.0,3.914 billion usd
2903000000.0,3.364 billion usd
2904000000.0,3.358 billion usd
2900000000.0,3.181 billion usd
2901000000.0,3.207 billion usd
2903000000.0,3.112 billion usd
2903000000.0,3.036 billion usd
2900000000.0,3.004 billion usd
2896000000.0,2.969 billion usd
2903000000.0,2.836 billion usd
2898000000.0,2.633 billion usd
2898000000.0,2.578 billion usd
2902000000.0,2.456 billion usd
2902000000.0,2.427 billion usd
2886000000.0,4.286 billion usd
2888000000.0,3.920 billion usd
2885000000.0,3.475 billion usd
2887000000.0,3.324 billion usd
2894000000.0,3.271 billion usd
2891000000.0,3.177 billion usd
2885000000.0,3.067 billion usd
2890000000.0,2.954 billion usd
2888000000.0,2.847 billion usd
2887000000.0,2.672 billion usd
2894000000.0,2.583 billion usd
2894000000.0,2.536 billion usd
2892000000.0,2.486 billion usd
2889000000.0,2.170 billion usd
2886000000.0,0.888 billion usd
2894000000.0,"6,544"
2882000000.0,3.563 billion usd
2877000000.0,3.328 billion usd
2882000000.0,2.947 billion usd
2883000000.0,2.880 billion usd
2878000000.0,2.766 billion usd
2884000000.0,2.656 billion usd
2884000000.0,2.578 billion usd
2877000000.0,1.097 billion usd
2871000000.0,3.350 billion usd
2870000000.0,3.321 billion usd
2867000000.0,3.270 billion usd
2872000000.0,3.181 billion usd
2870000000.0,3.180 billion usd
2873000000.0,3.117 billion usd
2867000000.0,2.918 billion usd
2869000000.0,2.817 billion usd
2869000000.0,2.798 billion usd
2870000000.0,2.696 billion usd
2871000000.0,2.532 billion usd
2874000000.0,2.280 billion usd
2873000000.0,2.256 billion usd
2871000000.0,1.265 billion usd
2871000000.0,1.232 billion usd
2856000000.0,4.243 billion usd
2858000000.0,4.070 billion usd
2857000000.0,3.663 billion usd
2857000000.0,3.417 billion usd
,2.320 billion usd
2861000000.0,3.409 billion usd
2861000000.0,3.364 billion usd
2855000000.0,3.172 billion usd
2860000000.0,3.125 billion usd
2863000000.0,2.979 billion usd
2862000000.0,2.933 billion usd
2861000000.0,2.845 billion usd
2860000000.0,2.654 billion usd
2864000000.0,2.644 billion usd
2852000000.0,5.340 billion usd
2847000000.0,3.889 billion usd
2853000000.0,3.764 billion usd
2852000000.0,3.489 billion usd
2845000000.0,3.337 billion usd
2847000000.0,3.060 billion usd
2848000000.0,2.942 billion usd
2846000000.0,2.797 billion usd
2849000000.0,2.499 billion usd
2845000000.0,2.461 billion usd
2851000000.0,2.410 billion usd
2845000000.0,2.278 billion usd
2850000000.0,2.273 billion usd
2848000000.0,2.217 billion usd
2849000000.0,1.960 billion usd
2841000000.0,6.440 billion usd
2837000000.0,6.123 billion usd
2844000000.0,5.670 billion usd
2837000000.0,4.552 billion usd
2844000000.0,3.894 billion usd
2842000000.0,3.498 billion usd
2837000000.0,2.992 billion usd
2844000000.0,2.907 billion usd
2840000000.0,2.720 billion usd
2836000000.0,2.582 billion usd
2842000000.0,2.580 billion usd
2844000000.0,2.543 billion usd
2836000000.0,2.365 billion usd
2835000000.0,2.008 billion usd
2838000000.0,1.513 billion usd
2830000000.0,3.378 billion usd
2825000000.0,3.314 billion usd
2828000000.0,3.077 billion usd
2825000000.0,3.052 billion usd
2834000000.0,2.886 billion usd
2829000000.0,2.675 billion usd
2831000000.0,2.609 billion usd
,
2830000000.0,2.412 billion usd
2826000000.0,2.368 billion usd
2831000000.0,2.311 billion usd
2833000000.0,1.920 billion usd
2822000000.0,2.860 billion usd
2824000000.0,2.845 billion usd
,2.281 billion usd
2818000000.0,2.801 billion usd
2823000000.0,2.800 billion usd
2818000000.0,2.640 billion usd
2820000000.0,2.595 billion usd
2821000000.0,2.528 billion usd
2818000000.0,2.348 billion usd
2816000000.0,2.279 billion usd
2817000000.0,2.245 billion usd
2816000000.0,2.090 billion usd
2817000000.0,2.076 billion usd
2816000000.0,2.031 billion usd
2812000000.0,3.248 billion usd
2808000000.0,3.171 billion usd
2805000000.0,3.040 billion usd
2814000000.0,2.972 billion usd
2812000000.0,2.832 billion usd
2814000000.0,2.758 billion usd
2812000000.0,2.563 billion usd
2808000000.0,2.414 billion usd
2811000000.0,2.406 billion usd
2809000000.0,2.340 billion usd
2808000000.0,2.296 billion usd
2809000000.0,2.132 billion usd
2803000000.0,3.596 billion usd
2797000000.0,3.574 billion usd
2804000000.0,3.408 billion usd
2802000000.0,3.334 billion usd
2801000000.0,3.211 billion usd
2804000000.0,2.837 billion usd
2800000000.0,2.775 billion usd
2804000000.0,2.765 billion usd
2797000000.0,2.760 billion usd
2803000000.0,2.623 billion usd
2800000000.0,2.496 billion usd
2789000000.0,5.964 billion usd
2791000000.0,5.379 billion usd
2786000000.0,5.286 billion usd
2789000000.0,3.105 billion usd
2789000000.0,3.072 billion usd
2792000000.0,2.876 billion usd
2792000000.0,2.677 billion usd
2776000000.0,3.758 billion usd
2780000000.0,3.455 billion usd
2775000000.0,3.163 billion usd
2776000000.0,2.931 billion usd
2783000000.0,2.922 billion usd
2784000000.0,2.900 billion usd
2779000000.0,2.851 billion usd
2776000000.0,2.679 billion usd
2780000000.0,2.616 billion usd
2784000000.0,2.565 billion usd
2784000000.0,2.521 billion usd
2783000000.0,2.500 billion usd
2784000000.0,2.417 billion usd
2779000000.0,2.123 billion usd
2780000000.0,1.837 billion usd
2782000000.0,1.617 billion usd
,
2773000000.0,4.061 billion usd
2765000000.0,3.857 billion usd
2773000000.0,3.186 billion usd
2768000000.0,3.134 billion usd
2767000000.0,3.121 billion usd
2771000000.0,2.986 billion usd
2770000000.0,2.953 billion usd
2768000000.0,2.902 billion usd
2768000000.0,2.778 billion usd
2772000000.0,2.777 billion usd
2769000000.0,2.742 billion usd
2767000000.0,2.681 billion usd
2766000000.0,2.520 billion usd
2772000000.0,2.417 billion usd
2773000000.0,2.404 billion usd
,2.220 billion usd
2765000000.0,2.323 billion usd
,"5,140"
,2.220 billion usd
2772000000.0,2.074 billion usd
2773000000.0,1.775 billion usd
2767000000.0,1.715 billion usd
2758000000.0,4.254 billion usd
2761000000.0,3.690 billion usd
2764000000.0,3.459 billion usd
2756000000.0,3.104 billion usd
2762000000.0,2.913 billion usd
2759000000.0,2.846 billion usd
2760000000.0,2.734 billion usd
2759000000.0,2.721 billion usd
2756000000.0,2.641 billion usd
2755000000.0,2.601 billion usd
2755000000.0,2.415 billion usd
2758000000.0,2.013 billion usd
2755000000.0,1.683 billion usd
2758000000.0,0.770 billion usd
2748000000.0,3.996 billion usd
2747000000.0,3.680 billion usd
2752000000.0,3.468 billion usd
2753000000.0,3.242 billion usd
2746000000.0,2.989 billion usd
2748000000.0,2.831 billion usd
2746000000.0,2.825 billion usd
2748000000.0,2.724 billion usd
2753000000.0,2.723 billion usd
2749000000.0,2.636 billion usd
2745000000.0,2.575 billion usd
2750000000.0,2.568 billion usd
,"5,169"
2749000000.0,2.257 billion usd
2745000000.0,1.740 billion usd
2749000000.0,0.952 billion usd
2743000000.0,4.997 billion usd
2737000000.0,3.873 billion usd
2738000000.0,3.625 billion usd
2744000000.0,3.580 billion usd
2740000000.0,3.238 billion usd
2737000000.0,3.221 billion usd
2738000000.0,2.807 billion usd
2735000000.0,2.802 billion usd
2735000000.0,2.777 billion usd
2739000000.0,2.704 billion usd
2741000000.0,2.572 billion usd
2736000000.0,2.507 billion usd
,2.192 billion usd
2744000000.0,2.357 billion usd
2740000000.0,1.499 billion usd
2742000000.0,1.425 billion usd
2729000000.0,8.323 billion usd
2729000000.0,3.895 billion usd
2733000000.0,3.528 billion usd
2729000000.0,3.214 billion usd
2733000000.0,3.067 billion usd
2733000000.0,2.912 billion usd
2727000000.0,2.615 billion usd
2732000000.0,2.543 billion usd
2727000000.0,2.520 billion usd
2728000000.0,2.511 billion usd
2734000000.0,2.288 billion usd
2725000000.0,2.098 billion usd
2731000000.0,1.920 billion usd
2723000000.0,3.648 billion usd
2718000000.0,3.339 billion usd
2721000000.0,3.123 billion usd
2716000000.0,2.671 billion usd
2722000000.0,2.582 billion usd
2718000000.0,2.499 billion usd
2715000000.0,2.275 billion usd
2714000000.0,4.301 billion usd
2708000000.0,4.280 billion usd
2707000000.0,3.686 billion usd
2713000000.0,3.282 billion usd
2712000000.0,3.143 billion usd
2705000000.0,3.110 billion usd
2712000000.0,2.908 billion usd
2714000000.0,2.848 billion usd
2714000000.0,2.690 billion usd
2710000000.0,2.438 billion usd
2709000000.0,2.345 billion usd
2705000000.0,2.303 billion usd
2697000000.0,3.490 billion usd
2702000000.0,3.459 billion usd
2695000000.0,3.221 billion usd
2697000000.0,3.210 billion usd
2698000000.0,3.095 billion usd
2703000000.0,3.010 billion usd
2697000000.0,2.913 billion usd
2700000000.0,2.895 billion usd
2701000000.0,2.469 billion usd
2702000000.0,2.339 billion usd
2697000000.0,2.278 billion usd
,2.156 billion usd
2689000000.0,4.204 billion usd
2693000000.0,4.055 billion usd
2691000000.0,3.383 billion usd
2689000000.0,3.354 billion usd
2690000000.0,3.202 billion usd
2688000000.0,3.179 billion usd
2694000000.0,3.082 billion usd
2688000000.0,3.037 billion usd
2685000000.0,2.957 billion usd
2691000000.0,2.802 billion usd
2688000000.0,2.754 billion usd
2690000000.0,2.711 billion usd
2687000000.0,2.635 billion usd
2693000000.0,2.615 billion usd
2685000000.0,2.351 billion usd
2692000000.0,1.838 billion usd
2694000000.0,0.944 billion usd
2683000000.0,5.607 billion usd
2679000000.0,3.768 billion usd
2684000000.0,3.758 billion usd
2677000000.0,2.922 billion usd
2684000000.0,2.791 billion usd
2683000000.0,2.654 billion usd
2679000000.0,2.497 billion usd
2683000000.0,2.344 billion usd
2681000000.0,2.245 billion usd
2679000000.0,1.587 billion usd
2683000000.0,
2670000000.0,4.249 billion usd
2669000000.0,3.474 billion usd
2674000000.0,3.208 billion usd
2673000000.0,2.945 billion usd
,"5,263"
2666000000.0,2.736 billion usd
2668000000.0,2.731 billion usd
2674000000.0,2.690 billion usd
2667000000.0,2.645 billion usd
2674000000.0,2.636 billion usd
2672000000.0,2.538 billion usd
2672000000.0,2.432 billion usd
2667000000.0,2.358 billion usd
2674000000.0,2.276 billion usd
2671000000.0,1.652 billion usd
2667000000.0,1.463 billion usd
2657000000.0,4.219 billion usd
2656000000.0,3.260 billion usd
2660000000.0,3.208 billion usd
2663000000.0,2.905 billion usd
2660000000.0,2.858 billion usd
2659000000.0,2.786 billion usd
2657000000.0,2.725 billion usd
2660000000.0,2.722 billion usd
2663000000.0,2.665 billion usd
,
2663000000.0,2.506 billion usd
2655000000.0,2.418 billion usd
2660000000.0,2.388 billion usd
2664000000.0,2.300 billion usd
2655000000.0,0.987 billion usd
2652000000.0,3.560 billion usd
2650000000.0,3.293 billion usd
2647000000.0,3.018 billion usd
2648000000.0,2.865 billion usd
2653000000.0,2.860 billion usd
2649000000.0,2.795 billion usd
2648000000.0,2.789 billion usd
2651000000.0,2.781 billion usd
2653000000.0,2.654 billion usd
,"5,297"
2649000000.0,2.624 billion usd
2646000000.0,2.431 billion usd
2649000000.0,1.898 billion usd
2647000000.0,1.707 billion usd
2636000000.0,4.156 billion usd
2638000000.0,3.356 billion usd
2642000000.0,3.022 billion usd
2640000000.0,2.826 billion usd
2644000000.0,2.795 billion usd
2640000000.0,2.668 billion usd
2641000000.0,2.543 billion usd
2638000000.0,2.378 billion usd
2632000000.0,4.040 billion usd
2633000000.0,3.398 billion usd
2633000000.0,3.235 billion usd
2628000000.0,3.096 billion usd
2633000000.0,2.917 billion usd
2633000000.0,2.787 billion usd
2627000000.0,2.723 billion usd
2632000000.0,2.666 billion usd
2628000000.0,2.577 billion usd
2626000000.0,2.570 billion usd
2631000000.0,2.570 billion usd
2626000000.0,2.218 billion usd
2625000000.0,2.083 billion usd
2626000000.0,1.724 billion usd
2617000000.0,6.686 billion usd
2621000000.0,
2624000000.0,3.387 billion usd
2620000000.0,3.098 billion usd
2622000000.0,3.077 billion usd
2616000000.0,2.824 billion usd
2620000000.0,2.626 billion usd
2616000000.0,2.436 billion usd
2617000000.0,2.273 billion usd
2616000000.0,2.234 billion usd
2615000000.0,2.135 billion usd
2612000000.0,5.026 billion usd
2607000000.0,4.328 billion usd
2606000000.0,3.357 billion usd
2611000000.0,3.135 billion usd
2607000000.0,3.122 billion usd
2607000000.0,2.924 billion usd
2607000000.0,2.861 billion usd
2606000000.0,2.838 billion usd
2610000000.0,2.824 billion usd
2608000000.0,2.794 billion usd
2610000000.0,2.692 billion usd
2612000000.0,2.282 billion usd
2612000000.0,2.166 billion usd
2611000000.0,2.081 billion usd
2612000000.0,1.755 billion usd
2613000000.0,1.267 billion usd
2613000000.0,
2598000000.0,3.825 billion usd
2598000000.0,3.158 billion usd
2600000000.0,2.883 billion usd
2597000000.0,2.861 billion usd
2595000000.0,2.756 billion usd
2600000000.0,2.608 billion usd
2598000000.0,2.347 billion usd
2598000000.0,2.337 billion usd
2602000000.0,2.132 billion usd
2604000000.0,1.788 billion usd
2589000000.0,4.749 billion usd
2592000000.0,4.251 billion usd
2587000000.0,3.624 billion usd
2590000000.0,3.327 billion usd
2594000000.0,3.268 billion usd
2586000000.0,2.854 billion usd
2593000000.0,2.797 billion usd
2591000000.0,2.771 billion usd
2587000000.0,2.546 billion usd
2585000000.0,2.453 billion usd
2588000000.0,2.139 billion usd
2594000000.0,1.980 billion usd
2592000000.0,
2584000000.0,6.276 billion usd
2583000000.0,3.243 billion usd
2583000000.0,3.222 billion usd
2575000000.0,3.056 billion usd
2577000000.0,2.833 billion usd
2582000000.0,2.636 billion usd
2579000000.0,2.570 billion usd
2583000000.0,2.381 billion usd
2583000000.0,2.339 billion usd
2576000000.0,2.251 billion usd
2580000000.0,2.177 billion usd
2577000000.0,2.168 billion usd
2584000000.0,2.066 billion usd
2572000000.0,5.916 billion usd
2569000000.0,4.240 billion usd
2568000000.0,4.127 billion usd
2572000000.0,4.029 billion usd
2568000000.0,3.054 billion usd
,2.040 billion usd
2574000000.0,2.987 billion usd
2570000000.0,2.752 billion usd
2567000000.0,2.746 billion usd
2569000000.0,2.742 billion usd
2574000000.0,2.556 billion usd
2565000000.0,2.495 billion usd
,"5,397"
2572000000.0,1.705 billion usd
2564000000.0,4.665 billion usd
2563000000.0,2.996 billion usd
2557000000.0,2.920 billion usd
2559000000.0,2.659 billion usd
2559000000.0,2.484 billion usd
2564000000.0,2.458 billion usd
2558000000.0,2.418 billion usd
2557000000.0,2.152 billion usd
2562000000.0,2.124 billion usd
2564000000.0,1.871 billion usd
2557000000.0,1.294 billion usd
2563000000.0,1.105 billion usd
2552000000.0,4.190 billion usd
2547000000.0,3.812 billion usd
2554000000.0,3.732 billion usd
2548000000.0,3.344 billion usd
2546000000.0,3.291 billion usd
2548000000.0,2.894 billion usd
2545000000.0,2.887 billion usd
2549000000.0,2.879 billion usd
2545000000.0,2.806 billion usd
2553000000.0,2.790 billion usd
2551000000.0,2.373 billion usd
2554000000.0,2.192 billion usd
2554000000.0,2.159 billion usd
2546000000.0,1.929 billion usd
2545000000.0,1.721 billion usd
2544000000.0,3.014 billion usd
2536000000.0,2.744 billion usd
2535000000.0,2.738 billion usd
2539000000.0,2.565 billion usd
2539000000.0,0.138 billion usd
2532000000.0,3.459 billion usd
,"5,432"
2525000000.0,3.013 billion usd
2532000000.0,2.878 billion usd
2534000000.0,2.728 billion usd
2534000000.0,2.692 billion usd
2534000000.0,2.615 billion usd
2531000000.0,2.572 billion usd
2525000000.0,2.563 billion usd
2527000000.0,2.545 billion usd
2530000000.0,2.310 billion usd
2526000000.0,2.248 billion usd
2532000000.0,2.188 billion usd
2530000000.0,2.161 billion usd
2534000000.0,2.143 billion usd
2531000000.0,2.130 billion usd
2526000000.0,2.075 billion usd
2515000000.0,3.655 billion usd
2521000000.0,3.518 billion usd
2516000000.0,3.231 billion usd
2519000000.0,2.840 billion usd
2524000000.0,2.836 billion usd
2519000000.0,2.762 billion usd
2519000000.0,2.682 billion usd
2519000000.0,2.608 billion usd
2517000000.0,2.338 billion usd
2516000000.0,2.242 billion usd
2520000000.0,2.179 billion usd
2516000000.0,2.141 billion usd
2523000000.0,1.841 billion usd
,1.999 billion usd
2506000000.0,2.655 billion usd
2512000000.0,2.642 billion usd
2506000000.0,2.422 billion usd
2514000000.0,2.387 billion usd
2514000000.0,2.360 billion usd
2505000000.0,2.252 billion usd
2511000000.0,2.218 billion usd
,1.990 billion usd
2505000000.0,2.159 billion usd
2505000000.0,2.028 billion usd
2509000000.0,1.804 billion usd
2509000000.0,1.523 billion usd
2502000000.0,4.362 billion usd
2504000000.0,3.866 billion usd
2502000000.0,3.400 billion usd
2501000000.0,3.129 billion usd
,0.362 billion usd
2496000000.0,3.042 billion usd
2500000000.0,2.901 billion usd
2503000000.0,2.871 billion usd
2495000000.0,2.586 billion usd
2499000000.0,2.491 billion usd
2501000000.0,2.485 billion usd
2498000000.0,2.261 billion usd
2493000000.0,3.036 billion usd
2486000000.0,2.849 billion usd
2493000000.0,2.714 billion usd
2493000000.0,2.527 billion usd
2490000000.0,2.162 billion usd
2494000000.0,2.144 billion usd
2493000000.0,2.114 billion usd
2485000000.0,2.089 billion usd
2490000000.0,2.010 billion usd
2486000000.0,2.004 billion usd
2486000000.0,1.889 billion usd
2491000000.0,1.874 billion usd
2494000000.0,1.519 billion usd
2481000000.0,4.743 billion usd
2481000000.0,3.067 billion usd
2478000000.0,3.022 billion usd
2478000000.0,2.756 billion usd
2479000000.0,2.741 billion usd
2475000000.0,2.723 billion usd
2477000000.0,2.718 billion usd
2480000000.0,2.667 billion usd
2482000000.0,2.460 billion usd
2481000000.0,2.457 billion usd
2484000000.0,2.250 billion usd
,1.973 billion usd
2482000000.0,2.140 billion usd
2483000000.0,2.061 billion usd
2483000000.0,1.990 billion usd
,"5,508"
,"5,508"
2482000000.0,1.948 billion usd
2483000000.0,1.842 billion usd
2470000000.0,3.017 billion usd
2465000000.0,2.659 billion usd
2473000000.0,2.477 billion usd
2469000000.0,2.328 billion usd
2467000000.0,2.272 billion usd
2468000000.0,2.214 billion usd
2470000000.0,1.830 billion usd
2468000000.0,0.793 billion usd
2461000000.0,3.484 billion usd
2456000000.0,3.122 billion usd
2463000000.0,2.642 billion usd
2455000000.0,2.306 billion usd
2462000000.0,2.236 billion usd
2457000000.0,2.229 billion usd
2456000000.0,2.089 billion usd
2462000000.0,2.029 billion usd
2464000000.0,1.985 billion usd
2457000000.0,1.818 billion usd
2458000000.0,1.054 billion usd
2449000000.0,3.294 billion usd
2449000000.0,2.462 billion usd
2448000000.0,3.120 billion usd
2446000000.0,3.109 billion usd
2454000000.0,2.902 billion usd
