08-slytherin-revenue,07-silvestri-revenue_2020,03-gren-revenue_2020_eu,01-DDD-revenue_2020_euro
"156,623,915",,,
"22,386,000",,,
"2,155,535",,,
3.2,,,
7.16,,,
3.55,,,
2.64,,,
15.49,,,
13.73,,,
13.23,,,
3.78,,,
12.76,,,
"4,870,863",,,
"2,407,982",,,
"2,000,000",,,
"2,355,550",,,
3.3,,,
12.57,,,
3.12,,,
26.87,,,
45.55,,,
16.38,,,
108.49,,,
79.76,,,
"2,597,612",,,
"11,586,460",,,
"5,013,383",,,
1.9,,,
20.70,,,
38.95,,,
4.30,,,
56.65,,,
2.36,,,
11.91,,,
83.21,,,
"1,978,128",,,
"4,882,837",,,
"7,117,194",,,
7.7,,,
7.50,,,
5.43,,,
39.66,,,
5.47,,,
44.08,,,
3.91,,,
"5,590,390",,,
"11,377,000",,,
3.5,,,
6.66,,,
6.85,,,
2.02,,,
11.22,,,
10.74,,,
172.13,,,
"2,238,347",,,
"2,610,955",,,
5.3,,,
4.00,,,
10.97,,,
28.98,,,
6.86,,,
52.18,,,
5.48,,,
47.96,,,
"3,400,000",,,
"2,064,261",,,
4.2,,,
23.44,,,
7.30,,,
34.43,,,
236.92,,,
17.35,,,
9.62,,,
10.49,,,
26.63,,,
"18,025,740",,,
"17,059,791",,,
"13,573,944",,,
2.3,,,
12.80,,,
2.01,,,
4.09,,,
26.24,,,
1.90,,,
514.08,,,
1.01,,,
62.42,,,
"15,245,617",,,
"18,939,430",,,
"28,033,386",,,
6.0,,,
2.08,,,
2.06,,,
3.67,,,
4.18,,,
6.34,,,
51.55,,,
4.85,,,
6.31,,,
"2,458,500",,,
"16,946,191",,,
12.6,,,
21.90,,,
5.96,,,
23.40,,,
376.13,,,
3.01,,,
82.21,,,
24.21,,,
2.20,,,
"2,184,336",,,
"2,633,664",,,
"12,848,166",,,
"4,809,580",,,
1.6,,,
3.28,,,
33.60,,,
77.40,,,
35.37,,,
3.06,,,
78.63,,,
10.41,,,
4.16,,,
"1,577,878",,,
"1,697,406",,,
24.2,,,
6.85,,,
4.12,,,
44.91,,,
15.48,,,
9.73,,,
"1,791.35",,,
197.80,,,
7.88,,,
"11,087,980",,,
"3,941,900",,,
"17,214,090",,,
"2,549,333",,,
2.1,,,
10.65,,,
4.70,,,
81.49,,,
14.74,,,
5.80,,,
14.98,,,
15.39,,,
251.98,,,
"6,640,842",,,
"12,140,000",,,
"1,500,000",,,
9.1,,,
143.27,,,
2.90,,,
58.06,,,
22.24,,,
14.37,,,
"210,945,370",,,
"12,682,062",,,
"1,925,566",,,
3.7,,,
3.81,,,
282.24,,,
6.13,,,
6.79,,,
208.16,,,
80.33,,,
"60,067,088",,,
"6,739,630",,,
"3,759,793",,,
3.3,,,
1.55,,,
36.90,,,
14.50,,,
125.86,,,
"1,672.62",,,
9.12,,,
45.41,,,
"8,980,496",,,
"5,902,390",,,
2.5,,,
4.83,,,
2.76,,,
62.47,,,
1.15,,,
26.56,,,
5.39,,,
"1,973,775",,,
"6,459,286",,,
18.8,,,
7.06,,,
2.90,,,
11.38,,,
47.23,,,
27.80,,,
45.11,,,
3.41,,,
"50,723,858",,,
"7,876,910",,,
4.9,,,
5.8,,,
3.81,,,
1.33,,,
5.67,,,
25.37,,,
1.53,,,
25.65,,,
"40,305,193",,,
"3,516,744",,,
"16,485,038",,,
4.2,,,
7.62,,,
74.35,,,
1.54,,,
1.37,,,
50.31,,,
82.24,,,
24.27,,,
"10,499,782",,,
"20,839,966",,,
2.4,,,
8.31,,,
1.61,,,
20.61,,,
79.53,,,
27.28,,,
5.23,,,
"70,183,744",,,
"2,285,202",,,
3.1,,,
2.32,,,
4.75,,,
1.98,,,
20.15,,,
"2,535.96",,,
"9,022,020",,,
"1,876,000",,,
1.9,,,
1.67,,,
5.22,,,
57.66,,,
158.25,,,
56.34,,,
6.60,,,
"155,595,726",,,
"10,146,200",,,
2.4,,,
8.63,,,
232.37,,,
4.11,,,
66.52,,,
3.79,,,
18.38,,,
222.17,,,
"6,315,124",,,
"19,420,672",,,
"9,676,000",,,
6.7,,,
26.72,,,
15.43,,,
6.22,,,
82.18,,,
286.36,,,
28.10,,,
"103,634,000",,,
"5,621,950",,,
6.3,,,
9.09,,,
23.97,,,
1.70,,,
58.83,,,
2.01,,,
108.51,,,
347.44,,,
"77,764,611",,,
"3,916,570",,,
"3,746,666",,,
1.6,,,
4.91,,,
20.34,,,
7.43,,,
7.13,,,
1.92,,,
4.32,,,
16.95,,,
13.56,,,
"3,960,770",,,
"1,750,466",,,
"14,450,420",,,
7.8,,,
54.10,,,
2.65,,,
3.33,,,
10.49,,,
487.89,,,
33.34,,,
"30,414,122",,,
"3,924,472",,,
"50,784,000",,,
"4,001,934",,,
8.0,,,
27.3,,,
2.29,,,
9.20,,,
20.02,,,
2.98,,,
33.66,,,
"1,553.00",,,
41.02,,,
"4,253,110",,,
"4,068,621",,,
"29,000,000",,,
"14,000,000",,,
9.2,,,
5.71,,,
10.06,,,
130.40,,,
8.23,,,
5.68,,,
76.93,,,
10.67,,,
4.77,,,
"2,127,532",,,
"46,600,000",,,
29.4,,,
3.02,,,
2.72,,,
14.48,,,
2.56,,,
1.21,,,
"3,566.66",,,
294.23,,,
26.09,,,
"1,662,487",,,
"1,956,510",,,
"1,570,115",,,
2.1,,,
164.03,,,
4.87,,,
14.85,,,
26.82,,,
17.94,,,
36.77,,,
235.75,,,
532.61,,,
"5,738,336",,,
"57,375,000",,,
"1,545,095",,,
9.1,,,
8.78,,,
18.66,,,
3.82,,,
99.86,,,
4.94,,,
533.07,,,
64.53,,,
"11,860,100",,,
"4,774,273",,,
2.8,,,
2.27,,,
10.17,,,
10.68,,,
2.00,,,
159.02,,,
12.70,,,
214.60,,,
6.74,,,
"15,646,588",,,
"63,879,414",,,
"1,579,135",,,
"5,932,475",,,
3.3,,,
11.54,,,
2.37,,,
58.35,,,
140.16,,,
2.00,,,
1.32,,,
7.00,,,
7.89,,,
"19,427,000",,,
"169,467,709",,,
122.2,,,
1.84,,,
14.99,,,
10.88,,,
50.20,,,
1.21,,,
74.18,,,
162.22,,,
164.63,,,
"197,260,279",,,
"1,622,966",,,
3.8,,,
1.6,,,
1.99,,,
8.57,,,
119.25,,,
9.01,,,
1.68,,,
150.98,,,
177.47,,,
450.46,,,
"4,105,262",,,
"20,201,424",,,
"2,468,630",,,
3.4,,,
5.10,,,
2.29,,,
8.60,,,
8.93,,,
440.36,,,
7.36,,,
"7,319,870",,,
"16,487,780",,,
"11,496,522",,,
1.8,,,
10.29,,,
5.29,,,
4.62,,,
4.64,,,
15.67,,,
9.37,,,
223.83,,,
3.67,,,
"2,160,094",,,
"6,560,962",,,
"1,940,000",,,
"3,908,465",,,
14.3,,,
25.70,,,
6.18,,,
2.81,,,
17.99,,,
341.10,,,
2.69,,,
1.02,,,
206.43,,,
"4,146,403",,,
"15,874,245",,,
"11,649,390",,,
14.6,,,
15.73,,,
53.18,,,
3.70,,,
3.23,,,
61.12,,,
91.93,,,
"2,501,902",,,
"19,882,231",,,
33.3,,,
4.63,,,
49.10,,,
6.62,,,
49.94,,,
1.71,,,
136.35,,,
"7,645,003",,,
"4,280,960",,,
13.1,,,
11.41,,,
28.95,,,
75.90,,,
3.65,,,
1.57,,,
81.75,,,
"4,534,588",,,
"13,646,634",,,
"16,876,990",,,
4.9,,,
44.39,,,
17.96,,,
496.98,,,
1.64,,,
3.42,,,
323.00,,,
2.38,,,
"2,565,735",,,
"2,417,902",,,
"2,724,692",,,
5.6,,,
4.92,,,
3.01,,,
4.85,,,
17.66,,,
25.56,,,
549.45,,,
854.04,,,
75.99,,,
"2,993,310",,,
"7,430,450",,,
18.3,,,
5.48,,,
2.07,,,
2.87,,,
14.26,,,
86.82,,,
139.01,,,
32.21,,,
192.41,,,
"14,942,262",,,
"12,213,158",,,
1.9,,,
5.70,,,
10.01,,,
31.02,,,
20.29,,,
51.15,,,
39.10,,,
28.30,,,
3.68,,,
"4,799,358",,,
"4,875,622",,,
"8,710,875",,,
6.4,,,
19.90,,,
62.23,,,
1.26,,,
5.78,,,
1.98,,,
147.10,,,
322.34,,,
"1,851,000",,,
"24,580,709",,,
"2,851,238",,,
240.0,,,
7.02,,,
5.24,,,
2.50,,,
8.42,,,
883.72,,,
61.84,,,
71.55,,,
61.87,,,
"2,637,501",,,
"111,538,883",,,
"10,991,040",,,
"5,028,282",,,
2.0,,,
7.26,,,
2.67,,,
46.40,,,
6.26,,,
56.05,,,
7.30,,,
"6,788,660",,,
"4,958,720",,,
3.4,,,
21.70,,,
496.95,,,
1.35,,,
20.87,,,
57.38,,,
1.26,,,
827.06,,,
"352,879,165",,,
"18,766,625",,,
"35,272,960",,,
"1,666,470",,,
21.5,,,
4.97,,,
3.22,,,
132.00,,,
15.18,,,
344.65,,,
"2,004,501",,,
"6,515,510",,,
"15,503,202",,,
1.9,,,
2.12,,,
"1,330.00",,,
2.70,,,
"9,551,790",,,
"2,391,461",,,
"8,664,588",,,
2.2,,,
125.69,,,
2.37,,,
2.47,,,
4.61,,,
24.33,,,
"2,336,243",,,
"25,667,400",,,
"45,307,521",,,
1.6,,,
1.70,,,
2.20,,,
227.80,,,
6.38,,,
15.95,,,
"1,810,459",,,
"2,590,000",,,
5.2,,,
16.20,,,
9.82,,,
3.57,,,
"1,508,869",,,
"1,901,140",,,
"2,520,972",,,
"7,015,284",,,
16.4,,,
1.7,,,
63.36,,,
475.78,,,
29.18,,,
"4,483,296",,,
"115,793,390",,,
"4,300,000",,,
"17,367,746",,,
16.7,,,
4.42,,,
173.48,,,
2151.39,,,
151.21,,,
"32,614,354",,,
"4,682,960",,,
"1,836,182",,,
"5,903,756",,,
13.2,,,
4.68,,,
3.32,,,
"3,253.15",,,
44.78,,,
27.22,,,
"19,577,339",,,
"4,527,690",,,
"82,823,864",,,
43.6,,,
1.76,,,
6.10,,,
259.23,,,
4.16,,,
176.69,,,
"146,453,604",,,
"2,401,966",,,
"6,374,000",,,
43.5,,,
3.7,,,
4.50,,,
2.60,,,
5.49,,,
15.25,,,
"1,529,270",,,
"6,525,278",,,
"8,558,752",,,
"8,263,630",,,
49.0,,,
1.62,,,
56.00,,,
7.98,,,
2.61,,,
"1,788,545",,,
"5,829,719",,,
5.3,,,
6.51,,,
157.19,,,
65.11,,,
"2,071,960",,,
"2,148,900",,,
1.7,,,
4.88,,,
6.98,,,
104.76,,,
13.44,,,
"30,436,232",,,
"5,112,987",,,
17.7,,,
3.33,,,
55.70,,,
3.21,,,
5.54,,,
191.36,,,
"9,375,243",,,
"2,113,700",,,
"5,000,431",,,
17.8,,,
3.92,,,
2.27,,,
"10,540,000",,,
"6,549,011",,,
2.0,,,
5.94,,,
"2,678,257",,,
"7,547,602",,,
2.4,,,
2.94,,,
"1,652,073",,,
"10,375,148",,,
3.5,,,
4.18,,,
"32,265,912",,,
"174,356,950",,,
2.4,,,
1.77,,,
"21,249,638",,,
"9,254,368",,,
5.5,,,
10.85,,,
"2,856,530",,,
"10,551,671",,,
9.6,,,
5.65,,,
"45,227,730",,,
"3,773,318",,,
2.2,,,
2.83,,,
"3,002,729",,,
"8,332,124",,,
3.1,,,
3.82,,,
"4,105,688",,,
"6,342,226",,,
9.0,,,
44.21,,,
"6,686,617",,,
"3,510,610",,,
1.8,,,
4.97,,,
"2,914,738",,,
"9,165,100",,,
42.9,,,
23.96,,,
"32,039,000",,,
"11,632,586",,,
2.8,,,
6.39,,,
"32,168,909",,,
"2,798,345",,,
14.7,,,
3.67,,,
"2,701,410",,,
"34,789,845",,,
6.4,,,
2.50,,,
"2,001,844",,,
"1,962,052",,,
4.5,,,
16.27,,,
"1,946,703",,,
"16,200,000",,,
21.6,,,
3.50,,,
"4,967,568",,,
"1,624,037",,,
3.6,,,
4.03,,,
"33,651,532",,,
"20,839,849",,,
2.3,,,
2.73,,,
"28,993,287",,,
"13,796,229",,,
4.0,,,
2.19,,,
"1,528,900",,,
"3,183,225",,,
3.7,,,
2.12,,,
"73,514,217",,,
"20,008,856",,,
6.9,,,
3.00,,,
"11,029,402",,,
"6,035,949",,,
1.6,,,
3.12,,,
"1,989,950",,,
"1,281,725",,,
1.8,,,
2.08,,,
"2,391,019",,,
"2,186,160",,,
2.0,,,
4.02,,,
"22,885,804",,,
"2,761,995",,,
12.6,,,
1.82,,,
"5,695,000",,,
"3,638,683",,,
2.4,,,
3.34,,,
"3,687,780",,,
"2,212,601",,,
2.2,,,
3.90,,,
"24,995,030",,,
"6,223,615",,,
8.4,,,
2.56,,,
"4,534,346",,,
"1,682,325",,,
2.1,,,
13.93,,,
"4,283,930",,,
"2,463,235",,,
3.2,,,
1.53,,,
"3,383,802",,,
"90,000,000",,,
2.8,,,
5.80,,,
"7,790,420",,,
"2,277,914",,,
3.6,,,
2.97,,,
"10,000,511",,,
"1,988,661",,,
21.2,,,
6.29,,,
"33,902,755",,,
"8,209,166",,,
20.7,,,
4.97,,,
"4,131,370",,,
"6,037,461",,,
"2,242,631",,,
3.2,,,
7.02,,,
"6,255,970",,,
"13,554,517",,,
6.0,,,
13.01,,,
"6,305,237",,,
"3,386,804",,,
3.8,,,
11.49,,,
"6,484,822",,,
"2,916,337",,,
"14,683,210",,,
8.6,,,
4.81,,,
"5,355,215",,,
"7,103,702",,,
"26,757,740",,,
3.3,,,
5.73,,,
"8,208,450",,,
"6,750,000",,,
1.9,,,
21.52,,,
"14,597,418",,,
"4,133,779",,,
4.9,,,
284.4,,,
4.43,,,
9.39,,,
"3,059,130",,,
"8,398,000",,,
2.8,,,
42.36,,,
"12,171,118",,,
"6,179,706",,,
12.5,,,
38.97,,,
3.07,,,
"3,403,055",,,
"8,995,001",,,
"7,778,180",,,
3.4,,,
19.26,,,
6.45,,,
"19,798,875",,,
"4,981,938",,,
"3,642,329",,,
254.0,,,
2.10,,,
"2,051,370",,,
"10,680,085",,,
22.2,,,
9.78,,,
"1,673,382",,,
"6,338,790",,,
2.9,,,
3.52,,,
"5,087,783",,,
"3,933,992",,,
"4,355,435",,,
8.0,,,
13.71,,,
"2,556,640",,,
"2,720,319",,,
"6,397,382",,,
4.2,,,
5.65,,,
"40,546,000",,,
"3,669,217",,,
"27,250,490",,,
3.8,,,
2.00,,,
"1,994,200",,,
"7,194,002",,,
9.3,,,
3.55,,,
"2,003,989",,,
"7,236,900",,,
2.8,,,
6.99,,,
"1,900,000",,,
"2,818,000",,,
"2,728,220",,,
1.6,,,
27.64,,,
"18,168,170",,,
"13,816,792",,,
"1,846,806",,,
49.6,,,
11.74,,,
"3,598,050",,,
"3,662,977",,,
6.8,,,
20.32,,,
"12,824,155",,,
"2,306,045",,,
"4,092,689",,,
19.3,,,
4.7,,,
17.45,,,
18.92,,,
"16,388,546",,,
"4,893,671",,,
4.9,,,
4.48,,,
"3,174,000",,,
"1,914,500",,,
"3,679,199",,,
5.1,,,
14.16,,,
"9,235,946",,,
"4,181,408",,,
7.0,,,
2.18,,,
"21,818,000",,,
"54,150,622",,,
"10,738,563",,,
21.7,,,
2.52,,,
10.19,,,
"14,641,523",,,
"2,344,440",,,
"4,854,308",,,
"94,557,737",,,
3.2,,,
3.35,,,
"15,049,845",,,
"5,507,063",,,
16.2,,,
3.71,,,
"8,900,000",,,
"4,058,269",,,
"56,390,000",,,
4.9,,,
15.65,,,
"2,943,020",,,
"4,714,360",,,
63.3,,,
3.42,,,
"70,179,000",,,
"1,596,167",,,
"4,993,548",,,
"30,927,745",,,
7.9,,,
54.97,,,
"2,941,537",,,
"2,056,210",,,
13.0,,,
6.92,,,
1.64,,,
"4,989,872",,,
"8,576,390",,,
3.9,,,
8.63,,,
"1,740,660",,,
"1,881,768",,,
"2,007,559",,,
"9,467,000",,,
2.6,,,
3.40,,,
4.35,,,
"7,050,124",,,
"16,067,551",,,
"2,598,889",,,
"2,471,950",,,
71.7,,,
2.67,,,
"4,640,710",,,
"22,952,660",,,
"2,051,675",,,
3.1,,,
15.12,,,
3.00,,,
"26,199,717",,,
"7,264,130",,,
"10,455,580",,,
"4,929,290",,,
1.7,,,
20.80,,,
"3,400,580",,,
"9,699,738",,,
5.9,,,
29.02,,,
"5,402,302",,,
"7,825,138",,,
"10,068,439",,,
4.5,,,
1.57,,,
1.96,,,
"3,004,290",,,
"108,500,233",,,
"9,470,940",,,
2.9,,,
9.38,,,
"11,218,211",,,
"7,509,182",,,
6.3,,,
5.04,,,
"38,428,858",,,
"2,409,255",,,
"2,056,707",,,
"8,631,964",,,
3.7,,,
5.04,,,
"21,793,194",,,
"2,695,324",,,
16.4,,,
5.19,,,
"2,971,846",,,
"1,765,563",,,
15.4,,,
6.09,,,
"2,037,320",,,
"8,256,000",,,
2.7,,,
3.72,,,
2.58,,,
"31,396,438",,,
"4,279,601",,,
11.7,,,
2.70,,,
"4,297,790",,,
"15,639,618",,,
"3,195,593",,,
"6,041,970",,,
3.8,,,
3.50,,,
2.31,,,
"3,396,000",,,
"3,496,300",,,
17.0,,,
2.25,,,
8.73,,,
"12,468,548",,,
"7,342,811",,,
"4,830,000",,,
2.7,,,
1.60,,,
"11,067,681",,,
"6,673,050",,,
"44,213,730",,,
2.4,,,
4.22,,,
1.49,,,
"5,581,540",,,
"13,085,484",,,
"10,304,980",,,
"28,284,614",,,
12.0,,,
7.66,,,
"22,072,700",,,
"2,284,283",,,
8.3,,,
7.31,,,
"1,718,442",,,
"4,266,770",,,
"12,289,648",,,
2.5,,,
7.17,,,
"5,339,538",,,
"1,761,460",,,
8.5,,,
13.95,,,
"3,980,920",,,
"3,046,550",,,
17.3,,,
5.18,,,
"22,436,395",,,
"12,062,697",,,
"3,619,658",,,
1.8,,,
3.08,,,
"28,140,196",,,
"10,802,997",,,
"13,802,163",,,
17.4,,,
3.65,,,
"38,002,441",,,
"3,812,785",,,
"8,783,779",,,
543.7,,,
2.42,,,
"1,514,111",,,
"24,485,065",,,
5.3,,,
3.7,,,
7.72,,,
"58,422,800",,,
"1,696,320",,,
"9,442,137",,,
7.5,,,
4.32,,,
"3,019,110",,,
"5,927,486",,,
9.5,,,
2.10,,,
"2,576,602",,,
"5,275,052",,,
12.2,,,
4.78,,,
"31,852,584",,,
"3,055,869",,,
117.7,,,
11.56,,,
"9,694,310",,,
"32,264,256",,,
21.4,,,
9.48,,,
"7,519,236",,,
"9,043,672",,,
5.3,,,
12.66,,,
"2,277,791",,,
"94,701,846",,,
2.4,,,
3.90,,,
"16,089,160",,,
"3,682,378",,,
63.2,,,
2.04,,,
"3,428,464",,,
"18,182,545",,,
9.0,,,
20.76,,,
"19,169,652",,,
"11,746,248",,,
2.6,,,
79.21,,,
"5,512,134",,,
"1,663,656",,,
1.6,,,
3.48,,,
"6,806,664",,,
"10,744,184",,,
17.8,,,
6.76,,,
"3,306,191",,,
"3,041,603",,,
65.5,,,
8.05,,,
"14,674,011",,,
"30,060,450",,,
277.9,,,
2.63,,,
"7,064,900",,,
"12,806,965",,,
"5,487,261",,,
2.5,,,
35.72,,,
"12,489,032",,,
"4,512,212",,,
7.5,,,
1.58,,,
"1,577,296",,,
"2,408,128",,,
5.8,,,
1.58,,,
"10,168,214",,,
"8,119,684",,,
1.8,,,
2.82,,,
"26,446,798",,,
"3,285,397",,,
1.8,,,
8.15,,,
"6,937,737",,,
"104,709,233",,,
5.4,,,
3.22,,,
"1,951,232",,,
"10,630,657",,,
3.9,,,
46.72,,,
"5,206,032",,,
"8,983,000",,,
4.9,,,
4.74,,,
"18,356,623",,,
"44,722,903",,,
3.5,,,
6.04,,,
"9,018,160",,,
"1,795,789",,,
4.1,,,
16.35,,,
"2,064,141",,,
"2,687,850",,,
58.6,,,
12.20,,,
"2,800,000",,,
"27,159,213",,,
2.2,,,
2.64,,,
"7,161,145",,,
"7,851,703",,,
6.5,,,
8.93,,,
"19,458,114",,,
"4,612,846",,,
6.2,,,
1.96,,,
"3,580,500",,,
"26,905,825",,,
5.6,,,
3.23,,,
"17,078,846",,,
"2,684,807",,,
5.4,,,
2.11,,,
"11,604,670",,,
"21,647,400",,,
8.8,,,
30.70,,,
"9,220,216",,,
"3,887,525",,,
17.3,,,
2.17,,,
"25,335,854",,,
"25,684,183",,,
6.2,,,
10.31,,,
"2,062,749",,,
"3,329,382",,,
1.8,,,
15.76,,,
"4,999,802",,,
"740,000,000",,,
2.3,,,
3.04,,,
"2,297,210",,,
"94,655,712",,,
2.3,,,
25.59,,,
"468,257,487",,,
"5,710,024",,,
4.7,,,
2.34,,,
"2,643,580",,,
"2,206,526",,,
3.6,,,
2.58,,,
"3,646,507",,,
"2,886,378",,,
1.9,,,
5.52,,,
"101,726,265",,,
"32,240,770",,,
37.5,,,
2.09,,,
"56,122,322",,,
"35,187,650",,,
25.5,,,
8.28,,,
"3,211,868",,,
"5,922,043",,,
"3,331,521",,,
10.6,,,
13.16,,,
2.72,,,
"4,828,920",,,
"83,632,640",,,
"4,954,044",,,
5.6,,,
1.51,,,
"4,285,766",,,
"3,070,355",,,
42.3,,,
2.79,,,
"3,366,730",,,
"20,568,181",,,
14.0,,,
5.76,,,
"4,842,410",,,
"4,088,287",,,
3.7,,,
10.99,,,
"5,083,140",,,
"1,725,602",,,
2.1,,,
6.05,,,
"148,505,285",,,
"7,017,741",,,
26.3,,,
17.04,,,
"1,816,274",,,
"2,554,061",,,
2.9,,,
3.82,,,
"191,601,076",,,
"35,029,197",,,
2.7,,,
18.26,,,
"15,377,000",,,
"4,642,200",,,
6.0,,,
1.64,,,
"15,901,220",,,
"14,563,089",,,
2.9,,,
3.11,,,
"7,007,093",,,
"3,800,000",,,
6.5,,,
2.28,,,
"2,910,737",,,
"1,712,649",,,
9.7,,,
18.16,,,
"5,078,464",,,
"2,196,630",,,
23.6,,,
6.04,,,
"2,262,490",,,
"3,392,621",,,
6.0,,,
26.85,,,
"2,310,000",,,
"46,216,300",,,
2.1,,,
2.60,,,
"3,445,698",,,
"4,974,563",,,
4.6,,,
7.30,,,
"3,394,214",,,
"11,078,113",,,
1.9,,,
5.27,,,
"6,607,564",,,
"2,960,000",,,
3.3,,,
3.84,,,
"1,601,000",,,
"4,819,300",,,
3.0,,,
6.06,,,
"39,355,846",,,
"16,408,557",,,
2.2,,,
2.96,,,
"6,107,018",,,
"3,108,382",,,
3.1,,,
3.66,,,
21.90,,,
"3,769,100",,,
"45,617,898",,,
13.5,,,
3.16,,,
"2,391,654",,,
"6,802,086",,,
4.6,,,
13.54,,,
"6,984,956",,,
"2,412,300",,,
10.6,,,
10.70,,,
"9,085,936",,,
"2,428,004",,,
2.4,,,
16.64,,,
"40,391,360",,,
"4,576,000",,,
1.8,,,
95.31,,,
5.12,,,
"3,249,140",,,
"4,853,930",,,
"1,724,629",,,
4.9,,,
4.07,,,
"4,603,740",,,
"23,436,895",,,
3.4,,,
3.25,,,
1.72,,,
"9,501,888",,,
"2,215,967",,,
6.0,,,
3.1,,,
4.90,,,
"1,952,000",,,
"10,827,070",,,
"2,800,799",,,
2.2,,,
39.00,,,
21.12,,,
"2,718,640",,,
"4,168,220",,,
"8,782,602",,,
1.8,,,
2.03,,,
25.30,,,
"2,132,001",,,
"2,843,048",,,
"12,972,409",,,
2.8,,,
6.48,,,
18.98,,,
"2,964,852",,,
"6,430,926",,,
"2,500,000",,,
7.9,,,
18.45,,,
"1,891,361",,,
"3,932,792",,,
"14,158,042",,,
13.7,,,
15.13,,,
"4,851,997",,,
"5,521,490",,,
1.8,,,
42.50,,,
"7,260,096",,,
"18,081,000",,,
25.5,,,
23.00,,,
"13,479,380",,,
"15,287,221",,,
13.6,,,
8.41,,,
"4,011,415",,,
"4,886,400",,,
3.2,,,
2.20,,,
85.09,,,
"93,438,770",,,
"17,453,187",,,
"78,924,555",,,
2.3,,,
3.28,,,
3.64,,,
"9,719,750",,,
"82,238,372",,,
"1,888,827",,,
25.4,,,
6.63,,,
11.74,,,
"34,677,235",,,
"2,430,470",,,
6.6,,,
2.10,,,
"3,375,810",,,
"5,954,170",,,
3.1,,,
2.46,,,
"38,599,408",,,
"7,390,843",,,
11.5,,,
3.95,,,
5.15,,,
"22,704,300",,,
"119,161,137",,,
"10,791,850",,,
4.5,,,
7.71,,,
1.53,,,
"4,546,110",,,
"2,857,850",,,
34.5,,,
1.91,,,
10.69,,,
"2,789,489",,,
"9,050,148",,,
4.1,,,
8.55,,,
"89,332,521",,,
"11,320,706",,,
"15,815,493",,,
48.7,,,
2.62,,,
10.26,,,
"1,573,480",,,
"1,979,050",,,
"3,509,000",,,
3.6,,,
4.87,,,
11.37,,,
"10,807,048",,,
"6,489,796",,,
8.3,,,
2.0,,,
31.34,,,
"23,501,473",,,
"4,562,981",,,
2.4,,,
10.05,,,
"8,358,760",,,
"4,715,363",,,
"3,462,610",,,
2.3,,,
9.80,,,
"5,302,985",,,
"1,862,632",,,
"11,509,980",,,
156.6,,,
1.6,,,
6.00,,,
"3,268,813",,,
"3,128,250",,,
"8,894,647",,,
2.1,,,
29.04,,,
"26,386,701",,,
"4,319,146",,,
"61,300,000",,,
8.3,,,
5.59,,,
"3,328,791",,,
"8,782,330",,,
8.8,,,
2.5,,,
7.56,,,
"21,974,565",,,
"3,188,421",,,
3.5,,,
2.30,,,
"4,899,200",,,
"4,433,604",,,
"25,306,893",,,
2.0,,,
4.73,,,
3.96,,,
"4,133,980",,,
"3,795,790",,,
7.2,,,
26.53,,,
2.30,,,
"4,785,480",,,
"3,847,800",,,
3.6,,,
22.53,,,
8.05,,,
"2,443,117",,,
"14,000,000",,,
"16,479,320",,,
5.1,,,
2.06,,,
"411,390,748",,,
"6,304,063",,,
8.2,,,
16.4,,,
1.79,,,
37.10,,,
"6,774,867",,,
"5,890,688",,,
"10,255,986",,,
14.1,,,
14.95,,,
"12,609,000",,,
"7,532,293",,,
"118,527,870",,,
"3,842,090",,,
2.2,,,
2.99,,,
25.80,,,
"1,822,227",,,
"15,633,926",,,
2.4,,,
1.64,,,
"4,363,977",,,
"133,278,141",,,
26.4,,,
13.36,,,
"2,243,594",,,
"1,734,876",,,
4.4,,,
2.55,,,
"9,485,173",,,
"13,107,775",,,
51.5,,,
6.46,,,
"2,727,392",,,
"16,186,930",,,
3.0,,,
29.83,,,
2.64,,,
"3,499,555",,,
"3,059,440",,,
"20,900,000",,,
3.5,,,
1.59,,,
"2,810,120",,,
"5,993,895",,,
"20,698,506",,,
6.4,,,
7.65,,,
2.67,,,
"4,706,000",,,
"12,120,207",,,
"2,578,177",,,
8.1,,,
3.15,,,
"5,034,595",,,
"46,748,511",,,
274.5,,,
5.30,,,
"2,280,542",,,
"117,997,000",,,
"6,229,998",,,
3.1,,,
1.79,,,
"2,252,358",,,
"3,368,822",,,
"1,883,104",,,
5.1,,,
11.14,,,
"2,902,148",,,
"2,625,660",,,
"39,631,634",,,
"7,482,517",,,
21.9,,,
1.84,,,
1.58,,,
"5,248,908",,,
"32,132,664",,,
84.9,,,
4.53,,,
"9,752,760",,,
"1,939,949",,,
6.9,,,
440.97,,,
"3,293,860",,,
"8,559,263",,,
"3,266,457",,,
5.3,,,
1.67,,,
"2,415,110",,,
"148,219,822",,,
4.2,,,
9.75,,,
"81,775,452",,,
"8,638,729",,,
2.1,,,
7.40,,,
"1,898,000",,,
"2,726,837",,,
1.6,,,
5.10,,,
"32,103,084",,,
"2,242,598",,,
9.3,,,
3.06,,,
"2,793,340",,,
"14,896,000",,,
"3,567,160",,,
"1,626,162",,,
1.9,,,
12.5,,,
3.38,,,
11.88,,,
"13,309,945",,,
"2,050,130",,,
"1,988,700",,,
5.0,,,
4.84,,,
12.66,,,
"13,028,856",,,
"5,599,280",,,
9.4,,,
2.05,,,
"117,817,156",,,
"8,233,616",,,
"3,004,982",,,
5.5,,,
2.81,,,
"4,570,000",,,
"22,704,275",,,
"3,766,901",,,
