,categories,ceo,code,country,employees,founded,gbp,headquarters,headquarters_continent,headquarters_country,id,industry,link,market_cap,market_capitalization_usd,market_value_apr_2022,marketcap,mastercap,name,net_income,official_name,rank,revenue,sector,stock
link,0.1111111111111111,0.25,0.25,0.16666666666666666,0.125,0.16666666666666666,0.25,0.08333333333333333,0.05,0.05263157894736842,0.3333333333333333,0.14285714285714285,0.0,0.1111111111111111,0.045454545454545456,0.05,0.125,0.1111111111111111,0.25,0.125,0.09090909090909091,0.5,0.16666666666666666,0.16666666666666666,0.25
market_cap,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1,0.1,0.1111111111111111,0.09090909090909091,0.058823529411764705,0.06666666666666667,0.1,0.1111111111111111,0.1111111111111111,0.0,0.06666666666666667,0.08333333333333333,1.0,0.25,0.125,0.1111111111111111,0.09090909090909091,0.125,0.125,0.1111111111111111,0.125
market_capitalization_usd,0.05,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.05,0.043478260869565216,0.041666666666666664,0.05,0.045454545454545456,0.045454545454545456,0.043478260869565216,0.043478260869565216,0.045454545454545456,0.06666666666666667,0.0,0.0625,0.0625,0.05263157894736842,0.043478260869565216,0.05,0.05,0.045454545454545456,0.047619047619047616,0.047619047619047616,0.043478260869565216
market_value_apr_2022,0.058823529411764705,0.05,0.05,0.05263157894736842,0.05263157894736842,0.05,0.05,0.058823529411764705,0.047619047619047616,0.05,0.047619047619047616,0.05263157894736842,0.05,0.08333333333333333,0.0625,0.0,0.07692307692307693,0.0625,0.05263157894736842,0.05555555555555555,0.05555555555555555,0.05263157894736842,0.0625,0.05263157894736842,0.05
marketcap,0.1111111111111111,0.125,0.125,0.125,0.1111111111111111,0.1111111111111111,0.125,0.1,0.05555555555555555,0.0625,0.1111111111111111,0.125,0.125,1.0,0.0625,0.07692307692307693,0.0,0.3333333333333333,0.14285714285714285,0.1111111111111111,0.08333333333333333,0.14285714285714285,0.125,0.125,0.125
mastercap,0.14285714285714285,0.125,0.125,0.125,0.1111111111111111,0.1111111111111111,0.125,0.1,0.058823529411764705,0.06666666666666667,0.1111111111111111,0.125,0.1111111111111111,0.25,0.05263157894736842,0.0625,0.3333333333333333,0.0,0.14285714285714285,0.1111111111111111,0.08333333333333333,0.125,0.125,0.14285714285714285,0.16666666666666666
name,0.125,0.25,0.3333333333333333,0.16666666666666666,0.125,0.16666666666666666,0.25,0.1,0.05,0.05555555555555555,0.25,0.14285714285714285,0.25,0.125,0.043478260869565216,0.05263157894736842,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.2
net_income,0.1111111111111111,0.125,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1,0.1,0.058823529411764705,0.0625,0.1111111111111111,0.1,0.125,0.1111111111111111,0.05,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.0,0.1,0.1111111111111111,0.14285714285714285,0.125,0.125
official_name,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.07692307692307693,0.08333333333333333,0.05555555555555555,0.058823529411764705,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.09090909090909091,0.05,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1,0.0,0.09090909090909091,0.09090909090909091,0.08333333333333333,0.08333333333333333
rank,0.1111111111111111,0.25,0.25,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.25,0.09090909090909091,0.05,0.05555555555555555,0.25,0.125,0.5,0.125,0.045454545454545456,0.05263157894736842,0.14285714285714285,0.125,0.3333333333333333,0.1111111111111111,0.09090909090909091,0.0,0.2,0.16666666666666666,0.25
revenue,0.125,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.125,0.16666666666666666,0.14285714285714285,0.1111111111111111,0.05555555555555555,0.058823529411764705,0.14285714285714285,0.125,0.16666666666666666,0.125,0.047619047619047616,0.0625,0.125,0.125,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.2,0.0,0.16666666666666666,0.14285714285714285
sector,0.125,0.25,0.2,0.16666666666666666,0.125,0.14285714285714285,0.16666666666666666,0.1111111111111111,0.05263157894736842,0.0625,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.1111111111111111,0.047619047619047616,0.05263157894736842,0.125,0.14285714285714285,0.16666666666666666,0.125,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.25
stock,0.125,0.25,0.25,0.14285714285714285,0.125,0.14285714285714285,0.2,0.09090909090909091,0.05,0.05555555555555555,0.2,0.14285714285714285,0.25,0.125,0.043478260869565216,0.05,0.125,0.16666666666666666,0.2,0.125,0.08333333333333333,0.25,0.14285714285714285,0.25,0.0
