,index,address,est_of_ownership,hhid,industry,name,country,sic_code,type
530,530,"via aldo rossi 4, milano, 20149, milano, italy",1996,h-it0072819200,manufacturing,lg electronics italia spa,italy,mfg electrical equipment/supplies (3699),corporation
531,531,"via giovanni carlo cavalli 6, torino, 10138, torino, italy",1926,h-it0010310800,services,rai pubblicita' spa,italy,advertising representative (7313),corporation
532,532,"via delle azalee 15, buccinasco, 20090, milano, italy",2006,h-it0007979258,services,ngk spark plug europe gmbh,italy,business services (7389),foreign company
533,533,"piazza santa barbara 7, san donato milanese, 20097, milano, italy",2000,h-it0057869464,"transportation, communications, electric, gas, and sanitary services",stoccaggi gas italia spa,italy,pipeline operation (4619),corporation
534,534,"piazzale ostiense 2, roma, 00154, roma, italy",1999,h-it0067600212,"transportation, communications, electric, gas, and sanitary services",acea ato 2 gruppo acea spa,italy,water supply service (4941),corporation
535,535,"via lillo del duca 10, bresso, 20091, milano, italy",1938,h-it0036294675,"finance, insurance, and real estate",zambon company spa,italy,holding company (6719),corporation
536,536,"via niccolo' machiavelli 4, trieste, 34132, trieste, italy",1992,h-it0002266806,"finance, insurance, and real estate",banca generali spa,italy,national commercial bank (6021),corporation
537,537,"piazzale pietro ferrero 1, alba, 12051, cuneo, italy",1980,h-it0048603724,manufacturing,ferrero industriale italia srl,italy,mfg candy/confectionery (2064),corporation
538,538,"via alessandro manzoni 38, milano, 20121, milano, italy",2018,h-it0062461842,"finance, insurance, and real estate",design holding spa,italy,holding company (6719),corporation
539,539,"via alessandro manzoni 38, milano, 20121, milano, italy",2018,h-it0062835580,"finance, insurance, and real estate",international design group spa,italy,holding company (6719),corporation
540,540,"strada provinciale 234 1/3, somaglia, 26867, lodi, italy",2000,h-it0066468256,"transportation, communications, electric, gas, and sanitary services",flextronics italy spa,italy,general warehouse/storage (4225),corporation
541,541,"lungadige galtarossa 8, verona, 37133, verona, italy",2012,h-it0036821411,"transportation, communications, electric, gas, and sanitary services",2v energy srl,italy,electric services (4911),corporation
542,542,"via guglielmo marconi 84, agrate brianza, 20864, monza e brianza, italy",1990,h-it0002533812,"finance, insurance, and real estate",intercos spa,italy,holding company (6719),corporation
543,543,"viale giorgio ribotta 31, roma, 00144, roma, italy",1985,h-it0027556999,construction,engie servizi spa,italy,plumbing/heating/air conditioning contrac (1711),corporation
544,544,"strada provinciale 240 delle grotte orientali, rutigliano, 70018, bari, italy",2001,h-it0061820628,wholesale trade,apulia distribuzione srl,italy,whol general groceries (5141),corporation
545,545,"via pietro borsieri 2/a, roma, 00195, roma, italy",1894,h-it0011090014,construction,ghella spa,italy,heavy construction (1629),corporation
546,546,"via pisa 29, torino, 10152, torino, italy",1999,h-it0008217793,services,synergie italia agenzia per il lavoro spa,italy,help supply services (7363),corporation
547,547,"via del rio 336, cesena, 47522, forli'-cesena, italy",1980,h-it0026961245,manufacturing,avi.coop soc coop agricola,italy,poultry processing (2015),corporation
548,548,"viale cristoforo colombo 12/14, trezzano sul naviglio, 20090, milano, italy",2016,h-it0052364844,"finance, insurance, and real estate",berlin packaging (europe) spa,italy,holding company (6719),corporation
549,549,"via roma 5, iseo, 25049, brescia, italy",2009,h-it0003506304,"transportation, communications, electric, gas, and sanitary services",trenord srl,italy,railroad line-haul operator (4011),corporation
550,550,"viale castello della magliana 68, roma, 00148, roma, italy",1969,h-it0072226552,services,technip energies italy spa,italy,engineering services (8711),corporation
551,551,"via zona industriale madonna del moro, umbertide, 06019, perugia, italy",1963,h-it0009245189,manufacturing,metalmeccanica tiberina srl,italy,mfg metal stampings (3469),corporation
552,552,"via del progresso 1008, brendola, 36040, vicenza, italy",1996,h-it0074673483,wholesale trade,attiva spa,italy,whol computers/peripherals (5045),corporation
553,553,"piazza generale armando diaz 7, milano, 20123, milano, italy",1920,h-it0010433171,"finance, insurance, and real estate",coeclerici spa,italy,holding company (6719),corporation
554,554,"via xxv aprile 5, pero, 20016, milano, italy",2013,h-it0039471586,manufacturing,f.i.l.a fabbrica italiana lapis ed affini spa,italy,mfg stationery products (2678),corporation
555,555,"viale vittorio veneto 14, milano, 20124, milano, italy",2010,h-it0023304545,"finance, insurance, and real estate",pencil srl,italy,holding company (6719),corporation
556,556,"viale sant'eufemia 108/f, brescia, 25135, brescia, italy",1987,h-it0043920306,"finance, insurance, and real estate",if 65 spa,italy,holding company (6719),corporation
557,557,"via del lavoro 6/8, casalecchio di reno, 40033, bologna, italy",1947,h-it0028165942,wholesale trade,coop italia soc coop,italy,whol non durable goods (5199),cooperative
558,558,"viale alexandre gustave eiffel 15, roma, 00148, roma, italy",2018,h-it0061254592,"finance, insurance, and real estate",american express payments europe s.l.,italy,security/commodity service (6289),foreign company
559,559,"via gallarate 184, milano, 20151, milano, italy",2011,h-it0019542259,retail trade,kia italia srl,italy,ret motorcycles (5571),corporation
560,560,"piazza di san silvestro 8, roma, 00187, roma, italy",1996,h-it0075218224,mining,shell italia e&p spa,italy,crude petroleum/natural gas production (1311),corporation
561,561,"via enrico mattei 66, bologna, 40138, bologna, italy",1957,h-it0010720294,retail trade,volvo car italia spa,italy,ret new/used automobiles (5511),corporation
562,562,"via rana 12, alessandria, 15122, alessandria, italy",1965,h-it0057507252,manufacturing,guala closures spa,italy,mfg metal cans (3411),corporation
563,563,"via ciovassino 1, milano, 20121, milano, italy",1984,h-it0070427410,"finance, insurance, and real estate",kos spa,italy,holding company (6719),corporation
564,564,"localita' ai conti, barga, 55051, lucca, italy",2000,h-it0051863588,manufacturing,kedrion spa,italy,mfg pharmaceutical preparations (2834),corporation
565,565,"via viii marzo 6, scandicci, 50018, firenze, italy",1981,h-it0009845631,"transportation, communications, electric, gas, and sanitary services",nippon express italia spa,italy,transportation services (4789),corporation
566,566,"corso sempione 4, milano, 20154, milano, italy",1914,h-it0009692932,wholesale trade,messaggerie italiane di giornali riviste e libri spa,italy,whol durable goods (5099),corporation
567,567,"via marie curie 2, bolzano, 39100, bolzano, italy",1949,h-it0010646329,"transportation, communications, electric, gas, and sanitary services",fercam spa,italy,trucking operator-non local (4213),corporation
568,568,"via stazione 31, chatillon, 11024, aosta, italy",1998,h-it0056101066,"transportation, communications, electric, gas, and sanitary services",compagnia valdostana delle acque - compagnie valdotaine des eaux spa,italy,electric services (4911),corporation
569,569,"via mario greppi 2, novara, 28100, novara, italy",1995,h-it0057780838,retail trade,autogrill italia spa,italy,drinking place (5813),corporation
570,570,"via giuseppe ripamonti 85, milano, 20141, milano, italy",2001,h-it0072354216,services,daikin air conditioning italy spa,italy,management consulting services (8742),corporation
571,571,"via pietro giardini 1324, modena, 41126, modena, italy",1962,h-it0026613492,manufacturing,g.a. operations spa,italy,knit outerwear mill (2253),corporation
572,572,"via montebello 18, milano, 20121, milano, italy",1986,h-it0056224370,"finance, insurance, and real estate",fideuram intesa sanpaolo private banking asset management societa' di gestione del risparm,italy,investment advisory service (6282),corporation
573,573,"viale carlo iii trav. i via galvani snc, san nicola la strada, 81020, caserta, italy",1990,h-it0065989600,manufacturing,proma spa,italy,mfg metal stampings (3469),corporation
574,574,"via papa giovanni xxiii 4, capriate san gervasio, 24042, bergamo, italy",1969,h-it0029797950,services,dussmann service srl,italy,building maintenance services (7349),corporation
575,575,"via giovanni spadolini 7, milano, 20141, milano, italy",1988,h-it0070204993,"finance, insurance, and real estate",assimoco vita spa compagnia di assicurazione sulla vita,italy,life insurance carrier (6311),corporation
576,576,"via basento 19, san giuliano milanese, 20098, milano, italy",2003,h-it0074057448,"transportation, communications, electric, gas, and sanitary services",general logistics systems enterprise srl,italy,transportation services (4789),corporation
577,577,"via giuseppe ripamonti 89, milano, 20141, milano, italy",2007,h-it0015873862,"finance, insurance, and real estate",cargill eurit srl,italy,holding company (6719),corporation
578,578,"piazza luigi einaudi 4, milano, 20124, milano, italy",1979,h-it0014199777,services,givi holding srl,italy,business services (7389),corporation
579,579,"via corsica 10/12, brescia, 25125, brescia, italy",2014,h-it0042215722,services,edge network services limited,italy,computer related services (7379),foreign company
580,580,"via antonio sant'elia zona industriale, corato, 70033, bari, italy",1935,h-it0044365357,manufacturing,molino casillo spa,italy,mfg flour/grain mill products (2041),corporation
581,581,"via lillo del duca 10, bresso, 20091, milano, italy",1900,h-it0075856484,manufacturing,zambon spa,italy,mfg pharmaceutical preparations (2834),corporation
582,582,"circonvallazione ovest 3 a zona co.in.or., valenza, 15048, alessandria, italy",1977,h-it0032168829,manufacturing,bulgari gioielli spa,italy,mfg precious metal jewelry (3911),corporation
583,583,"via lorenteggio 255, milano, 20152, milano, italy",1982,h-it0016732545,retail trade,pellegrini spa,italy,eating place (5812),corporation
584,584,"via appia, cisterna di latina, 04012, latina, italy",1996,h-it0004200837,manufacturing,c.s.i. - compagnia surgelati italiana spa,italy,mfg food preparations (2099),corporation
585,585,"via stella rosa 48/50, baranzate, 20021, milano, italy",1984,h-it0038942437,"finance, insurance, and real estate",e.m.s. euro management services spa,italy,subdivider/developer (6552),corporation
586,586,"via stella rosa 48/50, baranzate, 20021, milano, italy",2006,h-it0072679603,"finance, insurance, and real estate",euro group spa,italy,holding company (6719),corporation
587,587,"strada paravera 16, aosta, 11100, aosta, italy",1991,h-it0070322554,manufacturing,cogne acciai speciali spa,italy,mfg primary metal products (3399),corporation
588,588,"via pietro borsieri 2/a, roma, 00195, roma, italy",1984,h-it0061859915,"finance, insurance, and real estate",ghella group srl,italy,holding company (6719),corporation
589,589,"via leonardo bistolfi 35, milano, 20134, milano, italy",2003,h-it0072354119,"finance, insurance, and real estate",industrie de nora spa,italy,holding company (6719),corporation
590,590,"via leonardo bistolfi 35, milano, 20134, milano, italy",2009,h-it0004161300,"finance, insurance, and real estate",federico de nora spa,italy,holding company (6719),corporation
591,591,"via stazione 119, valle lomellina, 27020, pavia, italy",1980,h-it0012047414,wholesale trade,euricom spa,italy,whol grain/field beans (5153),corporation
592,592,"via del lavoro 10, granarolo dell'emilia, 40057, bologna, italy",2012,h-it0018186149,"finance, insurance, and real estate",pag italy srl,italy,holding company (6719),corporation
593,593,"via ferdinando magellano 27, reggiolo, 42046, reggio emilia, italy",1983,h-it0055101615,manufacturing,comer industries spa,italy,mfg power transmission equipment (3568),corporation
594,594,"viale del sagittario 5, modena, 41126, modena, italy",2016,h-it0051518481,"finance, insurance, and real estate",eagles oak srl,italy,holding company (6719),corporation
595,595,"via benigno crespi 57, milano, 20159, milano, italy",1990,h-it0074900331,wholesale trade,yara italia spa,italy,whol chemicals/products (5169),corporation
596,596,"via feltrina centro 16, montebelluna, 31044, treviso, italy",1998,h-it0009554831,manufacturing,geox spa,italy,mfg footwear-except rubber (3149),corporation
597,597,"via calcinaro 2861, cesena, 47521, forli'-cesena, italy",1983,h-it0002831511,manufacturing,technogym spa,italy,mfg surgical/medical instruments (3841),corporation
598,598,"via giuseppe ripamonti 89, milano, 20141, milano, italy",1962,h-it0013813404,manufacturing,cargill srl,italy,wet corn milling (2046),corporation
599,599,"via polonia 30/33, modena, 41122, modena, italy",1987,h-it0046510818,wholesale trade,caseifici granterre spa,italy,whol dairy products (5143),corporation
600,600,"corso d'italia 35/b, roma, 00198, roma, italy",1969,h-it0072155272,"transportation, communications, electric, gas, and sanitary services",d'amico societa' di navigazione spa,italy,water freight transportation (4449),corporation
601,601,"via villa minelli 1, ponzano veneto, 31050, treviso, italy",1999,h-it0075364484,wholesale trade,benetton group srl,italy,whol non durable goods (5199),corporation
602,602,"via clementino bonfiglioli 1, calderara di reno, 40012, bologna, italy",2005,h-it0073915602,manufacturing,bonfiglioli riduttori spa,italy,mfg power transmission equipment (3568),corporation
603,603,"via armando diaz 248, san zeno naviglio, 25010, brescia, italy",1996,h-it0074772023,manufacturing,duferco travi e profilati spa,italy,blast furnace-steel works (3312),corporation
604,604,"piazza lina bo bardi 3, milano, 20124, milano, italy",2019,h-it0216283090,services,bnp paribas 3 step it,italy,equipment rental/leasing (7359),foreign company
605,605,"via meuccio ruini 74/l, reggio emilia, 42124, reggio emilia, italy",1980,h-it0064358038,"finance, insurance, and real estate",yama spa,italy,holding company (6719),corporation
606,606,"via monza 7/a, vimercate, 20871, monza e brianza, italy",1988,h-it0062583948,services,s.a.p. italia sistemi applicazioni prodotti in data processing spa,italy,computer related services (7379),corporation
607,607,"via granarolo 175/2, faenza, 48018, ravenna, italy",2012,h-it0017974178,"transportation, communications, electric, gas, and sanitary services",cura gas & power spa,italy,natural gas distribution (4924),corporation
608,608,"via renzo gandolfo 1, cuneo, 12100, cuneo, italy",1986,h-it0070530319,services,fai service soc coop,italy,business services (7389),corporation
609,609,"via enrico fermi 4, bagnolo in piano, 42011, reggio emilia, italy",1969,h-it0010852387,manufacturing,emak spa,italy,mfg power-driven handtools (3546),corporation
610,610,"via aldo moro 31, bomporto, 41030, modena, italy",1990,h-it0069254788,wholesale trade,havi logistics srl,italy,whol general groceries (5141),corporation
611,611,"via pionca 13, pianiga, 30030, venezia, italy",1972,h-it0033181462,retail trade,f.lli lando spa,italy,ret groceries (5411),corporation
612,612,"via vittorio veneto 74, roma, 00187, roma, italy",2001,h-it0003911853,"transportation, communications, electric, gas, and sanitary services",ep produzione centrale livorno ferraris spa,italy,electric services (4911),corporation
613,613,"via della mercede 11, roma, 00187, roma, italy",1982,h-it0072792183,"finance, insurance, and real estate",gruppo illy spa,italy,holding company (6719),corporation
614,614,"via cosimo canovetti 13, brescia, 25128, brescia, italy",2021,h-it0963373556,"finance, insurance, and real estate",o.r.i. martin holding srl,italy,holding company (6719),corporation
615,615,"via cosimo canovetti 13, brescia, 25128, brescia, italy",1902,h-it0052006824,manufacturing,o.r.i. martin acciaieria e ferriera di brescia spa,italy,blast furnace-steel works (3312),corporation
616,616,"via giuseppe bovini 43, ravenna, 48123, ravenna, italy",1992,h-it0026099500,manufacturing,g.ecol. cables srl,italy,mfg conductive wiring devices (3643),corporation
617,617,"via dell'industria 22, conselice, 48017, ravenna, italy",1988,h-it0072789239,services,eq cables spa,italy,data processing/preparation (7374),corporation
618,618,"via di sottoripa 7/13, genova, 16124, genova, italy",1989,h-it0070051046,wholesale trade,duferco commerciale spa,italy,metals service center (5051),corporation
619,619,"contrada parasacchiello snc, melfi, 85025, potenza, italy",2007,h-it0075856239,wholesale trade,sg spa,italy,whol appliances/tv/radio (5064),corporation
620,620,"via delle industrie 9, filago, 24040, bergamo, italy",2002,h-it0074821970,manufacturing,covestro srl,italy,mfg plastic materials/resins (2821),corporation
621,621,"via delle fiere snc, matera, 75100, matera, italy",1972,h-it0074972391,wholesale trade,v.i.m. srl vendita ingrosso medicinali,italy,whol drugs/sundries (5122),corporation
622,622,"via olgettina 60, milano, 20132, milano, italy",1972,h-it0017626560,services,ospedale san raffaele srl,italy,medical doctor's office (8011),corporation
623,623,"via veneto 3/5, schio, 36015, vicenza, italy",1973,h-it0049233750,retail trade,lorenzo ceccato spa,italy,ret new/used automobiles (5511),corporation
624,624,"via gerenzano 58, castellanza, 21053, varese, italy",1947,h-it0073301825,manufacturing,tenova spa,italy,mfg rolling mill machinery (3547),corporation
625,625,"via pisana 336, scandicci, 50018, firenze, italy",2011,h-it0005789451,manufacturing,balenciaga logistica srl,italy,mfg luggage (3161),corporation
626,626,"via provina 3, trento, 38123, trento, italy",1970,h-it0010642196,wholesale trade,unifarm spa unione farmacisti trentino alto adige,italy,whol drugs/sundries (5122),corporation
627,627,"piazza della repubblica 32, milano, 20124, milano, italy",2018,h-it0060200812,"finance, insurance, and real estate",pluto (italia) spa,italy,holding company (6719),corporation
628,628,"via del perlar 2, verona, 37135, verona, italy",1991,h-it0073503487,"finance, insurance, and real estate",eg holding spa,italy,holding company (6719),corporation
629,629,"via uberto visconti di modrone 2, milano, 20122, milano, italy",2009,h-it0024685011,"finance, insurance, and real estate",sofid spa,italy,holding company (6719),corporation
630,630,"strada statale 29, dego, 17058, savona, italy",1942,h-it0010574220,manufacturing,verallia italia spa,italy,mfg products-purchased glass (3231),corporation
631,631,"via lodi 11, arzago d'adda, 24040, bergamo, italy",1990,h-it0074067672,wholesale trade,clerici spa,italy,whol construction materials (5039),corporation
632,632,"via vicenza 3, brescia, 25125, brescia, italy",1991,h-it0049255630,"finance, insurance, and real estate",fintrade holding spa,italy,subdivider/developer (6552),corporation
633,633,"piazzale ostiense 2, roma, 00154, roma, italy",1999,h-it0075371332,"transportation, communications, electric, gas, and sanitary services",areti spa,italy,electric services (4911),corporation
634,634,"via gian antonio amadeo 59, milano, 20134, milano, italy",1984,h-it0033657998,manufacturing,liquigas spa,italy,petroleum refiner (2911),corporation
635,635,"via monaldo calari 10, zola predosa, 40069, bologna, italy",1953,h-it0216733770,manufacturing,faac spa,italy,mfg electrical equipment/supplies (3699),corporation
636,636,"via monaldo calari 10, zola predosa, 40069, bologna, italy",1953,h-it0012979570,"finance, insurance, and real estate",faac partecipazioni industriali srl,italy,holding company (6719),corporation
637,637,"via amalfi 6, volpiano, 10088, torino, italy",1984,h-it0056119801,manufacturing,agn energia spa,italy,petroleum refiner (2911),corporation
638,638,"largo edoardo bulgheroni 1, induno olona, 21056, varese, italy",1909,h-it0009076948,manufacturing,lindt & sprungli spa,italy,mfg candy/confectionery (2064),corporation
639,639,"corso orbassano 367, torino, 10137, torino, italy",1925,h-it0072354194,"finance, insurance, and real estate",fca bank spa,italy,national commercial bank (6021),corporation
640,640,"via dei tornabuoni 2, firenze, 50123, firenze, italy",1927,h-it0071615016,manufacturing,salvatore ferragamo spa,italy,mfg footwear-except rubber (3149),corporation
641,641,"via della madonna 1, lallio, 24040, bergamo, italy",1913,h-it0008106940,wholesale trade,zanetti spa,italy,whol dairy products (5143),corporation
642,642,"piazzale luigi cadorna 14, milano, 20123, milano, italy",1887,h-it0009604677,"transportation, communications, electric, gas, and sanitary services",fnm spa,italy,local/suburban transportation (4111),corporation
643,643,"via mario fantin 1/3, bologna, 40131, bologna, italy",1988,h-it0066771978,services,crif spa,italy,data processing/preparation (7374),corporation
644,644,"cis 8, nola, 80035, napoli, italy",1946,h-it0011934387,wholesale trade,guacci spa,italy,whol drugs/sundries (5122),corporation
645,645,"via alberto falck 4/16, sesto san giovanni, 20099, milano, italy",2002,h-it0072349484,"finance, insurance, and real estate",falck renewables spa,italy,holding company (6719),corporation
646,646,"via linfano 9, arco, 38062, trento, italy",2016,h-it0052662535,manufacturing,aquafil spa,italy,mfg cellulosic manmade fibers (2823),corporation
647,647,"viale milano 26, montecchio maggiore, 36075, vicenza, italy",2016,h-it0051809125,"finance, insurance, and real estate",nine trees group spa,italy,holding company (6719),corporation
648,648,"via santa lucia 6, milano, 20122, milano, italy",2013,h-it0039915026,"finance, insurance, and real estate",dompe' holdings srl,italy,holding company (6719),corporation
649,649,"via baldanzese 17, calenzano, 50041, firenze, italy",1981,h-it0049429108,manufacturing,el.en. spa,italy,mfg surgical/medical instruments (3841),corporation
650,650,"piazza della repubblica 32, milano, 20124, milano, italy",1906,h-it0009835105,services,snaitech spa,italy,amusement/recreation services (7999),corporation
651,651,"via leone xiii 14, milano, 20145, milano, italy",2011,h-it0020145373,"finance, insurance, and real estate",gb&p srl,italy,holding company (6719),corporation
652,652,"via padre vicinio da sarsina 42, cesena, 47521, forli'-cesena, italy",2002,h-it0024492957,"finance, insurance, and real estate",g.s.g.r. srl,italy,holding company (6719),corporation
653,653,"via gabriello chiabrera 34/d, rimini, 47924, rimini, italy",1956,h-it0037651927,"transportation, communications, electric, gas, and sanitary services",gruppo societa' gas rimini spa,italy,natural gas distribution (4924),corporation
654,654,"via giulio vincenzo bona 95/101, roma, 00156, roma, italy",1970,h-it0013571273,construction,pavimental spa,italy,highway/street construction (1611),corporation
655,655,"via giacomo matteotti 7, fabbrico, 42042, reggio emilia, italy",1989,h-it0055149529,manufacturing,argo tractors spa,italy,mfg farm machinery/equipment (3523),corporation
656,656,"via lemizzone 1, san martino in rio, 42018, reggio emilia, italy",1988,h-it0070226393,"finance, insurance, and real estate",a.r.g.o. spa,italy,holding company (6719),corporation
657,657,"via provinciale selice 23/a, imola, 40026, bologna, italy",1932,h-it0033803927,construction,cefla soc coop,italy,electrical contractor (1731),corporation
658,658,"via piave 6, rosignano marittimo, 57016, livorno, italy",1970,h-it0009461078,manufacturing,solvay chimica italia spa,italy,mfg industrial inorganic chemicals (2819),corporation
659,659,"via san martino 4, trento, 38122, trento, italy",2017,h-it0055494315,"finance, insurance, and real estate",family business poli di marco poli e c. sapa in sigla fb poli di marco poli e c. sapa,italy,holding company (6719),corporation
660,660,"via friuli 5 interno 9, sona, 37060, verona, italy",1999,h-it0073944556,retail trade,rossetto trade spa,italy,ret groceries (5411),corporation
661,661,"via friuli 5, sona, 37060, verona, italy",1984,h-it0040574121,"finance, insurance, and real estate",gruppo rossetto spa,italy,holding company (6719),corporation
662,662,"via della zecca 2, bologna, 40121, bologna, italy",2019,h-it0289500474,"finance, insurance, and real estate",legacy srl,italy,holding company (6719),corporation
663,663,"via della zecca 2, bologna, 40121, bologna, italy",2010,h-it0036033715,"finance, insurance, and real estate",cribis holding srl,italy,holding company (6719),corporation
664,664,"corso stati uniti 35, padova, 35127, padova, italy",1989,h-it0035581344,retail trade,porsche italia spa,italy,ret new/used automobiles (5511),corporation
665,665,"viale stelvio 55/57, milano, 20159, milano, italy",2007,h-it0075936917,"finance, insurance, and real estate",intesa sanpaolo rbm salute spa,italy,insurance carrier (6399),corporation
666,666,"strada 6 palazzo a 13 milanofiori 0snc, assago, 20057, milano, italy",1952,h-it0008506272,wholesale trade,brenntag spa,italy,whol chemicals/products (5169),corporation
