name,headquarters,founded,industry,sector,notes,founders,key_people,number_of_employees,operating_income,revenue,services,total_assets,type,website,area_served
b. braun,melsungen,1839,health care,pharmaceuticals,medical devices and pharma,,,,,,,,,,
babelsberg studio,potsdam,1912,consumer services,broadcasting & entertainment,film studio,,,,,,,,,,
bahlsen,hanover,1889,consumer goods,food products,biscuits and cakes,,,,,,,,,,
basf,ludwigshafen,1865,basic materials,speciality chemicals,largest chemical producer in the world.,,,,,,,,,,
bavaria film studios,grünwald,1919,consumer services,broadcasting & entertainment,film studio,,,,,,,,,,
bayer,leverkusen,1863,health care,pharmaceuticals,chemicals and pharmaceuticals,,,,,,,,,,
baywa,munich,1923,consumer goods,farming & fishing,agribusiness conglomerate,,,,,,,,,,
bbs kraftfahrzeugtechnik,schiltach,1970,consumer goods,auto parts,automotive parts,,,,,,,,,,
bechtle,neckarsulm,1983,technology,software,information technology services,,,,,,,,,,
beck's brewery,bremen,1873,consumer goods,brewers,alcoholic beverages,,,,,,,,,,
behr gmbh & co. kg,stuttgart,1905,industrials,industrial suppliers,part of mahle gmbh,,,,,,,,,,
behringer,willich,1989,consumer goods,consumer electronics,audio systems,,,,,,,,,,
beiersdorf,hamburg,1882,consumer goods,personal products,cosmetics,,,,,,,,,,
bellevue investments,berlin,1993,technology,software,software holding company,,,,,,,,,,
benecke-kaliko,hanover,1718,industrials,industrial suppliers,automotive parts,,,,,,,,,,
bertelsmann,gütersloh,1835,consumer services,broadcasting & entertainment,mass media,,,,,,,,,,
beyerdynamic,heilbronn,1924,consumer goods,consumer electronics,audio electronics,,,,,,,,,,
bilfinger,mannheim,1880,industrials,heavy construction,"construction, engineering and services",,,,,,,,,,
birkenstock,neustadt,1774,consumer goods,clothing & accessories,shoes manufacturer,,,,,,,,,,
bitburger brewery,bitburg,1817,consumer goods,brewers,brewery,,,,,,,,,,
biontech,mainz,2008,healthcare,vaccine,biotechnology,,,,,,,,,,
blohm+voss,hamburg,1877,industrials,commercial vehicles & trucks,"shipyard, part of lürssen",,,,,,,,,,
bmg rights management,berlin,2008,consumer services,broadcasting & entertainment,"music, part of bertelsmann",,,,,,,,,,
bmw,munich,1916,consumer goods,automobiles,automotive,,,,,,,,,,
boehringer ingelheim,ingelheim am rhein,1885,health care,pharmaceuticals,pharmaceuticals,,,,,,,,,,
bomag,boppard,1957,industrials,commercial vehicles & trucks,mechanical engineering,,,,,,,,,,
brabus,bottrop,1977,consumer services,specialty retailers,automotive modifications and tuning,,,,,,,,,,
braun,kronberg,1921,consumer goods,personal products,"razors and small appliances, part of procter & gamble (us)",,,,,,,,,,
brenntag,mülheim,1874,basic materials,commodity chemicals,chemical distribution,,,,,,,,,,
c. bechstein,berlin,1853,consumer goods,recreational products,musical instruments,,,,,,,,,,
c. illies & co.,hamburg,1859,industrials,business support services,engineering and export,,,,,,,,,,
carl walther gmbh,ulm,1886,industrials,defense,firearms,,,,,,,,,,
carl zeiss ag,oberkochen,1846,health care,medical equipment,optical systems,,,,,,,,,,
curevac,tübingen,2000,health care,vaccine,biotechnology,,,,,,,,,,
celesio,stuttgart,1835,health care,pharmaceuticals,"pharmaceuticals, defunct 2017, now part of mckesson",,,,,,,,,,
cinestar,lübeck,1948,consumer services,recreational services,cinemas,,,,,,,,,,
circus krone,munich,1905,consumer services,broadcasting & entertainment,"circus, entertainment",,,,,,,,,,
claas,harsewinkel,1913,industrials,commercial vehicles & trucks,agricultural machinery,,,,,,,,,,
commerzbank,frankfurt,1870,financials,banks,banking,,,,,,,,,,
condor flugdienst,frankfurt,1955,consumer services,airlines,"leisure airline, part of thomas cook group (uk)",,,,,,,,,,
continental ag,hanover,1871,industrials,industrial suppliers,"auto parts and supplies, part of schaeffler group",,,,,,,,,,
covestro,leverkusen,2015,basic materials,speciality chemicals,"materials and coatings, part of bayer",,,,,,,,,,
daimler ag,stuttgart,2007,consumer goods,automobiles,multinational automotive firm,,,,,,,,,,
dba,munich,1992,consumer services,airlines,"low-cost airline, defunct 2008",,,,,,,,,,
delton,bad homburg vor der höhe,1989,conglomerates,-,"pharma, consumer goods, logistics",,,,,,,,,,
der spiegel,hamburg,1947,consumer services,publishing,weekly news magazine,,,,,,,,,,
deutsche bahn,berlin,1994,industrials,railroads,state railways,,,,,,,,,,
deutsche bank,frankfurt,1870,financials,banks,banking,,,,,,,,,,
deutsche börse,frankfurt,1992,financials,investment services,securities marketplace,,,,,,,,,,
deutsche grammophon,hanover,1898,consumer goods,broadcasting & entertainment,"phonogramm producer, producer of the first compact disc, now part of universal music group (us)",,,,,,,,,,
deutsche messe,hanover,1947,consumer services,recreational services,largest fairground in the world,,,,,,,,,,
deutsche pfandbriefbank,unterschleißheim,2015,financials,banks,real estate financing bank,,,,,,,,,,
deutsche post,bonn,1995,industrials,delivery services,postal services,,,,,,,,,,
deutsche telekom,bonn,1995,telecommunications,fixed line telecommunications,telecommunications,,,,,,,,,,
deutsche vermögensberatung,frankfurt,1975,financials,asset managers,financial advice,,,,,,,,,,
deutz ag,cologne,1864,industrials,industrial machinery,mechanical engineering,,,,,,,,,,
dhl express,bonn,1969,industrials,delivery services,"logistics, part of deutsche post",,,,,,,,,,
dieffenbacher,eppingen,1873,industrials,industrial machinery,machinery,,,,,,,,,,
diehl aerospace,überlingen,2006,industrials,aerospace,avionics,,,,,,,,,,
diehl defence,überlingen,2004,industrials,defense,arms,,,,,,,,,,
diehl metall,röthenbach an der pegnitz,1938,industrials,industrial machinery,"metals, forges",,,,,,,,,,
diezel,bad steben,1994,consumer goods,recreational products,guitar amplifiers,,,,,,,,,,
djshop,vachendorf,1993,consumer services,broadcasting & entertainment,online dance music retail store,,,,,,,,,,
dkw,?,1905,consumer goods,automobile,"defunct 1932, now part of audi",,,,,,,,,,
douglas holding,hagen,1949,consumer services,specialty retailers,perfume and cosmetics retailer,,,,,,,,,,
dovo solingen,solingen,1906,consumer goods,personal products,scissors and razors,,,,,,,,,,
dr. oetker,bielefeld,1891,consumer goods,food products,food producer,,,,,,,,,,
dräger,lübeck,1889,health care,medical equipment,medical technology,,,,,,,,,,
dresdner bank,frankfurt,1872,financials,banks,"now part of commerzbank, defunct 2009",,,,,,,,,,
dürr ag,stuttgart,1895,industrials,industrial machinery,plant and machinery construction,,,,,,,,,,
dvb bank,frankfurt,1923,financials,banks,financials,,,,,,,,,,
e.on,essen,2000,utilities,electricity,electric power,,,,,,,,,,
eberhard faber,neumarkt in der oberpfalz,1922,consumer goods,nondurable household products,part of staedtler,,,,,,,,,,
ebm-papst,mulfingen,1963,industrials,industrial machinery,electric motors and fans,,,,,,,,,,
edding,ahrensburg,1960,consumer goods,nondurable household products,writing instruments,,,,,,,,,,
edeka,berlin,1898,consumer services,food retailers & wholesalers,supermarkets,,,,,,,,,,
elringklinger,dettingen an der erms,1879,industrials,industrial suppliers,automotive parts,,,,,,,,,,
enbw,karlsruhe,1997,utilities,electricity,electric power,,,,,,,,,,
enocean,oberhaching,2001,consumer goods,consumer electronics,electronics,,,,,,,,,,
entwicklungsring nord,bremen,1961,industrials,aerospace,"rocket parts, defunct 1977",,,,,,,,,,
epcos,munich,1999,consumer goods,consumer electronics,electronics,,,,,,,,,,
e-plus,düsseldorf,1992,telecommunications,mobile telecommunications,"mobile network, part of telefónica germany",,,,,,,,,,
eurowings,düsseldorf,1990,consumer services,airlines,part of lufthansa,,,,,,,,,,
evonik industries,essen,2007,basic materials,speciality chemicals,specialty chemicals,,,,,,,,,,
faber-castell,stein,1761,consumer goods,nondurable household products,writing instruments,,,,,,,,,,
fein,schwäbisch gmünd,1867,consumer goods,durable household products,power tools,,,,,,,,,,
ferrostaal,essen,1920,industrials,industrial machinery,"industrial services, machinery",,,,,,,,,,
festo,esslingen am neckar,1925,industrials,industrial machinery,automation,,,,,,,,,,
fischertechnik,waldachtal,1966,consumer goods,toys,construction sets,,,,,,,,,,
fissler,idar-oberstein,1845,consumer goods,durable household products,cookware manufacturer,,,,,,,,,,
focke-achgelis,hoykenkamp,1937,industrials,aerospace,defunct helicopter manufacturer,,,,,,,,,,
focke-wulf,bremen,1923,industrials,aerospace,"aircraft manufacturer, defunct 1964",,,,,,,,,,
fond of bags,cologne,2010,consumer goods,clothing & accessories,backpacks,,,,,,,,,,
ford germany,cologne,1925,consumer goods,automobiles,"automobile manufacturer, part of ford motor company (us)",,,,,,,,,,
ford of europe,cologne,1967,consumer goods,automobiles,"automobile manufacturer, part of ford motor company (us)",,,,,,,,,,
franz haniel & cie.,duisburg,1756,conglomerates,-,family holding company,,,,,,,,,,
fraport,frankfurt,1924,industrials,transportation services,airports,,,,,,,,,,
freenet.de,büdelsdorf,2007,telecommunications,fixed line telecommunications,telecommunications,,,,,,,,,,
fresenius,bad homburg vor der höhe,1912,health care,health care providers,health care,,,,,,,,,,
fresenius medical care,bad homburg vor der höhe,1996,health care,health care providers,part of fresenius,,,,,,,,,,
freudenberg group,weinheim,1849,conglomerates,-,"consumer goods, telecommunications, industrials",,,,,,,,,,
frosta,bremerhaven,1905,consumer goods,food products,"frozen foods, foodservice, commercial catering",,,,,,,,,,
fuchs petrolub,mannheim,1931,basic materials,speciality chemicals,lubricants,,,,,,,,,,
gardena,ulm,1961,consumer goods,durable household products,garden tools,,,,,,,,,,
gea group,düsseldorf,1881,industrials,industrial machinery,machinery and technology for refrigeration and livestock farming,,,,,,,,,,
gebrüder thonet,frankenberg,1853,consumer goods,furnishings,furniture manufacturer,,,,,,,,,,
germanwings,cologne,2002,consumer services,airlines,part of lufthansa,,,,,,,,,,
gerolsteiner brunnen,gerolstein,1888,consumer goods,beverages,mineral water,,,,,,,,,,
gerresheimer,düsseldorf,1864,industrials,containers & packaging,packaging products,,,,,,,,,,
getrag,untergruppenbach,1935,industrials,industrial suppliers,automotive parts,,,,,,,,,,
gfk ag,nuremberg,1934,industrials,business support services,market research,,,,,,,,,,
gpc biotech,martinsried,1997,health care,biotechnology,biotechnology,,,,,,,,,,
grundig,nuremberg,1930,consumer goods,consumer electronics,"electronics, part of koç holding (turkey)",,,,,,,,,,
gruner + jahr,hamburg,1965,consumer services,publishing,"publishing house, part of bertelsmann",,,,,,,,,,
hama photo,monheim,1923,consumer goods,consumer electronics,electronics,,,,,,,,,,
hamburg süd,hamburg,1871,industrials,marine transportation,shipping,,,,,,,,,,
hamburger flugzeugbau,hamburg,1933,industrials,aerospace,"aircraft manufacturer, defunct 1969",,,,,,,,,,
hannover re,hanover,1966,financials,reinsurance,reinsurance firm,,,,,,,,,,
hapag-lloyd,hamburg,1970,industrials,marine transportation,shipping,,,,,,,,,,
haribo,bonn,1920,consumer goods,food products,confectionery,,,,,,,,,,
heckler & koch,oberndorf am neckar,1948,industrials,defense,arms,,,,,,,,,,
heidelbergcement,heidelberg,1874,industrials,building materials & fixtures,building materials,,,,,,,,,,
heidelberger druckmaschinen,heidelberg,1850,industrials,industrial machinery,printing machines,,,,,,,,,,
heinkel,warnemünde,1922,industrials,aerospace,"aircraft manufacturer, defunct 1965",,,,,,,,,,
hella,lippstadt,1899,industrials,industrial suppliers,automotive parts,,,,,,,,,,
henkel,düsseldorf,1876,conglomerates,-,"consumer goods, industrial goods",,,,,,,,,,
heraeus,hanau,1851,industrials,industrial machinery,engineering,,,,,,,,,,
herrenknecht,schwanau,1975,industrials,industrial machinery,tunnel boring machines,,,,,,,,,,
hochtief,essen,1874,industrials,heavy construction,construction,,,,,,,,,,
hoechst,frankfurt,1863,basic materials,specialty chemicals,"chemicals, defunct 2004",,,,,,,,,,
hoesch,dortmund,1871,mining,,"mining, steel, defunct 1991",,,,,,,,,,
horch,köln-ehrenfeld cologne,1899,consumer goods,automobiles,"defunct 1945, now part of audi",,,,,,,,,,
horváth & partners,stuttgart,1981,industrials,business support services,management consulting,,,,,,,,,,
howaldtswerke-deutsche werft,kiel,1838,industrials,commercial vehicles & trucks,shipbuilding,,,,,,,,,,
hubert burda media,offenburg,1903,consumer services,publishing,publishing and mass media,,,,,,,,,,
hugo boss,metzingen,1924,consumer goods,clothing & accessories,luxury fashion,,,,,,,,,,
hypovereinsbank,munich,1998,financials,financial services,"finance and insurance, part of unicredit (italy)",,,,,,,,,,
hypo real estate,munich,2003,financials,real estate,nationalized holding company,,,,,,,,,,
iav,berlin,1983,industrials,industrial suppliers,automotive supplier,,,,,,,,,,
ig farben,frankfurt,1925,basic materials,commodity chemicals,defunct 2012,,,,,,,,,,
infineon technologies,neubiberg,1999,technology,semiconductors,semiconductor manufacturer,,,,,,,,,,
intershop,berlin,1962,consumer services,specialty retailers,defunct 1990,,,,,,,,,,
j. a. henckels,solingen,1731,consumer goods,durable household products,kitchenware,,,,,,,,,,
j. schmalz,glatten,1910,industrials,industrial machinery,vacuum technology,,,,,,,,,,
jack wolfskin,idstein,1981,consumer goods,recreational products,camping and outdoor,,,,,,,,,,
jako,mulfingen,1948,consumer goods,clothing & accessories,shoes & sports apparel & accessories manufacturer,,,,,,,,,,
jenoptik,jena,1991,industrials,industrial machinery,optoelectronics engineering,,,,,,,,,,
jil sander,hamburg,1968,consumer goods,clothing & accessories,fashion,,,,,,,,,,
junghans,schramberg,1861,consumer goods,clothing & accessories,watches,,,,,,,,,,
junkers,dessau,1895,industrials,aerospace,"aircraft manufacturer, defunct 1969",,,,,,,,,,
k+s,kassel,1889,basic materials,speciality chemicals,fertilisers,,,,,,,,,,
