,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
21686,,,doll_38.47 b,doll_3.26 b,,doll_59.22 b,,,
21687,,,doll_1.58 b,doll_614.0 m,,doll_59.07 b,,,
21688,,,doll_11.06 b,doll_1.87 b,,doll_58.86 b,,,
21689,,,doll_27.96 b,doll_4.42 b,,doll_58.77 b,,,
21690,,,doll_9.48 b,doll_1.93 b,,doll_58.74 b,,,
21691,,,doll_51.58 b,doll_3.04 b,,doll_58.45 b,,,
21692,,,doll_4.77 b,doll_3.26 b,,doll_116.67 b,,,
21693,,,doll_4.53 b,doll_762.0 m,,doll_57.89 b,,,
21694,,,doll_4.39 b,doll_497.0 m,,doll_57.7 b,,,
21695,,,doll_5.75 b,doll_3.13 b,,doll_57.62 b,,,
21696,,,doll_12.52 b,doll_4.33 b,,doll_57.48 b,,,
21697,,,doll_19.67 b,doll_4.66 b,,doll_57.43 b,,,
21698,,,doll_69.05 b,doll_4.08 b,,doll_57.14 b,,,
21699,,,doll_14.55 b,doll_3.78 b,,doll_57.03 b,,,
21700,,,doll_18.24 b,doll_2.3 b,,doll_57.0 b,,,
21701,,,doll_71.08 b,doll_6.55 b,,doll_56.58 b,,,
21702,,,doll_7.57 b,doll_2.34 b,,doll_56.41 b,,,
21703,,,doll_2.91 b,doll_773.0 m,,doll_56.4 b,,,
21704,,,0.0,doll_5.26 b,,doll_56.18 b,,,
21705,,,doll_74.9 b,doll_4.26 b,,doll_56.15 b,,,
21706,,,doll_24.55 b,doll_10.0 b,,doll_55.99 b,,,
21707,,,doll_15.35 b,doll_4.82 b,,doll_55.94 b,,,
21708,,,doll_23.67 b,doll_1.64 b,,doll_55.83 b,,,
21709,,,doll_35.54 b,doll_649.0 m,,doll_55.66 b,,,
21710,,,doll_24.01 b,doll_6.12 b,,doll_55.65 b,,,
21711,,,doll_4.78 b,doll_873.0 m,,doll_55.64 b,,,
21712,,,doll_9.84 b,doll_1.11 b,,doll_55.61 b,,,
21713,,,doll_36.35 b,doll_1.71 b,,doll_55.41 b,,,
21714,,,doll_387.0 m,doll_-77.0 m,,doll_55.25 b,,,
21715,,,doll_34.22 b,doll_2.4 b,,doll_55.21 b,,,
21716,,,0.0,doll_3.41 b,,doll_55.05 b,,,
21717,,,doll_5.34 b,doll_739.0 m,,doll_55.0 b,,,
21718,,,doll_4.88 b,doll_4.37 b,,doll_54.85 b,,,
21719,,,doll_23.4 b,doll_2.33 b,,doll_54.84 b,,,
21720,,,doll_2.06 b,doll_1.34 b,,doll_54.82 b,,,
21721,,,doll_7.07 b,doll_83.0 m,,doll_54.77 b,,,
21722,,,doll_12.37 b,doll_3.49 b,,doll_54.63 b,,,
21723,,,doll_48.58 b,doll_1.1 b,,doll_54.46 b,,,
21724,,,doll_16.68 b,doll_47.0 m,,doll_54.38 b,,,
21725,,,doll_3.0 b,doll_1.16 b,,doll_54.32 b,,,
21726,,,doll_13.86 b,doll_1.1 b,,doll_54.28 b,,,
21727,,,doll_9.9 b,doll_1.53 b,,doll_54.26 b,,,
21728,,,doll_22.43 b,doll_4.18 b,,doll_53.95 b,,,
21729,,,doll_19.85 b,doll_979.0 m,,doll_53.66 b,,,
21730,,,doll_17.49 b,doll_1.39 b,,doll_53.63 b,,,
21731,,,doll_8.82 b,doll_4.1 b,,doll_53.54 b,,,
21732,,,doll_206.88 b,doll_4.81 b,,doll_53.43 b,,,
21733,,,doll_19.56 b,doll_1.61 b,,doll_53.37 b,,,
21734,,,doll_8.2 b,doll_2.48 b,,doll_52.99 b,,,
21735,,,doll_5.12 b,doll_2.25 b,,doll_53.0 b,,,
21736,,,doll_12.68 b,doll_2.15 b,,doll_52.89 b,,,
21737,,,doll_30.15 b,doll_621.0 m,,doll_52.74 b,,,
21738,,,doll_48.73 b,0.0,,0.0,,,
21739,,,doll_26.98 b,doll_1.66 b,,doll_52.51 b,,,
21740,,,doll_24.9 b,doll_5.34 b,,doll_52.3 b,,,
21741,,,doll_21.73 b,doll_2.77 b,,doll_52.12 b,,,
21742,,,doll_5.5 b,doll_-267.0 m,,doll_51.85 b,,,
21743,,,doll_14.29 b,doll_2.26 b,,doll_51.74 b,,,
21744,,,doll_84.38 b,doll_6.75 b,,doll_51.73 b,,,
21745,,,doll_22.4 b,doll_1.03 b,,doll_51.65 b,,,
21746,,,doll_14.59 b,doll_533.0 m,,doll_51.52 b,,,
21747,,,doll_15.63 b,doll_3.55 b,,doll_51.47 b,,,
21748,,,doll_3.34 b,doll_606.0 m,,doll_51.45 b,,,
21749,,,doll_18.97 b,doll_10.29 b,,doll_51.38 b,,,
21750,,,doll_4.89 b,doll_1.2 b,,doll_51.22 b,,,
21751,,,doll_7.63 b,doll_3.35 b,,doll_51.15 b,,,
21752,,,doll_4.1 b,doll_1.38 b,,doll_51.14 b,,,
21753,,,doll_40.81 b,doll_4.6 b,,doll_51.06 b,,,
21754,,,doll_39.49 b,doll_12.87 b,,doll_51.06 b,,,
21755,,,doll_3.77 b,doll_659.0 m,,doll_50.99 b,,,
21756,,,0.0,doll_7.57 b,,doll_51.0 b,,,
21757,,,doll_106.19 b,doll_5.16 b,,doll_50.89 b,,,
21758,,,doll_13.23 b,doll_2.29 b,,doll_50.87 b,,,
21759,,,doll_4.2 b,doll_757.0 m,,doll_50.69 b,,,
21760,,,doll_22.86 b,doll_3.87 b,,doll_50.6 b,,,
21761,,,doll_12.85 b,doll_1.82 b,,doll_50.55 b,,,
21762,,,doll_2.01 b,doll_59.0 m,,doll_50.54 b,,,
21763,,,doll_5.79 b,doll_1.51 b,,doll_50.49 b,,,
21764,,,doll_52.06 b,doll_9.39 b,,doll_50.43 b,,,
21765,,,doll_1.86 b,doll_-29.0 m,,doll_50.25 b,,,
21766,,,doll_3.6 b,doll_801.0 m,,doll_50.14 b,,,
21767,,,doll_8.8 b,doll_2.7 b,,doll_49.88 b,,,
21768,,,doll_5.54 b,doll_1.38 b,,doll_49.77 b,,,
21769,,,0.0,0.0,,0.0,,,
21770,,,doll_10.93 b,doll_3.4 b,,doll_49.75 b,,,
21771,,,0.0,doll_4.22 b,,doll_49.61 b,,,
21772,,,doll_26.5 b,doll_-2042.0 m,,doll_49.34 b,,,
21773,,,doll_25.64 b,doll_5.29 b,,doll_49.24 b,,,
21774,,,doll_23.01 b,doll_3.63 b,,doll_49.17 b,,,
21775,,,doll_22.93 b,doll_1.88 b,,doll_49.13 b,,,
21776,,,doll_10.88 b,doll_1.59 b,,doll_49.11 b,,,
21777,,,doll_13.87 b,doll_966.0 m,,doll_49.08 b,,,
21778,,,doll_1.92 b,doll_-491.0 m,,doll_48.84 b,,,
21779,,,doll_11.0 b,doll_3.36 b,,doll_48.79 b,,,
21780,,,doll_5.78 b,doll_982.0 m,,doll_48.67 b,,,
21781,,,doll_17.87 b,doll_2.12 b,,doll_48.6 b,,,
21782,,,doll_19.44 b,doll_1.81 b,,doll_48.4 b,,,
21783,,,doll_150.0 m,doll_86.0 m,,doll_48.28 b,,,
21784,,,doll_3.16 b,doll_793.0 m,,doll_48.22 b,,,
21785,,,doll_125.98 b,doll_6.84 b,,doll_48.17 b,,,
21786,,,doll_10.69 b,doll_1.56 b,,doll_47.88 b,,,
21787,,,doll_70.61 b,0.0,,0.0,,,
21788,,,doll_23.4 b,doll_1.65 b,,doll_47.59 b,,,
21789,,,0.0,doll_9.4 b,,doll_47.53 b,,,
21790,,,doll_18.73 b,doll_2.27 b,,doll_47.39 b,,,
21791,,,doll_12.22 b,doll_1.17 b,,doll_47.39 b,,,
21792,,,doll_4.88 b,doll_4.73 b,,doll_47.3 b,,,
21793,,,doll_17.85 b,doll_6.51 b,,doll_47.23 b,,,
21794,,,doll_11.29 b,doll_1.78 b,,doll_46.93 b,,,
21795,,,doll_11.5 b,doll_1.62 b,,doll_46.81 b,,,
21796,,,doll_83.06 b,doll_2.93 b,,doll_46.68 b,,,
21797,,,doll_3.21 b,doll_744.0 m,,doll_46.66 b,,,
21798,,,doll_5.68 b,doll_-1661.0 m,,doll_46.6 b,,,
21799,,,doll_1.29 b,doll_323.0 m,,doll_46.57 b,,,
21800,,,doll_132.51 b,doll_2.54 b,,doll_46.52 b,,,
21801,,,doll_4.61 b,doll_1.39 b,,doll_46.48 b,,,
21802,,,doll_11.48 b,doll_1.0 b,,doll_46.4 b,,,
21803,,,0.0,doll_6.44 b,,doll_46.25 b,,,
21804,,,doll_8.82 b,doll_-40.0 m,,doll_46.22 b,,,
21805,,,doll_7.11 b,doll_873.0 m,,doll_46.06 b,,,
21806,,,doll_2.99 b,doll_695.0 m,,doll_46.01 b,,,
21807,,,doll_13.33 b,doll_2.16 b,,doll_45.97 b,,,
21808,,,doll_3.62 b,doll_379.0 m,,doll_45.95 b,,,
21809,,,doll_4.81 b,doll_750.0 m,,doll_45.93 b,,,
21810,,,doll_2.0 b,0.0,,0.0,,,
21811,,,0.0,0.0,,0.0,,,
21812,,,doll_18.51 b,doll_2.14 b,,doll_45.92 b,,,
21813,,,doll_89.7 b,doll_5.99 b,,doll_45.88 b,,,
21814,,,doll_15.62 b,doll_590.0 m,,doll_45.84 b,,,
21815,,,doll_26.04 b,doll_1.01 b,,doll_45.72 b,,,
21816,,,doll_4.43 b,doll_1.71 b,,doll_45.71 b,,,
21817,,,doll_2.45 b,doll_154.0 m,,doll_45.7 b,,,
21818,,,doll_2.04 b,doll_725.0 m,,doll_45.51 b,,,
21819,,,doll_18.41 b,doll_-1542.0 m,,doll_45.48 b,,,
21820,,,doll_6.82 b,doll_1.28 b,,doll_45.46 b,,,
21821,,,doll_13.25 b,doll_2.08 b,,doll_45.43 b,,,
21822,,,doll_4.89 b,doll_-468.0 m,,doll_45.38 b,,,
21823,,,doll_16.79 b,doll_2.49 b,,doll_45.07 b,,,
21824,,,doll_22.23 b,doll_10.29 b,,doll_45.03 b,,,
21825,,,doll_7.55 b,doll_652.0 m,,doll_44.95 b,,,
21826,,,doll_147.0 b,doll_1.6 b,,0.0,,,
21827,,,doll_14.14 b,doll_1.42 b,,doll_44.96 b,,,
21828,,,doll_6.7 b,0.0,,0.0,,,
21829,,,doll_20.61 b,doll_1.66 b,,doll_44.92 b,,,
21830,,,doll_1.03 b,doll_-20.0 m,,doll_44.87 b,,,
21831,,,doll_125.98 b,doll_1.35 b,,doll_44.55 b,,,
21832,,,doll_35.86 b,doll_1.88 b,,doll_44.51 b,,,
21833,,,doll_101.2 b,doll_5.56 b,,doll_44.3 b,,,
21834,,,doll_34.98 b,doll_3.01 b,,doll_44.15 b,,,
21835,,,doll_12.86 b,doll_1.32 b,,doll_44.14 b,,,
21836,,,doll_10.41 b,doll_2.1 b,,doll_44.01 b,,,
21837,,,doll_7.67 b,doll_3.08 b,,doll_43.91 b,,,
21838,,,doll_6.32 b,doll_1.21 b,,doll_43.84 b,,,
21839,,,doll_12.78 b,doll_1.28 b,,doll_43.79 b,,,
21840,,,doll_54.97 b,doll_6.31 b,,doll_43.71 b,,,
21841,,,doll_120.92 b,doll_9.74 b,,doll_43.66 b,,,
21842,,,doll_1.62 b,doll_532.0 m,,doll_43.63 b,,,
21843,,,doll_8.52 b,doll_965.0 m,,doll_43.58 b,,,
21844,,,doll_48.56 b,doll_12.99 b,,doll_43.54 b,,,
21845,,,doll_70.93 b,doll_7.72 b,,doll_43.39 b,,,
21846,,,doll_38.55 b,0.0,,0.0,,,
21847,,,doll_1.45 b,doll_-234.0 m,,doll_43.34 b,,,
21848,,,doll_33.11 b,doll_1.9 b,,doll_43.24 b,,,
21849,,,doll_5.31 b,doll_1.41 b,,doll_43.22 b,,,
21850,,,doll_76.54 b,doll_3.24 b,,doll_43.18 b,,,
21851,,,doll_1.7 b,doll_-164.0 m,,doll_43.14 b,,,
21852,,,doll_3.95 b,doll_772.0 m,,doll_43.13 b,,,
21853,,,doll_17.81 b,doll_1.85 b,,doll_43.12 b,,,
21854,,,doll_16.65 b,doll_6.47 b,,doll_43.1 b,,,
21855,,,doll_26.04 b,doll_1.68 b,,doll_43.09 b,,,
21856,,,doll_5.92 b,doll_1.77 b,,doll_43.03 b,,,
21857,,,doll_53.69 b,doll_2.46 b,,doll_43.01 b,,,
21858,,,doll_10.65 b,doll_-37.0 m,,doll_42.83 b,,,
21859,,,doll_6.29 b,doll_1.17 b,,doll_42.82 b,,,
21860,,,doll_8.17 b,doll_1.25 b,,doll_42.66 b,,,
21861,,,doll_11.29 b,doll_1.29 b,,doll_42.42 b,,,
21862,,,doll_5.79 b,doll_410.0 m,,doll_42.37 b,,,
21863,,,doll_62.81 b,doll_2.68 b,,doll_42.17 b,,,
21864,,,doll_5.59 b,doll_13.52 b,,doll_42.08 b,,,
21865,,,doll_11.44 b,doll_564.0 m,,doll_41.97 b,,,
21866,,,doll_3.62 b,doll_2.64 b,,doll_41.88 b,,,
21867,,,doll_63.49 b,doll_6.5 b,,doll_41.85 b,,,
21868,,,doll_127.66 b,0.0,,0.0,,,
21869,,,doll_15.86 b,doll_1.31 b,,doll_41.6 b,,,
21870,,,0.0,doll_5.13 b,,doll_41.59 b,,,
21871,,,doll_14.63 b,doll_2.17 b,,doll_41.57 b,,,
21872,,,doll_10.42 b,doll_252.0 m,,doll_41.52 b,,,
21873,,,doll_5.95 b,doll_1.84 b,,doll_41.38 b,,,
21874,,,doll_18.99 b,doll_2.71 b,,doll_41.36 b,,,
21875,,,doll_68.64 b,doll_1.36 b,,doll_41.25 b,,,
21876,,,doll_7.85 b,doll_1.23 b,,doll_41.23 b,,,
21877,,,doll_5.35 b,doll_1.13 b,,doll_41.13 b,,,
21878,,,doll_22.11 b,doll_4.33 b,,doll_41.12 b,,,
21879,,,doll_23.44 b,doll_467.0 m,,doll_41.11 b,,,
21880,,,doll_3.87 b,doll_187.0 m,,doll_41.07 b,,,
21881,,,doll_2.84 b,doll_-949.0 m,,doll_41.05 b,,,
21882,,,doll_30.98 b,doll_2.56 b,,doll_41.04 b,,,
21883,,,doll_96.44 b,doll_4.05 b,,doll_41.03 b,,,
21884,,,doll_41.97 b,doll_3.07 b,,doll_40.96 b,,,
21885,,,doll_34.82 b,doll_3.66 b,,doll_40.9 b,,,
21886,,,doll_26.76 b,doll_2.12 b,,doll_40.8 b,,,
21887,,,doll_7.62 b,doll_489.0 m,,doll_40.77 b,,,
21888,,,doll_15.63 b,doll_2.72 b,,doll_40.76 b,,,
21889,,,doll_7.76 b,doll_2.87 b,,doll_40.67 b,,,
21890,,,doll_16.24 b,doll_4.67 b,,doll_40.66 b,,,
21891,,,doll_4.78 b,doll_883.0 m,,doll_40.65 b,,,
21892,,,doll_2.69 b,doll_1.52 b,,doll_40.54 b,,,
21893,,,doll_2.08 b,doll_359.0 m,,doll_40.4 b,,,
21894,,,doll_8.97 b,doll_1.48 b,,doll_40.35 b,,,
21895,,,doll_16.09 b,doll_1.27 b,,doll_40.25 b,,,
21896,,,doll_3.05 b,doll_-708.0 m,,doll_40.18 b,,,
21897,,,doll_28.04 b,doll_7.79 b,,doll_40.06 b,,,
21898,,,doll_16.8 b,doll_1.44 b,,doll_39.81 b,,,
21899,,,doll_2.95 b,doll_840.0 m,,doll_39.79 b,,,
21900,,,doll_8.29 b,doll_376.0 m,,doll_39.77 b,,,
21901,,,doll_6.58 b,doll_1.57 b,,doll_39.68 b,,,
21902,,,doll_27.71 b,doll_3.15 b,,doll_39.46 b,,,
21903,,,doll_65.89 b,doll_3.28 b,,doll_39.43 b,,,
21904,,,doll_7.59 b,doll_3.49 b,,doll_39.37 b,,,
21905,,,doll_44.68 b,doll_5.32 b,,doll_39.26 b,,,
21906,,,doll_16.61 b,doll_1.78 b,,doll_39.16 b,,,
21907,,,doll_16.69 b,doll_1.95 b,,doll_39.11 b,,,
21908,,,doll_63.85 b,doll_1.54 b,,doll_39.1 b,,,
21909,,,doll_85.8 b,doll_6.67 b,,doll_39.07 b,,,
21910,,,doll_85.25 b,doll_2.71 b,,doll_39.05 b,,,
21911,,,doll_4.99 b,doll_2.4 b,,doll_39.0 b,,,
21912,,,doll_23.88 b,doll_5.25 b,,doll_38.92 b,,,
21913,,,doll_3.69 b,doll_1.09 b,,doll_38.89 b,,,
21914,,,doll_20.01 b,doll_1.27 b,,doll_38.88 b,,,
21915,,,doll_31.26 b,doll_3.29 b,,doll_38.7 b,,,
21916,,,doll_3.18 b,doll_456.0 m,,doll_38.53 b,,,
21917,,,doll_68.42 b,doll_3.9 b,,doll_38.51 b,,,
21918,,,doll_48.66 b,doll_2.78 b,,doll_38.48 b,,,
21919,,,doll_34.87 b,doll_2.16 b,,doll_38.47 b,,,
21920,,,doll_22.79 b,doll_1.51 b,,doll_38.47 b,,,
21921,,,doll_5.26 b,doll_1.03 b,,doll_38.25 b,,,
21922,,,doll_4.74 b,doll_336.0 m,,doll_38.23 b,,,
21923,,,doll_263.97 b,doll_1.11 b,,doll_38.13 b,,,
21924,,,doll_3.51 b,doll_651.0 m,,doll_38.11 b,,,
21925,,,doll_7.0 b,doll_1.36 b,,doll_38.04 b,,,
21926,,,0.0,doll_2.88 b,,doll_38.02 b,,,
21927,,,doll_1.2 b,doll_137.0 m,,doll_37.94 b,,,
21928,,,doll_4.26 b,doll_701.0 m,,doll_37.94 b,,,
21929,,,doll_8.45 b,doll_570.0 m,,doll_37.85 b,,,
21930,,,doll_2.31 b,doll_237.0 m,,doll_37.85 b,,,
21931,,,doll_113.16 b,doll_3.57 b,,doll_37.82 b,,,
21932,,,doll_8.29 b,doll_2.92 b,,doll_37.82 b,,,
21933,,,0.0,doll_4.28 b,,doll_37.79 b,,,
21934,,,doll_11.8 b,doll_-11361.0 m,,doll_37.73 b,,,
21935,,,doll_24.39 b,doll_2.38 b,,doll_37.52 b,,,
21936,,,doll_7.75 b,doll_1.21 b,,doll_37.36 b,,,
21937,,,doll_1.17 b,doll_354.0 m,,doll_37.28 b,,,
21938,,,doll_6.99 b,doll_789.0 m,,doll_37.27 b,,,
21939,,,doll_13.43 b,doll_1.6 b,,doll_37.22 b,,,
21940,,,doll_27.6 b,doll_3.36 b,,doll_37.2 b,,,
21941,,,doll_9.2 b,doll_1.67 b,,doll_37.19 b,,,
21942,,,doll_10.95 b,doll_2.57 b,,doll_37.17 b,,,
21943,,,doll_10.0 b,0.0,,0.0,,,
21944,,,doll_6.3 b,doll_1.77 b,,doll_37.16 b,,,
21945,,,doll_18.92 b,doll_1.72 b,,doll_37.1 b,,,
21946,,,doll_41.37 b,0.0,,0.0,,,
21947,,,doll_93.08 b,doll_5.63 b,,doll_37.06 b,,,
21948,,,doll_12.09 b,doll_5.35 b,,doll_36.84 b,,,
21949,,,doll_69.05 b,doll_3.14 b,,doll_36.83 b,,,
21950,,,doll_11.59 b,doll_1.12 b,,doll_36.77 b,,,
21951,,,doll_7.96 b,doll_1.25 b,,doll_36.7 b,,,
21952,,,doll_35.36 b,doll_2.46 b,,doll_36.68 b,,,
21953,,,0.0,doll_2.73 b,,doll_36.68 b,,,
21954,,,doll_673.0 m,doll_-262.0 m,,doll_36.64 b,,,
21955,,,doll_4.96 b,doll_1.38 b,,doll_36.59 b,,,
21956,,,doll_12.89 b,doll_2.66 b,,doll_36.47 b,,,
21957,,,doll_63.77 b,doll_4.03 b,,doll_36.44 b,,,
21958,,,doll_6.79 b,doll_950.0 m,,doll_36.33 b,,,
21959,,,doll_5.03 b,doll_1.14 b,,doll_36.17 b,,,
21960,,,doll_11.66 b,doll_268.0 m,,doll_36.14 b,,,
21961,,,doll_4.8 b,doll_680.0 m,,doll_36.14 b,,,
21962,,,doll_14.3 b,doll_1.25 b,,doll_36.13 b,,,
21963,,,doll_50.59 b,doll_1.6 b,,doll_36.11 b,,,
21964,,,doll_7.52 b,doll_1.91 b,,doll_36.02 b,,,
21965,,,doll_5.11 b,doll_310.0 m,,doll_35.94 b,,,
21966,,,doll_111.48 b,doll_1.32 b,,doll_35.91 b,,,
21967,,,doll_22.11 b,doll_1.8 b,,doll_35.83 b,,,
21968,,,doll_19.49 b,doll_1.08 b,,doll_35.83 b,,,
21969,,,doll_19.06 b,doll_2.78 b,,doll_35.81 b,,,
21970,,,doll_18.59 b,doll_1.51 b,,doll_35.78 b,,,
21971,,,doll_13.44 b,doll_2.76 b,,doll_35.73 b,,,
21972,,,doll_24.47 b,doll_1.79 b,,doll_35.65 b,,,
21973,,,doll_1.85 b,doll_427.0 m,,doll_35.59 b,,,
21974,,,doll_2.98 b,doll_277.0 m,,doll_35.46 b,,,
21975,,,doll_3.72 b,doll_768.0 m,,doll_35.45 b,,,
21976,,,doll_137.89 b,doll_1.64 b,,doll_35.38 b,,,
21977,,,doll_15.65 b,doll_1.76 b,,doll_35.29 b,,,
21978,,,doll_10.41 b,doll_1.52 b,,doll_35.19 b,,,
21979,,,doll_1.11 b,doll_-532.0 m,,doll_35.18 b,,,
21980,,,doll_14.48 b,doll_1.17 b,,doll_35.12 b,,,
21981,,,doll_11.11 b,doll_959.0 m,,doll_35.11 b,,,
21982,,,doll_27.75 b,doll_1.84 b,,doll_35.07 b,,,
21983,,,doll_83.31 b,doll_2.47 b,,doll_35.06 b,,,
21984,,,doll_7.1 b,doll_2.96 b,,doll_35.0 b,,,
21985,,,doll_10.87 b,doll_3.4 b,,doll_34.96 b,,,
21986,,,doll_77.33 b,doll_4.69 b,,doll_34.94 b,,,
21987,,,doll_6.01 b,doll_925.0 m,,doll_34.87 b,,,
21988,,,doll_2.29 b,doll_1.0 b,,doll_34.78 b,,,
21989,,,doll_20.08 b,doll_4.54 b,,doll_34.59 b,,,
21990,,,doll_3.58 b,doll_779.0 m,,doll_34.57 b,,,
21991,,,doll_2.88 b,doll_714.0 m,,doll_34.56 b,,,
21992,,,doll_14.78 b,doll_3.87 b,,doll_34.47 b,,,
21993,,,doll_13.2 b,doll_1.1 b,,doll_34.45 b,,,
21994,,,doll_656.0 m,doll_-260.0 m,,doll_34.43 b,,,
21995,,,doll_4.94 b,doll_894.0 m,,doll_34.41 b,,,
21996,,,doll_26.39 b,doll_5.23 b,,doll_34.36 b,,,
21997,,,doll_8.21 b,doll_906.0 m,,doll_34.27 b,,,
21998,,,doll_2.44 b,doll_-351.0 m,,doll_34.19 b,,,
21999,,,doll_10.98 b,doll_1.56 b,,doll_34.17 b,,,
22000,,,doll_20.29 b,doll_3.97 b,,doll_34.09 b,,,
22001,,,doll_10.63 b,doll_1.52 b,,doll_34.03 b,,,
22002,,,doll_6.15 b,doll_618.0 m,,doll_33.93 b,,,
22003,,,doll_27.77 b,doll_4.17 b,,doll_33.92 b,,,
22004,,,doll_9.72 b,doll_-648.0 m,,doll_33.88 b,,,
22005,,,doll_6.02 b,doll_1.22 b,,doll_33.74 b,,,
22006,,,doll_591.0 m,doll_-106.0 m,,doll_33.72 b,,,
22007,,,doll_2.46 b,doll_1.33 b,,doll_33.62 b,,,
22008,,,doll_21.6 b,doll_1.72 b,,doll_33.55 b,,,
22009,,,doll_24.02 b,doll_2.13 b,,doll_33.52 b,,,
22010,,,doll_2.11 b,doll_571.0 m,,doll_33.41 b,,,
22011,,,doll_7.65 b,doll_2.65 b,,doll_33.31 b,,,
22012,,,doll_3.0 b,doll_666.0 m,,doll_33.3 b,,,
22013,,,doll_9.98 b,doll_1.14 b,,doll_33.27 b,,,
22014,,,doll_17.15 b,doll_3.32 b,,doll_33.23 b,,,
22015,,,doll_92.76 b,doll_2.85 b,,doll_33.23 b,,,
22016,,,doll_1.54 b,doll_-520.0 m,,doll_33.2 b,,,
22017,,,doll_113.98 b,doll_924.0 m,,doll_33.12 b,,,
22018,,,doll_12.21 b,doll_2.81 b,,doll_33.1 b,,,
22019,,,doll_30.87 b,doll_4.71 b,,doll_33.09 b,,,
22020,,,doll_47.05 b,doll_3.05 b,,doll_33.04 b,,,
22021,,,doll_15.55 b,doll_1.75 b,,doll_33.02 b,,,
22022,,,doll_5.55 b,doll_990.0 m,,doll_32.94 b,,,
22023,,,doll_67.47 b,doll_3.24 b,,doll_32.88 b,,,
22024,,,doll_29.93 b,doll_3.47 b,,doll_32.87 b,,,
22025,,,doll_2.18 b,doll_338.0 m,,doll_32.81 b,,,
22026,,,doll_12.81 b,doll_-135.0 m,,doll_32.8 b,,,
22027,,,doll_1.42 b,doll_2.36 b,,doll_32.74 b,,,
22028,,,doll_36.48 b,doll_6.79 b,,doll_32.71 b,,,
22029,,,doll_7.94 b,doll_12.22 b,,doll_32.7 b,,,
22030,,,doll_4.92 b,doll_744.0 m,,doll_32.63 b,,,
22031,,,doll_7.33 b,doll_1.25 b,,doll_32.56 b,,,
22032,,,doll_41.92 b,doll_5.46 b,,doll_32.51 b,,,
22033,,,doll_46.17 b,doll_5.62 b,,doll_32.48 b,,,
22034,,,doll_23.52 b,doll_1.85 b,,doll_32.43 b,,,
22035,,,doll_14.08 b,doll_1.91 b,,doll_32.4 b,,,
22036,,,doll_2.69 b,doll_936.0 m,,doll_32.35 b,,,
22037,,,doll_5.89 b,doll_1.19 b,,doll_32.36 b,,,
22038,,,doll_16.01 b,doll_4.78 b,,doll_32.29 b,,,
22039,,,doll_11.98 b,doll_2.02 b,,doll_32.21 b,,,
22040,,,doll_2.94 b,doll_308.0 m,,doll_32.19 b,,,
22041,,,doll_28.52 b,doll_2.44 b,,doll_32.1 b,,,
22042,,,0.0,0.0,,0.0,,,
22043,,,doll_20.89 b,doll_1.16 b,,doll_32.08 b,,,
22044,,,doll_26.17 b,doll_1.33 b,,doll_32.03 b,,,
22045,,,doll_10.66 b,doll_486.0 m,,doll_31.99 b,,,
22046,,,doll_2.94 b,doll_-156.0 m,,doll_31.94 b,,,
22047,,,doll_6.17 b,doll_821.0 m,,doll_31.94 b,,,
22048,,,doll_13.45 b,doll_1.32 b,,doll_31.93 b,,,
22049,,,doll_6.58 b,doll_-254.0 m,,doll_31.92 b,,,
22050,,,doll_3.93 b,doll_838.0 m,,doll_31.8 b,,,
22051,,,doll_30.04 b,doll_8.18 b,,doll_31.75 b,,,
22052,,,doll_10.03 b,doll_3.08 b,,doll_31.74 b,,,
22053,,,doll_76.57 b,doll_14.96 b,,doll_31.73 b,,,
22054,,,doll_5.08 b,doll_-221.0 m,,doll_31.72 b,,,
22055,,,doll_26.32 b,doll_1.33 b,,doll_31.71 b,,,
22056,,,doll_1.16 b,doll_395.0 m,,doll_31.59 b,,,
22057,,,doll_1.91 b,doll_454.0 m,,doll_31.59 b,,,
22058,,,doll_3.76 b,doll_481.0 m,,doll_31.57 b,,,
22059,,,doll_3.93 b,doll_1.26 b,,doll_31.5 b,,,
22060,,,doll_2.15 b,doll_421.0 m,,doll_31.43 b,,,
22061,,,0.0,doll_4.57 b,,doll_31.39 b,,,
22062,,,doll_14.65 b,doll_5.39 b,,doll_31.37 b,,,
22063,,,doll_2.46 b,doll_423.0 m,,doll_31.35 b,,,
22064,,,0.0,doll_6.22 b,,doll_31.34 b,,,
22065,,,doll_5.89 b,doll_784.0 m,,doll_31.27 b,,,
22066,,,doll_82.2 b,doll_3.66 b,,doll_31.25 b,,,
22067,,,doll_27.13 b,doll_4.43 b,,doll_31.19 b,,,
22068,,,doll_35.09 b,doll_3.75 b,,doll_31.19 b,,,
22069,,,doll_35.25 b,doll_5.84 b,,doll_31.15 b,,,
22070,,,doll_24.4 b,doll_1.34 b,,doll_31.14 b,,,
22071,,,doll_26.22 b,doll_2.03 b,,doll_31.13 b,,,
22072,,,doll_7.71 b,doll_996.0 m,,doll_31.08 b,,,
22073,,,doll_4.87 b,doll_521.0 m,,doll_31.02 b,,,
22074,,,doll_26.12 b,doll_2.32 b,,doll_31.02 b,,,
22075,,,doll_26.62 b,doll_3.23 b,,doll_30.97 b,,,
