,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
52037,,,,,864 million usd,,,,
52038,,,,,not found,,,,
52039,,,,,not found,,,,
52040,,,,,not found,,,,
52041,,,,,not found,,,,
52042,,,,,doll_1.032 m,,,,
52043,,,,,not found,,,,
52044,,,,,not found,,,,
52045,,,,,615 million usd,,,,
52046,,,,,326 million usd,,,,
52047,,,,,not found,,,,
52048,,,,,not found,,,,
52049,,,,,111 million usd,,,,
52050,,,,,not found,,,,
52051,,,,,not found,,,,
52052,,,,,doll_2.512 m,,,,
52053,,,,,not found,,,,
52054,,,,,not found,,,,
52055,,,,,367 million usd,,,,
52056,,,,,573 million usd,,,,
52057,,,,,310 million usd,,,,
52058,,,,,doll_7.438 m,,,,
52059,,,,,389 million usd,,,,
52060,,,,,not found,,,,
52061,,,,,not found,,,,
52062,,,,,not found,,,,
52063,,,,,0 million usd,,,,
52064,,,,,not found,,,,
52065,,,,,not found,,,,
52066,,,,,518 million usd,,,,
52067,,,,,129 million usd,,,,
52068,,,,,0 million usd,,,,
52069,,,,,not found,,,,
52070,,,,,951 million usd,,,,
52071,,,,,695 million usd,,,,
52072,,,,,not found,,,,
52073,,,,,not found,,,,
52074,,,,,not found,,,,
52075,,,,,657 million usd,,,,
52076,,,,,391 million usd,,,,
52077,,,,,not found,,,,
52078,,,,,not found,,,,
52079,,,,,not found,,,,
52080,,,,,doll_2.245 m,,,,
52081,,,,,873 million usd,,,,
52082,,,,,272 million usd,,,,
52083,,,,,368 million usd,,,,
52084,,,,,not found,,,,
52085,,,,,not found,,,,
52086,,,,,not found,,,,
52087,,,,,not found,,,,
52088,,,,,not found,,,,
52089,,,,,doll_1.394 m,,,,
52090,,,,,not found,,,,
52091,,,,,not found,,,,
52092,,,,,566 million usd,,,,
52093,,,,,not found,,,,
52094,,,,,doll_1.525 m,,,,
52095,,,,,714 million usd,,,,
52096,,,,,235 million usd,,,,
52097,,,,,doll_9.572 m,,,,
52098,,,,,213 million usd,,,,
52099,,,,,765 million usd,,,,
52100,,,,,doll_2.944 m,,,,
52101,,,,,758 million usd,,,,
52102,,,,,doll_2.067 m,,,,
52103,,,,,doll_1.713 m,,,,
52104,,,,,74 million usd,,,,
52105,,,,,449 million usd,,,,
52106,,,,,165 million usd,,,,
52107,,,,,not found,,,,
52108,,,,,doll_1.282 m,,,,
52109,,,,,113 million usd,,,,
52110,,,,,325 million usd,,,,
52111,,,,,192 million usd,,,,
52112,,,,,not found,,,,
52113,,,,,doll_1.681 m,,,,
52114,,,,,not found,,,,
52115,,,,,185 million usd,,,,
52116,,,,,414 million usd,,,,
52117,,,,,948 million usd,,,,
52118,,,,,not found,,,,
52119,,,,,doll_1.439 m,,,,
52120,,,,,doll_1.745 m,,,,
52121,,,,,526 million usd,,,,
52122,,,,,746 million usd,,,,
52123,,,,,not found,,,,
52124,,,,,mccarthy & stone annual revenue for year ending august-2017 is 661 million gbp,,,,
52125,,,,,348 million usd,,,,
52126,,,,,not found,,,,
52127,,,,,73 million usd,,,,
52128,,,,,180 million usd,,,,
52129,,,,,124 million usd,,,,
52130,,,,,not found,,,,
52131,,,,,not found,,,,
52132,,,,,534 million usd,,,,
52133,,,,,not found,,,,
52134,,,,,850 million usd,,,,
52135,,,,,not found,,,,
52136,,,,,not found,,,,
52137,,,,,62 million usd,,,,
52138,,,,,319 million usd,,,,
52139,,,,,271 million usd,,,,
52140,,,,,doll_3.859 m,,,,
52141,,,,,495 million usd,,,,
52142,,,,,doll_1.678 m,,,,
52143,,,,,391 million usd,,,,
52144,,,,,73 million usd,,,,
52145,,,,,not found,,,,
52146,,,,,0 million usd,,,,
52147,,,,,doll_1.301 m,,,,
52148,,,,,doll_4.075 m,,,,
52149,,,,,201 million usd,,,,
52150,,,,,188 million usd,,,,
52151,,,,,930 million usd,,,,
52152,,,,,not found,,,,
52153,,,,,730 million usd,,,,
52154,,,,,doll_2.371 m,,,,
52155,,,,,not found,,,,
52156,,,,,213 million usd,,,,
52157,,,,,not found,,,,
52158,,,,,165 million usd,,,,
52159,,,,,not found,,,,
52160,,,,,not found,,,,
52161,,,,,not found,,,,
52162,,,,,not found,,,,
52163,,,,,-167 million usd,,,,
52164,,,,,doll_1.363 m,,,,
52165,,,,,473 million usd,,,,
52166,,,,,355 million usd,,,,
52167,,,,,543 million usd,,,,
52168,,,,,not found,,,,
52169,,,,,not found,,,,
52170,,,,,734 million usd,,,,
52171,,,,,doll_1.313 m,,,,
52172,,,,,not found,,,,
52173,,,,,not found,,,,
52174,,,,,not found,,,,
52175,,,,,816 million usd,,,,
52176,,,,,not found,,,,
52177,,,,,not found,,,,
52178,,,,,not found,,,,
52179,,,,,doll_3.148 m,,,,
52180,,,,,not found,,,,
52181,,,,,1 million usd,,,,
52182,,,,,not found,,,,
52183,,,,,437 million usd,,,,
52184,,,,,not found,,,,
52185,,,,,not found,,,,
52186,,,,,866 million usd,,,,
52187,,,,,710 million usd,,,,
52188,,,,,228 million usd,,,,
52189,,,,,doll_3.389 m,,,,
52190,,,,,658 million usd,,,,
52191,,,,,not found,,,,
52192,,,,,not found,,,,
52193,,,,,not found,,,,
52194,,,,,266 million usd,,,,
52195,,,,,not found,,,,
52196,,,,,195 million usd,,,,
52197,,,,,77 million usd,,,,
52198,,,,,doll_2.089 m,,,,
52199,,,,,141 million usd,,,,
52200,,,,,462 million usd,,,,
52201,,,,,496 million usd,,,,
52202,,,,,179 million usd,,,,
52203,,,,,300 million usd,,,,
52204,,,,,90 million usd,,,,
52205,,,,,not found,,,,
52206,,,,,77 million usd,,,,
52207,,,,,322 million usd,,,,
52208,,,,,not found,,,,
52209,,,,,329 million usd,,,,
52210,,,,,161 million usd,,,,
52211,,,,,not found,,,,
52212,,,,,not found,,,,
52213,,,,,285 million usd,,,,
52214,,,,,not found,,,,
52215,,,,,not found,,,,
52216,,,,,not found,,,,
52217,,,,,doll_2.817 m,,,,
52218,,,,,not found,,,,
52219,,,,,not found,,,,
52220,,,,,not found,,,,
52221,,,,,not found,,,,
52222,,,,,not found,,,,
52223,,,,,not found,,,,
52224,,,,,not found,,,,
52225,,,,,not found,,,,
52226,,,,,doll_1.278 m,,,,
52227,,,,,not found,,,,
52228,,,,,350 million usd,,,,
52229,,,,,138 million usd,,,,
52230,,,,,not found,,,,
52231,,,,,not found,,,,
52232,,,,,179 million usd,,,,
52233,,,,,not found,,,,
52234,,,,,doll_2.343 m,,,,
52235,,,,,357 million usd,,,,
52236,,,,,0 million usd,,,,
52237,,,,,not found,,,,
52238,,,,,not found,,,,
52239,,,,,783 million usd,,,,
52240,,,,,doll_2.969 m,,,,
52241,,,,,not found,,,,
52242,,,,,not found,,,,
52243,,,,,not found,,,,
52244,,,,,818 million usd,,,,
52245,,,,,not found,,,,
52246,,,,,doll_4.547 m,,,,
52247,,,,,not found,,,,
52248,,,,,923 million usd,,,,
52249,,,,,doll_3.224 m,,,,
52250,,,,,470 million usd,,,,
52251,,,,,doll_1.487 m,,,,
52252,,,,,doll_1.028 m,,,,
52253,,,,,not found,,,,
52254,,,,,not found,,,,
52255,,,,,not found,,,,
52256,,,,,470 million usd,,,,
52257,,,,,not found,,,,
52258,,,,,597 million usd,,,,
52259,,,,,not found,,,,
52260,,,,,383 million usd,,,,
52261,,,,,doll_3.103 m,,,,
52262,,,,,994 million usd,,,,
52263,,,,,177 million usd,,,,
52264,,,,,801 million usd,,,,
52265,,,,,not found,,,,
52266,,,,,1 million usd,,,,
52267,,,,,not found,,,,
52268,,,,,not found,,,,
52269,,,,,not found,,,,
52270,,,,,578 million usd,,,,
52271,,,,,not found,,,,
52272,,,,,doll_1.139 m,,,,
52273,,,,,93 million usd,,,,
52274,,,,,668 million usd,,,,
52275,,,,,not found,,,,
52276,,,,,443 million usd,,,,
52277,,,,,not found,,,,
52278,,,,,221 million usd,,,,
52279,,,,,77 million usd,,,,
52280,,,,,390 million usd,,,,
52281,,,,,not found,,,,
52282,,,,,724 million usd,,,,
52283,,,,,205 million usd,,,,
52284,,,,,536 million usd,,,,
52285,,,,,697 million usd,,,,
52286,,,,,doll_1.653 m,,,,
52287,,,,,not found,,,,
52288,,,,,doll_3.673 m,,,,
52289,,,,,doll_5.228 m,,,,
52290,,,,,563 million usd,,,,
52291,,,,,204 million usd,,,,
52292,,,,,not found,,,,
52293,,,,,doll_12.459 m,,,,
52294,,,,,57 million usd,,,,
52295,,,,,not found,,,,
52296,,,,,306 million usd,,,,
52297,,,,,512 million usd,,,,
52298,,,,,not found,,,,
52299,,,,,703 million usd,,,,
52300,,,,,953 million usd,,,,
52301,,,,,24 million usd,,,,
52302,,,,,doll_1.191 m,,,,
52303,,,,,not found,,,,
52304,,,,,not found,,,,
52305,,,,,doll_1.496 m,,,,
52306,,,,,193 million usd,,,,
52307,,,,,not found,,,,
52308,,,,,not found,,,,
52309,,,,,not found,,,,
52310,,,,,15 million usd,,,,
52311,,,,,not found,,,,
52312,,,,,513 million usd,,,,
52313,,,,,not found,,,,
52314,,,,,not found,,,,
52315,,,,,doll_1.668 m,,,,
52316,,,,,not found,,,,
52317,,,,,not found,,,,
52318,,,,,not found,,,,
52319,,,,,doll_25.597 m,,,,
52320,,,,,not found,,,,
52321,,,,,80 million usd,,,,
52322,,,,,26 million usd,,,,
52323,,,,,398 million usd,,,,
52324,,,,,not found,,,,
52325,,,,,not found,,,,
52326,,,,,337 million usd,,,,
52327,,,,,785 million usd,,,,
52328,,,,,not found,,,,
52329,,,,,392 million usd,,,,
52330,,,,,728 million usd,,,,
52331,,,,,not found,,,,
52332,,,,,-151 million usd,,,,
52333,,,,,doll_4.685 m,,,,
52334,,,,,267 million usd,,,,
52335,,,,,142 million usd,,,,
52336,,,,,not found,,,,
52337,,,,,doll_1.459 m,,,,
52338,,,,,633 million usd,,,,
52339,,,,,not found,,,,
52340,,,,,278 million usd,,,,
52341,,,,,not found,,,,
52342,,,,,224 million usd,,,,
52343,,,,,360 million usd,,,,
52344,,,,,250 million usd,,,,
52345,,,,,not found,,,,
52346,,,,,343 million usd,,,,
52347,,,,,not found,,,,
52348,,,,,doll_1.298 m,,,,
52349,,,,,not found,,,,
52350,,,,,465 million usd,,,,
52351,,,,,217 million usd,,,,
52352,,,,,3 million usd,,,,
52353,,,,,not found,,,,
52354,,,,,not found,,,,
52355,,,,,not found,,,,
52356,,,,,not found,,,,
52357,,,,,6 million usd,,,,
52358,,,,,not found,,,,
52359,,,,,not found,,,,
52360,,,,,9 million usd,,,,
52361,,,,,doll_2.584 m,,,,
52362,,,,,40 million usd,,,,
52363,,,,,247 million usd,,,,
52364,,,,,not found,,,,
52365,,,,,doll_7.626 m,,,,
52366,,,,,504 million usd,,,,
52367,,,,,doll_5.713 m,,,,
52368,,,,,130 million usd,,,,
52369,,,,,not found,,,,
52370,,,,,317 million usd,,,,
52371,,,,,not found,,,,
52372,,,,,75 million usd,,,,
52373,,,,,161 million usd,,,,
52374,,,,,doll_3.029 m,,,,
52375,,,,,342 million usd,,,,
52376,,,,,not found,,,,
52377,,,,,163 million usd,,,,
52378,,,,,doll_6.110 m,,,,
52379,,,,,doll_1.344 m,,,,
52380,,,,,213 million usd,,,,
52381,,,,,not found,,,,
52382,,,,,554 million usd,,,,
52383,,,,,305 million usd,,,,
52384,,,,,not found,,,,
52385,,,,,115 million usd,,,,
52386,,,,,doll_6.903 m,,,,
52387,,,,,415 million usd,,,,
52388,,,,,209 million usd,,,,
52389,,,,,347 million usd,,,,
52390,,,,,not found,,,,
52391,,,,,36 million usd,,,,
52392,,,,,doll_1.879 m,,,,
52393,,,,,507 million usd,,,,
52394,,,,,not found,,,,
52395,,,,,doll_2.258 m,,,,
52396,,,,,not found,,,,
52397,,,,,not found,,,,
52398,,,,,doll_2.144 m,,,,
52399,,,,,doll_1.316 m,,,,
52400,,,,,not found,,,,
52401,,,,,not found,,,,
52402,,,,,not found,,,,
52403,,,,,251 million usd,,,,
52404,,,,,215 million usd,,,,
52405,,,,,not found,,,,
52406,,,,,not found,,,,
52407,,,,,doll_1.203 m,,,,
52408,,,,,65 million usd,,,,
52409,,,,,doll_1.261 m,,,,
52410,,,,,not found,,,,
52411,,,,,not found,,,,
52412,,,,,572 million usd,,,,
52413,,,,,415 million usd,,,,
52414,,,,,245 million usd,,,,
52415,,,,,not found,,,,
52416,,,,,not found,,,,
52417,,,,,24 million usd,,,,
52418,,,,,doll_1.671 m,,,,
52419,,,,,doll_1.050 m,,,,
52420,,,,,not found,,,,
52421,,,,,not found,,,,
52422,,,,,204 million usd,,,,
52423,,,,,not found,,,,
52424,,,,,112 million usd,,,,
52425,,,,,not found,,,,
52426,,,,,not found,,,,
52427,,,,,not found,,,,
52428,,,,,not found,,,,
52429,,,,,doll_1.068 m,,,,
52430,,,,,not found,,,,
52431,,,,,doll_1.546 m,,,,
52432,,,,,not found,,,,
52433,,,,,17 million usd,,,,
52434,,,,,not found,,,,
52435,,,,,not found,,,,
52436,,,,,not found,,,,
52437,,,,,not found,,,,
52438,,,,,not found,,,,
52439,,,,,not found,,,,
52440,,,,,not found,,,,
52441,,,,,not found,,,,
52442,,,,,not found,,,,
52443,,,,,not found,,,,
52444,,,,,159 million usd,,,,
52445,,,,,804 million usd,,,,
52446,,,,,75 million usd,,,,
52447,,,,,0 million usd,,,,
52448,,,,,not found,,,,
52449,,,,,doll_2.209 m,,,,
52450,,,,,139 million usd,,,,
52451,,,,,not found,,,,
52452,,,,,not found,,,,
52453,,,,,not found,,,,
52454,,,,,177 million usd,,,,
52455,,,,,103 million usd,,,,
52456,,,,,447 million usd,,,,
52457,,,,,not found,,,,
52458,,,,,not found,,,,
52459,,,,,398 million usd,,,,
52460,,,,,not found,,,,
52461,,,,,doll_1.177 m,,,,
52462,,,,,326 million usd,,,,
52463,,,,,431 million usd,,,,
52464,,,,,225 million usd,,,,
52465,,,,,not found,,,,
52466,,,,,doll_2.084 m,,,,
52467,,,,,167 million usd,,,,
52468,,,,,663 million usd,,,,
52469,,,,,doll_5.156 m,,,,
52470,,,,,not found,,,,
52471,,,,,not found,,,,
52472,,,,,720 million usd,,,,
52473,,,,,not found,,,,
52474,,,,,378 million usd,,,,
52475,,,,,64 million usd,,,,
52476,,,,,191 million usd,,,,
52477,,,,,0 million usd,,,,
52478,,,,,not found,,,,
52479,,,,,doll_1.462 m,,,,
52480,,,,,doll_1.345 m,,,,
52481,,,,,730 million usd,,,,
52482,,,,,not found,,,,
52483,,,,,not found,,,,
52484,,,,,-379 million usd,,,,
52485,,,,,93 million usd,,,,
52486,,,,,463 million usd,,,,
52487,,,,,not found,,,,
52488,,,,,not found,,,,
52489,,,,,192 million usd,,,,
52490,,,,,not found,,,,
52491,,,,,243 million usd,,,,
52492,,,,,doll_3.042 m,,,,
52493,,,,,not found,,,,
52494,,,,,824 million usd,,,,
52495,,,,,195 million usd,,,,
52496,,,,,88 million usd,,,,
52497,,,,,not found,,,,
52498,,,,,859 million usd,,,,
52499,,,,,198 million usd,,,,
52500,,,,,doll_1.765 m,,,,
52501,,,,,doll_15.791 m,,,,
52502,,,,,not found,,,,
52503,,,,,not found,,,,
52504,,,,,not found,,,,
52505,,,,,not found,,,,
52506,,,,,not found,,,,
52507,,,,,not found,,,,
52508,,,,,not found,,,,
52509,,,,,338 million usd,,,,
52510,,,,,not found,,,,
52511,,,,,not found,,,,
52512,,,,,doll_1.334 m,,,,
52513,,,,,not found,,,,
52514,,,,,195 million usd,,,,
52515,,,,,not found,,,,
52516,,,,,not found,,,,
52517,,,,,387 million usd,,,,
52518,,,,,not found,,,,
52519,,,,,not found,,,,
52520,,,,,322 million usd,,,,
52521,,,,,not found,,,,
52522,,,,,712 million usd,,,,
52523,,,,,81 million usd,,,,
52524,,,,,not found,,,,
52525,,,,,229 million usd,,,,
52526,,,,,166 million usd,,,,
52527,,,,,not found,,,,
52528,,,,,not found,,,,
52529,,,,,329 million usd,,,,
52530,,,,,not found,,,,
52531,,,,,70 million usd,,,,
52532,,,,,not found,,,,
52533,,,,,doll_7.947 m,,,,
52534,,,,,500 million usd,,,,
52535,,,,,197 million usd,,,,
52536,,,,,71 million usd,,,,
52537,,,,,42 million usd,,,,
52538,,,,,not found,,,,
52539,,,,,372 million usd,,,,
52540,,,,,doll_1.518 m,,,,
52541,,,,,not found,,,,
52542,,,,,not found,,,,
52543,,,,,48 million usd,,,,
52544,,,,,not found,,,,
52545,,,,,not found,,,,
52546,,,,,71 million usd,,,,
52547,,,,,not found,,,,
52548,,,,,169 million usd,,,,
52549,,,,,not found,,,,
52550,,,,,not found,,,,
52551,,,,,doll_2.744 m,,,,
52552,,,,,641 million usd,,,,
52553,,,,,46 million usd,,,,
52554,,,,,not found,,,,
52555,,,,,not found,,,,
52556,,,,,not found,,,,
52557,,,,,not found,,,,
52558,,,,,not found,,,,
52559,,,,,not found,,,,
52560,,,,,174 million usd,,,,
52561,,,,,not found,,,,
52562,,,,,not found,,,,
52563,,,,,not found,,,,
52564,,,,,not found,,,,
52565,,,,,not found,,,,
52566,,,,,not found,,,,
52567,,,,,doll_3.062 m,,,,
52568,,,,,doll_1.906 m,,,,
52569,,,,,460 million usd,,,,
52570,,,,,188 million usd,,,,
52571,,,,,doll_1.163 m,,,,
52572,,,,,964 million usd,,,,
52573,,,,,not found,,,,
52574,,,,,not found,,,,
52575,,,,,308 million usd,,,,
52576,,,,,not found,,,,
52577,,,,,293 million usd,,,,
52578,,,,,116 million usd,,,,
52579,,,,,doll_6.324 m,,,,
52580,,,,,363 million usd,,,,
52581,,,,,880 million usd,,,,
52582,,,,,207 million usd,,,,
52583,,,,,129 million usd,,,,
52584,,,,,467 million usd,,,,
52585,,,,,91 million usd,,,,
52586,,,,,473 million usd,,,,
52587,,,,,not found,,,,
52588,,,,,not found,,,,
52589,,,,,not found,,,,
52590,,,,,not found,,,,
52591,,,,,doll_1.799 m,,,,
52592,,,,,not found,,,,
52593,,,,,-16 million usd,,,,
52594,,,,,not found,,,,
52595,,,,,not found,,,,
52596,,,,,not found,,,,
52597,,,,,361 million usd,,,,
52598,,,,,not found,,,,
52599,,,,,doll_1.977 m,,,,
52600,,,,,100 million usd,,,,
52601,,,,,not found,,,,
52602,,,,,doll_2.521 m,,,,
52603,,,,,1 million usd,,,,
52604,,,,,doll_1.564 m,,,,
52605,,,,,75 million usd,,,,
52606,,,,,not found,,,,
52607,,,,,not found,,,,
52608,,,,,not found,,,,
52609,,,,,not found,,,,
52610,,,,,623 million usd,,,,
52611,,,,,not found,,,,
52612,,,,,doll_1.410 m,,,,
52613,,,,,not found,,,,
52614,,,,,223 million usd,,,,
52615,,,,,doll_1.481 m,,,,
52616,,,,,518 million usd,,,,
52617,,,,,not found,,,,
52618,,,,,865 million usd,,,,
52619,,,,,not found,,,,
52620,,,,,341 million usd,,,,
52621,,,,,not found,,,,
52622,,,,,2 million usd,,,,
52623,,,,,not found,,,,
52624,,,,,not found,,,,
52625,,,,,not found,,,,
52626,,,,,doll_1.434 m,,,,
52627,,,,,not found,,,,
52628,,,,,2 million usd,,,,
52629,,,,,doll_2.892 m,,,,
52630,,,,,481 million usd,,,,
52631,,,,,not found,,,,
52632,,,,,744 million usd,,,,
52633,,,,,424 million usd,,,,
52634,,,,,doll_2.855 m,,,,
52635,,,,,not found,,,,
52636,,,,,not found,,,,
52637,,,,,doll_1.491 m,,,,
52638,,,,,873 million usd,,,,
52639,,,,,doll_1.875 m,,,,
52640,,,,,63 million usd,,,,
52641,,,,,not found,,,,
52642,,,,,0 million usd,,,,
52643,,,,,not found,,,,
52644,,,,,not found,,,,
52645,,,,,926 million usd,,,,
52646,,,,,not found,,,,
52647,,,,,not found,,,,
52648,,,,,297 million usd,,,,
52649,,,,,820 million usd,,,,
52650,,,,,not found,,,,
52651,,,,,220 million usd,,,,
52652,,,,,not found,,,,
52653,,,,,229 million usd,,,,
52654,,,,,not found,,,,
52655,,,,,304 million usd,,,,
52656,,,,,not found,,,,
52657,,,,,not found,,,,
52658,,,,,411 million usd,,,,
52659,,,,,494 million usd,,,,
52660,,,,,not found,,,,
52661,,,,,0 million usd,,,,
52662,,,,,not found,,,,
52663,,,,,not found,,,,
52664,,,,,523 million usd,,,,
52665,,,,,416 million usd,,,,
52666,,,,,266 million usd,,,,
52667,,,,,not found,,,,
52668,,,,,176 million usd,,,,
52669,,,,,doll_1.946 m,,,,
52670,,,,,0 million usd,,,,
52671,,,,,204 million usd,,,,
52672,,,,,242 million usd,,,,
52673,,,,,174 million usd,,,,
52674,,,,,772 million usd,,,,
52675,,,,,not found,,,,
52676,,,,,122 million usd,,,,
52677,,,,,29 million usd,,,,
52678,,,,,275 million usd,,,,
52679,,,,,not found,,,,
52680,,,,,not found,,,,
52681,,,,,doll_1.010 m,,,,
52682,,,,,doll_1.953 m,,,,
52683,,,,,88 million usd,,,,
52684,,,,,doll_1.446 m,,,,
52685,,,,,472 million usd,,,,
52686,,,,,not found,,,,
52687,,,,,not found,,,,
52688,,,,,not found,,,,
52689,,,,,191 million usd,,,,
52690,,,,,not found,,,,
52691,,,,,76 million usd,,,,
52692,,,,,-10 million usd,,,,
52693,,,,,doll_1.167 m,,,,
52694,,,,,not found,,,,
52695,,,,,not found,,,,
52696,,,,,not found,,,,
52697,,,,,341 million usd,,,,
52698,,,,,not found,,,,
52699,,,,,not found,,,,
52700,,,,,not found,,,,
52701,,,,,439 million usd,,,,
52702,,,,,doll_2.927 m,,,,
52703,,,,,not found,,,,
52704,,,,,not found,,,,
52705,,,,,not found,,,,
52706,,,,,not found,,,,
52707,,,,,273 million usd,,,,
52708,,,,,135 million usd,,,,
52709,,,,,not found,,,,
52710,,,,,not found,,,,
52711,,,,,77 million usd,,,,
52712,,,,,306 million usd,,,,
52713,,,,,707 million usd,,,,
52714,,,,,doll_14.270 m,,,,
52715,,,,,326 million usd,,,,
52716,,,,,748 million usd,,,,
52717,,,,,544 million usd,,,,
52718,,,,,138 million usd,,,,
52719,,,,,not found,,,,
52720,,,,,114 million usd,,,,
52721,,,,,162 million usd,,,,
52722,,,,,not found,,,,
52723,,,,,211 million usd,,,,
52724,,,,,doll_1.640 m,,,,
52725,,,,,doll_1.196 m,,,,
52726,,,,,not found,,,,
52727,,,,,not found,,,,
52728,,,,,655 million usd,,,,
52729,,,,,doll_1.330 m,,,,
52730,,,,,316 million usd,,,,
52731,,,,,not found,,,,
52732,,,,,not found,,,,
52733,,,,,not found,,,,
52734,,,,,775 million usd,,,,
52735,,,,,not found,,,,
52736,,,,,doll_1.174 m,,,,
52737,,,,,11 million usd,,,,
52738,,,,,doll_1.183 m,,,,
52739,,,,,0 million usd,,,,
52740,,,,,-16 million usd,,,,
52741,,,,,not found,,,,
52742,,,,,not found,,,,
52743,,,,,not found,,,,
52744,,,,,109 million usd,,,,
52745,,,,,205 million usd,,,,
52746,,,,,not found,,,,
52747,,,,,not found,,,,
52748,,,,,not found,,,,
52749,,,,,not found,,,,
52750,,,,,doll_1.612 m,,,,
52751,,,,,not found,,,,
52752,,,,,302 million usd,,,,
52753,,,,,707 million usd,,,,
52754,,,,,not found,,,,
52755,,,,,362 million usd,,,,
52756,,,,,not found,,,,
52757,,,,,not found,,,,
52758,,,,,190 million usd,,,,
52759,,,,,117 million usd,,,,
52760,,,,,doll_1.135 m,,,,
52761,,,,,507 million usd,,,,
52762,,,,,230 million usd,,,,
52763,,,,,not found,,,,
52764,,,,,not found,,,,
52765,,,,,not found,,,,
52766,,,,,doll_1.212 m,,,,
52767,,,,,doll_1.064 m,,,,
52768,,,,,not found,,,,
52769,,,,,not found,,,,
52770,,,,,doll_1.194 m,,,,
52771,,,,,891 million usd,,,,
52772,,,,,215 million usd,,,,
52773,,,,,468 million usd,,,,
52774,,,,,not found,,,,
52775,,,,,563 million usd,,,,
52776,,,,,637 million usd,,,,
52777,,,,,214 million usd,,,,
52778,,,,,170 million usd,,,,
52779,,,,,doll_18.035 m,,,,
52780,,,,,467 million usd,,,,
52781,,,,,not found,,,,
52782,,,,,157 million usd,,,,
52783,,,,,doll_1.007 m,,,,
52784,,,,,not found,,,,
52785,,,,,doll_1.861 m,,,,
52786,,,,,not found,,,,
52787,,,,,787 million usd,,,,
52788,,,,,not found,,,,
52789,,,,,doll_1.769 m,,,,
52790,,,,,473 million usd,,,,
52791,,,,,161 million usd,,,,
52792,,,,,49 million usd,,,,
52793,,,,,doll_8.735 m,,,,
52794,,,,,302 million usd,,,,
52795,,,,,not found,,,,
52796,,,,,not found,,,,
52797,,,,,352 million usd,,,,
52798,,,,,261 million usd,,,,
52799,,,,,doll_2.222 m,,,,
52800,,,,,not found,,,,
52801,,,,,459 million usd,,,,
52802,,,,,doll_4.710 m,,,,
52803,,,,,not found,,,,
52804,,,,,not found,,,,
52805,,,,,138 million usd,,,,
52806,,,,,doll_5.305 m,,,,
52807,,,,,not found,,,,
52808,,,,,85 million usd,,,,
52809,,,,,78 million usd,,,,
52810,,,,,98 million usd,,,,
52811,,,,,692 million usd,,,,
52812,,,,,not found,,,,
52813,,,,,not found,,,,
52814,,,,,11 million usd,,,,
52815,,,,,461 million usd,,,,
52816,,,,,54 million usd,,,,
52817,,,,,doll_1.412 m,,,,
52818,,,,,158 million usd,,,,
52819,,,,,doll_2.697 m,,,,
52820,,,,,doll_1.243 m,,,,
52821,,,,,not found,,,,
52822,,,,,357 million usd,,,,
52823,,,,,479 million usd,,,,
52824,,,,,not found,,,,
52825,,,,,not found,,,,
52826,,,,,not found,,,,
52827,,,,,not found,,,,
52828,,,,,211 million usd,,,,
52829,,,,,478 million usd,,,,
52830,,,,,not found,,,,
52831,,,,,doll_4.215 m,,,,
52832,,,,,not found,,,,
52833,,,,,doll_4.479 m,,,,
52834,,,,,245 million usd,,,,
52835,,,,,0 million usd,,,,
52836,,,,,not found,,,,
52837,,,,,287 million usd,,,,
52838,,,,,not found,,,,
52839,,,,,486 million usd,,,,
52840,,,,,564 million usd,,,,
52841,,,,,308 million usd,,,,
52842,,,,,not found,,,,
52843,,,,,115 million usd,,,,
52844,,,,,228 million usd,,,,
52845,,,,,not found,,,,
52846,,,,,130 million usd,,,,
52847,,,,,319 million usd,,,,
52848,,,,,15 million usd,,,,
52849,,,,,186 million usd,,,,
52850,,,,,925 million usd,,,,
