,market_cap,revenue
2094,doll_2.7 b,doll_2.9 b
2095,doll_44.1 b,doll_2.9 b
2096,0,doll_2.9 b
2097,doll_3.6 b,doll_2.9 b
2098,doll_7.3 b,doll_2.9 b
2099,doll_981.2 m,doll_2.9 b
2100,0,doll_2.9 b
2101,doll_2.7 b,doll_2.9 b
2102,doll_23.4 b,doll_2.9 b
2103,doll_9.7 b,doll_2.9 b
2104,doll_1.6 b,doll_2.9 b
2105,doll_3.4 b,doll_2.9 b
2106,doll_1.6 b,doll_2.9 b
2107,doll_7.8 b,doll_2.9 b
2108,doll_30.0 b,doll_2.9 b
2109,doll_10.6 b,doll_2.9 b
2110,doll_8.2 b,doll_2.9 b
2111,0,doll_2.9 b
2112,doll_4.8 b,doll_2.9 b
2113,doll_4.6 b,doll_2.9 b
2114,doll_1.7 b,doll_2.9 b
2115,doll_817.7 m,doll_2.9 b
2116,doll_2.8 b,doll_2.9 b
2117,doll_2.4 b,doll_2.9 b
2118,doll_12.3 b,doll_2.9 b
2119,doll_11.1 b,doll_2.9 b
2120,doll_2.0 b,doll_2.9 b
2121,doll_1.3 b,doll_2.9 b
2122,doll_1.1 b,doll_2.9 b
2123,doll_7.0 b,doll_2.9 b
2124,doll_537.9 m,doll_2.9 b
2125,doll_2.4 b,doll_2.9 b
2126,doll_2.2 b,doll_2.9 b
2127,doll_5.7 b,doll_2.9 b
2128,doll_2.5 b,doll_2.9 b
2129,doll_2.0 b,doll_2.9 b
2130,doll_4.8 b,doll_2.9 b
2131,doll_2.1 b,doll_2.9 b
2132,doll_1.5 b,doll_2.9 b
2133,doll_3.0 b,doll_2.9 b
2134,doll_11.7 b,doll_2.9 b
2135,doll_12.1 b,doll_2.9 b
2136,doll_10.4 b,doll_2.9 b
2137,0,doll_2.9 b
2138,doll_279.7 m,doll_2.9 b
2139,doll_5.6 b,doll_2.9 b
2140,doll_8.9 b,doll_2.9 b
2141,doll_2.0 b,doll_2.9 b
2142,doll_4.6 b,doll_2.9 b
2143,doll_415.6 m,doll_2.9 b
2144,doll_5.5 b,doll_2.9 b
2145,doll_13.2 b,doll_2.9 b
2146,doll_18.9 b,doll_2.9 b
2147,doll_1.9 b,doll_2.9 b
2148,doll_7.2 b,doll_2.9 b
2149,doll_2.8 b,doll_2.9 b
2150,doll_2.2 b,doll_2.9 b
2151,doll_34.2 b,doll_2.9 b
2152,doll_559.3 m,doll_2.9 b
2153,doll_3.1 b,doll_2.9 b
2154,doll_2.2 b,doll_2.9 b
2155,doll_10.5 b,doll_2.9 b
2156,doll_35.1 b,doll_2.9 b
2157,doll_2.4 b,doll_3.0 b
2158,doll_6.6 b,doll_2.9 b
2159,doll_2.5 b,doll_3.0 b
2160,doll_1.7 b,doll_3.0 b
2161,doll_1.2 b,doll_3.0 b
2162,doll_12.9 b,doll_3.0 b
2163,doll_232.9 m,doll_3.0 b
2164,doll_680.9 m,doll_3.0 b
2165,doll_49.4 m,doll_3.0 b
2166,doll_2.9 b,doll_3.0 b
2167,doll_7.2 b,doll_3.0 b
2168,doll_284.1 m,doll_3.0 b
2169,doll_24.0 m,doll_3.0 b
2170,doll_5.1 b,doll_3.0 b
2171,doll_10.6 b,doll_3.0 b
2172,0,doll_3.0 b
2173,doll_947.8 m,doll_3.0 b
2174,0,doll_3.0 b
2175,doll_8.5 b,doll_3.0 b
2176,doll_1.0 b,doll_3.0 b
2177,doll_4.7 b,doll_3.0 b
2178,doll_13.2 b,doll_3.0 b
2179,doll_15.1 b,doll_3.0 b
2180,doll_1.1 b,doll_3.0 b
2181,doll_18.3 b,doll_3.0 b
2182,doll_47.3 b,doll_3.0 b
2183,doll_4.4 b,doll_3.0 b
2184,doll_5.1 b,doll_3.0 b
2185,doll_4.5 b,doll_3.0 b
2186,doll_5.4 b,doll_3.0 b
2187,doll_6.2 b,doll_3.0 b
2188,doll_29.0 m,doll_3.0 b
2189,doll_25.8 b,doll_3.0 b
2190,doll_1.5 b,doll_3.0 b
2191,doll_5.2 b,doll_3.0 b
2192,0,doll_3.0 b
2193,doll_16.0 b,doll_3.0 b
2194,doll_835.8 m,doll_3.0 b
2195,doll_28.3 b,doll_3.0 b
2196,doll_2.0 b,doll_3.0 b
2197,doll_8.9 b,doll_3.0 b
2198,doll_603.8 m,doll_3.0 b
2199,doll_1.8 b,doll_3.0 b
2200,doll_2.5 b,doll_3.0 b
2201,doll_5.5 b,doll_3.0 b
2202,doll_1.7 b,doll_3.0 b
2203,doll_1.9 b,doll_3.0 b
2204,doll_10.9 b,doll_3.0 b
2205,doll_1.7 b,doll_3.0 b
2206,0,doll_3.0 b
2207,doll_725.8 m,doll_3.0 b
2208,doll_1.5 b,doll_3.0 b
2209,doll_2.9 b,doll_3.0 b
2210,doll_4.7 b,doll_3.0 b
2211,doll_8.6 b,doll_3.0 b
2212,doll_18.1 b,doll_3.0 b
2213,doll_11.2 b,doll_3.0 b
2214,doll_426.3 m,doll_3.0 b
2215,doll_1.2 b,doll_3.0 b
2216,doll_1.3 b,doll_3.0 b
2217,doll_4.0 b,doll_3.0 b
2218,doll_2.6 b,doll_3.0 b
2219,doll_4.7 b,doll_3.0 b
2220,doll_2.9 b,doll_3.0 b
2221,doll_2.5 b,doll_3.0 b
2222,doll_7.2 b,doll_3.0 b
2223,doll_1.2 b,doll_3.0 b
2224,doll_437.7 m,doll_3.0 b
2225,doll_1.5 b,doll_3.0 b
2226,doll_1.1 b,doll_3.0 b
2227,doll_2.6 b,doll_3.1 b
2228,doll_2.5 b,doll_3.1 b
2229,doll_17.4 b,doll_3.1 b
2230,0,doll_3.1 b
2231,doll_4.4 b,doll_3.1 b
2232,doll_7.3 b,doll_3.1 b
2233,doll_3.2 b,doll_3.1 b
2234,doll_1.4 b,doll_3.1 b
2235,doll_7.2 b,doll_3.1 b
2236,doll_1.0 b,doll_3.1 b
2237,doll_532.1 m,doll_3.1 b
2238,doll_5.9 b,doll_3.1 b
2239,doll_12.4 b,doll_3.1 b
2240,doll_2.3 b,doll_3.1 b
2241,doll_1.0 b,doll_3.1 b
2242,doll_779.1 m,doll_3.1 b
2243,doll_879.8 m,doll_3.1 b
2244,doll_2.0 b,doll_3.1 b
2245,0,doll_3.1 b
2246,doll_1.8 b,doll_3.1 b
2247,doll_4.3 b,doll_3.1 b
2248,0,doll_3.1 b
2249,doll_310.3 m,doll_3.1 b
2250,doll_739.3 m,doll_3.1 b
2251,doll_2.9 b,doll_3.1 b
2252,0,doll_3.1 b
2253,doll_2.1 b,doll_3.1 b
2254,0,doll_3.1 b
2255,doll_4.4 b,doll_3.1 b
2256,doll_1.9 b,doll_3.1 b
2257,doll_9.8 b,doll_3.1 b
2258,doll_1.2 b,doll_3.1 b
2259,doll_4.7 b,doll_3.1 b
2260,doll_1.5 b,doll_3.1 b
2261,doll_6.4 b,doll_3.1 b
2262,doll_2.0 b,doll_3.1 b
2263,doll_24.8 b,doll_3.1 b
2264,doll_1.9 b,doll_3.1 b
2265,doll_4.6 b,doll_3.1 b
2266,doll_1.6 b,doll_3.1 b
2267,doll_1.6 b,doll_3.1 b
2268,doll_5.1 b,doll_3.1 b
2269,doll_1.2 b,doll_3.1 b
2270,doll_6.3 b,doll_3.1 b
2271,doll_5.6 b,doll_3.1 b
2272,doll_12.6 b,doll_3.1 b
2273,doll_568.1 m,doll_3.1 b
2274,doll_3.4 b,doll_3.1 b
2275,doll_2.9 b,doll_3.1 b
2276,doll_17.9 b,doll_3.1 b
2277,doll_2.5 b,doll_3.1 b
2278,doll_2.1 b,doll_3.1 b
2279,doll_4.2 b,doll_3.1 b
2280,doll_3.3 b,doll_3.1 b
2281,doll_12.2 b,doll_3.1 b
2282,doll_483.3 m,doll_3.1 b
2283,doll_3.0 b,doll_3.1 b
2284,doll_2.8 b,doll_3.1 b
2285,doll_997.8 m,doll_3.1 b
2286,doll_63.3 m,doll_3.1 b
2287,doll_1.8 b,doll_3.1 b
2288,0,doll_3.1 b
2289,doll_7.2 b,doll_3.1 b
2290,0,doll_3.1 b
2291,doll_3.3 b,doll_3.2 b
2292,doll_1.3 b,doll_3.1 b
2293,doll_491.6 m,doll_3.2 b
2294,doll_11.1 b,doll_3.2 b
2295,0,doll_3.2 b
2296,doll_1.3 b,doll_3.2 b
2297,doll_147.4 m,doll_3.2 b
2298,doll_5.7 b,doll_3.2 b
2299,doll_668.0 m,doll_3.2 b
2300,doll_27.8 b,doll_3.2 b
2301,doll_4.5 b,doll_3.2 b
2302,doll_2.5 b,doll_3.2 b
2303,doll_6.4 b,doll_3.2 b
2304,doll_484.4 m,doll_3.2 b
2305,0,doll_3.2 b
2306,doll_1.5 b,doll_3.2 b
2307,doll_364.3 m,doll_3.2 b
2308,doll_3.2 b,doll_3.2 b
2309,doll_6.0 b,doll_3.2 b
2310,0,doll_3.2 b
2311,doll_6.7 b,doll_3.2 b
2312,doll_2.9 b,doll_3.2 b
2313,doll_2.0 b,doll_3.2 b
2314,doll_12.6 b,doll_3.2 b
2315,doll_471.0 m,doll_3.2 b
2316,doll_4.7 b,doll_3.2 b
2317,doll_7.1 b,doll_3.2 b
2318,doll_716.7 m,doll_3.2 b
2319,doll_592.4 m,doll_3.2 b
2320,doll_264.1 m,doll_3.2 b
2321,doll_1.1 b,doll_3.2 b
2322,0,doll_3.2 b
2323,doll_53.6 b,doll_3.2 b
2324,doll_3.9 b,doll_3.2 b
2325,doll_3.3 b,doll_3.2 b
2326,doll_7.8 b,doll_3.2 b
2327,doll_5.0 b,doll_3.2 b
2328,doll_318.5 m,doll_3.2 b
2329,0,doll_3.2 b
2330,doll_5.2 b,doll_3.2 b
2331,doll_11.1 b,doll_3.2 b
2332,doll_39.9 b,doll_3.2 b
2333,doll_11.7 b,doll_3.2 b
2334,doll_2.3 b,doll_3.2 b
2335,0,doll_3.2 b
2336,doll_4.5 b,doll_3.2 b
2337,doll_4.3 b,doll_3.2 b
2338,doll_1.4 b,doll_3.2 b
2339,doll_2.8 b,doll_3.2 b
2340,doll_25.6 b,doll_3.2 b
2341,doll_7.3 b,doll_3.2 b
2342,doll_1.7 b,doll_3.2 b
2343,doll_2.4 b,doll_3.2 b
2344,doll_5.8 b,doll_3.2 b
2345,doll_2.3 b,doll_3.2 b
2346,doll_13.2 b,doll_3.2 b
2347,doll_9.0 b,doll_3.2 b
2348,doll_3.2 b,doll_3.2 b
2349,doll_13.8 b,doll_3.2 b
2350,doll_1.5 b,doll_3.2 b
2351,doll_1.6 b,doll_3.2 b
2352,doll_3.2 b,doll_3.2 b
2353,0,doll_3.2 b
2354,doll_6.1 b,doll_3.2 b
2355,doll_8.0 b,doll_3.3 b
2356,doll_5.9 b,doll_3.3 b
2357,doll_3.4 b,doll_3.3 b
2358,doll_4.7 b,doll_3.3 b
2359,doll_6.9 b,doll_3.3 b
2360,doll_3.8 b,doll_3.3 b
2361,doll_816.0 m,doll_3.3 b
2362,doll_3.2 b,doll_3.3 b
2363,doll_4.4 b,doll_3.3 b
2364,doll_2.4 b,doll_3.3 b
2365,doll_8.7 b,doll_3.3 b
2366,doll_2.6 b,doll_3.3 b
2367,0,doll_3.3 b
2368,doll_5.3 b,doll_3.3 b
2369,doll_3.8 b,doll_3.3 b
2370,doll_4.2 b,doll_3.3 b
2371,doll_4.4 b,doll_3.3 b
2372,doll_1.6 b,doll_3.3 b
2373,doll_15.1 b,doll_3.3 b
2374,doll_1.7 b,doll_3.3 b
2375,doll_336.8 m,doll_3.3 b
2376,doll_5.3 b,doll_3.3 b
2377,doll_5.8 b,doll_3.3 b
2378,doll_2.7 b,doll_3.3 b
2379,doll_4.4 b,doll_3.3 b
2380,doll_383.6 m,doll_3.3 b
2381,doll_892.8 m,doll_3.3 b
2382,doll_3.4 b,doll_3.3 b
2383,doll_7.4 b,doll_3.3 b
2384,doll_1.2 b,doll_3.3 b
2385,doll_3.3 b,doll_3.3 b
2386,doll_2.9 b,doll_3.3 b
2387,doll_16.8 b,doll_3.3 b
2388,doll_3.1 b,doll_3.3 b
2389,doll_4.8 b,doll_3.3 b
2390,0,doll_3.3 b
2391,doll_5.9 b,doll_3.3 b
2392,doll_3.9 b,doll_3.3 b
2393,doll_627.4 m,doll_3.3 b
2394,doll_5.3 b,doll_3.3 b
2395,doll_10.0 b,doll_3.3 b
2396,doll_3.6 b,doll_3.3 b
2397,doll_2.1 b,doll_3.3 b
2398,doll_1.7 b,doll_3.3 b
2399,doll_1.9 b,doll_3.3 b
2400,doll_28.6 b,doll_3.3 b
2401,doll_842.8 m,doll_3.3 b
2402,doll_459.1 m,doll_3.3 b
2403,doll_1.1 b,doll_3.3 b
2404,0,doll_3.3 b
2405,doll_4.3 b,doll_3.4 b
2406,doll_37.8 b,doll_3.3 b
2407,doll_695.7 m,doll_3.3 b
2408,doll_3.3 b,doll_3.4 b
2409,doll_1.4 b,doll_3.4 b
2410,0,doll_3.4 b
2411,0,doll_3.4 b
2412,doll_3.1 b,doll_3.4 b
2413,doll_1.2 b,doll_3.4 b
2414,doll_4.0 b,doll_3.4 b
2415,doll_5.5 b,doll_3.4 b
2416,doll_6.2 b,doll_3.4 b
2417,doll_1.8 b,doll_3.4 b
2418,doll_617.9 m,doll_3.4 b
2419,doll_317.8 m,doll_3.4 b
2420,doll_5.0 b,doll_3.4 b
2421,doll_5.6 b,doll_3.4 b
2422,doll_5.2 b,doll_3.4 b
2423,doll_4.3 b,doll_3.4 b
2424,doll_2.8 b,doll_3.4 b
2425,doll_31.9 b,doll_3.4 b
2426,doll_50.2 b,doll_3.4 b
2427,doll_17.1 b,doll_3.4 b
2428,doll_1.7 b,doll_3.4 b
2429,doll_3.7 b,doll_3.4 b
2430,doll_857.0 m,doll_3.4 b
2431,doll_1.8 b,doll_3.4 b
2432,doll_2.7 b,doll_3.4 b
2433,doll_1.9 b,doll_3.4 b
2434,doll_101.2 m,doll_3.4 b
2435,doll_9.0 b,doll_3.4 b
2436,doll_1.1 b,doll_3.4 b
2437,doll_5.2 b,doll_3.4 b
2438,0,doll_3.4 b
2439,doll_1.4 b,doll_3.4 b
2440,doll_1.3 b,doll_3.4 b
2441,doll_6.6 b,doll_3.4 b
2442,doll_4.3 b,doll_3.4 b
2443,doll_19.8 b,doll_3.4 b
2444,doll_2.9 b,doll_3.5 b
2445,doll_4.5 b,doll_3.5 b
2446,doll_2.2 b,doll_3.5 b
2447,doll_17.4 b,doll_3.5 b
2448,doll_6.4 b,doll_3.5 b
2449,doll_710.4 m,doll_3.5 b
2450,0,doll_3.5 b
2451,doll_5.1 b,doll_3.5 b
2452,doll_8.2 b,doll_3.5 b
2453,doll_13.8 b,doll_3.5 b
2454,0,doll_3.5 b
2455,doll_6.0 b,doll_3.5 b
2456,doll_6.8 b,doll_3.5 b
2457,doll_10.0 b,doll_3.5 b
2458,doll_1.2 b,doll_3.5 b
2459,doll_2.9 b,doll_3.5 b
2460,doll_4.7 b,doll_3.5 b
2461,doll_4.5 b,doll_3.5 b
2462,doll_6.0 b,doll_3.5 b
2463,doll_3.4 b,doll_3.5 b
2464,doll_1.0 b,doll_3.5 b
2465,doll_926.0 m,doll_3.5 b
2466,doll_6.0 b,doll_3.5 b
2467,doll_2.9 b,doll_3.5 b
2468,doll_3.1 b,doll_3.5 b
2469,doll_258.2 m,doll_3.5 b
2470,doll_8.7 b,doll_3.5 b
2471,doll_1.1 b,doll_3.5 b
2472,doll_2.6 b,doll_3.5 b
2473,doll_750.2 m,doll_3.5 b
2474,doll_13.0 b,doll_3.5 b
2475,0,doll_3.5 b
2476,doll_2.3 b,doll_3.5 b
2477,doll_1.3 b,doll_3.5 b
2478,doll_23.5 b,doll_3.5 b
2479,doll_7.0 b,doll_3.5 b
2480,0,doll_3.5 b
2481,doll_29.8 b,doll_3.5 b
2482,doll_12.0 b,doll_3.5 b
2483,doll_5.4 b,doll_3.5 b
2484,doll_3.4 b,doll_3.5 b
2485,doll_1.8 b,doll_3.5 b
2486,doll_9.8 b,doll_3.5 b
2487,doll_17.3 b,doll_3.5 b
2488,doll_4.6 b,doll_3.5 b
2489,doll_4.9 b,doll_3.5 b
2490,doll_5.2 b,doll_3.5 b
2491,doll_4.5 b,doll_3.5 b
2492,doll_4.2 b,doll_3.5 b
2493,doll_7.4 b,doll_3.5 b
2494,doll_814.4 m,doll_3.5 b
2495,doll_3.6 b,doll_3.5 b
2496,0,doll_3.5 b
2497,doll_9.2 b,doll_3.5 b
2498,doll_11.9 b,doll_3.5 b
2499,doll_4.3 b,doll_3.5 b
2500,doll_621.5 m,doll_3.5 b
2501,doll_408.7 m,doll_3.5 b
2502,doll_2.1 b,doll_3.6 b
2503,doll_9.5 b,doll_3.5 b
2504,doll_807.2 m,doll_3.5 b
2505,doll_682.9 m,doll_3.5 b
2506,doll_5.3 b,doll_3.6 b
2507,doll_6.1 b,doll_3.6 b
2508,doll_3.2 b,doll_3.6 b
2509,doll_1.1 b,doll_3.6 b
2510,doll_2.8 b,doll_3.6 b
2511,doll_2.5 b,doll_3.6 b
2512,doll_3.4 b,doll_3.6 b
2513,doll_5.5 b,doll_3.6 b
2514,doll_25.4 b,doll_3.6 b
2515,doll_33.1 b,doll_3.6 b
2516,doll_1.8 b,doll_3.6 b
2517,doll_6.1 b,doll_3.6 b
2518,doll_3.8 b,doll_3.6 b
2519,doll_3.0 b,doll_3.6 b
2520,doll_2.6 b,doll_3.6 b
2521,doll_2.8 b,doll_3.6 b
2522,doll_2.4 b,doll_3.6 b
2523,doll_523.1 m,doll_3.6 b
2524,doll_24.9 b,doll_3.6 b
2525,doll_18.3 b,doll_3.6 b
2526,0,doll_3.6 b
2527,0,doll_3.6 b
2528,doll_2.6 b,doll_3.6 b
2529,doll_4.3 b,doll_3.6 b
2530,doll_1.6 b,doll_3.6 b
2531,doll_4.0 b,doll_3.6 b
2532,doll_7.3 b,doll_3.6 b
2533,doll_2.3 b,doll_3.6 b
2534,doll_9.3 b,doll_3.6 b
2535,doll_2.1 b,doll_3.6 b
2536,doll_620.1 m,doll_3.6 b
2537,doll_6.6 b,doll_3.6 b
2538,doll_7.1 b,doll_3.6 b
2539,0,doll_3.6 b
2540,0,doll_3.6 b
2541,doll_3.3 b,doll_3.6 b
2542,doll_5.4 b,doll_3.6 b
2543,doll_7.6 b,doll_3.6 b
2544,doll_7.1 b,doll_3.6 b
2545,doll_4.5 b,doll_3.6 b
2546,doll_3.7 b,doll_3.6 b
2547,doll_3.2 b,doll_3.6 b
2548,doll_3.8 b,doll_3.6 b
2549,doll_8.6 b,doll_3.6 b
2550,doll_6.1 b,doll_3.7 b
2551,0,doll_3.7 b
2552,doll_1.9 b,doll_3.7 b
2553,doll_7.8 b,doll_3.7 b
2554,doll_386.9 m,doll_3.7 b
2555,doll_13.4 b,doll_3.7 b
2556,doll_13.8 b,doll_3.7 b
2557,doll_5.0 b,doll_3.7 b
2558,doll_1.1 b,doll_3.7 b
2559,doll_4.5 b,doll_3.7 b
2560,doll_1.6 b,doll_3.7 b
2561,doll_3.7 b,doll_3.7 b
2562,doll_13.9 b,doll_3.7 b
2563,doll_374.0 m,doll_3.7 b
2564,doll_2.9 b,doll_3.7 b
2565,doll_1.3 b,doll_3.7 b
2566,doll_1.3 b,doll_3.7 b
2567,doll_741.3 m,doll_3.7 b
2568,doll_5.0 b,doll_3.7 b
2569,doll_15.6 b,doll_3.7 b
2570,doll_3.9 b,doll_3.7 b
2571,doll_4.5 b,doll_3.7 b
2572,doll_4.4 b,doll_3.7 b
2573,doll_395.9 m,doll_3.7 b
2574,doll_1.2 b,doll_3.7 b
2575,doll_5.7 b,doll_3.7 b
2576,doll_844.1 m,doll_3.7 b
2577,doll_11.9 b,doll_3.7 b
2578,doll_19.1 b,doll_3.7 b
2579,doll_7.6 b,doll_3.7 b
2580,doll_4.7 b,doll_3.7 b
2581,0,doll_3.7 b
2582,doll_14.9 b,doll_3.7 b
2583,doll_977.8 m,doll_3.7 b
2584,doll_629.8 m,doll_3.7 b
2585,doll_3.7 b,doll_3.7 b
2586,doll_341.9 m,doll_3.7 b
2587,doll_9.8 b,doll_3.7 b
2588,doll_14.1 b,doll_3.7 b
2589,doll_432.4 m,doll_3.7 b
2590,doll_1.3 b,doll_3.7 b
2591,doll_34.3 b,doll_3.7 b
2592,doll_8.3 b,doll_3.7 b
2593,doll_7.9 b,doll_3.7 b
2594,doll_5.0 b,doll_3.7 b
2595,doll_35.8 b,doll_3.7 b
2596,doll_2.4 b,doll_3.7 b
2597,doll_4.1 b,doll_3.7 b
2598,doll_5.7 b,doll_3.7 b
2599,doll_3.6 b,doll_3.7 b
2600,0,doll_3.7 b
2601,doll_832.0 m,doll_3.7 b
2602,doll_16.3 b,doll_3.7 b
2603,doll_26.7 b,doll_3.7 b
2604,doll_7.2 b,doll_3.7 b
2605,doll_2.3 b,doll_3.7 b
2606,doll_1.5 b,doll_3.7 b
2607,doll_6.4 b,doll_3.7 b
2608,0,doll_3.7 b
2609,doll_13.2 b,doll_3.8 b
2610,doll_5.8 b,doll_3.8 b
2611,doll_2.6 b,doll_3.8 b
2612,doll_1.4 b,doll_3.8 b
2613,doll_20.3 b,doll_3.8 b
2614,doll_7.2 b,doll_3.8 b
2615,doll_5.7 b,doll_3.8 b
2616,doll_11.1 b,doll_3.8 b
2617,doll_8.3 b,doll_3.8 b
2618,doll_2.7 b,doll_3.8 b
2619,doll_3.7 b,doll_3.8 b
2620,0,doll_3.8 b
2621,doll_734.9 m,doll_3.8 b
2622,doll_915.1 m,doll_3.8 b
2623,doll_5.4 b,doll_3.8 b
2624,doll_19.3 b,doll_3.8 b
2625,0,doll_3.8 b
2626,doll_926.1 m,doll_3.8 b
2627,0,doll_3.8 b
2628,0,doll_3.8 b
2629,doll_4.8 b,doll_3.8 b
2630,doll_9.5 b,doll_3.8 b
2631,doll_1.5 b,doll_3.8 b
2632,doll_8.4 b,doll_3.8 b
2633,doll_1.6 b,doll_3.8 b
2634,doll_6.6 b,doll_3.8 b
2635,doll_3.7 b,doll_3.8 b
2636,doll_8.8 b,doll_3.8 b
2637,doll_4.8 b,doll_3.8 b
2638,doll_3.1 b,doll_3.8 b
2639,doll_8.8 b,doll_3.8 b
2640,doll_3.4 b,doll_3.8 b
2641,doll_1.3 b,doll_3.8 b
2642,doll_1.6 b,doll_3.8 b
2643,doll_12.1 b,doll_3.8 b
2644,doll_7.2 b,doll_3.8 b
2645,doll_6.9 b,doll_3.8 b
2646,doll_902.4 m,doll_3.8 b
2647,doll_7.4 b,doll_3.8 b
2648,doll_24.8 b,doll_3.8 b
2649,doll_19.5 b,doll_3.8 b
2650,doll_8.7 b,doll_3.8 b
2651,doll_8.8 b,doll_3.8 b
2652,0,doll_3.8 b
2653,doll_63.0 m,doll_3.8 b
2654,doll_2.4 b,doll_3.8 b
2655,doll_1.6 b,doll_3.8 b
2656,doll_1.4 b,doll_3.8 b
2657,doll_2.1 b,doll_3.8 b
2658,doll_2.3 b,doll_3.8 b
2659,doll_1.9 b,doll_3.9 b
2660,doll_818.4 m,doll_3.9 b
2661,doll_3.2 b,doll_3.9 b
2662,doll_1.4 b,doll_3.9 b
2663,0,doll_3.9 b
2664,doll_943.9 m,doll_3.9 b
2665,doll_3.5 b,doll_3.9 b
2666,doll_6.1 b,doll_3.9 b
2667,doll_4.4 b,doll_3.9 b
2668,doll_56.8 b,doll_3.9 b
2669,doll_239.5 m,doll_3.9 b
2670,doll_4.2 b,doll_3.9 b
2671,0,doll_3.9 b
2672,doll_3.3 b,doll_3.9 b
2673,doll_10.9 b,doll_3.9 b
2674,doll_1.9 b,doll_3.9 b
2675,doll_5.8 b,doll_3.9 b
2676,doll_6.7 b,doll_3.9 b
2677,doll_18.2 b,doll_3.9 b
2678,doll_612.8 m,doll_3.9 b
2679,doll_26.4 b,doll_3.9 b
2680,doll_2.2 b,doll_3.9 b
2681,doll_13.4 b,doll_3.9 b
2682,doll_171.6 m,doll_3.9 b
2683,doll_4.3 b,doll_3.9 b
2684,doll_22.0 b,doll_3.9 b
2685,doll_26.7 b,doll_3.9 b
2686,doll_4.8 b,doll_3.9 b
2687,doll_843.6 m,doll_3.9 b
2688,doll_2.2 b,doll_3.9 b
2689,doll_60.4 b,doll_3.9 b
2690,doll_8.7 b,doll_3.9 b
2691,doll_2.8 b,doll_3.9 b
2692,doll_1.7 b,doll_3.9 b
2693,doll_18.2 b,doll_3.9 b
2694,doll_12.7 b,doll_3.9 b
2695,doll_3.4 b,doll_3.9 b
2696,doll_5.8 b,doll_3.9 b
2697,doll_2.4 b,doll_3.9 b
2698,doll_877.0 m,doll_3.9 b
2699,doll_27.8 b,doll_3.9 b
2700,doll_40.6 b,doll_3.9 b
2701,doll_31.9 b,doll_3.9 b
2702,doll_1.1 b,doll_3.9 b
2703,doll_2.1 b,doll_3.9 b
2704,doll_3.0 b,doll_3.9 b
2705,doll_3.0 b,doll_3.9 b
2706,doll_798.8 m,doll_3.9 b
2707,0,doll_3.9 b
2708,doll_4.6 b,doll_3.9 b
2709,doll_34.6 b,doll_3.9 b
2710,doll_1.7 b,doll_3.9 b
2711,0,doll_3.9 b
2712,doll_1.6 b,doll_4.0 b
2713,doll_19.3 b,doll_4.0 b
2714,doll_3.5 b,doll_4.0 b
2715,doll_1.4 b,doll_4.0 b
2716,doll_3.4 b,doll_4.0 b
2717,doll_558.6 m,doll_4.0 b
2718,doll_7.4 b,doll_4.0 b
2719,doll_1.6 b,doll_4.0 b
2720,doll_15.3 b,doll_4.0 b
2721,0,doll_4.0 b
2722,doll_11.4 b,doll_4.0 b
2723,doll_628.0 m,doll_4.0 b
2724,doll_10.6 b,doll_4.0 b
2725,doll_4.0 b,doll_4.0 b
2726,doll_5.3 b,doll_4.0 b
2727,doll_974.4 m,doll_4.0 b
2728,doll_14.9 b,doll_4.0 b
2729,doll_1.9 b,doll_4.0 b
2730,doll_6.2 b,doll_4.0 b
2731,doll_2.1 b,doll_4.0 b
2732,doll_6.8 b,doll_4.0 b
2733,0,doll_4.0 b
2734,doll_4.1 b,doll_4.0 b
2735,doll_18.7 b,doll_4.0 b
2736,doll_8.8 b,doll_4.0 b
2737,doll_12.6 b,doll_4.0 b
2738,doll_1.9 b,doll_4.0 b
2739,doll_6.7 b,doll_4.0 b
2740,doll_2.3 b,doll_4.0 b
2741,0,doll_4.0 b
2742,doll_6.8 b,doll_4.0 b
2743,doll_1.8 b,doll_4.0 b
2744,doll_5.5 b,doll_4.0 b
2745,doll_3.5 b,doll_4.0 b
2746,doll_6.3 b,doll_4.0 b
2747,doll_1.2 b,doll_4.0 b
2748,doll_39.2 b,doll_4.0 b
2749,doll_8.4 b,doll_4.0 b
2750,doll_8.6 b,doll_4.0 b
2751,doll_8.6 b,doll_4.0 b
2752,0,doll_4.0 b
2753,doll_8.1 b,doll_4.0 b
2754,doll_2.1 b,doll_4.0 b
2755,doll_9.4 b,doll_4.0 b
2756,doll_2.6 b,doll_4.0 b
2757,doll_2.1 b,doll_4.0 b
2758,doll_2.9 b,doll_4.0 b
2759,doll_2.6 b,doll_4.0 b
2760,0,doll_4.0 b
2761,doll_2.0 b,doll_4.1 b
2762,doll_4.4 b,doll_4.1 b
2763,doll_3.1 b,doll_4.1 b
2764,doll_2.1 b,doll_4.1 b
2765,doll_16.1 b,doll_4.1 b
2766,doll_8.0 b,doll_4.1 b
2767,doll_9.4 b,doll_4.1 b
2768,doll_5.5 b,doll_4.1 b
2769,doll_4.1 b,doll_4.1 b
2770,doll_4.9 b,doll_4.1 b
2771,doll_1.4 b,doll_4.1 b
2772,doll_30.4 b,doll_4.1 b
2773,doll_2.4 b,doll_4.1 b
2774,doll_1.4 b,doll_4.1 b
2775,doll_2.1 b,doll_4.1 b
2776,doll_4.9 b,doll_4.1 b
2777,doll_4.2 b,doll_4.1 b
