,index,foundation_year,headquarter,industry,name,ownership
9154,9154,2006,"mumbai, maharashtra, india",printing & publishing,target publications,private
9155,9155,1970,"ahmedabad, gujarat, india",retail,vasant masala,private
9156,9156,2002,"vadodara, india",industrial machinery,kyb conmat,
9157,9157,1969,"delhi/ncr, delhi, india",non-profit,wwf-india,ngo/npo
9158,9158,2003,"delhi/ncr, delhi, india",education & training,indo european educational services,public
9159,9159,2012,"bangalore,karnataka, india",it services & consulting,nxtgen datacenter cloud technologies,private
9160,9160,1938,"kuwait city, kuwait",engineering & construction,bader al mulla brothers w l l,private
9161,9161,1964,"new delhi, india",education & training,guru nanak public school,public
9162,9162,2004,"bhubaneswar, india",financial services,adhikar microfinance,private
9163,9163,1965,"ahmedabad, gujarat, india",electronics manufacturing,lubi electronics,private
9164,9164,1985,"nasik, india",automobile,seva automotive,private
9165,9165,1962,"hyderabad/secunderabad, telangana, india",fashion & textile,suryalakshmi cotton mills,public
9166,9166,2007,"delhi/ncr, new delhi, india",medical equipment,disposafe health and life care,public
9167,9167,2007,"reston, virginia, united states (usa)",it services & consulting,"altruista health, inc",private
9168,9168,1995,"new delhi, india",it services & consulting,computer junction,private
9169,9169,2006,"new delhi, india",government,dedicated freight corridor corporation of india,public
9170,9170,1972,"vadodara, india",auto components,panasonic energy india co,public
9171,9171,2004,"bhubaneswar, india",metals & mining,tata steel mining,private
9172,9172,1978,"beirut, lebanon",retail,azadea group,
9173,9173,1995,"new delhi, india",hospitality,seven seas hotel,private
9174,9174,1999,"sydney, australia",recruitment,ambition job,private
9175,9175,2002,"jaipur, rajasthan, india",bpo,vkalp outsourcing services,private
9176,9176,2013,"madurai, tamil nadu, india",healthcare,velammal medical college hospital & research institute,private
9177,9177,2007,"kolkata, west bengal, india",it services & consulting,infocus technologies,private
9178,9178,1995,"gangtok, sikkim, india",education & training,sikkim manipal university,private
9179,9179,0,"jodhpur, india",healthcare,johari digital healthcare,public
9180,9180,2000,"chennai, india",it services & consulting,secure network solutions,private
9181,9181,2006,"mumbai, india",pharma,sun pharma advanced research company,public
9182,9182,1974,"doha, qatar",petrochemicals,qatar petrochemical company,
9183,9183,1998,"ghaziabad, india",education & training,krishna institute of engineering & technology,
9184,9184,1994,"mumbai, india",building material,ashtech india,private
9185,9185,1993,"mumbai, india",automobile,fortpoint automotive,private
9186,9186,2007,"pune, india",it services & consulting,afour technologies,private
9187,9187,0,,building material,kesoram cement,
9188,9188,2010,"ahmedabad, india",power,harsha abakus solar,
9189,9189,0,"indore,",financial services,potomac technologies,
9190,9190,2009,"nagpur, india",financial services,swarna pragati housing microfinance,
9191,9191,1963,"chandigarh,chandigarh, india",healthcare / pharma,post graduate institute of medical education and research,private
9192,9192,1894,"sangamner, maharashtra, india",power,malpani group,private
9193,9193,1970,"new delhi, india",healthcare,deen dayal upadhyay hospital,
9194,9194,2008,"gwalior, india",internet,career mantra,
9195,9195,2005,"muscat, oman",oil & gas,ray international llc oman,private
9196,9196,0,,auto components,onegene,
9197,9197,1980,"hyderabad, india",it services & consulting,acs technologies,private
9198,9198,1982,"nonthaburi, bangkok, thailand",fmcg,east west seeds,private
9199,9199,1958,"nagpur, india",clinical research,national environmental engineering research institute,
9200,9200,0,"hyderabad, india",power,lanco solar energy,private
9201,9201,2010,"mumbai, india",engineering & construction,bil infratech,public
9202,9202,2012,"jaipur, rajasthan, india",fmcg,paayas milk producer company,private
9203,9203,2009,"mumbai, india",insurance,sudlife,public
9204,9204,1967,"dubai, united arab emirates",food processing,export trading group,private
9205,9205,1976,"dubai, united arab emirates",engineering & construction,wade adams contracting,
9206,9206,2007,"secunderabad, india",bpo,vibatel solutions,private
9207,9207,0,,automobile,sujan cooper standard antivibration systems,
9208,9208,2012,"chennai, tamil nadu, india",edtech,astragen,private
9209,9209,1991,"pune, india",auto components,rij engineering,private
9210,9210,1963,"lucknow, india",iron & steel,ptc industries,public
9211,9211,2014,"san francisco, california, united states (usa)",internet,uber eats,private
9212,9212,2016,"noida, india",it services & consulting,stemrobo technologies,private
9213,9213,2014,"shimla, india",bpo,31 parallel,private
9214,9214,2012,"indore, india",it services & consulting,mqsys technologies,private
9215,9215,2007,"hyderabad, india",engineering & construction,hes infra,
9216,9216,2015,"bangalore/bengaluru, karnataka, india",pharma,lyrus life science,private
9217,9217,1933,"chennai, india",healthcare,dr. mehta's hospitals,private
9218,9218,2014,"agra, india",food processing,saahaj milk producer company,
9219,9219,1781,"tokyo, japan",pharma,zydus takeda healthcare,private
9220,9220,1948,"delhi/ncr, new delhi, india",automobile,eicher,
9221,9221,1946,"gurgaon, india",real estate,dlf home developers,
9222,9222,1994,"mumbai, india",building material,classic marble company,
9223,9223,0,,fashion & textile,any wear,
9224,9224,1983,"new delhi, india",fashion & textile,ktl,private
9225,9225,2004,"hyderabad, india",metals & mining,amoda group of industries,
9226,9226,0,"mumbai, india",investment banking / venture capital / private equity,yes securities,
9227,9227,2015,"ahmedabad, india",financial services,kifs housing finance,private
9228,9228,0,"delhi,",pharma,dhanuka laboratories,private
9229,9229,2002,"siliguri, india",healthcare,neotia getwel healthcare centre,
9230,9230,0,,,valeo lightning systems india,
9231,9231,2015,"gurgaon, india",,ardem data services,private
9232,9232,2002,"dallas, texas, usa",it services & consulting,techstar group,private
9233,9233,0,,,aegis itpl,
9234,9234,2013,"san francisco,california, united states",software product,6sense,private
9235,9235,0,,,orthosquare dental clinic,
9236,9236,1985,"zurich, switzerland",insurance,chubb group,
9237,9237,0,,,meeseva center,
9238,9238,2018,"bangalore,karnataka, india",internet,kreditbee,
9239,9239,1985,"zurich, switzerland",insurance,chubb group,
9240,9240,0,,,meeseva center,
9241,9241,0,,,orthosquare dental clinic,
9242,9242,2021,"mumbai, maharashtra, india",financial services,unlistedguru,llp
9243,9243,0,,it services & consulting,kipi.bi,
9244,9244,2022,,fintech,paywithring,private
9245,9245,1977,"calgary, alberta, canada",telecom,mark's,private
9246,9246,2008,"regensdorf, zurich, switzerland",it services & consulting,msg global solutions,private
9247,9247,1888,"delhi/ncr, delhi, india",auto components,jk organisation,private
9248,9248,1923,"burbank, california, united states (usa)",media & entertainment,the walt disney company,private
9249,9249,2006,"mumbai, maharashtra, india",fintech,atom technologies,public
9250,9250,1996,"coimbatore, india",software product,crisp system,private
9251,9251,2006,"new jersey, united states (usa)",it services & consulting,envision enterprise solutions,private
9252,9252,2009,"tucson,arizona, united states",auto components,vector india,private
9253,9253,1997,"new delhi, india",broadcasting,prasar bharati,private
9254,9254,1965,"pune, maharashtra, india",electrical equipment,minilec,private
9255,9255,1953,"mumbai, maharashtra, india",import & export,liberty oil mills,private
9256,9256,1991,"munich,bavaria, germany",education & training,itm,private
9257,9257,1966,"chandigarh, india",government,government of haryana,private
9258,9258,2000,"faridabad, india",fashion & textile,dhruv globals,public
9259,9259,1996,"north brunswick, unitedstates",pharma,amol pharmaceuticals,private
9260,9260,1993,"vadodara, india",government,gsecl,private
9261,9261,1998,"singapore, singapore",power,sembcorp,public
9262,9262,2009,"vancouver, canada",it services & consulting,optimus information,private
9263,9263,1975,"new york, unitedstates",it services & consulting,sterling infosystems,private
9264,9264,1974,"coimbatore, india",industrial machinery,lakshmi ring travellers,private
9265,9265,2011,"bengaluru, india",edtech,global shiksha,private
9266,9266,1975,"bengaluru, india",auto components,triton valves,public
9267,9267,2011,"singapore, singapore",it services & consulting,relevance lab,private
9268,9268,2007,"ahmedabad, india",pharma,national institute of pharmaceutical education and research,private
9269,9269,1971,"bengaluru, india",engineering & construction,goyal & co.,private
9270,9270,1990,"bengaluru, india",education & training,the jain international school,
9271,9271,1981,"jeddah, saudiarabia",aviation,saudi airlines catering,
9272,9272,1963,"mumbai, india",electrical equipment,great white global,private
9273,9273,1986,"chennai, india",furniture & furnishing,damro furniture,private
9274,9274,2002,"chennai, india",non-profit,hand in hand,ngo/npo
9275,9275,2007,"san francisco, california, united states (usa)",it services & consulting,leewayhertz technologies,private
9276,9276,2001,"bengaluru/bangalore, karnataka, india",defence & aerospace,conceptia software technologies,private
9277,9277,0,,education & training,kiit world school,
9278,9278,1995,"whiteley, united kingdom",auto components,stp,private
9279,9279,1981,"delhi/ncr, new delhi, india",hospitality,bharat hotels,
9280,9280,2011,"bengaluru, india",urban transport,bangalore metro rail corporation,
9281,9281,1994,"greater noida, india",industrial machinery,jbj technologies,
9282,9282,1973,"busan, south korea",auto components,hyoseong electric,public
9283,9283,2008,"hyderabad, india",building material,kalburgi cement,private
9284,9284,2014,"pune, india",packaging,laxmi enterprises,
9285,9285,1929,"lohmar, germany",automobile,emitec emission control technologies,private
9286,9286,1896,"utrecht, netherlands",fitness & wellness,nutricia,private
9287,9287,1987,"bengaluru, india",hospitality,"fairfield marriott , bangalore",
9288,9288,2003,"kolkata, west bengal, india",it services & consulting,matrix media solutions,private
9289,9289,1987,"mumbai, maharashtra, india",logistics,shree maruti courier service,private
9290,9290,2016,"mumbai, india",logistics,innovative logistics,private
9291,9291,1979,"chennai, india",chemicals,anabond,
9292,9292,2001,"new york city,new york, united states",internet,stonex,
9293,9293,1991,"goettingen, niedersachsen, germany",biotechnology,sartorius stedim india,private
9294,9294,2013,"mumbai,maharashtra, india",it services & consulting,sequretek it solutions,private
9295,9295,1987,"raipur, india",automobile,sky automobiles,private
9296,9296,1958,"gurgaon, india",logistics,tci freight,public
9297,9297,1990,"gurgaon, india",law enforcement & security,acpl systems,private
9298,9298,2007,"mumbai,maharashtra, india",healthcare,biorad medisys,private
9299,9299,1848,"helsinki, finland",fashion & textile,lindstrom services,
9300,9300,1975,"bangalore/bengaluru, karnataka, india",healthcare,bhagwan mahaveer jain hospital,public
9301,9301,1990,"mumbai, india",logistics,aditya enterprises,
9302,9302,1964,"kuwait city, kuwait",engineering & construction,keo international consultants,
9303,9303,1990,"bengaluru, india",education & training,the jain international school,
9304,9304,1981,"jeddah, saudiarabia",aviation,saudi airlines catering,
9305,9305,2007,"ahmedabad, india",pharma,national institute of pharmaceutical education and research,private
9306,9306,1971,"bengaluru, india",engineering & construction,goyal & co.,private
9307,9307,0,,real estate,mani group,
9308,9308,2008,"hyderabad, india",building material,kalburgi cement,private
9309,9309,1958,"gurgaon, india",logistics,tci freight,public
9310,9310,1991,"goettingen, niedersachsen, germany",biotechnology,sartorius stedim india,private
9311,9311,2013,"mumbai,maharashtra, india",it services & consulting,sequretek it solutions,private
9312,9312,2008,"chennai, india",electronics manufacturing,amphenol omniconnect - india,private
9313,9313,2011,"tirupur, india",engineering & construction,teemage precast in,
9314,9314,2010,"pune, maharashtra, india",healthcare,inamdar multispeciality hospital,private
9315,9315,1938,"kuwait city, kuwait",non-profit,al mulla group,private
9316,9316,2015,"gurgaon, haryana, india",fintech,creditas solutions,private
9317,9317,1970,"mumbai, maharashtra, india",consumer electronics & appliances,accutech power solutions,private
9318,9318,1990,"gurgaon, india",law enforcement & security,acpl systems,private
9319,9319,2006,"mumbai, maharashtra, india",fintech,atom technologies,public
9320,9320,1992,"chandigarh, india",food processing,rana sugars,public
9321,9321,1974,"coimbatore, india",industrial machinery,lakshmi ring travellers,private
9322,9322,2001,"new york city,new york, united states",internet,stonex,
9323,9323,2014,"pune, india",packaging,laxmi enterprises,
9324,9324,2008,"noida,uttar pradesh, india",internet,applied solar technologies india,private
9325,9325,1998,"singapore, singapore",power,sembcorp,public
9326,9326,1887,"amsterdam, north holland, netherlands",it services & consulting,getronics,private
9327,9327,1957,"new delhi, india",engineering & construction,delhi development authority,private
9328,9328,1996,"coimbatore, india",software product,crisp system,private
9329,9329,1992,"bhopal, india",auto components,continental tyres,private
9330,9330,2007,"oak brook, illinois, united states (usa)",it services & consulting,seneca global it services,private
9331,9331,1995,"minneapolis, minnesota, united states (usa)",it services & consulting,open access technology india,private
9332,9332,1963,"mumbai, india",electrical equipment,great white global,private
9333,9333,1986,"chennai, india",furniture & furnishing,damro furniture,private
9334,9334,1987,"mumbai, maharashtra, india",logistics,shree maruti courier service,private
9335,9335,1987,"bengaluru, india",hospitality,"fairfield marriott , bangalore",
9336,9336,2001,"bengaluru/bangalore, karnataka, india",defence & aerospace,conceptia software technologies,private
9337,9337,2002,"chennai, india",non-profit,hand in hand,ngo/npo
9338,9338,2007,"san francisco, california, united states (usa)",it services & consulting,leewayhertz technologies,private
9339,9339,1995,"whiteley, united kingdom",auto components,stp,private
9340,9340,1981,"delhi/ncr, new delhi, india",hospitality,bharat hotels,
9341,9341,2011,"bengaluru, india",urban transport,bangalore metro rail corporation,
9342,9342,1994,"greater noida, india",industrial machinery,jbj technologies,
9343,9343,1979,"chennai, india",chemicals,anabond,
9344,9344,1929,"lohmar, germany",automobile,emitec emission control technologies,private
9345,9345,2016,"mumbai, india",logistics,innovative logistics,private
9346,9346,1896,"utrecht, netherlands",fitness & wellness,nutricia,private
9347,9347,1973,"busan, south korea",auto components,hyoseong electric,public
9348,9348,2009,"mumbai, maharashtra, india",other,samrin services,llp
9349,9349,2014,"bangalore,karnataka, india",fintech,namaste credit,private
9350,9350,1997,"thiruvananthapuram, india",,muthoot mercantile,private
9351,9351,2018,"bhilai nagar, india",engineering & construction,bacs hitech engineering,private
9352,9352,0,,agro chemicals,upl-2,
9353,9353,1990,"pune, maharashtra, india",real estate,rama group,private
9354,9354,2006,"texas, usa",power,vistra corporate services,private
9355,9355,1987,"raipur, india",automobile,sky automobiles,private
9356,9356,2003,"kolkata, west bengal, india",it services & consulting,matrix media solutions,private
9357,9357,2011,"ahmedabad,gujarat, india",internet,prayosha food services,private
9358,9358,2000,"mumbai, india",real estate,ruparel realty,private
9359,9359,2015,"delhi/ncr, delhi, india",it services & consulting,heureux software solutions,private
9360,9360,2011,"ahmedabad,gujarat, india",internet,prayosha food services,private
9361,9361,1869,"rotterdam, zuid-holland, netherlands",pharma,centrient pharmaceuticals,
9362,9362,1887,"amsterdam, north holland, netherlands",it services & consulting,getronics,private
9363,9363,1992,"chandigarh, india",food processing,rana sugars,public
9364,9364,1970,"mumbai, maharashtra, india",consumer electronics & appliances,accutech power solutions,private
9365,9365,2015,"gurgaon, haryana, india",fintech,creditas solutions,private
9366,9366,2000,"mumbai, india",real estate,ruparel realty,private
9367,9367,2016,"mumbai, maharashtra, india",it services & consulting,edocs solutions,public
9368,9368,0,,agro chemicals,upl-2,
9369,9369,0,,telecom,tata tele business services,
9370,9370,2018,"bhilai nagar, india",engineering & construction,bacs hitech engineering,private
9371,9371,1993,"new delhi, delhi, india",food processing,ready roti,
9372,9372,2009,"mumbai,maharashtra, india",biotechnology,clearsynth,
9373,9373,2006,"gurugram, india",auto components,international centre for automotive technology,
9374,9374,0,,,advics north india,
9375,9375,0,,it services & consulting,cogito tech,
9376,9376,2008,"new delhi, delhi, india",fitness & wellness,energie fitness,
9377,9377,2017,"ahmedabad, gujarat, india",analytics & kpo,confiance bizsol,
9378,9378,1996,"needham, ma, united states (usa)",it services & consulting,syniti,private
9379,9379,2018,"delhi,nct, india",power,juniper green energy,
9380,9380,1981,"wilsonville, oregon, united states (usa)",software product,mentor graphics,public
9381,9381,1964,"hyderabad/secunderabad,telangana, india",pulp & paper,andhra paper,public
9382,9382,0,"noida, uttar pradesh, india",it services & consulting,yamaha motors solutions,
9383,9383,1982,"ahmedabad, gujarat, india",fashion & textile,ashima group,public
9384,9384,2016,"indore,madhya pradesh, india",agriculture,gramophone,private
9385,9385,2014,"mumbai, maharashtra, india",financial services,instarem,private
9386,9386,1973,"ludhiana, india",iron & steel,vardhman special steels,public
9387,9387,2000,"atlanta, new york, united states (usa)",financial services,ice mortgage technology,public
9388,9388,0,,,udaan express,
9389,9389,0,,,udaan express,
9390,9390,2014,"mumbai, maharashtra, india",financial services,instarem,private
9391,9391,1993,"hyderabad/secunderabad,telangana, india",healthcare / pharma,hetro pharma,private
9392,9392,2009,"chennai, india",it services & consulting,colan infotech,private
9393,9393,2000,"ghaziabad, india",chemicals,continental carbon india,private
9394,9394,2005,"noida, uttar pradesh, india",it services & consulting,crestech software,private
9395,9395,1945,"castellanza, italy",metals & mining,tenova,private
9396,9396,2010,"new york, united states",media & entertainment,trace vfx,
9397,9397,1986,"mumbai, maharashtra, india",real estate,sheth developers,private
9398,9398,1978,"ahmedabad, gujarat, india",real estate,pacifica companies,private
9399,9399,1968,"london, united kingdom",oil & gas,caparo group,private
9400,9400,1949,"chennai, india",automobile,vst motors,private
9401,9401,2007,"pune, india",education & training,pune institute of business management,private
9402,9402,1999,"bengaluru, india",power,kptcl,private
9403,9403,2009,"new york, united states",analytics & kpo,cians analytics,private
9404,9404,2011,"new york, ny, united states (usa)",it services & consulting,impactqa,private
9405,9405,1983,"navi mumbai, maharashtra, india",real estate,arihant superstructures,public
9406,9406,1992,"delhi/ncr, new delhi, india",telecom,tulip telecom,public
9407,9407,2002,"bangalore/bengaluru, karnataka, india",logistics,uniworld logistics,private
9408,9408,1984,"new york, us",it services & consulting,computer generated solutions,private
9409,9409,1969,"new delhi, india",hospitality,hotel the royal plaza,private
9410,9410,2001,"mumbai, france",software product,3dplm software solutions,private
9411,9411,1931,"mumbai, india",chemicals,camlin fine sciences,public
9412,9412,2008,"new york, united states",education & training,public school,
9413,9413,2000,"bangalore,karnataka, india",biotechnology,strand life sciences,private
9414,9414,2010,"mumbai, maharashtra, india",it services & consulting,ascentrik research services,private
9415,9415,2013,"pune, india",it services & consulting,zensoft services,private
9416,9416,1999,"san mateo, united states",it services & consulting,model n,private
9417,9417,2002,"tokyo, japan",banking,mizuho bank,private
9418,9418,1990,"pune, india",industrial machinery,sparkline equipments,private
9419,9419,2003,"greater noida, india",industrial machinery,pps international,public
9420,9420,2009,"singapore,singapore, singapore",internet,mystifly consulting,private
9421,9421,1990,"pune, india",industrial machinery,sparkline equipments,private
9422,9422,1872,"paris, france",semiconductors,areva t&d,private
9423,9423,1995,"kolkata, india",iron & steel,shyam ferro alloys,public
9424,9424,2013,"chennai, india",internet,inthree access,private
9425,9425,2016,"bawal, india",industrial machinery,tii india,
9426,9426,2011,"bangalore,karnataka, india",fintech,ezetap mobile solutions,private
9427,9427,2006,"delhi/ncr, delhi, india",education & training,nifa infocomp services,private
9428,9428,1986,"riyadh, saudi arabia",food processing,gulf catering company,
9429,9429,2010,"rajkot, india",recruitment,consultancy services,private
9430,9430,1957,"tokyo, japan",consumer electronics & appliances,pigeon india,private
9431,9431,2009,"mumbai, maharashtra, india",pharma,acg inspection systems,
9432,9432,1983,"bengaluru, india",fashion & textile,go go international,
9433,9433,1985,"safidon, india",food processing,skylark group,
9434,9434,2008,"bengaluru, india",facility management services,dtss,
9435,9435,1989,"mumbai, maharashtra, india",education & training,bse institute,private
9436,9436,1963,"mumbai, india",fmcg,gits food products,private
9437,9437,1917,"gurgaon/gurugram, haryana, india",analytics & kpo,nunhems india,private
9438,9438,2015,"bengaluru/bangalore, karnataka, india",it services & consulting,qapitol qa,private
9439,9439,2011,"kolkata, india",automobile,one auto,private
9440,9440,1990,"edison, united states",it services & consulting,sunrise biztech systems,private
9441,9441,1957,"malmö, sweden",medical equipment,arjohuntleigh healthcare,private
9442,9442,1967,"mumbai, india",education & training,kohinoor technical institute,
9443,9443,1983,"mumbai, india",chemicals / agri inputs,gp petroleums,public
9444,9444,1978,"gurgaon/gurugram, haryana, india",import & export,chelsea mills llp,llp
9445,9445,2004,"jalna, india",iron & steel,bhagyalaxmi rolling mill,private
9446,9446,1984,"degania bet, israel",medical equipment,degania medical devices,private
9447,9447,1996,"al jubail, saudi arabia",oil & gas,al muzain,private
9448,9448,1967,"bangalore, india",architecture & interior design,cc india,private
9449,9449,1931,"mumbai, india",chemicals,camlin fine sciences,public
9450,9450,2009,"chennai, india",it services & consulting,colan infotech,private
9451,9451,1978,"ahmedabad, gujarat, india",real estate,pacifica companies,private
9452,9452,1990,"hyderabad/secunderabad, telangana, india",hardware & networking,avantel,public
9453,9453,1999,"bengaluru, india",power,kptcl,private
9454,9454,2011,"new york, ny, united states (usa)",it services & consulting,impactqa,private
9455,9455,1968,"london, united kingdom",oil & gas,caparo group,private
9456,9456,1949,"chennai, india",automobile,vst motors,private
9457,9457,1994,"noida, uttar pradesh, india",it services & consulting,nippon data systems,private
9458,9458,2004,"new delhi, india",healthcare,rockland hospital,private
9459,9459,2010,"new york, united states",media & entertainment,trace vfx,
9460,9460,1986,"mumbai, maharashtra, india",real estate,sheth developers,private
9461,9461,1984,"delhi/ncr, new delhi, india",management consulting,hero corporate services,private
9462,9462,1962,"satna, india",building material,universal cables,public
9463,9463,1947,"nagpur, india",education & training,gmc nagpur,private
9464,9464,1998,"mumbai, maharashtra, india",non-profit,yuva parivartan,ngo/npo
9465,9465,1989,"new delhi, india",education & training,oxford public school,private
9466,9466,2003,"hamilton, hamilton, united kingdom (uk)",financial services,xl india business services,private
9467,9467,2008,"new delhi, india",non-profit,world health partners,
9468,9468,1979,"surrey, united kingdom (uk)",non-profit,plan international,private
9469,9469,2012,"hyderabad/secunderabad, telangana, india",healthcare,citizens hospital,private
9470,9470,0,"calcutta, west bengal, india",electronics manufacturing,esko die casting,
9471,9471,1991,"thrissur/trichur, kerala, india",electronics manufacturing,hykon,public
9472,9472,2013,"bengaluru, india",education & training,national public school,private
9473,9473,1994,"aurangabad, maharashtra, india",industrial machinery,rucha group of industries,public
9474,9474,1986,"chandigarh, india",engineering & construction,p&r infraprojects,private
9475,9475,2006,"new delhi, india",beauty & personal care,clinic dermatech,
9476,9476,2005,"hyderabad/secunderabad, telangana, india",furniture & furnishing,ahlada engineers,public
9477,9477,2016,"nashik, india",education & training,sandip university,
9478,9478,2007,"new delhi, india",waste management,il&fs environmental infrastructure and services,public
9479,9479,1973,"raipur, india",metals & mining,sarda metals & alloys,public
9480,9480,2014,"delhi,",real estate,reliobrix consulting,private
9481,9481,0,"mumbai, india",,kpmg resource centre,private
9482,9482,2004,"hyderabad, india",media & entertainment,tv9,private
9483,9483,2009,"vadodara, india",pharma,exemed pharmaceuticals,
9484,9484,1946,"jamalpur, india",auto components,guru nanak auto enterprises,private
9485,9485,2011,"hyderabad, india",industrial machinery,firstsource laboratory solutions llp,
9486,9486,1974,"faridabad, india",education & training,modern public school,
9487,9487,2000,"aurangabad, india",auto components,umasons auto compo,
9488,9488,1987,"bikaner, india",fmcg,bikaji foods,public
9489,9489,1998,"hyderabad, india",telecom,aster teleservices,private
9490,9490,1980,"saif zone, sharjah, united arab emirates (uae)",financial services,hofincons group,llc
9491,9491,1996,"mumbai, india",animation & vfx,maya digital studios,private
9492,9492,2011,"chennai, tamil nadu, india",it services & consulting,crescon projects & services,
9493,9493,1991,"rajkot,",engineering & construction,iron triangle limited (back bone office),private
9494,9494,0,,,klm laboratories,
9495,9495,2005,"bengaluru, india",pharma,eurofins advinus,
9496,9496,2008,,software product,fleet studio technologies,
9497,9497,1923,"kozhikode, india",broadcasting,the mathrubhumi printing and publishing,public
9498,9498,2010,"hyderabad, india",it services & consulting,vengai software solutions,
9499,9499,2008,"hyderabad/secunderabad, telangana, india",healthcare,apollo life,private
9500,9500,1915,"riyadh, saudi arabia",telecom,"ministry of health , kingdom of saudi arabia",private
9501,9501,2008,"pune, india",logistics,kider india,
9502,9502,1989,"ahmedabad, gujarat, india",hospitality,tgb banquets and hotels,public
9503,9503,0,"derby,",recruitment,staffnurse,private
9504,9504,2009,"riyadh, saudi arabia",metals & mining,maaden aluminium co,jv
9505,9505,1965,"hyderabad/secunderabad, telangana, india",food processing,srinivasa farms,private
9506,9506,1988,"nagpur, india",industrial machinery,nssl,
9507,9507,2011,"mumbai,maharashtra, india",fitness & wellness,healthassure,private
9508,9508,2003,"edison, new jersey, united states (usa)",it services & consulting,tvisha technologies,private
9509,9509,1995,"new delhi, india",medical equipment,datt mediproducts,private
9510,9510,2013,"pune, maharashtra, india",engineering & construction,vconstruct,private
9511,9511,1945,"castellanza, italy",metals & mining,tenova,private
9512,9512,2008,"new york, united states",education & training,public school,
9513,9513,2006,"bengaluru, india",telecom,d-vois communications,private
9514,9514,2008,"mumbai, india",software product,mobicule technologies,private
9515,9515,2007,"mohali, punjab, india",telecom,htis telecom,private
9516,9516,1967,"kuwait city, kuwait",engineering & construction,kccec,private
9517,9517,2012,"pune, india",pharma,oxalis pharmaceuticals,private
9518,9518,2008,"new delhi, india",engineering & construction,jhajharia nirman,
9519,9519,1999,"hisar, india",power,dakshin haryana bijli vitran nigam,private
9520,9520,2013,"bonn, germany",telecom,deutsche telekom,private
9521,9521,2009,"ann arbor, united states (usa)",it services & consulting,tekwissen,private
9522,9522,1932,"roanoke, holy see (vatican city state)",auto components,advance auto parts,private
9523,9523,2002,"tokyo, japan",banking,mizuho bank,private
9524,9524,2002,"bangalore/bengaluru, karnataka, india",logistics,uniworld logistics,private
9525,9525,2010,"bangalore/bengaluru, karnataka, india",education & training,ekya schools,private
9526,9526,2004,"navi mumbai, india",real estate,reliable spaces,private
9527,9527,2011,"ahmedabad,gujarat, india",facility management services,qarmatek services,private
9528,9528,0,,accounting & auditing,haribhakti & co. llp,
9529,9529,2010,"mumbai,maharashtra, india",retail,brandzstorm india,
9530,9530,1995,"new delhi, india",financial services,aaa capital services,private
9531,9531,1995,"madurai, tamil nadu, india",logistics,solaimalai enterprises,private
9532,9532,2000,"mumbai, india",engineering & construction,jaatvedas construction company,private
9533,9533,2008,"bhopal, madhya pradesh, india",it services & consulting,java r & d,private
9534,9534,2010,"hyderabad/secunderabad, telangana, india",financial services,jocata financial advisory and technology,
9535,9535,1982,"jamnagar, india",education & training,shree satya sai vidyalaya,
9536,9536,0,,,zentiva,
9537,9537,2020,"kolkata,west bengal, india",,tutopia,
9538,9538,0,"harrow, london, uk",accounting & auditing,outbooks outsourcing,
9539,9539,0,,it services & consulting,actalent engineering & sciences,
9540,9540,2018,"london, england, united kingdom (uk)",it services & consulting,latentbridge,private
9541,9541,2020,"kolkata,west bengal, india",,tutopia,
9542,9542,0,,,reliance smart point,
9543,9543,0,,it services & consulting,induct solutions,
9544,9544,0,,,denso kirloskar industries,
9545,9545,0,,,qinecsa solutions,
9546,9546,1997,"louisville, kentucky, united states",it services & consulting,v-soft consulting,private
9547,9547,1886,"stuttgart, germany",automobile,daimler,private
9548,9548,1945,"new york, new york state, united states (usa)",other,united nations,private
9549,9549,2009,"blue ash, united states",bpo,ascendum solutions,
9550,9550,2005,"new delhi, india",engineering & construction,abir infrastructure,private
9551,9551,1994,"delhi/ncr, new delhi, india",fmcg,intec capital,public
9552,9552,2002,"delhi/ncr, delhi, india",it services & consulting,srijan technologies,private
9553,9553,1994,"bangalore/bengaluru, karnataka, india",hospitality,orange county resorts & hotels,private
9554,9554,1999,"bangalore/bengaluru, karnataka, india",electronics manufacturing,coreel technologies,private
9555,9555,1981,"mumbai, maharashtra, india",logistics,arshiya international,public
9556,9556,2009,"mumbai, india",financial services,axis mutual fund,public
9557,9557,1985,"saint-laurent, canada",clinical research,jss medical research,
9558,9558,1997,"burlington, massachusetts, united states",it services & consulting,endurance international group,private
9559,9559,1991,"new delhi, india",retail,lilliput kidswear,private
9560,9560,2002,"gurgaon, india",financial services,futures first info services,private
9561,9561,2014,"jumeirah lakes towers, dubai, united arab emirates (uae)",analytics & kpo,future market insights,private
9562,9562,1964,"kolkata, west bengal, india",engineering & construction,tantia constructions,public
9563,9563,2002,"santa clara, california, united states (usa)",hardware & networking,aruba networks,private
9564,9564,1970,"strangnas , sweden",industrial automation,spm instrument,private
9565,9565,1982,"mumbai, maharashtra, india",industrial automation,labindia instruments,private
9566,9566,1998,"hyderabad/secunderabad, telangana, india",printing & publishing,nisc export services,private
9567,9567,2000,"hyderabad, india",it services & consulting,metaminds software solutions,private
9568,9568,2007,"new jersey, india",recruitment,net2source,private
9569,9569,1982,"mumbai, maharashtra, india",industrial automation,labindia instruments,private
