00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,06-MarScoToc-mastercap,07-silvestri-market_value_apr_2022,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,03-gren-market_capitalization_usd
,hkdoll_42.20 billion,,,,,,,
,hkdoll_42.56 billion,,,,,,,
,cn¥34.61 billion,,,,,,,
,cn¥34.42 billion,,,,,,,
,cn¥34.80 billion,,,,,,,
,€4.98 billion,,,,,,,
,cn¥35.07 billion,,,,,,,
,cn¥35.35 billion,,,,,,,
,cn¥35.36 billion,,,,,,,
,cn¥35.24 billion,,,,,,,
,cn¥35.51 billion,,,,,,,
,cn¥35.64 billion,,,,,,,
,cn¥35.78 billion,,,,,,,
,cn¥35.78 billion,,,,,,,
,cn¥36.30 billion,,,,,,,
,cn¥35.92 billion,,,,,,,
,cn¥36.05 billion,,,,,,,
,cn¥36.40 billion,,,,,,,
,cn¥36.34 billion,,,,,,,
,cn¥36.47 billion,,,,,,,
,cn¥36.48 billion,,,,,,,
,cn¥36.35 billion,,,,,,,
,cn¥36.56 billion,,,,,,,
,cn¥36.61 billion,,,,,,,
,cn¥36.69 billion,,,,,,,
,cn¥37.20 billion,,,,,,,
,cn¥37.06 billion,,,,,,,
,cn¥36.88 billion,,,,,,,
,cn¥36.98 billion,,,,,,,
,cn¥36.97 billion,,,,,,,
,hkdoll_46.07 billion,,,,,,,
,hkdoll_46.32 billion,,,,,,,
,cn¥37.78 billion,,,,,,,
,doll_5.99 billion,,,,,,,
,cn¥37.76 billion,,,,,,,
,cn¥38.07 billion,,,,,,,
,cn¥38.13 billion,,,,,,,
,cn¥38.26 billion,,,,,,,
,₪1.9 million,,,,,,,
,₪1.9 million,,,,,,,
,cn¥38.31 billion,,,,,,,
,"₪625,429",,,,,,,
,₪2.0 million,,,,,,,
,₪2.0 million,,,,,,,
,"₪683,259",,,,,,,
,₪2.0 million,,,,,,,
,₪2.1 million,,,,,,,
,₪2.2 million,,,,,,,
,₪2.2 million,,,,,,,
,"₪707,349",,,,,,,
,₪2.3 million,,,,,,,
,₪2.3 million,,,,,,,
,₪2.3 million,,,,,,,
,₪2.4 million,,,,,,,
,"₪781,183",,,,,,,
,₪2.4 million,,,,,,,
,₪2.5 million,,,,,,,
,₪2.5 million,,,,,,,
,₪2.5 million,,,,,,,
,₪2.5 million,,,,,,,
,₪2.5 million,,,,,,,
,₪2.5 million,,,,,,,
,₪2.6 million,,,,,,,
,₪2.6 million,,,,,,,
,₪2.6 million,,,,,,,
,₪1.0 million,,,,,,,
,₪2.6 million,,,,,,,
,₪2.6 million,,,,,,,
,₪2.7 million,,,,,,,
,₪2.7 million,,,,,,,
,₪2.7 million,,,,,,,
,₪2.7 million,,,,,,,
,₪2.8 million,,,,,,,
,"₪884,458",,,,,,,
,₪2.8 million,,,,,,,
,₪2.8 million,,,,,,,
,₪2.9 million,,,,,,,
,"₪920,840",,,,,,,
,€161.2 million,,,,,,,
,€162.1 million,,,,,,,
,€162.0 million,,,,,,,
,€174.6 million,,,,,,,
,€173.4 million,,,,,,,
,€162.3 million,,,,,,,
,€167.2 million,,,,,,,
,€174.9 million,,,,,,,
,€174.9 million,,,,,,,
,€176.5 million,,,,,,,
,€177.7 million,,,,,,,
,€176.0 million,,,,,,,
,€177.9 million,,,,,,,
,€177.8 million,,,,,,,
,€184.6 million,,,,,,,
,€183.2 million,,,,,,,
,€178.0 million,,,,,,,
,€181.6 million,,,,,,,
,€188.9 million,,,,,,,
,€188.0 million,,,,,,,
,€190.0 million,,,,,,,
,€191.2 million,,,,,,,
,€191.2 million,,,,,,,
,€192.1 million,,,,,,,
,€192.2 million,,,,,,,
,€185.3 million,,,,,,,
,€196.7 million,,,,,,,
,€196.8 million,,,,,,,
,€201.2 million,,,,,,,
,€198.0 million,,,,,,,
,doll_226.9 million,,,,,,,
,€202.0 million,,,,,,,
,€205.6 million,,,,,,,
,€203.2 million,,,,,,,
,€210.2 million,,,,,,,
,€212.2 million,,,,,,,
,doll_233.6 million,,,,,,,
,€223.0 million,,,,,,,
,€213.0 million,,,,,,,
,€216.7 million,,,,,,,
,€227.1 million,,,,,,,
,€232.5 million,,,,,,,
,€234.2 million,,,,,,,
,cn¥39.01 billion,,,,,,,
,cn¥39.19 billion,,,,,,,
,€227.8 million,,,,,,,
,cn¥39.57 billion,,,,,,,
,cn¥39.61 billion,,,,,,,
,cn¥39.59 billion,,,,,,,
,cn¥39.62 billion,,,,,,,
,cn¥39.88 billion,,,,,,,
,cn¥39.89 billion,,,,,,,
,hkdoll_49.19 billion,,,,,,,
,cn¥40.16 billion,,,,,,,
,cn¥40.10 billion,,,,,,,
,cn¥40.01 billion,,,,,,,
,€5.72 billion,,,,,,,
,cn¥40.35 billion,,,,,,,
,cn¥40.91 billion,,,,,,,
,cn¥41.01 billion,,,,,,,
,cn¥41.26 billion,,,,,,,
,cn¥41.15 billion,,,,,,,
,cn¥41.12 billion,,,,,,,
,doll_6.58 billion,,,,,,,
,cn¥41.52 billion,,,,,,,
,cn¥41.97 billion,,,,,,,
,hkdoll_51.95 billion,,,,,,,
,cn¥42.20 billion,,,,,,,
,cn¥42.94 billion,,,,,,,
,cn¥42.56 billion,,,,,,,
,cn¥42.65 billion,,,,,,,
,cn¥43.27 billion,,,,,,,
,cn¥43.27 billion,,,,,,,
,cn¥43.82 billion,,,,,,,
,cn¥44.07 billion,,,,,,,
,hkdoll_54.14 billion,,,,,,,
,cn¥44.19 billion,,,,,,,
,cn¥44.40 billion,,,,,,,
,cn¥44.58 billion,,,,,,,
,hkdoll_54.41 billion,,,,,,,
,cn¥44.69 billion,,,,,,,
,€6.36 billion,,,,,,,
,cn¥44.83 billion,,,,,,,
,doll_7.06 billion,,,,,,,
,cn¥44.97 billion,,,,,,,
,cn¥45.34 billion,,,,,,,
,cn¥45.45 billion,,,,,,,
,cn¥45.49 billion,,,,,,,
,cn¥45.73 billion,,,,,,,
,cn¥46.76 billion,,,,,,,
,cn¥46.08 billion,,,,,,,
,hkdoll_57.10 billion,,,,,,,
,"chf668,010",,,,,,,
,chf1.9 million,,,,,,,
,chf3.2 million,,,,,,,
,chf13.3 million,,,,,,,
,chf5.8 million,,,,,,,
,chf3.9 million,,,,,,,
,kr67.4 million,,,,,,,
,chf6.9 million,,,,,,,
,chf15.0 million,,,,,,,
,chf11.0 million,,,,,,,
,chf17.9 million,,,,,,,
,€15.8 million,,,,,,,
,doll_20.7 million,,,,,,,
,chf21.0 million,,,,,,,
,chf25.5 million,,,,,,,
,chf24.6 million,,,,,,,
,chf26.8 million,,,,,,,
,chf28.9 million,,,,,,,
,chf28.4 million,,,,,,,
,chf46.4 million,,,,,,,
,kr349.9 million,,,,,,,
,€28.8 million,,,,,,,
,chf47.1 million,,,,,,,
,chf62.5 million,,,,,,,
,chf50.7 million,,,,,,,
,chf67.2 million,,,,,,,
,€66.3 million,,,,,,,
,chf69.2 million,,,,,,,
,₹89.3 million,,,,,,,
,₹102.9 million,,,,,,,
,₹91.8 million,,,,,,,
,₹107.4 million,,,,,,,
,₹108.5 million,,,,,,,
,₹114.8 million,,,,,,,
,₹117.8 million,,,,,,,
,₹125.8 million,,,,,,,
,₹120.9 million,,,,,,,
,₹129.2 million,,,,,,,
,₹118.1 million,,,,,,,
,₹129.4 million,,,,,,,
,₹136.9 million,,,,,,,
,₹141.1 million,,,,,,,
,₹150.5 million,,,,,,,
,₹143.0 million,,,,,,,
,₹172.1 million,,,,,,,
,₹174.1 million,,,,,,,
,₹178.0 million,,,,,,,
,₹178.2 million,,,,,,,
,₹192.8 million,,,,,,,
,₹182.9 million,,,,,,,
,₹203.7 million,,,,,,,
,₹198.5 million,,,,,,,
,₹205.4 million,,,,,,,
,₹214.4 million,,,,,,,
,₹233.1 million,,,,,,,
,₹236.4 million,,,,,,,
,₹256.1 million,,,,,,,
,₹241.7 million,,,,,,,
,₹254.6 million,,,,,,,
,₪9.0 million,,,,,,,
,₹257.4 million,,,,,,,
,₪10.5 million,,,,,,,
,₪4.5 million,,,,,,,
,₪4.2 million,,,,,,,
,₪4.4 million,,,,,,,
,₪30.0 million,,,,,,,
,₪4.0 million,,,,,,,
,₪19.7 million,,,,,,,
,₪117.6 million,,,,,,,
,₪137.1 million,,,,,,,
,doll_52.3 million,,,,,,,
,₪128.6 million,,,,,,,
,doll_56.1 million,,,,,,,
,£50.1 million,,,,,,,
,₪251.5 million,,,,,,,
,₪2.4 million,,,,,,,
,₪263.9 million,,,,,,,
,doll_90.6 million,,,,,,,
,₪205.8 million,,,,,,,
,₪297.9 million,,,,,,,
,doll_104.9 million,,,,,,,
,₪325.8 million,,,,,,,
,doll_104.9 million,,,,,,,
,₪317.6 million,,,,,,,
,₪329.5 million,,,,,,,
,₪340.8 million,,,,,,,
,doll_111.4 million,,,,,,,
,₪354.4 million,,,,,,,
,₪348.2 million,,,,,,,
,₪351.8 million,,,,,,,
,₪367.1 million,,,,,,,
,₪357.4 million,,,,,,,
,doll_119.7 million,,,,,,,
,₪367.7 million,,,,,,,
,₪379.7 million,,,,,,,
,₪372.4 million,,,,,,,
,doll_124.8 million,,,,,,,
,adoll_163.0 million,,,,,,,
,₪392.4 million,,,,,,,
,€114.8 million,,,,,,,
,₪404.5 million,,,,,,,
,€229.7 million,,,,,,,
,€252.8 million,,,,,,,
,€247.3 million,,,,,,,
,€250.5 million,,,,,,,
,€253.0 million,,,,,,,
,€256.0 million,,,,,,,
,€266.0 million,,,,,,,
,€269.6 million,,,,,,,
,€265.5 million,,,,,,,
,€266.9 million,,,,,,,
,€282.5 million,,,,,,,
,€282.4 million,,,,,,,
,€286.9 million,,,,,,,
,€297.5 million,,,,,,,
,€295.2 million,,,,,,,
,€302.3 million,,,,,,,
,€280.5 million,,,,,,,
,€303.3 million,,,,,,,
,€309.3 million,,,,,,,
,€314.8 million,,,,,,,
,€315.5 million,,,,,,,
,€306.7 million,,,,,,,
,€316.4 million,,,,,,,
,€320.4 million,,,,,,,
,€328.6 million,,,,,,,
,€343.5 million,,,,,,,
,€332.3 million,,,,,,,
,€326.2 million,,,,,,,
,€343.5 million,,,,,,,
,€343.6 million,,,,,,,
,€359.3 million,,,,,,,
,€344.1 million,,,,,,,
,€362.6 million,,,,,,,
,€343.8 million,,,,,,,
,€360.5 million,,,,,,,
,€363.3 million,,,,,,,
,€373.9 million,,,,,,,
,€390.0 million,,,,,,,
,€387.9 million,,,,,,,
,€392.3 million,,,,,,,
,€389.4 million,,,,,,,
,€394.0 million,,,,,,,
,€394.2 million,,,,,,,
,€402.2 million,,,,,,,
,€397.4 million,,,,,,,
,€408.3 million,,,,,,,
,€435.2 million,,,,,,,
,€406.6 million,,,,,,,
,cn¥48.12 billion,,,,,,,
,cn¥47.70 billion,,,,,,,
,cn¥48.54 billion,,,,,,,
,cn¥48.84 billion,,,,,,,
,cn¥49.21 billion,,,,,,,
,hkdoll_60.97 billion,,,,,,,
,cn¥50.32 billion,,,,,,,
,cn¥49.83 billion,,,,,,,
,doll_7.93 billion,,,,,,,
,cn¥50.42 billion,,,,,,,
,cn¥50.49 billion,,,,,,,
,cn¥50.49 billion,,,,,,,
,cn¥51.23 billion,,,,,,,
,cn¥50.76 billion,,,,,,,
,cn¥51.28 billion,,,,,,,
,cn¥51.84 billion,,,,,,,
,cn¥51.78 billion,,,,,,,
,cn¥52.11 billion,,,,,,,
,cn¥52.49 billion,,,,,,,
,cn¥52.92 billion,,,,,,,
,cn¥52.92 billion,,,,,,,
,cn¥53.52 billion,,,,,,,
,hkdoll_67.24 billion,,,,,,,
,cn¥53.30 billion,,,,,,,
,cn¥54.60 billion,,,,,,,
,cn¥54.34 billion,,,,,,,
,cn¥54.74 billion,,,,,,,
,cn¥55.02 billion,,,,,,,
,cn¥55.05 billion,,,,,,,
,cn¥55.40 billion,,,,,,,
,cn¥55.47 billion,,,,,,,
,cn¥56.49 billion,,,,,,,
,cn¥56.36 billion,,,,,,,
,cn¥56.07 billion,,,,,,,
,cn¥56.78 billion,,,,,,,
,hkdoll_70.15 billion,,,,,,,
,doll_8.97 billion,,,,,,,
,cn¥57.34 billion,,,,,,,
,cn¥58.21 billion,,,,,,,
,cn¥58.30 billion,,,,,,,
,cn¥59.94 billion,,,,,,,
,doll_9.45 billion,,,,,,,
,cn¥60.22 billion,,,,,,,
,cn¥60.58 billion,,,,,,,
,cn¥60.70 billion,,,,,,,
,cn¥61.21 billion,,,,,,,
,chf102.5 million,,,,,,,
,chf105.1 million,,,,,,,
,doll_114.0 million,,,,,,,
,cn¥61.81 billion,,,,,,,
,chf107.7 million,,,,,,,
,kr1.08 billion,,,,,,,
,chf114.9 million,,,,,,,
,£100.4 million,,,,,,,
,chf117.4 million,,,,,,,
,chf121.0 million,,,,,,,
,chf127.8 million,,,,,,,
,chf132.6 million,,,,,,,
,chf136.5 million,,,,,,,
,chf131.8 million,,,,,,,
,chf139.5 million,,,,,,,
,chf137.1 million,,,,,,,
,chf139.7 million,,,,,,,
,chf148.8 million,,,,,,,
,chf142.0 million,,,,,,,
,chf150.8 million,,,,,,,
,doll_165.4 million,,,,,,,
,chf151.5 million,,,,,,,
,chf154.3 million,,,,,,,
,chf171.8 million,,,,,,,
,chf172.2 million,,,,,,,
,chf175.5 million,,,,,,,
,chf168.8 million,,,,,,,
,chf177.1 million,,,,,,,
,chf194.5 million,,,,,,,
,chf193.1 million,,,,,,,
,€220.0 million,,,,,,,
,chf191.5 million,,,,,,,
,chf206.7 million,,,,,,,
,chf230.8 million,,,,,,,
,chf232.3 million,,,,,,,
,chf238.2 million,,,,,,,
,chf253.8 million,,,,,,,
,€225.9 million,,,,,,,
,chf253.3 million,,,,,,,
,doll_289.5 million,,,,,,,
,€297.4 million,,,,,,,
,doll_323.1 million,,,,,,,
,chf306.1 million,,,,,,,
,chf303.1 million,,,,,,,
,chf328.7 million,,,,,,,
,₹449.3 million,,,,,,,
,₹458.1 million,,,,,,,
,₹463.7 million,,,,,,,
,₹431.2 million,,,,,,,
,chf331.2 million,,,,,,,
,₹469.8 million,,,,,,,
,₹473.9 million,,,,,,,
,₹477.6 million,,,,,,,
,₹516.5 million,,,,,,,
,₹507.4 million,,,,,,,
,₹511.8 million,,,,,,,
,₹488.7 million,,,,,,,
,₹569.0 million,,,,,,,
,₹592.0 million,,,,,,,
,₹566.3 million,,,,,,,
,₹654.2 million,,,,,,,
,₹594.9 million,,,,,,,
,₹590.0 million,,,,,,,
,₹671.1 million,,,,,,,
,₹665.6 million,,,,,,,
,₹690.8 million,,,,,,,
,₹669.6 million,,,,,,,
,₹702.6 million,,,,,,,
,₹665.2 million,,,,,,,
,₹703.1 million,,,,,,,
,₹732.6 million,,,,,,,
,₹726.8 million,,,,,,,
,₹747.4 million,,,,,,,
,₹898.2 million,,,,,,,
,₹935.7 million,,,,,,,
,₹824.1 million,,,,,,,
,₹957.1 million,,,,,,,
,₹980.9 million,,,,,,,
,not found,,,,,,,
,₹993.7 million,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,€632.4 million,,,,,,,
,€604.0 million,,,,,,,
,€627.5 million,,,,,,,
,€631.8 million,,,,,,,
,€646.7 million,,,,,,,
,€648.6 million,,,,,,,
,€631.9 million,,,,,,,
,€672.0 million,,,,,,,
,€675.7 million,,,,,,,
,€679.1 million,,,,,,,
,€720.7 million,,,,,,,
,€680.1 million,,,,,,,
,€684.0 million,,,,,,,
,doll_803.2 million,,,,,,,
,€731.0 million,,,,,,,
,€733.7 million,,,,,,,
,€739.1 million,,,,,,,
,€740.8 million,,,,,,,
,€733.5 million,,,,,,,
,€755.7 million,,,,,,,
,€780.0 million,,,,,,,
,€789.2 million,,,,,,,
,€792.9 million,,,,,,,
,€797.7 million,,,,,,,
,€800.5 million,,,,,,,
,€793.5 million,,,,,,,
,€806.2 million,,,,,,,
,€817.5 million,,,,,,,
,€798.4 million,,,,,,,
,doll_925.1 million,,,,,,,
,€823.6 million,,,,,,,
,€854.6 million,,,,,,,
,€848.3 million,,,,,,,
,€876.0 million,,,,,,,
,€915.7 million,,,,,,,
,doll_1.02 billion,,,,,,,
,€928.8 million,,,,,,,
,€951.8 million,,,,,,,
,€988.2 million,,,,,,,
,€945.7 million,,,,,,,
,€295.2 million,,,,,,,
,€299.9 million,,,,,,,
,€300.3 million,,,,,,,
,€293.1 million,,,,,,,
,€301.2 million,,,,,,,
,€321.4 million,,,,,,,
,€308.7 million,,,,,,,
,€335.1 million,,,,,,,
,€318.1 million,,,,,,,
,€332.0 million,,,,,,,
,€337.1 million,,,,,,,
,€344.8 million,,,,,,,
,€345.8 million,,,,,,,
,€347.6 million,,,,,,,
,€355.1 million,,,,,,,
,€192.4 million,,,,,,,
,€361.5 million,,,,,,,
,€367.7 million,,,,,,,
,€190.1 million,,,,,,,
,€381.4 million,,,,,,,
,€195.2 million,,,,,,,
,€384.4 million,,,,,,,
,€399.4 million,,,,,,,
,€192.0 million,,,,,,,
,€409.2 million,,,,,,,
,€406.1 million,,,,,,,
,€425.1 million,,,,,,,
,€198.0 million,,,,,,,
,€430.1 million,,,,,,,
,€202.6 million,,,,,,,
,€208.3 million,,,,,,,
,€198.0 million,,,,,,,
,doll_488.8 million,,,,,,,
,€213.7 million,,,,,,,
,€216.5 million,,,,,,,
,€446.6 million,,,,,,,
,doll_494.5 million,,,,,,,
,doll_239.5 million,,,,,,,
,€460.1 million,,,,,,,
,€467.0 million,,,,,,,
,€465.3 million,,,,,,,
,€217.4 million,,,,,,,
,€216.9 million,,,,,,,
,€220.0 million,,,,,,,
,€225.4 million,,,,,,,
,€467.6 million,,,,,,,
,€478.7 million,,,,,,,
,€228.3 million,,,,,,,
,€484.2 million,,,,,,,
,€221.2 million,,,,,,,
,€470.5 million,,,,,,,
,€503.8 million,,,,,,,
,€481.0 million,,,,,,,
,€231.5 million,,,,,,,
,€235.6 million,,,,,,,
,€236.1 million,,,,,,,
,€232.4 million,,,,,,,
,€506.6 million,,,,,,,
,€193.1 million,,,,,,,
,€236.5 million,,,,,,,
,€197.8 million,,,,,,,
,€237.4 million,,,,,,,
,€236.7 million,,,,,,,
,€226.4 million,,,,,,,
,€188.5 million,,,,,,,
,€489.1 million,,,,,,,
,€237.9 million,,,,,,,
,€237.6 million,,,,,,,
,€207.0 million,,,,,,,
,€236.6 million,,,,,,,
,€209.0 million,,,,,,,
,€200.6 million,,,,,,,
,€246.0 million,,,,,,,
,€249.8 million,,,,,,,
,€230.0 million,,,,,,,
,€251.2 million,,,,,,,
,€264.9 million,,,,,,,
,€220.4 million,,,,,,,
,€255.6 million,,,,,,,
,€265.2 million,,,,,,,
,hkdoll_2.31 billion,,,,,,,
,€278.0 million,,,,,,,
,€276.5 million,,,,,,,
,€278.5 million,,,,,,,
,€275.6 million,,,,,,,
,€282.1 million,,,,,,,
,€281.9 million,,,,,,,
,€284.4 million,,,,,,,
,€521.2 million,,,,,,,
,€522.2 million,,,,,,,
,€510.0 million,,,,,,,
,€510.9 million,,,,,,,
,€534.8 million,,,,,,,
,€531.2 million,,,,,,,
,€549.1 million,,,,,,,
,€543.5 million,,,,,,,
,€563.0 million,,,,,,,
,€565.7 million,,,,,,,
,€572.7 million,,,,,,,
,€588.9 million,,,,,,,
,€989.1 million,,,,,,,
,€997.1 million,,,,,,,
,€1.04 billion,,,,,,,
,€1.01 billion,,,,,,,
,€1.02 billion,,,,,,,
,€1.04 billion,,,,,,,
,€1.05 billion,,,,,,,
,€1.08 billion,,,,,,,
,€1.04 billion,,,,,,,
,not found,,,,,,,
,€1.07 billion,,,,,,,
,€103.4 million,,,,,,,
,€103.7 million,,,,,,,
,€103.8 million,,,,,,,
,€104.0 million,,,,,,,
,€103.8 million,,,,,,,
,€105.5 million,,,,,,,
,€106.1 million,,,,,,,
,€106.5 million,,,,,,,
,€107.4 million,,,,,,,
,€108.1 million,,,,,,,
,€110.9 million,,,,,,,
,€109.9 million,,,,,,,
,€109.4 million,,,,,,,
,€110.5 million,,,,,,,
,€112.1 million,,,,,,,
,€118.0 million,,,,,,,
,€111.7 million,,,,,,,
,€113.8 million,,,,,,,
,€119.5 million,,,,,,,
,€123.8 million,,,,,,,
,€128.0 million,,,,,,,
,€124.5 million,,,,,,,
,€123.4 million,,,,,,,
,€129.4 million,,,,,,,
,€131.3 million,,,,,,,
,€134.8 million,,,,,,,
,€135.3 million,,,,,,,
,€142.5 million,,,,,,,
,€139.4 million,,,,,,,
,€143.5 million,,,,,,,
,€145.2 million,,,,,,,
,€147.2 million,,,,,,,
,€147.4 million,,,,,,,
,€154.4 million,,,,,,,
,€157.6 million,,,,,,,
,€159.0 million,,,,,,,
,€158.6 million,,,,,,,
,€160.1 million,,,,,,,
,€162.4 million,,,,,,,
,€160.8 million,,,,,,,
,€64.3 million,,,,,,,
,€64.3 million,,,,,,,
,€66.4 million,,,,,,,
,€66.3 million,,,,,,,
,€65.1 million,,,,,,,
,€65.4 million,,,,,,,
,€68.3 million,,,,,,,
,doll_76.2 million,,,,,,,
,€71.0 million,,,,,,,
,€71.3 million,,,,,,,
,€70.5 million,,,,,,,
,€71.4 million,,,,,,,
,€71.8 million,,,,,,,
,doll_80.0 million,,,,,,,
,€73.9 million,,,,,,,
,€75.4 million,,,,,,,
,€77.5 million,,,,,,,
,€74.8 million,,,,,,,
,€76.5 million,,,,,,,
,€78.6 million,,,,,,,
,doll_86.0 million,,,,,,,
,€78.6 million,,,,,,,
,€80.3 million,,,,,,,
,€84.5 million,,,,,,,
,€79.5 million,,,,,,,
,€87.3 million,,,,,,,
,adoll_128.0 million,,,,,,,
,€87.0 million,,,,,,,
,€87.8 million,,,,,,,
,€88.3 million,,,,,,,
,€88.4 million,,,,,,,
,€90.8 million,,,,,,,
,€89.6 million,,,,,,,
,€92.8 million,,,,,,,
,€93.1 million,,,,,,,
,€89.5 million,,,,,,,
,€93.4 million,,,,,,,
,€93.9 million,,,,,,,
,€93.7 million,,,,,,,
,€94.3 million,,,,,,,
,€94.5 million,,,,,,,
,€94.3 million,,,,,,,
,€36.8 million,,,,,,,
,€37.8 million,,,,,,,
,€37.0 million,,,,,,,
,€37.7 million,,,,,,,
,€38.6 million,,,,,,,
,€38.7 million,,,,,,,
,€39.5 million,,,,,,,
,€39.6 million,,,,,,,
,€39.8 million,,,,,,,
,€40.3 million,,,,,,,
,€39.9 million,,,,,,,
,€40.7 million,,,,,,,
,€40.9 million,,,,,,,
,€42.0 million,,,,,,,
,€41.8 million,,,,,,,
,€41.9 million,,,,,,,
,€42.8 million,,,,,,,
,€42.7 million,,,,,,,
,€43.1 million,,,,,,,
,€43.9 million,,,,,,,
,€43.2 million,,,,,,,
,€44.0 million,,,,,,,
,€44.1 million,,,,,,,
,€45.4 million,,,,,,,
,€45.5 million,,,,,,,
,€44.2 million,,,,,,,
,€48.1 million,,,,,,,
,€47.4 million,,,,,,,
,€49.8 million,,,,,,,
,€50.2 million,,,,,,,
,€52.0 million,,,,,,,
,€52.6 million,,,,,,,
,€49.8 million,,,,,,,
,€53.7 million,,,,,,,
,€54.1 million,,,,,,,
,€55.6 million,,,,,,,
,€55.7 million,,,,,,,
,€58.1 million,,,,,,,
,€58.1 million,,,,,,,
,doll_64.9 million,,,,,,,
,doll_64.4 million,,,,,,,
,€13.9 million,,,,,,,
,€14.0 million,,,,,,,
,€15.1 million,,,,,,,
,€14.4 million,,,,,,,
,€14.3 million,,,,,,,
,€15.5 million,,,,,,,
,€16.1 million,,,,,,,
,€15.9 million,,,,,,,
,€15.9 million,,,,,,,
,€16.2 million,,,,,,,
,€16.5 million,,,,,,,
,€17.2 million,,,,,,,
,€18.2 million,,,,,,,
,€18.8 million,,,,,,,
,€19.2 million,,,,,,,
,€19.3 million,,,,,,,
,€20.9 million,,,,,,,
,€21.1 million,,,,,,,
,€21.6 million,,,,,,,
,€22.8 million,,,,,,,
,€22.1 million,,,,,,,
,€25.3 million,,,,,,,
,€25.3 million,,,,,,,
,€24.4 million,,,,,,,
,€25.5 million,,,,,,,
,€25.9 million,,,,,,,
,€25.8 million,,,,,,,
,€26.4 million,,,,,,,
,€26.0 million,,,,,,,
,€26.5 million,,,,,,,
,€27.3 million,,,,,,,
,€28.2 million,,,,,,,
,€29.0 million,,,,,,,
,€29.7 million,,,,,,,
,€29.3 million,,,,,,,
,€30.1 million,,,,,,,
,€30.0 million,,,,,,,
,€30.1 million,,,,,,,
,€30.4 million,,,,,,,
,€30.3 million,,,,,,,
,€31.2 million,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,"€443,452",,,,,,,
,"€555,300",,,,,,,
,€1.2 million,,,,,,,
,€2.6 million,,,,,,,
,€2.3 million,,,,,,,
,€2.8 million,,,,,,,
,€3.2 million,,,,,,,
,€3.6 million,,,,,,,
,€3.6 million,,,,,,,
,€4.4 million,,,,,,,
,€4.5 million,,,,,,,
,€4.7 million,,,,,,,
,€3.2 million,,,,,,,
,€6.0 million,,,,,,,
,€7.3 million,,,,,,,
,€6.3 million,,,,,,,
,not found,,,,,,,
,€7.6 million,,,,,,,
,€7.9 million,,,,,,,
,€7.8 million,,,,,,,
,€8.0 million,,,,,,,
,€9.0 million,,,,,,,
,€8.4 million,,,,,,,
,€8.6 million,,,,,,,
,€8.2 million,,,,,,,
,€9.1 million,,,,,,,
,€9.4 million,,,,,,,
,€10.2 million,,,,,,,
,€10.2 million,,,,,,,
,€10.4 million,,,,,,,
,€10.8 million,,,,,,,
,€10.5 million,,,,,,,
,€10.1 million,,,,,,,
,€11.1 million,,,,,,,
,€12.1 million,,,,,,,
,€11.0 million,,,,,,,
,€12.1 million,,,,,,,
,€11.4 million,,,,,,,
,€33.2 million,,,,,,,
,€13.2 million,,,,,,,
,€32.9 million,,,,,,,
,€34.2 million,,,,,,,
,€34.2 million,,,,,,,
,€35.4 million,,,,,,,
,€35.7 million,,,,,,,
,€59.1 million,,,,,,,
,€36.0 million,,,,,,,
,€36.1 million,,,,,,,
,€36.0 million,,,,,,,
,€60.9 million,,,,,,,
,€61.5 million,,,,,,,
,€61.8 million,,,,,,,
,€62.8 million,,,,,,,
,€62.3 million,,,,,,,
,€63.5 million,,,,,,,
,€63.2 million,,,,,,,
,€64.2 million,,,,,,,
,€96.4 million,,,,,,,
,€97.9 million,,,,,,,
,€96.4 million,,,,,,,
,€95.6 million,,,,,,,
,€102.0 million,,,,,,,
,€99.6 million,,,,,,,
,€102.9 million,,,,,,,
,€168.6 million,,,,,,,
,€103.2 million,,,,,,,
,€169.7 million,,,,,,,
,€162.5 million,,,,,,,
,€166.3 million,,,,,,,
,doll_187.5 million,,,,,,,
,€166.5 million,,,,,,,
,€176.1 million,,,,,,,
,€180.1 million,,,,,,,
,€180.4 million,,,,,,,
,€182.2 million,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,"£184,789",,,,,,,
,not found,,,,,,,
,₽81.0 million,,,,,,,
,₽2.3 million,,,,,,,
,₽260.5 million,,,,,,,
,₽355.0 million,,,,,,,
,₽657.5 million,,,,,,,
,₽536.3 million,,,,,,,
,₽573.1 million,,,,,,,
,₽395.2 million,,,,,,,
,₽710.3 million,,,,,,,
,₽721.5 million,,,,,,,
,₽656.9 million,,,,,,,
,₽684.0 million,,,,,,,
,₽825.5 million,,,,,,,
,₽648.3 million,,,,,,,
,₽850.7 million,,,,,,,
,₽930.3 million,,,,,,,
