00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,06-MarScoToc-mastercap,07-silvestri-market_value_apr_2022,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,03-gren-market_capitalization_usd
,cdoll_121.2 million,,,,,,,
,cdoll_90.5 million,,,,,,,
,adoll_96.4 million,,,,,,,
,cdoll_90.5 million,,,,,,,
,doll_72.4 million,,,,,,,
,cdoll_91.0 million,,,,,,,
,cdoll_90.4 million,,,,,,,
,€66.0 million,,,,,,,
,£55.5 million,,,,,,,
,cdoll_92.0 million,,,,,,,
,cdoll_90.9 million,,,,,,,
,doll_73.8 million,,,,,,,
,€66.5 million,,,,,,,
,€68.8 million,,,,,,,
,€67.3 million,,,,,,,
,cdoll_95.4 million,,,,,,,
,€67.9 million,,,,,,,
,cdoll_95.7 million,,,,,,,
,cdoll_96.5 million,,,,,,,
,cdoll_97.3 million,,,,,,,
,cdoll_97.4 million,,,,,,,
,cdoll_98.4 million,,,,,,,
,€70.3 million,,,,,,,
,cdoll_98.4 million,,,,,,,
,cdoll_98.9 million,,,,,,,
,€71.5 million,,,,,,,
,cdoll_99.4 million,,,,,,,
,cdoll_99.7 million,,,,,,,
,€71.6 million,,,,,,,
,cdoll_99.6 million,,,,,,,
,cdoll_100.3 million,,,,,,,
,cdoll_100.6 million,,,,,,,
,cdoll_100.6 million,,,,,,,
,cdoll_100.4 million,,,,,,,
,cdoll_101.1 million,,,,,,,
,cdoll_101.8 million,,,,,,,
,cdoll_103.2 million,,,,,,,
,cdoll_102.2 million,,,,,,,
,cdoll_101.9 million,,,,,,,
,cdoll_103.4 million,,,,,,,
,cdoll_103.8 million,,,,,,,
,cdoll_103.2 million,,,,,,,
,cdoll_104.0 million,,,,,,,
,cdoll_76.8 million,,,,,,,
,cdoll_76.7 million,,,,,,,
,cdoll_77.2 million,,,,,,,
,cdoll_77.0 million,,,,,,,
,cdoll_77.2 million,,,,,,,
,cdoll_77.3 million,,,,,,,
,cdoll_78.5 million,,,,,,,
,cdoll_77.5 million,,,,,,,
,cdoll_78.8 million,,,,,,,
,cdoll_77.7 million,,,,,,,
,doll_63.0 million,,,,,,,
,cdoll_79.3 million,,,,,,,
,cdoll_79.2 million,,,,,,,
,cdoll_79.4 million,,,,,,,
,cdoll_80.3 million,,,,,,,
,€58.2 million,,,,,,,
,cdoll_80.4 million,,,,,,,
,cdoll_80.9 million,,,,,,,
,cdoll_81.9 million,,,,,,,
,cdoll_81.6 million,,,,,,,
,doll_65.8 million,,,,,,,
,cdoll_83.0 million,,,,,,,
,cdoll_83.0 million,,,,,,,
,cdoll_83.1 million,,,,,,,
,cdoll_83.9 million,,,,,,,
,€60.9 million,,,,,,,
,cdoll_85.5 million,,,,,,,
,cdoll_86.1 million,,,,,,,
,cdoll_85.3 million,,,,,,,
,€62.9 million,,,,,,,
,cdoll_87.0 million,,,,,,,
,cdoll_87.4 million,,,,,,,
,cdoll_60.0 million,,,,,,,
,cdoll_88.3 million,,,,,,,
,cdoll_86.7 million,,,,,,,
,doll_70.2 million,,,,,,,
,doll_70.5 million,,,,,,,
,cdoll_88.0 million,,,,,,,
,cdoll_88.2 million,,,,,,,
,cdoll_88.8 million,,,,,,,
,cdoll_88.8 million,,,,,,,
,cdoll_89.1 million,,,,,,,
,cdoll_66.5 million,,,,,,,
,cdoll_66.6 million,,,,,,,
,€48.6 million,,,,,,,
,doll_53.7 million,,,,,,,
,cdoll_68.1 million,,,,,,,
,doll_55.0 million,,,,,,,
,€49.2 million,,,,,,,
,cdoll_68.0 million,,,,,,,
,cdoll_68.9 million,,,,,,,
,cdoll_68.9 million,,,,,,,
,cdoll_69.6 million,,,,,,,
,cdoll_69.5 million,,,,,,,
,cdoll_69.1 million,,,,,,,
,cdoll_69.0 million,,,,,,,
,doll_55.6 million,,,,,,,
,cdoll_69.9 million,,,,,,,
,cdoll_70.1 million,,,,,,,
,cdoll_70.0 million,,,,,,,
,cdoll_70.1 million,,,,,,,
,doll_56.3 million,,,,,,,
,doll_56.1 million,,,,,,,
,cdoll_71.3 million,,,,,,,
,cdoll_71.4 million,,,,,,,
,cdoll_71.6 million,,,,,,,
,cdoll_71.8 million,,,,,,,
,€51.9 million,,,,,,,
,cdoll_71.9 million,,,,,,,
,cdoll_72.0 million,,,,,,,
,cdoll_72.3 million,,,,,,,
,cdoll_72.5 million,,,,,,,
,cdoll_72.9 million,,,,,,,
,doll_57.6 million,,,,,,,
,cdoll_73.6 million,,,,,,,
,cdoll_72.9 million,,,,,,,
,cdoll_73.9 million,,,,,,,
,cdoll_42.5 million,,,,,,,
,€53.8 million,,,,,,,
,cdoll_74.5 million,,,,,,,
,doll_59.5 million,,,,,,,
,cdoll_74.9 million,,,,,,,
,cdoll_74.6 million,,,,,,,
,cdoll_75.3 million,,,,,,,
,cdoll_75.3 million,,,,,,,
,cdoll_58.7 million,,,,,,,
,cdoll_58.7 million,,,,,,,
,€41.3 million,,,,,,,
,cdoll_58.8 million,,,,,,,
,cdoll_58.8 million,,,,,,,
,cdoll_58.9 million,,,,,,,
,doll_47.0 million,,,,,,,
,€41.5 million,,,,,,,
,cdoll_59.4 million,,,,,,,
,cdoll_59.7 million,,,,,,,
,cdoll_59.7 million,,,,,,,
,€43.5 million,,,,,,,
,cdoll_60.0 million,,,,,,,
,cdoll_60.5 million,,,,,,,
,cdoll_60.6 million,,,,,,,
,cdoll_60.2 million,,,,,,,
,doll_48.6 million,,,,,,,
,cdoll_60.9 million,,,,,,,
,cdoll_61.2 million,,,,,,,
,doll_48.8 million,,,,,,,
,cdoll_61.3 million,,,,,,,
,cdoll_61.5 million,,,,,,,
,cdoll_61.7 million,,,,,,,
,cdoll_61.7 million,,,,,,,
,cdoll_61.9 million,,,,,,,
,cdoll_61.9 million,,,,,,,
,€44.8 million,,,,,,,
,cdoll_62.1 million,,,,,,,
,cdoll_62.1 million,,,,,,,
,cdoll_62.2 million,,,,,,,
,cdoll_62.4 million,,,,,,,
,cdoll_62.3 million,,,,,,,
,cdoll_62.5 million,,,,,,,
,doll_50.2 million,,,,,,,
,cdoll_62.9 million,,,,,,,
,cdoll_63.2 million,,,,,,,
,€45.6 million,,,,,,,
,cdoll_63.3 million,,,,,,,
,cdoll_63.9 million,,,,,,,
,cdoll_63.9 million,,,,,,,
,cdoll_64.4 million,,,,,,,
,cdoll_64.4 million,,,,,,,
,€45.4 million,,,,,,,
,cdoll_64.9 million,,,,,,,
,€47.0 million,,,,,,,
,cdoll_65.9 million,,,,,,,
,€47.2 million,,,,,,,
,cdoll_66.2 million,,,,,,,
,cdoll_65.4 million,,,,,,,
,cdoll_66.0 million,,,,,,,
,cdoll_75.5 million,,,,,,,
,cdoll_75.8 million,,,,,,,
,€54.7 million,,,,,,,
,cdoll_75.8 million,,,,,,,
,€55.3 million,,,,,,,
,cdoll_75.0 million,,,,,,,
,cdoll_76.4 million,,,,,,,
,cdoll_89.1 million,,,,,,,
,£54.4 million,,,,,,,
,cdoll_89.6 million,,,,,,,
,cdoll_90.3 million,,,,,,,
,£54.9 million,,,,,,,
,cdoll_89.6 million,,,,,,,
,cdoll_90.0 million,,,,,,,
,cdoll_90.4 million,,,,,,,
,cdoll_104.1 million,,,,,,,
,cdoll_105.2 million,,,,,,,
,cdoll_104.2 million,,,,,,,
,cdoll_104.1 million,,,,,,,
,cdoll_105.6 million,,,,,,,
,cdoll_105.2 million,,,,,,,
,cdoll_106.0 million,,,,,,,
,cdoll_121.8 million,,,,,,,
,cdoll_121.7 million,,,,,,,
,cdoll_120.7 million,,,,,,,
,cdoll_123.7 million,,,,,,,
,cdoll_123.8 million,,,,,,,
,doll_99.4 million,,,,,,,
,cdoll_124.3 million,,,,,,,
,cdoll_122.5 million,,,,,,,
,cdoll_124.7 million,,,,,,,
,cdoll_106.3 million,,,,,,,
,doll_114.4 million,,,,,,,
,cdoll_144.2 million,,,,,,,
,cdoll_146.5 million,,,,,,,
,cdoll_145.5 million,,,,,,,
,cdoll_146.7 million,,,,,,,
,cdoll_147.2 million,,,,,,,
,cdoll_147.7 million,,,,,,,
,cdoll_147.8 million,,,,,,,
,cdoll_172.6 million,,,,,,,
,cdoll_172.5 million,,,,,,,
,doll_139.3 million,,,,,,,
,€125.8 million,,,,,,,
,cdoll_174.5 million,,,,,,,
,cdoll_176.0 million,,,,,,,
,adoll_223.6 million,,,,,,,
,€123.6 million,,,,,,,
,cdoll_210.0 million,,,,,,,
,cdoll_211.6 million,,,,,,,
,cdoll_213.6 million,,,,,,,
,doll_172.5 million,,,,,,,
,cdoll_213.7 million,,,,,,,
,cdoll_219.2 million,,,,,,,
,doll_173.4 million,,,,,,,
,cdoll_270.9 million,,,,,,,
,cdoll_272.9 million,,,,,,,
,cdoll_274.1 million,,,,,,,
,cdoll_280.3 million,,,,,,,
,cdoll_278.6 million,,,,,,,
,doll_225.5 million,,,,,,,
,doll_232.2 million,,,,,,,
,cdoll_333.3 million,,,,,,,
,cdoll_287.1 million,,,,,,,
,€242.7 million,,,,,,,
,cdoll_335.8 million,,,,,,,
,cdoll_288.0 million,,,,,,,
,cdoll_337.4 million,,,,,,,
,cdoll_338.6 million,,,,,,,
,cdoll_341.8 million,,,,,,,
,cdoll_341.4 million,,,,,,,
,cdoll_340.3 million,,,,,,,
,cdoll_407.0 million,,,,,,,
,cdoll_345.0 million,,,,,,,
,doll_332.5 million,,,,,,,
,cdoll_419.6 million,,,,,,,
,cdoll_422.2 million,,,,,,,
,cdoll_423.3 million,,,,,,,
,cdoll_426.8 million,,,,,,,
,cdoll_422.7 million,,,,,,,
,cdoll_427.7 million,,,,,,,
,cdoll_427.3 million,,,,,,,
,cdoll_425.7 million,,,,,,,
,cdoll_431.2 million,,,,,,,
,€381.1 million,,,,,,,
,cdoll_527.0 million,,,,,,,
,cdoll_521.5 million,,,,,,,
,cdoll_527.3 million,,,,,,,
,cdoll_534.8 million,,,,,,,
,cdoll_537.6 million,,,,,,,
,cdoll_535.0 million,,,,,,,
,cdoll_538.7 million,,,,,,,
,cdoll_541.2 million,,,,,,,
,doll_435.8 million,,,,,,,
,cdoll_722.9 million,,,,,,,
,cdoll_557.1 million,,,,,,,
,cdoll_548.6 million,,,,,,,
,cdoll_723.5 million,,,,,,,
,cdoll_728.9 million,,,,,,,
,cdoll_725.7 million,,,,,,,
,cdoll_730.7 million,,,,,,,
,cdoll_732.7 million,,,,,,,
,cdoll_962.9 million,,,,,,,
,cdoll_973.7 million,,,,,,,
,cdoll_992.0 million,,,,,,,
,cdoll_986.8 million,,,,,,,
,cdoll_987.2 million,,,,,,,
,cdoll_988.2 million,,,,,,,
,cdoll_997.0 million,,,,,,,
,cdoll_998.8 million,,,,,,,
,cdoll_1.01 billion,,,,,,,
,cdoll_1.43 billion,,,,,,,
,cdoll_1.46 billion,,,,,,,
,doll_1.17 billion,,,,,,,
,cdoll_1.01 billion,,,,,,,
,cdoll_1.48 billion,,,,,,,
,cdoll_1.52 billion,,,,,,,
,cdoll_2.13 billion,,,,,,,
,cdoll_1.52 billion,,,,,,,
,cdoll_1.53 billion,,,,,,,
,cdoll_2.18 billion,,,,,,,
,cdoll_1.55 billion,,,,,,,
,cdoll_2.22 billion,,,,,,,
,cdoll_2.22 billion,,,,,,,
,cdoll_2.17 billion,,,,,,,
,cdoll_2.21 billion,,,,,,,
,cdoll_2.24 billion,,,,,,,
,cdoll_2.24 billion,,,,,,,
,cdoll_3.37 billion,,,,,,,
,cdoll_2.24 billion,,,,,,,
,cdoll_3.43 billion,,,,,,,
,cdoll_3.48 billion,,,,,,,
,cdoll_3.40 billion,,,,,,,
,cdoll_3.37 billion,,,,,,,
,cdoll_3.54 billion,,,,,,,
,cdoll_3.55 billion,,,,,,,
,cdoll_5.39 billion,,,,,,,
,cdoll_5.34 billion,,,,,,,
,cdoll_5.66 billion,,,,,,,
,cdoll_5.68 billion,,,,,,,
,cdoll_5.46 billion,,,,,,,
,cdoll_5.98 billion,,,,,,,
,cdoll_6.15 billion,,,,,,,
,cdoll_5.96 billion,,,,,,,
,cdoll_13.29 billion,,,,,,,
,cdoll_13.31 billion,,,,,,,
,cdoll_6.10 billion,,,,,,,
,cdoll_13.97 billion,,,,,,,
,cdoll_14.06 billion,,,,,,,
,cdoll_14.40 billion,,,,,,,
,cdoll_15.97 billion,,,,,,,
,cdoll_14.29 billion,,,,,,,
,doll_49.6 million,,,,,,,
,€47.0 million,,,,,,,
,doll_54.1 million,,,,,,,
,kr515.3 million,,,,,,,
,kr.354.8 million,,,,,,,
,kr.367.9 million,,,,,,,
,kr.377.4 million,,,,,,,
,kr.400.6 million,,,,,,,
,kr.422.4 million,,,,,,,
,kr.449.8 million,,,,,,,
,kr.427.1 million,,,,,,,
,doll_69.1 million,,,,,,,
,€67.1 million,,,,,,,
,kr.499.6 million,,,,,,,
,kr653.4 million,,,,,,,
,kr696.6 million,,,,,,,
,kr.513.3 million,,,,,,,
,kr.601.1 million,,,,,,,
,kr.540.6 million,,,,,,,
,kr.679.8 million,,,,,,,
,kr.647.8 million,,,,,,,
,kr862.6 million,,,,,,,
,kr932.6 million,,,,,,,
,kr.840.1 million,,,,,,,
,kr.703.1 million,,,,,,,
,kr.828.1 million,,,,,,,
,kr.925.1 million,,,,,,,
,kr.936.3 million,,,,,,,
,kr.1.01 billion,,,,,,,
,kr.1.04 billion,,,,,,,
,kr.1.21 billion,,,,,,,
,kr.1.21 billion,,,,,,,
,kr.1.19 billion,,,,,,,
,kr.1.39 billion,,,,,,,
,kr.1.54 billion,,,,,,,
,kr.1.41 billion,,,,,,,
,kr.1.66 billion,,,,,,,
,kr.1.74 billion,,,,,,,
,kr.1.97 billion,,,,,,,
,€300.4 million,,,,,,,
,kr.2.29 billion,,,,,,,
,kr.2.06 billion,,,,,,,
,kr.2.16 billion,,,,,,,
,kr.2.37 billion,,,,,,,
,kr3.82 billion,,,,,,,
,kr4.41 billion,,,,,,,
,kr.3.34 billion,,,,,,,
,kr.2.97 billion,,,,,,,
,€2.56 billion,,,,,,,
,€2.56 billion,,,,,,,
,€2.61 billion,,,,,,,
,€2.67 billion,,,,,,,
,€2.54 billion,,,,,,,
,€2.68 billion,,,,,,,
,€2.68 billion,,,,,,,
,€2.69 billion,,,,,,,
,€2.80 billion,,,,,,,
,€2.83 billion,,,,,,,
,€2.96 billion,,,,,,,
,€3.08 billion,,,,,,,
,€3.20 billion,,,,,,,
,€3.28 billion,,,,,,,
,€3.23 billion,,,,,,,
,€3.34 billion,,,,,,,
,€3.73 billion,,,,,,,
,€3.41 billion,,,,,,,
,€3.79 billion,,,,,,,
,€3.43 billion,,,,,,,
,€3.74 billion,,,,,,,
,€3.93 billion,,,,,,,
,€3.98 billion,,,,,,,
,€4.01 billion,,,,,,,
,€4.02 billion,,,,,,,
,€4.03 billion,,,,,,,
,€4.00 billion,,,,,,,
,€4.00 billion,,,,,,,
,€4.52 billion,,,,,,,
,€4.53 billion,,,,,,,
,€4.66 billion,,,,,,,
,€4.86 billion,,,,,,,
,€4.91 billion,,,,,,,
,€4.88 billion,,,,,,,
,€5.05 billion,,,,,,,
,€5.37 billion,,,,,,,
,€5.86 billion,,,,,,,
,€5.48 billion,,,,,,,
,€5.89 billion,,,,,,,
,€6.79 billion,,,,,,,
,€6.86 billion,,,,,,,
,€6.81 billion,,,,,,,
,€6.98 billion,,,,,,,
,€6.98 billion,,,,,,,
,€7.61 billion,,,,,,,
,€7.92 billion,,,,,,,
,€8.23 billion,,,,,,,
,adoll_13.16 billion,,,,,,,
,€8.66 billion,,,,,,,
,rdoll_6.55 billion,,,,,,,
,rdoll_6.71 billion,,,,,,,
,doll_1.42 billion,,,,,,,
,doll_1.47 billion,,,,,,,
,rdoll_6.86 billion,,,,,,,
,rdoll_6.89 billion,,,,,,,
,rdoll_6.89 billion,,,,,,,
,rdoll_8.61 billion,,,,,,,
,rdoll_7.29 billion,,,,,,,
,rdoll_7.89 billion,,,,,,,
,rdoll_7.89 billion,,,,,,,
,rdoll_7.95 billion,,,,,,,
,rdoll_8.03 billion,,,,,,,
,rdoll_8.44 billion,,,,,,,
,rdoll_8.59 billion,,,,,,,
,rdoll_8.70 billion,,,,,,,
,rdoll_9.12 billion,,,,,,,
,rdoll_9.27 billion,,,,,,,
,rdoll_9.42 billion,,,,,,,
,rdoll_11.00 billion,,,,,,,
,rdoll_9.44 billion,,,,,,,
,rdoll_9.43 billion,,,,,,,
,rdoll_10.21 billion,,,,,,,
,rdoll_9.79 billion,,,,,,,
,rdoll_10.31 billion,,,,,,,
,rdoll_10.58 billion,,,,,,,
,rdoll_10.77 billion,,,,,,,
,rdoll_11.22 billion,,,,,,,
,rdoll_11.07 billion,,,,,,,
,rdoll_11.23 billion,,,,,,,
,rdoll_11.19 billion,,,,,,,
,rdoll_12.34 billion,,,,,,,
,rdoll_12.63 billion,,,,,,,
,rdoll_12.47 billion,,,,,,,
,rdoll_14.85 billion,,,,,,,
,rdoll_13.83 billion,,,,,,,
,rdoll_13.83 billion,,,,,,,
,rdoll_14.04 billion,,,,,,,
,rdoll_14.36 billion,,,,,,,
,rdoll_14.20 billion,,,,,,,
,rdoll_14.31 billion,,,,,,,
,rdoll_14.50 billion,,,,,,,
,rdoll_17.23 billion,,,,,,,
,rdoll_14.48 billion,,,,,,,
,rdoll_15.07 billion,,,,,,,
,rdoll_15.28 billion,,,,,,,
,rdoll_15.29 billion,,,,,,,
,rdoll_15.54 billion,,,,,,,
,doll_3.44 billion,,,,,,,
,£2.0 million,,,,,,,
,rdoll_3.87 billion,,,,,,,
,€2.7 million,,,,,,,
,€2.8 million,,,,,,,
,€2.7 million,,,,,,,
,€4.2 million,,,,,,,
,€3.1 million,,,,,,,
,€4.3 million,,,,,,,
,£4.6 million,,,,,,,
,€52.6 million,,,,,,,
,£5.3 million,,,,,,,
,doll_9.2 million,,,,,,,
,chf8.6 million,,,,,,,
,€7.0 million,,,,,,,
,€7.0 million,,,,,,,
,€12.2 million,,,,,,,
,€13.5 million,,,,,,,
,£12.9 million,,,,,,,
,doll_24.3 million,,,,,,,
,doll_22.8 million,,,,,,,
,€28.5 million,,,,,,,
,€301.0 million,,,,,,,
,£27.3 million,,,,,,,
,£41.9 million,,,,,,,
,€37.0 million,,,,,,,
,£29.3 million,,,,,,,
,€50.9 million,,,,,,,
,€52.2 million,,,,,,,
,adoll_113.4 million,,,,,,,
,doll_105.6 million,,,,,,,
,doll_69.8 million,,,,,,,
,£82.3 million,,,,,,,
,€110.5 million,,,,,,,
,€112.5 million,,,,,,,
,£129.0 million,,,,,,,
,doll_207.7 million,,,,,,,
,€234.4 million,,,,,,,
,€347.0 million,,,,,,,
,€290.8 million,,,,,,,
,€298.2 million,,,,,,,
,€267.7 million,,,,,,,
,doll_386.8 million,,,,,,,
,doll_505.1 million,,,,,,,
,cn¥118.16 billion,,,,,,,
,€16.91 billion,,,,,,,
,adoll_711.2 million,,,,,,,
,cn¥118.92 billion,,,,,,,
,cn¥119.57 billion,,,,,,,
,cn¥119.09 billion,,,,,,,
,cn¥122.16 billion,,,,,,,
,cn¥122.48 billion,,,,,,,
,cn¥124.37 billion,,,,,,,
,hkdoll_153.13 billion,,,,,,,
,cn¥126.19 billion,,,,,,,
,cn¥124.90 billion,,,,,,,
,cn¥126.88 billion,,,,,,,
,cn¥129.75 billion,,,,,,,
,hkdoll_162.57 billion,,,,,,,
,doll_22.05 billion,,,,,,,
,cn¥134.96 billion,,,,,,,
,cn¥142.67 billion,,,,,,,
,hkdoll_177.20 billion,,,,,,,
,cn¥141.33 billion,,,,,,,
,cn¥144.13 billion,,,,,,,
,cn¥145.45 billion,,,,,,,
,cn¥147.17 billion,,,,,,,
,doll_23.34 billion,,,,,,,
,cn¥148.07 billion,,,,,,,
,cn¥147.65 billion,,,,,,,
,cn¥150.07 billion,,,,,,,
,cn¥149.84 billion,,,,,,,
,doll_24.44 billion,,,,,,,
,cn¥151.56 billion,,,,,,,
,cn¥152.33 billion,,,,,,,
,cn¥156.84 billion,,,,,,,
,cn¥160.76 billion,,,,,,,
,doll_25.83 billion,,,,,,,
,cn¥166.26 billion,,,,,,,
,cn¥170.54 billion,,,,,,,
,cn¥171.46 billion,,,,,,,
,cn¥171.48 billion,,,,,,,
,cn¥173.31 billion,,,,,,,
,cn¥173.87 billion,,,,,,,
,cn¥173.38 billion,,,,,,,
,cn¥177.70 billion,,,,,,,
,cn¥179.68 billion,,,,,,,
,cn¥184.09 billion,,,,,,,
,cn¥196.78 billion,,,,,,,
,cn¥185.15 billion,,,,,,,
,cn¥197.41 billion,,,,,,,
,hkdoll_250.55 billion,,,,,,,
,ardoll_738.5 million,,,,,,,
,cn¥198.35 billion,,,,,,,
,cn¥197.51 billion,,,,,,,
,cn¥200.96 billion,,,,,,,
,ardoll_742.9 million,,,,,,,
,ardoll_1.40 billion,,,,,,,
,ardoll_1.36 billion,,,,,,,
,ardoll_1.79 billion,,,,,,,
,ardoll_1.34 billion,,,,,,,
,ardoll_1.90 billion,,,,,,,
,ardoll_2.14 billion,,,,,,,
,ardoll_3.53 billion,,,,,,,
,ardoll_3.43 billion,,,,,,,
,doll_18.7 million,,,,,,,
,ardoll_3.47 billion,,,,,,,
,ardoll_3.91 billion,,,,,,,
,ardoll_4.29 billion,,,,,,,
,ardoll_6.60 billion,,,,,,,
,ardoll_7.89 billion,,,,,,,
,ardoll_5.35 billion,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,not found,,,,,,,
,€3.7 million,,,,,,,
,not found,,,,,,,
,€6.1 million,,,,,,,
,€12.1 million,,,,,,,
,€22.1 million,,,,,,,
,€28.9 million,,,,,,,
,€8.0 million,,,,,,,
,€23.4 million,,,,,,,
,€30.5 million,,,,,,,
,€48.8 million,,,,,,,
,doll_56.9 million,,,,,,,
,€66.0 million,,,,,,,
,€112.1 million,,,,,,,
,€88.1 million,,,,,,,
,€56.8 million,,,,,,,
,€120.5 million,,,,,,,
,€128.3 million,,,,,,,
,€119.2 million,,,,,,,
,€335.6 million,,,,,,,
,€167.1 million,,,,,,,
,€400.1 million,,,,,,,
,€281.3 million,,,,,,,
,€392.9 million,,,,,,,
,€418.9 million,,,,,,,
,€348.5 million,,,,,,,
,twdoll_191.19 billion,,,,,,,
,twdoll_190.89 billion,,,,,,,
,twdoll_199.55 billion,,,,,,,
,twdoll_198.74 billion,,,,,,,
,twdoll_208.63 billion,,,,,,,
,twdoll_206.94 billion,,,,,,,
,twdoll_216.92 billion,,,,,,,
,twdoll_221.59 billion,,,,,,,
,twdoll_218.81 billion,,,,,,,
,twdoll_235.99 billion,,,,,,,
,twdoll_222.03 billion,,,,,,,
,twdoll_232.72 billion,,,,,,,
,twdoll_255.38 billion,,,,,,,
,twdoll_262.34 billion,,,,,,,
,twdoll_269.93 billion,,,,,,,
,twdoll_277.08 billion,,,,,,,
,twdoll_287.09 billion,,,,,,,
,twdoll_279.91 billion,,,,,,,
,twdoll_293.07 billion,,,,,,,
,twdoll_293.94 billion,,,,,,,
,twdoll_317.12 billion,,,,,,,
,twdoll_299.18 billion,,,,,,,
,twdoll_309.91 billion,,,,,,,
,twdoll_320.59 billion,,,,,,,
,twdoll_335.73 billion,,,,,,,
,twdoll_338.98 billion,,,,,,,
,twdoll_336.92 billion,,,,,,,
,twdoll_348.06 billion,,,,,,,
,twdoll_364.02 billion,,,,,,,
,twdoll_370.51 billion,,,,,,,
,twdoll_368.65 billion,,,,,,,
,twdoll_408.14 billion,,,,,,,
,twdoll_395.83 billion,,,,,,,
,twdoll_416.33 billion,,,,,,,
,twdoll_458.59 billion,,,,,,,
,twdoll_458.23 billion,,,,,,,
,twdoll_577.80 billion,,,,,,,
,twdoll_579.69 billion,,,,,,,
,twdoll_669.74 billion,,,,,,,
,twdoll_702.32 billion,,,,,,,
,twdoll_671.59 billion,,,,,,,
,twdoll_689.65 billion,,,,,,,
,twdoll_76.79 billion,,,,,,,
,twdoll_81.62 billion,,,,,,,
,twdoll_78.16 billion,,,,,,,
,twdoll_79.81 billion,,,,,,,
,twdoll_78.38 billion,,,,,,,
,twdoll_84.05 billion,,,,,,,
,twdoll_84.00 billion,,,,,,,
,twdoll_86.38 billion,,,,,,,
,twdoll_87.65 billion,,,,,,,
,twdoll_88.60 billion,,,,,,,
,twdoll_88.68 billion,,,,,,,
,twdoll_89.76 billion,,,,,,,
,twdoll_94.03 billion,,,,,,,
,twdoll_89.60 billion,,,,,,,
,twdoll_93.10 billion,,,,,,,
,twdoll_95.80 billion,,,,,,,
,twdoll_94.47 billion,,,,,,,
,twdoll_97.84 billion,,,,,,,
,twdoll_96.15 billion,,,,,,,
,twdoll_96.25 billion,,,,,,,
,twdoll_100.27 billion,,,,,,,
,twdoll_107.78 billion,,,,,,,
,twdoll_107.74 billion,,,,,,,
,twdoll_109.75 billion,,,,,,,
,twdoll_110.04 billion,,,,,,,
,twdoll_111.35 billion,,,,,,,
,twdoll_112.59 billion,,,,,,,
,twdoll_114.90 billion,,,,,,,
,twdoll_116.09 billion,,,,,,,
,twdoll_117.18 billion,,,,,,,
,twdoll_119.51 billion,,,,,,,
,twdoll_120.12 billion,,,,,,,
,twdoll_126.07 billion,,,,,,,
,twdoll_129.53 billion,,,,,,,
,twdoll_130.89 billion,,,,,,,
,twdoll_138.92 billion,,,,,,,
,twdoll_132.36 billion,,,,,,,
,twdoll_131.58 billion,,,,,,,
,twdoll_141.42 billion,,,,,,,
,twdoll_142.51 billion,,,,,,,
,twdoll_46.91 billion,,,,,,,
,twdoll_144.78 billion,,,,,,,
,twdoll_47.52 billion,,,,,,,
,twdoll_48.05 billion,,,,,,,
,twdoll_48.34 billion,,,,,,,
,twdoll_48.32 billion,,,,,,,
,twdoll_48.35 billion,,,,,,,
,twdoll_49.05 billion,,,,,,,
,twdoll_49.82 billion,,,,,,,
,twdoll_49.65 billion,,,,,,,
,twdoll_49.60 billion,,,,,,,
,twdoll_50.00 billion,,,,,,,
,twdoll_52.17 billion,,,,,,,
,twdoll_52.92 billion,,,,,,,
,twdoll_52.59 billion,,,,,,,
,twdoll_53.63 billion,,,,,,,
,twdoll_53.41 billion,,,,,,,
,twdoll_55.51 billion,,,,,,,
,doll_2.00 billion,,,,,,,
,twdoll_58.37 billion,,,,,,,
,twdoll_57.64 billion,,,,,,,
,twdoll_58.99 billion,,,,,,,
,twdoll_57.61 billion,,,,,,,
,twdoll_58.48 billion,,,,,,,
,twdoll_59.96 billion,,,,,,,
,twdoll_61.35 billion,,,,,,,
,twdoll_61.72 billion,,,,,,,
,twdoll_62.20 billion,,,,,,,
,twdoll_62.80 billion,,,,,,,
,twdoll_62.95 billion,,,,,,,
,twdoll_62.99 billion,,,,,,,
,twdoll_63.36 billion,,,,,,,
,twdoll_66.36 billion,,,,,,,
,twdoll_66.86 billion,,,,,,,
,twdoll_66.86 billion,,,,,,,
,twdoll_67.32 billion,,,,,,,
,twdoll_68.71 billion,,,,,,,
,twdoll_70.17 billion,,,,,,,
,twdoll_71.86 billion,,,,,,,
,twdoll_72.28 billion,,,,,,,
,twdoll_68.51 billion,,,,,,,
,twdoll_72.76 billion,,,,,,,
,twdoll_33.39 billion,,,,,,,
,twdoll_33.54 billion,,,,,,,
,twdoll_33.57 billion,,,,,,,
,twdoll_33.65 billion,,,,,,,
,twdoll_34.44 billion,,,,,,,
,twdoll_34.15 billion,,,,,,,
,twdoll_34.66 billion,,,,,,,
,twdoll_34.26 billion,,,,,,,
,twdoll_34.95 billion,,,,,,,
,twdoll_35.13 billion,,,,,,,
,twdoll_35.16 billion,,,,,,,
,twdoll_34.96 billion,,,,,,,
,twdoll_35.19 billion,,,,,,,
,twdoll_35.53 billion,,,,,,,
,twdoll_35.77 billion,,,,,,,
