00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,07-silvestri-market_value_apr_2022,03-gren-market_capitalization_usd,06-MarScoToc-mastercap,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap
,doll_3.61 b,,,,,,,
,doll_2.47 b,,,,,,,
,doll_3.68 b,,,,,,,
,doll_3.77 b,,,,,,,
,doll_4.68 b,,,,,,,
,doll_4.75 b,,,,,,,
,doll_4.76 b,,,,,,,
,doll_7.95 b,,,,,,,
,doll_4.77 b,,,,,,,
,doll_4.97 b,,,,,,,
,doll_5.07 b,,,,,,,
,doll_5.35 b,,,,,,,
,doll_5.16 b,,,,,,,
,doll_5.66 b,,,,,,,
,doll_5.41 b,,,,,,,
,doll_5.41 b,,,,,,,
,doll_5.35 b,,,,,,,
,doll_6.59 b,,,,,,,
,doll_5.76 b,,,,,,,
,doll_5.74 b,,,,,,,
,doll_7.79 b,,,,,,,
,doll_5.79 b,,,,,,,
,doll_5.94 b,,,,,,,
,doll_5.77 b,,,,,,,
,doll_5.92 b,,,,,,,
,doll_6.01 b,,,,,,,
,doll_6.05 b,,,,,,,
,doll_6.13 b,,,,,,,
,doll_7.18 b,,,,,,,
,doll_6.18 b,,,,,,,
,doll_8.10 b,,,,,,,
,doll_57.43 b,,,,,,,
,doll_57.63 b,,,,,,,
,doll_57.82 b,,,,,,,
,doll_52.15 b,,,,,,,
,doll_1.88 b,,,,,,,
,doll_1.90 b,,,,,,,
,doll_1.88 b,,,,,,,
,doll_2.97 b,,,,,,,
,doll_2.98 b,,,,,,,
,doll_3.01 b,,,,,,,
,doll_3.00 b,,,,,,,
,doll_2.99 b,,,,,,,
,doll_2.84 b,,,,,,,
,doll_3.99 b,,,,,,,
,doll_3.08 b,,,,,,,
,doll_4.04 b,,,,,,,
,doll_3.05 b,,,,,,,
,doll_3.08 b,,,,,,,
,doll_3.13 b,,,,,,,
,doll_3.13 b,,,,,,,
,doll_3.21 b,,,,,,,
,doll_3.15 b,,,,,,,
,doll_3.21 b,,,,,,,
,doll_3.11 b,,,,,,,
,doll_3.24 b,,,,,,,
,doll_3.28 b,,,,,,,
,doll_3.29 b,,,,,,,
,doll_3.29 b,,,,,,,
,doll_3.30 b,,,,,,,
,doll_3.30 b,,,,,,,
,doll_3.39 b,,,,,,,
,doll_4.48 b,,,,,,,
,doll_3.45 b,,,,,,,
,doll_3.65 b,,,,,,,
,doll_3.50 b,,,,,,,
,doll_43.59 b,,,,,,,
,doll_577.5 m,,,,,,,
,doll_910.1 m,,,,,,,
,doll_909.8 m,,,,,,,
,doll_941.4 m,,,,,,,
,doll_1.82 b,,,,,,,
,doll_1.85 b,,,,,,,
,doll_1.85 b,,,,,,,
,doll_1.86 b,,,,,,,
,doll_1.86 b,,,,,,,
,doll_1.88 b,,,,,,,
,doll_3.31 b,,,,,,,
,doll_1.89 b,,,,,,,
,doll_1.89 b,,,,,,,
,doll_1.85 b,,,,,,,
,doll_1.92 b,,,,,,,
,doll_1.95 b,,,,,,,
,doll_2.55 b,,,,,,,
,doll_1.99 b,,,,,,,
,doll_1.98 b,,,,,,,
,doll_2.05 b,,,,,,,
,doll_2.02 b,,,,,,,
,doll_1.97 b,,,,,,,
,doll_2.12 b,,,,,,,
,doll_2.16 b,,,,,,,
,doll_2.05 b,,,,,,,
,doll_2.22 b,,,,,,,
,doll_2.12 b,,,,,,,
,doll_2.10 b,,,,,,,
,doll_2.23 b,,,,,,,
,doll_2.36 b,,,,,,,
,doll_2.37 b,,,,,,,
,doll_2.41 b,,,,,,,
,doll_2.42 b,,,,,,,
,doll_2.40 b,,,,,,,
,doll_520.0 m,,,,,,,
,doll_524.9 m,,,,,,,
,doll_530.7 m,,,,,,,
,doll_528.2 m,,,,,,,
,doll_532.3 m,,,,,,,
,doll_539.1 m,,,,,,,
,doll_1.37 b,,,,,,,
,doll_1.38 b,,,,,,,
,doll_1.38 b,,,,,,,
,doll_1.39 b,,,,,,,
,doll_1.40 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.41 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.44 b,,,,,,,
,doll_1.36 b,,,,,,,
,doll_1.45 b,,,,,,,
,doll_1.43 b,,,,,,,
,doll_1.46 b,,,,,,,
,doll_1.48 b,,,,,,,
,doll_1.49 b,,,,,,,
,doll_1.50 b,,,,,,,
,doll_1.51 b,,,,,,,
,doll_1.48 b,,,,,,,
,doll_1.43 b,,,,,,,
,doll_1.50 b,,,,,,,
,doll_1.55 b,,,,,,,
,doll_1.56 b,,,,,,,
,doll_1.48 b,,,,,,,
,doll_1.57 b,,,,,,,
,doll_1.56 b,,,,,,,
,doll_1.55 b,,,,,,,
,doll_1.49 b,,,,,,,
,doll_1.49 b,,,,,,,
,doll_1.61 b,,,,,,,
,doll_1.49 b,,,,,,,
,doll_1.61 b,,,,,,,
,doll_1.63 b,,,,,,,
,doll_259.8 m,,,,,,,
,doll_298.4 m,,,,,,,
,doll_192.2 m,,,,,,,
,doll_299.0 m,,,,,,,
,doll_310.5 m,,,,,,,
,doll_301.2 m,,,,,,,
,doll_1.11 b,,,,,,,
,doll_1.05 b,,,,,,,
,doll_1.13 b,,,,,,,
,doll_1.13 b,,,,,,,
,doll_1.10 b,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.16 b,,,,,,,
,doll_1.17 b,,,,,,,
,doll_1.16 b,,,,,,,
,doll_1.39 b,,,,,,,
,doll_1.11 b,,,,,,,
,doll_1.18 b,,,,,,,
,doll_1.18 b,,,,,,,
,doll_1.20 b,,,,,,,
,doll_1.20 b,,,,,,,
,doll_1.39 b,,,,,,,
,doll_1.20 b,,,,,,,
,doll_1.21 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.23 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.24 b,,,,,,,
,doll_1.21 b,,,,,,,
,doll_1.23 b,,,,,,,
,doll_1.20 b,,,,,,,
,doll_1.25 b,,,,,,,
,doll_1.26 b,,,,,,,
,doll_1.26 b,,,,,,,
,doll_1.26 b,,,,,,,
,doll_87.5 m,,,,,,,
,doll_1.26 b,,,,,,,
,doll_124.8 m,,,,,,,
,doll_93.5 m,,,,,,,
,doll_91.8 m,,,,,,,
,doll_90.9 m,,,,,,,
,doll_143.9 m,,,,,,,
,doll_131.2 m,,,,,,,
,doll_893.0 m,,,,,,,
,doll_896.6 m,,,,,,,
,doll_894.2 m,,,,,,,
,doll_1.18 b,,,,,,,
,doll_872.4 m,,,,,,,
,doll_900.6 m,,,,,,,
,doll_902.7 m,,,,,,,
,doll_922.0 m,,,,,,,
,doll_922.7 m,,,,,,,
,doll_909.3 m,,,,,,,
,doll_903.3 m,,,,,,,
,doll_1.11 b,,,,,,,
,doll_879.4 m,,,,,,,
,doll_934.0 m,,,,,,,
,doll_947.1 m,,,,,,,
,doll_948.3 m,,,,,,,
,doll_959.7 m,,,,,,,
,doll_966.6 m,,,,,,,
,doll_960.9 m,,,,,,,
,doll_974.0 m,,,,,,,
,doll_976.0 m,,,,,,,
,doll_981.9 m,,,,,,,
,doll_955.5 m,,,,,,,
,doll_986.2 m,,,,,,,
,0,,,,,,,
,doll_999.4 m,,,,,,,
,0,,,,,,,
,doll_14.3 m,,,,,,,
,doll_21.7 m,,,,,,,
,doll_33.5 m,,,,,,,
,doll_37.6 m,,,,,,,
,doll_40.8 m,,,,,,,
,doll_43.8 m,,,,,,,
,doll_47.1 m,,,,,,,
,doll_50.6 m,,,,,,,
,doll_50.8 m,,,,,,,
,doll_51.8 m,,,,,,,
,doll_88.0 m,,,,,,,
,doll_75.2 m,,,,,,,
,doll_78.7 m,,,,,,,
,doll_60.5 m,,,,,,,
,doll_791.3 m,,,,,,,
,doll_695.0 m,,,,,,,
,doll_691.5 m,,,,,,,
,doll_697.7 m,,,,,,,
,doll_702.1 m,,,,,,,
,doll_705.8 m,,,,,,,
,doll_708.0 m,,,,,,,
,doll_714.7 m,,,,,,,
,doll_721.1 m,,,,,,,
,doll_710.4 m,,,,,,,
,doll_721.6 m,,,,,,,
,doll_701.4 m,,,,,,,
,doll_722.1 m,,,,,,,
,doll_732.5 m,,,,,,,
,doll_728.6 m,,,,,,,
,doll_730.1 m,,,,,,,
,doll_749.9 m,,,,,,,
,doll_717.6 m,,,,,,,
,doll_751.3 m,,,,,,,
,doll_761.5 m,,,,,,,
,doll_760.3 m,,,,,,,
,doll_771.1 m,,,,,,,
,doll_774.0 m,,,,,,,
,doll_751.0 m,,,,,,,
,doll_773.0 m,,,,,,,
,doll_1.02 b,,,,,,,
,doll_777.2 m,,,,,,,
,doll_781.8 m,,,,,,,
,doll_1.03 b,,,,,,,
,doll_793.6 m,,,,,,,
,doll_796.8 m,,,,,,,
,doll_794.6 m,,,,,,,
,doll_804.6 m,,,,,,,
,doll_807.7 m,,,,,,,
,doll_808.4 m,,,,,,,
,doll_814.4 m,,,,,,,
,doll_1.06 b,,,,,,,
,doll_798.3 m,,,,,,,
,doll_830.5 m,,,,,,,
,doll_829.8 m,,,,,,,
,doll_822.3 m,,,,,,,
,doll_552.3 m,,,,,,,
,doll_552.0 m,,,,,,,
,doll_553.2 m,,,,,,,
,doll_555.5 m,,,,,,,
,doll_556.5 m,,,,,,,
,doll_558.9 m,,,,,,,
,doll_560.2 m,,,,,,,
,doll_562.0 m,,,,,,,
,doll_6.45 b,,,,,,,
,doll_567.4 m,,,,,,,
,doll_572.7 m,,,,,,,
,doll_584.4 m,,,,,,,
,doll_592.6 m,,,,,,,
,doll_588.3 m,,,,,,,
,doll_586.9 m,,,,,,,
,doll_578.1 m,,,,,,,
,doll_577.0 m,,,,,,,
,doll_592.6 m,,,,,,,
,doll_593.3 m,,,,,,,
,doll_609.4 m,,,,,,,
,doll_603.8 m,,,,,,,
,doll_599.3 m,,,,,,,
,doll_605.2 m,,,,,,,
,doll_699.2 m,,,,,,,
,doll_612.6 m,,,,,,,
,doll_812.9 m,,,,,,,
,doll_623.6 m,,,,,,,
,doll_631.2 m,,,,,,,
,doll_628.0 m,,,,,,,
,doll_632.0 m,,,,,,,
,doll_830.1 m,,,,,,,
,doll_633.1 m,,,,,,,
,doll_836.6 m,,,,,,,
,doll_632.3 m,,,,,,,
,doll_636.4 m,,,,,,,
,doll_649.9 m,,,,,,,
,doll_651.1 m,,,,,,,
,doll_661.6 m,,,,,,,
,doll_466.8 m,,,,,,,
,doll_461.1 m,,,,,,,
,doll_437.5 m,,,,,,,
,doll_469.9 m,,,,,,,
,doll_464.3 m,,,,,,,
,doll_477.3 m,,,,,,,
,doll_452.8 m,,,,,,,
,doll_481.8 m,,,,,,,
,doll_480.2 m,,,,,,,
,doll_474.5 m,,,,,,,
,doll_484.7 m,,,,,,,
,doll_464.3 m,,,,,,,
,doll_574.4 m,,,,,,,
,doll_482.0 m,,,,,,,
,doll_491.1 m,,,,,,,
,doll_501.0 m,,,,,,,
,doll_495.7 m,,,,,,,
,doll_470.9 m,,,,,,,
,doll_503.1 m,,,,,,,
,doll_504.4 m,,,,,,,
,doll_505.3 m,,,,,,,
,doll_510.9 m,,,,,,,
,doll_508.5 m,,,,,,,
,doll_503.4 m,,,,,,,
,doll_512.0 m,,,,,,,
,doll_519.1 m,,,,,,,
,doll_523.3 m,,,,,,,
,doll_520.4 m,,,,,,,
,doll_526.5 m,,,,,,,
,doll_526.3 m,,,,,,,
,doll_490.6 m,,,,,,,
,doll_524.9 m,,,,,,,
,doll_691.8 m,,,,,,,
,doll_629.3 m,,,,,,,
,doll_704.0 m,,,,,,,
,doll_537.9 m,,,,,,,
,doll_543.6 m,,,,,,,
,doll_713.8 m,,,,,,,
,doll_545.1 m,,,,,,,
,doll_376.1 m,,,,,,,
,doll_378.7 m,,,,,,,
,doll_379.1 m,,,,,,,
,doll_377.1 m,,,,,,,
,doll_380.3 m,,,,,,,
,doll_380.4 m,,,,,,,
,doll_380.7 m,,,,,,,
,doll_499.1 m,,,,,,,
,doll_387.5 m,,,,,,,
,doll_384.2 m,,,,,,,
,doll_461.7 m,,,,,,,
,doll_514.2 m,,,,,,,
,doll_392.4 m,,,,,,,
,doll_390.3 m,,,,,,,
,doll_398.9 m,,,,,,,
,doll_393.3 m,,,,,,,
,doll_399.3 m,,,,,,,
,doll_480.9 m,,,,,,,
,doll_402.3 m,,,,,,,
,doll_403.1 m,,,,,,,
,doll_401.1 m,,,,,,,
,doll_406.0 m,,,,,,,
,doll_408.1 m,,,,,,,
,doll_410.2 m,,,,,,,
,doll_414.0 m,,,,,,,
,doll_415.6 m,,,,,,,
,doll_411.2 m,,,,,,,
,doll_419.1 m,,,,,,,
,doll_423.4 m,,,,,,,
,doll_5.17 b,,,,,,,
,doll_558.8 m,,,,,,,
,doll_426.3 m,,,,,,,
,doll_424.1 m,,,,,,,
,doll_560.6 m,,,,,,,
,doll_403.0 m,,,,,,,
,doll_562.5 m,,,,,,,
,doll_427.7 m,,,,,,,
,doll_430.2 m,,,,,,,
,doll_307.7 m,,,,,,,
,doll_309.0 m,,,,,,,
,doll_309.0 m,,,,,,,
,doll_309.8 m,,,,,,,
,doll_316.7 m,,,,,,,
,doll_310.1 m,,,,,,,
,doll_318.0 m,,,,,,,
,doll_421.1 m,,,,,,,
,doll_320.9 m,,,,,,,
,doll_321.2 m,,,,,,,
,doll_323.3 m,,,,,,,
,doll_325.7 m,,,,,,,
,doll_326.5 m,,,,,,,
,doll_326.4 m,,,,,,,
,doll_330.6 m,,,,,,,
,doll_331.2 m,,,,,,,
,doll_330.7 m,,,,,,,
,doll_324.3 m,,,,,,,
,doll_335.4 m,,,,,,,
,doll_335.8 m,,,,,,,
,doll_339.5 m,,,,,,,
,doll_342.4 m,,,,,,,
,doll_343.3 m,,,,,,,
,doll_343.8 m,,,,,,,
,doll_345.9 m,,,,,,,
,doll_346.5 m,,,,,,,
,doll_349.9 m,,,,,,,
,doll_350.2 m,,,,,,,
,doll_347.0 m,,,,,,,
,doll_352.2 m,,,,,,,
,doll_353.1 m,,,,,,,
,doll_352.8 m,,,,,,,
,doll_350.9 m,,,,,,,
,doll_353.3 m,,,,,,,
,doll_354.5 m,,,,,,,
,doll_359.1 m,,,,,,,
,doll_357.2 m,,,,,,,
,doll_358.4 m,,,,,,,
,doll_358.4 m,,,,,,,
,doll_359.3 m,,,,,,,
,doll_260.0 m,,,,,,,
,doll_258.1 m,,,,,,,
,doll_256.9 m,,,,,,,
,doll_258.7 m,,,,,,,
,doll_260.2 m,,,,,,,
,doll_261.8 m,,,,,,,
,doll_262.4 m,,,,,,,
,doll_263.0 m,,,,,,,
,doll_261.9 m,,,,,,,
,doll_345.6 m,,,,,,,
,doll_264.1 m,,,,,,,
,doll_264.5 m,,,,,,,
,doll_264.8 m,,,,,,,
,doll_269.1 m,,,,,,,
,doll_350.0 m,,,,,,,
,doll_252.4 m,,,,,,,
,doll_264.2 m,,,,,,,
,doll_273.3 m,,,,,,,
,doll_274.3 m,,,,,,,
,doll_271.4 m,,,,,,,
,doll_273.5 m,,,,,,,
,doll_360.1 m,,,,,,,
,doll_266.8 m,,,,,,,
,doll_263.9 m,,,,,,,
,doll_278.3 m,,,,,,,
,doll_280.4 m,,,,,,,
,doll_276.4 m,,,,,,,
,doll_280.7 m,,,,,,,
,doll_372.0 m,,,,,,,
,doll_281.3 m,,,,,,,
,doll_284.0 m,,,,,,,
,doll_275.5 m,,,,,,,
,doll_285.1 m,,,,,,,
,doll_285.1 m,,,,,,,
,doll_287.9 m,,,,,,,
,doll_269.3 m,,,,,,,
,doll_288.2 m,,,,,,,
,doll_293.2 m,,,,,,,
,doll_289.7 m,,,,,,,
,doll_288.9 m,,,,,,,
,doll_293.9 m,,,,,,,
,doll_211.2 m,,,,,,,
,doll_211.7 m,,,,,,,
,doll_204.3 m,,,,,,,
,doll_216.8 m,,,,,,,
,doll_214.4 m,,,,,,,
,doll_217.7 m,,,,,,,
,doll_217.8 m,,,,,,,
,doll_218.5 m,,,,,,,
,doll_218.5 m,,,,,,,
,doll_220.2 m,,,,,,,
,doll_221.2 m,,,,,,,
,doll_222.3 m,,,,,,,
,doll_221.7 m,,,,,,,
,doll_222.4 m,,,,,,,
,doll_223.0 m,,,,,,,
,doll_212.6 m,,,,,,,
,doll_224.5 m,,,,,,,
,doll_229.1 m,,,,,,,
,doll_217.9 m,,,,,,,
,doll_231.9 m,,,,,,,
,doll_230.4 m,,,,,,,
,doll_232.0 m,,,,,,,
,doll_233.6 m,,,,,,,
,doll_307.5 m,,,,,,,
,doll_232.9 m,,,,,,,
,doll_307.3 m,,,,,,,
,doll_234.5 m,,,,,,,
,doll_234.5 m,,,,,,,
,doll_235.8 m,,,,,,,
,doll_237.7 m,,,,,,,
,doll_237.4 m,,,,,,,
,doll_238.6 m,,,,,,,
,doll_240.1 m,,,,,,,
,doll_315.8 m,,,,,,,
,doll_240.4 m,,,,,,,
,doll_245.0 m,,,,,,,
,doll_245.5 m,,,,,,,
,doll_244.1 m,,,,,,,
,doll_246.0 m,,,,,,,
,doll_179.3 m,,,,,,,
,doll_180.8 m,,,,,,,
,doll_180.9 m,,,,,,,
,doll_181.5 m,,,,,,,
,doll_181.7 m,,,,,,,
,doll_183.2 m,,,,,,,
,doll_182.9 m,,,,,,,
,doll_185.9 m,,,,,,,
,doll_185.6 m,,,,,,,
,doll_186.2 m,,,,,,,
,doll_186.0 m,,,,,,,
,doll_186.3 m,,,,,,,
,doll_186.8 m,,,,,,,
,doll_187.2 m,,,,,,,
,doll_187.2 m,,,,,,,
,doll_188.7 m,,,,,,,
,doll_188.3 m,,,,,,,
,doll_188.0 m,,,,,,,
,doll_188.5 m,,,,,,,
,doll_188.7 m,,,,,,,
,doll_185.6 m,,,,,,,
,doll_189.4 m,,,,,,,
,doll_190.3 m,,,,,,,
,doll_193.4 m,,,,,,,
,doll_182.7 m,,,,,,,
,doll_196.3 m,,,,,,,
,doll_193.0 m,,,,,,,
,doll_197.0 m,,,,,,,
,doll_200.2 m,,,,,,,
,doll_198.6 m,,,,,,,
,doll_199.1 m,,,,,,,
,doll_201.7 m,,,,,,,
,doll_201.2 m,,,,,,,
,doll_201.8 m,,,,,,,
,doll_202.1 m,,,,,,,
,doll_201.9 m,,,,,,,
,doll_202.5 m,,,,,,,
,doll_202.7 m,,,,,,,
,doll_202.6 m,,,,,,,
,doll_191.8 m,,,,,,,
,doll_203.0 m,,,,,,,
,doll_207.2 m,,,,,,,
,doll_204.0 m,,,,,,,
,doll_149.1 m,,,,,,,
,doll_150.1 m,,,,,,,
,doll_149.6 m,,,,,,,
,doll_141.5 m,,,,,,,
,doll_151.1 m,,,,,,,
,doll_152.3 m,,,,,,,
,doll_152.9 m,,,,,,,
,doll_152.2 m,,,,,,,
,doll_153.0 m,,,,,,,
,doll_144.2 m,,,,,,,
,doll_153.0 m,,,,,,,
,doll_155.2 m,,,,,,,
,doll_154.0 m,,,,,,,
,doll_146.2 m,,,,,,,
,doll_155.4 m,,,,,,,
,doll_156.0 m,,,,,,,
,doll_156.5 m,,,,,,,
,doll_157.3 m,,,,,,,
,doll_157.2 m,,,,,,,
,doll_160.7 m,,,,,,,
,doll_186.4 m,,,,,,,
,doll_151.4 m,,,,,,,
,doll_211.0 m,,,,,,,
,doll_161.6 m,,,,,,,
,doll_162.1 m,,,,,,,
,doll_164.9 m,,,,,,,
,doll_165.2 m,,,,,,,
,doll_165.8 m,,,,,,,
,doll_164.2 m,,,,,,,
,doll_165.8 m,,,,,,,
,doll_168.0 m,,,,,,,
,doll_157.4 m,,,,,,,
,doll_168.1 m,,,,,,,
,doll_169.8 m,,,,,,,
,doll_158.6 m,,,,,,,
,doll_170.1 m,,,,,,,
,doll_171.2 m,,,,,,,
,doll_171.2 m,,,,,,,
,doll_171.7 m,,,,,,,
,doll_172.1 m,,,,,,,
,doll_174.1 m,,,,,,,
,doll_120.4 m,,,,,,,
,doll_120.9 m,,,,,,,
,doll_114.5 m,,,,,,,
,doll_122.0 m,,,,,,,
,doll_122.0 m,,,,,,,
,doll_122.0 m,,,,,,,
,doll_148.7 m,,,,,,,
,doll_124.8 m,,,,,,,
,doll_125.0 m,,,,,,,
,doll_126.1 m,,,,,,,
,doll_126.4 m,,,,,,,
,doll_165.9 m,,,,,,,
,doll_127.2 m,,,,,,,
,doll_127.2 m,,,,,,,
,doll_128.8 m,,,,,,,
,doll_168.3 m,,,,,,,
,doll_127.7 m,,,,,,,
,doll_128.9 m,,,,,,,
,doll_130.1 m,,,,,,,
,doll_170.9 m,,,,,,,
,doll_132.9 m,,,,,,,
,doll_134.5 m,,,,,,,
,doll_132.6 m,,,,,,,
,doll_133.2 m,,,,,,,
,doll_137.2 m,,,,,,,
,doll_129.2 m,,,,,,,
,doll_136.5 m,,,,,,,
,doll_137.3 m,,,,,,,
,doll_138.9 m,,,,,,,
,doll_137.8 m,,,,,,,
,doll_142.2 m,,,,,,,
,doll_142.2 m,,,,,,,
,doll_139.1 m,,,,,,,
,doll_139.7 m,,,,,,,
,doll_142.5 m,,,,,,,
,doll_143.4 m,,,,,,,
,doll_134.6 m,,,,,,,
,doll_142.5 m,,,,,,,
,doll_138.3 m,,,,,,,
,doll_143.4 m,,,,,,,
,doll_170.3 m,,,,,,,
,doll_144.2 m,,,,,,,
,doll_101.7 m,,,,,,,
,doll_103.2 m,,,,,,,
,doll_103.0 m,,,,,,,
,doll_103.3 m,,,,,,,
,doll_103.0 m,,,,,,,
,doll_103.6 m,,,,,,,
,doll_104.2 m,,,,,,,
,doll_124.0 m,,,,,,,
,doll_183.5 m,,,,,,,
,doll_104.0 m,,,,,,,
,doll_105.0 m,,,,,,,
,doll_105.8 m,,,,,,,
,doll_105.9 m,,,,,,,
,doll_106.1 m,,,,,,,
,doll_106.7 m,,,,,,,
,doll_106.6 m,,,,,,,
,doll_107.2 m,,,,,,,
,doll_107.4 m,,,,,,,
,doll_106.9 m,,,,,,,
,doll_107.7 m,,,,,,,
,doll_108.0 m,,,,,,,
,doll_108.6 m,,,,,,,
,doll_109.0 m,,,,,,,
,doll_109.4 m,,,,,,,
,doll_108.6 m,,,,,,,
,doll_109.7 m,,,,,,,
,doll_109.6 m,,,,,,,
,doll_109.8 m,,,,,,,
,doll_110.1 m,,,,,,,
,doll_110.3 m,,,,,,,
,doll_145.0 m,,,,,,,
,doll_145.5 m,,,,,,,
,doll_111.3 m,,,,,,,
,doll_111.5 m,,,,,,,
,doll_111.4 m,,,,,,,
,doll_132.8 m,,,,,,,
,doll_111.6 m,,,,,,,
,doll_112.4 m,,,,,,,
,doll_111.9 m,,,,,,,
,doll_112.0 m,,,,,,,
,doll_78.6 m,,,,,,,
,doll_113.2 m,,,,,,,
,doll_83.6 m,,,,,,,
,doll_83.6 m,,,,,,,
,doll_83.8 m,,,,,,,
,doll_84.4 m,,,,,,,
,doll_84.6 m,,,,,,,
,doll_111.6 m,,,,,,,
,doll_85.6 m,,,,,,,
,doll_112.1 m,,,,,,,
,doll_85.4 m,,,,,,,
,doll_140.9 m,,,,,,,
,doll_86.2 m,,,,,,,
,doll_86.6 m,,,,,,,
,doll_86.5 m,,,,,,,
,doll_86.6 m,,,,,,,
,doll_81.9 m,,,,,,,
,doll_87.1 m,,,,,,,
,doll_88.3 m,,,,,,,
,doll_87.1 m,,,,,,,
,doll_89.0 m,,,,,,,
,doll_89.6 m,,,,,,,
,doll_89.6 m,,,,,,,
,doll_90.3 m,,,,,,,
,doll_90.2 m,,,,,,,
,doll_90.4 m,,,,,,,
,doll_92.4 m,,,,,,,
,doll_92.8 m,,,,,,,
,doll_90.5 m,,,,,,,
,doll_92.9 m,,,,,,,
,doll_121.7 m,,,,,,,
,doll_93.7 m,,,,,,,
,doll_93.5 m,,,,,,,
,doll_93.8 m,,,,,,,
,doll_94.1 m,,,,,,,
,doll_90.9 m,,,,,,,
,doll_94.2 m,,,,,,,
,doll_94.5 m,,,,,,,
,doll_94.6 m,,,,,,,
,doll_94.5 m,,,,,,,
,doll_1.10 b,,,,,,,
,doll_96.4 m,,,,,,,
,doll_68.7 m,,,,,,,
,doll_69.1 m,,,,,,,
,doll_91.1 m,,,,,,,
,doll_69.1 m,,,,,,,
,doll_69.8 m,,,,,,,
,doll_69.8 m,,,,,,,
,doll_69.8 m,,,,,,,
,doll_70.0 m,,,,,,,
,doll_115.6 m,,,,,,,
,doll_71.1 m,,,,,,,
,doll_68.6 m,,,,,,,
,doll_71.1 m,,,,,,,
,doll_72.3 m,,,,,,,
,doll_72.6 m,,,,,,,
,doll_72.7 m,,,,,,,
,doll_73.0 m,,,,,,,
,doll_74.3 m,,,,,,,
,doll_72.7 m,,,,,,,
,doll_74.3 m,,,,,,,
,doll_74.9 m,,,,,,,
,doll_74.9 m,,,,,,,
,doll_75.2 m,,,,,,,
,doll_76.1 m,,,,,,,
,doll_75.1 m,,,,,,,
,doll_77.0 m,,,,,,,
,doll_76.8 m,,,,,,,
,doll_77.2 m,,,,,,,
,doll_77.3 m,,,,,,,
,doll_77.3 m,,,,,,,
,doll_77.8 m,,,,,,,
,doll_77.7 m,,,,,,,
,doll_79.2 m,,,,,,,
,doll_79.1 m,,,,,,,
,doll_79.4 m,,,,,,,
,doll_79.5 m,,,,,,,
,doll_94.5 m,,,,,,,
,doll_77.6 m,,,,,,,
,doll_80.2 m,,,,,,,
,doll_80.0 m,,,,,,,
,doll_80.6 m,,,,,,,
,doll_80.6 m,,,,,,,
,doll_81.1 m,,,,,,,
,doll_82.7 m,,,,,,,
,doll_81.6 m,,,,,,,
,doll_81.0 m,,,,,,,
,doll_82.1 m,,,,,,,
,doll_82.5 m,,,,,,,
,doll_82.5 m,,,,,,,
,doll_97.0 m,,,,,,,
,doll_97.3 m,,,,,,,
,doll_83.4 m,,,,,,,
,doll_82.9 m,,,,,,,
,doll_99.0 m,,,,,,,
,doll_97.7 m,,,,,,,
,doll_99.9 m,,,,,,,
,doll_100.2 m,,,,,,,
,doll_100.4 m,,,,,,,
,doll_100.7 m,,,,,,,
,doll_114.5 m,,,,,,,
,doll_101.6 m,,,,,,,
,doll_115.9 m,,,,,,,
,doll_116.6 m,,,,,,,
,doll_116.7 m,,,,,,,
,doll_118.0 m,,,,,,,
,doll_119.4 m,,,,,,,
,doll_206.7 m,,,,,,,
,doll_120.0 m,,,,,,,
,doll_190.2 m,,,,,,,
,doll_120.1 m,,,,,,,
,doll_145.1 m,,,,,,,
,doll_141.2 m,,,,,,,
,doll_145.3 m,,,,,,,
,doll_145.8 m,,,,,,,
,doll_147.0 m,,,,,,,
,doll_140.3 m,,,,,,,
,doll_147.4 m,,,,,,,
,doll_174.5 m,,,,,,,
,doll_174.4 m,,,,,,,
,doll_174.5 m,,,,,,,
,doll_175.7 m,,,,,,,
,doll_175.9 m,,,,,,,
,doll_175.3 m,,,,,,,
,doll_176.8 m,,,,,,,
,doll_177.6 m,,,,,,,
,doll_177.4 m,,,,,,,
,doll_207.5 m,,,,,,,
,doll_208.9 m,,,,,,,
,doll_208.1 m,,,,,,,
,doll_196.9 m,,,,,,,
,doll_211.0 m,,,,,,,
,doll_211.0 m,,,,,,,
,doll_210.0 m,,,,,,,
,doll_248.3 m,,,,,,,
,doll_247.3 m,,,,,,,
,doll_250.6 m,,,,,,,
,doll_251.9 m,,,,,,,
,doll_254.2 m,,,,,,,
,doll_255.4 m,,,,,,,
,doll_253.9 m,,,,,,,
,doll_241.1 m,,,,,,,
,doll_256.5 m,,,,,,,
,doll_294.1 m,,,,,,,
,doll_256.3 m,,,,,,,
,doll_256.4 m,,,,,,,
