00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,07-silvestri-market_value_apr_2022,03-gren-market_capitalization_usd,06-MarScoToc-mastercap,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap
,doll_3.25 b,,,,,,,
,doll_3.30 b,,,,,,,
,doll_3.26 b,,,,,,,
,doll_1.55 b,,,,,,,
,doll_1.24 b,,,,,,,
,doll_1.56 b,,,,,,,
,doll_1.56 b,,,,,,,
,doll_1.57 b,,,,,,,
,doll_1.14 b,,,,,,,
,doll_1.58 b,,,,,,,
,doll_1.11 b,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.28 b,,,,,,,
,doll_1.62 b,,,,,,,
,doll_1.61 b,,,,,,,
,doll_1.63 b,,,,,,,
,doll_1.64 b,,,,,,,
,doll_1.71 b,,,,,,,
,doll_1.76 b,,,,,,,
,doll_1.72 b,,,,,,,
,doll_1.72 b,,,,,,,
,doll_1.78 b,,,,,,,
,doll_1.82 b,,,,,,,
,doll_1.79 b,,,,,,,
,doll_1.86 b,,,,,,,
,doll_1.87 b,,,,,,,
,doll_1.82 b,,,,,,,
,doll_1.89 b,,,,,,,
,doll_1.88 b,,,,,,,
,doll_1.89 b,,,,,,,
,doll_1.94 b,,,,,,,
,doll_1.90 b,,,,,,,
,doll_1.94 b,,,,,,,
,doll_1.95 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.99 b,,,,,,,
,doll_2.03 b,,,,,,,
,doll_2.00 b,,,,,,,
,doll_2.05 b,,,,,,,
,doll_2.05 b,,,,,,,
,doll_2.06 b,,,,,,,
,doll_2.08 b,,,,,,,
,doll_2.10 b,,,,,,,
,doll_2.10 b,,,,,,,
,doll_1.01 b,,,,,,,
,doll_1.02 b,,,,,,,
,doll_1.02 b,,,,,,,
,doll_1.03 b,,,,,,,
,doll_1.05 b,,,,,,,
,doll_1.06 b,,,,,,,
,doll_1.07 b,,,,,,,
,doll_1.08 b,,,,,,,
,doll_1.08 b,,,,,,,
,doll_1.08 b,,,,,,,
,doll_1.11 b,,,,,,,
,doll_1.10 b,,,,,,,
,doll_1.12 b,,,,,,,
,doll_809.4 m,,,,,,,
,doll_1.14 b,,,,,,,
,doll_1.14 b,,,,,,,
,doll_910.6 m,,,,,,,
,doll_1.15 b,,,,,,,
,doll_1.16 b,,,,,,,
,doll_1.16 b,,,,,,,
,doll_1.20 b,,,,,,,
,doll_1.23 b,,,,,,,
,doll_1.22 b,,,,,,,
,doll_1.24 b,,,,,,,
,doll_1.25 b,,,,,,,
,doll_1.26 b,,,,,,,
,doll_1.28 b,,,,,,,
,doll_1.28 b,,,,,,,
,doll_1.29 b,,,,,,,
,doll_1.28 b,,,,,,,
,doll_1.29 b,,,,,,,
,doll_1.30 b,,,,,,,
,doll_1.33 b,,,,,,,
,doll_1.32 b,,,,,,,
,doll_1.34 b,,,,,,,
,doll_1.36 b,,,,,,,
,doll_1.34 b,,,,,,,
,doll_1.37 b,,,,,,,
,doll_1.38 b,,,,,,,
,doll_1.36 b,,,,,,,
,doll_1.38 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_772.2 m,,,,,,,
,doll_770.2 m,,,,,,,
,doll_736.7 m,,,,,,,
,doll_777.5 m,,,,,,,
,doll_779.3 m,,,,,,,
,doll_783.2 m,,,,,,,
,doll_783.0 m,,,,,,,
,doll_782.0 m,,,,,,,
,doll_783.9 m,,,,,,,
,doll_783.5 m,,,,,,,
,doll_794.0 m,,,,,,,
,doll_801.5 m,,,,,,,
,doll_793.2 m,,,,,,,
,doll_809.7 m,,,,,,,
,doll_817.6 m,,,,,,,
,doll_817.8 m,,,,,,,
,doll_832.0 m,,,,,,,
,doll_821.0 m,,,,,,,
,doll_818.6 m,,,,,,,
,doll_828.6 m,,,,,,,
,doll_849.9 m,,,,,,,
,doll_851.1 m,,,,,,,
,doll_838.6 m,,,,,,,
,doll_851.2 m,,,,,,,
,doll_862.7 m,,,,,,,
,doll_852.6 m,,,,,,,
,doll_869.5 m,,,,,,,
,doll_878.9 m,,,,,,,
,doll_881.2 m,,,,,,,
,doll_882.5 m,,,,,,,
,doll_640.7 m,,,,,,,
,doll_885.6 m,,,,,,,
,doll_904.3 m,,,,,,,
,doll_912.4 m,,,,,,,
,doll_915.0 m,,,,,,,
,doll_945.2 m,,,,,,,
,doll_946.8 m,,,,,,,
,doll_953.2 m,,,,,,,
,doll_959.4 m,,,,,,,
,doll_962.4 m,,,,,,,
,doll_560.7 m,,,,,,,
,doll_561.6 m,,,,,,,
,doll_570.5 m,,,,,,,
,doll_564.5 m,,,,,,,
,doll_577.6 m,,,,,,,
,doll_586.2 m,,,,,,,
,doll_577.8 m,,,,,,,
,doll_590.6 m,,,,,,,
,doll_471.9 m,,,,,,,
,doll_473.4 m,,,,,,,
,doll_600.2 m,,,,,,,
,doll_597.2 m,,,,,,,
,doll_596.1 m,,,,,,,
,doll_593.4 m,,,,,,,
,doll_610.1 m,,,,,,,
,doll_614.2 m,,,,,,,
,doll_619.4 m,,,,,,,
,doll_618.6 m,,,,,,,
,doll_616.9 m,,,,,,,
,doll_503.7 m,,,,,,,
,doll_633.7 m,,,,,,,
,doll_507.8 m,,,,,,,
,doll_638.8 m,,,,,,,
,doll_650.0 m,,,,,,,
,doll_511.5 m,,,,,,,
,doll_651.0 m,,,,,,,
,doll_656.0 m,,,,,,,
,doll_659.0 m,,,,,,,
,doll_666.9 m,,,,,,,
,doll_668.9 m,,,,,,,
,doll_670.4 m,,,,,,,
,doll_675.1 m,,,,,,,
,doll_671.7 m,,,,,,,
,doll_679.0 m,,,,,,,
,doll_683.7 m,,,,,,,
,doll_536.8 m,,,,,,,
,doll_685.3 m,,,,,,,
,doll_685.0 m,,,,,,,
,doll_685.9 m,,,,,,,
,doll_693.2 m,,,,,,,
,doll_705.0 m,,,,,,,
,doll_715.6 m,,,,,,,
,doll_720.2 m,,,,,,,
,doll_717.5 m,,,,,,,
,doll_432.6 m,,,,,,,
,doll_349.9 m,,,,,,,
,doll_438.2 m,,,,,,,
,doll_442.8 m,,,,,,,
,doll_439.6 m,,,,,,,
,doll_444.9 m,,,,,,,
,doll_445.7 m,,,,,,,
,doll_450.6 m,,,,,,,
,doll_447.8 m,,,,,,,
,doll_447.9 m,,,,,,,
,doll_446.7 m,,,,,,,
,doll_454.4 m,,,,,,,
,doll_469.1 m,,,,,,,
,doll_477.6 m,,,,,,,
,doll_463.0 m,,,,,,,
,doll_467.2 m,,,,,,,
,doll_478.4 m,,,,,,,
,doll_479.1 m,,,,,,,
,doll_487.8 m,,,,,,,
,doll_487.3 m,,,,,,,
,doll_385.3 m,,,,,,,
,doll_490.0 m,,,,,,,
,doll_486.1 m,,,,,,,
,doll_488.0 m,,,,,,,
,doll_393.7 m,,,,,,,
,doll_497.9 m,,,,,,,
,doll_495.7 m,,,,,,,
,doll_502.2 m,,,,,,,
,doll_496.1 m,,,,,,,
,doll_497.7 m,,,,,,,
,doll_502.4 m,,,,,,,
,doll_504.2 m,,,,,,,
,doll_408.8 m,,,,,,,
,doll_409.6 m,,,,,,,
,doll_513.7 m,,,,,,,
,doll_515.6 m,,,,,,,
,doll_523.3 m,,,,,,,
,doll_347.6 m,,,,,,,
,doll_346.9 m,,,,,,,
,doll_525.6 m,,,,,,,
,doll_348.1 m,,,,,,,
,doll_348.9 m,,,,,,,
,doll_351.2 m,,,,,,,
,doll_353.3 m,,,,,,,
,doll_353.9 m,,,,,,,
,doll_357.6 m,,,,,,,
,doll_362.5 m,,,,,,,
,doll_362.8 m,,,,,,,
,doll_361.5 m,,,,,,,
,doll_362.3 m,,,,,,,
,doll_363.6 m,,,,,,,
,doll_364.8 m,,,,,,,
,doll_365.3 m,,,,,,,
,doll_294.6 m,,,,,,,
,doll_369.9 m,,,,,,,
,doll_371.2 m,,,,,,,
,doll_297.1 m,,,,,,,
,doll_373.6 m,,,,,,,
,doll_376.2 m,,,,,,,
,doll_375.3 m,,,,,,,
,doll_378.7 m,,,,,,,
,doll_380.2 m,,,,,,,
,doll_304.7 m,,,,,,,
,doll_382.3 m,,,,,,,
,doll_384.2 m,,,,,,,
,doll_386.5 m,,,,,,,
,doll_384.6 m,,,,,,,
,doll_318.3 m,,,,,,,
,doll_398.9 m,,,,,,,
,doll_401.0 m,,,,,,,
,doll_400.1 m,,,,,,,
,doll_403.3 m,,,,,,,
,doll_322.4 m,,,,,,,
,doll_291.0 m,,,,,,,
,doll_291.8 m,,,,,,,
,doll_405.3 m,,,,,,,
,doll_293.4 m,,,,,,,
,doll_405.6 m,,,,,,,
,doll_235.6 m,,,,,,,
,doll_295.6 m,,,,,,,
,doll_298.5 m,,,,,,,
,doll_302.0 m,,,,,,,
,doll_302.4 m,,,,,,,
,doll_304.0 m,,,,,,,
,doll_303.8 m,,,,,,,
,doll_302.7 m,,,,,,,
,doll_304.1 m,,,,,,,
,doll_243.7 m,,,,,,,
,doll_308.7 m,,,,,,,
,doll_244.9 m,,,,,,,
,doll_309.0 m,,,,,,,
,doll_312.7 m,,,,,,,
,doll_310.3 m,,,,,,,
,doll_312.5 m,,,,,,,
,doll_312.2 m,,,,,,,
,doll_310.8 m,,,,,,,
,doll_313.4 m,,,,,,,
,doll_316.0 m,,,,,,,
,doll_314.9 m,,,,,,,
,doll_316.6 m,,,,,,,
,doll_315.0 m,,,,,,,
,doll_316.8 m,,,,,,,
,doll_317.0 m,,,,,,,
,doll_318.5 m,,,,,,,
,doll_253.8 m,,,,,,,
,doll_318.0 m,,,,,,,
,doll_232.2 m,,,,,,,
,doll_231.1 m,,,,,,,
,doll_322.5 m,,,,,,,
,doll_325.9 m,,,,,,,
,doll_235.4 m,,,,,,,
,doll_325.3 m,,,,,,,
,doll_325.8 m,,,,,,,
,doll_326.7 m,,,,,,,
,doll_258.0 m,,,,,,,
,doll_324.5 m,,,,,,,
,doll_331.5 m,,,,,,,
,doll_333.2 m,,,,,,,
,doll_222.0 m,,,,,,,
,doll_224.5 m,,,,,,,
,doll_179.7 m,,,,,,,
,doll_226.7 m,,,,,,,
,doll_228.2 m,,,,,,,
,doll_228.2 m,,,,,,,
,doll_228.6 m,,,,,,,
,doll_229.7 m,,,,,,,
,doll_229.0 m,,,,,,,
,doll_232.1 m,,,,,,,
,doll_232.8 m,,,,,,,
,doll_168.6 m,,,,,,,
,doll_233.4 m,,,,,,,
,doll_239.7 m,,,,,,,
,doll_241.1 m,,,,,,,
,doll_238.3 m,,,,,,,
,doll_237.3 m,,,,,,,
,doll_243.9 m,,,,,,,
,doll_248.0 m,,,,,,,
,doll_243.9 m,,,,,,,
,doll_244.5 m,,,,,,,
,doll_253.8 m,,,,,,,
,doll_253.8 m,,,,,,,
,doll_251.2 m,,,,,,,
,doll_184.7 m,,,,,,,
,doll_256.1 m,,,,,,,
,doll_256.1 m,,,,,,,
,doll_256.5 m,,,,,,,
,doll_185.3 m,,,,,,,
,doll_259.1 m,,,,,,,
,doll_257.6 m,,,,,,,
,doll_263.1 m,,,,,,,
,doll_258.9 m,,,,,,,
,doll_208.7 m,,,,,,,
,doll_264.7 m,,,,,,,
,doll_193.2 m,,,,,,,
,doll_266.9 m,,,,,,,
,doll_214.8 m,,,,,,,
,doll_269.3 m,,,,,,,
,doll_189.1 m,,,,,,,
,doll_270.7 m,,,,,,,
,doll_176.1 m,,,,,,,
,doll_176.4 m,,,,,,,
,doll_127.6 m,,,,,,,
,doll_441.1 m,,,,,,,
,doll_179.5 m,,,,,,,
,doll_182.0 m,,,,,,,
,doll_182.5 m,,,,,,,
,doll_180.6 m,,,,,,,
,doll_182.1 m,,,,,,,
,doll_184.0 m,,,,,,,
,doll_184.0 m,,,,,,,
,doll_147.8 m,,,,,,,
,doll_187.4 m,,,,,,,
,doll_187.4 m,,,,,,,
,doll_147.9 m,,,,,,,
,doll_185.7 m,,,,,,,
,doll_187.6 m,,,,,,,
,doll_187.8 m,,,,,,,
,doll_189.7 m,,,,,,,
,doll_188.1 m,,,,,,,
,doll_189.8 m,,,,,,,
,doll_152.1 m,,,,,,,
,doll_190.4 m,,,,,,,
,doll_191.8 m,,,,,,,
,doll_192.0 m,,,,,,,
,doll_153.8 m,,,,,,,
,doll_194.4 m,,,,,,,
,doll_191.9 m,,,,,,,
,doll_139.6 m,,,,,,,
,doll_156.3 m,,,,,,,
,doll_200.4 m,,,,,,,
,doll_202.0 m,,,,,,,
,doll_199.3 m,,,,,,,
,doll_198.8 m,,,,,,,
,doll_202.1 m,,,,,,,
,doll_164.3 m,,,,,,,
,doll_203.3 m,,,,,,,
,doll_202.8 m,,,,,,,
,doll_167.4 m,,,,,,,
,doll_206.6 m,,,,,,,
,doll_209.8 m,,,,,,,
,doll_209.9 m,,,,,,,
,doll_148.3 m,,,,,,,
,doll_120.7 m,,,,,,,
,doll_109.3 m,,,,,,,
,doll_151.9 m,,,,,,,
,doll_109.7 m,,,,,,,
,doll_151.7 m,,,,,,,
,doll_121.3 m,,,,,,,
,doll_151.9 m,,,,,,,
,doll_152.4 m,,,,,,,
,doll_110.2 m,,,,,,,
,doll_152.7 m,,,,,,,
,doll_163.8 m,,,,,,,
,doll_152.8 m,,,,,,,
,doll_154.0 m,,,,,,,
,doll_154.6 m,,,,,,,
,doll_154.5 m,,,,,,,
,doll_154.9 m,,,,,,,
,doll_123.6 m,,,,,,,
,doll_112.2 m,,,,,,,
,doll_156.5 m,,,,,,,
,doll_156.4 m,,,,,,,
,doll_157.9 m,,,,,,,
,doll_157.8 m,,,,,,,
,doll_158.5 m,,,,,,,
,doll_126.7 m,,,,,,,
,doll_161.3 m,,,,,,,
,doll_163.4 m,,,,,,,
,doll_162.7 m,,,,,,,
,doll_159.9 m,,,,,,,
,doll_164.5 m,,,,,,,
,doll_162.7 m,,,,,,,
,doll_163.7 m,,,,,,,
,doll_163.7 m,,,,,,,
,doll_131.8 m,,,,,,,
,doll_163.4 m,,,,,,,
,doll_164.3 m,,,,,,,
,doll_99.7 m,,,,,,,
,doll_165.9 m,,,,,,,
,doll_168.2 m,,,,,,,
,doll_169.8 m,,,,,,,
,doll_167.1 m,,,,,,,
,doll_171.3 m,,,,,,,
,doll_171.9 m,,,,,,,
,doll_125.4 m,,,,,,,
,doll_91.6 m,,,,,,,
,doll_127.5 m,,,,,,,
,doll_90.6 m,,,,,,,
,doll_128.9 m,,,,,,,
,doll_126.4 m,,,,,,,
,doll_128.1 m,,,,,,,
,doll_128.1 m,,,,,,,
,doll_128.7 m,,,,,,,
,doll_102.5 m,,,,,,,
,doll_128.7 m,,,,,,,
,doll_103.8 m,,,,,,,
,doll_93.3 m,,,,,,,
,doll_132.1 m,,,,,,,
,doll_130.4 m,,,,,,,
,doll_131.8 m,,,,,,,
,doll_131.1 m,,,,,,,
,doll_131.8 m,,,,,,,
,doll_134.2 m,,,,,,,
,doll_132.2 m,,,,,,,
,doll_132.8 m,,,,,,,
,doll_135.2 m,,,,,,,
,doll_135.4 m,,,,,,,
,doll_82.2 m,,,,,,,
,doll_136.2 m,,,,,,,
,doll_99.8 m,,,,,,,
,doll_136.8 m,,,,,,,
,doll_136.9 m,,,,,,,
,doll_138.1 m,,,,,,,
,doll_100.3 m,,,,,,,
,doll_140.6 m,,,,,,,
,doll_139.4 m,,,,,,,
,doll_139.7 m,,,,,,,
,doll_139.8 m,,,,,,,
,doll_139.2 m,,,,,,,
,doll_140.8 m,,,,,,,
,doll_141.9 m,,,,,,,
,doll_141.5 m,,,,,,,
,doll_102.0 m,,,,,,,
,doll_97.9 m,,,,,,,
,doll_103.5 m,,,,,,,
,doll_141.9 m,,,,,,,
,doll_75.0 m,,,,,,,
,doll_106.6 m,,,,,,,
,doll_85.7 m,,,,,,,
,doll_107.6 m,,,,,,,
,doll_107.8 m,,,,,,,
,doll_108.3 m,,,,,,,
,doll_108.1 m,,,,,,,
,doll_79.6 m,,,,,,,
,doll_79.1 m,,,,,,,
,doll_110.9 m,,,,,,,
,doll_110.1 m,,,,,,,
,doll_110.1 m,,,,,,,
,doll_110.9 m,,,,,,,
,doll_88.1 m,,,,,,,
,doll_88.7 m,,,,,,,
,doll_111.7 m,,,,,,,
,doll_112.1 m,,,,,,,
,doll_112.4 m,,,,,,,
,doll_112.9 m,,,,,,,
,doll_113.7 m,,,,,,,
,doll_114.2 m,,,,,,,
,doll_82.1 m,,,,,,,
,doll_114.3 m,,,,,,,
,doll_93.0 m,,,,,,,
,doll_116.5 m,,,,,,,
,doll_114.6 m,,,,,,,
,doll_115.8 m,,,,,,,
,doll_93.1 m,,,,,,,
,doll_116.6 m,,,,,,,
,doll_118.3 m,,,,,,,
,doll_118.2 m,,,,,,,
,doll_116.5 m,,,,,,,
,doll_117.1 m,,,,,,,
,doll_118.8 m,,,,,,,
,doll_86.2 m,,,,,,,
,doll_119.9 m,,,,,,,
,doll_95.9 m,,,,,,,
,doll_120.7 m,,,,,,,
,doll_96.7 m,,,,,,,
,doll_87.5 m,,,,,,,
,doll_121.2 m,,,,,,,
,doll_90.5 m,,,,,,,
,doll_96.4 m,,,,,,,
,doll_90.5 m,,,,,,,
,doll_72.4 m,,,,,,,
,doll_91.0 m,,,,,,,
,doll_90.4 m,,,,,,,
,doll_66.0 m,,,,,,,
,doll_55.5 m,,,,,,,
,doll_92.0 m,,,,,,,
,doll_90.9 m,,,,,,,
,doll_73.8 m,,,,,,,
,doll_66.5 m,,,,,,,
,doll_68.8 m,,,,,,,
,doll_67.3 m,,,,,,,
,doll_95.4 m,,,,,,,
,doll_67.9 m,,,,,,,
,doll_95.7 m,,,,,,,
,doll_96.5 m,,,,,,,
,doll_97.3 m,,,,,,,
,doll_97.4 m,,,,,,,
,doll_98.4 m,,,,,,,
,doll_70.3 m,,,,,,,
,doll_98.4 m,,,,,,,
,doll_98.9 m,,,,,,,
,doll_71.5 m,,,,,,,
,doll_99.4 m,,,,,,,
,doll_99.7 m,,,,,,,
,doll_71.6 m,,,,,,,
,doll_99.6 m,,,,,,,
,doll_100.3 m,,,,,,,
,doll_100.6 m,,,,,,,
,doll_100.6 m,,,,,,,
,doll_100.4 m,,,,,,,
,doll_101.1 m,,,,,,,
,doll_101.8 m,,,,,,,
,doll_103.2 m,,,,,,,
,doll_102.2 m,,,,,,,
,doll_101.9 m,,,,,,,
,doll_103.4 m,,,,,,,
,doll_103.8 m,,,,,,,
,doll_103.2 m,,,,,,,
,doll_104.0 m,,,,,,,
,doll_76.8 m,,,,,,,
,doll_76.7 m,,,,,,,
,doll_77.2 m,,,,,,,
,doll_77.0 m,,,,,,,
,doll_77.2 m,,,,,,,
,doll_77.3 m,,,,,,,
,doll_78.5 m,,,,,,,
,doll_77.5 m,,,,,,,
,doll_78.8 m,,,,,,,
,doll_77.7 m,,,,,,,
,doll_63.0 m,,,,,,,
,doll_79.3 m,,,,,,,
,doll_79.2 m,,,,,,,
,doll_79.4 m,,,,,,,
,doll_80.3 m,,,,,,,
,doll_58.2 m,,,,,,,
,doll_80.4 m,,,,,,,
,doll_80.9 m,,,,,,,
,doll_81.9 m,,,,,,,
,doll_81.6 m,,,,,,,
,doll_65.8 m,,,,,,,
,doll_83.0 m,,,,,,,
,doll_83.0 m,,,,,,,
,doll_83.1 m,,,,,,,
,doll_83.9 m,,,,,,,
,doll_60.9 m,,,,,,,
,doll_85.5 m,,,,,,,
,doll_86.1 m,,,,,,,
,doll_85.3 m,,,,,,,
,doll_62.9 m,,,,,,,
,doll_87.0 m,,,,,,,
,doll_87.4 m,,,,,,,
,doll_60.0 m,,,,,,,
,doll_88.3 m,,,,,,,
,doll_86.7 m,,,,,,,
,doll_70.2 m,,,,,,,
,doll_70.5 m,,,,,,,
,doll_88.0 m,,,,,,,
,doll_88.2 m,,,,,,,
,doll_88.8 m,,,,,,,
,doll_88.8 m,,,,,,,
,doll_89.1 m,,,,,,,
,doll_66.5 m,,,,,,,
,doll_66.6 m,,,,,,,
,doll_48.6 m,,,,,,,
,doll_53.7 m,,,,,,,
,doll_68.1 m,,,,,,,
,doll_55.0 m,,,,,,,
,doll_49.2 m,,,,,,,
,doll_68.0 m,,,,,,,
,doll_68.9 m,,,,,,,
,doll_68.9 m,,,,,,,
,doll_69.6 m,,,,,,,
,doll_69.5 m,,,,,,,
,doll_69.1 m,,,,,,,
,doll_69.0 m,,,,,,,
,doll_55.6 m,,,,,,,
,doll_69.9 m,,,,,,,
,doll_70.1 m,,,,,,,
,doll_70.0 m,,,,,,,
,doll_70.1 m,,,,,,,
,doll_56.3 m,,,,,,,
,doll_56.1 m,,,,,,,
,doll_71.3 m,,,,,,,
,doll_71.4 m,,,,,,,
,doll_71.6 m,,,,,,,
,doll_71.8 m,,,,,,,
,doll_51.9 m,,,,,,,
,doll_71.9 m,,,,,,,
,doll_72.0 m,,,,,,,
,doll_72.3 m,,,,,,,
,doll_72.5 m,,,,,,,
,doll_72.9 m,,,,,,,
,doll_57.6 m,,,,,,,
,doll_73.6 m,,,,,,,
,doll_72.9 m,,,,,,,
,doll_73.9 m,,,,,,,
,doll_42.5 m,,,,,,,
,doll_53.8 m,,,,,,,
,doll_74.5 m,,,,,,,
,doll_59.5 m,,,,,,,
,doll_74.9 m,,,,,,,
,doll_74.6 m,,,,,,,
,doll_75.3 m,,,,,,,
,doll_75.3 m,,,,,,,
,doll_58.7 m,,,,,,,
,doll_58.7 m,,,,,,,
,doll_41.3 m,,,,,,,
,doll_58.8 m,,,,,,,
,doll_58.8 m,,,,,,,
,doll_58.9 m,,,,,,,
,doll_47.0 m,,,,,,,
,doll_41.5 m,,,,,,,
,doll_59.4 m,,,,,,,
,doll_59.7 m,,,,,,,
,doll_59.7 m,,,,,,,
,doll_43.5 m,,,,,,,
,doll_60.0 m,,,,,,,
,doll_60.5 m,,,,,,,
,doll_60.6 m,,,,,,,
,doll_60.2 m,,,,,,,
,doll_48.6 m,,,,,,,
,doll_60.9 m,,,,,,,
,doll_61.2 m,,,,,,,
,doll_48.8 m,,,,,,,
,doll_61.3 m,,,,,,,
,doll_61.5 m,,,,,,,
,doll_61.7 m,,,,,,,
,doll_61.7 m,,,,,,,
,doll_61.9 m,,,,,,,
,doll_61.9 m,,,,,,,
,doll_44.8 m,,,,,,,
,doll_62.1 m,,,,,,,
,doll_62.1 m,,,,,,,
,doll_62.2 m,,,,,,,
,doll_62.4 m,,,,,,,
,doll_62.3 m,,,,,,,
,doll_62.5 m,,,,,,,
,doll_50.2 m,,,,,,,
,doll_62.9 m,,,,,,,
,doll_63.2 m,,,,,,,
,doll_45.6 m,,,,,,,
,doll_63.3 m,,,,,,,
,doll_63.9 m,,,,,,,
,doll_63.9 m,,,,,,,
,doll_64.4 m,,,,,,,
,doll_64.4 m,,,,,,,
,doll_45.4 m,,,,,,,
,doll_64.9 m,,,,,,,
,doll_47.0 m,,,,,,,
,doll_65.9 m,,,,,,,
,doll_47.2 m,,,,,,,
,doll_66.2 m,,,,,,,
,doll_65.4 m,,,,,,,
,doll_66.0 m,,,,,,,
,doll_75.5 m,,,,,,,
,doll_75.8 m,,,,,,,
,doll_54.7 m,,,,,,,
,doll_75.8 m,,,,,,,
,doll_55.3 m,,,,,,,
,doll_75.0 m,,,,,,,
,doll_76.4 m,,,,,,,
,doll_89.1 m,,,,,,,
,doll_54.4 m,,,,,,,
,doll_89.6 m,,,,,,,
,doll_90.3 m,,,,,,,
,doll_54.9 m,,,,,,,
,doll_89.6 m,,,,,,,
,doll_90.0 m,,,,,,,
,doll_90.4 m,,,,,,,
,doll_104.1 m,,,,,,,
,doll_105.2 m,,,,,,,
,doll_104.2 m,,,,,,,
,doll_104.1 m,,,,,,,
,doll_105.6 m,,,,,,,
,doll_105.2 m,,,,,,,
,doll_106.0 m,,,,,,,
,doll_121.8 m,,,,,,,
,doll_121.7 m,,,,,,,
,doll_120.7 m,,,,,,,
,doll_123.7 m,,,,,,,
,doll_123.8 m,,,,,,,
,doll_99.4 m,,,,,,,
,doll_124.3 m,,,,,,,
,doll_122.5 m,,,,,,,
,doll_124.7 m,,,,,,,
,doll_106.3 m,,,,,,,
,doll_114.4 m,,,,,,,
,doll_144.2 m,,,,,,,
,doll_146.5 m,,,,,,,
,doll_145.5 m,,,,,,,
,doll_146.7 m,,,,,,,
,doll_147.2 m,,,,,,,
,doll_147.7 m,,,,,,,
,doll_147.8 m,,,,,,,
,doll_172.6 m,,,,,,,
,doll_172.5 m,,,,,,,
,doll_139.3 m,,,,,,,
,doll_125.8 m,,,,,,,
,doll_174.5 m,,,,,,,
,doll_176.0 m,,,,,,,
,doll_223.6 m,,,,,,,
,doll_123.6 m,,,,,,,
,doll_210.0 m,,,,,,,
,doll_211.6 m,,,,,,,
,doll_213.6 m,,,,,,,
,doll_172.5 m,,,,,,,
,doll_213.7 m,,,,,,,
,doll_219.2 m,,,,,,,
,doll_173.4 m,,,,,,,
,doll_270.9 m,,,,,,,
,doll_272.9 m,,,,,,,
,doll_274.1 m,,,,,,,
,doll_280.3 m,,,,,,,
,doll_278.6 m,,,,,,,
,doll_225.5 m,,,,,,,
,doll_232.2 m,,,,,,,
,doll_333.3 m,,,,,,,
,doll_287.1 m,,,,,,,
,doll_242.7 m,,,,,,,
,doll_335.8 m,,,,,,,
,doll_288.0 m,,,,,,,
,doll_337.4 m,,,,,,,
,doll_338.6 m,,,,,,,
,doll_341.8 m,,,,,,,
,doll_341.4 m,,,,,,,
,doll_340.3 m,,,,,,,
,doll_407.0 m,,,,,,,
,doll_345.0 m,,,,,,,
,doll_332.5 m,,,,,,,
,doll_419.6 m,,,,,,,
,doll_422.2 m,,,,,,,
,doll_423.3 m,,,,,,,
,doll_426.8 m,,,,,,,
,doll_422.7 m,,,,,,,
,doll_427.7 m,,,,,,,
,doll_427.3 m,,,,,,,
,doll_425.7 m,,,,,,,
,doll_431.2 m,,,,,,,
,doll_381.1 m,,,,,,,
,doll_527.0 m,,,,,,,
,doll_521.5 m,,,,,,,
,doll_527.3 m,,,,,,,
,doll_534.8 m,,,,,,,
,doll_537.6 m,,,,,,,
,doll_535.0 m,,,,,,,
,doll_538.7 m,,,,,,,
,doll_541.2 m,,,,,,,
,doll_435.8 m,,,,,,,
,doll_722.9 m,,,,,,,
,doll_557.1 m,,,,,,,
,doll_548.6 m,,,,,,,
,doll_723.5 m,,,,,,,
,doll_728.9 m,,,,,,,
,doll_725.7 m,,,,,,,
,doll_730.7 m,,,,,,,
,doll_732.7 m,,,,,,,
,doll_962.9 m,,,,,,,
,doll_973.7 m,,,,,,,
,doll_992.0 m,,,,,,,
,doll_986.8 m,,,,,,,
,doll_987.2 m,,,,,,,
,doll_988.2 m,,,,,,,
,doll_997.0 m,,,,,,,
,doll_998.8 m,,,,,,,
,doll_1.01 b,,,,,,,
,doll_1.43 b,,,,,,,
,doll_1.46 b,,,,,,,
,doll_1.17 b,,,,,,,
,doll_1.01 b,,,,,,,
,doll_1.48 b,,,,,,,
,doll_1.52 b,,,,,,,
,doll_2.13 b,,,,,,,
,doll_1.52 b,,,,,,,
,doll_1.53 b,,,,,,,
,doll_2.18 b,,,,,,,
,doll_1.55 b,,,,,,,
,doll_2.22 b,,,,,,,
,doll_2.22 b,,,,,,,
,doll_2.17 b,,,,,,,
,doll_2.21 b,,,,,,,
,doll_2.24 b,,,,,,,
,doll_2.24 b,,,,,,,
,doll_3.37 b,,,,,,,
,doll_2.24 b,,,,,,,
,doll_3.43 b,,,,,,,
,doll_3.48 b,,,,,,,
,doll_3.40 b,,,,,,,
,doll_3.37 b,,,,,,,
,doll_3.54 b,,,,,,,
,doll_3.55 b,,,,,,,
,doll_5.39 b,,,,,,,
,doll_5.34 b,,,,,,,
,doll_5.66 b,,,,,,,
,doll_5.68 b,,,,,,,
,doll_5.46 b,,,,,,,
,doll_5.98 b,,,,,,,
