link,name,industry,founded,country,ceo,employees,revenue
https://www.forbes.com/companies/gartner,Gartner,Business Services & Supplies,1979,United States,Eugene A. Hall,"16,600",$4.7B
https://www.forbes.com/companies/slm,SLM,Business Services & Supplies,1972,United States,Jonathan W. Witter,"1,450",$2.3B
https://www.forbes.com/companies/atmos-energy,Atmos Energy,Oil & Gas Operations,1906,United States,Kevin Akers,"4,684",$3.5B
https://www.forbes.com/companies/bci-banco-credito,BCI-Banco Credito,Banking,1937,Chile,Eugenio von Chrismar Carvajal,"10,560",$3.6B
https://www.forbes.com/companies/lotte-shopping,Lotte Shopping,Retailing,1970,South Korea,Sung-Hyun Kang,"21,042",$13.6B
https://www.forbes.com/companies/china-cssc-holdings,China CSSC Holdings,Capital Goods,Not found,China,Jun Ji,"20,284",$8.5B
https://www.forbes.com/companies/synovus,Synovus,Banking,1888,United States,Kevin S. Blair,"4,988",$2.1B
https://www.forbes.com/companies/iida-group-holdings,Iida Group Holdings,Construction,2013,Japan,Kazuhiko Mori,"10,134",$12.6B
https://www.forbes.com/companies/thai-beverage,Thai Beverage,"Food, Drink & Tobacco",2003,Thailand,Thapana Sirivadhanabhakdi,Not found,$7.7B
https://www.forbes.com/companies/equifax,Equifax,Business Services & Supplies,1899,United States,Mark Begor,"12,700",$5.1B
https://www.forbes.com/companies/kingspan-group,Kingspan Group PLC,Construction,Not found,Ireland,Gene M. Murtagh,"19,000",$7.7B
https://www.forbes.com/companies/newcrest-mining,Newcrest Mining,Materials,1966,Australia,Sandeep Biswas,930,$4.1B
https://www.forbes.com/companies/kerry-properties,Kerry Properties,Construction,1978,Hong Kong,Khoon Hua Kuok,"7,600",$2.1B
https://www.forbes.com/companies/globe-life,Globe Life,Insurance,1951,United States,Gary L. Coleman Larry M. Hutchison,"3,222",$5.2B
https://www.forbes.com/companies/bank-of-jinzhou,Bank of Jinzhou,Banking,1998,China,Hong Guang Cai,"6,012",$6.2B
https://www.forbes.com/companies/bank-of-east-asia,Bank of East Asia,Banking,1918,Hong Kong,"Man Bun Li, Man Kiu Li","8,824",$3.1B
https://www.forbes.com/companies/marfrig-global-foods,Marfrig Global Foods,"Food, Drink & Tobacco",1986,Brazil,Miguel de Souza Gularte,"31,779",$15.8B
https://www.forbes.com/companies/vipshop-holdings,Vipshop Holdings,Retailing,2008,China,Ya Shen,"7,567",$18.2B
https://www.forbes.com/companies/acciona,Acciona,Construction,1997,Spain,José Manuel Entrecanales Domecq,"40,000",$9.6B
https://www.forbes.com/companies/hilton,Hilton,Travel & Leisure,1919,United States,Christopher J. Nassetta,"142,000",$5.8B
https://www.forbes.com/companies/sinotruk-hong-kong,Sinotruk Hong Kong,Capital Goods,2007,China,Bozhi Wang,"28,502",$14.5B
https://www.forbes.com/companies/borgwarner,BorgWarner,Consumer Durables,1928,United States,Frédéric B. Lissdale,"49,300",$14.8B
https://www.forbes.com/companies/nu-holdings,Nu Holdings,IT Software & Services,2016,Cayman Islands,David Vélez Osorno,"6,075",$1.4B
https://www.forbes.com/companies/adient,Adient,Consumer Durables,1985,United States,Douglas G. Del Grosso,"75,000",$13.3B
https://www.forbes.com/companies/unibail-rodamco,Unibail-Rodamco,Construction,2007,France,Jean-Marie Tritant,"2,012",$3B
https://www.forbes.com/companies/zebra-technologies,Zebra Technologies,Technology Hardware & Equipment,1969,United States,Anders Gustafsson,"9,800",$5.6B
https://www.forbes.com/companies/verisign,VeriSign,IT Software & Services,1995,United States,D. James Bidzos,904,$1.3B
https://www.forbes.com/companies/kakaobank,KakaoBank,Banking,2016,South Korea,Ho-Young Yoon,913,$929M
https://www.forbes.com/companies/hyundai-glovis,Hyundai Glovis,Transportation,2001,South Korea,Jung-Hoon Kim,"1,631",$19B
https://www.forbes.com/companies/a2a,A2A,Utilities,2008,Italy,Renato Mazzoncini,"12,000",$13.4B
https://www.forbes.com/companies/jm-smucker,JM Smucker,"Food, Drink & Tobacco",1897,United States,Mark T. Smucker,"7,100",$7.9B
https://www.forbes.com/companies/incyte,Incyte,Drugs & Biotechnology,1991,United States,Herve Hoppenot,"2,094",$3B
https://www.forbes.com/companies/geberit,Geberit,Construction,1874,Switzerland,Christian Buhl,"11,809",$3.8B
https://www.forbes.com/companies/zhongyuan-bank,Zhongyuan Bank,Banking,2014,China,Dou Rongxing,"13,503",$5.4B
https://www.forbes.com/companies/performance-food-group,Performance Food Group,Food Markets,1885,United States,George L. Holm,"23,000",$39.7B
https://www.forbes.com/companies/advanced-info-service,Advanced Info Service,"Telecommunications Services, Cable Supplier",1983,Thailand,Somchai Lertsutiwong,"14,103",$5.7B
https://www.forbes.com/companies/martin-marietta-materials,Martin Marietta Materials,Construction,1993,United States,C. Howard Nye,"10,000",$5.4B
https://www.forbes.com/companies/boston-properties,Boston Properties,Diversified Financials,1970,United States,Owen D. Thomas,743,$2.9B
https://www.forbes.com/companies/kghm-polska-miedz,KGHM Polska Miedz,Materials,1961,Poland,Marcin Chludzinski,"34,286",$8B
https://www.forbes.com/companies/agility,Agility,Transportation,Not found,Kuwait,Tarek Abdulaziz Sultan Al-Essa,Not found,$2.9B
https://www.forbes.com/companies/fukuoka-financial-group,Fukuoka Financial Group,Banking,2007,Japan,Masaaki Tani,"8,103",$2.5B
https://www.forbes.com/companies/wharf-holdings,Wharf (Holdings),Conglomerates,1886,Hong Kong,Tin Hoi Ng,"6,200",$2.9B
https://www.forbes.com/companies/amerco,Amerco,Business Services & Supplies,1945,United States,Edward J. Shoen,"29,800",$5.6B
https://www.forbes.com/companies/gecina,Gecina,Diversified Financials,1959,France,Beñat Ortega,487,$901M
https://www.forbes.com/companies/mondi,Mondi,Materials,2007,United Kingdom,Andrew King,"26,500",$9.1B
https://www.forbes.com/companies/halyk-bank,Halyk Bank,Banking,1923,Kazakhstan,Umut Bolatkhanovna Shayakhmetova,"17,038",$2.9B
https://www.forbes.com/companies/bank-of-india,Bank of India,Banking,1906,India,Atanu Kumar Das,"51,459",$6.3B
https://www.forbes.com/companies/rhb-bank,RHB Bank,Banking,1997,Malaysia,Khairussaleh bin Ramli,"14,000",$2.6B
https://www.forbes.com/companies/commercial-bank-of-qatar,Commercial Bank of Qatar ,Banking,1975,Qatar,Joseph Abraham,Not found,$2.2B
https://www.forbes.com/companies/virgin-money-uk,Virgin Money UK,Banking,2015,United Kingdom,David Joseph Duffy,"7,857",$2.8B
https://www.forbes.com/companies/las-vegas-sands,Las Vegas Sands,"Hotels, Restaurants & Leisure",1988,United States,Robert Glen Goldstein,"44,700",$4.2B
https://www.forbes.com/companies/us-foods,US Foods,Food Markets,2007,United States,Pietro Satriano,"28,000",$29.5B
https://www.forbes.com/companies/fleetcor-technologies,FleetCor Technologies ,Business Services & Supplies,1985,United States,Ronald F. Clarke,"9,700",$2.8B
https://www.forbes.com/companies/nitori-holdings,Nitori Holdings,Retailing,1972,Japan,Akio Nitori,"10,366",$7.3B
https://www.forbes.com/companies/sonova-holding,Sonova Holding,Health Care Equipment & Services,1985,Switzerland,Arnd Kaldowski,"14,508",$3.4B
https://www.forbes.com/companies/keppel,Keppel,Conglomerates,1968,Singapore,Chin Hua Loh,"16,393",$6.4B
https://www.forbes.com/companies/crown-holdings,Crown Holdings,"Engineering, Manufacturing",1892,United States,Timothy Joseph Donahue,"33,000",$11.9B
https://www.forbes.com/companies/rexel,Rexel,Retail and Wholesale,1967,France,Guillaume Jean Philippe,"26,000",$17.4B
https://www.forbes.com/companies/alliant-energy,Alliant Energy,Utilities,1981,United States,John O. Larsen,"3,313",$3.7B
https://www.forbes.com/companies/sinopac-financial,SinoPac Financial,Banking,2002,Taiwan,Shih Ting Chu,"9,548",$2.1B
https://www.forbes.com/companies/b3,B3,Diversified Financials,1890,Brazil,Gilson Finkelsztain,"2,135",$1.7B
https://www.forbes.com/companies/shiseido,Shiseido,Packaged Goods,1872,Japan,Masahiko Uotani,"42,000",$9.4B
https://www.forbes.com/companies/china-nuclear-engineering-corporation,China Nuclear Engineering Corporation,Construction,2010,China,Xiong Biao Dai,"37,216",$12.8B
https://www.forbes.com/companies/ingersoll-rand,Ingersoll Rand,Capital Goods,1872,United States,Vicente Reynal,"16,000",$5.4B
https://www.forbes.com/companies/mebuki-financial-group,Mebuki Financial Group,Banking,2008,Japan,Satoshi Fujisawa,"6,373",$2B
https://www.forbes.com/companies/concordia-financial-group,Concordia Financial Group,Banking,2016,Japan,Not found,"5,995",$2.7B
https://www.forbes.com/companies/weg,WEG,Capital Goods,1961,Brazil,Harry Schmelzer,"36,987",$4.4B
https://www.forbes.com/companies/wheaton-precious-metals,Wheaton Precious Metals,Materials,2004,Canada,Randy Vernon Joseph,44,$1.2B
https://www.forbes.com/companies/aroundtown,Aroundtown ,Construction,2017,Luxembourg,Barak Bar-Hen,"1,631",$1.6B
https://www.forbes.com/companies/medipal-holdings,Medipal Holdings,Drugs & Biotechnology,1923,Japan,", Noriaki Horikiri","12,971",$29.8B
https://www.forbes.com/companies/phosagro,Phosagro,Chemicals,2001,Russia,Mikhail Konstantinovich Rybnikov,Not found,$4.7B
https://www.forbes.com/companies/huafa-industrial,Huafa Industrial,Construction,Not found,China,Yin Chen,"8,735",$7.4B
https://www.forbes.com/companies/tongkun-group,Tongkun Group,Materials,1982,China,Jin Xiang Xu,"19,371",$9.7B
https://www.forbes.com/companies/scentre-group,Scentre Group,Diversified Financials,Not found,Australia,Peter Kenneth Allen,"2,700",$1.7B
https://www.forbes.com/companies/nippon-express-holdings,NIPPON EXPRESS HOLDINGS,Transportation,Not found,Japan,Not found,"72,366",$20.6B
https://www.forbes.com/companies/taisei,Taisei,Construction,1873,Japan,Takashi Yamauchi,"14,620",$13.8B
https://www.forbes.com/companies/kumho-petrochemical,Kumho Petrochemical,Chemicals,1970,South Korea,Chan-Koo Park,"1,401",$7.4B
https://www.forbes.com/companies/globalfoundries,Globalfoundries,Semiconductors,2009,United States,Thomas Caulfield,Not found,$6.6B
https://www.forbes.com/companies/atlassian,Atlassian,IT Software & Services,2013,Australia,"Michael Cannon, Scott Farquhar","6,433",$2.4B
https://www.forbes.com/companies/all-nippon-airways,All Nippon Airways,Transportation,1920,Japan,Shinya Katanozaka,"46,580",$8.5B
https://www.forbes.com/companies/chiba-bank,Chiba Bank,Banking,1943,Japan,Hidetoshi Sakuma,"4,380",$1.9B
https://www.forbes.com/companies/vietin-bank,Vietin Bank,Banking,1988,Vietnam,Binh Minh Tran,"25,154",$4.4B
https://www.forbes.com/companies/eqt,EQT,Oil & Gas Operations,1888,United States,Toby Z. Rice,693,$6.8B
https://www.forbes.com/companies/west-pharmaceutical-services,West Pharmaceutical Services,Drugs & Biotechnology,Not found,United States,Eric Mark Green,"10,065",$2.8B
https://www.forbes.com/companies/china-everbright-international,China Everbright International,Business Services & Supplies,1961,Hong Kong,Zu Sheng Luan,"11,330",$6.4B
https://www.forbes.com/companies/hoa-phat-group,Hoa Phat Group,Materials,1992,Vietnam,Duong Tuan Tran,"27,651",$6.5B
https://www.forbes.com/companies/nine-dragons-paper-holdings,Nine Dragons Paper Holdings,Materials,2005,Hong Kong,Ming Chung Liu,"19,576",$10.2B
https://www.forbes.com/companies/adani-ports-special-economic-zone,Adani Ports & Special Economic Zone,Transportation,1998,India,Karan Gautambhai Adani,"2,863",$2.1B
https://www.forbes.com/companies/bank-of-guizhou,Bank of Guizhou,Banking,2012,China,Not found,"5,255",$3.6B
https://www.forbes.com/companies/new-residential-investment,New Residential Investment,Diversified Financials,2011,United States,Michael Nierenberg,"12,296",$3B
https://www.forbes.com/companies/kingdom-holding,Kingdom Holding,Diversified Financials,1996,Saudi Arabia,Talal bin Ibrahim Al-Maiman,Not found,$477M
https://www.forbes.com/companies/adani-green-energy,Adani Green Energy,Utilities,2015,India,Not found,"2,343",$419M
https://www.forbes.com/companies/fortive,Fortive,Technology Hardware & Equipment,2015,United States,James A. Lico,"18,000",$5.3B
https://www.forbes.com/companies/rocket-companies,Rocket Companies,Business Services & Supplies,1985,United States,Jay Farner,Not found,$10B
https://www.forbes.com/companies/banca-mps,Banca MPS,Banking,1472,Italy,Luigi Lovaglio,"21,244",$3.9B
https://www.forbes.com/companies/knorr-bremse,Knorr-Bremse,Consumer Durables,1905,Germany,Frank Markus Weber,"30,544",$7.9B
https://www.forbes.com/companies/hna-technology,HNA Technology,Transportation,Not found,China,Hai Hong Gui,"36,992",$41.8B
https://www.forbes.com/companies/oriental-land,Oriental Land,Media,1960,Japan,Toshio Kagami,"8,782",$2B
https://www.forbes.com/companies/news-corp,News Corp,Media,1922,United States,Robert James Thomson,"24,000",$10B
https://www.forbes.com/companies/china-resources-gas-group,China Resources Gas Group,Oil & Gas Operations,1905,Hong Kong,Ping Yang,"52,354",$10.1B
https://www.forbes.com/companies/momentum-metropolitan-holdings,Momentum Metropolitan Holdings,Diversified Financials,1989,South Africa,Hilgard Pieter Meyer,"16,483",$9B
https://www.forbes.com/companies/royalty-pharma,Royalty Pharma,Drugs & Biotechnology,2020,United States,Pablo Gerardo Legorreta,66,$2.3B
https://www.forbes.com/companies/avantor,Avantor,Chemicals,1904,United States,Michael Stubblefield,"13,500",$7.4B
https://www.forbes.com/companies/onemain-holdings,OneMain Holdings,Business Services & Supplies,2013,United States,Douglas H. Shulman,"8,800",$5B
https://www.forbes.com/companies/vulcan-materials,Vulcan Materials,Construction,1909,United States,J. Thomas Hill,"11,437",$5.6B
https://www.forbes.com/companies/hokuhoku-financial-group,Hokuhoku Financial Group,Banking,2003,Japan,Eishin Ihori,"4,943",$1.6B
https://www.forbes.com/companies/kiwoom-securities,Kiwoom Securities,Diversified Financials,2000,South Korea,Hyun-Soon Hwang,941,$2B
https://www.forbes.com/companies/palo-alto-networks,Palo Alto Networks,Technology Hardware & Equipment,2005,United States,Nikesh Arora,"10,473",$4.9B
https://www.forbes.com/companies/chugoku-electric-power,Chugoku Electric Power,Utilities,1951,Japan,Tomohide Karita,"13,050",$10.3B
https://www.forbes.com/companies/dxc-technology,DXC Technology,Business Services & Supplies,2017,United States,Michael J. Salvino,"134,000",$16.6B
https://www.forbes.com/companies/metro-group,Metro Group,Food Markets,2008,Germany,Steffen Greubel,"92,694",$30.8B
https://www.forbes.com/companies/shionogi,Shionogi,Drugs & Biotechnology,1919,Japan,Motozo Shiono,"5,485",$2.7B
https://www.forbes.com/companies/snowflake,Snowflake,IT Software & Services,2012,United States,Frank Slootman,"3,992",$1.2B
https://www.forbes.com/companies/owens-corning,Owens Corning,Construction,1938,United States,Brian D. Chambers,"20,000",$8.5B
https://www.forbes.com/companies/harel-insurance-investments-financial-services,Harel Insurance Investments & Financial Services,Insurance,1982,Israel,Michel Siboni,"4,635",$8.5B
https://www.forbes.com/companies/inner-mongolia-yitai-coal,Inner Mongolia Yitai Coal,Materials,1997,China,Jian Liu,"5,241",$7.5B
https://www.forbes.com/companies/nh-investment-securities,NH Investment & Securities,Diversified Financials,Not found,South Korea,Young-Chae Jeong,"3,044",$5.1B
https://www.forbes.com/companies/quilter,Quilter,Diversified Financials,2007,United Kingdom,Paul W. Feeney,"4,343",$6.4B
https://www.forbes.com/companies/hf-sinclair,HF Sinclair,Oil & Gas Operations,1947,United States,Michael C. Jennings,"4,208",$18.4B
https://www.forbes.com/companies/korea-shipbuilding-offshore-engineering,Korea Shipbuilding & Offshore Engineering,Capital Goods,1973,South Korea,Sam-Hyeon Gah,649,$13.5B
https://www.forbes.com/companies/samsung-electro-mechanics,Samsung Electro-Mechanics,Technology Hardware & Equipment,1973,South Korea,Duck-Hyun Chang,"11,866",$8.4B
https://www.forbes.com/companies/invitation-homes,Invitation Homes,Diversified Financials,2012,United States,Dallas B. Tanner,"1,240",$1.8B
https://www.forbes.com/companies/zto-express-cayman,ZTO Express (Cayman),Transportation,2002,China,Mei Song Lai,Not found,$4.7B
https://www.forbes.com/companies/tingyi-holding,Tingyi Holding,"Food, Drink & Tobacco",1991,China,Richard Chen,"62,107",$11.5B
https://www.forbes.com/companies/workday,Workday,IT Software & Services,2005,United States,Aneel Bhuri,"15,200",$5.1B
https://www.forbes.com/companies/shizuoka-bank,Shizuoka Bank,Banking,1943,Japan,Hisashi Shibata,"3,288",$2B
https://www.forbes.com/companies/check-point-software,Check Point Software,IT Software & Services,1993,Israel,Gil Shwed,"5,805",$2.2B
https://www.forbes.com/companies/commercial-bank-for-investment-development-of-vietnam,Commercial Bank For Investment & Development Of Vietnam,Banking,1957,Vietnam,Lam Ngoc Le,"27,223",$5.4B
https://www.forbes.com/companies/qorvo-inc,Qorvo,Semiconductors,1991,United States,Robert A. Bruggeworth,"8,400",$4.6B
https://www.forbes.com/companies/kaspikz-jsc,Kaspi.kz JSC,Diversified Financials,2008,Kazakhstan,Mikhail Lomtadze,Not found,$2.2B
https://www.forbes.com/companies/stifel-financial,Stifel Financial,Diversified Financials,1890,United States,Ronald James Kruszewski,"8,600",$4.8B
https://www.forbes.com/companies/ypf,YPF ,Oil & Gas Operations,1977,Argentina,Sergio Pablo Antonio,Not found,$13B
https://www.forbes.com/companies/bank-albilad,Bank Albilad,Banking,2004,Saudi Arabia,Abdul Aziz bin Mohammed Al-Onaizan,"4,291",$1.2B
https://www.forbes.com/companies/evolution-gaming-group-ab,Evolution Gaming Group AB,"Hotels, Restaurants & Leisure",2006,Sweden,Martin Olof Carlesund,"13,410",$1.3B
https://www.forbes.com/companies/lg-innotek-co,"LG Innotek Co.,",Technology Hardware & Equipment,1976,South Korea,Cheol-Dong Jeong,"12,415",$13.1B
https://www.forbes.com/companies/nisource,NiSource,Oil & Gas Operations,1847,United States,Lloyd M. Yates,"7,272",$4.9B
https://www.forbes.com/companies/ab-sagax,AB Sagax,Construction,1995,Sweden,David Gustaf Mindus,87,$377M
https://www.forbes.com/companies/sdic-capital,SDIC Capital,Household & Personal Products,Not found,China,Ying Li,"6,975",$3.2B
https://www.forbes.com/companies/hachijuni-bank,Hachijuni Bank,Banking,1931,Japan,Shoichi Yumoto,"3,689",$1.3B
https://www.forbes.com/companies/sumitomo-forestry-co,"Sumitomo Forestry Co.,",Construction,1948,Japan,Not found,"21,254",$12.6B
https://www.forbes.com/companies/kyushu-financial-group,Kyushu Financial Group,Banking,2015,Japan,Takahiro Kai,"4,578",$1.6B
https://www.forbes.com/companies/trip-group,Trip.com Group,Business Services & Supplies,1999,China,Jane Jie Sun,"33,400",$3.1B
https://www.forbes.com/companies/china-northern-rare-earth-high-tech,China Northern Rare Earth High-Tech,Materials,1961,China,Ye Dong Qu,"9,511",$4.7B
https://www.forbes.com/companies/snap,Snap,IT Software & Services,2010,United States,Evan Thomas Spiegel,"5,661",$4.4B
https://www.forbes.com/companies/k-plus-s,K+S,Chemicals,1889,Germany,Burkhard Lohr,"10,711",$3.8B
https://www.forbes.com/companies/bank-of-tianjin,Bank of Tianjin,Banking,1996,China,Philip Eric Rene,"6,852",$5.5B
https://www.forbes.com/companies/investec,Investec,Diversified Financials,1998,United Kingdom,Fani Titi,"8,200",$3.9B
https://www.forbes.com/companies/nishi-nippon-financial-holdings,Nishi-nippon Financial Holdings,Banking,Not found,Japan,Isao Kubota,"4,018",$1.2B
https://www.forbes.com/companies/commercial-international-bank,Commercial International Bank,Banking,1975,Egypt,Hussein Majid Abaza,"7,308",$3.2B
https://www.forbes.com/companies/nortonlifelock,NortonLifeLock,IT Software & Services,1988,United States,Vincent Pilette,"2,800",$2.8B
https://www.forbes.com/companies/crowdstrike,CrowdStrike,IT Software & Services,2011,United States,George P. Kurtz,"4,965",$1.5B
https://www.forbes.com/companies/japan-securities,Japan Securities,Business Services & Supplies,1927,Japan,Minoru Masubuchi,272,$274M
https://www.forbes.com/companies/clal-insurance-enterprises,Clal Insurance Enterprises ,Insurance,Not found,Israel,Yoram Naveh,"4,198",$8B
https://www.forbes.com/companies/xinyu-iron-steel,Xinyu Iron & Steel,Capital Goods,Not found,China,Cai Tang Guan,"16,755",$16.2B
https://www.forbes.com/companies/interactive-brokers-group,Interactive Brokers Group,Diversified Financials,1977,United States,Milan Galik,"2,571",$2.7B
https://www.forbes.com/companies/sino-biopharmaceutical,Sino Biopharmaceutical,Drugs & Biotechnology,2000,Hong Kong,Yi Li,"25,579",$3.8B
https://www.forbes.com/companies/lg-household-health-care,LG Household & Health Care,Household & Personal Products,2001,South Korea,Suk-Yong Cha,"4,469",$7.1B
https://www.forbes.com/companies/dai-nippon-printing,Dai Nippon Printing,Business Services & Supplies,1876,Japan,Yoshitoshi Kitajima,"37,062",$12.3B
https://www.forbes.com/companies/north-pacific-bank,North Pacific Bank,Banking,1917,Japan,Mitsuharu Yasuda,"3,106",$1.1B
https://www.forbes.com/companies/aena,Aena,Transportation,1991,Spain,Maurici Lucena Betriu,"8,811",$2.7B
https://www.forbes.com/companies/nitto-denko,Nitto Denko,Chemicals,1918,Japan,Hideo Takasaki,"25,424",$7.7B
https://www.forbes.com/companies/world-fuel-services,World Fuel Services,Trading Companies,1984,United States,Michael J. Kasbar,"4,414",$54.8B
https://www.forbes.com/companies/akelius-residential-property,Akelius Residential Property,Construction,1994,Sweden,Ralf Spann,865,$429M
https://www.forbes.com/companies/hong-leong-financial,Hong Leong Financial,Business Services & Supplies,1963,Malaysia,Kong Khoon Tan,"7,803",$1.9B
https://www.forbes.com/companies/bank-of-kyoto,Bank of Kyoto,Banking,1941,Japan,Nobuhiro Doi,"3,553",$1.2B
https://www.forbes.com/companies/meritz-securities,Meritz Securities,Diversified Financials,Not found,South Korea,Hi-Moon Choi,"1,501",$2.4B
https://www.forbes.com/companies/shinsei-bank,Shinsei Bank,Banking,1952,Japan,Hideyuki Kudo,"5,605",$2.6B
https://www.forbes.com/companies/china-development-bank-financial-leasing,China Development Bank Financial Leasing,Banking,1984,China,Xue Dong Wang,533,$3.5B
https://www.forbes.com/companies/bok-financial,BOK Financial,Banking,1908,United States,Stacy C. Kymes,"4,711",$2B
https://www.forbes.com/companies/yamaguchi-financial,Yamaguchi Financial,Banking,1878,Japan,Keisuke Mukunashi,"4,415",$1.6B
https://www.forbes.com/companies/china-communications-services,China Communications Services,Telecommunications Services,2006,China,Zhang Zhiyong,"93,087",$20.8B
https://www.forbes.com/companies/ganfeng-lithium,Ganfeng Lithium,Chemicals,2000,China,Not found,"7,870",$1.7B
https://www.forbes.com/companies/usiminas,Usiminas,Materials,1953,Brazil,Sérgio Leite de Andrade,Not found,$6.5B
https://www.forbes.com/companies/banco-comercial-portugues,Banco Comercial Portugues,Banking and Financial Services,1985,Portugal,Miguel Maya Dias Pinheiro,"17,331",$3.2B
https://www.forbes.com/companies/new-york-community-bancorp,New York Community Bancorp,Banking,1993,United States,Thomas Robert Cangemi,"2,815",$1.8B
https://www.forbes.com/companies/castellum,Castellum,Construction,Not found,Sweden,Hans Jarl Rutger Arnhult,427,$738M
https://www.forbes.com/companies/wacker-chemie,Wacker Chemie,Chemicals,1914,Germany,Christian Hartel,"14,406",$7.3B
https://www.forbes.com/companies/rajesh-exports,Rajesh Exports,Consumer Durables,Not found,India,Prashant Jasvantrai Mehta,181,$30B
https://www.forbes.com/companies/bawag-group,Bawag Group,Banking,2005,Austria,Anas Abuzaakouk,"3,716",$2B
https://www.forbes.com/companies/sinotrans,Sinotrans Ltd.,Transportation,2002,China,Rong Song,"33,794",$19.2B
https://www.forbes.com/companies/will-semiconductor,Will Semiconductor,Semiconductors,2007,China,Jian Qiu Ma,"4,493",$3.7B
https://www.forbes.com/companies/dexcom,DexCom,Health Care Equipment & Services,1999,United States,Kevin Ronald Sayer,"6,300",$2.4B
https://www.forbes.com/companies/cpi-property-group,CPI Property Group,Construction,2004,Luxembourg,Martin Nemecek,"3,485",$792M
https://www.forbes.com/companies/harbin-bank,Harbin Bank,Banking,1997,China,Zhi Wen Guo,"6,910",$4.4B
https://www.forbes.com/companies/kingboard-holdings,Kingboard Holdings,Chemicals,1988,Hong Kong,Wing Yiu Chang,"36,000",$7.3B
https://www.forbes.com/companies/autodesk,Autodesk,"IT, Internet, Software & Services",1982,United States,Andrew Anagnost,"12,600",$4.4B
https://www.forbes.com/companies/china-shipbuilding-industry,China Shipbuilding Industry,Capital Goods,2008,China,Liang Wang,"33,141",$5.3B
https://www.forbes.com/companies/ceconomy,Ceconomy,Retail and Wholesale,2017,Germany,Karsten Wildberger,"52,000",$24.5B
https://www.forbes.com/companies/hirogin-holdings,Hirogin Holdings,Banking,Not found,Japan,Not found,"3,813",$1.2B
https://www.forbes.com/companies/twitter,Twitter,IT Software & Services,2006,United States,Jack Patrick Dorsey,"7,500",$5.1B
https://www.forbes.com/companies/jyske-bank,Jyske Bank,Banking,1967,Denmark,Anders Christian Dam,"3,242",$2.1B
https://www.forbes.com/companies/hengyi-petrochemical,Hengyi Petrochemical ,Chemicals,Not found,China,Yi Bo Qiu,"18,154",$18.7B
https://www.forbes.com/companies/cerner,Cerner,Health Care Equipment & Services,1979,United States,David T. Feinberg,"25,150",$5.8B
https://www.forbes.com/companies/gunma-bank,Gunma Bank,Banking,1932,Japan,Kazuo Saito,"3,175",$1.3B
https://www.forbes.com/companies/sahara-international-petrochemical,Sahara International Petrochemical,Chemicals,1999,Saudi Arabia,Abdullah Saif Al-Saadoon,Not found,$2.8B
https://www.forbes.com/companies/bank-of-zhengzhou,Bank of Zhengzhou,Banking,1996,China,Xue Qing Shen,"5,526",$4.4B
https://www.forbes.com/companies/china-merchants-port-holdings,China Merchants Port Holdings,Transportation,1872,Hong Kong,Xiu Feng Wang,"8,495",$1.5B
https://www.forbes.com/companies/wpg-holdings,WPG Holdings,Trading Companies,2005,Taiwan,Fu Hai Yeh,Not found,$27.9B
https://www.forbes.com/companies/sunny-optical-technology-group,Sunny Optical Technology Group,Technology Hardware & Equipment,1984,China,Yang Sun,"24,664",$5.8B
https://www.forbes.com/companies/zheshang-development-group,Zheshang Development Group,Construction,Not found,China,Duan Qing Zhang,"1,865",$27.8B
https://www.forbes.com/companies/bank-pekao,Bank Pekao,Banking,1929,Poland,Leszek Skiba,"14,702",$2.4B
https://www.forbes.com/companies/singapore-airlines,Singapore Airlines,Transportation,1971,Singapore,Choon Phong Goh,"25,547",$3.7B
https://www.forbes.com/companies/united-natural-foods,United Natural Foods,Food Markets,1976,United States,J. Alexander M.,"28,300",$27.8B
https://www.forbes.com/companies/uniqa,Uniqa,Insurance,1922,Austria,Andreas Brandstetter,"12,818",$8.2B
https://www.forbes.com/companies/next,Next,"Clothing, Shoes, Sports Equipment",1864,United Kingdom,Simon Adam Wolfson,"44,626",$6.4B
https://www.forbes.com/companies/china-resources-beer-holdings,China Resources Beer (Holdings),Food Markets,1992,Hong Kong,Xiao Hai Hou,"25,000",$5.2B
https://www.forbes.com/companies/strabag,STRABAG,Construction,1835,Austria,Thomas Birtel,"73,606",$17.8B
https://www.forbes.com/companies/asian-paints,Asian Paints,Chemicals,1945,India,Amit Syngle,"23,514",$3.8B
https://www.forbes.com/companies/chang-hwa-bank,Chang Hwa Bank,Banking,1905,Taiwan,Chao-Chung Chou,Not found,$1.3B
https://www.forbes.com/companies/huntsman,Huntsman,Chemicals,1970,United States,Peter R. Huntsman,"9,000",$8.5B
https://www.forbes.com/companies/doosan,Doosan,Trading Companies,1896,South Korea,"Hyeon-Su Dong, Min-Cheol Kim","2,034",$12.6B
https://www.forbes.com/companies/sba-communications,SBA Communications,Diversified Financials,1989,United States,Jeffrey A. Stoops,"1,596",$2.3B
https://www.forbes.com/companies/datadog,Datadog,IT Software & Services,2010,United States,Olivier Pomel,"3,200",$1B
https://www.forbes.com/companies/lg-uplus,LG Uplus,Telecommunications Services,1996,South Korea,Hyun-He Ha,"10,187",$12.1B
https://www.forbes.com/companies/organon,Organon,Drugs & Biotechnology,Not found,United States,Kevin Ali,"9,300",$6.5B
