,revenue,team
5414,$9.13 B,09-wissel
5415,$8.06 B,09-wissel
5416,$32.96 B,09-wissel
5417,$0.49 B,09-wissel
5418,$8.81 B,09-wissel
5419,$3.84 B,09-wissel
5420,$2.30 B,09-wissel
5421,$43.15 B,09-wissel
5422,$27.37 B,09-wissel
5423,$5.91 B,09-wissel
5424,$13.50 B,09-wissel
5425,$33.18 B,09-wissel
5426,$7.45 B,09-wissel
5427,$14.18 B,09-wissel
5428,$8.04 B,09-wissel
5429,$28.02 B,09-wissel
5430,$7.50 B,09-wissel
5431,$6.68 B,09-wissel
5432,$27.28 B,09-wissel
5433,$23.29 B,09-wissel
5434,$13.64 B,09-wissel
5435,$3.79 B,09-wissel
5436,$5.40 B,09-wissel
5437,$12.63 B,09-wissel
5438,$7.70 B,09-wissel
5439,$12.98 B,09-wissel
5440,$21.55 B,09-wissel
5441,$7.50 B,09-wissel
5442,$8.42 B,09-wissel
5443,$17.19 B,09-wissel
5444,$2.90 B,09-wissel
5445,$1.95 B,09-wissel
5446,$7.76 B,09-wissel
5447,$9.68 B,09-wissel
5448,$6.13 B,09-wissel
5449,$9.04 B,09-wissel
5450,$27.09 B,09-wissel
5451,$8.12 B,09-wissel
5452,$4.98 B,09-wissel
5453,$8.91 B,09-wissel
5454,$8.35 B,09-wissel
5455,$5.23 B,09-wissel
5456,,09-wissel
5457,$5.08 B,09-wissel
5458,$23.18 B,09-wissel
5459,$12.01 B,09-wissel
5460,$6.17 B,09-wissel
5461,$22.34 B,09-wissel
5462,$15.47 B,09-wissel
5463,$24.52 B,09-wissel
5464,$2.54 B,09-wissel
5465,$6.75 B,09-wissel
5466,$3.85 B,09-wissel
5467,$4.49 B,09-wissel
5468,$5.44 B,09-wissel
5469,$12.62 B,09-wissel
5470,$27.27 B,09-wissel
5471,$11.90 B,09-wissel
5472,$6.94 B,09-wissel
5473,$6.90 B,09-wissel
5474,$8.59 B,09-wissel
5475,$67.25 B,09-wissel
5476,$30.02 B,09-wissel
5477,$10.33 B,09-wissel
5478,$3.48 B,09-wissel
5479,$14.78 B,09-wissel
5480,$3.86 B,09-wissel
5481,$2.52 B,09-wissel
5482,$1.25 B,09-wissel
5483,$28.56 B,09-wissel
5484,$8.25 B,09-wissel
5485,$8.28 B,09-wissel
5486,$26.84 B,09-wissel
5487,$6.52 B,09-wissel
5488,$3.55 B,09-wissel
5489,$7.01 B,09-wissel
5490,$61.70 B,09-wissel
5491,$6.31 B,09-wissel
5492,$12.60 B,09-wissel
5493,$6.38 B,09-wissel
5494,$13.66 B,09-wissel
5495,$1.46 B,09-wissel
5496,$7.82 B,09-wissel
5497,$1.23 B,09-wissel
5498,$27.55 B,09-wissel
5499,$13.63 B,09-wissel
5500,$3.94 B,09-wissel
5501,$2.22 B,09-wissel
5502,$3.50 B,09-wissel
5503,$7.63 B,09-wissel
5504,$17.10 B,09-wissel
5505,$12.69 B,09-wissel
5506,$1.67 B,09-wissel
5507,$36.81 B,09-wissel
5508,$13.93 B,09-wissel
5509,$11.12 B,09-wissel
5510,$3.25 B,09-wissel
5511,$11.51 B,09-wissel
5512,$11.79 B,09-wissel
5513,$8.01 B,09-wissel
5514,$2.42 B,09-wissel
5515,$3.85 B,09-wissel
5516,$2.47 B,09-wissel
5517,$9.60 B,09-wissel
5518,$3.81 B,09-wissel
5519,$8.77 B,09-wissel
5520,$5.28 B,09-wissel
5521,$12.63 B,09-wissel
5522,$31.68 B,09-wissel
5523,$6.96 B,09-wissel
5524,$6.94 B,09-wissel
5525,$6.79 B,09-wissel
5526,$5.43 B,09-wissel
5527,$2.72 B,09-wissel
5528,$12.91 B,09-wissel
5529,$6.81 B,09-wissel
5530,$7.15 B,09-wissel
5531,$16.02 B,09-wissel
5532,$5.70 B,09-wissel
5533,$7.54 B,09-wissel
5534,$7.87 B,09-wissel
5535,$53.07 B,09-wissel
5536,$19.02 B,09-wissel
5537,$4.82 B,09-wissel
5538,$9.01 B,09-wissel
5539,$8.72 B,09-wissel
5540,$17.99 B,09-wissel
5541,$3.78 B,09-wissel
5542,$18.46 B,09-wissel
5543,$6.66 B,09-wissel
5544,$6.02 B,09-wissel
5545,$18.64 B,09-wissel
5546,$5.00 B,09-wissel
5547,$4.43 B,09-wissel
5548,$26.13 B,09-wissel
5549,$12.36 B,09-wissel
5550,$21.23 B,09-wissel
5551,$4.42 B,09-wissel
5552,$2.31 B,09-wissel
5553,$1.63 B,09-wissel
5554,$12.36 B,09-wissel
5555,$20.71 B,09-wissel
5556,$5.64 B,09-wissel
5557,$10.22 B,09-wissel
5558,$15.86 B,09-wissel
5559,$5.67 B,09-wissel
5560,$11.78 B,09-wissel
5561,$12.12 B,09-wissel
5562,$172.97 B,09-wissel
5563,$6.84 B,09-wissel
5564,$4.08 B,09-wissel
5565,$9.20 B,09-wissel
5566,$7.07 B,09-wissel
5567,$9.87 B,09-wissel
5568,$12.72 B,09-wissel
5569,$7.18 B,09-wissel
5570,$17.08 B,09-wissel
5571,$1.11 B,09-wissel
5572,$2.48 B,09-wissel
5573,$2.45 B,09-wissel
5574,$5.67 B,09-wissel
5575,$6.91 B,09-wissel
5576,$3.47 B,09-wissel
5577,$6.98 B,09-wissel
5578,$12.54 B,09-wissel
5579,$18.44 B,09-wissel
5580,$10.09 B,09-wissel
5581,$6.26 B,09-wissel
5582,$5.27 B,09-wissel
5583,$8.77 B,09-wissel
5584,$6.27 B,09-wissel
5585,$5.76 B,09-wissel
5586,$9.36 B,09-wissel
5587,$2.63 B,09-wissel
5588,$5.41 B,09-wissel
5589,$4.94 B,09-wissel
5590,$2.68 B,09-wissel
5591,$1.96 B,09-wissel
5592,$12.85 B,09-wissel
5593,$2.90 B,09-wissel
5594,$2.82 B,09-wissel
5595,$4.77 B,09-wissel
5596,$2.47 B,09-wissel
5597,$5.33 B,09-wissel
5598,$6.61 B,09-wissel
5599,$3.05 B,09-wissel
5600,$6.43 B,09-wissel
5601,$11.79 B,09-wissel
5602,$8.53 B,09-wissel
5603,$6.55 B,09-wissel
5604,$4.56 B,09-wissel
5605,$4.67 B,09-wissel
5606,$3.36 B,09-wissel
5607,$6.39 B,09-wissel
5608,$5.36 B,09-wissel
5609,$3.89 B,09-wissel
5610,$10.11 B,09-wissel
5611,$4.04 B,09-wissel
5612,$22.82 B,09-wissel
5613,$14.82 B,09-wissel
5614,$25.47 B,09-wissel
5615,$2.04 B,09-wissel
5616,$3.10 B,09-wissel
5617,$8.54 B,09-wissel
5618,$3.15 B,09-wissel
5619,$5.85 B,09-wissel
5620,$3.47 B,09-wissel
5621,$3.18 B,09-wissel
5622,$5.26 B,09-wissel
5623,$9.72 B,09-wissel
5624,$3.49 B,09-wissel
5625,$4.02 B,09-wissel
5626,$19.83 B,09-wissel
5627,$3.33 B,09-wissel
5628,$8.54 B,09-wissel
5629,$11.32 B,09-wissel
5630,$10.05 B,09-wissel
5631,$5.42 B,09-wissel
5632,$8.56 B,09-wissel
5633,$3.46 B,09-wissel
5634,$7.85 B,09-wissel
5635,$7.28 B,09-wissel
5636,$5.71 B,09-wissel
5637,$2.69 B,09-wissel
5638,$16.00 B,09-wissel
5639,$5.41 B,09-wissel
5640,$17.08 B,09-wissel
5641,$12.10 B,09-wissel
5642,$27.13 B,09-wissel
5643,$5.79 B,09-wissel
5644,$4.42 B,09-wissel
5645,$14.38 B,09-wissel
5646,$2.23 B,09-wissel
5647,$6.03 B,09-wissel
5648,$3.30 B,09-wissel
5649,$2.58 B,09-wissel
5650,$30.13 B,09-wissel
5651,$2.00 B,09-wissel
5652,$1.20 B,09-wissel
5653,$1.84 B,09-wissel
5654,$1.68 B,09-wissel
5655,$3.18 B,09-wissel
5656,$3.21 B,09-wissel
5657,$2.79 B,09-wissel
5658,$162.31 B,09-wissel
5659,$6.38 B,09-wissel
5660,$9.85 B,09-wissel
5661,$10.90 B,09-wissel
5662,$5.16 B,09-wissel
5663,$9.15 B,09-wissel
5664,$15.05 B,09-wissel
5665,$1.58 B,09-wissel
5666,$2.03 B,09-wissel
5667,$15.41 B,09-wissel
5668,$17.40 B,09-wissel
5669,$3.81 B,09-wissel
5670,$4.00 B,09-wissel
5671,$7.62 B,09-wissel
5672,$3.36 B,09-wissel
5673,$6.40 B,09-wissel
5674,$5.96 B,09-wissel
5675,$6.26 B,09-wissel
5676,$5.14 B,09-wissel
5677,$3.87 B,09-wissel
5678,$10.89 B,09-wissel
5679,$4.80 B,09-wissel
5680,$16.53 B,09-wissel
5681,$0.67 B,09-wissel
5682,$3.34 B,09-wissel
5683,$3.23 B,09-wissel
5684,$1.10 B,09-wissel
5685,$1.03 B,09-wissel
5686,$0.67 B,09-wissel
5687,$7.28 B,09-wissel
5688,$23.72 B,09-wissel
5689,$2.43 B,09-wissel
5690,$4.42 B,09-wissel
5691,$4.38 B,09-wissel
5692,$2.04 B,09-wissel
5693,$5.17 B,09-wissel
5694,$9.71 B,09-wissel
5695,$6.71 B,09-wissel
5696,$4.63 B,09-wissel
5697,$7.06 B,09-wissel
5698,$5.81 B,09-wissel
5699,$87.20 B,09-wissel
5700,$18.48 B,09-wissel
5701,$2.67 B,09-wissel
5702,$8.91 B,09-wissel
5703,$20.74 B,09-wissel
5704,$11.23 B,09-wissel
5705,$0.81 B,09-wissel
5706,$13.12 B,09-wissel
5707,$8.72 B,09-wissel
5708,$3.72 B,09-wissel
5709,$8.00 B,09-wissel
5710,$3.40 B,09-wissel
5711,$1.22 B,09-wissel
5712,$4.78 B,09-wissel
5713,$6.06 B,09-wissel
5714,$7.71 B,09-wissel
5715,$5.09 B,09-wissel
5716,$1.62 B,09-wissel
5717,$15.43 B,09-wissel
5718,$13.21 B,09-wissel
5719,$6.45 B,09-wissel
5720,$14.41 B,09-wissel
5721,$3.74 B,09-wissel
5722,$7.28 B,09-wissel
5723,$4.89 B,09-wissel
5724,$7.09 B,09-wissel
5725,$33.47 B,09-wissel
5726,$22.63 B,09-wissel
5727,$35.97 B,09-wissel
5728,$10.49 B,09-wissel
5729,$3.09 B,09-wissel
5730,$2.75 B,09-wissel
5731,$4.09 B,09-wissel
5732,$3.61 B,09-wissel
5733,$4.44 B,09-wissel
5734,$3.44 B,09-wissel
5735,$2.14 B,09-wissel
5736,$14.50 B,09-wissel
5737,$4.23 B,09-wissel
5738,$10.06 B,09-wissel
5739,$31.47 B,09-wissel
5740,$2.36 B,09-wissel
5741,$8.85 B,09-wissel
5742,$1.84 B,09-wissel
5743,$2.56 B,09-wissel
5744,$4.97 B,09-wissel
5745,$2.19 B,09-wissel
5746,$4.17 B,09-wissel
5747,$5.32 B,09-wissel
5748,$25.14 B,09-wissel
5749,$6.51 B,09-wissel
5750,$3.25 B,09-wissel
5751,$4.58 B,09-wissel
5752,$1.63 B,09-wissel
5753,$3.67 B,09-wissel
5754,$1.74 B,09-wissel
5755,$5.07 B,09-wissel
5756,$5.48 B,09-wissel
5757,$4.30 B,09-wissel
5758,$5.56 B,09-wissel
5759,$2.76 B,09-wissel
5760,$19.27 B,09-wissel
5761,$3.97 B,09-wissel
5762,$5.34 B,09-wissel
5763,$0.75 B,09-wissel
5764,$9.89 B,09-wissel
5765,$2.73 B,09-wissel
5766,$31.93 B,09-wissel
5767,$6.27 B,09-wissel
5768,$13.38 B,09-wissel
5769,$5.15 B,09-wissel
5770,$2.69 B,09-wissel
5771,$22.74 B,09-wissel
5772,$3.86 B,09-wissel
5773,$12.91 B,09-wissel
5774,$18.89 B,09-wissel
5775,$9.13 B,09-wissel
5776,$5.78 B,09-wissel
5777,$2.94 B,09-wissel
5778,$4.64 B,09-wissel
5779,$1.04 B,09-wissel
5780,$4.05 B,09-wissel
5781,$1.84 B,09-wissel
5782,$13.91 B,09-wissel
5783,$2.97 B,09-wissel
5784,$2.85 B,09-wissel
5785,$5.64 B,09-wissel
5786,$19.39 B,09-wissel
5787,$13.87 B,09-wissel
5788,$3.45 B,09-wissel
5789,$15.09 B,09-wissel
5790,$11.88 B,09-wissel
5791,$2.90 B,09-wissel
5792,$0.99 B,09-wissel
5793,$0.70 B,09-wissel
5794,$1.09 B,09-wissel
5795,$2.27 B,09-wissel
5796,$4.37 B,09-wissel
5797,$1.38 B,09-wissel
5798,$1.75 B,09-wissel
5799,$1.95 B,09-wissel
5800,$3.47 B,09-wissel
5801,$10.18 B,09-wissel
5802,$6.18 B,09-wissel
5803,$3.33 B,09-wissel
5804,$3.03 B,09-wissel
5805,$1.88 B,09-wissel
5806,$2.89 B,09-wissel
5807,$6.07 B,09-wissel
5808,,09-wissel
5809,$4.64 B,09-wissel
5810,$3.53 B,09-wissel
5811,$5.74 B,09-wissel
5812,$8.22 B,09-wissel
5813,$7.35 B,09-wissel
5814,$170.54 B,09-wissel
5815,$6.11 B,09-wissel
5816,$3.34 B,09-wissel
5817,$0.86 B,09-wissel
5818,$7.39 B,09-wissel
5819,$4.69 B,09-wissel
5820,$9.94 B,09-wissel
5821,$8.45 B,09-wissel
5822,$1.85 B,09-wissel
5823,$2.08 B,09-wissel
5824,$2.40 B,09-wissel
5825,$5.54 B,09-wissel
5826,$3.58 B,09-wissel
5827,$11.38 B,09-wissel
5828,$8.92 B,09-wissel
5829,$75.05 B,09-wissel
5830,$3.03 B,09-wissel
5831,$6.29 B,09-wissel
5832,$3.43 B,09-wissel
5833,$2.55 B,09-wissel
5834,$3.59 B,09-wissel
5835,$2.20 B,09-wissel
5836,$11.73 B,09-wissel
5837,$10.56 B,09-wissel
5838,$3.84 B,09-wissel
5839,$2.10 B,09-wissel
5840,$4.22 B,09-wissel
5841,$7.45 B,09-wissel
5842,$2.59 B,09-wissel
5843,$0.48 B,09-wissel
5844,$1.24 B,09-wissel
5845,$9.06 B,09-wissel
5846,$1.31 B,09-wissel
5847,$4.54 B,09-wissel
5848,$9.80 B,09-wissel
5849,$1.94 B,09-wissel
5850,$7.04 B,09-wissel
5851,$4.58 B,09-wissel
5852,$9.58 B,09-wissel
5853,$4.70 B,09-wissel
5854,$5.42 B,09-wissel
5855,$4.47 B,09-wissel
5856,$7.70 B,09-wissel
5857,$4.62 B,09-wissel
5858,$4.07 B,09-wissel
5859,$2.97 B,09-wissel
5860,$3.30 B,09-wissel
5861,$1.34 B,09-wissel
5862,$2.70 B,09-wissel
5863,$1.90 B,09-wissel
5864,$6.14 B,09-wissel
5865,$3.32 B,09-wissel
5866,$6.06 B,09-wissel
5867,$4.19 B,09-wissel
5868,$2.02 B,09-wissel
5869,$1.63 B,09-wissel
5870,$16.95 B,09-wissel
5871,$3.64 B,09-wissel
5872,$4.57 B,09-wissel
5873,$8.35 B,09-wissel
5874,$3.10 B,09-wissel
5875,$1.99 B,09-wissel
5876,$9.60 B,09-wissel
5877,$12.32 B,09-wissel
5878,$6.18 B,09-wissel
5879,$2.96 B,09-wissel
5880,$3.42 B,09-wissel
5881,$2.44 B,09-wissel
5882,$1.69 B,09-wissel
5883,$1.07 B,09-wissel
5884,$3.02 B,09-wissel
5885,$3.62 B,09-wissel
5886,$3.39 B,09-wissel
5887,$4.34 B,09-wissel
5888,$3.70 B,09-wissel
5889,$2.02 B,09-wissel
5890,$0.48 B,09-wissel
5891,$2.46 B,09-wissel
5892,$0.83 B,09-wissel
5893,$1.69 B,09-wissel
5894,$1.22 B,09-wissel
5895,$4.24 B,09-wissel
5896,$1.48 B,09-wissel
5897,$1.98 B,09-wissel
5898,$2.07 B,09-wissel
5899,$2.80 B,09-wissel
5900,$2.39 B,09-wissel
5901,$2.76 B,09-wissel
5902,$1.60 B,09-wissel
5903,$3.92 B,09-wissel
5904,$1.57 B,09-wissel
5905,$2.94 B,09-wissel
5906,$4.32 B,09-wissel
5907,$6.92 B,09-wissel
5908,$2.49 B,09-wissel
5909,$9.82 B,09-wissel
5910,$5.51 B,09-wissel
5911,$6.40 B,09-wissel
5912,$1.09 B,09-wissel
5913,$10.78 B,09-wissel
5914,$2.79 B,09-wissel
5915,$2.40 B,09-wissel
5916,$2.96 B,09-wissel
5917,$3.08 B,09-wissel
5918,$3.76 B,09-wissel
5919,$0.74 B,09-wissel
5920,$1.71 B,09-wissel
5921,$2.14 B,09-wissel
5922,$2.24 B,09-wissel
5923,$1.19 B,09-wissel
5924,$2.33 B,09-wissel
5925,$4.95 B,09-wissel
5926,$3.26 B,09-wissel
5927,$31.47 B,09-wissel
5928,$4.48 B,09-wissel
5929,$5.00 B,09-wissel
5930,$7.69 B,09-wissel
5931,$3.92 B,09-wissel
5932,$3.37 B,09-wissel
5933,$0.97 B,09-wissel
5934,$22.14 B,09-wissel
5935,$5.40 B,09-wissel
5936,$1.22 B,09-wissel
5937,$1.81 B,09-wissel
5938,$5.03 B,09-wissel
5939,$1.46 B,09-wissel
5940,$2.50 B,09-wissel
5941,$2.38 B,09-wissel
5942,$6.50 B,09-wissel
5943,$5.75 B,09-wissel
5944,$2.93 B,09-wissel
5945,$1.63 B,09-wissel
5946,$2.16 B,09-wissel
5947,$3.68 B,09-wissel
5948,$2.13 B,09-wissel
5949,$3.55 B,09-wissel
5950,$0.80 B,09-wissel
5951,$1.15 B,09-wissel
5952,$1.62 B,09-wissel
5953,$3.37 B,09-wissel
5954,$3.03 B,09-wissel
5955,$2.75 B,09-wissel
5956,$9.19 B,09-wissel
5957,$2.52 B,09-wissel
5958,$2.17 B,09-wissel
5959,$3.18 B,09-wissel
5960,$3.03 B,09-wissel
5961,$7.20 B,09-wissel
5962,$1.98 B,09-wissel
5963,$1.77 B,09-wissel
5964,$1.83 B,09-wissel
5965,$2.29 B,09-wissel
5966,$2.03 B,09-wissel
5967,$3.69 B,09-wissel
5968,$1.22 B,09-wissel
5969,$0.82 B,09-wissel
5970,$4.86 B,09-wissel
5971,$2.51 B,09-wissel
5972,$0.41 B,09-wissel
5973,$8.16 B,09-wissel
5974,$5.51 B,09-wissel
5975,$2.10 B,09-wissel
5976,$6.19 B,09-wissel
5977,$30.73 B,09-wissel
5978,$1.53 B,09-wissel
5979,$4.07 B,09-wissel
5980,$1.31 B,09-wissel
5981,$3.08 B,09-wissel
5982,$2.06 B,09-wissel
5983,$2.20 B,09-wissel
5984,$6.30 B,09-wissel
5985,$10.05 B,09-wissel
5986,$1.46 B,09-wissel
5987,$3.79 B,09-wissel
5988,$1.58 B,09-wissel
5989,$2.24 B,09-wissel
5990,$3.68 B,09-wissel
5991,$3.68 B,09-wissel
5992,$0.84 B,09-wissel
5993,$3.30 B,09-wissel
5994,$2.38 B,09-wissel
5995,$1.93 B,09-wissel
5996,$1.58 B,09-wissel
5997,$1.13 B,09-wissel
5998,$0.46 B,09-wissel
5999,$2.00 B,09-wissel
6000,$1.55 B,09-wissel
6001,$2.16 B,09-wissel
6002,$2.31 B,09-wissel
6003,$7.03 B,09-wissel
6004,$1.98 B,09-wissel
6005,$5.59 B,09-wissel
6006,$3.81 B,09-wissel
6007,$10.45 B,09-wissel
6008,$1.70 B,09-wissel
6009,$3.59 B,09-wissel
6010,$0.63 B,09-wissel
6011,$1.06 B,09-wissel
6012,$2.10 B,09-wissel
6013,$2.79 B,09-wissel
6014,$1.17 B,09-wissel
6015,$2.22 B,09-wissel
6016,$5.70 B,09-wissel
6017,$1.83 B,09-wissel
6018,$22.67 B,09-wissel
6019,$8.54 B,09-wissel
6020,$7.21 B,09-wissel
6021,$3.09 B,09-wissel
6022,$2.32 B,09-wissel
6023,$15.41 B,09-wissel
6024,$2.26 B,09-wissel
6025,$2.24 B,09-wissel
6026,$1.23 B,09-wissel
6027,$8.02 B,09-wissel
6028,$6.48 B,09-wissel
6029,$3.98 B,09-wissel
6030,$7.34 B,09-wissel
6031,$2.91 B,09-wissel
6032,$0.88 B,09-wissel
6033,$3.39 B,09-wissel
6034,$2.91 B,09-wissel
6035,$0.74 B,09-wissel
6036,$2.01 B,09-wissel
6037,$1.35 B,09-wissel
6038,$3.02 B,09-wissel
6039,$6.05 B,09-wissel
6040,$3.22 B,09-wissel
6041,$25.22 B,09-wissel
6042,$5.59 B,09-wissel
6043,$1.76 B,09-wissel
6044,$2.74 B,09-wissel
6045,$5.91 B,09-wissel
6046,$4.11 B,09-wissel
6047,$2.42 B,09-wissel
6048,$1.62 B,09-wissel
6049,$6.10 B,09-wissel
6050,$2.78 B,09-wissel
6051,$0.66 B,09-wissel
6052,$2.05 B,09-wissel
6053,$4.01 B,09-wissel
6054,$5.62 B,09-wissel
6055,$9.63 B,09-wissel
6056,$1.60 B,09-wissel
6057,$3.19 B,09-wissel
6058,$1.22 B,09-wissel
6059,$2.95 B,09-wissel
6060,$1.30 B,09-wissel
6061,$3.85 B,09-wissel
6062,$4.59 B,09-wissel
6063,$3.19 B,09-wissel
6064,$1.81 B,09-wissel
6065,$7.09 B,09-wissel
6066,$1.83 B,09-wissel
6067,$2.41 B,09-wissel
6068,$0.57 B,09-wissel
6069,$1.28 B,09-wissel
6070,$11.82 B,09-wissel
6071,$2.10 B,09-wissel
6072,$2.53 B,09-wissel
6073,$2.35 B,09-wissel
6074,$0.99 B,09-wissel
6075,$3.75 B,09-wissel
6076,$1.98 B,09-wissel
6077,$8.84 B,09-wissel
6078,$0.73 B,09-wissel
6079,$0.87 B,09-wissel
6080,,09-wissel
6081,$0.80 B,09-wissel
6082,$1.51 B,09-wissel
6083,$2.45 B,09-wissel
6084,$1.39 B,09-wissel
6085,$6.11 B,09-wissel
6086,$0.43 B,09-wissel
6087,$2.00 B,09-wissel
6088,$4.95 B,09-wissel
6089,$1.09 B,09-wissel
6090,$3.84 B,09-wissel
6091,$0.92 B,09-wissel
6092,$2.38 B,09-wissel
6093,$0.69 B,09-wissel
6094,$1.17 B,09-wissel
6095,$1.28 B,09-wissel
6096,$5.71 B,09-wissel
6097,$1.36 B,09-wissel
6098,$4.06 B,09-wissel
6099,$1.91 B,09-wissel
6100,$1.37 B,09-wissel
6101,$2.62 B,09-wissel
6102,$0.92 B,09-wissel
6103,$2.02 B,09-wissel
6104,$1.99 B,09-wissel
6105,$2.10 B,09-wissel
6106,$3.92 B,09-wissel
6107,$1.25 B,09-wissel
6108,$1.83 B,09-wissel
6109,$0.82 B,09-wissel
6110,$2.18 B,09-wissel
6111,$5.18 B,09-wissel
6112,$2.93 B,09-wissel
6113,$0.91 B,09-wissel
6114,$1.17 B,09-wissel
6115,$1.86 B,09-wissel
6116,$5.42 B,09-wissel
6117,$6.76 B,09-wissel
6118,$1.64 B,09-wissel
6119,$2.64 B,09-wissel
6120,$1.61 B,09-wissel
6121,$1.25 B,09-wissel
6122,$9.60 B,09-wissel
6123,$5.30 B,09-wissel
6124,$2.80 B,09-wissel
6125,$3.86 B,09-wissel
6126,$2.30 B,09-wissel
6127,$14.76 B,09-wissel
6128,$2.17 B,09-wissel
6129,$1.92 B,09-wissel
6130,$0.87 B,09-wissel
6131,$1.07 B,09-wissel
6132,$1.37 B,09-wissel
6133,$2.01 B,09-wissel
6134,$3.89 B,09-wissel
6135,$1.37 B,09-wissel
6136,$3.08 B,09-wissel
6137,$2.23 B,09-wissel
6138,$6.87 B,09-wissel
6139,$1.84 B,09-wissel
6140,$1.63 B,09-wissel
6141,$1.09 B,09-wissel
6142,$2.80 B,09-wissel
6143,$5.43 B,09-wissel
6144,$1.51 B,09-wissel
6145,$1.24 B,09-wissel
6146,$1.12 B,09-wissel
6147,$4.62 B,09-wissel
6148,$1.34 B,09-wissel
6149,$2.11 B,09-wissel
6150,$1.50 B,09-wissel
6151,$1.96 B,09-wissel
6152,$1.38 B,09-wissel
6153,$1.49 B,09-wissel
6154,$4.31 B,09-wissel
6155,$2.52 B,09-wissel
6156,$11.49 B,09-wissel
6157,$6.77 B,09-wissel
6158,$1.54 B,09-wissel
6159,$2.11 B,09-wissel
6160,$1.64 B,09-wissel
6161,$5.31 B,09-wissel
6162,$1.74 B,09-wissel
6163,$1.90 B,09-wissel
6164,$4.18 B,09-wissel
6165,$1.26 B,09-wissel
6166,$1.86 B,09-wissel
6167,$2.21 B,09-wissel
6168,$4.20 B,09-wissel
6169,$1.45 B,09-wissel
6170,$0.46 B,09-wissel
6171,$6.01 B,09-wissel
6172,$2.37 B,09-wissel
6173,$2.51 B,09-wissel
6174,$2.53 B,09-wissel
6175,$0.47 B,09-wissel
6176,$1.90 B,09-wissel
6177,$1.95 B,09-wissel
6178,$1.45 B,09-wissel
6179,$0.79 B,09-wissel
6180,$1.54 B,09-wissel
6181,$0.48 B,09-wissel
6182,$0.89 B,09-wissel
6183,$1.81 B,09-wissel
6184,$1.67 B,09-wissel
6185,$1.08 B,09-wissel
6186,$1.37 B,09-wissel
6187,$4.32 B,09-wissel
6188,$2.12 B,09-wissel
6189,$0.37 B,09-wissel
6190,$55.10 B,09-wissel
6191,$1.11 B,09-wissel
6192,$2.60 B,09-wissel
6193,$2.03 B,09-wissel
6194,$1.22 B,09-wissel
6195,$2.77 B,09-wissel
6196,$1.74 B,09-wissel
6197,$0.55 B,09-wissel
6198,$5.36 B,09-wissel
6199,$1.30 B,09-wissel
6200,$1.26 B,09-wissel
6201,$2.03 B,09-wissel
6202,$0.66 B,09-wissel
6203,$2.32 B,09-wissel
6204,$1.92 B,09-wissel
6205,$1.84 B,09-wissel
6206,$2.22 B,09-wissel
6207,$3.54 B,09-wissel
6208,$0.60 B,09-wissel
6209,$1.30 B,09-wissel
6210,$1.46 B,09-wissel
6211,$1.07 B,09-wissel
6212,$4.80 B,09-wissel
6213,$1.06 B,09-wissel
6214,$1.08 B,09-wissel
6215,$0.84 B,09-wissel
6216,$0.68 B,09-wissel
6217,$0.71 B,09-wissel
6218,$1.48 B,09-wissel
6219,$34.68 B,09-wissel
6220,$1.20 B,09-wissel
6221,$1.53 B,09-wissel
6222,$0.36 B,09-wissel
6223,$1.15 B,09-wissel
6224,$57.37 B,09-wissel
6225,$1.00 B,09-wissel
6226,$1.38 B,09-wissel
6227,$6.11 B,09-wissel
6228,$1.97 B,09-wissel
6229,$4.52 B,09-wissel
6230,$2.48 B,09-wissel
6231,$1.19 B,09-wissel
6232,$0.84 B,09-wissel
6233,$1.95 B,09-wissel
6234,$0.83 B,09-wissel
6235,$0.99 B,09-wissel
6236,$1.36 B,09-wissel
6237,$1.20 B,09-wissel
6238,$1.72 B,09-wissel
6239,$3.41 B,09-wissel
6240,$1.30 B,09-wissel
6241,$1.65 B,09-wissel
6242,$1.24 B,09-wissel
6243,$6.56 B,09-wissel
6244,$1.80 B,09-wissel
6245,$1.00 B,09-wissel
6246,$3.45 B,09-wissel
6247,$0.97 B,09-wissel
6248,$2.05 B,09-wissel
6249,$2.09 B,09-wissel
6250,$2.09 B,09-wissel
6251,$1.80 B,09-wissel
6252,$1.70 B,09-wissel
6253,$1.62 B,09-wissel
6254,$4.48 B,09-wissel
6255,$0.37 B,09-wissel
6256,$8.70 B,09-wissel
6257,$1.34 B,09-wissel
6258,$0.79 B,09-wissel
6259,$1.17 B,09-wissel
6260,$1.33 B,09-wissel
6261,$1.20 B,09-wissel
6262,$1.42 B,09-wissel
6263,$0.57 B,09-wissel
6264,$0.72 B,09-wissel
6265,$1.06 B,09-wissel
6266,$2.39 B,09-wissel
6267,$1.56 B,09-wissel
6268,$1.68 B,09-wissel
6269,$5.48 B,09-wissel
6270,$2.12 B,09-wissel
6271,$1.18 B,09-wissel
6272,$0.74 B,09-wissel
6273,$0.82 B,09-wissel
6274,$3.45 B,09-wissel
6275,$9.84 B,09-wissel
6276,$0.29 B,09-wissel
6277,$1.06 B,09-wissel
6278,$5.03 B,09-wissel
6279,$2.77 B,09-wissel
6280,$2.17 B,09-wissel
6281,$1.49 B,09-wissel
6282,$20.67 B,09-wissel
6283,$0.84 B,09-wissel
6284,$1.66 B,09-wissel
6285,$0.79 B,09-wissel
6286,$0.81 B,09-wissel
6287,$0.60 B,09-wissel
6288,$0.90 B,09-wissel
