,revenue,team
1833,,09-wissel
1834,$3.31 M,09-wissel
1835,$0.13 B,09-wissel
1836,$61.05 M,09-wissel
1837,$20.07 M,09-wissel
1838,$49.87 M,09-wissel
1839,$0.12 B,09-wissel
1840,$75.22 M,09-wissel
1841,$4.34 M,09-wissel
1842,$74.72 M,09-wissel
1843,,09-wissel
1844,-$0.01 M,09-wissel
1845,$0.13 B,09-wissel
1846,$6.97 M,09-wissel
1847,$0.13 M,09-wissel
1848,$0.51 B,09-wissel
1849,$0.36 B,09-wissel
1850,$4.09 M,09-wissel
1851,$14.82 M,09-wissel
1852,$0.56 M,09-wissel
1853,$78.06 M,09-wissel
1854,$2.28 M,09-wissel
1855,$7.08 M,09-wissel
1856,$6.8 M,09-wissel
1857,$0.12 M,09-wissel
1858,$33.09 M,09-wissel
1859,$28.74 M,09-wissel
1860,$0.12 B,09-wissel
1861,$0.14 B,09-wissel
1862,,09-wissel
1863,$30.45 M,09-wissel
1864,$0.63 B,09-wissel
1865,$9 M,09-wissel
1866,,09-wissel
1867,$31.81 M,09-wissel
1868,$80.65 M,09-wissel
1869,$35.98 M,09-wissel
1870,$1.66 M,09-wissel
1871,$39.42 M,09-wissel
1872,$41.98 M,09-wissel
1873,$0.67 B,09-wissel
1874,,09-wissel
1875,$29.88 M,09-wissel
1876,,09-wissel
1877,$0.46 B,09-wissel
1878,$2.79 M,09-wissel
1879,,09-wissel
1880,$31.64 M,09-wissel
1881,$1.34 B,09-wissel
1882,$2.28 B,09-wissel
1883,$0.32 B,09-wissel
1884,$36.18 M,09-wissel
1885,$1.36 M,09-wissel
1886,$1.48 M,09-wissel
1887,$17.31 M,09-wissel
1888,$18.16 M,09-wissel
1889,$0.11 B,09-wissel
1890,,09-wissel
1891,$61.64 M,09-wissel
1892,,09-wissel
1893,$36.06 M,09-wissel
1894,,09-wissel
1895,$39.88 M,09-wissel
1896,$0.19 B,09-wissel
1897,$1.12 B,09-wissel
1898,$50.86 M,09-wissel
1899,$0.38 B,09-wissel
1900,$91.2 M,09-wissel
1901,,09-wissel
1902,$16.37 M,09-wissel
1903,$1.91 M,09-wissel
1904,$0.5 M,09-wissel
1905,,09-wissel
1906,$1.45 M,09-wissel
1907,$45.55 M,09-wissel
1908,,09-wissel
1909,$0.76 B,09-wissel
1910,,09-wissel
1911,,09-wissel
1912,$7.19 M,09-wissel
1913,$23.5 M,09-wissel
1914,,09-wissel
1915,,09-wissel
1916,$33.56 M,09-wissel
1917,-$45.62 M,09-wissel
1918,$0.98 B,09-wissel
1919,$7.84 M,09-wissel
1920,$7.76 M,09-wissel
1921,$0.80 B,09-wissel
1922,$1.53 M,09-wissel
1923,,09-wissel
1924,$27.69 M,09-wissel
1925,$14.35 M,09-wissel
1926,$0.30 B,09-wissel
1927,$21.38 M,09-wissel
1928,$6.91 M,09-wissel
1929,$8.67 M,09-wissel
1930,$30.15 M,09-wissel
1931,$10.98 M,09-wissel
1932,$18.2 M,09-wissel
1933,$9.94 M,09-wissel
1934,$5.02 M,09-wissel
1935,$0.04 M,09-wissel
1936,$19.24 M,09-wissel
1937,$80.45 M,09-wissel
1938,$0.61 B,09-wissel
1939,$1.18 B,09-wissel
1940,$0.19 B,09-wissel
1941,,09-wissel
1942,$37.55 M,09-wissel
1943,$0.70 B,09-wissel
1944,,09-wissel
1945,$0.32 B,09-wissel
1946,,09-wissel
1947,$0.19 B,09-wissel
1948,,09-wissel
1949,,09-wissel
1950,$3.14 M,09-wissel
1951,$6.4 M,09-wissel
1952,$10.41 M,09-wissel
1953,$0.11 B,09-wissel
1954,,09-wissel
1955,,09-wissel
1956,,09-wissel
1957,$0.12 B,09-wissel
1958,,09-wissel
1959,$9.98 M,09-wissel
1960,$1.85 M,09-wissel
1961,,09-wissel
1962,$7.71 M,09-wissel
1963,$0.28 B,09-wissel
1964,$0.12 B,09-wissel
1965,$0.36 B,09-wissel
1966,$11.12 M,09-wissel
1967,$13.74 M,09-wissel
1968,,09-wissel
1969,$0.40 B,09-wissel
1970,,09-wissel
1971,,09-wissel
1972,,09-wissel
1973,$71.51 M,09-wissel
1974,,09-wissel
1975,,09-wissel
1976,$1.31 B,09-wissel
1977,,09-wissel
1978,,09-wissel
1979,$4.16 M,09-wissel
1980,$2.05 M,09-wissel
1981,$9.45 M,09-wissel
1982,$0.34 B,09-wissel
1983,$16.89 M,09-wissel
1984,$13.43 M,09-wissel
1985,$3.87 M,09-wissel
1986,,09-wissel
1987,$0.30 B,09-wissel
1988,$2.25 M,09-wissel
1989,,09-wissel
1990,$23.22 M,09-wissel
1991,$0.29 B,09-wissel
1992,$0.19 B,09-wissel
1993,$22.18 M,09-wissel
1994,$0.63 B,09-wissel
1995,$0.30 B,09-wissel
1996,$0.67 M,09-wissel
1997,$13.79 M,09-wissel
1998,,09-wissel
1999,,09-wissel
2000,$0.09 M,09-wissel
2001,$7.52 M,09-wissel
2002,$10.77 M,09-wissel
2003,$63.28 M,09-wissel
2004,$4.47 M,09-wissel
2005,-$0.55 M,09-wissel
2006,,09-wissel
2007,$6.19 M,09-wissel
2008,$1.26 M,09-wissel
2009,$1.88 M,09-wissel
2010,$0.15 M,09-wissel
2011,-$1.7 B,09-wissel
2012,,09-wissel
2013,$15.31 M,09-wissel
2014,$7.38 M,09-wissel
2015,$0.89 M,09-wissel
2016,$3.14 M,09-wissel
2017,$10.86 M,09-wissel
2018,$1.59 M,09-wissel
2019,$15.8 M,09-wissel
2020,,09-wissel
2021,$6.82 M,09-wissel
2022,$31.06 M,09-wissel
2023,$3.31 M,09-wissel
2024,$6.02 M,09-wissel
2025,$16.85 M,09-wissel
2026,$16.15 M,09-wissel
2027,$67.69 M,09-wissel
2028,,09-wissel
2029,$18.76 M,09-wissel
2030,$1.45 M,09-wissel
2031,,09-wissel
2032,$0.30 B,09-wissel
2033,,09-wissel
2034,$95.97 M,09-wissel
2035,-$0.42 M,09-wissel
2036,$1.52 M,09-wissel
2037,,09-wissel
2038,$0.84 B,09-wissel
2039,$2.94 M,09-wissel
2040,$30.83 M,09-wissel
2041,$0.59 B,09-wissel
2042,$4.96 M,09-wissel
2043,,09-wissel
2044,$2.91 M,09-wissel
2045,,09-wissel
2046,,09-wissel
2047,,09-wissel
2048,$0.11 B,09-wissel
2049,,09-wissel
2050,$8.84 M,09-wissel
2051,,09-wissel
2052,$0.17 B,09-wissel
2053,$0.05 M,09-wissel
2054,$22.36 M,09-wissel
2055,$0.21 B,09-wissel
2056,-$0.19 M,09-wissel
2057,,09-wissel
2058,$8.96 M,09-wissel
2059,-$0.51 B,09-wissel
2060,$49.56 M,09-wissel
2061,$0.27 B,09-wissel
2062,,09-wissel
2063,$5.48 M,09-wissel
2064,,09-wissel
2065,$0.37 M,09-wissel
2066,$47.95 M,09-wissel
2067,$0.51 M,09-wissel
2068,$65.27 M,09-wissel
2069,$60 M,09-wissel
2070,$26.68 M,09-wissel
2071,$46.64 M,09-wissel
2072,$0.16 B,09-wissel
2073,$0.93 B,09-wissel
2074,$0.26 B,09-wissel
2075,,09-wissel
2076,$79.04 M,09-wissel
2077,$2.17 M,09-wissel
2078,$1.23 M,09-wissel
2079,$0.54 M,09-wissel
2080,$0.47 M,09-wissel
2081,$1.05 M,09-wissel
2082,$2.12 M,09-wissel
2083,$4.57 M,09-wissel
2084,$17 M,09-wissel
2085,,09-wissel
2086,$23 M,09-wissel
2087,$0.16 B,09-wissel
2088,$16.59 M,09-wissel
2089,,09-wissel
2090,$0.59 B,09-wissel
2091,$3.1 M,09-wissel
2092,$32.23 M,09-wissel
2093,$8.4 M,09-wissel
2094,$95.57 M,09-wissel
2095,$0.09 M,09-wissel
2096,$0.51 M,09-wissel
2097,,09-wissel
2098,,09-wissel
2099,$0.60 B,09-wissel
2100,$0.40 B,09-wissel
2101,$0.93 B,09-wissel
2102,,09-wissel
2103,$2.76 M,09-wissel
2104,,09-wissel
2105,$0.19 B,09-wissel
2106,,09-wissel
2107,$0.13 B,09-wissel
2108,,09-wissel
2109,-$0.04 M,09-wissel
2110,$39.04 M,09-wissel
2111,$21.68 M,09-wissel
2112,,09-wissel
2113,,09-wissel
2114,$61.74 M,09-wissel
2115,$59.43 M,09-wissel
2116,$0.16 B,09-wissel
2117,,09-wissel
2118,,09-wissel
2119,$1.87 B,09-wissel
2120,$10.72 M,09-wissel
2121,$3.09 M,09-wissel
2122,,09-wissel
2123,$11.12 M,09-wissel
2124,$4.32 M,09-wissel
2125,$4.81 M,09-wissel
2126,$0.45 B,09-wissel
2127,,09-wissel
2128,,09-wissel
2129,,09-wissel
2130,$4.99 M,09-wissel
2131,$0.01 M,09-wissel
2132,,09-wissel
2133,,09-wissel
2134,$0.26 B,09-wissel
2135,$0.01 M,09-wissel
2136,$0.13 M,09-wissel
2137,,09-wissel
2138,$7.04 M,09-wissel
2139,,09-wissel
2140,$37.95 M,09-wissel
2141,$10 M,09-wissel
2142,,09-wissel
2143,,09-wissel
2144,,09-wissel
2145,,09-wissel
2146,$0.37 M,09-wissel
2147,$0.27 B,09-wissel
2148,$0.76 M,09-wissel
2149,$0.14 B,09-wissel
2150,$28.22 M,09-wissel
2151,$0.13 B,09-wissel
2152,$1.31 M,09-wissel
2153,,09-wissel
2154,$0.43 M,09-wissel
2155,$0.07 M,09-wissel
2156,$1.62 M,09-wissel
2157,$0 M,09-wissel
2158,,09-wissel
2159,,09-wissel
2160,,09-wissel
2161,,09-wissel
2162,$0.31 B,09-wissel
2163,,09-wissel
2164,,09-wissel
2165,$1.27 B,09-wissel
2166,$0.28 B,09-wissel
2167,,09-wissel
2168,,09-wissel
2169,,09-wissel
2170,$99.63 M,09-wissel
2171,$0.18 B,09-wissel
2172,,09-wissel
2173,,09-wissel
2174,,09-wissel
2175,,09-wissel
2176,$16.58 M,09-wissel
2177,,09-wissel
2178,$4.36 M,09-wissel
2179,$5.57 M,09-wissel
2180,,09-wissel
2181,,09-wissel
2182,,09-wissel
2183,$0.22 M,09-wissel
2184,$0 M,09-wissel
2185,$36.02 M,09-wissel
2186,,09-wissel
2187,,09-wissel
2188,$0.03 M,09-wissel
2189,$0.25 M,09-wissel
2190,$0.72 M,09-wissel
2191,$28.62 M,09-wissel
2192,$0.85 M,09-wissel
2193,,09-wissel
2194,$0.45 M,09-wissel
2195,$2.12 M,09-wissel
2196,,09-wissel
2197,$12.51 M,09-wissel
2198,$40.48 M,09-wissel
2199,$37.9 M,09-wissel
2200,,09-wissel
2201,$0.01 M,09-wissel
2202,,09-wissel
2203,,09-wissel
2204,$3.33 M,09-wissel
2205,$0.96 M,09-wissel
2206,$39.32 M,09-wissel
2207,$0.48 M,09-wissel
2208,$1 M,09-wissel
2209,$0 M,09-wissel
2210,,09-wissel
2211,$0.14 B,09-wissel
2212,,09-wissel
2213,$0.15 B,09-wissel
2214,$1.06 M,09-wissel
2215,,09-wissel
2216,,09-wissel
2217,$0.01 M,09-wissel
2218,,09-wissel
2219,$57.29 M,09-wissel
2220,$0.86 M,09-wissel
2221,$1.57 M,09-wissel
2222,,09-wissel
2223,,09-wissel
2224,,09-wissel
2225,$0.6 M,09-wissel
2226,,09-wissel
2227,$9.57 M,09-wissel
2228,$85.56 M,09-wissel
2229,$58.09 M,09-wissel
2230,,09-wissel
2231,$2.01 M,09-wissel
2232,,09-wissel
2233,$15.63 M,09-wissel
2234,$2.24 M,09-wissel
2235,$1.79 M,09-wissel
2236,$0.49 M,09-wissel
2237,,09-wissel
2238,$6.65 M,09-wissel
2239,$1.52 M,09-wissel
2240,,09-wissel
2241,$5.46 M,09-wissel
2242,,09-wissel
2243,$0.37 B,09-wissel
2244,$0.05 M,09-wissel
2245,,09-wissel
2246,$1.24 M,09-wissel
2247,$0.08 M,09-wissel
2248,,09-wissel
2249,$3.13 M,09-wissel
2250,,09-wissel
2251,,09-wissel
2252,,09-wissel
2253,,09-wissel
2254,$2.07 M,09-wissel
2255,$0.25 B,09-wissel
2256,$1.72 M,09-wissel
2257,,09-wissel
2258,,09-wissel
2259,$0.39 B,09-wissel
2260,,09-wissel
2261,$92.9 M,09-wissel
2262,,09-wissel
2263,$36.11 M,09-wissel
2264,$1.06 B,09-wissel
2265,$67.92 M,09-wissel
2266,$1 M,09-wissel
2267,-$58.67 M,09-wissel
2268,$4.92 B,09-wissel
2269,,09-wissel
2270,$10.85 B,09-wissel
2271,,09-wissel
2272,$0.52 B,09-wissel
2273,$28.29 M,09-wissel
2274,$0.82 B,09-wissel
2275,$15.44 B,09-wissel
2276,$1.17 B,09-wissel
2277,,09-wissel
2278,$86.78 M,09-wissel
2279,$0.95 B,09-wissel
2280,$0.10 B,09-wissel
2281,$1.27 B,09-wissel
2282,,09-wissel
2283,$28.68 M,09-wissel
2284,$3.43 M,09-wissel
2285,$3.13 B,09-wissel
2286,$0.82 B,09-wissel
2287,$0.16 B,09-wissel
2288,$17.60 B,09-wissel
2289,$0.83 B,09-wissel
2290,,09-wissel
2291,$3.37 M,09-wissel
2292,$23.4 M,09-wissel
2293,$71.79 B,09-wissel
2294,$0.38 B,09-wissel
2295,,09-wissel
2296,$0.76 B,09-wissel
2297,-$7.32 M,09-wissel
2298,$0.83 B,09-wissel
2299,$87.24 M,09-wissel
2300,$36.85 M,09-wissel
2301,$3.71 M,09-wissel
2302,,09-wissel
2303,$0.14 B,09-wissel
2304,$0.12 B,09-wissel
2305,$32.37 M,09-wissel
2306,$32.84 M,09-wissel
2307,$0.42 B,09-wissel
2308,$43.07 M,09-wissel
2309,,09-wissel
2310,$0.41 B,09-wissel
2311,$10.63 B,09-wissel
2312,$41.54 M,09-wissel
2313,-$3.73 M,09-wissel
2314,$0.57 B,09-wissel
2315,-$39.47 M,09-wissel
2316,$15.74 B,09-wissel
2317,$0.29 B,09-wissel
2318,$0.25 M,09-wissel
2319,$9.00 B,09-wissel
2320,$0.33 B,09-wissel
2321,$0.25 B,09-wissel
2322,$0.63 B,09-wissel
2323,$0.97 B,09-wissel
2324,,09-wissel
2325,$25.3 M,09-wissel
2326,$0.61 M,09-wissel
2327,$0.24 B,09-wissel
2328,$0.17 M,09-wissel
2329,$26.05 M,09-wissel
2330,$0.21 B,09-wissel
2331,$0.29 B,09-wissel
2332,$0.13 B,09-wissel
2333,$14.92 M,09-wissel
2334,$0.32 B,09-wissel
2335,,09-wissel
2336,$0.59 B,09-wissel
2337,$0.61 B,09-wissel
2338,$0.11 B,09-wissel
2339,,09-wissel
2340,$1.55 B,09-wissel
2341,$11.27 M,09-wissel
2342,$87.9 M,09-wissel
2343,,09-wissel
2344,$4.13 B,09-wissel
2345,$29.81 B,09-wissel
2346,$0.50 B,09-wissel
2347,$5.84 M,09-wissel
2348,,09-wissel
2349,-$0.29 B,09-wissel
2350,$0.44 B,09-wissel
2351,,09-wissel
2352,$77.91 M,09-wissel
2353,$3.72 B,09-wissel
2354,$19.34 M,09-wissel
2355,,09-wissel
2356,$53.45 M,09-wissel
2357,-$31.15 M,09-wissel
2358,,09-wissel
2359,$95.78 M,09-wissel
2360,,09-wissel
2361,$1.29 M,09-wissel
2362,$0.05 M,09-wissel
2363,$39.94 M,09-wissel
2364,$3.13 M,09-wissel
2365,$4.88 B,09-wissel
2366,$0.27 B,09-wissel
2367,$0.16 B,09-wissel
2368,$0.16 B,09-wissel
2369,$6.62 M,09-wissel
2370,$6.77 M,09-wissel
2371,-$0.25 B,09-wissel
2372,$0.62 B,09-wissel
2373,,09-wissel
2374,$2.60 B,09-wissel
2375,,09-wissel
2376,$0.36 B,09-wissel
2377,$62.53 M,09-wissel
2378,$55.04 M,09-wissel
2379,$0.51 B,09-wissel
2380,,09-wissel
2381,$1.82 B,09-wissel
2382,$57.37 B,09-wissel
2383,$31.99 M,09-wissel
2384,$55.90 B,09-wissel
2385,,09-wissel
2386,$42.94 B,09-wissel
2387,,09-wissel
2388,$37.38 B,09-wissel
2389,$23.69 B,09-wissel
2390,$70.54 B,09-wissel
2391,$35.17 B,09-wissel
2392,$37.50 B,09-wissel
2393,$23.97 B,09-wissel
2394,$13.69 B,09-wissel
2395,$14.60 B,09-wissel
2396,$9.94 B,09-wissel
2397,$2.43 B,09-wissel
2398,$8.70 B,09-wissel
2399,$3.30 B,09-wissel
2400,$18.51 B,09-wissel
2401,$16.74 B,09-wissel
2402,$19.80 B,09-wissel
2403,$16.45 B,09-wissel
2404,$5.87 B,09-wissel
2405,$7.46 B,09-wissel
2406,$7.40 B,09-wissel
2407,$11.18 B,09-wissel
2408,$42.38 B,09-wissel
2409,$8.99 B,09-wissel
2410,$37.65 B,09-wissel
2411,$5.70 B,09-wissel
2412,$16.34 B,09-wissel
2413,$4.85 B,09-wissel
2414,$4.12 B,09-wissel
2415,$3.58 B,09-wissel
2416,$6.57 B,09-wissel
2417,$12.58 B,09-wissel
2418,$37.61 B,09-wissel
2419,$11.71 B,09-wissel
2420,$7.14 B,09-wissel
2421,$8.12 B,09-wissel
2422,$4.99 B,09-wissel
2423,$6.71 B,09-wissel
2424,$12.85 B,09-wissel
2425,$4.58 B,09-wissel
2426,$44.57 B,09-wissel
2427,$24.13 B,09-wissel
2428,$0.58 B,09-wissel
2429,$3.51 B,09-wissel
2430,$7.02 B,09-wissel
2431,$3.61 B,09-wissel
2432,$13.61 B,09-wissel
2433,$6.02 B,09-wissel
2434,$6.47 B,09-wissel
2435,$2.88 B,09-wissel
2436,$3.77 B,09-wissel
2437,$10.12 B,09-wissel
2438,$40.63 B,09-wissel
2439,$15.39 B,09-wissel
2440,$2.31 B,09-wissel
2441,$5.24 B,09-wissel
2442,$37.63 B,09-wissel
2443,$4.25 B,09-wissel
2444,$8.09 B,09-wissel
2445,$0.92 B,09-wissel
2446,$2.27 B,09-wissel
2447,$1.76 B,09-wissel
2448,$5.91 B,09-wissel
2449,$1.49 B,09-wissel
2450,$1.54 B,09-wissel
2451,$11.21 B,09-wissel
2452,$3.81 B,09-wissel
2453,$5.30 B,09-wissel
2454,$1.42 B,09-wissel
2455,$3.11 B,09-wissel
2456,$3.79 B,09-wissel
2457,$5.94 B,09-wissel
2458,$1.68 B,09-wissel
2459,$1.81 B,09-wissel
2460,$55.27 B,09-wissel
2461,$6.36 B,09-wissel
2462,$42.57 B,09-wissel
2463,$1.70 B,09-wissel
2464,$1.32 B,09-wissel
2465,$3.07 B,09-wissel
2466,$3.24 B,09-wissel
2467,$0.89 B,09-wissel
2468,$0.37 B,09-wissel
2469,$3.44 B,09-wissel
2470,$1.69 B,09-wissel
2471,$2.62 B,09-wissel
2472,$1.08 B,09-wissel
2473,$0.69 B,09-wissel
2474,$3.95 B,09-wissel
2475,$0.37 B,09-wissel
2476,$0.79 B,09-wissel
2477,$10.33 B,09-wissel
2478,$1.36 B,09-wissel
2479,$2.75 B,09-wissel
2480,$1.64 B,09-wissel
2481,$0.82 B,09-wissel
2482,$0.55 B,09-wissel
2483,$1.16 B,09-wissel
2484,$1.42 B,09-wissel
2485,$0.99 B,09-wissel
2486,$2.26 B,09-wissel
2487,$0.44 B,09-wissel
2488,$1.24 B,09-wissel
2489,$1.99 B,09-wissel
2490,$2.21 B,09-wissel
2491,$8.87 B,09-wissel
2492,$0.75 B,09-wissel
2493,$3.08 B,09-wissel
2494,$0.51 B,09-wissel
2495,$1.16 B,09-wissel
2496,$5.63 B,09-wissel
2497,$2.17 B,09-wissel
2498,$1.08 B,09-wissel
2499,$0.95 B,09-wissel
2500,$0.48 B,09-wissel
2501,$0.79 B,09-wissel
2502,$0.85 B,09-wissel
2503,$0.32 B,09-wissel
2504,$0.29 B,09-wissel
2505,$0.47 B,09-wissel
2506,$0.31 B,09-wissel
2507,$0.42 B,09-wissel
2508,$0.61 B,09-wissel
2509,$0.33 B,09-wissel
2510,$0.73 B,09-wissel
2511,$0.29 B,09-wissel
2512,$0.84 B,09-wissel
2513,$0.37 B,09-wissel
2514,$0.20 B,09-wissel
2515,$0.91 B,09-wissel
2516,$0.83 B,09-wissel
2517,$0.55 B,09-wissel
2518,$0.16 B,09-wissel
2519,$0.11 B,09-wissel
2520,$4.57 B,09-wissel
2521,$2.10 B,09-wissel
2522,$0.17 B,09-wissel
2523,$0.76 B,09-wissel
2524,$0.67 B,09-wissel
2525,$5.43 B,09-wissel
2526,$0.32 B,09-wissel
2527,$0.23 B,09-wissel
2528,$0.17 B,09-wissel
2529,$0.75 B,09-wissel
2530,$0.11 B,09-wissel
2531,$2.71 M,09-wissel
2532,$0.10 B,09-wissel
2533,$1.95 B,09-wissel
2534,$2.99 B,09-wissel
2535,$0.23 B,09-wissel
2536,$0.13 B,09-wissel
2537,$2.80 B,09-wissel
2538,$0.19 B,09-wissel
2539,,09-wissel
2540,$1.40 B,09-wissel
2541,$0.31 B,09-wissel
2542,$94.81 M,09-wissel
2543,$0.96 B,09-wissel
2544,$0.37 B,09-wissel
2545,$0.54 B,09-wissel
2546,$0.26 B,09-wissel
2547,$0.66 B,09-wissel
2548,$0.23 B,09-wissel
2549,$1.73 B,09-wissel
2550,$0.57 B,09-wissel
2551,$8.23 B,09-wissel
2552,$3.40 B,09-wissel
2553,$0.60 B,09-wissel
2554,$0.16 B,09-wissel
2555,$1.71 B,09-wissel
2556,$0.11 B,09-wissel
2557,$4.77 B,09-wissel
2558,$81.72 M,09-wissel
2559,$1.58 B,09-wissel
2560,$0.53 B,09-wissel
2561,$0.46 B,09-wissel
2562,,09-wissel
2563,$53.19 M,09-wissel
2564,$6.23 B,09-wissel
2565,$0.69 B,09-wissel
2566,$0.12 B,09-wissel
2567,$0.98 B,09-wissel
2568,$0.32 B,09-wissel
2569,$27.34 M,09-wissel
2570,$28.26 M,09-wissel
2571,$0.29 B,09-wissel
2572,$5.53 M,09-wissel
2573,$0.14 B,09-wissel
2574,$1.02 B,09-wissel
2575,$92.34 M,09-wissel
2576,$0.55 B,09-wissel
2577,$7.2 M,09-wissel
2578,,09-wissel
2579,$0.16 B,09-wissel
2580,$0.66 B,09-wissel
2581,$0.12 B,09-wissel
2582,$14.91 M,09-wissel
2583,$13.17 M,09-wissel
2584,$63.2 M,09-wissel
2585,$11.04 M,09-wissel
2586,,09-wissel
2587,$55.11 M,09-wissel
2588,$0.23 B,09-wissel
2589,$52.6 M,09-wissel
2590,,09-wissel
2591,$0.13 M,09-wissel
2592,$8.72 M,09-wissel
2593,$0.98 B,09-wissel
2594,$21.71 M,09-wissel
2595,$0.40 B,09-wissel
2596,$0.45 B,09-wissel
2597,,09-wissel
2598,$10 M,09-wissel
2599,$3.11 M,09-wissel
2600,$1.10 B,09-wissel
2601,$0.14 B,09-wissel
2602,,09-wissel
2603,$0.69 B,09-wissel
2604,,09-wissel
2605,$6.85 M,09-wissel
2606,$0.01 M,09-wissel
2607,,09-wissel
2608,,09-wissel
2609,$1.5 M,09-wissel
2610,,09-wissel
2611,$0.32 B,09-wissel
2612,$5.49 M,09-wissel
2613,$0.17 B,09-wissel
2614,$99.58 M,09-wissel
2615,,09-wissel
2616,,09-wissel
2617,,09-wissel
2618,,09-wissel
2619,,09-wissel
2620,$61.64 M,09-wissel
2621,-$14.33 M,09-wissel
2622,$0.26 B,09-wissel
2623,,09-wissel
2624,,09-wissel
2625,,09-wissel
2626,,09-wissel
2627,,09-wissel
2628,$3.94 M,09-wissel
2629,$48.34 M,09-wissel
2630,,09-wissel
2631,$18.28 B,09-wissel
2632,$0.20 B,09-wissel
2633,,09-wissel
2634,$0.27 B,09-wissel
2635,$1.32 B,09-wissel
2636,$0.13 B,09-wissel
2637,$0.18 B,09-wissel
2638,$7.67 B,09-wissel
2639,$0.18 B,09-wissel
2640,$1.07 B,09-wissel
2641,$0.89 B,09-wissel
2642,$6.61 B,09-wissel
2643,$0.26 B,09-wissel
2644,$0.65 B,09-wissel
2645,,09-wissel
2646,$1.46 B,09-wissel
2647,$0.68 B,09-wissel
2648,$13.42 M,09-wissel
2649,,09-wissel
2650,$5.49 B,09-wissel
2651,,09-wissel
2652,$4.52 M,09-wissel
2653,$0.84 B,09-wissel
2654,-$0.47 B,09-wissel
2655,$4.42 B,09-wissel
2656,$0.32 B,09-wissel
2657,$70.92 M,09-wissel
2658,$0.87 B,09-wissel
2659,$1.66 B,09-wissel
2660,$40.98 B,09-wissel
2661,$0.58 B,09-wissel
2662,$38.85 M,09-wissel
2663,$0.61 B,09-wissel
2664,,09-wissel
2665,$3.69 B,09-wissel
2666,,09-wissel
2667,$24.3 M,09-wissel
2668,$78.94 M,09-wissel
2669,$0.16 M,09-wissel
2670,$1.17 B,09-wissel
2671,,09-wissel
2672,$3.71 M,09-wissel
2673,,09-wissel
2674,$25.46 B,09-wissel
2675,,09-wissel
2676,$0.33 B,09-wissel
2677,$39.5 M,09-wissel
2678,$17.69 M,09-wissel
2679,,09-wissel
2680,$2.26 B,09-wissel
2681,$0.12 B,09-wissel
2682,$0.33 B,09-wissel
2683,$0.71 B,09-wissel
2684,$0.14 B,09-wissel
2685,$1.24 B,09-wissel
2686,,09-wissel
2687,$0.74 B,09-wissel
2688,$0.63 M,09-wissel
2689,$1.89 B,09-wissel
2690,,09-wissel
2691,$0.56 B,09-wissel
2692,$1.14 B,09-wissel
2693,,09-wissel
2694,,09-wissel
2695,$0.14 B,09-wissel
2696,$3.50 B,09-wissel
2697,,09-wissel
2698,$44.26 M,09-wissel
2699,$1.74 B,09-wissel
2700,$0.68 B,09-wissel
2701,$3.32 B,09-wissel
2702,$0.12 B,09-wissel
2703,$0.13 B,09-wissel
2704,$0.91 B,09-wissel
2705,$1.85 B,09-wissel
2706,,09-wissel
2707,$0.79 B,09-wissel
2708,$42.52 B,09-wissel
2709,$0.21 B,09-wissel
2710,$0.25 B,09-wissel
2711,$0.10 B,09-wissel
2712,,09-wissel
2713,-$0.12 B,09-wissel
2714,$0.17 B,09-wissel
2715,$0.24 B,09-wissel
2716,$0.33 B,09-wissel
2717,$51.89 M,09-wissel
2718,$7.19 B,09-wissel
2719,,09-wissel
2720,,09-wissel
2721,$0.37 B,09-wissel
2722,$1.28 M,09-wissel
2723,,09-wissel
2724,$0.30 B,09-wissel
2725,$15.09 M,09-wissel
2726,$4.17 M,09-wissel
2727,$1.19 B,09-wissel
2728,$0.37 B,09-wissel
2729,$0.47 B,09-wissel
2730,$0.21 B,09-wissel
2731,$2.74 B,09-wissel
2732,$7.81 B,09-wissel
2733,,09-wissel
2734,$2.15 B,09-wissel
2735,$11.54 B,09-wissel
2736,,09-wissel
2737,,09-wissel
2738,,09-wissel
2739,,09-wissel
2740,$0.73 M,09-wissel
2741,$22.21 M,09-wissel
2742,,09-wissel
2743,$0.64 B,09-wissel
2744,$1.56 B,09-wissel
2745,$0.27 B,09-wissel
2746,$2.44 B,09-wissel
2747,$0.18 B,09-wissel
2748,$31.71 B,09-wissel
2749,$39.48 B,09-wissel
2750,$37.04 B,09-wissel
2751,$19.36 B,09-wissel
2752,$10.88 B,09-wissel
2753,$7.91 B,09-wissel
2754,$10.25 B,09-wissel
2755,$15.31 B,09-wissel
2756,$4.22 B,09-wissel
2757,$4.79 B,09-wissel
2758,$8.57 B,09-wissel
2759,$13.85 B,09-wissel
2760,$4.57 B,09-wissel
2761,$1.31 B,09-wissel
2762,$5.30 B,09-wissel
2763,$2.23 B,09-wissel
2764,$2.70 B,09-wissel
2765,$2.05 B,09-wissel
2766,$2.82 B,09-wissel
2767,$0.51 B,09-wissel
2768,$1.21 B,09-wissel
2769,$1.23 B,09-wissel
2770,$0.50 B,09-wissel
2771,$1.03 B,09-wissel
2772,$0.85 B,09-wissel
2773,$284.21 B,09-wissel
2774,$100.42 B,09-wissel
2775,$42.88 B,09-wissel
2776,$76.58 B,09-wissel
2777,$121.68 B,09-wissel
2778,$40.40 B,09-wissel
2779,$153.95 B,09-wissel
2780,$136.24 B,09-wissel
2781,$20.31 B,09-wissel
