,earnings,team
5225,$7.33 B,09-wissel
5226,$1.18 B,09-wissel
5227,$8.83 B,09-wissel
5228,$1.30 B,09-wissel
5229,-$0.49 B,09-wissel
5230,$3.96 B,09-wissel
5231,$7.35 B,09-wissel
5232,$12.07 B,09-wissel
5233,$4.18 B,09-wissel
5234,$0.64 B,09-wissel
5235,-$1.35 B,09-wissel
5236,$2.39 B,09-wissel
5237,$1.04 B,09-wissel
5238,$1.86 B,09-wissel
5239,$6.72 B,09-wissel
5240,$35.13 B,09-wissel
5241,$4.43 B,09-wissel
5242,$4.31 B,09-wissel
5243,-$1.8 B,09-wissel
5244,$14.66 B,09-wissel
5245,$1.45 B,09-wissel
5246,$2.94 B,09-wissel
5247,$0.19 B,09-wissel
5248,$16.17 B,09-wissel
5249,$6.24 B,09-wissel
5250,$3.59 B,09-wissel
5251,$1.84 B,09-wissel
5252,$34.92 B,09-wissel
5253,$12.88 B,09-wissel
5254,$0.25 B,09-wissel
5255,$8.38 B,09-wissel
5256,$1.99 B,09-wissel
5257,$2.44 B,09-wissel
5258,$9.12 B,09-wissel
5259,$2.39 B,09-wissel
5260,$4.82 B,09-wissel
5261,$0.31 B,09-wissel
5262,$0.14 B,09-wissel
5263,$3.26 B,09-wissel
5264,$9.53 B,09-wissel
5265,$0.36 B,09-wissel
5266,$1.12 B,09-wissel
5267,$0.70 B,09-wissel
5268,$2.07 B,09-wissel
5269,$0.56 B,09-wissel
5270,$20 M,09-wissel
5271,$2.45 B,09-wissel
5272,$2.03 B,09-wissel
5273,$8.33 B,09-wissel
5274,$12.32 B,09-wissel
5275,$3.07 B,09-wissel
5276,$0.93 B,09-wissel
5277,$1.13 B,09-wissel
5278,-$4.06 B,09-wissel
5279,$17.77 B,09-wissel
5280,$1.50 B,09-wissel
5281,$1.29 B,09-wissel
5282,$10.02 B,09-wissel
5283,$70.64 B,09-wissel
5284,$1.44 B,09-wissel
5285,$0.11 B,09-wissel
5286,$2.19 B,09-wissel
5287,$1.34 B,09-wissel
5288,$0.46 B,09-wissel
5289,$2.34 B,09-wissel
5290,$2.38 B,09-wissel
5291,$3.92 B,09-wissel
5292,-$2.3 B,09-wissel
5293,$3.91 B,09-wissel
5294,$2.55 B,09-wissel
5295,$7.25 B,09-wissel
5296,$0.17 B,09-wissel
5297,$0.56 B,09-wissel
5298,$4.61 B,09-wissel
5299,$0.18 B,09-wissel
5300,$3.17 B,09-wissel
5301,$1.97 B,09-wissel
5302,$1.45 B,09-wissel
5303,$1.54 B,09-wissel
5304,$0.87 B,09-wissel
5305,$0.64 B,09-wissel
5306,$0.29 B,09-wissel
5307,-$0.67 B,09-wissel
5308,$7.61 B,09-wissel
5309,$1.08 B,09-wissel
5310,$1.58 B,09-wissel
5311,$3.70 B,09-wissel
5312,$0.66 B,09-wissel
5313,$1.12 B,09-wissel
5314,$5.07 B,09-wissel
5315,$10.75 B,09-wissel
5316,$0.64 B,09-wissel
5317,$1.34 B,09-wissel
5318,$1.62 B,09-wissel
5319,$14.78 B,09-wissel
5320,$1.21 B,09-wissel
5321,$1.34 B,09-wissel
5322,$1.15 B,09-wissel
5323,$16.98 B,09-wissel
5324,$1.33 B,09-wissel
5325,-$0.97 B,09-wissel
5326,$3.26 B,09-wissel
5327,$9.76 B,09-wissel
5328,$1.59 B,09-wissel
5329,$0.93 B,09-wissel
5330,$21.34 M,09-wissel
5331,$2.67 B,09-wissel
5332,$1.51 B,09-wissel
5333,$55.03 M,09-wissel
5334,-$0.9 B,09-wissel
5335,$15.48 B,09-wissel
5336,$2.16 B,09-wissel
5337,$3.70 B,09-wissel
5338,$2.94 B,09-wissel
5339,-$0.75 B,09-wissel
5340,$0.20 B,09-wissel
5341,$1.08 B,09-wissel
5342,$0.81 B,09-wissel
5343,$2.34 B,09-wissel
5344,$0.57 B,09-wissel
5345,$1.24 B,09-wissel
5346,$0.38 B,09-wissel
5347,$1.53 B,09-wissel
5348,$1.16 B,09-wissel
5349,$47.39 B,09-wissel
5350,$2.18 B,09-wissel
5351,-$19 M,09-wissel
5352,$3.16 B,09-wissel
5353,$0.86 B,09-wissel
5354,$0.66 B,09-wissel
5355,$0.32 B,09-wissel
5356,$0.18 B,09-wissel
5357,$0.11 B,09-wissel
5358,$55.59 M,09-wissel
5359,-$7.11 B,09-wissel
5360,$2.13 B,09-wissel
5361,$5.37 B,09-wissel
5362,$28.83 M,09-wissel
5363,-$0.41 B,09-wissel
5364,$1.54 B,09-wissel
5365,$0.56 B,09-wissel
5366,$0.44 B,09-wissel
5367,$2.08 B,09-wissel
5368,$1.73 B,09-wissel
5369,$19.05 B,09-wissel
5370,$0.84 B,09-wissel
5371,$1.64 B,09-wissel
5372,$1.39 B,09-wissel
5373,$1.07 B,09-wissel
5374,$0.42 B,09-wissel
5375,$0.23 B,09-wissel
5376,$7.34 B,09-wissel
5377,$8.81 B,09-wissel
5378,$2.87 B,09-wissel
5379,$1.73 B,09-wissel
5380,$6.54 B,09-wissel
5381,$0.49 B,09-wissel
5382,-$1.8 B,09-wissel
5383,$0.48 B,09-wissel
5384,$0.70 B,09-wissel
5385,$0.53 B,09-wissel
5386,$3.00 B,09-wissel
5387,$1.37 B,09-wissel
5388,-$0.5 B,09-wissel
5389,$1.13 B,09-wissel
5390,-$9.11 B,09-wissel
5391,$3.45 B,09-wissel
5392,$7.71 B,09-wissel
5393,$0.15 B,09-wissel
5394,$1.45 B,09-wissel
5395,-$1.01 B,09-wissel
5396,$0.34 B,09-wissel
5397,$0.84 B,09-wissel
5398,$7.83 B,09-wissel
5399,$3.96 B,09-wissel
5400,$0.64 B,09-wissel
5401,$0.34 B,09-wissel
5402,$1.89 B,09-wissel
5403,$10.53 B,09-wissel
5404,$2.96 B,09-wissel
5405,$9.12 B,09-wissel
5406,$0.94 B,09-wissel
5407,$0.45 B,09-wissel
5408,$4.36 B,09-wissel
5409,$0.51 B,09-wissel
5410,$0.58 B,09-wissel
5411,$0.19 B,09-wissel
5412,$0.67 B,09-wissel
5413,$3.66 B,09-wissel
5414,$0.29 B,09-wissel
5415,$2.06 B,09-wissel
5416,$1.38 B,09-wissel
5417,$29.54 M,09-wissel
5418,$0.68 B,09-wissel
5419,$0.40 B,09-wissel
5420,$0.10 B,09-wissel
5421,$11.92 B,09-wissel
5422,$3.17 B,09-wissel
5423,$0.22 B,09-wissel
5424,$2.18 B,09-wissel
5425,$0.32 B,09-wissel
5426,$0.36 B,09-wissel
5427,$1.60 B,09-wissel
5428,$1.08 B,09-wissel
5429,$6.32 B,09-wissel
5430,$1.15 B,09-wissel
5431,$0.14 B,09-wissel
5432,$3.89 B,09-wissel
5433,$3.37 B,09-wissel
5434,$2.27 B,09-wissel
5435,-$0.31 B,09-wissel
5436,$0.39 B,09-wissel
5437,-$1.89 B,09-wissel
5438,$2.10 B,09-wissel
5439,-$0.13 B,09-wissel
5440,$0.98 B,09-wissel
5441,$0.33 B,09-wissel
5442,$0.23 B,09-wissel
5443,$6.07 B,09-wissel
5444,$0.27 B,09-wissel
5445,$0.10 B,09-wissel
5446,$1.07 B,09-wissel
5447,$0.67 B,09-wissel
5448,$0.21 B,09-wissel
5449,$0.72 B,09-wissel
5450,$1.88 B,09-wissel
5451,$1.05 B,09-wissel
5452,$1.03 B,09-wissel
5453,$0.58 B,09-wissel
5454,$1.53 B,09-wissel
5455,$1.14 B,09-wissel
5456,,09-wissel
5457,$91.65 M,09-wissel
5458,$7.15 B,09-wissel
5459,$3.29 B,09-wissel
5460,$1.78 B,09-wissel
5461,$4.04 B,09-wissel
5462,$1.10 B,09-wissel
5463,$7.72 B,09-wissel
5464,-$0.12 B,09-wissel
5465,$1.08 B,09-wissel
5466,$1.05 B,09-wissel
5467,$0.15 B,09-wissel
5468,$0.10 B,09-wissel
5469,-$1.51 B,09-wissel
5470,$11.46 B,09-wissel
5471,$0.99 B,09-wissel
5472,-$1.19 B,09-wissel
5473,$2.08 B,09-wissel
5474,$2.45 B,09-wissel
5475,$2.22 B,09-wissel
5476,$4.67 B,09-wissel
5477,$5.21 B,09-wissel
5478,$0.59 B,09-wissel
5479,$2.11 B,09-wissel
5480,$0.75 B,09-wissel
5481,$0.38 B,09-wissel
5482,-$54.29 M,09-wissel
5483,$6.01 B,09-wissel
5484,$73 M,09-wissel
5485,$0.68 B,09-wissel
5486,$1.96 B,09-wissel
5487,$0.88 B,09-wissel
5488,-$0.12 B,09-wissel
5489,$0.64 B,09-wissel
5490,$0.88 B,09-wissel
5491,$0.50 B,09-wissel
5492,$0.85 B,09-wissel
5493,$0.87 B,09-wissel
5494,$5.31 B,09-wissel
5495,$10.09 M,09-wissel
5496,-$55.04 M,09-wissel
5497,-$19.34 M,09-wissel
5498,$1.82 B,09-wissel
5499,-$1.25 B,09-wissel
5500,$0.61 B,09-wissel
5501,$0.16 B,09-wissel
5502,$0.34 B,09-wissel
5503,$2.26 B,09-wissel
5504,$1.92 B,09-wissel
5505,$2.75 B,09-wissel
5506,$17 M,09-wissel
5507,$2.05 B,09-wissel
5508,$0.54 B,09-wissel
5509,$2.55 B,09-wissel
5510,$0.63 B,09-wissel
5511,$89.3 M,09-wissel
5512,$0.61 B,09-wissel
5513,-$0.49 B,09-wissel
5514,$72.7 M,09-wissel
5515,$0.10 B,09-wissel
5516,-$0.14 B,09-wissel
5517,$1.86 B,09-wissel
5518,$0.17 B,09-wissel
5519,$1.22 B,09-wissel
5520,$0.46 B,09-wissel
5521,$1.33 B,09-wissel
5522,$12.74 B,09-wissel
5523,$1.18 B,09-wissel
5524,$2.46 B,09-wissel
5525,$2.54 B,09-wissel
5526,$0.53 B,09-wissel
5527,$66.2 M,09-wissel
5528,-$0.49 B,09-wissel
5529,$1.42 B,09-wissel
5530,$0.33 B,09-wissel
5531,$3.28 B,09-wissel
5532,$1.30 B,09-wissel
5533,$2.51 B,09-wissel
5534,$3.00 B,09-wissel
5535,$5.60 B,09-wissel
5536,$2.14 B,09-wissel
5537,$0.63 B,09-wissel
5538,$0.89 B,09-wissel
5539,$1.60 B,09-wissel
5540,$5.50 B,09-wissel
5541,$0.54 B,09-wissel
5542,$6.66 B,09-wissel
5543,$0.79 B,09-wissel
5544,$1.47 B,09-wissel
5545,$6.95 B,09-wissel
5546,$0.60 B,09-wissel
5547,$0.60 B,09-wissel
5548,$1.39 B,09-wissel
5549,$4.75 B,09-wissel
5550,$2.65 B,09-wissel
5551,$0.57 B,09-wissel
5552,$0.22 B,09-wissel
5553,$0.19 B,09-wissel
5554,-$1.19 B,09-wissel
5555,$1.26 B,09-wissel
5556,$0.17 B,09-wissel
5557,$0.17 B,09-wissel
5558,$4.26 B,09-wissel
5559,$0.85 B,09-wissel
5560,$1.02 B,09-wissel
5561,$1.61 B,09-wissel
5562,$18.45 B,09-wissel
5563,$1.50 B,09-wissel
5564,-$96 M,09-wissel
5565,$96.2 M,09-wissel
5566,$2.63 B,09-wissel
5567,$0.25 B,09-wissel
5568,$2.62 B,09-wissel
5569,$2.20 B,09-wissel
5570,$3.81 B,09-wissel
5571,-$42.44 M,09-wissel
5572,$0.31 B,09-wissel
5573,$0.39 B,09-wissel
5574,-$0.15 B,09-wissel
5575,$0.27 B,09-wissel
5576,$0.71 B,09-wissel
5577,$0.74 B,09-wissel
5578,$5.74 B,09-wissel
5579,$2.60 B,09-wissel
5580,$2.03 B,09-wissel
5581,$0.70 B,09-wissel
5582,$0.90 B,09-wissel
5583,$0.72 B,09-wissel
5584,$0.50 B,09-wissel
5585,$0.95 B,09-wissel
5586,$1.48 B,09-wissel
5587,$0.46 B,09-wissel
5588,$1.57 B,09-wissel
5589,$1.10 B,09-wissel
5590,$41.9 M,09-wissel
5591,-$0.17 B,09-wissel
5592,$0.88 B,09-wissel
5593,$47.97 M,09-wissel
5594,$0.15 B,09-wissel
5595,-$0.19 B,09-wissel
5596,$0.16 B,09-wissel
5597,$0.37 B,09-wissel
5598,$0.64 B,09-wissel
5599,$0.18 B,09-wissel
5600,$0.57 B,09-wissel
5601,$3.66 B,09-wissel
5602,$0.66 B,09-wissel
5603,$0.52 B,09-wissel
5604,$0.83 B,09-wissel
5605,$1.90 B,09-wissel
5606,$0.38 B,09-wissel
5607,$0.64 B,09-wissel
5608,$1.83 B,09-wissel
5609,$1.08 B,09-wissel
5610,$0.51 B,09-wissel
5611,$0.17 B,09-wissel
5612,$2.60 B,09-wissel
5613,$1.72 B,09-wissel
5614,$0.93 B,09-wissel
5615,-$18.2 M,09-wissel
5616,$0.15 B,09-wissel
5617,$1.50 B,09-wissel
5618,$0.74 B,09-wissel
5619,$0.66 B,09-wissel
5620,$0.33 B,09-wissel
5621,$52.9 M,09-wissel
5622,$0.43 B,09-wissel
5623,$0.97 B,09-wissel
5624,$0.11 B,09-wissel
5625,-$0.88 B,09-wissel
5626,$4.10 B,09-wissel
5627,-$0.69 B,09-wissel
5628,$0.29 B,09-wissel
5629,$1.12 B,09-wissel
5630,$4.31 B,09-wissel
5631,$1.36 B,09-wissel
5632,$1.16 B,09-wissel
5633,$0.14 B,09-wissel
5634,$0.92 B,09-wissel
5635,$0.91 B,09-wissel
5636,$2.18 B,09-wissel
5637,$32 M,09-wissel
5638,$3.48 B,09-wissel
5639,$0.91 B,09-wissel
5640,$2.50 B,09-wissel
5641,$0.82 B,09-wissel
5642,$4.54 B,09-wissel
5643,$0.74 B,09-wissel
5644,$0.14 B,09-wissel
5645,$1.21 B,09-wissel
5646,$0.34 B,09-wissel
5647,$0.47 B,09-wissel
5648,$0.43 B,09-wissel
5649,$0.33 B,09-wissel
5650,$1.23 B,09-wissel
5651,$0.13 B,09-wissel
5652,$0.16 B,09-wissel
5653,$0.11 B,09-wissel
5654,-$85.13 M,09-wissel
5655,$0.34 B,09-wissel
5656,$0.56 B,09-wissel
5657,$0.52 B,09-wissel
5658,$14.30 B,09-wissel
5659,$0.83 B,09-wissel
5660,$3.79 B,09-wissel
5661,$1.47 B,09-wissel
5662,$0.66 B,09-wissel
5663,$98 M,09-wissel
5664,$1.93 B,09-wissel
5665,$0.21 B,09-wissel
5666,$0.11 B,09-wissel
5667,$0.98 B,09-wissel
5668,$2.53 B,09-wissel
5669,$0.64 B,09-wissel
5670,$0.52 B,09-wissel
5671,$0.81 B,09-wissel
5672,$0.21 B,09-wissel
5673,$0.71 B,09-wissel
5674,$0.20 B,09-wissel
5675,$0.45 B,09-wissel
5676,-$1.52 B,09-wissel
5677,$0.22 B,09-wissel
5678,$0.51 B,09-wissel
5679,$0.71 B,09-wissel
5680,$1.60 B,09-wissel
5681,-$15.79 M,09-wissel
5682,$0.37 B,09-wissel
5683,$0.59 B,09-wissel
5684,$74.94 M,09-wissel
5685,$41.49 M,09-wissel
5686,-$0.89 B,09-wissel
5687,$1.31 B,09-wissel
5688,$1.61 B,09-wissel
5689,$0.22 B,09-wissel
5690,$1.23 B,09-wissel
5691,$0.17 B,09-wissel
5692,$0.13 B,09-wissel
5693,$0.92 B,09-wissel
5694,$0.63 B,09-wissel
5695,$1.05 B,09-wissel
5696,$0.86 B,09-wissel
5697,$0.55 B,09-wissel
5698,-$61.5 M,09-wissel
5699,$8.03 B,09-wissel
5700,$5.02 B,09-wissel
5701,$0.23 B,09-wissel
5702,$1.56 B,09-wissel
5703,$5.31 B,09-wissel
5704,$1.54 B,09-wissel
5705,$80.05 M,09-wissel
5706,$0.97 B,09-wissel
5707,$1.55 B,09-wissel
5708,$0.24 B,09-wissel
5709,$2.57 B,09-wissel
5710,$0.82 B,09-wissel
5711,-$0.16 B,09-wissel
5712,$0.26 B,09-wissel
5713,-$0.53 B,09-wissel
5714,$0.62 B,09-wissel
5715,$0.69 B,09-wissel
5716,-$49.36 M,09-wissel
5717,$4.11 B,09-wissel
5718,$2.13 B,09-wissel
5719,$1.20 B,09-wissel
5720,$3.60 B,09-wissel
5721,$0.65 B,09-wissel
5722,$0.96 B,09-wissel
5723,-$0.26 B,09-wissel
5724,$1.15 B,09-wissel
5725,$7.62 B,09-wissel
5726,-$0.27 B,09-wissel
5727,$14.31 B,09-wissel
5728,$0.35 B,09-wissel
5729,$48.1 M,09-wissel
5730,$0.47 B,09-wissel
5731,$0.81 B,09-wissel
5732,$33.93 M,09-wissel
5733,$3.35 B,09-wissel
5734,$0.15 B,09-wissel
5735,-$0.42 B,09-wissel
5736,$2.40 B,09-wissel
5737,$0.14 B,09-wissel
5738,$1.71 B,09-wissel
5739,$6.50 B,09-wissel
5740,$0.17 B,09-wissel
5741,$0.17 B,09-wissel
5742,$0.47 B,09-wissel
5743,$0.27 B,09-wissel
5744,$1.60 B,09-wissel
5745,$0.15 B,09-wissel
5746,$0.38 B,09-wissel
5747,$0.28 B,09-wissel
5748,-$4.87 B,09-wissel
5749,$1.21 B,09-wissel
5750,$0.57 B,09-wissel
5751,$0.58 B,09-wissel
5752,-$0.13 B,09-wissel
5753,$0.52 B,09-wissel
5754,-$21.11 M,09-wissel
5755,$0.46 B,09-wissel
5756,$1.47 B,09-wissel
5757,$0.47 B,09-wissel
5758,$0.38 B,09-wissel
5759,$74.19 M,09-wissel
5760,-$2.27 B,09-wissel
5761,$0.14 B,09-wissel
5762,$0.40 B,09-wissel
5763,$71.1 M,09-wissel
5764,-$3.89 B,09-wissel
5765,$0.43 B,09-wissel
5766,$5.83 B,09-wissel
5767,$1.20 B,09-wissel
5768,$6.03 B,09-wissel
5769,$0.49 B,09-wissel
5770,$0.12 B,09-wissel
5771,$5.75 B,09-wissel
5772,$0.61 B,09-wissel
5773,$1.58 B,09-wissel
5774,$3.90 B,09-wissel
5775,$2.79 B,09-wissel
5776,-$57.48 M,09-wissel
5777,$0.37 B,09-wissel
5778,$1.07 B,09-wissel
5779,-$7.4 B,09-wissel
5780,$0.16 B,09-wissel
5781,$0.26 B,09-wissel
5782,$1.36 B,09-wissel
5783,$0.11 B,09-wissel
5784,$0.22 B,09-wissel
5785,-$0.41 B,09-wissel
5786,$1.11 B,09-wissel
5787,$0.59 B,09-wissel
5788,$0.50 B,09-wissel
5789,$0.76 B,09-wissel
5790,$1.46 B,09-wissel
5791,$0.73 B,09-wissel
5792,$0.12 B,09-wissel
5793,$7.51 M,09-wissel
5794,$0.11 B,09-wissel
5795,-$73.44 M,09-wissel
5796,-$81.6 M,09-wissel
5797,$65.6 M,09-wissel
5798,$0.22 B,09-wissel
5799,-$8.36 M,09-wissel
5800,$0.16 B,09-wissel
5801,$0.59 B,09-wissel
5802,$1.19 B,09-wissel
5803,$0.87 B,09-wissel
5804,$1.06 B,09-wissel
5805,$88.96 M,09-wissel
5806,$0.34 B,09-wissel
5807,$0.98 B,09-wissel
5808,,09-wissel
5809,-$0.36 B,09-wissel
5810,$0.55 B,09-wissel
5811,$0.88 B,09-wissel
5812,$1.82 B,09-wissel
5813,$1.92 B,09-wissel
5814,$12.91 B,09-wissel
5815,$1.65 B,09-wissel
5816,$1.28 B,09-wissel
5817,-$25.41 M,09-wissel
5818,$0.41 B,09-wissel
5819,$0.29 B,09-wissel
5820,$3.39 B,09-wissel
5821,$0.99 B,09-wissel
5822,$0.17 B,09-wissel
5823,$0.16 B,09-wissel
5824,$0.29 B,09-wissel
5825,$0.41 B,09-wissel
5826,$1.33 B,09-wissel
5827,$0.84 B,09-wissel
5828,$1.33 B,09-wissel
5829,$27.32 B,09-wissel
5830,$1.26 B,09-wissel
5831,$1.24 B,09-wissel
5832,$1.04 B,09-wissel
5833,$0.35 B,09-wissel
5834,$0.69 B,09-wissel
5835,-$16.7 M,09-wissel
5836,$2.44 B,09-wissel
5837,$3.14 B,09-wissel
5838,$52.07 M,09-wissel
5839,$21.25 M,09-wissel
5840,$0.11 B,09-wissel
5841,$1.66 B,09-wissel
5842,$0.13 B,09-wissel
5843,$39.71 M,09-wissel
5844,-$49.55 M,09-wissel
5845,$1.45 B,09-wissel
5846,$77.49 M,09-wissel
5847,-$0.11 B,09-wissel
5848,$0.84 B,09-wissel
5849,$17.5 M,09-wissel
5850,$0.53 B,09-wissel
5851,$0.58 B,09-wissel
5852,$3.89 B,09-wissel
5853,$0.28 B,09-wissel
5854,$0.19 B,09-wissel
5855,$0.85 B,09-wissel
5856,$1.25 B,09-wissel
5857,$0.24 B,09-wissel
5858,$1.28 B,09-wissel
5859,$0.33 B,09-wissel
5860,$0.26 B,09-wissel
5861,$88.63 M,09-wissel
5862,$0.55 B,09-wissel
5863,-$31.08 M,09-wissel
5864,$1.54 B,09-wissel
5865,$0.72 B,09-wissel
5866,-$0.9 B,09-wissel
5867,$0.37 B,09-wissel
5868,$0.22 B,09-wissel
5869,-$0.51 B,09-wissel
5870,-$0.53 B,09-wissel
5871,-$1.11 B,09-wissel
5872,$0.97 B,09-wissel
5873,$1.34 B,09-wissel
5874,$0.63 B,09-wissel
5875,$16.87 M,09-wissel
5876,$2.04 B,09-wissel
5877,$0.24 B,09-wissel
5878,$2.34 B,09-wissel
5879,$1.30 B,09-wissel
5880,$0.44 B,09-wissel
5881,$0.36 B,09-wissel
5882,-$12.6 M,09-wissel
5883,-$0.11 B,09-wissel
5884,$1.22 B,09-wissel
5885,$1.01 B,09-wissel
5886,-$0.16 B,09-wissel
5887,$0.42 B,09-wissel
5888,$0.28 B,09-wissel
5889,$0.21 B,09-wissel
5890,-$7.02 M,09-wissel
5891,$0.36 B,09-wissel
5892,$0.13 B,09-wissel
5893,$0.10 B,09-wissel
5894,$0.55 B,09-wissel
5895,$0.38 B,09-wissel
5896,$0.64 B,09-wissel
5897,$0.40 B,09-wissel
5898,-$0.21 B,09-wissel
5899,-$7.85 B,09-wissel
5900,$0.13 B,09-wissel
5901,-$1.23 B,09-wissel
5902,$72.64 M,09-wissel
5903,-$46.72 M,09-wissel
5904,$0.38 B,09-wissel
5905,$0.86 B,09-wissel
5906,$8.99 M,09-wissel
5907,$2.47 B,09-wissel
5908,$0.43 B,09-wissel
5909,$1.82 B,09-wissel
5910,$0.84 B,09-wissel
5911,$0.25 B,09-wissel
5912,-$0.19 B,09-wissel
5913,$1.73 B,09-wissel
5914,$0.11 B,09-wissel
5915,-$0.47 B,09-wissel
5916,$1.10 B,09-wissel
5917,$0.77 B,09-wissel
5918,$0.55 B,09-wissel
5919,$11.73 M,09-wissel
5920,$0.13 B,09-wissel
5921,$0.19 B,09-wissel
5922,$18.46 M,09-wissel
5923,-$40.6 M,09-wissel
5924,-$90.47 M,09-wissel
5925,$0.51 B,09-wissel
5926,$1.31 B,09-wissel
5927,$20.80 B,09-wissel
5928,$0.77 B,09-wissel
5929,$77 M,09-wissel
5930,$1.16 B,09-wissel
5931,-$0.56 B,09-wissel
5932,$0.32 B,09-wissel
5933,$18.07 M,09-wissel
5934,$12.82 B,09-wissel
5935,$0.87 B,09-wissel
5936,-$60.29 M,09-wissel
5937,$0.13 B,09-wissel
5938,$0.29 B,09-wissel
5939,$56.54 M,09-wissel
5940,$0.63 B,09-wissel
5941,$0.23 B,09-wissel
5942,$0.47 B,09-wissel
5943,$0.26 B,09-wissel
5944,$0.29 B,09-wissel
5945,-$0.11 B,09-wissel
5946,$1.23 B,09-wissel
5947,$0.13 B,09-wissel
5948,-$0.26 B,09-wissel
5949,$0.15 B,09-wissel
5950,-$0.17 B,09-wissel
5951,$0.11 B,09-wissel
5952,$0.17 B,09-wissel
5953,$0.25 B,09-wissel
5954,-$0.98 B,09-wissel
5955,-$61.3 M,09-wissel
5956,$1.66 B,09-wissel
5957,$0.60 B,09-wissel
5958,$0.12 B,09-wissel
5959,$0.61 B,09-wissel
5960,$1.07 B,09-wissel
5961,$0.81 B,09-wissel
5962,$0.48 B,09-wissel
5963,$0.22 B,09-wissel
5964,$0.22 B,09-wissel
5965,$9.4 M,09-wissel
5966,$58.2 M,09-wissel
5967,$0.45 B,09-wissel
5968,$86.26 M,09-wissel
5969,$0.16 B,09-wissel
5970,$1.68 B,09-wissel
5971,$0.27 B,09-wissel
5972,$27.74 M,09-wissel
5973,$0.92 B,09-wissel
5974,-$22.51 M,09-wissel
5975,-$0.24 B,09-wissel
5976,$0.68 B,09-wissel
5977,$2.88 B,09-wissel
5978,$0.35 B,09-wissel
5979,$0.48 B,09-wissel
5980,$0.57 B,09-wissel
5981,-$0.22 B,09-wissel
5982,$0.14 B,09-wissel
5983,$0.40 B,09-wissel
5984,$1.31 B,09-wissel
5985,$2.15 B,09-wissel
5986,$0.34 B,09-wissel
5987,$1.12 B,09-wissel
5988,-$0.28 B,09-wissel
5989,$0.24 B,09-wissel
5990,$0.25 B,09-wissel
5991,$0.54 B,09-wissel
5992,$59.07 M,09-wissel
5993,$0.90 B,09-wissel
5994,-$0.22 B,09-wissel
5995,$0.39 B,09-wissel
5996,-$0.78 B,09-wissel
5997,$77.94 M,09-wissel
5998,$4.11 M,09-wissel
5999,-$0.72 B,09-wissel
6000,$0.29 B,09-wissel
6001,-$0.16 B,09-wissel
6002,$87.28 M,09-wissel
6003,$1.27 B,09-wissel
6004,$0.23 B,09-wissel
6005,$1.01 B,09-wissel
6006,$2.21 B,09-wissel
6007,$4.06 B,09-wissel
6008,-$88.69 M,09-wissel
6009,$47.3 M,09-wissel
6010,$51.52 M,09-wissel
6011,$0.14 B,09-wissel
6012,$0.30 B,09-wissel
6013,$0.28 B,09-wissel
6014,$0.14 B,09-wissel
6015,$0.14 B,09-wissel
6016,$2.13 B,09-wissel
6017,-$0.15 B,09-wissel
6018,$0.87 B,09-wissel
6019,$1.21 B,09-wissel
6020,$0.50 B,09-wissel
6021,$0.70 B,09-wissel
6022,$80.79 M,09-wissel
6023,$3.13 B,09-wissel
6024,$0.15 B,09-wissel
6025,$0.17 B,09-wissel
6026,-$0.24 B,09-wissel
6027,$1.73 B,09-wissel
6028,$2.03 B,09-wissel
6029,$0.38 B,09-wissel
6030,$0.42 B,09-wissel
6031,$0.32 B,09-wissel
6032,$0.10 B,09-wissel
6033,-$2.85 B,09-wissel
6034,$0.49 B,09-wissel
6035,$18.35 M,09-wissel
6036,$86.3 M,09-wissel
6037,$0.14 B,09-wissel
6038,$0.22 B,09-wissel
6039,$0.64 B,09-wissel
6040,$0.64 B,09-wissel
6041,$8.11 B,09-wissel
6042,$1.66 B,09-wissel
6043,-$0.13 B,09-wissel
6044,$0.82 B,09-wissel
6045,$0.74 B,09-wissel
6046,$0.63 B,09-wissel
6047,$0.10 B,09-wissel
6048,$0.26 B,09-wissel
6049,$1.46 B,09-wissel
6050,$0.36 B,09-wissel
6051,$30.29 M,09-wissel
6052,-$0.39 B,09-wissel
6053,$4.57 B,09-wissel
6054,$0.91 B,09-wissel
6055,-$0.29 B,09-wissel
6056,-$0.86 B,09-wissel
6057,$0.69 B,09-wissel
6058,-$0.36 B,09-wissel
6059,-$0.17 B,09-wissel
6060,$0.19 B,09-wissel
6061,$0.64 B,09-wissel
6062,-$1.09 B,09-wissel
6063,$0.61 B,09-wissel
6064,-$0.13 B,09-wissel
6065,$0.90 B,09-wissel
6066,$43.34 M,09-wissel
6067,-$0.29 B,09-wissel
6068,-$0.4 B,09-wissel
6069,$56.67 M,09-wissel
6070,$1.22 B,09-wissel
6071,$0.46 B,09-wissel
6072,$0.39 B,09-wissel
6073,$0.38 B,09-wissel
6074,$0.42 B,09-wissel
6075,$0.33 B,09-wissel
6076,$0.36 B,09-wissel
6077,$1.52 B,09-wissel
6078,$0.15 B,09-wissel
6079,$44.72 M,09-wissel
6080,,09-wissel
6081,$83.75 M,09-wissel
6082,-$21.11 M,09-wissel
6083,$0.45 B,09-wissel
6084,$68.67 M,09-wissel
6085,$1.01 B,09-wissel
6086,$0.89 M,09-wissel
6087,$0.48 B,09-wissel
6088,$0.40 B,09-wissel
6089,-$0.6 B,09-wissel
6090,$0.18 B,09-wissel
6091,$59.71 M,09-wissel
6092,$0.14 B,09-wissel
6093,$16.29 M,09-wissel
