,earnings,team
1767,-$0.11 B,09-wissel
1768,-$0.11 B,09-wissel
1769,$12.18 M,09-wissel
1770,$10.41 M,09-wissel
1771,-$0.12 B,09-wissel
1772,$18.46 M,09-wissel
1773,$14.59 M,09-wissel
1774,-$63.72 M,09-wissel
1775,-$0.99 M,09-wissel
1776,$40.55 M,09-wissel
1777,-$41.36 M,09-wissel
1778,-$19.78 M,09-wissel
1779,-$47.02 M,09-wissel
1780,-$24.02 M,09-wissel
1781,-$0.12 B,09-wissel
1782,-$0.19 B,09-wissel
1783,-$0.13 B,09-wissel
1784,$56.44 M,09-wissel
1785,$0.35 B,09-wissel
1786,-$0.2 B,09-wissel
1787,-$0.13 B,09-wissel
1788,-$48.2 M,09-wissel
1789,$1.24 B,09-wissel
1790,$0.58 B,09-wissel
1791,-$70.09 M,09-wissel
1792,-$0.11 B,09-wissel
1793,-$85.03 M,09-wissel
1794,-$89.02 M,09-wissel
1795,$53.94 M,09-wissel
1796,-$3.83 M,09-wissel
1797,-$21.86 M,09-wissel
1798,-$0.11 B,09-wissel
1799,-$15.32 M,09-wissel
1800,-$93.22 M,09-wissel
1801,-$64.64 M,09-wissel
1802,-$95.57 M,09-wissel
1803,-$99.86 M,09-wissel
1804,-$0.12 B,09-wissel
1805,-$11.82 M,09-wissel
1806,$52.25 M,09-wissel
1807,-$20.58 M,09-wissel
1808,$4.72 M,09-wissel
1809,-$0.28 B,09-wissel
1810,$2.6 M,09-wissel
1811,$0.17 B,09-wissel
1812,-$0.17 B,09-wissel
1813,-$0.36 B,09-wissel
1814,$9.45 M,09-wissel
1815,-$14.62 M,09-wissel
1816,-$58.37 M,09-wissel
1817,-$99.97 M,09-wissel
1818,-$17.43 M,09-wissel
1819,-$43.15 M,09-wissel
1820,$55.79 M,09-wissel
1821,-$75.96 M,09-wissel
1822,-$10.81 M,09-wissel
1823,-$89.14 M,09-wissel
1824,-$0.11 B,09-wissel
1825,$0.14 B,09-wissel
1826,-$79.9 M,09-wissel
1827,-$33.53 M,09-wissel
1828,-$52.52 M,09-wissel
1829,-$71.16 M,09-wissel
1830,-$58.96 M,09-wissel
1831,$0.32 B,09-wissel
1832,-$0.13 B,09-wissel
1833,,09-wissel
1834,-$33.52 M,09-wissel
1835,-$20 M,09-wissel
1836,$12.41 M,09-wissel
1837,-$6.32 M,09-wissel
1838,-$54.43 M,09-wissel
1839,$43.26 M,09-wissel
1840,-$26.88 M,09-wissel
1841,-$85.26 M,09-wissel
1842,$13.36 M,09-wissel
1843,-$0.18 B,09-wissel
1844,-$0.11 B,09-wissel
1845,$18.64 M,09-wissel
1846,-$10.08 M,09-wissel
1847,-$0.14 B,09-wissel
1848,$0.12 B,09-wissel
1849,$0.19 B,09-wissel
1850,-$61.17 M,09-wissel
1851,$0.23 B,09-wissel
1852,-$98.35 M,09-wissel
1853,-$10.38 M,09-wissel
1854,-$79.4 M,09-wissel
1855,-$12.67 M,09-wissel
1856,-$21.13 M,09-wissel
1857,-$97.07 M,09-wissel
1858,-$33.05 M,09-wissel
1859,-$5.06 M,09-wissel
1860,-$0.3 B,09-wissel
1861,-$42 M,09-wissel
1862,$67.81 M,09-wissel
1863,-$55.67 M,09-wissel
1864,$0.23 B,09-wissel
1865,-$0.12 B,09-wissel
1866,-$0.11 B,09-wissel
1867,-$52.59 M,09-wissel
1868,$53.14 M,09-wissel
1869,-$64.41 M,09-wissel
1870,-$64.54 M,09-wissel
1871,-$89.75 M,09-wissel
1872,-$23.64 M,09-wissel
1873,$0.36 B,09-wissel
1874,-$87.46 M,09-wissel
1875,$2.82 M,09-wissel
1876,-$94.96 M,09-wissel
1877,$0.21 B,09-wissel
1878,-$0.12 B,09-wissel
1879,-$0.12 B,09-wissel
1880,$8.87 M,09-wissel
1881,$0.61 B,09-wissel
1882,$0.32 B,09-wissel
1883,$0.25 B,09-wissel
1884,$0.13 M,09-wissel
1885,-$6.02 M,09-wissel
1886,-$92.73 M,09-wissel
1887,$5.81 M,09-wissel
1888,-$8.28 M,09-wissel
1889,$31.33 M,09-wissel
1890,-$0.18 B,09-wissel
1891,-$24.63 M,09-wissel
1892,-$0.13 B,09-wissel
1893,-$43.38 M,09-wissel
1894,-$0.18 B,09-wissel
1895,-$20.39 M,09-wissel
1896,$84.52 M,09-wissel
1897,$9.25 M,09-wissel
1898,-$49.81 M,09-wissel
1899,$0.19 B,09-wissel
1900,$60.87 M,09-wissel
1901,-$0.15 B,09-wissel
1902,-$78.57 M,09-wissel
1903,-$37.2 M,09-wissel
1904,-$48.88 M,09-wissel
1905,-$85.54 M,09-wissel
1906,-$51.37 M,09-wissel
1907,-$60.83 M,09-wissel
1908,-$0.11 B,09-wissel
1909,$0.46 B,09-wissel
1910,-$84.9 M,09-wissel
1911,-$0.11 B,09-wissel
1912,-$0.14 B,09-wissel
1913,-$82.08 M,09-wissel
1914,-$79.98 M,09-wissel
1915,-$0.28 B,09-wissel
1916,$14.11 M,09-wissel
1917,-$0.27 B,09-wissel
1918,$0.65 B,09-wissel
1919,-$16.98 M,09-wissel
1920,-$17.3 M,09-wissel
1921,$0.10 B,09-wissel
1922,-$0.13 B,09-wissel
1923,-$32.65 M,09-wissel
1924,-$11.96 M,09-wissel
1925,-$8.78 M,09-wissel
1926,$53.67 M,09-wissel
1927,-$5.56 M,09-wissel
1928,-$19.32 M,09-wissel
1929,-$18.44 M,09-wissel
1930,-$66.31 M,09-wissel
1931,-$62.59 M,09-wissel
1932,$4.55 M,09-wissel
1933,-$9.33 M,09-wissel
1934,-$53.06 M,09-wissel
1935,-$0.13 B,09-wissel
1936,-$5.05 M,09-wissel
1937,$3.53 M,09-wissel
1938,$7.43 M,09-wissel
1939,$0.21 B,09-wissel
1940,$36.04 M,09-wissel
1941,-$0.11 B,09-wissel
1942,-$13.21 M,09-wissel
1943,$0.32 B,09-wissel
1944,-$15.75 M,09-wissel
1945,$0.36 B,09-wissel
1946,-$53.08 M,09-wissel
1947,$0.39 B,09-wissel
1948,-$87.97 M,09-wissel
1949,-$76.86 M,09-wissel
1950,-$73.77 M,09-wissel
1951,-$50.01 M,09-wissel
1952,-$54.74 M,09-wissel
1953,$66.1 M,09-wissel
1954,-$55.26 M,09-wissel
1955,,09-wissel
1956,-$83.89 M,09-wissel
1957,-$13.95 M,09-wissel
1958,-$0.11 B,09-wissel
1959,-$9.96 M,09-wissel
1960,-$18.08 M,09-wissel
1961,-$0.14 B,09-wissel
1962,-$9.65 M,09-wissel
1963,$0.12 B,09-wissel
1964,$44.47 M,09-wissel
1965,$52.12 M,09-wissel
1966,-$23.33 M,09-wissel
1967,-$44.12 M,09-wissel
1968,-$73.02 M,09-wissel
1969,$0.20 B,09-wissel
1970,-$41.9 M,09-wissel
1971,-$0.14 B,09-wissel
1972,-$51.18 M,09-wissel
1973,$3.86 M,09-wissel
1974,-$74 M,09-wissel
1975,-$58.2 M,09-wissel
1976,-$86.92 M,09-wissel
1977,-$64.27 M,09-wissel
1978,-$0.11 B,09-wissel
1979,-$77.68 M,09-wissel
1980,-$21.12 M,09-wissel
1981,-$11.91 M,09-wissel
1982,$0.16 B,09-wissel
1983,-$11.3 M,09-wissel
1984,-$14.77 M,09-wissel
1985,-$17.03 M,09-wissel
1986,-$68.46 M,09-wissel
1987,$0.14 B,09-wissel
1988,-$23.9 M,09-wissel
1989,-$74.36 M,09-wissel
1990,$2.03 M,09-wissel
1991,$70.54 M,09-wissel
1992,-$10.07 M,09-wissel
1993,$0.26 M,09-wissel
1994,$0.30 B,09-wissel
1995,$0.15 B,09-wissel
1996,-$14.12 M,09-wissel
1997,-$44.21 M,09-wissel
1998,-$54.31 M,09-wissel
1999,-$0.13 B,09-wissel
2000,-$53.87 M,09-wissel
2001,-$21.74 M,09-wissel
2002,-$54.49 M,09-wissel
2003,$28.31 M,09-wissel
2004,-$13.97 M,09-wissel
2005,-$16.75 M,09-wissel
2006,-$59.33 M,09-wissel
2007,-$7.15 M,09-wissel
2008,-$15.53 M,09-wissel
2009,-$0.12 B,09-wissel
2010,-$29.27 M,09-wissel
2011,-$1.78 B,09-wissel
2012,-$47.1 M,09-wissel
2013,-$4.69 M,09-wissel
2014,-$60.41 M,09-wissel
2015,-$29.56 M,09-wissel
2016,-$73.49 M,09-wissel
2017,$74.88 M,09-wissel
2018,-$27.49 M,09-wissel
2019,-$4.32 M,09-wissel
2020,-$62.84 M,09-wissel
2021,-$21.24 M,09-wissel
2022,$20.05 M,09-wissel
2023,-$87.14 M,09-wissel
2024,-$11.94 M,09-wissel
2025,-$21.15 M,09-wissel
2026,-$61.08 M,09-wissel
2027,-$34.91 M,09-wissel
2028,-$61.79 M,09-wissel
2029,-$1.04 B,09-wissel
2030,-$68.97 M,09-wissel
2031,-$0.11 B,09-wissel
2032,$0.19 B,09-wissel
2033,-$71.03 M,09-wissel
2034,$25.63 M,09-wissel
2035,-$59.97 M,09-wissel
2036,$47.33 M,09-wissel
2037,-$25.45 M,09-wissel
2038,$0.21 B,09-wissel
2039,-$18.1 M,09-wissel
2040,-$29.49 M,09-wissel
2041,-$15.37 M,09-wissel
2042,-$97.93 M,09-wissel
2043,-$34.04 M,09-wissel
2044,-$37.38 M,09-wissel
2045,-$71.54 M,09-wissel
2046,-$0.11 B,09-wissel
2047,-$69.89 M,09-wissel
2048,-$0.12 B,09-wissel
2049,-$61.64 M,09-wissel
2050,-$11.86 M,09-wissel
2051,-$0.22 B,09-wissel
2052,$10.09 M,09-wissel
2053,-$19.39 M,09-wissel
2054,-$23.6 M,09-wissel
2055,$0.13 B,09-wissel
2056,-$64.47 M,09-wissel
2057,-$59.72 M,09-wissel
2058,-$24.77 M,09-wissel
2059,-$0.6 B,09-wissel
2060,$4.01 M,09-wissel
2061,$0.16 B,09-wissel
2062,-$0.13 B,09-wissel
2063,-$10.93 M,09-wissel
2064,-$56.9 M,09-wissel
2065,-$53.31 M,09-wissel
2066,$27.41 M,09-wissel
2067,-$9.68 M,09-wissel
2068,-$12.97 M,09-wissel
2069,-$25.98 M,09-wissel
2070,-$3.31 M,09-wissel
2071,$22.29 M,09-wissel
2072,$0.10 B,09-wissel
2073,$85.56 M,09-wissel
2074,$0.19 B,09-wissel
2075,-$81.85 M,09-wissel
2076,-$26.93 M,09-wissel
2077,-$37.31 M,09-wissel
2078,-$29.41 M,09-wissel
2079,-$47.68 M,09-wissel
2080,-$48.68 M,09-wissel
2081,-$30.87 M,09-wissel
2082,-$24.07 M,09-wissel
2083,-$5.52 M,09-wissel
2084,-$7.5 M,09-wissel
2085,-$28.55 M,09-wissel
2086,$12.7 M,09-wissel
2087,$80.76 M,09-wissel
2088,$11.91 M,09-wissel
2089,-$50.32 M,09-wissel
2090,$0.27 B,09-wissel
2091,-$11.8 M,09-wissel
2092,-$6.92 M,09-wissel
2093,-$67.99 M,09-wissel
2094,$34.17 M,09-wissel
2095,-$29.87 M,09-wissel
2096,-$13.21 M,09-wissel
2097,,09-wissel
2098,-$73.05 M,09-wissel
2099,$0.28 B,09-wissel
2100,$0.17 B,09-wissel
2101,$91.15 M,09-wissel
2102,-$35.84 M,09-wissel
2103,-$38.21 M,09-wissel
2104,-$40.73 M,09-wissel
2105,-$0.11 B,09-wissel
2106,-$27.96 M,09-wissel
2107,$45.61 M,09-wissel
2108,-$34.91 M,09-wissel
2109,-$23.89 M,09-wissel
2110,$17.38 M,09-wissel
2111,-$64.57 M,09-wissel
2112,-$50.99 M,09-wissel
2113,-$37.38 M,09-wissel
2114,-$7.88 M,09-wissel
2115,$34.11 M,09-wissel
2116,$95.31 M,09-wissel
2117,-$44.71 M,09-wissel
2118,-$62.44 M,09-wissel
2119,$0.87 B,09-wissel
2120,-$35.53 M,09-wissel
2121,-$3.29 M,09-wissel
2122,-$73.53 M,09-wissel
2123,$2.51 M,09-wissel
2124,-$24.01 M,09-wissel
2125,-$18.66 M,09-wissel
2126,$0.18 B,09-wissel
2127,-$8.94 M,09-wissel
2128,-$27.23 M,09-wissel
2129,-$50.25 M,09-wissel
2130,$0.95 M,09-wissel
2131,-$26.99 M,09-wissel
2132,-$29.24 M,09-wissel
2133,-$39.16 M,09-wissel
2134,$0.15 B,09-wissel
2135,-$11.2 M,09-wissel
2136,-$20.91 M,09-wissel
2137,-$7.01 M,09-wissel
2138,-$10.05 M,09-wissel
2139,-$82.54 M,09-wissel
2140,$0.05 M,09-wissel
2141,-$24.55 M,09-wissel
2142,-$45.12 M,09-wissel
2143,-$21.58 M,09-wissel
2144,-$14.15 M,09-wissel
2145,-$20.28 M,09-wissel
2146,-$17.32 M,09-wissel
2147,$0.11 B,09-wissel
2148,-$13.29 M,09-wissel
2149,$0.11 B,09-wissel
2150,$18.91 M,09-wissel
2151,$36.63 M,09-wissel
2152,-$18.33 M,09-wissel
2153,-$20.35 M,09-wissel
2154,-$15.98 M,09-wissel
2155,-$18.26 M,09-wissel
2156,-$1.69 M,09-wissel
2157,-$4.73 M,09-wissel
2158,-$0.78 M,09-wissel
2159,-$7.07 M,09-wissel
2160,-$9.61 M,09-wissel
2161,-$43.84 M,09-wissel
2162,$1.17 M,09-wissel
2163,-$32.87 M,09-wissel
2164,-$22.66 M,09-wissel
2165,$0.65 B,09-wissel
2166,$0.55 M,09-wissel
2167,-$42.41 M,09-wissel
2168,-$61.67 M,09-wissel
2169,-$14.99 M,09-wissel
2170,-$0.16 B,09-wissel
2171,$22.46 M,09-wissel
2172,-$20.04 M,09-wissel
2173,-$15.68 M,09-wissel
2174,-$15.79 M,09-wissel
2175,-$33.07 M,09-wissel
2176,$4.15 M,09-wissel
2177,-$0.18 B,09-wissel
2178,-$12.06 M,09-wissel
2179,-$5.75 M,09-wissel
2180,-$82.12 M,09-wissel
2181,-$11.91 M,09-wissel
2182,$41.66 M,09-wissel
2183,-$17.31 M,09-wissel
2184,-$12.06 M,09-wissel
2185,$3.46 M,09-wissel
2186,-$14.12 M,09-wissel
2187,-$63.24 M,09-wissel
2188,-$13.03 M,09-wissel
2189,-$15.83 M,09-wissel
2190,-$9.31 M,09-wissel
2191,$4.15 M,09-wissel
2192,-$15.06 M,09-wissel
2193,-$38.02 M,09-wissel
2194,-$4.83 M,09-wissel
2195,$0.22 M,09-wissel
2196,-$9.67 M,09-wissel
2197,-$5.61 M,09-wissel
2198,$18.8 M,09-wissel
2199,-$31.13 M,09-wissel
2200,-$12.2 M,09-wissel
2201,-$6.68 M,09-wissel
2202,-$49.99 M,09-wissel
2203,-$40.56 M,09-wissel
2204,-$0.11 B,09-wissel
2205,-$9.39 M,09-wissel
2206,-$18.15 M,09-wissel
2207,-$10.18 M,09-wissel
2208,-$44.13 M,09-wissel
2209,-$4.04 M,09-wissel
2210,-$13.15 M,09-wissel
2211,-$0.24 B,09-wissel
2212,-$0.16 B,09-wissel
2213,$11.93 M,09-wissel
2214,-$23.57 M,09-wissel
2215,-$28.51 M,09-wissel
2216,$10.15 M,09-wissel
2217,-$7.39 M,09-wissel
2218,-$66.05 M,09-wissel
2219,-$12.81 M,09-wissel
2220,-$5.2 M,09-wissel
2221,-$11.95 M,09-wissel
2222,-$35.37 M,09-wissel
2223,-$29.76 M,09-wissel
2224,-$10.3 M,09-wissel
2225,-$5.99 M,09-wissel
2226,-$48.5 M,09-wissel
2227,-$15.04 M,09-wissel
2228,$57.27 M,09-wissel
2229,$66.03 M,09-wissel
2230,-$13.55 M,09-wissel
2231,-$28.27 M,09-wissel
2232,-$14.65 M,09-wissel
2233,-$58.04 M,09-wissel
2234,-$3.68 M,09-wissel
2235,-$11.42 M,09-wissel
2236,-$14.43 M,09-wissel
2237,-$24.31 M,09-wissel
2238,$5.16 M,09-wissel
2239,-$3.77 M,09-wissel
2240,-$28.77 M,09-wissel
2241,-$34.63 M,09-wissel
2242,-$2.48 M,09-wissel
2243,$0.40 B,09-wissel
2244,-$9.92 M,09-wissel
2245,-$3.74 M,09-wissel
2246,-$8.36 M,09-wissel
2247,-$16.27 M,09-wissel
2248,-$11.34 M,09-wissel
2249,-$0.82 M,09-wissel
2250,-$13.88 M,09-wissel
2251,-$12.11 M,09-wissel
2252,-$11.03 M,09-wissel
2253,-$17.91 M,09-wissel
2254,-$7.6 M,09-wissel
2255,$90.09 M,09-wissel
2256,-$0.91 M,09-wissel
2257,-$3.35 M,09-wissel
2258,,09-wissel
2259,$0.13 B,09-wissel
2260,-$20.6 M,09-wissel
2261,$49.06 M,09-wissel
2262,-$2.41 M,09-wissel
2263,$39.45 M,09-wissel
2264,$57.35 M,09-wissel
2265,$56.9 M,09-wissel
2266,-$8.08 M,09-wissel
2267,-$62.76 M,09-wissel
2268,$87.15 M,09-wissel
2269,,09-wissel
2270,$2.02 B,09-wissel
2271,,09-wissel
2272,$0.20 B,09-wissel
2273,$0.49 M,09-wissel
2274,$0.62 B,09-wissel
2275,$1.40 B,09-wissel
2276,$69.74 M,09-wissel
2277,,09-wissel
2278,$14.41 M,09-wissel
2279,$0.15 B,09-wissel
2280,$44.36 M,09-wissel
2281,$0.79 B,09-wissel
2282,-$0.12 B,09-wissel
2283,$23.54 M,09-wissel
2284,-$64.63 M,09-wissel
2285,-$90.3 M,09-wissel
2286,$0.16 B,09-wissel
2287,$0.12 B,09-wissel
2288,$6.12 B,09-wissel
2289,-$0.59 M,09-wissel
2290,-$42.55 M,09-wissel
2291,$2.99 M,09-wissel
2292,$11.55 M,09-wissel
2293,$3.35 B,09-wissel
2294,$0.30 B,09-wissel
2295,-$4.57 M,09-wissel
2296,-$0.3 B,09-wissel
2297,-$12.09 M,09-wissel
2298,-$33.41 M,09-wissel
2299,$5.59 M,09-wissel
2300,$43.14 M,09-wissel
2301,-$2.7 M,09-wissel
2302,-$15.96 M,09-wissel
2303,$10.53 M,09-wissel
2304,$0.10 B,09-wissel
2305,$19.91 M,09-wissel
2306,$0.49 B,09-wissel
2307,-$0.11 B,09-wissel
2308,$44.96 M,09-wissel
2309,-$60.31 M,09-wissel
2310,-$89.73 M,09-wissel
2311,$4.82 B,09-wissel
2312,$33.06 M,09-wissel
2313,-$49.74 M,09-wissel
2314,$8.24 M,09-wissel
2315,-$44.64 M,09-wissel
2316,$1.33 B,09-wissel
2317,$0.15 B,09-wissel
2318,-$41.84 M,09-wissel
2319,$2.03 B,09-wissel
2320,-$26.04 M,09-wissel
2321,$31.28 M,09-wissel
2322,$0.28 B,09-wissel
2323,$1.90 B,09-wissel
2324,-$14.38 M,09-wissel
2325,$97.72 M,09-wissel
2326,-$7.2 M,09-wissel
2327,$0.14 B,09-wissel
2328,-$6.83 M,09-wissel
2329,$17.24 M,09-wissel
2330,$0.22 B,09-wissel
2331,-$0.32 B,09-wissel
2332,-$44.39 M,09-wissel
2333,$5.46 M,09-wissel
2334,$0.27 B,09-wissel
2335,$28.31 M,09-wissel
2336,-$0.14 B,09-wissel
2337,$0.42 B,09-wissel
2338,-$44.78 M,09-wissel
2339,-$0.27 M,09-wissel
2340,$0.39 B,09-wissel
2341,-$11.54 M,09-wissel
2342,$0.11 B,09-wissel
2343,,09-wissel
2344,$0.36 B,09-wissel
2345,$16.31 B,09-wissel
2346,$0.34 M,09-wissel
2347,-$47.85 M,09-wissel
2348,-$16.15 M,09-wissel
2349,-$0.3 B,09-wissel
2350,-$0.21 B,09-wissel
2351,-$1.63 M,09-wissel
2352,$40.38 M,09-wissel
2353,$1.96 B,09-wissel
2354,$18.34 M,09-wissel
2355,-$90.98 M,09-wissel
2356,$12.87 M,09-wissel
2357,-$30.31 M,09-wissel
2358,-$8.89 M,09-wissel
2359,$84.37 M,09-wissel
2360,-$2.15 M,09-wissel
2361,-$9.92 M,09-wissel
2362,-$2.62 M,09-wissel
2363,$29.39 M,09-wissel
2364,-$13.3 M,09-wissel
2365,$0.16 B,09-wissel
2366,$0.14 B,09-wissel
2367,$58.26 M,09-wissel
2368,$0.15 B,09-wissel
2369,-$14.42 M,09-wissel
2370,$2.4 M,09-wissel
2371,-$0.26 B,09-wissel
2372,$25.94 M,09-wissel
2373,,09-wissel
2374,$0.16 B,09-wissel
2375,-$35.62 M,09-wissel
2376,$0.35 B,09-wissel
2377,$25.52 M,09-wissel
2378,$19.37 M,09-wissel
2379,$0.45 B,09-wissel
2380,,09-wissel
2381,-$0.31 B,09-wissel
2382,$2.08 B,09-wissel
2383,$0.48 B,09-wissel
2384,$5.29 B,09-wissel
2385,-$0.11 B,09-wissel
2386,$3.15 B,09-wissel
2387,,09-wissel
2388,$1.43 B,09-wissel
2389,$0.83 B,09-wissel
2390,$3.71 B,09-wissel
2391,$15.59 B,09-wissel
2392,$15.47 B,09-wissel
2393,$9.97 B,09-wissel
2394,$2.18 B,09-wissel
2395,$0.89 B,09-wissel
2396,$1.52 B,09-wissel
2397,$0.30 B,09-wissel
2398,$0.53 B,09-wissel
2399,$0.65 B,09-wissel
2400,$3.11 B,09-wissel
2401,$6.15 B,09-wissel
2402,$13.68 B,09-wissel
2403,$7.09 B,09-wissel
2404,$86.33 M,09-wissel
2405,$1.59 B,09-wissel
2406,$3.29 B,09-wissel
2407,-$1.12 B,09-wissel
2408,$2.98 B,09-wissel
2409,$1.19 B,09-wissel
2410,$2.60 B,09-wissel
2411,$0.40 B,09-wissel
2412,$2.59 B,09-wissel
2413,$0.66 B,09-wissel
2414,$0.19 B,09-wissel
2415,$0.18 B,09-wissel
2416,$2.10 B,09-wissel
2417,$5.36 B,09-wissel
2418,$10.35 B,09-wissel
2419,$2.52 B,09-wissel
2420,$0.83 B,09-wissel
2421,$0.24 B,09-wissel
2422,-$0.15 B,09-wissel
2423,$0.23 B,09-wissel
2424,$0.45 B,09-wissel
2425,$0.37 B,09-wissel
2426,$9.49 B,09-wissel
2427,$0.31 B,09-wissel
2428,$65.5 M,09-wissel
2429,$0.41 B,09-wissel
2430,$0.30 B,09-wissel
2431,-$0.17 B,09-wissel
2432,$1.27 B,09-wissel
2433,$0.33 B,09-wissel
2434,$2.65 B,09-wissel
2435,$0.11 B,09-wissel
2436,$0.27 B,09-wissel
2437,$3.15 B,09-wissel
2438,$5.84 B,09-wissel
2439,$5.70 B,09-wissel
2440,$81.08 M,09-wissel
2441,-$3.5 B,09-wissel
2442,$12.21 B,09-wissel
2443,$1.00 B,09-wissel
2444,$1.32 B,09-wissel
2445,-$22.7 M,09-wissel
2446,$0.13 B,09-wissel
2447,$0.14 B,09-wissel
2448,$1.06 B,09-wissel
2449,$0.12 B,09-wissel
2450,-$0.11 B,09-wissel
2451,$5.08 B,09-wissel
2452,$0.56 B,09-wissel
2453,$1.02 B,09-wissel
2454,$0.19 B,09-wissel
2455,$0.44 B,09-wissel
2456,$1.09 B,09-wissel
2457,$1.39 B,09-wissel
2458,$0.87 B,09-wissel
2459,$0.16 B,09-wissel
2460,$5.80 B,09-wissel
2461,$1.45 B,09-wissel
2462,$6.43 B,09-wissel
2463,$80.1 M,09-wissel
2464,-$0.35 B,09-wissel
2465,$1.00 B,09-wissel
2466,$0.84 B,09-wissel
2467,$80.23 M,09-wissel
2468,-$17.17 M,09-wissel
2469,$0.80 B,09-wissel
2470,$0.51 B,09-wissel
2471,$0.14 B,09-wissel
2472,-$44.56 M,09-wissel
2473,-$0.2 B,09-wissel
2474,$0.42 B,09-wissel
2475,-$2.35 B,09-wissel
2476,$0.21 B,09-wissel
2477,$0.37 B,09-wissel
2478,$0.18 B,09-wissel
2479,$0.79 B,09-wissel
2480,$0.44 B,09-wissel
2481,$0.34 B,09-wissel
2482,$22.55 M,09-wissel
2483,$0.17 B,09-wissel
2484,$0.40 B,09-wissel
2485,$52.67 M,09-wissel
2486,$0.23 B,09-wissel
2487,$0.17 B,09-wissel
2488,$0.24 B,09-wissel
2489,$0.48 B,09-wissel
2490,$0.43 B,09-wissel
2491,$2.63 B,09-wissel
2492,$0.17 B,09-wissel
2493,$1.47 B,09-wissel
2494,$11.04 M,09-wissel
2495,$0.31 B,09-wissel
2496,-$25.37 M,09-wissel
2497,$0.39 B,09-wissel
2498,$8.74 M,09-wissel
2499,$27 M,09-wissel
2500,$93.72 M,09-wissel
2501,$98.1 M,09-wissel
2502,$75.92 M,09-wissel
2503,$73.99 M,09-wissel
2504,-$63.24 M,09-wissel
2505,$0.10 B,09-wissel
2506,-$7.05 M,09-wissel
2507,$0.20 B,09-wissel
2508,-$0.47 B,09-wissel
2509,-$4.89 M,09-wissel
2510,$0.26 B,09-wissel
2511,-$0.59 M,09-wissel
2512,$0.52 B,09-wissel
2513,$0.31 B,09-wissel
2514,-$89.38 M,09-wissel
2515,-$6.47 M,09-wissel
2516,$92.31 M,09-wissel
2517,$0.31 B,09-wissel
2518,-$1.35 B,09-wissel
2519,$50.67 M,09-wissel
2520,$0.89 B,09-wissel
2521,$0.44 B,09-wissel
2522,$17.31 M,09-wissel
2523,$0.56 B,09-wissel
2524,-$20.76 M,09-wissel
2525,$0.64 B,09-wissel
2526,-$2 M,09-wissel
2527,-$19.73 M,09-wissel
2528,-$60.69 M,09-wissel
2529,$1.09 B,09-wissel
2530,-$11.16 M,09-wissel
2531,$18.16 M,09-wissel
2532,-$49.34 M,09-wissel
2533,$0.19 B,09-wissel
2534,$2.26 B,09-wissel
2535,-$0.3 B,09-wissel
2536,$3.5 M,09-wissel
2537,$1.28 B,09-wissel
2538,-$28.63 M,09-wissel
2539,,09-wissel
2540,$99.54 M,09-wissel
2541,$14.57 M,09-wissel
2542,-$0.23 B,09-wissel
2543,$0.49 B,09-wissel
2544,-$0.2 B,09-wissel
2545,$0.13 B,09-wissel
2546,$25.16 M,09-wissel
2547,$6.41 M,09-wissel
2548,$21.87 M,09-wissel
2549,$0.52 B,09-wissel
2550,$0.18 B,09-wissel
2551,$0.19 B,09-wissel
2552,$1.67 B,09-wissel
2553,$0.35 B,09-wissel
2554,$0.27 B,09-wissel
2555,$1.03 B,09-wissel
2556,-$69.82 M,09-wissel
2557,$1.12 B,09-wissel
2558,-$3.7 M,09-wissel
2559,$0.77 B,09-wissel
2560,$29.4 M,09-wissel
2561,$0.38 B,09-wissel
2562,-$74.5 M,09-wissel
2563,-$93.65 M,09-wissel
2564,$4.12 B,09-wissel
2565,$0.26 B,09-wissel
2566,-$0.12 B,09-wissel
2567,$1.27 B,09-wissel
2568,$0.12 B,09-wissel
2569,-$0.23 B,09-wissel
2570,-$20.92 M,09-wissel
2571,$0.22 B,09-wissel
2572,-$78.44 M,09-wissel
2573,$47.19 M,09-wissel
2574,$0.63 B,09-wissel
2575,$9.55 M,09-wissel
2576,$53.21 M,09-wissel
2577,-$51.71 M,09-wissel
2578,$1.97 M,09-wissel
2579,$49.24 M,09-wissel
2580,$0.15 B,09-wissel
2581,-$28.9 M,09-wissel
2582,-$0.22 B,09-wissel
2583,-$0.12 B,09-wissel
2584,$24.94 M,09-wissel
2585,-$93.77 M,09-wissel
2586,-$44.56 M,09-wissel
2587,-$1.82 M,09-wissel
2588,-$98.12 M,09-wissel
2589,-$0.23 B,09-wissel
2590,-$41.15 M,09-wissel
2591,-$49.92 M,09-wissel
2592,-$0.15 B,09-wissel
2593,$0.46 B,09-wissel
2594,-$17.82 M,09-wissel
2595,$0.37 B,09-wissel
2596,$0.29 B,09-wissel
2597,,09-wissel
2598,-$17.18 M,09-wissel
2599,-$31.97 M,09-wissel
2600,$0.80 B,09-wissel
2601,-$0.12 B,09-wissel
2602,-$44.6 M,09-wissel
2603,$0.59 B,09-wissel
2604,-$56.55 M,09-wissel
2605,$2.48 M,09-wissel
2606,-$72.69 M,09-wissel
2607,-$7.04 M,09-wissel
2608,-$81.2 M,09-wissel
2609,-$62.1 M,09-wissel
2610,-$20.03 M,09-wissel
2611,$0.14 B,09-wissel
2612,-$85.39 M,09-wissel
2613,$0.46 B,09-wissel
2614,-$0.12 B,09-wissel
2615,-$38.27 M,09-wissel
2616,-$6.72 M,09-wissel
