,link,rank,name,ceo,founded,revenue,country,industry
14,https://www.value.today/company/unitedhealth-group,16,UNITEDHEALTH GROUP,Andrew Witty,1977,"285,270 Million USD",USA,"['Healthcare', 'Healthcare Service', 'Insurance', 'HealthCare Products']"
15,https://www.value.today/company/johnson-johnson,14,JOHNSON & JOHNSON,William C. Weldon,1886,"93,770 Million USD",USA,"['Healthcare', 'Medical Equipment', 'Pharmaceutical', 'FMCG', 'Biotechnology', 'Technology', 'HealthCare Products']"
16,https://www.value.today/company/j-p-morgan-chase-co,12,J P MORGAN CHASE & CO,William B. Harrison Jr.,2000,"121,640 Million USD",USA,"['Financial Services', 'Banking Services', 'Credit Cards', 'Asset Management']"
17,https://www.value.today/company/bank-america-corporation,19,BANK OF AMERICA CORPORATION,Brian Moynihan,1998,"89,110 Million USD",USA,"['Financial Services', 'Banking Services', 'Investment Banking', 'Insurance', 'Credit Cards', 'Wealth Management', 'Asset Management', 'Mortgage']"
18,https://www.value.today/company/visa,13,VISA,Alfred F Kelly Jr,1958,"24,100 Million USD",USA,"['Financial Services', 'Technology', 'Software and IT', 'Credit Cards', 'Digital Payment Solution Services', 'Business Services', 'Software Products', 'Artificial Intelligence']"
19,https://www.value.today/company/tencent,11,TENCENT,Ma Huateng,1998,"87,995 Million USD",China,"['Communication Services', 'Investments', 'Internet or Mobile App Based Business', 'Advertising', 'Media', 'Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Artificial Intelligence', 'Software and IT', 'Software Products', 'Technology']"
20,https://www.value.today/company/pfizer,27,PFIZER,Albert Bourla,1849,"81,288 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology', 'Technology']"
21,https://www.value.today/company/mastercard,24,MASTERCARD,Michael Miebach,1966,"18,880 Million USD",USA,"['Digital Payment Solution Services', 'Financial Services', 'Credit Cards', 'Technology', 'Business Services', 'Artificial Intelligence']"
22,https://www.value.today/company/alibaba-group-holding,26,ALIBABA GROUP HOLDING,Daniel Zhang,1999,"124,140 Million USD",China,"['eCommerce', 'Internet or Mobile App Based Business', 'Technology', 'Software and IT', 'Business Services', 'Software Products', 'Retail', 'B2B Services']"
23,https://www.value.today/company/kweichow-moutai,22,KWEICHOW MOUTAI,Li Bao Fang,1999,"15,929 Million USD",China,"['Consumer Defensive', 'Beverages', 'Alcoholic Beverages', 'Food Products', 'FMCG', 'Food and Beverage']"
24,https://www.value.today/company/roche-holding-ag,25,ROCHE HOLDING AG,Christoph Franz,1896,"66,757 Million USD",Switzerland,"['Healthcare', 'Pharmaceutical', 'Medical Equipment', 'Biotechnology', 'Healthcare Service', 'Technology', 'HealthCare Products']"
25,https://www.value.today/company/asml-holding,28,ASML HOLDING,Gerard Kleisterlee,1984,"20,509 Million USD",Netherlands,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments']"
26,https://www.value.today/company/nestle-ag,23,NESTLE AG,Suresh Narayanan,1866,"92,575 Million USD",Switzerland,"['Consumer Defensive', 'FMCG', 'Food Products', 'Beverages', 'Dairy Products', 'Non-Alcoholic Beverages', 'Chocolate & Confectionery', 'Coffee', 'Consumer Non Durables', 'Food and Beverage', 'Package Foods']"
27,https://www.value.today/company/procter-gamble-company,21,PROCTER & GAMBLE COMPANY,Jon R. Moeller,1837,"80,187 Million USD",USA,"['Consumer Defensive', 'FMCG', 'Consumer Non Durables', 'Beauty and Personal Care', 'Personal Care Products', 'HealthCare Products']"
28,https://www.value.today/company/walt-disney-company,30,THE WALT DISNEY COMPANY,Susan Arnold,1923,"67,410 Million USD",USA,"['Communication Services', 'Broadcasting', 'Television Services', 'Media', 'Advertising', 'Consumer Services', ""TV's"", 'Entertainment']"
29,https://www.value.today/company/exxon-mobil-corporation,29,EXXON MOBIL CORPORATION,Darren W. Woods,1999,"285,640 Million USD",USA,"['Energy', 'Oil and Gas', 'Petrochemicals', 'Natural Gas Generation', 'Electricity Generation', 'Chemicals', 'Plastics / Plastic Products']"
30,https://www.value.today/company/broadcom,34,BROADCOM,Henry Samueli,1991,"27,450 Million USD",USA,"['Technology', 'Electronics', 'Semiconductors', 'Processors / Chips', 'Networking Products / Solutions', 'Network Hardware and Software', 'Software Products', 'Software and IT']"
31,https://www.value.today/company/loreal,37,L'OREAL,Jean Paul Agon,1909,"35,580 Million USD",France,"['Consumer Defensive', 'Cosmetics', 'Beauty and Personal Care', 'FMCG', 'Consumer Non Durables', 'Consumer Goods']"
32,https://www.value.today/company/adobe,40,ADOBE,Shantanu Narayen,1982,"15,785 Million USD",USA,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure', 'Artificial Intelligence']"
33,https://www.value.today/company/coca-cola-company,32,COCA-COLA COMPANY,James Quincey,1892,"38,655 Million USD",USA,"['Consumer Defensive', 'Beverages', 'Non-Alcoholic Beverages', 'FMCG', 'Consumer Non Durables']"
34,https://www.value.today/company/prosus,35,PROSUS,Koos Bekker,1997,"6,866 Million USD",Netherlands,"['Communication Services', 'Internet or Mobile App Based Business', 'eCommerce', 'Technology', 'Investments']"
35,https://www.value.today/company/icbc,36,ICBC,Chen Siqing,1984,"138,160 Million USD",China,"['Financial Services', 'Banking Services', 'Investment Banking']"
36,https://www.value.today/company/eli-lilly-and-company,39,ELI LILLY AND COMPANY,Juan R. Luciano,1876,"28,318 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Healthcare Service', 'Technology']"
37,https://www.value.today/company/cisco-systems,33,CISCO SYSTEMS,Chuck Robbins,1984,"51,557 Million USD",USA,"['Technology', 'Network Hardware and Software', 'Telecom Equipment', 'Internet of Things', 'Computers Hardware', 'Software and IT', 'Communications Equipment']"
38,https://www.value.today/company/toyota-motor-corporation,31,TOYOTA MOTOR CORPORATION,Takeshi Uchiyamada,1937,"228,980 Million USD",Japan,"['Automobile', 'Cars', 'Capital Goods', 'Passenger Vehicles']"
39,https://www.value.today/company/nike,38,NIKE,Mark Parker,1964,"46,710 Million USD",USA,"['Consumer Cyclical', 'Shoes', 'Footwear', 'Sports Goods', 'Consumer Non Durables']"
40,https://www.value.today/company/netflix,44,NETFLIX,Reed Hastings,1997,"29,697 Million USD",USA,"['Communication Services', 'Electronics', 'Internet or Mobile App Based Business', 'Media', 'Advertising', 'Television Services', ""TV's"", 'Entertainment', 'Artificial Intelligence']"
41,https://www.value.today/company/oracle-corporation,49,ORACLE CORPORATION,Larry Ellison,1977,"42,440 Million USD",USA,"['Technology', 'Software and IT', 'Software Products', 'Cloud Services', 'Software and IT Infrastructure']"
42,https://www.value.today/company/thermo-fisher-scientific,45,THERMO FISHER SCIENTIFIC,Marc N. Casper,2006,"39,211 Million USD",USA,"['Healthcare', 'Medical Equipment', 'Pharmaceutical', 'Technology Hardware and Instruments', 'Electronics', 'Software Products', 'Biotechnology', 'Capital Goods', 'Machinery Manufacturing', 'Software and IT', 'Technology', 'Manufacturing', 'Health Care Diagnostics']"
43,https://www.value.today/company/abbott-laboratories,43,ABBOTT LABORATORIES,Robert Ford,1888,"43,075 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Healthcare Service', 'Technology', 'Medical Equipment']"
44,https://www.value.today/company/tata-group,44,TATA GROUP,Ratan N Tata,Not found,"103,000 Million USD",India,Not found
45,https://www.value.today/company/pepsico,42,PEPSICO,Ramon L. Laguarta,1898,"79,470 Million USD",USA,"['Consumer Defensive', 'Beverages', 'Food Products', 'FMCG', 'Consumer Non Durables', 'Food and Beverage', 'Non-Alcoholic Beverages']"
46,https://www.value.today/company/accenture,48,ACCENTURE,Pierre Nanterme,1989,"50,533 Million USD",Ireland,"['Technology', 'Software and IT', 'Software Products', 'Software Consulting Services', 'Software Outsourcing Services', 'Business Services', 'Consulting Services', 'Outsourcing and Staffing', 'Artificial Intelligence']"
47,https://www.value.today/company/chevron-corporation,41,CHEVRON CORPORATION,mike wirth,1879,"155,600 Million USD",USA,"['Energy', 'Oil and Gas', 'Chemicals', 'Natural Gas Generation', 'Petrochemicals', 'Electricity Generation']"
48,https://www.value.today/company/costco-wholesale-corporation,47,COSTCO WHOLESALE CORPORATION,Hamilton E. James,1983,"195,920 Million USD",USA,"['Consumer Defensive', 'Retail', 'eCommerce', 'Food Service', 'Hypermarkets', 'Consumer Services', 'Travel and Transport']"
49,https://www.value.today/company/abbvie,46,ABBVIE,Richard A. Gonzalez,2013,"56,197 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Healthcare Service', 'Technology']"
50,https://www.value.today/company/novo-nordisk,50,NOVO NORDISK A/S,Helge Lund,1923,"20,838 Million USD",Denmark,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Healthcare Service', 'Technology']"
51,https://www.value.today/company/danaher-corporation,58,DANAHER CORPORATION,Rainer M. Blair,1969,"29,453 Million USD",USA,"['Healthcare', 'Medical Equipment', 'HealthCare Products', 'Machinery Manufacturing', 'Capital Goods', 'Technology', 'Manufacturing', 'Health Care Diagnostics']"
52,https://www.value.today/company/comcast-corporation,51,COMCAST CORPORATION,Brian L. Roberts,1963,"116,380 Million USD",USA,"['Communication Services', 'Television Services', 'Broadcasting', 'Telecom', 'Internet Providers', 'Media', 'Advertising', 'Consumer Services', 'Entertainment', 'Cable Operator']"
53,https://www.value.today/company/wells-fargo-company,56,WELLS FARGO & COMPANY,Steven Black,1852,"78,492 Million USD",USA,"['Financial Services', 'Banking Services', 'Insurance', 'Credit Cards', 'Asset Management']"
54,https://www.value.today/company/merck-company,59,MERCK & CO,Kenneth C. Frazier,1970,"48,700 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'Animal Healthcare Companies', 'Animal Health Medicine', 'Biotechnology', 'HealthCare Products', 'Healthcare Service', 'Technology']"
55,https://www.value.today/company/reliance-industries,54,RELIANCE INDUSTRIES,Mukesh Ambani,1973,"87,614 Million USD",India,"['Energy', 'Conglomerate', 'Oil and Gas', 'Chemicals', 'Telecom', 'Retail', 'Petrochemicals', 'Textile', 'eCommerce', 'Super Markets', 'Technology']"
56,https://www.value.today/company/paypal-holdings,55,PAYPAL HOLDINGS,John J. Donahoe,1998,"25,371 Million USD",USA,"['Financial Services', 'Digital Payment Solution Services', 'Internet or Mobile App Based Business', 'Software Products', 'Business Services', 'Software and IT']"
57,https://www.value.today/company/verizon-communications,52,VERIZON COMMUNICATIONS,Hans Vestberg,1983,"133,610 Million USD",USA,"['Communication Services', 'Telecom', 'Fixed Line Service', 'Mobile Services', 'Internet Providers', 'Television Services', 'Media', 'Advertising', 'Utilities', 'Telecom Equipment']"
58,https://www.value.today/company/salesforce.com,53,SALESFORCE.COM,Marc Benioff,1999,"26,492 Million USD",USA,"['Technology', 'Cloud Services', 'Artificial Intelligence', 'Software Products', 'Software and IT']"
59,https://www.value.today/company/intel-corporation,57,INTEL CORPORATION,Patrick P. Gelsinger,1968,"79,020 Million USD",USA,"['Technology', 'Software and IT', 'Technology Hardware and Instruments', 'Processors / Chips', 'Computers Hardware', 'Semiconductors', 'Mobiles & Accessories', 'Memory Products', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics', 'Software Products']"
60,https://www.value.today/company/contemporary-amperex-technology,64,CONTEMPORARY AMPEREX TECHNOLOGY,Ying Ming Wu,2011,"18,970 Million USD",China,"['Industries', 'Batteries', 'Automobile Parts', 'Electronics', 'Technology', 'Electric Vehicles', 'Electrical Products']"
61,https://www.value.today/company/china-merchants-bank,62,CHINA MERCHANTS BANK,MIAO Jianmin,1987,"48,553 Million USD",China,"['Financial Services', 'Banking Services', 'Asset Management', 'Credit Cards']"
62,https://www.value.today/company/united-parcel-service,66,UNITED PARCEL SERVICE (UPS),William R. Johnson,1907,"97,287 Million USD",USA,"['Industries', 'Courier', 'Logistics', 'Transportation', 'Freight Transport']"
63,https://www.value.today/company/novartis-ag,61,NOVARTIS AG,Joerg Reinhardt,1996,"52,877 Million USD",Switzerland,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Healthcare Service', 'Technology']"
64,https://www.value.today/company/mcdonalds-corporation,63,MCDONALD'S CORPORATION,Enrique Hernandez,1940,"23,222 Million USD",USA,"['Consumer Cyclical', 'Restaurants', 'Food Products', 'Non-Alcoholic Beverages', 'Consumer Services', 'Entertainment', 'Beverages']"
65,https://www.value.today/company/china-construction-bank-corporation,69,CHINA CONSTRUCTION BANK CORPORATION,Tian Guoli,1954,"120,930 Million USD",China,"['Financial Services', 'Banking Services']"
66,https://www.value.today/company/morgan-stanley,68,MORGAN STANLEY,James P. Gorman,1931,"56,414 Million USD",USA,"['Financial Services', 'Banking Services', 'Trading', 'Brokerage Services', 'Wealth Management', 'Investments', 'Asset Management', 'Stock Markets, Trading, Capital Markets']"
67,https://www.value.today/company/tata-consultancy-services-tcs,65,TATA CONSULTANCY SERVICES (TCS),N. Chandrasekaran,1968,"24,002 Million USD",India,"['Technology', 'Software and IT', 'Software Consulting Services', 'Software Outsourcing Services', 'Software Products', 'Consulting Services', 'Outsourcing and Staffing']"
68,https://www.value.today/company/qualcomm,60,QUALCOMM,Paul E. Jacobs,1985,"33,560 Million USD",USA,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Telecom Equipment', 'Processors / Chips', 'Connectivity Technology', 'Artificial Intelligence', 'Internet of Things', 'Software Products', 'Software and IT']"
69,https://www.value.today/company/att,67,AT&T,Edward Whitacre Jr.,1983,"168,860 Million USD",USA,"['Telecom', 'Communication Services', 'Internet Providers', 'Mobile Services', 'Fixed Line Service', 'Television Services', 'Media', 'Advertising', 'Utilities', 'Telecom Equipment']"
70,https://www.value.today/company/bhp-group,79,BHP GROUP,Ken MacKenzie,1885,"45,066 Million USD",Australia,"['Basic Materials', 'Metals', 'Mining', 'Iron and Steel', 'Oil and Gas', 'Coal Mining', 'Copper Mining', 'Nickel', 'Natural Gas Generation', 'Precious Metals']"
71,https://www.value.today/company/charles-schwab-corporation,72,THE CHARLES SCHWAB CORPORATION,Charles R. Schwab,1971,"18,996 Million USD",USA,"['Financial Services', 'Banking Services', 'Brokerage Services', 'Asset Management', 'Investments', 'Stock Markets, Trading, Capital Markets']"
72,https://www.value.today/company/linde-ag,74,LINDE AG,Steve Angel,1879,"30,793 Million USD",UK,"['Basic Materials', 'Chemicals', 'Industrial Gases']"
73,https://www.value.today/company/astrazeneca,71,ASTRAZENECA,Leif Johansson,1999,"37,417 Million USD",UK,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'Biotechnology', 'HealthCare Products', 'Technology']"
74,https://www.value.today/company/hermes-international,73,HERMES INTERNATIONAL,Axel Dumas,1837,"9,898 Million USD",France,"['Consumer Cyclical', 'Luxury Goods', 'Retail', 'Fashion and Luxury Goods', 'Beauty and Personal Care', 'Home & Furniture', 'Home Furnishing', 'Shoes', 'Jewellery', 'Watches', 'Leather Products', 'FMCG', 'Consumer Goods']"
75,https://www.value.today/company/nextera-energy,75,NEXTERA ENERGY,James L Robo,1984,"17,069 Million USD",USA,"['Utilities', 'Electricity Generation', 'Electric Utilities', 'Utilities', 'Renewable Energy', 'Solar Power', 'Wind Power', 'Power Generation', 'Energy']"
76,https://www.value.today/company/royal-dutch-shell,70,ROYAL DUTCH SHELL,Andrew Mackenzie,1907,"180,640 Million USD",Netherlands,"['Energy', 'Oil and Gas', 'Chemicals', 'Natural Gas Generation', 'Electricity Generation', 'Petrochemicals', 'Electric Vehicle Charging Station']"
77,https://www.value.today/company/union-pacific-corporation,78,UNION PACIFIC CORPORATION,Lance M. Fritz,1862,"21,804 Million USD",USA,"['Industries', 'Freight Transport', 'Transportation', 'Railway', 'Railway Vehicles and Railway Components', 'Infrastructure']"
78,https://www.value.today/company/texas-instruments,77,TEXAS INSTRUMENTS,Thomas J Engibous,1951,"18,344 Million USD",USA,"['Technology', 'Semiconductors', 'Electronics', 'Processors / Chips', 'Sensors']"
79,https://www.value.today/company/lowes-companies,76,LOWE'S COMPANIES,Marvin Ellison,1921,"96,250 Million USD",USA,"['Consumer Cyclical', 'Retail', 'Home Furnishing', 'Home & Furniture', 'Consumer Services']"
80,https://www.value.today/company/meituan-dianping,83,MEITUAN DIANPING,Wang Xing,2010,"28,141 Million USD",China,"['Consumer Cyclical', 'Internet or Mobile App Based Business', 'Software and IT', 'Retail', 'eCommerce']"
81,https://www.value.today/company/sony-corporation,86,SONY CORPORATION,Kenichiro Yoshida,1946,"72,397 Million USD",Japan,"['Technology', 'Electronics', 'Mobiles', 'Gaming', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Cameras & Accessories', 'Technology Hardware and Instruments', ""TV's"", 'Consumer Electronics', 'Mobiles & Accessories']"
82,https://www.value.today/company/advanced-micro-devices,85,ADVANCED MICRO DEVICES (AMD),Hector de J. Ruiz,1969,"16,434 Million USD",USA,"['Technology', 'Technology Hardware and Instruments', 'Processors / Chips', 'Semiconductors', 'Electronics']"
83,https://www.value.today/company/honeywell-international,89,HONEYWELL INTERNATIONAL,Darius Adamczyk,1906,"34,392 Million USD",USA,"['Industries', 'Software Products', 'Technology Hardware and Instruments', 'Aerospace Products', 'Building Automation', 'Engineering Products', 'Automobile Parts', 'Electronics', 'Robotics', 'Automation', 'Automobile', 'Software and IT', 'Aerospace and Defense', 'Technology', 'Space Products']"
84,https://www.value.today/company/ping-insurance-group-company-china,88,PING AN INSURANCE (GROUP) COMPANY OF CHINA,Peter Ma,1988,"202,290 Million USD",China,"['Financial Services', 'Banking Services', 'Insurance']"
85,https://www.value.today/company/royal-bank-canada,84,ROYAL BANK OF CANADA,David I. McKay,1864,"35,376 Million USD",Canada,"['Financial Services', 'Banking Services', 'Wealth Management', 'Asset Management', 'Credit Cards', 'Mortgage', 'Insurance']"
86,https://www.value.today/company/philip-morris-international,87,PHILIP MORRIS INTERNATIONAL,Jacek Olczak,1847,"31,405 Million USD",USA,"['Consumer Defensive', 'Tobacco Products', 'Cigarettes', 'Agriculture Products', 'FMCG', 'Consumer Non Durables', 'Tobacco and Cigarette']"
87,https://www.value.today/company/agricultural-bank-china,81,AGRICULTURAL BANK OF CHINA,Gu Shu,1979,"104,700 Million USD",China,"['Financial Services', 'Banking Services']"
88,https://www.value.today/company/sap-se,80,SAP SE,Hasso Plattner,1972,"30,682 Million USD",Germany,"['Technology', 'Software and IT', 'Software Products', 'Internet of Things', 'Cloud Services']"
89,https://www.value.today/company/intuit,82,INTUIT,Suzanne Nora Johnson,1983,"12,726 Million USD",USA,"['Technology', 'Software and IT', 'Software Products']"
90,https://www.value.today/company/shopify,93,SHOPIFY,Tobias Albin Lutke,2004,"4,611 Million USD",Canada,"['Technology', 'Software and IT', 'Software Products', 'Cloud Services', 'eCommerce', 'Internet or Mobile App Based Business']"
91,https://www.value.today/company/keyence-corporation,94,KEYENCE CORPORATION,Yu Nakata,1974,"5,511 Million USD",Japan,"['Technology', 'Sensors', 'Machinery Manufacturing', 'Technology Hardware and Instruments', 'Electronics', 'Manufacturing']"
92,https://www.value.today/company/petrochina-company,91,PETROCHINA COMPANY,Dai Houliang,1999,"380,440 Million USD",China,"['Energy', 'Oil and Gas', 'Petrochemicals', 'Natural Gas Generation', 'Chemicals']"
93,https://www.value.today/company/christian-dior,92,CHRISTIAN DIOR,Pietro Beccari,1946,"70,765 Million USD",France,"['Consumer Cyclical', 'Retail', 'Luxury Goods', 'Fashion and Luxury Goods', 'Watches', 'Beauty and Personal Care', 'Leather Products', 'Jewellery', 'FMCG', 'Consumer Non Durables', 'Consumer Goods']"
94,https://www.value.today/company/total,98,TOTALENERGIES SE,Mr. Pouyanne,1924,"184,630 Million USD",France,"['Energy', 'Oil and Gas', 'Chemicals', 'Natural Gas Generation', 'Power Generation', 'Electricity Generation', 'Oil Refining']"
95,https://www.value.today/company/bristol-myers-squibb-company,96,BRISTOL-MYERS SQUIBB COMPANY,Dr. Caforio,1887,"46,385 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'Biotechnology', 'HealthCare Products', 'Technology']"
96,https://www.value.today/company/cvs-health-corporation,99,CVS HEALTH CORPORATION,David W. Dorman,1996,"292,110 Million USD",USA,"['Healthcare', 'Pharmacy', 'Healthcare Service', 'Retail', 'HealthCare Products', 'Insurance']"
97,https://www.value.today/company/medtronic,95,MEDTRONIC,Geoff Martha,1949,"31,677 Million USD",Ireland,"['Healthcare', 'Medical Equipment', 'Biotechnology', 'Electronics', 'HealthCare Products', 'Healthcare Service', 'Technology']"
98,https://www.value.today/company/toronto-dominion-bank,90,TORONTO-DOMINION BANK,Brian M. Levitt,1955,"32,501 Million USD",Canada,"['Financial Services', 'Banking Services', 'Insurance']"
99,https://www.value.today/company/siemens,97,SIEMENS,Jim Hagemann Snabe,1847,"68,616 Million USD",Germany,"['Industries', 'Infrastructure', 'Technology Hardware and Instruments', 'Software and IT', 'Railway Vehicles and Railway Components', 'Engineering Products', 'Medical Equipment', 'Software Products', 'Security Systems and Solutions', 'Artificial Intelligence', 'Machinery Manufacturing', 'Conglomerate', 'Railway', 'Technology', 'Electric Vehicle Charging Station']"
100,https://www.value.today/company/bank-china,102,BANK OF CHINA,Liu Liange,1912,"76,991 Million USD",China,"['Financial Services', 'Banking Services', 'Insurance', 'Asset Management']"
101,https://www.value.today/company/volkswagen,106,VOLKSWAGEN,Hans Dieter Potsch,1937,"250,120 Million USD",Germany,"['Consumer Cyclical', 'Automobile', 'Cars', 'Commercial Vehicles', 'Sports Vehicles', 'Passenger Vehicles']"
102,https://www.value.today/company/american-express-company,105,AMERICAN EXPRESS COMPANY,Stephen J. Squeri,1850,"42,838 Million USD",USA,"['Financial Services', 'Banking Services', 'Credit Cards', 'Technology', 'Digital Payment Solution Services']"
103,https://www.value.today/company/hsbc-holdings,108,HSBC HOLDINGS,Noel Quinn,1865,"63,644 Million USD",UK,"['Financial Services', 'Banking Services', 'Insurance', 'Asset Management']"
104,https://www.value.today/company/schwarz-group,103,SCHWARZ GROUP,Dieter Schwarz,Not found,"123,070 Million USD",Germany,"['Retail', 'Super Markets', 'Hypermarkets']"
105,https://www.value.today/company/t-mobile-us,101,T-MOBILE US,Timotheus Hottges,1994,"80,118 Million USD",USA,"['Communication Services', 'Telecom', 'Mobile Services', 'Internet Providers', 'Utilities', 'Telecom Equipment']"
106,https://www.value.today/company/unilever-group,100,UNILEVER GROUP,Sanjiv Mehta,1929,"57,793 Million USD",Netherlands,"['Consumer Defensive', 'FMCG', 'Beauty and Personal Care', 'Food Products', 'Home Care Products', 'Consumer Non Durables']"
107,https://www.value.today/company/applied-materials,107,APPLIED MATERIALS,Thomas J. Iannotti,1967,"23,063 Million USD",USA,"['Power Equipment', 'Mobiles & Accessories', 'Semiconductors']"
108,https://www.value.today/company/united-technologies-corporation,104,RAYTHEON TECHNOLOGIES CORPORATION,Gregory J. Hayes,1934,"64,388 Million USD",USA,"['Industries', 'Aerospace and Defense', 'Aerospace Products', 'Aircraft Parts', 'Defense Products', 'Elevators', 'Escalators', 'Building Automation', 'Security Systems and Solutions', 'Capital Goods', 'Automation', 'Space Products']"
109,https://www.value.today/company/blackrock,103,BLACKROCK,Laurence D,1988,"19,374 Million USD",USA,"['Financial Services', 'Asset Management', 'Investments']"
110,https://www.value.today/company/goldman-sachs-group,109,THE GOLDMAN SACHS GROUP,David Solomon,1869,"64,989 Million USD",USA,"['Financial Services', 'Banking Services', 'Asset Management', 'Investments', 'Brokerage Services', 'Securities', 'Stock Markets, Trading, Capital Markets']"
111,https://www.value.today/company/wuliangye-yibin,110,WULIANGYE YIBIN,Zeng Congqin,1998,"9,635 Million USD",China,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages']"
