,id,name,official_name,headquarters_country,headquarters_continent,founded,employees,ceo,market_cap,categories,gbp
11,6ef7ef223a604d80b10d0c7b114ba4a8,Thermo Fisher Scientific,Thermo Fisher Scientific Inc.,Waltham,MA,1956,"130,000",Mr. Marc N. Casper,$236.15 Billion,"['UnitedStates', 'Healthcare', 'Diagnostics&Research', 'UnitedStatesHealthcare', 'UnitedStatesDiagnostics&Research']",
12,08bed2169358443c99efd4300f6dfa15,Cisco,"Cisco Systems, Inc.",SanJose,CA,"December 10, 1984","79,500",Mr. Charles H. Robbins,$238.45 Billion,"['UnitedStates', 'Technology', 'CommunicationEquipment', 'UnitedStatesTechnology', 'UnitedStatesCommunicationEquipment']",
13,50a075528d2a4b3ebca845022adbe069,Pepsico,"PepsiCo, Inc.",Purchase,NY,"August 28, 1898","309,000",Mr. Ramon Luis Laguarta,$241.05 Billion,"['UnitedStates', 'ConsumerStaples', 'Beverages—Non-Alcoholic', 'UnitedStatesConsumerStaples', 'UnitedStatesBeverages—Non-Alcoholic']",
14,139f6f47c06a41a9901dc36a335ace08,Disney,The Walt Disney Company,Burbank,CA,"October 16, 1923","152,000",Mr. Robert A. Chapek,$247.88 Billion,"['UnitedStates', 'CommunicationServices', 'Entertainment', 'UnitedStatesCommunicationServices', 'UnitedStatesEntertainment']",
15,047a5854f81f453fa8994bf5b807e916,Icbc,Industrial & Commercial Bank of China Ltd,Beijing,China,,"439,787",,CN¥1.593 Trillion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$250.37 Billion
16,3e203105a71d4cbcb2c261ad96ae3987,Novo Nordisk,Novo Nordisk A/S,Bagsvaerd,Denmark,"December 21, 1923","47,792",Mr. Lars Fruergaard Jorgensen,kr.1.731 Trillion,"['Denmark', 'Healthcare', 'Biotechnology', 'DenmarkHealthcare', 'DenmarkBiotechnology']",$257.24 Billion
17,3e72edc4d4dd45768c4746c33d8fa8f9,Costco,Costco Wholesale Corporation,Issaquah,WA,"July 12, 1976","288,000",Mr. W. Craig Jelinek,$258.15 Billion,"['UnitedStates', 'ConsumerStaples', 'DiscountStores', 'UnitedStatesConsumerStaples', 'UnitedStatesDiscountStores']",
18,23b461cae50f4ed4a74f0618a6ce55da,Broadcom,Broadcom Inc.,SanJose,CA,1961,"20,000",Mr. Hock E. Tan,$265.27 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
19,7d4567d5af6e4d14ab98a4d5adb55398,Lilly,Eli Lilly and Company,Indianapolis,IN,1876,"35,000",Mr. David A. Ricks,$273.01 Billion,"['UnitedStates', 'Healthcare', 'DrugManufacturers—General', 'UnitedStatesHealthcare', 'UnitedStatesDrugManufacturers—General']",
20,50b59e0422964c4d8fcab2442bc11bd9,Coca-cola,The Coca-Cola Company,Atlanta,GA,"January 29, 1892","79,000",Mr. James Robert B. Quincey,$273.20 Billion,"['UnitedStates', 'ConsumerStaples', 'Beverages—Non-Alcoholic', 'UnitedStatesConsumerStaples', 'UnitedStatesBeverages—Non-Alcoholic']",
21,18805c01943b4ff8910d1b2c7e436969,Asml,ASML Holding N.V.,Veldhoven,Netherlands,1984,"29,861",Mr. Peter T. F. M. Wennink,€248.30 Billion,"['Netherlands', 'Technology', 'SemiconductorEquipment&Materials', 'NetherlandsTechnology', 'NetherlandsSemiconductorEquipment&Materials']",$274.35 Billion
22,ca2fd456e93d4c858367f25f6ce48421,Alibaba,Alibaba Group Holding Limited,Hangzhou,China,28 June 1999,"259,316",Mr. Yong  Zhang,HK$2.275 Trillion,"['China', 'ConsumerDiscretionary', 'InternetRetail', 'ChinaConsumerDiscretionary', 'ChinaInternetRetail']",$290.40 Billion
23,c3c6e96b5c6740fe91da873cee93f54e,Abbvie,AbbVie Inc.,NorthChicago,IL,2013,"50,000",Mr. Richard A. Gonzalez,$294.27 Billion,"['UnitedStates', 'Healthcare', 'DrugManufacturers—General', 'UnitedStatesHealthcare', 'UnitedStatesDrugManufacturers—General']",
24,a83b70acf68348028c993e4b19b07d48,Pfizer,Pfizer Inc.,NewYork,NY,1849,"79,000","Dr. Albert  Bourla D.V.M., DVM, Ph.D.",$300.79 Billion,"['UnitedStates', 'Healthcare', 'DrugManufacturers—General', 'UnitedStatesHealthcare', 'UnitedStatesDrugManufacturers—General']",
25,14acf10926e24fb8a39ae3075a5d396b,Chevron,Chevron Corporation,SanRamon,CA,"September 10, 1879","42,595",Mr. Michael K. Wirth,$315.13 Billion,"['UnitedStates', 'Energy', 'Oil&GasIntegrated', 'UnitedStatesEnergy', 'UnitedStatesOil&GasIntegrated']",
26,f8e93edeb89d449ca9ae75a2408c7517,Home Depot,"The Home Depot, Inc.",Atlanta,GA,"February 6, 1978","490,600",Mr. Edward P. Decker,$321.47 Billion,"['UnitedStates', 'ConsumerDiscretionary', 'HomeImprovementRetail', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesHomeImprovementRetail']",
27,cef2113b4ddd4011bc9145636b8104e4,Kweichow Moutai,Kweichow Moutai Co. Ltd,Renhuai,China,,"29,031",,CN¥2.216 Trillion,"['China', 'ConsumerStaples', 'Beverages—Wineries&Distilleries', 'ChinaConsumerStaples', 'ChinaBeverages—Wineries&Distilleries']",$348.22 Billion
28,c85e1a1ede404d4397fe39b7f13e2d87,Exxonmobil,Exxon Mobil Corporation,Irving,TX,"November 30, 1999","63,000",Mr. Darren W. Woods,$348.72 Billion,"['UnitedStates', 'Energy', 'Oil&GasIntegrated', 'UnitedStatesEnergy', 'UnitedStatesOil&GasIntegrated']",
29,340c9de41d34441e9182c887f3948f4e,Roche,Roche Holding AG,Basel,Switzerland,,"100,920",Dr. Severin  Schwan Ph.D.,CHF323.52 Billion,"['Switzerland', 'Healthcare', 'DrugManufacturers—General', 'SwitzerlandHealthcare', 'SwitzerlandDrugManufacturers—General']",$349.50 Billion
30,a466aec19c044d1c8a6ca6cc8ea4a34b,Bank Of America,Bank of America Corporation,Charlotte,NC,1998,"208,000",Mr. Brian Thomas Moynihan,$350.84 Billion,"['UnitedStates', 'Financials', 'Banks', 'UnitedStatesFinancials', 'UnitedStatesBanks']",
31,1012f086382c4773adee2583a0e4fea7,Mastercard,Mastercard Incorporated,Purchase,NY,1966,"24,000",Mr. Michael  Miebach,$358.60 Billion,"['UnitedStates', 'Financials', 'CreditServices', 'UnitedStatesFinancials', 'UnitedStatesCreditServices']",
32,8e51092a3a3f4921820cad0542c0f9e8,Lvmh,"LVMH Moët Hennessy - Louis Vuitton, SE",Paris,France,,"148,343",Mr. Bernard  Arnault,€325.15 Billion,"['France', 'ConsumerDiscretionary', 'LuxuryGoods', 'FranceConsumerDiscretionary', 'FranceLuxuryGoods']",$359.26 Billion
33,0888dadf879c40009a50723afba85517,Samsung,"Samsung Electronics Co., Ltd.",Suwon-si,SouthKorea,,,Mr. Jong-Hee  Han,₩461.587 Trillion,"['SouthKorea', 'Technology', 'ConsumerElectronics', 'SouthKoreaTechnology', 'SouthKoreaConsumerElectronics']",$378.35 Billion
34,2e4058f12f4941d48b73c209f7245dc8,Procter & Gamble,The Procter & Gamble Company,Cincinnati,OH,"October 31, 1837","101,000",Mr. Jon R. Moeller,$384.60 Billion,"['UnitedStates', 'ConsumerStaples', 'Household&PersonalProducts', 'UnitedStatesConsumerStaples', 'UnitedStatesHousehold&PersonalProducts']",
35,3e3466b94cfa414490e7d5c0932cfc66,Jpmorgan,JPMorgan Chase & Co.,NewYork,NY,"December 1, 2000","271,025",Mr. James  Dimon,$410.84 Billion,"['UnitedStates', 'Financials', 'Banks', 'UnitedStatesFinancials', 'UnitedStatesBanks']",
36,cda6bacc165e4ae881fe79b7a30ec291,Walmart,Walmart Inc.,Bentonville,AR,"July 2, 1962","2,300,000",Mr. C. Douglas McMillon,$429.05 Billion,"['UnitedStates', 'ConsumerStaples', 'DiscountStores', 'UnitedStatesConsumerStaples', 'UnitedStatesDiscountStores']",
37,f6b70b07ce824e6ea25eca9ed474dd11,Tencent,Tencent Holdings Ltd,Shenzhen,China,,"112,771",Mr. Huateng Pony  Ma,HK$3.456 Trillion,"['China', 'CommunicationServices', 'InternetContent&Information', 'ChinaCommunicationServices', 'ChinaInternetContent&Information']",$441.17 Billion
38,311749b2f2824bad81c725686ea1e182,Johnson & Johnson,,NewBrunswick,NJ,January 1886,"141,700",Mr. Joaquin  Duato,$475.93 Billion,"['UnitedStates', 'Healthcare', 'DrugManufacturers—General', 'UnitedStatesHealthcare', 'UnitedStatesDrugManufacturers—General']",
39,cd454406fc7e41ae8fc05ee5ef34975c,Visa,Visa Inc.,SanFrancisco,CA,"September 18, 1958","21,500",Mr. Alfred Francis Kelly Jr.,$486.77 Billion,"['UnitedStates', 'Financials', 'CreditServices', 'UnitedStatesFinancials', 'UnitedStatesCreditServices']",
40,e920a81382de4d169ccab0e577100170,Unitedhealth Group,UnitedHealth Group Incorporated,Minnetonka,MN,1977,"350,000",Sir Andrew Philip Witty,$488.52 Billion,"['UnitedStates', 'Healthcare', 'HealthcarePlans', 'UnitedStatesHealthcare', 'UnitedStatesHealthcarePlans']",
41,0f1869aeb02346e4b4bab870b34af8a2,Tsmc,Taiwan Semiconductor Manufacturing Company Limited,Hsinchu,Taiwan,"Industrial Technology Research Institute, Hsinchu, Taiwan.1987","54,193",Dr. C. C.  Wei,TW$15.140 Trillion,"['Taiwan', 'Technology', 'Semiconductors', 'TaiwanTechnology', 'TaiwanSemiconductors']",$527.89 Billion
42,a8dbf1f49ee443e882b2030cc49944a7,Meta,"Meta Platforms, Inc.",MenloPark,CA,"January 4, 2004","71,970",Mr. Mark Elliot Zuckerberg,$617.50 Billion,"['UnitedStates', 'CommunicationServices', 'InternetContent&Information', 'UnitedStatesCommunicationServices', 'UnitedStatesInternetContent&Information']",
43,4de00f28c9574c3facfdf6964bcf98f4,Nvidia,Nvidia Corporation,SantaClara,CA,"April 5, 1993","22,473",Mr. Jen-Hsun  Huang,$660.38 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
44,cfb4907cf4da44e38058e4052c715b94,Berkshire Hathaway,Berkshire Hathaway Inc.,Omaha,NE,1839,"372,000",Mr. Warren E. Buffett,$798.47 Billion,"['UnitedStates', 'Financials', 'FinancialConglomerates', 'UnitedStatesFinancials', 'UnitedStatesFinancialConglomerates']",
45,68e109f441ed4f019e17cecd26bdb41f,Tesla,"Tesla, Inc.",PaloAlto,CA,"July 1, 2003","99,290",Mr. Elon R. Musk,$1.016 Trillion,"['UnitedStates', 'ConsumerDiscretionary', 'AutoManufacturers', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesAutoManufacturers']",
46,4f52a56417444c44b11b85ff74b51394,Amazon,"Amazon.com, Inc.",Seattle,WA,"July 5, 1994","1,608,000",Mr. Andrew R. Jassy,$1.642 Trillion,"['UnitedStates', 'ConsumerDiscretionary', 'InternetRetail', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesInternetRetail']",
47,c7749ab974e344f6b46fdf27ad82594c,Alphabet,Alphabet Inc.,MountainView,CA,"October 2, 2015","156,500",Mr. Sundar  Pichai,$1.825 Trillion,"['UnitedStates', 'CommunicationServices', 'InternetContent&Information', 'UnitedStatesCommunicationServices', 'UnitedStatesInternetContent&Information']",
48,318a4deac6894e109a0bd02341eaf836,Aramco,Saudi Arabian Oil Company,Dhahran,SaudiArabia,,,Mr. Amin H. Nasser,SR8.615 Trillion,"['SaudiArabia', 'Energy', 'Oil&GasIntegrated', 'SaudiArabiaEnergy', 'SaudiArabiaOil&GasIntegrated']",$2.297 Trillion
49,f02c6227efb84945a3dfedfac6680d8c,Microsoft,Microsoft Corporation,Redmond,WA,"April 4, 1975","181,000",Mr. Satya  Nadella,$2.328 Trillion,"['UnitedStates', 'Technology', 'Software—Infrastructure', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Infrastructure']",
50,56307b80b1c14c3c95837e4fb3497eef,Medtronic,Medtronic plc,Dublin,Ireland,2001 ,"90,000",Mr. Geoffrey Straub Martha,$151.06 Billion,"['Ireland', 'Healthcare', 'MedicalDevices', 'IrelandHealthcare', 'IrelandMedicalDevices']",
51,b6f3518d82e24cf8ab2b343bfdf8bbcc,Philip Morris,Philip Morris International Inc.,NewYork,NY,2008,"69,600",Mr. Jacek  Olczak,$154.71 Billion,"['UnitedStates', 'ConsumerStaples', 'Tobacco', 'UnitedStatesConsumerStaples', 'UnitedStatesTobacco']",
52,9c04dbe1ecca4a989f5c1761a16f16af,Schwab,The Charles Schwab Corporation,SanFrancisco,CA,1971,"33,400",Mr. Walter William Bettinger II,$158.06 Billion,"['UnitedStates', 'Financials', 'CapitalMarkets', 'UnitedStatesFinancials', 'UnitedStatesCapitalMarkets']",
53,9ccd666afef4470faea44aa6e3960f5e,Rbc,Royal Bank of Canada,Toronto,ON,,"85,211",Mr. David I. McKay,C$199.96 Billion,"['Canada', 'Financials', 'Banks', 'CanadaFinancials', 'CanadaBanks']",$159.74 Billion
54,84c4f33793be4f0ba03a9df291e67f0e,Netflix,"Netflix, Inc.",LosGatos,CA,"August 29, 1997","11,300",Mr. Wilmot Reed Hastings Jr.,$163.19 Billion,"['UnitedStates', 'CommunicationServices', 'Entertainment', 'UnitedStatesCommunicationServices', 'UnitedStatesEntertainment']",
55,90512656fdf343f6bc63bfef3b5579e9,Morgan Stanley,,NewYork,NY,1935,"75,000",Mr. James Patrick Gorman,$164.05 Billion,"['UnitedStates', 'Financials', 'CapitalMarkets', 'UnitedStatesFinancials', 'UnitedStatesCapitalMarkets']",
56,5fa3dde9ae084bde8ae5e77408d1406c,T-mobile Us,"T-Mobile US, Inc.",Bellevue,WA,1994,"75,000",Mr. G. Michael Sievert,$164.31 Billion,"['UnitedStates', 'CommunicationServices', 'TelecomServices', 'UnitedStatesCommunicationServices', 'UnitedStatesTelecomServices']",
57,c79e653db0c945da914ab15325d348b5,Agricultural Bank Of China,Agricultural Bank of China Ltd,Beijing,China,,"459,000",,CN¥1.050 Trillion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$165.00 Billion
58,093cc68fecee46bbbc82c63e4afe1d87,Nextera Energy,"NextEra Energy, Inc.",JunoBeach,FL,1984,"15,000",Mr. John W. Ketchum,$165.53 Billion,"['UnitedStates', 'Utilities', 'Utilities—RegulatedElectric', 'UnitedStatesUtilities', 'UnitedStatesUtilities—RegulatedElectric']",
59,9a6b9e105ad64763a4083bdbf7bef9bc,Linde,Linde plc,Guildford,UnitedKingdom,21 June 1879,"72,327",Mr. Sanjiv  Lamba,$166.07 Billion,"['UnitedKingdom', 'BasicMaterials', 'SpecialtyChemicals', 'UnitedKingdomBasicMaterials', 'UnitedKingdomSpecialtyChemicals']",
60,a29ac233e51b4b32b591510b165f6511,Prosus,Prosus N.V.,Amsterdam,Netherlands,,"23,939",Mr. Bob  van Dijk,€153.86 Billion,"['Netherlands', 'CommunicationServices', 'InternetContent&Information', 'NetherlandsCommunicationServices', 'NetherlandsInternetContent&Information']",$170.00 Billion
61,fa0b03cd54d74e55bb0c94a212d4593f,Bristol Myers Squibb,Bristol-Myers Squibb Company,NewYork,NY,1887,"32,200",Dr. Giovanni  Caforio M.D.,$170.56 Billion,"['UnitedStates', 'Healthcare', 'DrugManufacturers—General', 'UnitedStatesHealthcare', 'UnitedStatesDrugManufacturers—General']",
62,b3270d7f165a41d6b4dfb2f9c3c5b1da,Texas Instruments,Texas Instruments Incorporated,Dallas,TX,1930,"31,000",Mr. Richard K. Templeton,$171.28 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
63,5551f4d39dd54f098a30f60563ecbf08,Qualcomm,Qualcomm Incorporated,SanDiego,CA,July 1985,"45,000",Mr. Cristiano Renno Amon,$172.25 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
64,d3e3cc8701184711a65caa315e7672b3,At&t,AT&T Inc.,Dallas,TX,"October 5, 1983","203,000",Mr. John T. Stankey,$175.88 Billion,"['UnitedStates', 'CommunicationServices', 'TelecomServices', 'UnitedStatesCommunicationServices', 'UnitedStatesTelecomServices']",
65,d0fb585030704fb486df5220556447d6,Union Pacific,Union Pacific Corporation,Omaha,NE,1969 ,"29,905",Mr. Lance M. Fritz,$184.19 Billion,"['UnitedStates', 'Industrials', 'Railroads', 'UnitedStatesIndustrials', 'UnitedStatesRailroads']",
66,1e5fd37b5dc8467694d05ba9818bb1c9,Catl,Contemporary Amperex Technology Co. Ltd,Ningde,China,,"33,078",,CN¥1.181 Trillion,"['China', 'Industrials', 'ElectricalEquipment&Parts', 'ChinaIndustrials', 'ChinaElectricalEquipment&Parts']",$185.67 Billion
67,b18b5ddb38724ecbad98c28f761be9a5,China Merchants Bank,China Merchants Bank Co Ltd,Shenzhen,China,,"103,669",Mr. Huiyu  Tian MPA,CN¥1.183 Trillion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$185.98 Billion
68,605f52a20ca44f2db1f42120e25bfaa8,Mcdonald's,McDonald's Corporation,Chicago,IL,"May 15, 1940","100,000",Mr. Christopher J. Kempczinski,$186.57 Billion,"['UnitedStates', 'ConsumerDiscretionary', 'Restaurants', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesRestaurants']",
69,2e51ab26ee8641288e02905cabe8246c,China Construction Bank,China Construction Bank Corp,Beijing,China,,"373,814",,CN¥1.205 Trillion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$189.37 Billion
70,4d6df94b2f634a7e921bea9ac98cfcae,Ups,"United Parcel Service, Inc.",Atlanta,GA,"August 28, 1907","267,890",Ms. Carol B. Tome,$190.50 Billion,"['UnitedStates', 'Industrials', 'IntegratedFreight&Logistics', 'UnitedStatesIndustrials', 'UnitedStatesIntegratedFreight&Logistics']",
71,a3ce4821fe3c42a49c1f093561c6fa44,Salesforce,"salesforce.com, inc.",SanFrancisco,CA,"February 3, 1999","73,541",Mr. Marc R. Benioff,$193.80 Billion,"['UnitedStates', 'Technology', 'Software—Application', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Application']",
72,2515d535ec16499f9479e4820aee0455,Adobe,Adobe Inc.,SanJose,CA,December 1982,"25,988",Mr. Shantanu  Narayen,$199.57 Billion,"['UnitedStates', 'Technology', 'Software—Infrastructure', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Infrastructure']",
73,f1952638de7c4fb48b227585e992f75f,Wells Fargo,Wells Fargo & Company,SanFrancisco,CA,1929,"247,848",Mr. Charles W. Scharf,$200.01 Billion,"['UnitedStates', 'Financials', 'Banks', 'UnitedStatesFinancials', 'UnitedStatesBanks']",
74,44b5c6d4ffbd46d48bdc6d07602a86bf,Intel,Intel Corporation,SantaClara,CA,"July 18, 1968","121,100",Mr. Patrick P. Gelsinger,$201.72 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
75,47e3c2f0101b4529b581c02b6d434c2b,Astrazeneca,AstraZeneca plc,Cambridge,UnitedKingdom,6 April 1999,"83,100","Mr. Pascal  Soriot D.V.M., M.B.A.",£153.84 Billion,"['UnitedKingdom', 'Healthcare', 'DrugManufacturers—General', 'UnitedKingdomHealthcare', 'UnitedKingdomDrugManufacturers—General']",$201.75 Billion
76,d8441ba3605d4a2dad2da9f358cf5844,Novartis,Novartis AG,Basel,Switzerland,March 1996,"104,323",,CHF188.95 Billion,"['Switzerland', 'Healthcare', 'DrugManufacturers—General', 'SwitzerlandHealthcare', 'SwitzerlandDrugManufacturers—General']",$204.13 Billion
77,10ccfac565114164b28cb1c54208bf82,Shell,Shell plc,London,UnitedKingdom,,"87,000",Mr. Ben  Van Beurden,£158.36 Billion,"['UnitedKingdom', 'Energy', 'Oil&GasIntegrated', 'UnitedKingdomEnergy', 'UnitedKingdomOil&GasIntegrated']",$207.68 Billion
78,7e0d98f0d252401c8466c008ed1a7f9c,Intuit,Intuit Inc.,MountainView,CA,1983,"13,500",Mr. Sasan K. Goodarzi,$126.77 Billion,"['UnitedStates', 'Technology', 'Software—Application', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Application']",
79,66fcda18df194531a026efadb889ca67,Amd,"Advanced Micro Devices, Inc.",SantaClara,CA,"May 1, 1969","15,500",Dr. Lisa T. Su Ph.D.,$128.29 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
80,d6a8e37c680244f086789ea3b64c09f6,John Deere,Deere & Company,Moline,IL,1837,"75,550",Mr. John C. May II,$130.31 Billion,"['UnitedStates', 'Industrials', 'Farm&HeavyConstructionMachinery', 'UnitedStatesIndustrials', 'UnitedStatesFarm&HeavyConstructionMachinery']",
81,0642427e7e5a4b51919bacb0a956021f,Sanofi,,Paris,France,1973,"95,442",Mr. Paul  Hudson,€119.73 Billion,"['France', 'Healthcare', 'DrugManufacturers—General', 'FranceHealthcare', 'FranceDrugManufacturers—General']",$132.29 Billion
82,7638f029010b4a5d874138c6b675312f,Paypal,"PayPal Holdings, Inc.",SanJose,CA,December 1998,"30,900",Mr. Daniel H. Schulman,$133.92 Billion,"['UnitedStates', 'Financials', 'CreditServices', 'UnitedStatesFinancials', 'UnitedStatesCreditServices']",
83,3383e120042942a8b6587ca57334486b,Sap,SAP SE,Walldorf,Germany,"Weinheim, Germany1972","107,415",Mr. Christian  Klein,€121.45 Billion,"['Germany', 'Technology', 'Software—Application', 'GermanyTechnology', 'GermanySoftware—Application']",$134.19 Billion
84,54d74430c64741f8a7c4ac1aab769dbf,Ping An Insurance,Ping An Insurance (Group) Company of China Ltd,Shenzhen,China,,"355,982",Mr. Bo  Yao,CN¥854.25 Billion,"['China', 'Financials', 'Insurance—Life', 'ChinaFinancials', 'ChinaInsurance—Life']",$134.25 Billion
85,3eac726715c14d78b9b2a1b3eede2ba5,Cvs Health,CVS Health Corporation,Woonsocket,RI,1963,"216,000",Ms. Karen Sue Lynch,$135.27 Billion,"['UnitedStates', 'Healthcare', 'HealthcarePlans', 'UnitedStatesHealthcare', 'UnitedStatesHealthcarePlans']",
86,905a9d90b67c4cf48a0f27dafc9a868a,Conocophillips,,Houston,TX,30 August 2002,"9,900",Mr. Ryan M. Lance,$136.32 Billion,"['UnitedStates', 'Energy', 'Oil&GasE&P', 'UnitedStatesEnergy', 'UnitedStatesOil&GasE&P']",
87,74c63492f22f446286a7ad666ebce69f,Honeywell,Honeywell International Inc.,Charlotte,NC,1906,"99,000",Mr. Darius E. Adamczyk,$136.48 Billion,"['UnitedStates', 'Industrials', 'SpecialtyIndustrialMachinery', 'UnitedStatesIndustrials', 'UnitedStatesSpecialtyIndustrialMachinery']",
88,a2d9ca04ca054d26bcec0dcf5ba33546,Totalenergies,TotalEnergies SE,Paris,France,28 March 1924,"105,476",Mr. Patrick  PouyannÃ©,€124.45 Billion,"['France', 'Energy', 'Oil&GasIntegrated', 'FranceEnergy', 'FranceOil&GasIntegrated']",$137.50 Billion
89,672478a9f3464cda903aa83a90c78f64,China Mobile,China Mobile Ltd,HongKong,HongKong,,"449,934",Mr. Xin  Dong,HK$1.091 Trillion,"['HongKong', 'CommunicationServices', 'TelecomServices', 'HongKongCommunicationServices', 'HongKongTelecomServices']",$139.30 Billion
90,4cd5e76ffc2b4fa2b25171c92bc9ac19,Hsbc,HSBC Holdings plc,London,UnitedKingdom,First established on 3 March 1865,"219,697",Mr. Noel Paul Quinn,£106.87 Billion,"['UnitedKingdom', 'Financials', 'Banks', 'UnitedKingdomFinancials', 'UnitedKingdomBanks']",$140.15 Billion
91,5ae17e597ace4ef6ab4c582285f8767f,Bank Of China,Bank of China Ltd,Beijing,China,,"309,084",,CN¥898.61 Billion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$141.22 Billion
92,3da1aaf4b8fa4ea2af8e1011d6778c87,Amgen,Amgen Inc.,ThousandOaks,CA,"April 8, 1980","24,200",Mr. Robert A. Bradway,$141.72 Billion,"['UnitedStates', 'Healthcare', 'DrugManufacturers—General', 'UnitedStatesHealthcare', 'UnitedStatesDrugManufacturers—General']",
