,name,symbol,marketcap,price,country
2957,ncr corporation,ncr,doll_3.26 b,doll_23.77,usa
2958,ginkgo bioworks,dna,doll_3.25 b,doll_1.68,usa
2959,cohen & steers,cns,doll_3.25 b,doll_66.84,usa
2960,armstrong world industries,awi,doll_3.24 b,doll_71.13,usa
2961,grand canyon education,lope,doll_3.24 b,doll_104.27,usa
2962,copa holdings,cpa,doll_3.24 b,doll_82.36,panama
2963,highwoods properties,hiw,doll_3.24 b,doll_29.46,usa
2964,the azek company,azek,doll_3.24 b,doll_21.47,usa
2965,signet jewelers,sig,doll_3.23 b,doll_71.18,bermuda
2966,broadstone net lease,bnl,doll_3.22 b,doll_17.61,usa
2967,delhivery,delhivery.ns,doll_3.22 b,doll_4.42,india
2968,sembcorp marine,s51.si,doll_3.22 b,doll_0.10,singapore
2969,enersys,ens,doll_3.22 b,doll_79.00,usa
2970,lithium americas,lac,doll_3.22 b,doll_23.89,canada
2971,snc-lavalin group,snc.to,doll_3.22 b,doll_18.35,canada
2972,federated hermes,fhi,doll_3.21 b,doll_36.10,usa
2973,community bank system,cbu,doll_3.21 b,doll_59.77,usa
2974,first hawaiian bank,fhb,doll_3.20 b,doll_25.14,usa
2975,hostess brands,twnk,doll_3.20 b,doll_23.97,usa
2976,meitetsu,9048.t,doll_3.20 b,doll_16.32,japan
2977,acushnet holdings,golf,doll_3.20 b,doll_45.68,usa
2978,albany international,ain,doll_3.20 b,doll_103.08,usa
2979,bank of east asia,0023.hk,doll_3.20 b,doll_1.20,hong kong
2980,harbour energy,hbr.l,doll_3.20 b,doll_3.82,uk
2981,nikon,ninoy,doll_3.19 b,doll_9.02,japan
2982,ssr mining,ssrm,doll_3.19 b,doll_15.46,canada
2983,gates industrial corp,gtes,doll_3.19 b,doll_11.30,usa
2984,innovative industrial,iipr,doll_3.18 b,doll_114.03,usa
2985,ollie's bargain outlet,olli,doll_3.18 b,doll_51.25,usa
2986,axonics modulation tech,axnx,doll_3.18 b,doll_64.40,usa
2987,ultragenyx,rare,doll_3.18 b,doll_45.46,usa
2988,leroy seafood,lsg.ol,doll_3.18 b,doll_5.35,norway
2989,3m india,3mindia.ns,doll_3.18 b,doll_282.76,india
2990,jb hi-fi,jbh.ax,doll_3.18 b,doll_29.12,australia
2991,frasers logistics & industrial trust,buou.si,doll_3.18 b,doll_0.86,singapore
2992,tata chemicals,tatachem.ns,doll_3.18 b,doll_12.50,india
2993,tootsie roll industries,tr,doll_3.18 b,doll_44.04,usa
2994,atlantica,ay,doll_3.17 b,doll_27.39,uk
2995,avista,ava,doll_3.17 b,doll_43.07,usa
2996,aurobindo pharma,auropharma.ns,doll_3.17 b,doll_5.42,india
2997,summit industrial income reit,smu-un.to,doll_3.17 b,doll_16.70,canada
2998,california resources corporation,crc,doll_3.17 b,doll_43.15,usa
2999,beam therapeutics,beam,doll_3.16 b,doll_44.88,usa
3000,vishay intertechnology,vsh,doll_3.16 b,doll_22.31,usa
3001,inmode,inmd,doll_3.15 b,doll_38.03,israel
3002,sime darby,4197.kl,doll_3.15 b,doll_0.50,malaysia
3003,avient,avnt,doll_3.15 b,doll_34.71,usa
3004,transocean,rig,doll_3.15 b,doll_4.37,switzerland
3005,gmr group,gmrinfra.ns,doll_3.15 b,doll_0.52,india
3006,eastern bankshares,ebc,doll_3.15 b,doll_17.84,usa
3007,equitrans midstream,etrn,doll_3.15 b,doll_7.28,usa
3008,coway,021240.ks,doll_3.14 b,doll_43.40,s. korea
3009,netmarble,251270.ks,doll_3.14 b,doll_38.44,s. korea
3010,select medical holdings,sem,doll_3.14 b,doll_24.79,usa
3011,kinaxis,kxs.to,doll_3.14 b,doll_112.98,canada
3012,jungheinrich,jun3.f,doll_3.14 b,doll_30.25,germany
3013,sega sammy holdings,6460.t,doll_3.14 b,doll_14.25,japan
3014,gohealth,goco,doll_3.14 b,doll_14.63,usa
3015,hankook tire,161390.ks,doll_3.14 b,doll_25.75,s. korea
3016,quaker houghton,kwr,doll_3.13 b,doll_175.01,usa
3017,metro ag,b4b.f,doll_3.13 b,doll_8.68,germany
3018,kerry properties,0683.hk,doll_3.13 b,doll_2.16,hong kong
3019,arçelik,arclk.is,doll_3.13 b,doll_5.07,turkey
3020,papa john's pizza,pzza,doll_3.13 b,doll_88.75,usa
3021,shoals technologies,shls,doll_3.13 b,doll_27.14,usa
3022,national vision holdings,eye,doll_3.12 b,doll_39.66,usa
3023,vontier,vnt,doll_3.12 b,doll_19.79,usa
3024,iqiyi,iq,doll_3.12 b,doll_3.63,china
3025,cactus wellhead,whd,doll_3.12 b,doll_51.46,usa
3026,pegasystems,pega,doll_3.12 b,doll_38.01,usa
3027,african rainbow minerals,ari.jo,doll_3.12 b,doll_15.93,south africa
3028,softcat,sct.l,doll_3.11 b,doll_15.65,uk
3029,subsea 7,subc.ol,doll_3.11 b,doll_10.73,luxembourg
3030,vz holding,vzn.sw,doll_3.11 b,doll_79.17,switzerland
3031,blackbaud,blkb,doll_3.11 b,doll_58.60,usa
3032,sensient technologies,sxt,doll_3.11 b,doll_74.00,usa
3033,santen pharmaceutical,4536.t,doll_3.11 b,doll_8.26,japan
3034,capstone infrastructure,cse-pa.to,doll_3.10 b,doll_10.20,canada
3035,fielmann,fie.f,doll_3.10 b,doll_36.93,germany
3036,sportradar,srad,doll_3.09 b,doll_10.43,switzerland
3037,alk-abelló,alk-b.co,doll_3.09 b,doll_14.39,denmark
3038,timken india,timken.ns,doll_3.09 b,doll_41.11,india
3039,asm pacific technology,0522.hk,doll_3.09 b,doll_7.50,hong kong
3040,aksa energy,aksen.is,doll_3.09 b,doll_2.52,turkey
3041,bts group,bts.bk,doll_3.09 b,doll_0.23,thailand
3042,pacific premier bancorp,ppbi,doll_3.08 b,doll_32.51,usa
3043,alumina limited,awc.ax,doll_3.08 b,doll_1.06,australia
3044,amp limited,amp.ax,doll_3.08 b,doll_0.95,australia
3045,lion corp,4912.t,doll_3.08 b,doll_10.86,japan
3046,epr properties,epr,doll_3.08 b,doll_41.13,usa
3047,hysan development,0014.hk,doll_3.08 b,doll_3.00,hong kong
3048,viscofan,vis.mc,doll_3.08 b,doll_66.78,spain
3049,weatherford international,wfrd,doll_3.07 b,doll_43.58,usa
3050,pjt partners,pjt,doll_3.07 b,doll_77.71,usa
3051,hannon armstrong,hasi,doll_3.07 b,doll_34.56,usa
3052,goodyear,gt,doll_3.07 b,doll_10.87,usa
3053,sumitomo dainippon pharma,4506.t,doll_3.07 b,doll_7.74,japan
3054,skyline champion,sky,doll_3.07 b,doll_53.98,usa
3055,cathay general bancorp,caty,doll_3.07 b,doll_41.29,usa
3056,ca immo,bzy.f,doll_3.07 b,doll_30.54,austria
3057,newmarket corp,neu,doll_3.06 b,doll_310.65,usa
3058,kansai paint,4613.t,doll_3.06 b,doll_13.11,japan
3059,travel + leisure,tnl,doll_3.06 b,doll_37.71,usa
3060,torrent power,torntpower.ns,doll_3.06 b,doll_6.37,india
3061,grupo aeroportuario centro norte,omab,doll_3.06 b,doll_63.42,mexico
3062,phoenix mills,phoenixltd.ns,doll_3.06 b,doll_17.14,india
3063,spirit aerosystems,spr,doll_3.05 b,doll_29.06,usa
3064,yuhan,000100.ks,doll_3.05 b,doll_45.62,s. korea
3065,impinj,pi,doll_3.05 b,doll_117.81,usa
3066,amot investment,amot.ta,doll_3.04 b,doll_6.49,israel
3067,prestige consumer healthcare,pbh,doll_3.04 b,doll_61.57,usa
3068,st. galler kantonalbank,sgkn.sw,doll_3.04 b,doll_509.78,switzerland
3069,bank of hawaii,boh,doll_3.04 b,doll_76.09,usa
3070,spx corporation,spxc,doll_3.04 b,doll_67.30,usa
3071,ovh groupe,ovh.pa,doll_3.04 b,doll_15.97,france
3072,zee entertainment,zeel.ns,doll_3.03 b,doll_3.16,india
3073,cd projekt,cdr.wa,doll_3.03 b,doll_30.37,poland
3074,exxaro resources,exx.jo,doll_3.03 b,doll_12.33,south africa
3075,comgás,cgas5.sa,doll_3.03 b,doll_24.13,brazil
3076,virgin money uk,vmuk.l,doll_3.03 b,doll_2.20,uk
3077,makemytrip,mmyt,doll_3.03 b,doll_28.81,india
3078,interparfums,ipar,doll_3.02 b,doll_95.02,usa
3079,kohl's,kss,doll_3.02 b,doll_27.38,usa
3080,frontline,fro,doll_3.01 b,doll_13.56,bermuda
3081,surgery partners,sgry,doll_3.01 b,doll_26.60,usa
3082,mister car wash,mcw,doll_3.01 b,doll_9.89,usa
3083,acea,ace.mi,doll_3.01 b,doll_14.19,italy
3084,cie automotive,cie.mc,doll_3.01 b,doll_25.16,spain
3085,games workshop group,gaw.l,doll_3.01 b,doll_91.52,uk
3086,strauss group,strs.ta,doll_3.00 b,doll_25.87,israel
3087,ncino,ncno,doll_3.00 b,doll_27.06,usa
3088,archaea energy,lfg,doll_3.00 b,doll_25.93,usa
3089,proximus,prox.vi,doll_3.00 b,doll_9.30,belgium
3090,jackson financial,jxn,doll_3.00 b,doll_36.14,usa
3091,j&j snack foods,jjsf,doll_2.99 b,doll_156.04,usa
3092,enel chile,enic,doll_2.99 b,doll_2.06,chile
3093,cvr energy,cvi,doll_2.99 b,doll_29.78,usa
3094,nomad foods,nomd,doll_2.99 b,doll_17.20,uk
3095,greggs,grg.l,doll_2.99 b,doll_29.31,uk
3096,enovis,enov,doll_2.99 b,doll_55.24,usa
3097,evotec,evo,doll_2.99 b,doll_8.45,germany
3098,iveric bio,isee,doll_2.98 b,doll_22.28,usa
3099,plexus,plxs,doll_2.98 b,doll_108.01,usa
3100,groupe lagardère,mmb.pa,doll_2.98 b,doll_21.22,france
3101,max financial services,mfsl.ns,doll_2.98 b,doll_8.64,india
3102,bic,bb.pa,doll_2.98 b,doll_68.22,france
3103,paramount resources,pou.to,doll_2.98 b,doll_21.08,canada
3104,plains gp,pagp,doll_2.98 b,doll_12.37,usa
3105,e.l.f. cosmetics,elf,doll_2.98 b,doll_56.31,usa
3106,stoneco,stne,doll_2.97 b,doll_9.52,brazil
3107,mr. cooper group,coop,doll_2.97 b,doll_42.15,usa
3108,suntec reit,t82u.si,doll_2.97 b,doll_1.04,singapore
3109,hagerty,hgty,doll_2.97 b,doll_8.89,usa
3110,faurecia,eo.pa,doll_2.97 b,doll_15.01,france
3111,evo payments,evop,doll_2.96 b,doll_33.75,usa
3112,livanova,livn,doll_2.96 b,doll_55.46,uk
3113,dixon technologies,dixon.ns,doll_2.96 b,doll_49.83,india
3114,grocery outlet,go,doll_2.96 b,doll_30.51,usa
3115,lxp industrial trust,lxp,doll_2.96 b,doll_10.72,usa
3116,boralex,blx.to,doll_2.96 b,doll_28.83,canada
3117,duolingo,duol,doll_2.96 b,doll_73.72,usa
3118,tui,tui1.f,doll_2.96 b,doll_1.66,germany
3119,gn store nord,gnn.f,doll_2.95 b,doll_23.03,denmark
3120,sabra health care reit,sbra,doll_2.95 b,doll_12.80,usa
3121,outfront media,out,doll_2.95 b,doll_18.01,usa
3122,thermax,thermax.ns,doll_2.95 b,doll_24.81,india
3123,linamar,lnr.to,doll_2.95 b,doll_47.70,canada
3124,ats automation,ata.to,doll_2.95 b,doll_32.20,canada
3125,cnx resources,cnx,doll_2.95 b,doll_16.37,usa
3126,vermilion energy,vet,doll_2.95 b,doll_18.09,canada
3127,amc entertainment,amc,doll_2.95 b,doll_5.75,usa
3128,vienna airport,flw1.f,doll_2.95 b,doll_34.43,austria
3129,vienna insurance group,wsv2.f,doll_2.94 b,doll_23.04,austria
3130,crestwood equity partners,ceqp,doll_2.94 b,doll_28.17,usa
3131,bancfirst,banf,doll_2.94 b,doll_89.67,usa
3132,moelis & company,mc,doll_2.93 b,doll_42.70,usa
3133,pennon group,pnn.l,doll_2.93 b,doll_11.21,uk
3134,südzucker,szu.f,doll_2.93 b,doll_14.38,germany
3135,maxlinear,mxl,doll_2.93 b,doll_37.35,usa
3136,natura&co,ntco,doll_2.93 b,doll_4.04,brazil
3137,irhythm,irtc,doll_2.92 b,doll_97.22,usa
3138,abm industries,abm,doll_2.92 b,doll_44.21,usa
3139,pennymac,pfsi,doll_2.92 b,doll_58.38,usa
3140,televisa,tv,doll_2.92 b,doll_5.17,mexico
3141,sumitomo chemicalindia,sumichem.ns,doll_2.91 b,doll_5.85,india
3142,jk cement,jkcement.ns,doll_2.91 b,doll_37.77,india
3143,terex,tex,doll_2.91 b,doll_43.21,usa
3144,quantumscape,qs,doll_2.91 b,doll_6.69,usa
3145,marks & spencer,mks.l,doll_2.91 b,doll_1.48,uk
3146,workman,7564.t,doll_2.91 b,doll_35.67,japan
3147,excelerate energy,ee,doll_2.90 b,doll_26.86,usa
3148,atul,atul.ns,doll_2.90 b,doll_98.51,india
3149,graham holdings,ghc,doll_2.90 b,doll_605.34,usa
3150,nextdc,nxt.ax,doll_2.90 b,doll_6.34,australia
3151,progyny,pgny,doll_2.90 b,doll_31.23,usa
3152,shapir civil and marine engineering,spen.ta,doll_2.90 b,doll_8.12,israel
3153,abcellera,abcl,doll_2.89 b,doll_10.13,canada
3154,fluidra,fdr.mc,doll_2.89 b,doll_15.24,spain
3155,bellway,bwy.l,doll_2.89 b,doll_23.42,uk
3156,"site centers",sitc,doll_2.88 b,doll_13.59,usa
3157,coforge,coforge.ns,doll_2.88 b,doll_47.33,india
3158,radian group,rdn,doll_2.88 b,doll_18.39,usa
3159,ptc therapeutics,ptct,doll_2.88 b,doll_39.56,usa
3160,digitalocean,docn,doll_2.88 b,doll_29.97,usa
3161,forward air,fwrd,doll_2.88 b,doll_108.48,usa
3162,main street capital,main,doll_2.88 b,doll_37.33,usa
3163,privia health group,prva,doll_2.88 b,doll_25.23,usa
3164,liberty energy,lbrt,doll_2.88 b,doll_15.83,usa
3165,prospect capital,psec,doll_2.88 b,doll_7.25,usa
3166,john bean technologies,jbt,doll_2.88 b,doll_90.43,usa
3167,commvault,cvlt,doll_2.88 b,doll_64.68,usa
3168,360 digitech,qfin,doll_2.87 b,doll_18.05,china
3169,siegfried holding,sfzn.sw,doll_2.87 b,doll_677.19,switzerland
3170,polymetal,pm6.f,doll_2.87 b,doll_6.06,cyprus
3171,wizz air,wizz.l,doll_2.87 b,doll_27.80,rsey
3172,mainova,mnv6.f,doll_2.86 b,doll_521.50,germany
3173,mercury systems,mrcy,doll_2.86 b,doll_49.44,usa
3174,bank of maharashtra,mahabank.ns,doll_2.86 b,doll_0.43,india
3175,nerolac paints,kansainer.ns,doll_2.86 b,doll_5.32,india
3176,american eagle outfitters,aeo,doll_2.86 b,doll_15.28,usa
3177,multichoice group,mcg.jo,doll_2.85 b,doll_6.71,south africa
3178,esab,esab,doll_2.85 b,doll_47.54,usa
3179,atlas air worldwide holdings,aaww,doll_2.85 b,doll_100.60,usa
3180,skf india,skfindia.ns,doll_2.84 b,doll_57.64,india
3181,stepstone group,step,doll_2.84 b,doll_28.06,usa
3182,evolent health,evh,doll_2.84 b,doll_28.15,usa
3183,bausch health,bhc,doll_2.84 b,doll_7.86,canada
3184,aarti industries,aartiind.ns,doll_2.84 b,doll_7.84,india
3185,engagesmart,esmt,doll_2.84 b,doll_17.17,usa
3186,boise cascade,bcc,doll_2.84 b,doll_72.00,usa
3187,chindata,cd,doll_2.83 b,doll_7.74,china
3188,conmed,cnmd,doll_2.83 b,doll_93.10,usa
3189,iluka resources,ilu.ax,doll_2.83 b,doll_6.68,australia
3190,squarespace,sqsp,doll_2.83 b,doll_20.73,usa
3191,park hotels & resorts,pk,doll_2.83 b,doll_12.61,usa
3192,viva energy,vea.ax,doll_2.83 b,doll_1.83,australia
3193,metcash,mts.ax,doll_2.82 b,doll_2.93,australia
3194,old mutual,omu.jo,doll_2.82 b,doll_0.58,south africa
3195,relaxo footwear,relaxo.ns,doll_2.82 b,doll_11.36,india
3196,altarea,alta.pa,doll_2.82 b,doll_140.06,france
3197,oil india,oil.ns,doll_2.82 b,doll_2.60,india
3198,immunocore,imcr,doll_2.82 b,doll_58.96,uk
3199,amedisys,amed,doll_2.82 b,doll_86.92,usa
3200,nternational bancshares corp,iboc,doll_2.82 b,doll_45.46,usa
3201,staar surgical,staa,doll_2.82 b,doll_58.56,usa
3202,pacwest bancorp,pacw,doll_2.82 b,doll_23.95,usa
3203,texas capital bancshares,tcbi,doll_2.81 b,doll_56.50,usa
3204,jamf,jamf,doll_2.81 b,doll_23.19,usa
3205,guoco,0053.hk,doll_2.81 b,doll_8.55,hong kong
3206,nordstrom,jwn,doll_2.81 b,doll_17.58,usa
3207,petco,woof,doll_2.81 b,doll_10.58,usa
3208,ironsource,is,doll_2.81 b,doll_2.74,israel
3209,nordex,ndx1.f,doll_2.81 b,doll_13.18,germany
3210,cargotec,cgcbv.he,doll_2.81 b,doll_43.59,finland
3211,synlab,syab.de,doll_2.81 b,doll_12.69,germany
3212,rush enterprises,rusha,doll_2.80 b,doll_50.95,usa
3213,axcelis technologies,acls,doll_2.80 b,doll_85.41,usa
3214,syngene international,syngene.ns,doll_2.80 b,doll_6.99,india
3215,prothena,prta,doll_2.80 b,doll_57.97,ireland
3216,scottsmiracle-gro,smg,doll_2.80 b,doll_50.54,usa
3217,evergrande,3333.hk,doll_2.80 b,doll_0.21,china
3218,cushman & wakefield,cwk,doll_2.79 b,doll_12.39,usa
3219,commercial international bank,cbkd.il,doll_2.79 b,doll_1.32,egypt
3220,patterson companies,pdco,doll_2.79 b,doll_28.81,usa
3221,blueprint medicines,bpmc,doll_2.79 b,doll_46.73,usa
3222,macerich,mac,doll_2.79 b,doll_12.44,usa
3223,westports,5246.kl,doll_2.79 b,doll_0.82,malaysia
3224,bgf retail,282330.ks,doll_2.79 b,doll_161.61,s. korea
3225,computacenter,ccc.l,doll_2.78 b,doll_24.43,uk
3226,kumho petrochemical,011780.ks,doll_2.78 b,doll_106.98,s. korea
3227,cal-maine foods,calm,doll_2.78 b,doll_56.93,usa
3228,werner enterprises,wern,doll_2.78 b,doll_44.06,usa
3229,wsfs financial,wsfs,doll_2.78 b,doll_45.18,usa
3230,shangri-la,0069.hk,doll_2.78 b,doll_0.78,hong kong
3231,ardagh metal packaging,ambp,doll_2.77 b,doll_4.61,luxembourg
3232,arcosa,aca,doll_2.77 b,doll_57.48,usa
3233,equity commonwealth,eqc,doll_2.77 b,doll_25.38,usa
3234,lic housing finance,lichsgfin.ns,doll_2.77 b,doll_5.05,india
3235,indosat,isat.jk,doll_2.77 b,doll_0.34,indonesia
3236,premium brands,pbh.to,doll_2.77 b,doll_61.90,canada
3237,group 1 automotive,gpi,doll_2.77 b,doll_190.13,usa
3238,olink holding,olk,doll_2.77 b,doll_23.26,sweden
3239,mitra keluarga,mika.jk,doll_2.77 b,doll_0.20,indonesia
3240,devyani international,devyani.ns,doll_2.76 b,doll_2.30,india
3241,mbank,mbk.wa,doll_2.76 b,doll_65.26,poland
3242,cvent,cvt,doll_2.76 b,doll_5.71,usa
3243,grupo aval,aval,doll_2.76 b,doll_2.33,lombia
3244,port of tauranga,pot.nz,doll_2.76 b,doll_4.05,new zealand
3245,fulton financial,fult,doll_2.76 b,doll_16.51,usa
3246,federal signal,fss,doll_2.75 b,doll_45.51,usa
3247,doosan bobcat,241560.ks,doll_2.75 b,doll_27.51,s. korea
3248,globalstar,gsat,doll_2.75 b,doll_1.53,usa
3249,appian,appn,doll_2.75 b,doll_37.95,usa
3250,northern oil and gas,nog,doll_2.75 b,doll_32.29,usa
3251,kb home,kbh,doll_2.74 b,doll_32.11,usa
3252,kulicke and soffa industries,klic,doll_2.74 b,doll_48.19,singapore
3253,growthpoint properties,grt.jo,doll_2.74 b,doll_0.80,south africa
3254,pagseguro,pags,doll_2.73 b,doll_8.31,brazil
3255,intercorp financial services,ifs,doll_2.73 b,doll_23.00,ru
3256,alliance resource partners,arlp,doll_2.72 b,doll_21.46,usa
3257,wienerberger,wib.f,doll_2.72 b,doll_24.84,austria
3258,transportadora de gas del sur,tgs,doll_2.72 b,doll_8.85,gentina
3259,harmonic drive systems,6324.t,doll_2.72 b,doll_28.62,japan
3260,brink's,bco,doll_2.71 b,doll_58.53,usa
3261,carter's,cri,doll_2.71 b,doll_71.07,usa
3262,adapthealth,ahco,doll_2.70 b,doll_20.11,usa
3263,kadokawa,9468.t,doll_2.70 b,doll_19.45,japan
3264,insmed,insm,doll_2.70 b,doll_19.99,usa
3265,efg international,efgn.sw,doll_2.70 b,doll_8.75,switzerland
3266,big yellow group,byg.l,doll_2.70 b,doll_14.45,uk
3267,first capital reit,fcr-un.to,doll_2.70 b,doll_12.66,canada
3268,corporación financiera alba,alb.mc,doll_2.70 b,doll_46.40,spain
3269,rajesh exports,rajeshexpo.ns,doll_2.70 b,doll_9.15,india
3270,pick n pay stores,pik.jo,doll_2.70 b,doll_3.45,south africa
3271,hisense visual technology,600060.ss,doll_2.69 b,doll_2.06,china
3272,korn ferry,kfy,doll_2.69 b,doll_51.19,usa
3273,immunitybio,ibrx,doll_2.69 b,doll_6.74,usa
3274,dycom industries,dy,doll_2.69 b,doll_91.21,usa
3275,ströer,sax.f,doll_2.69 b,doll_46.83,germany
3276,cogent communications,ccoi,doll_2.69 b,doll_56.14,usa
3277,ingevity,ngvt,doll_2.69 b,doll_72.08,usa
3278,makkah construction & development,4100.sr,doll_2.69 b,doll_16.33,s. arabia
3279,allreal holding,alln.sw,doll_2.69 b,doll_162.87,switzerland
3280,keywords studios,kws.l,doll_2.69 b,doll_34.57,ireland
3281,ct reit,crt-un.to,doll_2.68 b,doll_11.46,canada
3282,braze,brze,doll_2.68 b,doll_28.29,usa
3283,hub group,hubg,doll_2.68 b,doll_80.90,usa
3284,marel,marel.as,doll_2.68 b,doll_3.57,iceland
3285,walker & dunlop,wd,doll_2.68 b,doll_81.21,usa
3286,galapagos nv,glpg,doll_2.68 b,doll_40.71,belgium
3287,the navigator company,nvg.ls,doll_2.67 b,doll_3.77,portugal
3288,fonterra,fcg.nz,doll_2.67 b,doll_1.66,new zealand
3289,telecom argentina,teo,doll_2.66 b,doll_4.38,gentina
3290,sig (semen indonesia),sms2.f,doll_2.66 b,doll_0.43,indonesia
3291,freshpet,frpt,doll_2.66 b,doll_55.53,usa
3292,coca-cola i̇çecek,ccola.is,doll_2.66 b,doll_10.48,turkey
3293,galicia financial group,ggal,doll_2.66 b,doll_7.67,gentina
3294,vector limited,vct.nz,doll_2.66 b,doll_2.66,new zealand
3295,ermenegildo zegna,zgn,doll_2.65 b,doll_10.95,italy
3296,sunnova,nova,doll_2.65 b,doll_23.09,usa
3297,easterly government properties,dea,doll_2.65 b,doll_14.99,usa
3298,simcorp,sim.co,doll_2.65 b,doll_67.56,denmark
3299,varonis,vrns,doll_2.64 b,doll_24.02,usa
3300,piramal enterprises,pel.ns,doll_2.64 b,doll_11.09,india
3301,ipca laboratories,ipcalab.ns,doll_2.64 b,doll_10.42,india
3302,rubis,rui.pa,doll_2.63 b,doll_25.65,france
3303,tandem diabetes care,tndm,doll_2.63 b,doll_40.97,usa
3304,unicaja banco,uni.mc,doll_2.63 b,doll_0.99,spain
3305,vidrala,vid.mc,doll_2.62 b,doll_85.89,spain
3306,tripadvisor,trip,doll_2.62 b,doll_18.68,usa
3307,encore wire,wire,doll_2.62 b,doll_143.17,usa
3308,atlantic union bankshares,aub,doll_2.62 b,doll_35.14,usa
3309,dorman products,dorm,doll_2.62 b,doll_83.55,usa
3310,pegasus airlines,pgsus.is,doll_2.62 b,doll_25.66,turkey
3311,extreme networks,extr,doll_2.62 b,doll_19.97,usa
3312,darktrace,dark.l,doll_2.62 b,doll_3.59,uk
3313,h&r reit,hr-un.to,doll_2.62 b,doll_9.22,canada
3314,ultrapar participacoes,ugp,doll_2.61 b,doll_2.36,brazil
3315,luminar technologies,lazr,doll_2.61 b,doll_7.21,usa
3316,sulzer,sun.sw,doll_2.61 b,doll_77.22,switzerland
3317,tianjin faw,000927.sz,doll_2.61 b,doll_0.43,china
3318,methanex,meoh,doll_2.61 b,doll_37.35,canada
3319,innospec,iosp,doll_2.61 b,doll_105.50,usa
3320,bankunited,bku,doll_2.61 b,doll_33.80,usa
3321,worthington industries,wor,doll_2.61 b,doll_52.53,usa
3322,frontier airlines,ulcc,doll_2.61 b,doll_11.99,usa
3323,fortis healthcare,fortis.ns,doll_2.60 b,doll_3.45,india
3324,britvic,bvic.l,doll_2.60 b,doll_10.00,uk
3325,vistry group,vty.l,doll_2.60 b,doll_7.53,uk
3326,alsok,2331.t,doll_2.60 b,doll_25.72,japan
3327,steve madden,shoo,doll_2.60 b,doll_33.43,usa
3328,kosmos energy,kos,doll_2.60 b,doll_5.71,usa
3329,myovant sciences,myov,doll_2.60 b,doll_26.89,uk
3330,certara,cert,doll_2.59 b,doll_16.28,usa
3331,jet2,jet2.l,doll_2.59 b,doll_12.10,uk
3332,installed building products,ibp,doll_2.59 b,doll_90.82,usa
3333,samsung heavy industries,010145.ks,doll_2.59 b,doll_127.61,s. korea
3334,transalta,tac,doll_2.59 b,doll_9.62,canada
3335,grindwell norton,grindwell.ns,doll_2.59 b,doll_23.40,india
3336,mge energy,mgee,doll_2.58 b,doll_71.57,usa
3337,focus financial partners,focs,doll_2.58 b,doll_39.29,usa
3338,perficient,prft,doll_2.58 b,doll_74.69,usa
3339,gibson energy,gei.to,doll_2.58 b,doll_17.87,canada
3340,laurus labs,lauruslabs.ns,doll_2.58 b,doll_4.80,india
3341,bata india,bataindia.ns,doll_2.57 b,doll_20.05,india
3342,alarm.com,alrm,doll_2.57 b,doll_51.66,usa
3343,innergex renewable energy,ine.to,doll_2.57 b,doll_12.61,canada
3344,treehouse foods,ths,doll_2.57 b,doll_45.87,usa
3345,simmons first national,sfnc,doll_2.57 b,doll_20.25,usa
3346,arch resources,arch,doll_2.56 b,doll_142.00,usa
3347,o-i glass,oi,doll_2.56 b,doll_16.55,usa
3348,bayer crop science,bayercrop.ns,doll_2.56 b,doll_56.74,india
3349,rand merchant investment,rmi.jo,doll_2.55 b,doll_1.65,south africa
3350,kainos group,knos.l,doll_2.55 b,doll_20.58,uk
3351,keppel reit,k71u.si,doll_2.55 b,doll_0.68,singapore
3352,cno financial group,cno,doll_2.55 b,doll_22.36,usa
3353,life time group,lth,doll_2.55 b,doll_13.16,usa
3354,acadia pharmaceuticals,acad,doll_2.55 b,doll_15.78,usa
3355,opc energy,opce.ta,doll_2.55 b,doll_11.39,israel
3356,urban outfitters,urbn,doll_2.55 b,doll_27.70,usa
3357,fluence energy,flnc,doll_2.54 b,doll_22.10,usa
3358,cogeco,cca.to,doll_2.54 b,doll_55.75,canada
3359,mgp ingredients,mgpi,doll_2.54 b,doll_115.65,usa
3360,trigano,tri.pa,doll_2.54 b,doll_133.04,france
3361,xerox,xrx,doll_2.54 b,doll_16.34,usa
3362,allied properties reit,ap-un.to,doll_2.54 b,doll_19.86,canada
3363,cbiz,cbz,doll_2.54 b,doll_49.97,usa
3364,safestore,safe.l,doll_2.53 b,doll_11.67,uk
3365,beach energy,bpt.ax,doll_2.53 b,doll_1.11,australia
3366,blackberry,bb,doll_2.53 b,doll_4.39,canada
3367,idorsia,idia.sw,doll_2.53 b,doll_14.31,switzerland
3368,vivint smart home,vvnt,doll_2.53 b,doll_11.87,usa
3369,genworth financial,gnw,doll_2.53 b,doll_5.10,usa
3370,primo water,prmw,doll_2.53 b,doll_15.84,usa
3371,nova measuring instruments,nvmi,doll_2.53 b,doll_88.15,israel
3372,spin master,toy.to,doll_2.52 b,doll_24.55,canada
3373,teamviewer,tmv.de,doll_2.52 b,doll_13.54,germany
3374,independent bank group,ibtx,doll_2.52 b,doll_61.26,usa
3375,golar lng,glng,doll_2.52 b,doll_23.48,bermuda
3376,sotera health,shc,doll_2.52 b,doll_8.94,usa
3377,kyndryl,kd,doll_2.51 b,doll_11.11,usa
3378,mirati therapeutics,mrtx,doll_2.51 b,doll_43.73,usa
