,name,code,rank,marketcap,country,shareprice,change_1day,change_1year,categories
4414,SJVN,SJVN.NS,3775.0,doll_1.86 B,India,doll_0.47,-1.14_perc,23.68_perc,[]
4415,eXp World Holdings,EXPI,3773.0,doll_1.86 B,USA,doll_12.22,0.16_perc,-66.64_perc,[]
4416,Entra,ENTRA.OL,3770.0,doll_1.87 B,Norway,doll_10.28,-0.96_perc,-54.39_perc,['Realestate']
4417,,,,,,,,,
4418,,,,,,,,,
4419,ams AG,DQW1.F,3774.0,doll_1.86 B,Austria,doll_7.14,-0.56_perc,-61.36_perc,['Electronics']
4420,Warby Parker,WRBY,3769.0,doll_1.87 B,USA,doll_16.19,-1.04_perc,-67.13_perc,['Glassesandcontactlenses']
4421,TaskUs,TASK,3768.0,doll_1.87 B,USA,doll_19.21,0.63_perc,-54.37_perc,['Professionalservices']
4422,,,,,,,,,
4423,,,,,,,,,
4424,Rosseti,RSTI.ME,3765.0,doll_1.87 B,Russia,doll_0.01000,-0.26_perc,-50.00_perc,[]
4425,Burford Capital,BUR,3763.0,doll_1.87 B,Guernsey,doll_8.58,1.30_perc,-16.46_perc,['Financialservices']
4426,,,,,,,,,
4427,Embecta,EMBC,3764.0,doll_1.87 B,USA,doll_32.49,0.87_perc,,['Medicaldevices']
4428,Weber,WEBR,3760.0,doll_1.88 B,USA,doll_6.57,-2.09_perc,-51.37_perc,[]
4429,,,,,,,,,
4430,,,,,,,,,
4431,Victory Capital,VCTR,3758.0,doll_1.88 B,USA,doll_27.56,-3.03_perc,-21.68_perc,['Investment']
4432,Pigeon,7956.T,3757.0,doll_1.88 B,Japan,doll_15.78,-0.14_perc,-18.62_perc,[]
4433,,,,,,,,,
4434,,,,,,,,,
4435,Immunovant,IMVT,3755.0,doll_1.88 B,USA,doll_14.62,1.81_perc,82.98_perc,[]
4436,Sanoma,SANOMA.HE,3752.0,doll_1.88 B,Finland,doll_11.58,-6.61_perc,-22.65_perc,['MediaPress']
4437,,,,,,,,,
4438,,,,,,,,,
4439,Veritiv,VRTV,3751.0,doll_1.89 B,USA,doll_140.36,0.12_perc,4.29_perc,['Packaging']
4440,,,,,,,,,
4441,ArcBest,ARCB,3746.0,doll_1.89 B,USA,doll_77.65,0.09_perc,-26.80_perc,['Transportation']
4442,Bread Financial,BFH,3747.0,doll_1.89 B,USA,doll_38.01,-0.76_perc,-48.86_perc,['Financialservices']
4443,,,,,,,,,
4444,,,,,,,,,
4445,Empire State Realty Trust,ESRT,3744.0,doll_1.89 B,USA,doll_6.77,-0.73_perc,-27.59_perc,[]
4446,Lindsay Corporation,LNN,3743.0,doll_1.89 B,USA,doll_172.58,1.54_perc,13.64_perc,[]
4447,Redrow,RDW.L,3742.0,doll_1.90 B,UK,doll_5.62,-0.39_perc,-38.31_perc,['Construction']
4448,,,,,,,,,
4449,Xometry,XMTR,3741.0,doll_1.90 B,USA,doll_40.08,-5.20_perc,-10.36_perc,[]
4450,,,,,,,,,
4451,,,,,,,,,
4452,,,,,,,,,
4453,,,,,,,,,
4454,,,,,,,,,
4455,,,,,,,,,
4456,Hayward,HAYW,3733.0,doll_1.91 B,USA,doll_9.08,0.11_perc,-64.15_perc,[]
4457,,,,,,,,,
4458,,,,,,,,,
4459,,,,,,,,,
4460,,,,,,,,,
4461,,,,,,,,,
4462,TransMedics Group,TMDX,3727.0,doll_1.92 B,USA,doll_60.30,0.92_perc,155.73_perc,['Medicaldevices']
4463,Veracyte,VCYT,3726.0,doll_1.92 B,USA,doll_26.84,-1.50_perc,-34.85_perc,[]
4464,,,,,,,,,
4465,Carborundum Universal,CARBORUNIV.NS,3723.0,doll_1.93 B,India,doll_10.17,-0.07_perc,-17.32_perc,['Manufacturing']
4466,IIFL Wealth Management,IIFLWAM.NS,3725.0,doll_1.92 B,India,doll_21.66,-0.12_perc,9.23_perc,['Financialservices']
4467,NexGen Energy,NXE,3722.0,doll_1.93 B,Canada,doll_4.02,-0.74_perc,-13.73_perc,['Energy']
4468,,,,,,,,,
4469,,,,,,,,,
4470,,,,,,,,,
4471,,,,,,,,,
4472,Strategic Education,STRA,3716.0,doll_1.94 B,USA,doll_79.40,-0.01_perc,46.09_perc,['Education']
4473,,,,,,,,,
4474,,,,,,,,,
4475,,,,,,,,,
4476,,,,,,,,,
4477,,,,,,,,,
4478,,,,,,,,,
4479,,,,,,,,,
4480,,,,,,,,,
4481,StoneX Group,SNEX,3708.0,doll_1.96 B,USA,doll_96.44,-1.75_perc,50.85_perc,['Financialservices']
4482,,,,,,,,,
4483,,,,,,,,,
4484,,,,,,,,,
4485,Gogo Inflight Internet,GOGO,3703.0,doll_1.97 B,USA,doll_15.50,-1.65_perc,17.78_perc,['Telecommunication']
4486,,,,,,,,,
4487,,,,,,,,,
4488,Minerals Technologies,MTX,3701.0,doll_1.97 B,USA,doll_60.88,-0.44_perc,-11.51_perc,[]
4489,,,,,,,,,
4490,Mercury General,MCY,3679.0,doll_1.99 B,USA,doll_36.10,0.28_perc,-30.21_perc,[]
4491,Swissquote,SQN.SW,3682.0,doll_1.99 B,Switzerland,doll_133.32,0.48_perc,-33.16_perc,[]
4492,,,,,,,,,
4493,AtriCure,ATRC,3675.0,doll_2.00 B,USA,doll_43.05,1.65_perc,-39.43_perc,[]
4494,,,,,,,,,
4495,Flagstar Bank,FBC,3674.0,doll_2.00 B,USA,doll_37.54,1.16_perc,-21.58_perc,[]
4496,Winpak,WPK.TO,3676.0,doll_2.00 B,Canada,doll_30.80,0.00_perc,8.99_perc,['Packaging']
4497,Carpenter Technology,CRS,3672.0,doll_2.00 B,USA,doll_41.36,-1.22_perc,40.68_perc,['Steelindustry']
4498,,,,,,,,,
4499,,,,,,,,,
4500,,,,,,,,,
4501,PagerDuty,PD,3668.0,doll_2.01 B,USA,doll_22.42,0.49_perc,-33.05_perc,[]
4502,Silk Road Medical,SILK,3669.0,doll_2.01 B,USA,doll_52.88,0.53_perc,21.12_perc,['Medicaldevices']
4503,MVV Energie,MVV1.F,3667.0,doll_2.02 B,Germany,doll_30.69,1.39_perc,-23.62_perc,[]
4504,Nu Skin,NUS,3666.0,doll_2.02 B,USA,doll_40.98,-0.89_perc,-10.78_perc,[]
4505,Central Garden & Pet,CENT,3662.0,doll_2.02 B,USA,doll_38.88,-2.73_perc,-24.39_perc,[]
4506,,,,,,,,,
4507,Elgi Equipments,ELGIEQUIP.NS,3665.0,doll_2.02 B,India,doll_6.40,1.34_perc,56.10_perc,[]
4508,Plus500,P55.F,3663.0,doll_2.02 B,Israel,doll_21.23,-0.98_perc,30.65_perc,['Financialservices']
4509,,,,,,,,,
4510,,,,,,,,,
4511,Gestamp Automoción,GEST.MC,3659.0,doll_2.03 B,Spain,doll_3.54,-0.06_perc,-24.84_perc,['AutomotiveSuppliers']
4512,,,,,,,,,
4513,,,,,,,,,
4514,Gerresheimer,GXI.F,3655.0,doll_2.04 B,Germany,doll_64.37,-0.41_perc,-27.67_perc,[]
4515,,,,,,,,,
4516,First Advantage,FA,3653.0,doll_2.04 B,USA,doll_13.47,0.82_perc,-22.50_perc,['Professionalservices']
4517,,,,,,,,,
4518,Trupanion,TRUP,3649.0,doll_2.05 B,USA,doll_50.20,-2.28_perc,-67.70_perc,[]
4519,Kennametal,KMT,3650.0,doll_2.05 B,USA,doll_25.45,0.83_perc,-31.57_perc,[]
4520,,,,,,,,,
4521,,,,,,,,,
4522,PriceSmart,PSMT,3648.0,doll_2.05 B,USA,doll_66.51,-1.83_perc,-10.28_perc,[]
4523,,,,,,,,,
4524,Cranswick,CWK.L,3645.0,doll_2.06 B,UK,doll_38.49,0.35_perc,-21.14_perc,['Food']
4525,Corbion,CRBN.AS,3644.0,doll_2.06 B,Netherlands,doll_34.70,0.61_perc,-24.57_perc,[]
4526,Future plc,FUTR.L,3643.0,doll_2.06 B,UK,doll_16.10,-1.34_perc,-65.88_perc,['MediaPress']
4527,AeroVironment,AVAV,3641.0,doll_2.07 B,USA,doll_82.37,-3.22_perc,42.07_perc,[]
4528,American Assets Trust,AAT,3642.0,doll_2.06 B,USA,doll_26.98,0.48_perc,-25.70_perc,[]
4529,Evertec,EVTC,3640.0,doll_2.07 B,USA,doll_31.82,-0.34_perc,-36.41_perc,['Financialservices']
4530,,,,,,,,,
4531,Canfor,CFP.TO,3638.0,doll_2.08 B,Canada,doll_16.98,0.13_perc,-26.78_perc,[]
4532,St. Joe Company,JOE,3636.0,doll_2.08 B,USA,doll_35.69,0.93_perc,-29.65_perc,['Realestate']
4533,,,,,,,,,
4534,,,,,,,,,
4535,NuVasive,NUVA,3634.0,doll_2.08 B,USA,doll_40.03,3.25_perc,-21.57_perc,[]
4536,,,,,,,,,
4537,,,,,,,,,
4538,Ryman Healthcare,RYM.NZ,3631.0,doll_2.09 B,New Zealand,doll_4.19,-1.49_perc,-47.89_perc,['Healthcare']
4539,,,,,,,,,
4540,INFICON,IFCN.SW,3630.0,doll_2.09 B,Switzerland,doll_858.34,-0.86_perc,-36.45_perc,['ScientificTechnicalInstruments']
4541,,,,,,,,,
4542,New India Assurance,NIACL.NS,3626.0,doll_2.10 B,India,doll_1.28,-1.13_perc,-32.98_perc,['Insurance']
4543,Pacific Biosciences,PACB,3628.0,doll_2.10 B,USA,doll_9.30,2.20_perc,-59.10_perc,[]
4544,CompuGroup Medical,COP.DE,3623.0,doll_2.10 B,Germany,doll_39.43,0.64_perc,-48.74_perc,[]
4545,,,,,,,,,
4546,,,,,,,,,
4547,GMS,GMS,3622.0,doll_2.11 B,USA,doll_49.38,3.13_perc,-18.47_perc,['Buildingmaterials']
4548,,,,,,,,,
4549,OC Oerlikon,OERL.SW,3621.0,doll_2.11 B,Switzerland,doll_6.47,-2.17_perc,-36.44_perc,['Manufacturing']
4550,,,,,,,,,
4551,,,,,,,,,
4552,Electra,ELTR.TA,3618.0,doll_2.11 B,Israel,doll_551.92,-0.92_perc,,[]
4553,,,,,,,,,
4554,Bowlero,BOWL,3615.0,doll_2.12 B,USA,doll_12.83,-2.66_perc,28.69_perc,['Entertainment']
4555,Edgewell Personal Care,EPC,3614.0,doll_2.12 B,USA,doll_41.34,-0.05_perc,-4.46_perc,['Personalcare']
4556,,,,,,,,,
4557,,,,,,,,,
4558,Stella-Jones,SJ.TO,3611.0,doll_2.13 B,Canada,doll_35.81,0.93_perc,10.59_perc,[]
4559,Kadant,KAI,3612.0,doll_2.13 B,USA,doll_182.62,-2.00_perc,-22.49_perc,[]
4560,,,,,,,,,
4561,,,,,,,,,
4562,Cracker Barrel,CBRL,3606.0,doll_2.13 B,USA,doll_95.67,-0.32_perc,-24.92_perc,[]
4563,Mallplaza,MALLPLAZA.SN,3607.0,doll_2.13 B,Chile,doll_1.09,-0.95_perc,10.10_perc,['Realestate']
4564,Alfen,ALFEN.AS,3605.0,doll_2.13 B,Netherlands,doll_98.51,0.41_perc,-0.54_perc,[]
4565,,,,,,,,,
4566,,,,,,,,,
4567,Pacira Biosciences,PCRX,3601.0,doll_2.14 B,USA,doll_46.71,-0.55_perc,-17.76_perc,[]
4568,Pactiv Evergreen,PTVE,3602.0,doll_2.14 B,USA,doll_12.04,-0.58_perc,-3.99_perc,['Packaging']
4569,WaFd Bank,WAFD,3583.0,doll_2.17 B,USA,doll_33.28,-0.51_perc,-0.92_perc,[]
4570,,,,,,,,,
4571,Cavco Industries,CVCO,3582.0,doll_2.17 B,USA,doll_244.05,1.27_perc,-24.93_perc,[]
4572,,,,,,,,,
4573,,,,,,,,,
4574,Office Depot,ODP,3581.0,doll_2.17 B,USA,doll_47.48,-0.15_perc,20.05_perc,['Retail']
4575,,,,,,,,,
4576,,,,,,,,,
4577,Bharat Dynamics,BDL.NS,3575.0,doll_2.18 B,India,doll_11.94,2.09_perc,122.76_perc,['Defensecontractors']
4578,Maple Leaf Foods,MFI.TO,3576.0,doll_2.18 B,Canada,doll_17.63,0.21_perc,-22.88_perc,['Food']
4579,,,,,,,,,
4580,,,,,,,,,
4581,,,,,,,,,
4582,,,,,,,,,
4583,Verra Mobility,VRRM,3570.0,doll_2.20 B,USA,doll_14.69,-2.72_perc,-4.92_perc,[]
4584,PIERER Mobility,PMAG.F,3569.0,doll_2.20 B,Austria,doll_65.36,-0.32_perc,-29.03_perc,['MotorcycleManufacturers']
4585,Hanesbrands,HBI,3568.0,doll_2.20 B,USA,doll_6.32,-0.16_perc,-63.68_perc,[]
4586,,,,,,,,,
4587,,,,,,,,,
4588,Dermapharm,DMP.F,3565.0,doll_2.20 B,Germany,doll_40.98,-2.74_perc,-53.96_perc,[]
4589,,,,,,,,,
4590,JOYY,YY,3564.0,doll_2.20 B,China,doll_31.17,-3.77_perc,-34.49_perc,[]
4591,Netwealth,NWL.AX,3561.0,doll_2.21 B,Australia,doll_9.07,-3.02_perc,-15.07_perc,['Financialservices']
4592,Elkem,ELK.OL,3563.0,doll_2.21 B,Norway,doll_3.49,0.40_perc,6.73_perc,['Chemicals']
4593,,,,,,,,,
4594,,,,,,,,,
4595,Progress Software,PRGS,3559.0,doll_2.21 B,USA,doll_51.57,-0.65_perc,6.07_perc,[]
4596,Sonos,SONO,3557.0,doll_2.21 B,USA,doll_17.52,-0.62_perc,-43.41_perc,['Electronics']
4597,IIFL Finance,IIFL.NS,3556.0,doll_2.22 B,India,doll_5.84,1.42_perc,35.50_perc,['Financialservices']
4598,Kajaria Ceramics,KAJARIACER.NS,3555.0,doll_2.22 B,India,doll_13.93,0.09_perc,-6.70_perc,[]
4599,,,,,,,,,
4600,,,,,,,,,
4601,Tricon Residential,TCN,3552.0,doll_2.23 B,Canada,doll_8.15,-0.61_perc,-43.32_perc,['Realestate']
4602,Cyfrowy Polsat,CP9.F,3551.0,doll_2.23 B,Poland,doll_4.02,-0.57_perc,-51.97_perc,[]
4603,,,,,,,,,
4604,,,,,,,,,
4605,,,,,,,,,
4606,,,,,,,,,
4607,,,,,,,,,
4608,Fine Organics,FINEORG.NS,3545.0,doll_2.24 B,India,doll_73.12,-0.25_perc,51.67_perc,['Food']
4609,,,,,,,,,
4610,,,,,,,,,
4611,Arconic,ARNC,3541.0,doll_2.25 B,USA,doll_22.18,-2.59_perc,-23.28_perc,[]
4612,Four Corners Property Trust,FCPT,3540.0,doll_2.25 B,USA,doll_26.80,-0.33_perc,-4.49_perc,[]
4613,,,,,,,,,
4614,KWS,KWS.F,3543.0,doll_2.24 B,Germany,doll_67.26,-0.62_perc,-17.57_perc,[]
4615,,,,,,,,,
4616,,,,,,,,,
4617,,,,,,,,,
4618,,,,,,,,,
4619,Alignment Healthcare,ALHC,3534.0,doll_2.25 B,USA,doll_12.06,-1.07_perc,-20.40_perc,['Healthcare']
4620,,,,,,,,,
4621,LGI Homes,LGIH,3531.0,doll_2.26 B,USA,doll_97.17,2.45_perc,-38.06_perc,[]
4622,Navient,NAVI,3530.0,doll_2.26 B,USA,doll_16.70,0.30_perc,-20.93_perc,[]
4623,,,,,,,,,
4624,WD-40 Company,WDFC,3529.0,doll_2.26 B,USA,doll_166.85,-0.30_perc,-29.15_perc,[]
4625,Rogers Corporation,ROG,3528.0,doll_2.26 B,USA,doll_120.49,1.18_perc,-55.57_perc,['Electronics']
4626,,,,,,,,,
4627,Tronox,TROX,3526.0,doll_2.26 B,USA,doll_14.69,-0.41_perc,-35.88_perc,['Chemicals']
4628,ViaSat,VSAT,3525.0,doll_2.27 B,USA,doll_30.04,-4.70_perc,-35.05_perc,[]
4629,Leslie's,LESL,3524.0,doll_2.27 B,USA,doll_12.39,-3.50_perc,-43.55_perc,[]
4630,Resideo Technologies,REZI,3522.0,doll_2.27 B,USA,doll_15.58,0.13_perc,-42.12_perc,[]
4631,,,,,,,,,
4632,Arcus Biosciences,RCUS,3521.0,doll_2.27 B,USA,doll_31.44,-1.26_perc,-31.20_perc,['Biotech']
4633,WH Smith,SMWH.L,3520.0,doll_2.27 B,UK,doll_17.40,-1.17_perc,-7.45_perc,['Retail']
4634,,,,,,,,,
4635,,,,,,,,,
4636,,,,,,,,,
4637,,,,,,,,,
4638,Matson,MATX,3517.0,doll_2.28 B,USA,doll_60.53,-1.71_perc,-29.16_perc,[]
4639,,,,,,,,,
4640,,,,,,,,,
4641,Outokumpu,OUT1V.HE,3512.0,doll_2.29 B,Finland,doll_5.11,1.04_perc,-14.83_perc,[]
4642,,,,,,,,,
4643,,,,,,,,,
4644,,,,,,,,,
4645,Kemira,KEMIRA.HE,3507.0,doll_2.29 B,Finland,doll_15.00,0.85_perc,-1.70_perc,['Pulpandpaper']
4646,,,,,,,,,
4647,Trulieve Cannabis,TRUL.CN,3504.0,doll_2.30 B,USA,doll_12.38,-10.44_perc,-49.76_perc,['Cannabis']
4648,ALSO Holding,ALSN.SW,3502.0,doll_2.30 B,Switzerland,doll_179.53,-1.40_perc,-42.21_perc,[]
4649,Capstone Copper,CS.TO,3503.0,doll_2.30 B,Canada,doll_3.33,-1.73_perc,-27.13_perc,['Mining']
4650,,,,,,,,,
4651,,,,,,,,,
4652,,,,,,,,,
4653,United Natural Foods,UNFI,3481.0,doll_2.32 B,USA,doll_38.84,-14.79_perc,-20.93_perc,['Manufacturing']
4654,,,,,,,,,
4655,Chorus,CNU.NZ,3483.0,doll_2.32 B,New Zealand,doll_5.21,1.36_perc,12.28_perc,['Telecommunication']
4656,Jumbo S.A.,5JB.F,3480.0,doll_2.32 B,Greece,doll_16.38,0.52_perc,11.43_perc,['Retail']
4657,,,,,,,,,
4658,Artisan Partners,APAM,3478.0,doll_2.33 B,USA,doll_34.36,0.59_perc,-24.75_perc,[]
4659,,,,,,,,,
4660,Dana,DAN,3477.0,doll_2.33 B,USA,doll_16.29,-1.27_perc,-30.15_perc,[]
4661,EnPro Industries,NPO,3475.0,doll_2.33 B,USA,doll_112.35,-2.51_perc,2.89_perc,['Manufacturing']
4662,Itron,ITRI,3474.0,doll_2.33 B,USA,doll_51.77,-1.11_perc,-20.53_perc,[]
4663,,,,,,,,,
4664,,,,,,,,,
4665,,,,,,,,,
4666,NetLink Trust,CJLU.SI,3473.0,doll_2.34 B,Singapore,doll_0.60,0.00_perc,-18.92_perc,['Telecommunication']
4667,Freenet,FNTN.F,3471.0,doll_2.34 B,Germany,doll_21.15,-0.45_perc,-17.12_perc,['Telecommunication']
4668,Focus Financial Partners,FOCS,3468.0,doll_2.34 B,USA,doll_35.58,-3.18_perc,-45.70_perc,[]
4669,,,,,,,,,
4670,Whirlpool India,WHIRLPOOL.NS,3465.0,doll_2.34 B,India,doll_18.49,0.71_perc,-30.77_perc,[]
4671,United Industrial Corporation,U06.SI,3467.0,doll_2.34 B,Singapore,doll_1.64,-0.89_perc,-15.46_perc,['Realestate']
4672,,,,,,,,,
4673,Österreichische Post,POST.VI,3464.0,doll_2.34 B,Austria,doll_34.73,-0.15_perc,-19.23_perc,['Courier']
4674,Hensoldt,HAG.F,3462.0,doll_2.35 B,Germany,doll_22.38,0.95_perc,55.20_perc,['Defensecontractors']
4675,,,,,,,,,
4676,Holly Energy Partners,HEP,3460.0,doll_2.35 B,USA,doll_18.63,0.54_perc,10.96_perc,[]
4677,Prestige Group,PRESTIGE.NS,3459.0,doll_2.35 B,India,doll_5.88,-0.94_perc,0.51_perc,['Realestate']
4678,,,,,,,,,
4679,,,,,,,,,
4680,SJW Group,SJW,3454.0,doll_2.36 B,USA,doll_77.98,-0.23_perc,12.27_perc,['Utilitycompanies']
4681,McGrath RentCorp,MGRC,3456.0,doll_2.36 B,USA,doll_96.90,-0.10_perc,21.90_perc,['Realestate']
4682,Tata Teleservices,TTML.NS,3455.0,doll_2.36 B,India,doll_1.21,-1.63_perc,-35.64_perc,['Telecommunication']
4683,,,,,,,,,
4684,Gudang Garam,GGG.F,3452.0,doll_2.36 B,Indonesia,doll_1.12,0.94_perc,-48.15_perc,['Tobacco']
4685,Gentherm,THRM,3451.0,doll_2.36 B,USA,doll_71.36,-3.50_perc,-16.37_perc,[]
4686,,,,,,,,,
4687,ACADIA Pharmaceuticals,ACAD,3448.0,doll_2.37 B,USA,doll_14.66,-1.61_perc,-31.24_perc,[]
4688,,,,,,,,,
4689,Dunelm Group,DNLM.L,3447.0,doll_2.37 B,UK,doll_11.79,-2.12_perc,-35.71_perc,['Retail']
4690,,,,,,,,,
4691,Sun TV Network,SUNTV.NS,3446.0,doll_2.37 B,India,doll_6.03,0.78_perc,-14.47_perc,['MediaPress']
4692,,,,,,,,,
4693,,,,,,,,,
4694,Siltronic,WAF.F,3441.0,doll_2.38 B,Germany,doll_79.45,-1.43_perc,-47.72_perc,[]
4695,Integer Holdings,ITGR,3442.0,doll_2.38 B,USA,doll_71.85,0.27_perc,-15.23_perc,[]
4696,Trinity Industries,TRN,3440.0,doll_2.39 B,USA,doll_29.38,-0.64_perc,5.72_perc,[]
4697,,,,,,,,,
4698,,,,,,,,,
4699,SATS,S58.SI,3438.0,doll_2.39 B,Singapore,doll_2.13,1.05_perc,-26.04_perc,['Food']
4700,,,,,,,,,
4701,Kontoor Brands,KTB,3436.0,doll_2.39 B,USA,doll_43.18,0.21_perc,-20.63_perc,['Clothing']
4702,,,,,,,,,
4703,,,,,,,,,
4704,,,,,,,,,
4705,,,,,,,,,
4706,Kyndryl,KD,3431.0,doll_2.40 B,USA,doll_10.60,-3.20_perc,-44.59_perc,['ITservices']
4707,Helen of Troy,HELE,3429.0,doll_2.40 B,USA,doll_100.33,1.51_perc,-60.19_perc,[]
4708,,,,,,,,,
4709,Ansell,ANN.AX,3427.0,doll_2.40 B,Australia,doll_18.92,-1.16_perc,-15.35_perc,['GlovesPPE']
4710,VIAVI Solutions,VIAV,3425.0,doll_2.41 B,USA,doll_10.66,0.00_perc,-34.24_perc,[]
4711,Nova Measuring Instruments,NVMI,3426.0,doll_2.40 B,Israel,doll_83.94,-2.22_perc,-35.16_perc,[]
4712,,,,,,,,,
4713,Dürr,DUE.F,3423.0,doll_2.41 B,Germany,doll_34.89,1.03_perc,-20.16_perc,[]
4714,Krispy Kreme,DNUT,3422.0,doll_2.41 B,USA,doll_14.43,-2.89_perc,-8.67_perc,['Food']
4715,,,,,,,,,
4716,,,,,,,,,
4717,Sage Therapeutics,SAGE,3419.0,doll_2.41 B,USA,doll_40.64,-2.33_perc,2.63_perc,[]
4718,,,,,,,,,
4719,National Health Investors,NHI,3417.0,doll_2.41 B,USA,doll_55.76,-1.13_perc,0.74_perc,[]
4720,,,,,,,,,
4721,Spectrum Brands,SPB,3416.0,doll_2.41 B,USA,doll_59.33,-2.37_perc,-40.08_perc,[]
4722,Sylvamo,SLVM,3414.0,doll_2.42 B,USA,doll_54.97,0.18_perc,72.54_perc,['Pulpandpaper']
4723,Emami,EMAMILTD.NS,3412.0,doll_2.43 B,India,doll_5.51,-0.63_perc,-21.62_perc,[]
4724,,,,,,,,,
4725,Alarm.com,ALRM,3411.0,doll_2.43 B,USA,doll_48.79,0.49_perc,-40.32_perc,[]
4726,,,,,,,,,
4727,,,,,,,,,
4728,Apollo Tyres,APOLLOTYRE.NS,3405.0,doll_2.44 B,India,doll_3.85,0.76_perc,38.49_perc,['Tires']
4729,Primo Water,PRMW,3407.0,doll_2.44 B,USA,doll_15.22,-0.91_perc,-13.28_perc,[]
4730,,,,,,,,,
4731,,,,,,,,,
4732,Energizer Holdings,ENR,3404.0,doll_2.44 B,USA,doll_34.31,-0.06_perc,-12.36_perc,[]
4733,,,,,,,,,
4734,Mr Price Group,MRP.JO,3400.0,doll_2.45 B,South Africa,doll_9.65,-0.88_perc,-20.77_perc,['Retail']
4735,,,,,,,,,
4736,Hang Lung Group,0010.HK,3382.0,doll_2.48 B,Hong Kong,doll_1.82,0.85_perc,-18.39_perc,['Investment']
4737,Genworth Financial,GNW,3381.0,doll_2.48 B,USA,doll_5.00,0.00_perc,25.63_perc,['Insurance']
4738,,,,,,,,,
4739,,,,,,,,,
4740,,,,,,,,,
4741,,,,,,,,,
4742,Red Rock Resorts,RRR,3377.0,doll_2.48 B,USA,doll_42.87,-0.63_perc,-11.88_perc,[]
4743,,,,,,,,,
4744,,,,,,,,,
4745,,,,,,,,,
4746,,,,,,,,,
4747,Multiplan Empreendimentos Imobiliários,MULT3.SA,3372.0,doll_2.49 B,Brazil,doll_4.25,1.01_perc,20.40_perc,['Realestate']
4748,,,,,,,,,
4749,Life Time Group,LTH,3368.0,doll_2.50 B,USA,doll_12.88,0.70_perc,-39.64_perc,['Wellness']
4750,,,,,,,,,
4751,,,,,,,,,
4752,,,,,,,,,
4753,TransAlta,TAC,3365.0,doll_2.50 B,Canada,doll_9.28,0.22_perc,-13.51_perc,[]
4754,,,,,,,,,
4755,Endurance Technologies,ENDURANCE.NS,3363.0,doll_2.50 B,India,doll_17.83,0.39_perc,-23.18_perc,[]
4756,,,,,,,,,
4757,,,,,,,,,
4758,O-I Glass,OI,3360.0,doll_2.51 B,USA,doll_16.20,-0.55_perc,39.53_perc,[]
4759,Piramal Enterprises,PEL.NS,3358.0,doll_2.52 B,India,doll_10.57,-1.05_perc,-69.17_perc,['Healthcare']
4760,,,,,,,,,
4761,Allreal Holding,ALLN.SW,3359.0,doll_2.51 B,Switzerland,doll_152.33,-1.24_perc,-28.14_perc,['Realestate']
4762,,,,,,,,,
4763,Corcept Therapeutics,CORT,3353.0,doll_2.53 B,USA,doll_23.52,2.89_perc,7.20_perc,[]
4764,BlackBerry,BB,3354.0,doll_2.52 B,Canada,doll_4.37,-4.59_perc,-52.96_perc,['Tech']
4765,,,,,,,,,
4766,MGE Energy,MGEE,3350.0,doll_2.53 B,USA,doll_70.06,-0.72_perc,-8.89_perc,[]
4767,,,,,,,,,
4768,,,,,,,,,
4769,Coca-Cola İçecek,CCOLA.IS,3345.0,doll_2.53 B,Turkey,doll_9.98,-0.85_perc,43.19_perc,['Beverages']
4770,Vidrala,VID.MC,3349.0,doll_2.53 B,Spain,doll_82.81,0.25_perc,-12.44_perc,['Manufacturing']
4771,,,,,,,,,
4772,,,,,,,,,
4773,CRISIL,CRISIL.NS,3343.0,doll_2.54 B,India,doll_34.83,1.53_perc,-14.11_perc,['Financialservices']
4774,,,,,,,,,
4775,,,,,,,,,
4776,,,,,,,,,
4777,CorVel Corporation,CRVL,3342.0,doll_2.54 B,USA,doll_147.59,1.84_perc,-25.01_perc,['Healthcare']
4778,,,,,,,,,
4779,NETSCOUT,NTCT,3340.0,doll_2.55 B,USA,doll_35.35,-0.14_perc,13.41_perc,[]
4780,,,,,,,,,
4781,Insmed,INSM,3333.0,doll_2.56 B,USA,doll_18.93,-0.26_perc,-32.61_perc,[]
4782,Ströer,SAX.F,3337.0,doll_2.56 B,Germany,doll_45.19,-0.83_perc,-41.59_perc,[]
4783,,,,,,,,,
4784,,,,,,,,,
4785,Zain Saudi Arabia,7030.SR,3339.0,doll_2.55 B,Saudi Arabia,doll_2.85,-0.93_perc,-12.58_perc,['Telecommunication']
4786,Extreme Networks,EXTR,3331.0,doll_2.56 B,USA,doll_19.55,-0.20_perc,39.54_perc,['Telecommunicationsequipment']
4787,,,,,,,,,
4788,,,,,,,,,
4789,Grindwell Norton,GRINDWELL.NS,3329.0,doll_2.57 B,India,doll_23.24,-0.87_perc,3.70_perc,[]
4790,,,,,,,,,
4791,,,,,,,,,
4792,,,,,,,,,
4793,,,,,,,,,
4794,Privia Health Group,PRVA,3323.0,doll_2.58 B,USA,doll_22.58,-1.22_perc,3.11_perc,['Healthcare']
4795,Britvic,BVIC.L,3322.0,doll_2.58 B,UK,doll_9.90,-0.43_perc,-19.18_perc,['Beverages']
4796,International Distributions Services (Royal Mail),IDS.L,3321.0,doll_2.58 B,UK,doll_2.59,-2.11_perc,,['Courier']
4797,CNO Financial Group,CNO,3319.0,doll_2.58 B,USA,doll_22.63,-0.22_perc,-4.88_perc,[]
