,name,code,rank,marketcap,country,shareprice,change_1day,change_1year,categories
4023,,,,,,,,,
4024,Archrock,AROC,4258.0,doll_1.30 B,USA,doll_8.40,-1.29_perc,8.81_perc,[]
4025,AMAG Austria Metall,AM8.F,4257.0,doll_1.30 B,Austria,doll_35.83,0.00_perc,-19.01_perc,[]
4026,GrafTech,EAF,4253.0,doll_1.31 B,USA,doll_5.11,-6.58_perc,-57.17_perc,[]
4027,,,,,,,,,
4028,Medifast,MED,4255.0,doll_1.30 B,USA,doll_119.88,1.96_perc,-41.34_perc,[]
4029,PRA Group,PRAA,4254.0,doll_1.31 B,USA,doll_33.63,-1.84_perc,-24.43_perc,['Financialservices']
4030,Aris Water Solutions,ARIS,4251.0,doll_1.31 B,USA,doll_14.75,-3.85_perc,4.98_perc,[]
4031,Everi Holdings,EVRI,4250.0,doll_1.31 B,USA,doll_14.69,-2.72_perc,-31.29_perc,['Gambling']
4032,Rent-A-Center,RCII,4252.0,doll_1.31 B,USA,doll_23.59,-0.25_perc,-52.10_perc,[]
4033,,,,,,,,,
4034,,,,,,,,,
4035,,,,,,,,,
4036,Montrose Environmental,MEG,4248.0,doll_1.31 B,USA,doll_44.35,3.33_perc,-37.20_perc,[]
4037,Partner Communications,PTNR,4243.0,doll_1.32 B,Israel,doll_7.02,-5.01_perc,-0.85_perc,[]
4038,,,,,,,,,
4039,Celestica,CLS,4246.0,doll_1.32 B,Canada,doll_10.80,0.28_perc,-1.19_perc,[]
4040,Mahindra CIE,MAHINDCIE.NS,4242.0,doll_1.32 B,India,doll_3.49,-1.05_perc,10.09_perc,['AutomotiveSuppliers']
4041,,,,,,,,,
4042,,,,,,,,,
4043,,,,,,,,,
4044,Apollo Medical Holdings,AMEH,4237.0,doll_1.32 B,USA,doll_29.20,-1.38_perc,-64.05_perc,['Healthcare']
4045,,,,,,,,,
4046,,,,,,,,,
4047,,,,,,,,,
4048,,,,,,,,,
4049,,,,,,,,,
4050,Jasa Marga,JSMR.JK,4229.0,doll_1.33 B,Indonesia,doll_0.18,0.00_perc,-35.71_perc,[]
4051,Textainer Group,TGH,4231.0,doll_1.33 B,Bermuda,doll_29.75,1.64_perc,-15.75_perc,['RentalLeasingServices']
4052,,,,,,,,,
4053,,,,,,,,,
4054,,,,,,,,,
4055,GAG Immobilien,GWK3.HM,4227.0,doll_1.34 B,Germany,doll_83.02,0.00_perc,-46.31_perc,['Realestate']
4056,Treace Medical Concepts,TMCI,4225.0,doll_1.34 B,USA,doll_24.22,1.42_perc,33.37_perc,['Medicaldevices']
4057,Finolex Industries,FINPIPE.NS,4224.0,doll_1.34 B,India,doll_2.17,4.96_perc,-19.03_perc,[]
4058,,,,,,,,,
4059,,,,,,,,,
4060,,,,,,,,,
4061,,,,,,,,,
4062,,,,,,,,,
4063,Bodycote,BOY.L,4220.0,doll_1.35 B,UK,doll_7.06,-1.44_perc,-37.02_perc,[]
4064,,,,,,,,,
4065,Universal Corporation,UVV,4216.0,doll_1.35 B,USA,doll_55.11,-0.72_perc,11.51_perc,['Tobacco']
4066,,,,,,,,,
4067,,,,,,,,,
4068,,,,,,,,,
4069,,,,,,,,,
4070,,,,,,,,,
4071,Fiskars,FSKRS.HE,4209.0,doll_1.35 B,Finland,doll_16.86,-0.37_perc,-31.46_perc,[]
4072,EchoStar,SATS,4210.0,doll_1.35 B,USA,doll_16.33,-0.24_perc,-38.63_perc,[]
4073,,,,,,,,,
4074,Afya,AFYA,4207.0,doll_1.36 B,Brazil,doll_15.14,-0.20_perc,6.62_perc,['Education']
4075,Aether Industries,AETHER.NS,4206.0,doll_1.36 B,India,doll_10.95,-1.32_perc,,['Chemicals']
4076,Deutsche EuroShop,DEQ.F,4205.0,doll_1.36 B,Germany,doll_22.09,0.77_perc,36.11_perc,[]
4077,YTL Corporation Berhad,1773.T,4204.0,doll_1.36 B,Malaysia,doll_0.12,-5.56_perc,-20.00_perc,[]
4078,goeasy,GSY.TO,4202.0,doll_1.36 B,Canada,doll_83.49,-0.82_perc,-41.66_perc,['Financialservices']
4079,,,,,,,,,
4080,,,,,,,,,
4081,,,,,,,,,
4082,,,,,,,,,
4083,,,,,,,,,
4084,,,,,,,,,
4085,,,,,,,,,
4086,,,,,,,,,
4087,,,,,,,,,
4088,,,,,,,,,
4089,,,,,,,,,
4090,Hudson Pacific Properties,HPP,4174.0,doll_1.39 B,USA,doll_9.77,-3.65_perc,-61.91_perc,[]
4091,,,,,,,,,
4092,Hudbay Minerals,HBM,4170.0,doll_1.39 B,Canada,doll_5.34,-2.91_perc,-24.89_perc,[]
4093,,,,,,,,,
4094,,,,,,,,,
4095,dormakaba,DOKA.SW,4168.0,doll_1.40 B,Switzerland,doll_335.16,-2.77_perc,-48.13_perc,['SecurityProtectionServices']
4096,,,,,,,,,
4097,Pilot Corporation,7846.T,4167.0,doll_1.40 B,Japan,doll_35.51,0.31_perc,-9.25_perc,['Manufacturing']
4098,,,,,,,,,
4099,PVR Cinemas,PVR.NS,4163.0,doll_1.40 B,India,doll_22.99,1.35_perc,22.55_perc,['Entertainment']
4100,Inter Cars,CAR.WA,4164.0,doll_1.40 B,Poland,doll_98.96,0.23_perc,-8.52_perc,[]
4101,Infinera,INFN,4161.0,doll_1.40 B,USA,doll_6.39,-2.74_perc,-23.93_perc,['Telecommunicationsequipment']
4102,,,,,,,,,
4103,,,,,,,,,
4104,,,,,,,,,
4105,Summerset Holdings,SUM.NZ,4158.0,doll_1.40 B,New Zealand,doll_6.07,-0.21_perc,-31.10_perc,['MedicalCareFacilities']
4106,,,,,,,,,
4107,Sovos Brands,SOVO,4156.0,doll_1.41 B,USA,doll_13.97,-1.34_perc,-13.23_perc,['Food']
4108,Suzlon,SUZLON.NS,4155.0,doll_1.41 B,India,doll_0.12,-0.51_perc,33.33_perc,['Renewableenergy']
4109,OSI Systems,OSIS,4153.0,doll_1.41 B,USA,doll_83.91,-2.24_perc,-9.70_perc,[]
4110,Tecnoglass,TGLS,4152.0,doll_1.41 B,Colombia,doll_29.67,-2.59_perc,-9.60_perc,[]
4111,,,,,,,,,
4112,,,,,,,,,
4113,Uni-Select,UNS.TO,4150.0,doll_1.41 B,Canada,doll_32.35,0.05_perc,58.58_perc,[]
4114,Upwork,UPWK,4147.0,doll_1.41 B,USA,doll_10.81,-0.92_perc,-71.39_perc,[]
4115,,,,,,,,,
4116,CarGurus,CARG,4148.0,doll_1.41 B,USA,doll_11.93,-1.89_perc,-69.52_perc,[]
4117,,,,,,,,,
4118,K12,LRN,4145.0,doll_1.42 B,USA,doll_33.05,-1.05_perc,-0.96_perc,['Education']
4119,,,,,,,,,
4120,MillerKnoll,MLKN,4143.0,doll_1.42 B,USA,doll_18.84,-2.94_perc,-52.69_perc,['Furniture']
4121,,,,,,,,,
4122,,,,,,,,,
4123,,,,,,,,,
4124,,,,,,,,,
4125,The Chefs' Warehouse,CHEF,4138.0,doll_1.42 B,USA,doll_37.26,-1.66_perc,13.74_perc,['Food']
4126,Clearfield,CLFD,4136.0,doll_1.43 B,USA,doll_103.51,-6.22_perc,57.53_perc,[]
4127,BASF India,BASF.NS,4137.0,doll_1.42 B,India,doll_32.98,-0.68_perc,-14.20_perc,['Chemicals']
4128,InterDigital,IDCC,4135.0,doll_1.43 B,USA,doll_48.23,-0.66_perc,-31.93_perc,[]
4129,AVI Limited,AVI.JO,4133.0,doll_1.43 B,South Africa,doll_4.32,0.23_perc,-7.89_perc,['Food']
4130,Alembic Pharmaceuticals,APLLTD.NS,4134.0,doll_1.43 B,India,doll_7.28,1.97_perc,-30.67_perc,['Pharmaceuticals']
4131,Twist Bioscience,TWST,4132.0,doll_1.43 B,USA,doll_25.32,-2.20_perc,-71.14_perc,[]
4132,Planet Labs,PL,4130.0,doll_1.43 B,USA,doll_5.32,1.53_perc,-50.79_perc,['Aerospace']
4133,PMetal (Press Metal Aluminium),8869.KL,4131.0,doll_1.43 B,Malaysia,doll_1.10,1.04_perc,-14.06_perc,['Aluminum']
4134,Global Net Lease,GNL,4127.0,doll_1.43 B,USA,doll_13.53,1.58_perc,-10.93_perc,[]
4135,,,,,,,,,
4136,,,,,,,,,
4137,,,,,,,,,
4138,,,,,,,,,
4139,,,,,,,,,
4140,,,,,,,,,
4141,,,,,,,,,
4142,,,,,,,,,
4143,,,,,,,,,
4144,,,,,,,,,
4145,,,,,,,,,
4146,Brinker International,EAT,4117.0,doll_1.44 B,USA,doll_32.82,-0.36_perc,-10.60_perc,[]
4147,Top Glove,BVA.SI,4116.0,doll_1.44 B,Malaysia,doll_0.18,-2.00_perc,-69.49_perc,['GlovesPPE']
4148,KAR Auction Services,KAR,4115.0,doll_1.44 B,USA,doll_13.28,-3.21_perc,-19.56_perc,[]
4149,Nongshim,004370.KS,4114.0,doll_1.44 B,South Korea,doll_250.17,0.15_perc,0.28_perc,['Food']
4150,Cinemark Theatres,CNK,4113.0,doll_1.44 B,USA,doll_12.02,-4.68_perc,-29.58_perc,['Entertainment']
4151,FibroGen,FGEN,4112.0,doll_1.44 B,USA,doll_15.43,-2.28_perc,6.12_perc,[]
4152,Yanlord,Z25.SI,4111.0,doll_1.45 B,Singapore,doll_0.75,0.99_perc,-6.25_perc,['Realestate']
4153,,,,,,,,,
4154,,,,,,,,,
4155,,,,,,,,,
4156,,,,,,,,,
4157,,,,,,,,,
4158,,,,,,,,,
4159,,,,,,,,,
4160,,,,,,,,,
4161,,,,,,,,,
4162,Loma Negra,LOMA,4079.0,doll_1.48 B,Argentina,doll_6.29,-0.47_perc,-0.79_perc,[]
4163,,,,,,,,,
4164,Richelieu Hardware,RCH.TO,4080.0,doll_1.48 B,Canada,doll_26.62,-0.19_perc,-21.10_perc,['Manufacturing']
4165,,,,,,,,,
4166,,,,,,,,,
4167,KEC International,KEC.NS,4075.0,doll_1.49 B,India,doll_5.82,10.43_perc,-1.52_perc,['Construction']
4168,Gibraltar Industries,ROCK,4076.0,doll_1.49 B,USA,doll_48.31,-0.80_perc,-33.11_perc,[]
4169,Trisura Group,TSU.TO,4074.0,doll_1.49 B,Canada,doll_32.74,1.38_perc,-5.18_perc,['Insurance']
4170,,,,,,,,,
4171,,,,,,,,,
4172,,,,,,,,,
4173,,,,,,,,,
4174,,,,,,,,,
4175,,,,,,,,,
4176,,,,,,,,,
4177,Wüstenrot & Württembergische,WUW.F,4066.0,doll_1.51 B,Germany,doll_15.93,-0.39_perc,-19.99_perc,[]
4178,Utz Brands,UTZ,4065.0,doll_1.51 B,USA,doll_18.69,1.30_perc,18.52_perc,['Food']
4179,,,,,,,,,
4180,,,,,,,,,
4181,,,,,,,,,
4182,Janus International Group,JBI,4061.0,doll_1.51 B,USA,doll_10.35,-1.99_perc,-16.46_perc,['Manufacturing']
4183,Eldorado Gold,EGO,4060.0,doll_1.51 B,Canada,doll_8.14,1.24_perc,-12.00_perc,['Goldmining']
4184,Liberty Latin America,LILA,4059.0,doll_1.51 B,USA,doll_6.96,-4.40_perc,-40.87_perc,['Telecommunication']
4185,Monro,MNRO,4058.0,doll_1.52 B,USA,doll_48.34,1.02_perc,-17.08_perc,[]
4186,,,,,,,,,
4187,CenturyPly,CENTURYPLY.NS,4055.0,doll_1.52 B,India,doll_6.86,-0.24_perc,-19.01_perc,[]
4188,Target Hospitality,TH,4056.0,doll_1.52 B,USA,doll_15.67,4.40_perc,354.20_perc,['Hospitality']
4189,Horace Mann Educators,HMN,4054.0,doll_1.52 B,USA,doll_37.28,0.51_perc,-3.14_perc,[]
4190,Perimeter Solutions,PRM,4052.0,doll_1.53 B,USA,doll_9.74,-5.80_perc,-17.46_perc,['Chemicals']
4191,Hillman Solutions,HLMN,4050.0,doll_1.53 B,USA,doll_7.88,-1.62_perc,-24.16_perc,[]
4192,,,,,,,,,
4193,Scandinavian Tobacco Group,STG.CO,4051.0,doll_1.53 B,Denmark,doll_17.36,-2.92_perc,-8.20_perc,['Tobacco']
4194,Agios Pharmaceuticals,AGIO,4049.0,doll_1.53 B,USA,doll_27.93,-2.34_perc,-14.56_perc,[]
4195,Paragon 28,FNA,4048.0,doll_1.53 B,USA,doll_19.90,2.90_perc,7.34_perc,['Medicaldevices']
4196,Great Eagle,0041.HK,4047.0,doll_1.53 B,Hong Kong,doll_2.06,2.43_perc,-18.58_perc,['Realestate']
4197,KIOCL,KIOCL.NS,4046.0,doll_1.53 B,India,doll_2.53,-0.88_perc,-18.39_perc,['Mining']
4198,,,,,,,,,
4199,,,,,,,,,
4200,,,,,,,,,
4201,,,,,,,,,
4202,Sheela Foam,SFL.NS,4041.0,doll_1.54 B,India,doll_31.66,0.46_perc,-26.70_perc,[]
4203,,,,,,,,,
4204,,,,,,,,,
4205,,,,,,,,,
4206,,,,,,,,,
4207,Verano Holdings,VRNOF,4038.0,doll_1.54 B,USA,doll_4.77,-9.41_perc,-56.32_perc,['Cannabis']
4208,,,,,,,,,
4209,,,,,,,,,
4210,,,,,,,,,
4211,Bajaj Electricals,BAJAJELEC.NS,4034.0,doll_1.54 B,India,doll_13.45,-0.90_perc,-0.81_perc,['Electronics']
4212,,,,,,,,,
4213,,,,,,,,,
4214,,,,,,,,,
4215,,,,,,,,,
4216,CDSL,CDSL.NS,4026.0,doll_1.55 B,India,doll_14.92,0.67_perc,-25.14_perc,['Financialservices']
4217,Tidewater,TDW,4030.0,doll_1.55 B,USA,doll_30.79,-2.50_perc,176.89_perc,[]
4218,,,,,,,,,
4219,Vista Outdoor,VSTO,4023.0,doll_1.56 B,USA,doll_27.59,0.15_perc,-32.19_perc,['Sportsgoods']
4220,,,,,,,,,
4221,RWS Holdings,RWS.L,4008.0,doll_1.57 B,UK,doll_4.04,-0.18_perc,-52.80_perc,['Professionalservices']
4222,,,,,,,,,
4223,First National Financial,FN.TO,4021.0,doll_1.56 B,Canada,doll_26.05,0.77_perc,-19.30_perc,['Financialservices']
4224,Huron Consulting,HURN,4020.0,doll_1.56 B,USA,doll_78.39,-0.32_perc,60.34_perc,['Professionalservices']
4225,,,,,,,,,
4226,,,,,,,,,
4227,,,,,,,,,
4228,Goosehead Insurance,GSHD,4016.0,doll_1.56 B,USA,doll_40.26,2.44_perc,-70.47_perc,[]
4229,,,,,,,,,
4230,,,,,,,,,
4231,The Beauty Health Company,SKIN,4011.0,doll_1.56 B,USA,doll_10.96,0.64_perc,-54.90_perc,['CosmeticsandBeauty']
4232,Borregaard,BRG.OL,4012.0,doll_1.56 B,Norway,doll_15.76,-1.25_perc,-33.33_perc,[]
4233,Vaisala,VAIAS.HE,4009.0,doll_1.57 B,Finland,doll_43.40,-0.12_perc,-26.05_perc,[]
4234,,,,,,,,,
4235,,,,,,,,,
4236,,,,,,,,,
4237,Canopy Growth,CGC,4006.0,doll_1.57 B,Canada,doll_3.24,-10.25_perc,-69.55_perc,['Cannabis']
4238,,,,,,,,,
4239,,,,,,,,,
4240,,,,,,,,,
4241,,,,,,,,,
4242,CSI,CSVI,3982.0,doll_1.59 B,USA,doll_57.98,0.00_perc,4.56_perc,[]
4243,,,,,,,,,
4244,,,,,,,,,
4245,Westamerica Bancorporation,WABC,3980.0,doll_1.59 B,USA,doll_59.35,-1.10_perc,4.40_perc,[]
4246,,,,,,,,,
4247,TTM Technologies,TTMI,3975.0,doll_1.59 B,USA,doll_15.65,1.62_perc,9.52_perc,['Electronics']
4248,Sanofi India Limited,SANOFI.NS,3974.0,doll_1.59 B,India,doll_69.47,-0.28_perc,-32.61_perc,['Pharmaceuticals']
4249,,,,,,,,,
4250,,,,,,,,,
4251,TODA corp,1860.T,3973.0,doll_1.60 B,Japan,doll_5.20,-0.14_perc,-20.00_perc,[]
4252,,,,,,,,,
4253,,,,,,,,,
4254,Owens & Minor,OMI,3969.0,doll_1.60 B,USA,doll_21.07,3.44_perc,-48.91_perc,['Healthcare']
4255,,,,,,,,,
4256,Hanmi Pharmaceutical,008930.KS,3967.0,doll_1.61 B,South Korea,doll_23.96,1.28_perc,-47.81_perc,['Pharmaceuticals']
4257,Diversey,DSEY,3971.0,doll_1.60 B,UK,doll_4.95,-1.98_perc,-63.89_perc,[]
4258,Indian Energy Exchange,IEX.NS,3963.0,doll_1.61 B,India,doll_1.80,1.40_perc,-46.75_perc,[]
4259,,,,,,,,,
4260,Vivid Seats,SEAT,3968.0,doll_1.60 B,USA,doll_8.07,-0.98_perc,-23.87_perc,[]
4261,Salzgitter,SZG.F,3966.0,doll_1.61 B,Germany,doll_29.82,0.50_perc,-5.15_perc,[]
4262,,,,,,,,,
4263,,,,,,,,,
4264,,,,,,,,,
4265,Masonite,DOOR,3960.0,doll_1.61 B,USA,doll_72.63,0.29_perc,-37.67_perc,[]
4266,,,,,,,,,
4267,Resolute Forest Products,RFP,3955.0,doll_1.62 B,Canada,doll_21.10,0.57_perc,65.88_perc,['Pulpandpaper']
4268,Century Communities,CCS,3956.0,doll_1.62 B,USA,doll_51.00,2.91_perc,-37.51_perc,['Construction']
4269,Sappi,SAP.JO,3962.0,doll_1.61 B,South Africa,doll_2.86,0.65_perc,8.33_perc,['Pulpandpaper']
4270,H&E Equipment Services,HEES,3953.0,doll_1.62 B,USA,doll_44.73,4.58_perc,-0.31_perc,['RentalLeasingServices']
4271,Fortress Transportation,FTAI,3954.0,doll_1.62 B,USA,doll_16.28,-1.21_perc,-29.80_perc,['Transportation']
4272,,,,,,,,,
4273,,,,,,,,,
4274,IDFC,IDFC.NS,3950.0,doll_1.63 B,India,doll_1.02,0.66_perc,50.00_perc,['Financialservices']
4275,,,,,,,,,
4276,,,,,,,,,
4277,Ballard Power Systems,BLDP,3947.0,doll_1.63 B,Canada,doll_5.46,-1.09_perc,-61.79_perc,['Hydrogenfuelcell']
4278,,,,,,,,,
4279,,,,,,,,,
4280,,,,,,,,,
4281,CommScope,COMM,3946.0,doll_1.63 B,USA,doll_7.84,-2.12_perc,-30.74_perc,['Telecommunicationsequipment']
4282,NMI Holdings,NMIH,3942.0,doll_1.63 B,USA,doll_19.62,0.46_perc,-6.21_perc,['Insurance']
4283,BGC Partners,BGCP,3940.0,doll_1.64 B,USA,doll_4.43,-1.12_perc,-8.09_perc,['Financialservices']
4284,,,,,,,,,
4285,,,,,,,,,
4286,AAR,AIR,3937.0,doll_1.64 B,USA,doll_46.41,0.48_perc,32.56_perc,[]
4287,,,,,,,,,
4288,,,,,,,,,
4289,,,,,,,,,
4290,,,,,,,,,
4291,,,,,,,,,
4292,,,,,,,,,
4293,,,,,,,,,
4294,,,,,,,,,
4295,,,,,,,,,
4296,,,,,,,,,
4297,Savills,SVS.L,3927.0,doll_1.65 B,UK,doll_10.35,-0.23_perc,-42.85_perc,['Realestate']
4298,World Fuel Services,INT,3926.0,doll_1.65 B,USA,doll_26.76,1.02_perc,-0.37_perc,[]
4299,Constellium,CSTM,3925.0,doll_1.65 B,France,doll_11.49,-3.36_perc,-34.72_perc,[]
4300,,,,,,,,,
4301,BRP Group,BRP,3922.0,doll_1.65 B,USA,doll_27.02,-2.21_perc,-28.78_perc,['Insurance']
4302,,,,,,,,,
4303,,,,,,,,,
4304,,,,,,,,,
4305,Shinsegae,004170.KS,3919.0,doll_1.66 B,South Korea,doll_169.06,-3.25_perc,-19.03_perc,[]
4306,,,,,,,,,
4307,Telenet,TNET.BR,3917.0,doll_1.66 B,Belgium,doll_14.22,-1.96_perc,-59.26_perc,['Telecommunication']
4308,Marten Transport,MRTN,3915.0,doll_1.67 B,USA,doll_20.61,-0.29_perc,24.76_perc,['Transportation']
4309,Tenneco,TEN,3916.0,doll_1.66 B,USA,doll_19.99,0.00_perc,81.23_perc,['AutomotiveSuppliers']
4310,Establishment Labs,ESTA,3914.0,doll_1.67 B,Costa Rica,doll_68.75,1.58_perc,0.81_perc,['Medicaldevices']
4311,Custom Truck One Source,CTOS,3913.0,doll_1.67 B,USA,doll_6.79,-0.44_perc,-16.17_perc,[]
4312,Cannae Holdings,CNNE,3912.0,doll_1.67 B,USA,doll_21.47,-1.92_perc,-32.34_perc,[]
4313,,,,,,,,,
4314,,,,,,,,,
4315,,,,,,,,,
4316,,,,,,,,,
4317,Quilter,QLT.L,3906.0,doll_1.68 B,UK,doll_1.14,-0.42_perc,-48.88_perc,['Financialservices']
4318,,,,,,,,,
4319,Banco Macro,BMA,3904.0,doll_1.69 B,Argentina,doll_13.95,2.50_perc,-3.79_perc,[]
4320,NuStar Energy,NS,3905.0,doll_1.68 B,USA,doll_15.31,-3.95_perc,2.89_perc,[]
4321,NW Natural,NWN,3903.0,doll_1.69 B,USA,doll_48.21,1.41_perc,4.67_perc,[]
4322,Olav Thon,OLT.OL,3902.0,doll_1.69 B,Norway,doll_16.68,0.00_perc,-20.50_perc,['Realestate']
4323,Methode Electronics,MEI,3901.0,doll_1.69 B,USA,doll_46.91,-2.62_perc,3.28_perc,['Electronics']
4324,Aktieselskabet Schouw & Co.,SCHO.CO,3880.0,doll_1.71 B,Denmark,doll_73.03,-1.15_perc,-11.37_perc,['Conglomerate']
4325,Hexaware Technologies,HEXAWARE.NS,3881.0,doll_1.71 B,India,doll_5.71,0.00_perc,-8.49_perc,['Professionalservices']
4326,,,,,,,,,
4327,Oxford Industries,OXM,3878.0,doll_1.72 B,USA,doll_108.19,-0.31_perc,1.78_perc,['Clothing']
4328,,,,,,,,,
4329,Braves Group,BATRK,3876.0,doll_1.72 B,USA,doll_32.49,-2.14_perc,16.45_perc,[]
4330,,,,,,,,,
4331,,,,,,,,,
4332,,,,,,,,,
4333,,,,,,,,,
4334,,,,,,,,,
4335,,,,,,,,,
4336,,,,,,,,,
4337,U.S. Cellular,USM,3869.0,doll_1.73 B,USA,doll_20.35,0.54_perc,-35.19_perc,[]
4338,GlobalData,DATA.L,3866.0,doll_1.73 B,UK,doll_14.21,-1.43_perc,-20.92_perc,['Professionalservices']
4339,,,,,,,,,
4340,Toyo Tire,5105.T,3865.0,doll_1.73 B,Japan,doll_11.30,0.26_perc,-29.24_perc,['Tires']
4341,Six Flags,SIX,3864.0,doll_1.74 B,USA,doll_20.93,-5.97_perc,-45.74_perc,[]
4342,Helios Technologies,HLIO,3863.0,doll_1.74 B,USA,doll_53.51,0.51_perc,-47.01_perc,['Manufacturing']
4343,,,,,,,,,
4344,,,,,,,,,
4345,,,,,,,,,
4346,,,,,,,,,
4347,LOTTE Corporation,004990.KS,3857.0,doll_1.74 B,South Korea,doll_24.71,-0.15_perc,-5.76_perc,['Conglomerate']
4348,CSW Industrials,CSWI,3856.0,doll_1.75 B,USA,doll_113.09,-0.60_perc,-8.24_perc,[]
4349,,,,,,,,,
4350,Altice USA,ATUS,3855.0,doll_1.75 B,USA,doll_3.85,1.58_perc,-76.79_perc,['Telecommunication']
4351,National Aluminum & Alloy,NATIONALUM.NS,3854.0,doll_1.75 B,India,doll_0.95,0.00_perc,-25.78_perc,['Aluminum']
4352,,,,,,,,,
4353,BRF,BRFS,3852.0,doll_1.75 B,Brazil,doll_1.63,4.49_perc,-55.59_perc,[]
4354,Revance Therapeutics,RVNC,3851.0,doll_1.75 B,USA,doll_21.37,-1.66_perc,31.27_perc,[]
4355,,,,,,,,,
4356,,,,,,,,,
4357,,,,,,,,,
4358,Hercules Capital,HTGC,3847.0,doll_1.76 B,USA,doll_13.56,0.97_perc,-18.66_perc,['Financialservices']
4359,Enerjisa Enerji,ENJSA.IS,3846.0,doll_1.76 B,Turkey,doll_1.49,-3.47_perc,43.27_perc,['Utilitycompanies']
4360,Adtalem Global Education,ATGE,3845.0,doll_1.76 B,USA,doll_38.95,-1.32_perc,25.36_perc,['Education']
4361,,,,,,,,,
4362,Hornbach Baumarkt,HBM.HM,3842.0,doll_1.77 B,Germany,doll_55.70,0.38_perc,,['Retail']
4363,USA Compression Partners,USAC,3841.0,doll_1.77 B,USA,doll_18.08,-0.11_perc,19.81_perc,[]
4364,,,,,,,,,
4365,,,,,,,,,
4366,Asahi India Glass,ASAHIINDIA.NS,3840.0,doll_1.77 B,India,doll_7.30,1.74_perc,19.48_perc,[]
4367,Pfeiffer Vacuum,PFV.F,3838.0,doll_1.77 B,Germany,doll_180.12,-0.23_perc,-23.64_perc,[]
4368,Xencor,XNCR,3836.0,doll_1.77 B,USA,doll_29.69,0.64_perc,-16.53_perc,[]
4369,,,,,,,,,
4370,,,,,,,,,
4371,,,,,,,,,
4372,AssetMark,AMK,3834.0,doll_1.78 B,USA,doll_24.11,-1.19_perc,-5.27_perc,[]
4373,Immofinanz,IMO1.F,3831.0,doll_1.79 B,Austria,doll_12.95,0.41_perc,-49.24_perc,['Realestate']
4374,Mueller Water Products,MWA,3832.0,doll_1.78 B,USA,doll_11.45,0.62_perc,-18.79_perc,[]
4375,Basic-Fit,BFIT.AS,3828.0,doll_1.79 B,Netherlands,doll_25.43,1.51_perc,-46.63_perc,[]
4376,Eutelsat,ETL.PA,3830.0,doll_1.79 B,France,doll_7.66,-1.55_perc,-39.16_perc,['Telecommunication']
4377,,,,,,,,,
4378,,,,,,,,,
4379,Maxar Technologies,MAXR,3826.0,doll_1.79 B,USA,doll_24.13,0.63_perc,-14.52_perc,[]
4380,Babcock International Group,BAB.L,3825.0,doll_1.79 B,UK,doll_3.53,0.83_perc,-12.41_perc,['Engineering']
4381,,,,,,,,,
4382,,,,,,,,,
4383,Safehold,SAFE,3824.0,doll_1.80 B,USA,doll_28.95,1.15_perc,-60.87_perc,[]
4384,,,,,,,,,
4385,,,,,,,,,
4386,,,,,,,,,
4387,,,,,,,,,
4388,,,,,,,,,
4389,Lenzing,LEN.F,3816.0,doll_1.81 B,Austria,doll_68.31,-0.61_perc,-44.47_perc,[]
4390,,,,,,,,,
4391,,,,,,,,,
4392,Redington India,REDINGTON.NS,3814.0,doll_1.81 B,India,doll_2.32,2.57_perc,16.58_perc,[]
4393,,,,,,,,,
4394,Compass Minerals,CMP,3811.0,doll_1.82 B,USA,doll_44.40,1.35_perc,-14.76_perc,['Mining']
4395,Kenon Holdings,KEN,3809.0,doll_1.82 B,Singapore,doll_33.79,-2.09_perc,-27.66_perc,[]
4396,Victrex,VCT.L,3810.0,doll_1.82 B,UK,doll_19.61,-2.07_perc,-39.06_perc,['Chemicals']
4397,,,,,,,,,
4398,FLSmidth,FLS.CO,3807.0,doll_1.82 B,Denmark,doll_31.97,4.57_perc,-11.15_perc,['Engineering']
4399,Ironwood Pharmaceuticals,IRWD,3805.0,doll_1.82 B,USA,doll_11.91,0.00_perc,4.11_perc,['Pharmaceuticals']
4400,,,,,,,,,
4401,TDCX,TDCX,3806.0,doll_1.82 B,Singapore,doll_12.53,-4.71_perc,-34.05_perc,['Professionalservices']
4402,FormFactor,FORM,3802.0,doll_1.83 B,USA,doll_23.76,0.25_perc,-46.39_perc,[]
4403,Coface,COFA.PA,3800.0,doll_1.83 B,France,doll_12.30,0.00_perc,-13.44_perc,['Insurance']
4404,Sonic Automotive,SAH,3784.0,doll_1.85 B,USA,doll_50.74,-1.74_perc,1.16_perc,[]
4405,,,,,,,,,
4406,WABCO India,WABCOINDIA.NS,3782.0,doll_1.85 B,India,doll_97.94,-0.42_perc,-8.99_perc,['AutomotiveSuppliers']
4407,,,,,,,,,
4408,Aavas Financiers,AAVAS.NS,3781.0,doll_1.85 B,India,doll_23.51,0.68_perc,-28.67_perc,['Financialservices']
4409,Breville Group,BRG.AX,3779.0,doll_1.86 B,Australia,doll_13.05,0.10_perc,-36.15_perc,['HomeKitchenAppliances']
4410,,,,,,,,,
4411,TRI Pointe Group,TPH,3778.0,doll_1.86 B,USA,doll_18.46,3.01_perc,-32.01_perc,['Construction']
4412,Rocket Lab,RKLB,3776.0,doll_1.86 B,USA,doll_3.94,-1.50_perc,-69.46_perc,['Aerospace']
4413,Frontdoor,FTDR,3777.0,doll_1.86 B,USA,doll_22.88,0.44_perc,-35.78_perc,[]
