valuetoday-annual_net_income_usd,forbes-assets,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,companiesmarketcap-pricecap,forbes-sales,disfold-market_cap,globaldata-market_cap,cbinsights-valuation,forbes-market_value,companiesmarketcap-share_price,ft-revenue_2020_eu,valuetoday-annual_revenue_usd,forbes-profit,ft-revenue_2017_eu,companiesmarketcap-earnings
doll_0.034 b,,0,,,0,doll_0.28 b,,,,,,doll_34.49,,doll_0.829 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_12.20,,0.0,,,0
doll_0.111 b,,0,,,0,doll_0.28 b,,,,,,doll_3.55,,doll_0.882 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_6.19,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_18.99,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_4.03,,0.0,,,0
doll_0.089 b,,0,,,0,doll_0.28 b,,,,,,doll_26.41,,doll_1.07 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_9.18,,0.0,,,0
doll_0.08 b,,0,,,0,doll_0.28 b,,,,,,doll_1.91,,doll_0.794 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_0.48,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_1.02,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_150.70,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_8.69,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_41.25,,0.0,,,0
doll_0.203 b,,0,,,0,doll_0.28 b,,,,,,doll_3.75,,doll_1.0 b,,,0
doll_0.072 b,,0,,,0,doll_0.28 b,,,,,,doll_9.56,,doll_0.091 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_1.68,,0.0,,,0
doll_0.026 b,,0,,,0,doll_0.28 b,,,,,,doll_3.36,,doll_0.736 b,,,0
doll_0.019 b,,0,,,0,doll_0.28 b,,,,,,doll_1.39,,doll_0.12 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_120.96,,0.0,,,0
0.0,,0,,,0,doll_0.29 b,,,,,,doll_6.58,,0.0,,,0
doll_-0.057 b,,0,,,0,doll_0.29 b,,,,,,doll_13.74,,doll_0.105 b,,,0
doll_-0.031 b,,0,,,0,doll_0.28 b,,,,,,doll_1.16,,doll_0.832 b,,,0
0.0,,0,,,0,doll_0.29 b,,,,,,doll_3.73,,0.0,,,0
doll_0.059 b,,0,,,0,doll_0.29 b,,,,,,doll_1.32,,doll_2.16 b,,,0
doll_0.061 b,,0,,,0,doll_0.29 b,,,,,,doll_23.12,,doll_0.573 b,,,0
0.0,,0,,,0,doll_0.29 b,,,,,,doll_0.75,,0.0,,,0
0.0,,0,,,0,doll_0.29 b,,,,,,doll_27.41,,0.0,,,0
doll_0.082 b,,0,,,0,doll_0.3 b,,,,,,doll_2.49,,doll_0.926 b,,,0
doll_0.043 b,,0,,,0,doll_0.3 b,,,,,,doll_1.38,,doll_0.286 b,,,0
doll_0.043 b,,0,,,0,doll_0.3 b,,,,,,doll_2.54,,doll_0.099 b,,,0
doll_0.096 b,,0,,,0,doll_0.3 b,,,,,,doll_8.36,,doll_1.5 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_3.13,,0.0,,,0
doll_0.127 b,,0,,,0,doll_0.3 b,,,,,,doll_0.73,,doll_0.47 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_6.30,,0.0,,,0
doll_0.054 b,,0,,,0,doll_0.3 b,,,,,,doll_36.48,,doll_0.391 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_5.11,,0.0,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_2.97,,0.0,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_3.67,,0.0,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_0.37,,0.0,,,0
doll_-0.325 b,,0,,,0,doll_0.3 b,,,,,,doll_9.30,,doll_1.01 b,,,0
doll_0.15 b,,0,,,0,doll_0.3 b,,,,,,doll_8.86,,doll_0.189 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_2.89,,0.0,,,0
doll_0.07 b,,0,,,0,doll_0.3 b,,,,,,doll_41.30,,doll_1.1 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_3.89,,doll_0.001 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_2.27,,0.0,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_1.04,,0.0,,,0
doll_-0.051 b,,0,,,0,doll_0.3 b,,,,,,doll_7.27,,doll_1.86 b,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_0.77,,0.0,,,0
0.0,,0,,,0,doll_0.3 b,,,,,,doll_4.95,,0.0,,,0
doll_0.03 b,,0,,,0,doll_0.3 b,,,,,,doll_2.60,,doll_0.557 b,,,0
doll_0.04 b,,0,,,0,doll_0.3 b,,,,,,doll_4.82,,doll_0.347 b,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_14.10,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_0.99,,0.0,,,0
doll_0.15 b,,0,,,0,doll_0.31 b,,,,,,doll_5.70,,doll_1.78 b,,,0
doll_-0.29 b,,0,,,0,doll_0.31 b,,,,,,doll_4.65,,doll_0.235 b,,,0
doll_0.253 b,,0,,,0,doll_0.31 b,,,,,,doll_2.64,,doll_0.425 b,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_18.50,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_0.13,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_1.91,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_27.52,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_55.22,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_1.33,,0.0,,,0
doll_0.008 b,,0,,,0,doll_0.31 b,,,,,,doll_51.07,,doll_0.138 b,,,0
doll_0.099 b,,0,,,0,doll_0.31 b,,,,,,doll_6.20,,doll_0.462 b,,,0
doll_0.06 b,,0,,,0,doll_0.31 b,,,,,,doll_5.78,,doll_0.225 b,,,0
doll_0.012 b,,0,,,0,doll_0.31 b,,,,,,doll_3.82,,doll_0.214 b,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_10.63,,0.0,,,0
doll_0.033 b,,0,,,0,doll_0.31 b,,,,,,doll_13.38,,doll_0.539 b,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_36.12,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_1.21,,0.0,,,0
doll_0.048 b,,0,,,0,doll_0.31 b,,,,,,doll_0.35,,doll_0.744 b,,,0
doll_-0.177 b,,0,,,0,doll_0.31 b,,,,,,doll_4.79,,doll_0.043 b,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_0.19,,0.0,,,0
doll_0.163 b,,0,,,0,doll_0.31 b,,,,,,doll_0.89,,doll_0.905 b,,,0
doll_0.062 b,,0,,,0,doll_0.31 b,,,,,,doll_37.42,,doll_0.409 b,,,0
doll_0.211 b,,0,,,0,doll_0.31 b,,,,,,doll_23.64,,doll_0.686 b,,,0
doll_0.056 b,,0,,,0,doll_0.31 b,,,,,,doll_31.34,,doll_1.71 b,,,0
doll_0.116 b,,0,,,0,doll_0.31 b,,,,,,doll_0.52,,doll_1.21 b,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_5.63,,0.0,,,0
0.0,,0,,,0,doll_0.31 b,,,,,,doll_31.46,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_9.97,,0.0,,,0
doll_-0.038 b,,0,,,0,doll_0.31 b,,,,,,doll_26.85,,doll_0.567 b,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_2.40,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_13.19,,0.0,,,0
doll_0.441 b,,0,,,0,doll_0.32 b,,,,,,doll_6.85,,doll_0.033 b,,,0
doll_0.043 b,,0,,,0,doll_0.32 b,,,,,,doll_12.48,,doll_0.708 b,,,0
doll_0.154 b,,0,,,0,doll_0.32 b,,,,,,doll_4.66,,doll_2.06 b,,,0
doll_0.052 b,,0,,,0,doll_0.32 b,,,,,,doll_6.38,,doll_0.27 b,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_2.31,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_5.02,,0.0,,,0
doll_0.001 b,,0,,,0,doll_0.32 b,,,,,,doll_4.67,,doll_0.596 b,,,0
doll_-0.13 b,,0,,,0,doll_0.32 b,,,,,,doll_1.82,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_2.26,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_30.31,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_12.01,,0.0,,,0
doll_0.025 b,,0,,,0,doll_0.32 b,,,,,,doll_1.42,,doll_0.18 b,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_16.80,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_1.50,,0.0,,,0
doll_-0.058 b,,0,,,0,doll_0.32 b,,,,,,doll_6.73,,doll_0.02 b,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_1.83,,0.0,,,0
0.0,,0,,,0,doll_0.32 b,,,,,,doll_1.61,,0.0,,,0
doll_0.111 b,,0,,,0,doll_0.32 b,,,,,,doll_29.79,,doll_5.61 b,,,0
doll_0.126 b,,0,,,0,doll_0.32 b,,,,,,doll_7.06,,doll_1.68 b,,,0
doll_0.059 b,,0,,,0,doll_0.32 b,,,,,,doll_1.51,,doll_4.6 b,,,0
doll_0.038 b,,0,,,0,doll_0.32 b,,,,,,doll_14.28,,doll_0.528 b,,,0
0.0,,0,,,0,doll_0.33 b,,,,,,doll_1.59,,0.0,,,0
doll_-0.117 b,,0,,,0,doll_0.33 b,,,,,,doll_1.79,,doll_0.029 b,,,0
doll_-0.203 b,,0,,,0,doll_0.33 b,,,,,,doll_21.93,,doll_-0.201 b,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_10.67,,0.0,,,0
doll_0.108 b,,0,,,0,doll_0.34 b,,,,,,doll_100.05,,doll_1.45 b,,,0
doll_0.852 b,,0,,,0,doll_0.33 b,,,,,,doll_9.39,,doll_0.931 b,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_3.91,,0.0,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_1.09,,0.0,,,0
doll_0.037 b,,0,,,0,doll_0.34 b,,,,,,doll_23.20,,doll_1.44 b,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_23.89,,0.0,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_9.87,,0.0,,,0
doll_0.132 b,,0,,,0,doll_0.34 b,,,,,,doll_4.84,,doll_0.517 b,,,0
doll_0.052 b,,0,,,0,doll_0.34 b,,,,,,doll_24.95,,doll_0.195 b,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_5.12,,0.0,,,0
doll_-0.1 b,,0,,,0,doll_0.34 b,,,,,,doll_2.65,,doll_3.69 b,,,0
doll_0.102 b,,0,,,0,doll_0.34 b,,,,,,doll_4.00,,doll_0.254 b,,,0
doll_0.023 b,,0,,,0,doll_0.34 b,,,,,,doll_13.13,,doll_1.28 b,,,0
0.0,,0,,,0,doll_0.34 b,,,,,,doll_1.87,,0.0,,,0
doll_-0.043 b,,0,,,0,doll_0.35 b,,,,,,doll_6.34,,doll_0.473 b,,,0
doll_-0.224 b,,0,,,0,doll_0.35 b,,,,,,doll_42.29,,doll_0.438 b,,,0
doll_0.067 b,,0,,,0,doll_0.34 b,,,,,,doll_0.54,,doll_0.944 b,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_30.94,,0.0,,,0
doll_0.021 b,,0,,,0,doll_0.35 b,,,,,,doll_27.43,,doll_0.186 b,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_3.97,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_2.92,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_1.17,,0.0,,,0
doll_0.064 b,,0,,,0,doll_0.35 b,,,,,,doll_12.68,,doll_3.37 b,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_157.63,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_14.55,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_4.61,,0.0,,,0
doll_0.053 b,,0,,,0,doll_0.35 b,,,,,,doll_6.04,,doll_1.03 b,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_13.83,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_5.54,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_10.63,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_15.30,,0.0,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_3.09,,0.0,,,0
doll_0.007 b,,0,,,0,doll_0.35 b,,,,,,doll_28.56,,doll_0.864 b,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_15.82,,0.0,,,0
doll_0.116 b,,0,,,0,doll_0.35 b,,,,,,doll_1.30,,doll_2.51 b,,,0
0.0,,0,,,0,doll_0.35 b,,,,,,doll_9.36,,0.0,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_0.86,,0.0,,,0
doll_-0.187 b,,0,,,0,doll_0.36 b,,,,,,doll_10.24,,doll_0.111 b,,,0
doll_-0.098 b,,0,,,0,doll_0.36 b,,,,,,doll_36.28,,doll_0.326 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_0.82,,0.0,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_22.95,,0.0,,,0
doll_0.06 b,,0,,,0,doll_0.36 b,,,,,,doll_0.73,,doll_0.615 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_4.98,,0.0,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_10.64,,0.0,,,0
doll_-0.118 b,,0,,,0,doll_0.36 b,,,,,,doll_3.53,,0.0,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_24.14,,0.0,,,0
doll_0.036 b,,0,,,0,doll_0.36 b,,,,,,doll_264.43,,doll_0.389 b,,,0
doll_0.003 b,,0,,,0,doll_0.36 b,,,,,,doll_1.27,,doll_0.367 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_11.67,,0.0,,,0
doll_0.059 b,,0,,,0,doll_0.36 b,,,,,,doll_23.88,,doll_0.573 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_1.13,,0.0,,,0
doll_-0.048 b,,0,,,0,doll_0.36 b,,,,,,doll_8.11,,doll_0.31 b,,,0
doll_0.618 b,,0,,,0,doll_0.36 b,,,,,,doll_9.75,,doll_7.44 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_7.51,,0.0,,,0
doll_0.007 b,,0,,,0,doll_0.36 b,,,,,,doll_25.04,,doll_0.129 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_2.51,,0.0,,,0
doll_0.059 b,,0,,,0,doll_0.36 b,,,,,,doll_5.60,,doll_0.951 b,,,0
doll_-0.075 b,,0,,,0,doll_0.36 b,,,,,,doll_0.21,,doll_0.518 b,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_9.28,,0.0,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_14.30,,0.0,,,0
doll_0.047 b,,0,,,0,doll_0.36 b,,,,,,doll_25.28,,doll_0.695 b,,,0
doll_0.015 b,,0,,,0,doll_0.36 b,,,,,,doll_12.01,,0.0,,,0
0.0,,0,,,0,doll_0.36 b,,,,,,doll_21.05,,0.0,,,0
doll_0.117 b,,0,,,0,doll_0.36 b,,,,,,doll_2.31,,doll_0.657 b,,,0
doll_0.072 b,,0,,,0,doll_0.37 b,,,,,,doll_7.71,,doll_2.25 b,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_3.94,,0.0,,,0
doll_0.266 b,,0,,,0,doll_0.37 b,,,,,,doll_42.92,,doll_0.272 b,,,0
doll_0.265 b,,0,,,0,doll_0.37 b,,,,,,doll_41.40,,doll_0.391 b,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_10.88,,0.0,,,0
doll_0.01 b,,0,,,0,doll_0.37 b,,,,,,doll_24.05,,doll_0.368 b,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_52.12,,0.0,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_22.78,,0.0,,,0
doll_0.072 b,,0,,,0,doll_0.37 b,,,,,,doll_10.93,,doll_0.873 b,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_2.61,,0.0,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_3.15,,0.0,,,0
doll_0.029 b,,0,,,0,doll_0.37 b,,,,,,doll_7.65,,doll_0.566 b,,,0
doll_0.145 b,,0,,,0,doll_0.37 b,,,,,,doll_25.17,,doll_1.39 b,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_7.20,,0.0,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_9.28,,0.0,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_1.04,,0.0,,,0
0.0,,0,,,0,doll_0.37 b,,,,,,doll_4.39,,0.0,,,0
0.0,,0,,,0,doll_0.38 b,,,,,,doll_1.21,,0.0,,,0
0.0,,0,,,0,doll_0.38 b,,,,,,doll_4.24,,0.0,,,0
doll_-0.087 b,,0,,,0,doll_0.38 b,,,,,,doll_19.41,,doll_0.213 b,,,0
doll_0.026 b,,0,,,0,doll_0.38 b,,,,,,doll_1.71,,doll_9.57 b,,,0
doll_0.052 b,,0,,,0,doll_0.38 b,,,,,,doll_6.34,,doll_0.758 b,,,0
doll_0.091 b,,0,,,0,doll_0.38 b,,,,,,doll_5.93,,doll_1.71 b,,,0
doll_0.093 b,,0,,,0,doll_0.38 b,,,,,,doll_0.26,,doll_0.765 b,,,0
doll_0.079 b,,0,,,0,doll_0.38 b,,,,,,doll_12.02,,doll_2.94 b,,,0
doll_0.147 b,,0,,,0,doll_0.38 b,,,,,,doll_8.85,,doll_0.714 b,,,0
doll_0.427 b,,0,,,0,doll_0.38 b,,,,,,doll_16.37,,doll_2.07 b,,,0
doll_0.06 b,,0,,,0,doll_0.38 b,,,,,,doll_14.26,,doll_0.235 b,,,0
doll_-0.282 b,,0,,,0,doll_0.38 b,,,,,,doll_7.88,,doll_1.52 b,,,0
0.0,,0,,,0,doll_0.38 b,,,,,,doll_2.21,,0.0,,,0
doll_0.188 b,,0,,,0,doll_0.38 b,,,,,,doll_28.58,,doll_0.192 b,,,0
doll_0.021 b,,0,,,0,doll_0.38 b,,,,,,doll_3.39,,doll_0.449 b,,,0
doll_0.017 b,,0,,,0,doll_0.39 b,,,,,,doll_12.93,,doll_1.68 b,,,0
doll_0.026 b,,0,,,0,doll_0.38 b,,,,,,doll_28.85,,doll_0.113 b,,,0
doll_0.033 b,,0,,,0,doll_0.39 b,,,,,,doll_2.07,,doll_0.165 b,,,0
doll_0.116 b,,0,,,0,doll_0.39 b,,,,,,doll_36.80,,doll_0.325 b,,,0
doll_0.018 b,,0,,,0,doll_0.39 b,,,,,,doll_25.02,,doll_0.074 b,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_28.33,,0.0,,,0
doll_0.01 b,,0,,,0,doll_0.39 b,,,,,,doll_35.20,,doll_1.28 b,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_3.10,,0.0,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_27.15,,0.0,,,0
doll_0.146 b,,0,,,0,doll_0.39 b,,,,,,doll_10.57,,doll_0.414 b,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_2.64,,0.0,,,0
doll_0.028 b,,0,,,0,doll_0.39 b,,,,,,doll_5.02,,doll_0.948 b,,,0
doll_-0.004 b,,0,,,0,doll_0.39 b,,,,,,doll_4.37,,doll_1.75 b,,,0
doll_0.087 b,,0,,,0,doll_0.39 b,,,,,,doll_6.33,,doll_1.44 b,,,0
doll_0.065 b,,0,,,0,doll_0.39 b,,,,,,doll_6.69,,doll_0.185 b,,,0
doll_0.282 b,,0,,,0,doll_0.39 b,,,,,,doll_1.60,,doll_0.526 b,,,0
doll_-0.202 b,,0,,,0,doll_0.39 b,,,,,,doll_18.10,,doll_0.746 b,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_7.06,,0.0,,,0
doll_0.019 b,,0,,,0,doll_0.39 b,,,,,,doll_18.86,,doll_0.348 b,,,0
doll_0.111 b,,0,,,0,doll_0.39 b,,,,,,doll_3.98,,doll_0.124 b,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_13.86,,0.0,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_1.23,,0.0,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_7.70,,0.0,,,0
0.0,,0,,,0,doll_0.39 b,,,,,,doll_20.99,,0.0,,,0
doll_0.019 b,,0,,,0,doll_0.39 b,,,,,,doll_9.23,,doll_0.073 b,,,0
doll_0.059 b,,0,,,0,doll_0.4 b,,,,,,doll_12.11,,doll_0.18 b,,,0
doll_-0.015 b,,0,,,0,doll_0.4 b,,,,,,doll_2.99,,doll_0.534 b,,,0
0.0,,0,,,0,doll_0.4 b,,,,,,doll_10.31,,0.0,,,0
doll_-0.224 b,,0,,,0,doll_0.4 b,,,,,,doll_3.54,,doll_0.85 b,,,0
doll_-0.032 b,,0,,,0,doll_0.4 b,,,,,,doll_2.57,,doll_0.062 b,,,0
0.0,,0,,,0,doll_0.4 b,,,,,,doll_6.49,,0.0,,,0
doll_-0.117 b,,0,,,0,doll_0.4 b,,,,,,doll_6.25,,doll_1.68 b,,,0
doll_-0.107 b,,0,,,0,doll_0.4 b,,,,,,doll_1.98,,doll_0.271 b,,,0
doll_0.031 b,,0,,,0,doll_0.4 b,,,,,,doll_2.31,,doll_0.495 b,,,0
doll_0.045 b,,0,,,0,doll_0.4 b,,,,,,doll_8.22,,doll_0.319 b,,,0
doll_0.04 b,,0,,,0,doll_0.4 b,,,,,,doll_18.27,,doll_0.391 b,,,0
doll_0.391 b,,0,,,0,doll_0.4 b,,,,,,doll_29.50,,doll_3.86 b,,,0
doll_0.088 b,,0,,,0,doll_0.4 b,,,,,,doll_11.80,,doll_4.08 b,,,0
doll_0.216 b,,0,,,0,doll_0.4 b,,,,,,doll_0.03000,,doll_1.3 b,,,0
0.0,,0,,,0,doll_0.4 b,,,,,,doll_6.47,,0.0,,,0
doll_0.001 b,,0,,,0,doll_0.4 b,,,,,,doll_34.40,,0.0,,,0
doll_0.013 b,,0,,,0,doll_0.4 b,,,,,,doll_2.64,,doll_0.073 b,,,0
doll_0.155 b,,0,,,0,doll_0.4 b,,,,,,doll_3.92,,doll_0.73 b,,,0
doll_0.101 b,,0,,,0,doll_0.4 b,,,,,,doll_4.05,,doll_0.201 b,,,0
0.0,,0,,,0,doll_0.4 b,,,,,,doll_8.35,,0.0,,,0
doll_0.017 b,,0,,,0,doll_0.4 b,,,,,,doll_12.71,,doll_0.188 b,,,0
doll_0.11 b,,0,,,0,doll_0.4 b,,,,,,doll_33.42,,doll_0.93 b,,,0
doll_0.199 b,,0,,,0,doll_0.4 b,,,,,,doll_6.37,,doll_0.213 b,,,0
doll_0.172 b,,0,,,0,doll_0.4 b,,,,,,doll_3.71,,doll_2.37 b,,,0
doll_-0.118 b,,0,,,0,doll_0.4 b,,,,,,doll_3.69,,doll_-0.167 b,,,0
0.0,,0,,,0,doll_0.4 b,,,,,,doll_2.74,,0.0,,,0
0.0,,0,,,0,doll_0.4 b,,,,,,doll_9.28,,0.0,,,0
doll_0.098 b,,0,,,0,doll_0.41 b,,,,,,doll_34.44,,doll_0.165 b,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_28.45,,0.0,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_7.60,,0.0,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_3.38,,0.0,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_0.69,,0.0,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_20.69,,0.0,,,0
doll_0.031 b,,0,,,0,doll_0.41 b,,,,,,doll_31.84,,doll_0.734 b,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_5.46,,0.0,,,0
doll_0.003 b,,0,,,0,doll_0.41 b,,,,,,doll_20.55,,doll_1.31 b,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_2.42,,0.0,,,0
doll_0.462 b,,0,,,0,doll_0.41 b,,,,,,doll_10.02,,doll_0.473 b,,,0
0.0,,0,,,0,doll_0.41 b,,,,,,doll_15.51,,0.0,,,0
doll_0.54 b,,0,,,0,doll_0.41 b,,,,,,doll_1.48,,doll_0.543 b,,,0
doll_0.046 b,,0,,,0,doll_0.41 b,,,,,,doll_12.13,,doll_0.355 b,,,0
doll_0.079 b,,0,,,0,doll_0.43 b,,,,,,doll_2.82,,doll_1.36 b,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_10.61,,0.0,,,0
doll_0.062 b,,0,,,0,doll_0.43 b,,,,,,doll_0.01000,,doll_0.437 b,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_9.49,,0.0,,,0
doll_-0.107 b,,0,,,0,doll_0.43 b,,,,,,doll_1.99,,doll_0.001 b,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_5.73,,0.0,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_7.56,,0.0,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_142.00,,0.0,,,0
doll_-0.025 b,,0,,,0,doll_0.43 b,,,,,,doll_35.72,,doll_0.816 b,,,0
doll_-0.254 b,,0,,,0,doll_0.43 b,,,,,,doll_10.42,,doll_3.15 b,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_16.44,,0.0,,,0
0.0,,0,,,0,doll_0.43 b,,,,,,doll_3.72,,0.0,,,0
0.0,,0,,,0,doll_0.44 b,,,,,,doll_10.15,,0.0,,,0
0.0,,0,,,0,doll_0.44 b,,,,,,doll_2.77,,0.0,,,0
doll_-0.348 b,,0,,,0,doll_0.44 b,,,,,,doll_18.09,,doll_3.39 b,,,0
0.0,,0,,,0,doll_0.44 b,,,,,,doll_4.66,,0.0,,,0
0.0,,0,,,0,doll_0.44 b,,,,,,doll_1.87,,0.0,,,0
doll_0.009 b,,0,,,0,doll_0.44 b,,,,,,doll_10.68,,doll_0.228 b,,,0
doll_0.168 b,,0,,,0,doll_0.44 b,,,,,,doll_4.83,,doll_0.866 b,,,0
doll_-0.019 b,,0,,,0,doll_0.44 b,,,,,,doll_9.95,,doll_0.71 b,,,0
doll_0.031 b,,0,,,0,doll_0.44 b,,,,,,doll_6.96,,doll_0.658 b,,,0
doll_0.021 b,,0,,,0,doll_0.44 b,,,,,,doll_13.42,,doll_0.266 b,,,0
doll_0.047 b,,0,,,0,doll_0.44 b,,,,,,doll_2.99,,doll_0.462 b,,,0
doll_0.033 b,,0,,,0,doll_0.44 b,,,,,,doll_40.79,,doll_0.179 b,,,0
