valuetoday-annual_net_income_usd,forbes-assets,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,companiesmarketcap-pricecap,forbes-sales,disfold-market_cap,globaldata-market_cap,cbinsights-valuation,forbes-market_value,companiesmarketcap-share_price,ft-revenue_2020_eu,valuetoday-annual_revenue_usd,forbes-profit,ft-revenue_2017_eu,companiesmarketcap-earnings
0.0,,0,,,0,doll_0.16 b,,,,,,doll_25.61,,0.0,,,0
0.0,,0,,,0,doll_0.16 b,,,,,,doll_4.64,,0.0,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_18.20,,0.0,,,0
doll_0.047 b,,0,,,0,doll_0.16 b,,,,,,doll_0.68,,doll_0.711 b,,,0
doll_0.002 b,,0,,,0,doll_0.17 b,,,,,,doll_0.82,,doll_0.422 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_9.04,,0.0,,,0
doll_-0.37 b,,0,,,0,doll_0.17 b,,,,,,doll_2.56,,doll_3.18 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_2.59,,0.0,,,0
doll_0.038 b,,0,,,0,doll_0.17 b,,,,,,doll_3.26,,doll_0.518 b,,,0
doll_0.063 b,,0,,,0,doll_0.17 b,,,,,,doll_7.31,,doll_0.371 b,,,0
doll_0.139 b,,0,,,0,doll_0.17 b,,,,,,doll_4.76,,doll_0.505 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_3.85,,0.0,,,0
doll_-0.448 b,,0,,,0,doll_0.17 b,,,,,,doll_2.38,,doll_2.05 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_8.56,,0.0,,,0
doll_0.026 b,,0,,,0,doll_0.17 b,,,,,,doll_0.52,,doll_0.13 b,,,0
doll_-0.297 b,,0,,,0,doll_0.17 b,,,,,,doll_4.21,,doll_0.764 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_10.88,,0.0,,,0
doll_0.109 b,,0,,,0,doll_0.17 b,,,,,,doll_2.63,,doll_4.05 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_1.29,,0.0,,,0
doll_0.2 b,,0,,,0,doll_0.17 b,,,,,,doll_2.37,,doll_2.77 b,,,0
doll_0.128 b,,0,,,0,doll_0.17 b,,,,,,doll_1.78,,doll_0.131 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_0.24,,0.0,,,0
doll_0.039 b,,0,,,0,doll_0.17 b,,,,,,doll_3.74,,doll_1.36 b,,,0
doll_0.162 b,,0,,,0,doll_0.17 b,,,,,,doll_2.59,,doll_2.05 b,,,0
0.0,,0,,,0,doll_0.17 b,,,,,,doll_5.54,,0.0,,,0
doll_0.09 b,,0,,,0,doll_0.18 b,,,,,,doll_1.28,,doll_2.11 b,,,0
doll_0.108 b,,0,,,0,doll_0.18 b,,,,,,doll_3.22,,doll_0.613 b,,,0
doll_0.388 b,,0,,,0,doll_0.18 b,,,,,,doll_1.83,,doll_0.389 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_2.82,,0.0,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_6.71,,0.0,,,0
doll_0.024 b,,0,,,0,doll_0.18 b,,,,,,doll_11.03,,doll_0.254 b,,,0
doll_-0.008 b,,0,,,0,doll_0.18 b,,,,,,doll_1.62,,doll_0.576 b,,,0
doll_0.048 b,,0,,,0,doll_0.18 b,,,,,,doll_1.60,,doll_2.38 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_2.12,,0.0,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_1.78,,0.0,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_12.17,,0.0,,,0
doll_0.147 b,,0,,,0,doll_0.18 b,,,,,,doll_9.58,,doll_0.892 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_2.73,,0.0,,,0
doll_-0.001 b,,0,,,0,doll_0.18 b,,,,,,doll_2.94,,0.0,,,0
doll_0.109 b,,0,,,0,doll_0.18 b,,,,,,doll_0.29,,doll_0.34 b,,,0
doll_0.15 b,,0,,,0,doll_0.18 b,,,,,,doll_2.11,,doll_1.06 b,,,0
doll_0.195 b,,0,,,0,doll_0.18 b,,,,,,doll_14.67,,doll_0.976 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_14.38,,0.0,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_0.71,,0.0,,,0
doll_0.05 b,,0,,,0,doll_0.18 b,,,,,,doll_0.19,,doll_0.272 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_1.98,,0.0,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_26.40,,0.0,,,0
doll_-0.119 b,,0,,,0,doll_0.18 b,,,,,,doll_2.51,,doll_1.42 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_3.54,,0.0,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_0.24,,0.0,,,0
doll_-0.169 b,,0,,,0,doll_0.18 b,,,,,,doll_2.98,,0.0,,,0
doll_0.014 b,,0,,,0,doll_0.18 b,,,,,,doll_48.66,,doll_0.235 b,,,0
doll_0.076 b,,0,,,0,doll_0.18 b,,,,,,doll_5.56,,doll_0.633 b,,,0
doll_0.045 b,,0,,,0,doll_0.18 b,,,,,,doll_35.10,,doll_1.64 b,,,0
doll_-0.083 b,,0,,,0,doll_0.18 b,,,,,,doll_7.87,,doll_0.045 b,,,0
doll_0.011 b,,0,,,0,doll_0.18 b,,,,,,doll_0.22,,doll_0.113 b,,,0
doll_-0.12 b,,0,,,0,doll_0.18 b,,,,,,doll_23.00,,doll_0.077 b,,,0
doll_0.018 b,,0,,,0,doll_0.18 b,,,,,,doll_5.72,,doll_0.862 b,,,0
doll_0.031 b,,0,,,0,doll_0.18 b,,,,,,doll_2.02,,doll_0.111 b,,,0
doll_0.029 b,,0,,,0,doll_0.18 b,,,,,,doll_4.13,,doll_0.313 b,,,0
0.0,,0,,,0,doll_0.18 b,,,,,,doll_4.65,,0.0,,,0
doll_0.036 b,,0,,,0,doll_0.18 b,,,,,,doll_1.81,,doll_0.259 b,,,0
doll_0.147 b,,0,,,0,doll_0.18 b,,,,,,doll_24.87,,doll_1.75 b,,,0
0.0,,0,,,0,doll_0.19 b,,,,,,doll_9.72,,0.0,,,0
doll_0.095 b,,0,,,0,doll_0.19 b,,,,,,doll_22.33,,doll_0.896 b,,,0
doll_0.181 b,,0,,,0,doll_0.19 b,,,,,,doll_6.51,,doll_3.73 b,,,0
doll_0.086 b,,0,,,0,doll_0.19 b,,,,,,doll_1.71,,doll_1.87 b,,,0
0.0,,0,,,0,doll_0.19 b,,,,,,doll_1.49,,0.0,,,0
doll_-0.241 b,,0,,,0,doll_0.19 b,,,,,,doll_0.78,,0.0,,,0
doll_0.118 b,,0,,,0,doll_0.19 b,,,,,,doll_1.27,,doll_1.73 b,,,0
doll_0.193 b,,0,,,0,doll_0.19 b,,,,,,doll_3.38,,doll_1.02 b,,,0
doll_0.167 b,,0,,,0,doll_0.19 b,,,,,,doll_1.42,,doll_9.98 b,,,0
0.0,,0,,,0,doll_0.19 b,,,,,,doll_15.82,,0.0,,,0
0.0,,0,,,0,doll_0.19 b,,,,,,doll_96.82,,0.0,,,0
0.0,,0,,,0,doll_0.19 b,,,,,,doll_9.29,,0.0,,,0
doll_-0.465 b,,0,,,0,doll_0.19 b,,,,,,doll_0.50,,doll_0.466 b,,,0
0.0,,0,,,0,doll_0.19 b,,,,,,doll_6.43,,0.0,,,0
doll_0.013 b,,0,,,0,doll_0.19 b,,,,,,doll_1.09,,doll_0.205 b,,,0
doll_0.201 b,,0,,,0,doll_0.19 b,,,,,,doll_1.93,,doll_0.203 b,,,0
doll_0.029 b,,0,,,0,doll_0.19 b,,,,,,doll_19.15,,doll_0.446 b,,,0
doll_0.173 b,,0,,,0,doll_0.19 b,,,,,,doll_1.82,,doll_0.496 b,,,0
doll_0.125 b,,0,,,0,doll_0.19 b,,,,,,doll_1.28,,doll_0.151 b,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_18.09,,0.0,,,0
doll_0.041 b,,0,,,0,doll_0.2 b,,,,,,doll_2.16,,doll_0.443 b,,,0
doll_0.107 b,,0,,,0,doll_0.19 b,,,,,,doll_5.07,,doll_0.238 b,,,0
doll_0.103 b,,0,,,0,doll_0.2 b,,,,,,doll_8.94,,doll_12.61 b,,,0
doll_-0.094 b,,0,,,0,doll_0.2 b,,,,,,doll_2.23,,doll_0.506 b,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_9.31,,0.0,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_11.97,,0.0,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_1.76,,0.0,,,0
doll_0.014 b,,0,,,0,doll_0.2 b,,,,,,doll_3.25,,doll_0.274 b,,,0
doll_0.101 b,,0,,,0,doll_0.2 b,,,,,,doll_4.57,,doll_0.976 b,,,0
doll_-0.036 b,,0,,,0,doll_0.2 b,,,,,,doll_1.86,,doll_1.01 b,,,0
doll_0.091 b,,0,,,0,doll_0.2 b,,,,,,doll_59.18,,doll_1.06 b,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_6.00,,0.0,,,0
doll_0.16 b,,0,,,0,doll_0.2 b,,,,,,doll_22.80,,doll_0.171 b,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_4.34,,0.0,,,0
doll_0.073 b,,0,,,0,doll_0.2 b,,,,,,doll_23.14,,doll_0.077 b,,,0
doll_-0.101 b,,0,,,0,doll_0.2 b,,,,,,doll_3.74,,doll_0.323 b,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_10.34,,0.0,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_1.16,,0.0,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_30.55,,0.0,,,0
doll_0.19 b,,0,,,0,doll_0.2 b,,,,,,doll_1.06,,doll_1.4 b,,,0
0.0,,0,,,0,doll_0.2 b,,,,,,doll_3.02,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_28.30,,0.0,,,0
doll_0.041 b,,0,,,0,doll_0.2 b,,,,,,doll_37.94,,doll_0.409 b,,,0
doll_0.077 b,,0,,,0,doll_0.21 b,,,,,,doll_1.90,,doll_0.198 b,,,0
doll_0.077 b,,0,,,0,doll_0.21 b,,,,,,doll_0.66,,doll_0.56 b,,,0
doll_0.145 b,,0,,,0,doll_0.21 b,,,,,,doll_14.57,,doll_0.993 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_22.05,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_6.55,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_1.70,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_5.87,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_3.44,,0.0,,,0
doll_0.085 b,,0,,,0,doll_0.21 b,,,,,,doll_13.13,,doll_0.25 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_0.84,,0.0,,,0
doll_0.001 b,,0,,,0,doll_0.21 b,,,,,,doll_21.50,,doll_0.003 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_10.98,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_3.14,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_36.50,,0.0,,,0
doll_0.095 b,,0,,,0,doll_0.21 b,,,,,,doll_7.16,,doll_1.18 b,,,0
doll_0.998 b,,0,,,0,doll_0.21 b,,,,,,doll_5.52,,doll_0.245 b,,,0
doll_0.497 b,,0,,,0,doll_0.21 b,,,,,,doll_2.11,,doll_1.05 b,,,0
doll_-0.003 b,,0,,,0,doll_0.21 b,,,,,,doll_0.81,,doll_1.85 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_5.38,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_15.86,,0.0,,,0
doll_0.092 b,,0,,,0,doll_0.21 b,,,,,,doll_2.80,,doll_1.04 b,,,0
doll_0.102 b,,0,,,0,doll_0.21 b,,,,,,doll_9.72,,doll_0.544 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_5.56,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_22.00,,0.0,,,0
doll_0.082 b,,0,,,0,doll_0.21 b,,,,,,doll_5.14,,doll_0.12 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_1.76,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_9.50,,0.0,,,0
doll_0.453 b,,0,,,0,doll_0.21 b,,,,,,doll_30.15,,doll_0.461 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_6.84,,0.0,,,0
doll_0.052 b,,0,,,0,doll_0.21 b,,,,,,doll_2.10,,doll_1.09 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_5.00,,0.0,,,0
doll_0.026 b,,0,,,0,doll_0.21 b,,,,,,doll_19.03,,doll_1.16 b,,,0
doll_0.002 b,,0,,,0,doll_0.21 b,,,,,,doll_0.46,,doll_0.344 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_5.33,,0.0,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_0.53,,0.0,,,0
doll_0.131 b,,0,,,0,doll_0.21 b,,,,,,doll_5.35,,doll_0.864 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_21.14,,0.0,,,0
doll_0.112 b,,0,,,0,doll_0.22 b,,,,,,doll_0.21,,doll_0.526 b,,,0
0.0,,0,,,0,doll_0.21 b,,,,,,doll_23.46,,0.0,,,0
doll_0.087 b,,0,,,0,doll_0.22 b,,,,,,doll_8.26,,doll_0.218 b,,,0
doll_0.034 b,,0,,,0,doll_0.22 b,,,,,,doll_29.53,,doll_1.5 b,,,0
doll_-0.004 b,,0,,,0,doll_0.22 b,,,,,,doll_2.65,,doll_2.0 b,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_12.67,,0.0,,,0
doll_0.117 b,,0,,,0,doll_0.22 b,,,,,,doll_30.05,,doll_0.336 b,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_1.30,,0.0,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_3.73,,0.0,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_1.20,,0.0,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_4.44,,0.0,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_0.79,,0.0,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_4.71,,0.0,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_7.28,,0.0,,,0
doll_-0.241 b,,0,,,0,doll_0.22 b,,,,,,doll_0.86,,doll_0.271 b,,,0
doll_0.007 b,,0,,,0,doll_0.22 b,,,,,,doll_2.87,,doll_0.583 b,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_2.53,,0.0,,,0
doll_0.077 b,,0,,,0,doll_0.23 b,,,,,,doll_6.16,,doll_1.14 b,,,0
doll_0.201 b,,0,,,0,doll_0.22 b,,,,,,doll_4.15,,doll_0.489 b,,,0
0.0,,0,,,0,doll_0.22 b,,,,,,doll_12.59,,0.0,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_1.59,,0.0,,,0
doll_0.002 b,,0,,,0,doll_0.23 b,,,,,,doll_8.64,,doll_0.082 b,,,0
doll_0.079 b,,0,,,0,doll_0.23 b,,,,,,doll_9.65,,doll_0.607 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_0.70,,0.0,,,0
doll_0.004 b,,0,,,0,doll_0.23 b,,,,,,doll_6.97,,doll_1.27 b,,,0
doll_0.037 b,,0,,,0,doll_0.23 b,,,,,,doll_1.81,,doll_0.476 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_5.22,,0.0,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_3.20,,0.0,,,0
doll_-0.178 b,,0,,,0,doll_0.23 b,,,,,,doll_2.78,,doll_0.418 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_14.76,,0.0,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_2.55,,0.0,,,0
doll_-0.081 b,,0,,,0,doll_0.23 b,,,,,,doll_5.12,,doll_7.12 b,,,0
doll_0.021 b,,0,,,0,doll_0.23 b,,,,,,doll_4.46,,doll_0.751 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_1.19,,0.0,,,0
doll_0.233 b,,0,,,0,doll_0.23 b,,,,,,doll_6.10,,doll_0.389 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_1.37,,0.0,,,0
doll_-0.226 b,,0,,,0,doll_0.23 b,,,,,,doll_4.95,,doll_1.82 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_3.14,,0.0,,,0
doll_0.112 b,,0,,,0,doll_0.23 b,,,,,,doll_1.95,,doll_0.265 b,,,0
doll_0.193 b,,0,,,0,doll_0.23 b,,,,,,doll_3.40,,doll_0.522 b,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_0.76,,0.0,,,0
doll_-0.001 b,,0,,,0,doll_0.23 b,,,,,,doll_4.50,,0.0,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_19.50,,0.0,,,0
0.0,,0,,,0,doll_0.23 b,,,,,,doll_6.53,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_0.91,,0.0,,,0
doll_-0.007 b,,0,,,0,doll_0.23 b,,,,,,doll_1.95,,doll_0.119 b,,,0
doll_-0.106 b,,0,,,0,doll_0.24 b,,,,,,doll_26.25,,doll_0.192 b,,,0
doll_0.075 b,,0,,,0,doll_0.24 b,,,,,,doll_20.57,,doll_0.862 b,,,0
doll_0.042 b,,0,,,0,doll_0.24 b,,,,,,doll_17.36,,doll_1.67 b,,,0
doll_0.11 b,,0,,,0,doll_0.24 b,,,,,,doll_2.53,,doll_2.36 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_1.51,,0.0,,,0
doll_0.022 b,,0,,,0,doll_0.24 b,,,,,,doll_0.19,,doll_0.167 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_26.19,,0.0,,,0
doll_0.055 b,,0,,,0,doll_0.24 b,,,,,,doll_34.12,,doll_1.09 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_9.84,,0.0,,,0
doll_0.1 b,,0,,,0,doll_0.24 b,,,,,,doll_4.98,,doll_1.14 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_3.77,,0.0,,,0
doll_0.138 b,,0,,,0,doll_0.24 b,,,,,,doll_13.37,,doll_1.03 b,,,0
doll_0.091 b,,0,,,0,doll_0.24 b,,,,,,doll_6.22,,doll_0.846 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_1.03,,doll_0.396 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_18.85,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_7.41,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_6.66,,0.0,,,0
doll_0.138 b,,0,,,0,doll_0.24 b,,,,,,doll_0.23,,doll_0.151 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_5.13,,0.0,,,0
doll_0.137 b,,0,,,0,doll_0.24 b,,,,,,doll_28.39,,doll_1.21 b,,,0
doll_-0.065 b,,0,,,0,doll_0.24 b,,,,,,doll_2.59,,doll_0.361 b,,,0
doll_0.196 b,,0,,,0,doll_0.24 b,,,,,,doll_5.13,,doll_0.807 b,,,0
doll_-0.049 b,,0,,,0,doll_0.24 b,,,,,,doll_18.75,,doll_1.87 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_10.27,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_8.68,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_1.86,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_3.79,,0.0,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_1.36,,0.0,,,0
doll_0.05 b,,0,,,0,doll_0.24 b,,,,,,doll_20.85,,doll_1.42 b,,,0
0.0,,0,,,0,doll_0.24 b,,,,,,doll_3.72,,0.0,,,0
doll_0.053 b,,0,,,0,doll_0.25 b,,,,,,doll_2.90,,doll_0.701 b,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_6.52,,0.0,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_2.00,,0.0,,,0
doll_0.16 b,,0,,,0,doll_0.25 b,,,,,,doll_33.15,,doll_1.01 b,,,0
doll_0.027 b,,0,,,0,doll_0.25 b,,,,,,doll_28.99,,doll_0.091 b,,,0
doll_0.139 b,,0,,,0,doll_0.25 b,,,,,,doll_7.82,,doll_1.68 b,,,0
doll_0.235 b,,0,,,0,doll_0.25 b,,,,,,doll_19.19,,doll_2.66 b,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_6.96,,0.0,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_1.60,,0.0,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_3.75,,0.0,,,0
doll_0.026 b,,0,,,0,doll_0.25 b,,,,,,doll_23.68,,doll_3.01 b,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_1.78,,0.0,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_1.95,,0.0,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_4.51,,0.0,,,0
doll_-0.088 b,,0,,,0,doll_0.25 b,,,,,,doll_4.53,,doll_0.785 b,,,0
doll_-0.406 b,,0,,,0,doll_0.25 b,,,,,,doll_11.51,,doll_0.724 b,,,0
doll_0.044 b,,0,,,0,doll_0.25 b,,,,,,doll_23.33,,doll_0.602 b,,,0
doll_-0.075 b,,0,,,0,doll_0.25 b,,,,,,doll_13.10,,doll_0.282 b,,,0
doll_0.007 b,,0,,,0,doll_0.25 b,,,,,,doll_1.67,,doll_0.389 b,,,0
doll_0.092 b,,0,,,0,doll_0.25 b,,,,,,doll_1.13,,doll_2.26 b,,,0
0.0,,0,,,0,doll_0.25 b,,,,,,doll_3.72,,0.0,,,0
doll_0.01 b,,0,,,0,doll_0.25 b,,,,,,doll_20.07,,doll_0.017 b,,,0
doll_0.089 b,,0,,,0,doll_0.26 b,,,,,,doll_12.87,,doll_0.533 b,,,0
doll_0.047 b,,0,,,0,doll_0.25 b,,,,,,doll_4.13,,doll_0.03 b,,,0
doll_0.021 b,,0,,,0,doll_0.26 b,,,,,,doll_2.63,,doll_0.329 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_10.67,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_14.07,,0.0,,,0
doll_0.002 b,,0,,,0,doll_0.26 b,,,,,,doll_8.32,,doll_0.227 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_2.39,,0.0,,,0
doll_0.139 b,,0,,,0,doll_0.26 b,,,,,,doll_0.67,,doll_0.806 b,,,0
doll_0.026 b,,0,,,0,doll_0.26 b,,,,,,doll_5.65,,doll_3.56 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_1.08,,0.0,,,0
doll_0.118 b,,0,,,0,doll_0.26 b,,,,,,doll_6.56,,doll_0.133 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_5.64,,0.0,,,0
doll_0.171 b,,0,,,0,doll_0.26 b,,,,,,doll_1.51,,doll_0.16 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_7.09,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_1.22,,0.0,,,0
doll_0.088 b,,0,,,0,doll_0.26 b,,,,,,doll_1.21,,doll_0.299 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_7.69,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_12.62,,0.0,,,0
doll_0.101 b,,0,,,0,doll_0.26 b,,,,,,doll_8.48,,doll_1.11 b,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_10.54,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_4.57,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_7.05,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_17.71,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_3.83,,0.0,,,0
0.0,,0,,,0,doll_0.26 b,,,,,,doll_4.18,,0.0,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_0.95,,0.0,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_10.52,,0.0,,,0
doll_-0.176 b,,0,,,0,doll_0.27 b,,,,,,doll_4.27,,doll_0.252 b,,,0
doll_0.044 b,,0,,,0,doll_0.27 b,,,,,,doll_6.50,,doll_0.338 b,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_4.16,,0.0,,,0
doll_0.118 b,,0,,,0,doll_0.27 b,,,,,,doll_3.00,,doll_0.461 b,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_0.05000,,0.0,,,0
doll_0.153 b,,0,,,0,doll_0.27 b,,,,,,doll_48.14,,doll_2.18 b,,,0
doll_0.066 b,,0,,,0,doll_0.27 b,,,,,,doll_27.04,,doll_1.28 b,,,0
doll_-0.038 b,,0,,,0,doll_0.27 b,,,,,,doll_9.18,,doll_4.14 b,,,0
doll_-0.154 b,,0,,,0,doll_0.27 b,,,,,,doll_0.13,,doll_0.031 b,,,0
doll_0.028 b,,0,,,0,doll_0.27 b,,,,,,doll_2.70,,doll_0.434 b,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_0.07000,,0.0,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_2.83,,0.0,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_4.07,,0.0,,,0
doll_0.072 b,,0,,,0,doll_0.27 b,,,,,,doll_22.39,,doll_2.79 b,,,0
doll_0.018 b,,0,,,0,doll_0.27 b,,,,,,doll_4.12,,doll_0.548 b,,,0
doll_-0.1 b,,0,,,0,doll_0.27 b,,,,,,doll_21.61,,0.0,,,0
doll_0.145 b,,0,,,0,doll_0.27 b,,,,,,doll_13.93,,doll_4.37 b,,,0
doll_0.018 b,,0,,,0,doll_0.27 b,,,,,,doll_4.92,,doll_0.51 b,,,0
doll_0.043 b,,0,,,0,doll_0.28 b,,,,,,doll_2.65,,doll_2.46 b,,,0
0.0,,0,,,0,doll_0.27 b,,,,,,doll_7.07,,0.0,,,0
doll_0.219 b,,0,,,0,doll_0.27 b,,,,,,doll_7.27,,doll_0.22 b,,,0
doll_-0.203 b,,0,,,0,doll_0.27 b,,,,,,doll_5.56,,doll_10.65 b,,,0
doll_-0.008 b,,0,,,0,doll_0.28 b,,,,,,doll_14.54,,0.0,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_6.61,,0.0,,,0
doll_0.059 b,,0,,,0,doll_0.28 b,,,,,,doll_29.56,,doll_1.12 b,,,0
doll_0.044 b,,0,,,0,doll_0.28 b,,,,,,doll_4.07,,doll_0.235 b,,,0
doll_0.028 b,,0,,,0,doll_0.28 b,,,,,,doll_0.35,,doll_0.781 b,,,0
0.0,,0,,,0,doll_0.28 b,,,,,,doll_29.37,,0.0,,,0
