,name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
786,cigna corporation,['public'],"['managed healthcare', 'insurance']","['1982', '1977']",[],"['bloomfield, connecticut']",[],[],['usdoll_'],"[' usdoll_7 billion (2021)', '[1]']","[' ', ' usdoll_154.889 billion (2021)', '[2]', ' ']","['73,800 (2021)', '[3]']",['cignaglobalhealth.com']
787,sinochem group,['state owned'],[],['1950'],[],"['xicheng district, beijing']",[],[],"['581,076,200,000 renminbi (2018)\xa0']",[],[],"['50,000 (2013) ', '[1]']","['english', '.sinochem', '.com']"
788,shell plc,['public limited company'],"['energy', 'petroleum']",['shell centre'],"['marcus', 'samuel samuel', 'jean b.a. kessler', 'henri deterding']",['shell centre'],[],[],"[' usdoll_261.5 billion', '\xa0(2021)']","[' usdoll_33.4 billion', '[1]', '\xa0(2021)']","[' usdoll_404.4 billion', '[1]', '\xa0(2021)']","['86,000', '[2]', '\xa0(2022)']","['www', '.shell', '.com']"
789,gazprom pjsc,"['public', 'pao']",['oil and gas'],['8\xa0august 1989'],[],['saint petersburg'],[],['gas pipeline transport'],"['doll_87.7\xa0billion', '\xa0(2020)']","['doll_8.53\xa0billion', '[1]', '\xa0(2020)']","['doll_324\xa0billion', '[1]', '\xa0(2020)']","['466,000', '[2]', '\xa0(2018)']","['gazprom', '.com']"
790,at&t inc.,['public'],"['telecommunications', 'technology']","['october\xa05, 1983']","['alexander graham bell', 'gardiner greene hubbard']",['whitacre tower'],[],[],"[' ', ' billion\xa0(2021)']","[' ', 'usdoll_23.35', ' billion\xa0(2021)']","[' ', 'usdoll_551.62', ' billion\xa0(2021)']","[' 203,000\xa0(jan. 2022)']",['www.att.com']
791,agricultural bank of china,['public'],['financial services'],['10\xa0july 1951'],[],"['beijing', 'china']",[],[],[' '],"[' ', '¥251.67 billion\xa0rmb', 'doll_36,6 billion ', '(2018)', '[1]']","[' ', '¥22.609 trillion\xa0rmb', 'doll_3.286 trillion ', '(2018)', '[1]']","[' 467,631 ', '(2020)', '[3]']",['abchina.com']
792,stellantis n.v.,"['public', 'n.v.']","['automotive', 'production systems']",['16\xa0january 2021'],[],['amsterdam'],[],[],['€'],"[' €15.3\xa0billion (2021)', '[2]']","[' €171.8\xa0billion (2021)', '[2]']","['281,595', '[b]', '[3]', '\xa0(december 2021)']",['stellantis.com']
793,china construction bank,['public'],['financial services'],['1\xa0october 1954'],[],['beijing'],[],[],"[' ', 'doll_175.1 billion ']","[' ', '¥308.16 billion\xa0rmb', 'doll_44.8 billion ', '(2018)', '[1]']","[' ', '¥23.22 trillion\xa0rmb', 'doll_3.375 trillion ', '(2018)', '[1]']","['345,971 ', '(2018)', '[1]']",['ccb.com']
794,glencore plc,['public limited company'],"['commodities', 'metals', 'mining']","['1974', '(as marc rich + co ag)']",['marc rich'],"[', switzerland', '(headquarters)', ', united kingdom', '(head office – oil & gas)', ', netherlands', '(head office – agricultural products)', ', ', '(registered office)']",[],[],"[' ', 'usdoll_', '203.751 billion', ' (2021)', '[1]']","[' usdoll_8.515 billion (2021)', '[1]']","[' usdoll_127.510 billion (2021)', '[1]']","['135,000 (2022)', '[3]']","['www', '.glencore', '.com']"
795,industrial and commercial bank of china limited,"['public', 'state-owned']",['financial services'],['1984'],[],"['beijing', 'china']",[],[],"[' ', 'doll_105.4\xa0billion ']","[' ', '¥369.32\xa0', 'billion', '\xa0', 'rmb', 'doll_53.68\xa0billion ', '(2018)', '[5]']","[' ', '¥27.70\xa0', 'trillion', '\xa0', 'rmb', '  usdoll_4027.44\xa0billion ', '(2018)', '[7]']","[' 434,798 ', '(2022)', '[9]']",['icbc.com.cn']
796,ping an insurance,['public'],['financial services'],['1988'],['ma\xa0mingzhe'],['shenzhen'],[],"['insurance', 'banking', 'asset management', 'financial services', 'healthcare', 'auto services', 'smart city']","[' ', '\xa0(2021)']","[' ', '¥147,961\xa0million\xa0rmb', '\xa0(2021)']","[' ', '¥10,142,206\xa0million\xa0rmb', '\xa0(2021)']","['approx. 362,035', '[1]']",['https://group.pingan.com']
797,totalenergies se,['public'],"['petroleum', 'energy']",['28\xa0march 1924'],[],"['tour total', 'courbevoie', 'france']",[],['fuel stations'],"[' ', ' (2021)']","[' ', 'usdoll_30.5 billion', ' (2021)']","[' ', 'usdoll_320.5 billion', ' (2021)']","['105,476 (2020)', '[2]']","['totalenergies', '.com']"
798,amerisourcebergen corporation,['public'],['pharmaceutical'],['merger between amerisource health and bergen brunswig in 2001'],[],"['conshohocken, pennsylvania']",[],[],"[' ', 'usdoll_', '213.99 billion', ' (2021)', '[1]']","[' ', 'usdoll_2.35 billion', ' (2021)', '[1]']","[' ', 'usdoll_57.34 billion', ' (2021)', '[1]']","['c.', '\u200942,000', ' (september 2021)', '[1]']","['www', '.amerisourcebergen', '.com']"
799,astellas pharma inc.,"['public', 'k.k']",['pharmaceutical'],['1\xa0april 2005'],[],"['chūō-ku', 'tokyo']",[],[],"['usdoll_', 'fy']",[],"['doll_14.86 billion (2016)', '[1]']","['17,217 (2016)', '[2]']",['www.astellas.com/en/']
800,costco wholesale corporation,['public'],['retail'],"['seattle, washington']","['james sinegal', 'jeffrey brotman']","['issaquah, washington']",[],"['merchandise', 'cash & carry', 'warehouse club', 'gas stations']","[' usdoll_226.95', 'billion', '\xa0(2022)']","[' doll_7.7', '\xa0', 'billion', '[2]', '\xa0(2022)']","[' doll_64.17', '\xa0', 'billion', '[2]', '\xa0(2022)']","[' 304,000', '[1]', '\xa0(2022)']",[' ']
801,"illumina, inc.",['public'],['biotechnology'],['1998'],"['david walt', 'john stuelpnagel', 'mark chee']","['san diego, california', 'u.s.']",[],[],"[' ', ' (2021)']",[' usdoll_−0.12 billion (2021)'],[' usdoll_15.21 billion (2021)'],"['9,100 (jan 2022)']","['www', '.illumina', '.com']"
802,seagen inc.,['public'],"['biotechnology', 'pharmaceutical']",['1997'],[],"['bothell, washington']",[],[],[' 2.176 billion(2020)'],[],[],['2700 (2021)'],"['seagen', '.com']"
803,"alexion pharmaceuticals, inc.",['subsidiary'],['pharmaceutical industry'],['1992'],['leonard bell'],"['boston, massachusetts', ', u.s.']",[],[],"[' ', 'usdoll_', '6.069 billion', ' (2020)']",[],[' usdoll_18.103 billion (2020)'],"['2,525 (2020)']","['www', '.alexion', '.com']"
804,biogen inc.,['public company'],['biotechnology'],['1978'],"['kenneth murray', 'phillip allen sharp', 'walter gilbert', 'charles weissmann']","[', u.s.']",[],[],"[' ', ' (2021)']","[' usdoll_2.84 billion (2021)', '[2]']","[' usdoll_23.877 billion (2021)', '[2]']","['9,100 (2020)', '[3]']","['biogen', '.com']"
805,"regeneron pharmaceuticals, inc.",['public'],"['pharmaceuticals', 'biotech']",['1988'],"['leonard schleifer', 'george yancopoulos']","['tarrytown, new york']",[],[],"[' ', ' (2021)']",[' usdoll_8.95 billion (2021)'],[' usdoll_25.43 billion (2021)'],"['10,368 (december 2021)']",[' ']
806,vertex pharmaceuticals incorporated,['public company'],"['pharmaceuticals', 'biotherapeutics']",['1989'],[],"['boston, massachusetts']",[],[],"[' ', ' (2018)']",[],[],"['3,900']",['vrtx.com']
807,takeda pharmaceutical company limited,"['public', 'kk']",['pharmaceuticals'],"['doshomachi, osaka, japan (12\xa0june 1781', ')']",['chobei takeda i'],"['nihonbashi', 'chuo, tokyo']",[],[],['fy'],"[' ', '¥241,789\xa0million', ' (fy 2018)', '[* 1]']","[' ', '¥4,106,463\xa0billion', ' (fy 2018)', '[* 1]']","['\n', '49,578 (2019)', '\n', '18,378 in united states ', '[5]', '\n', '5,350 in japan', '[6]', '\n']","['www', '.takeda', '.com']"
808,ernst & young global limited,['private company limited by guarantee'],['professional services'],"['1989', ' (through merger of ernst & whinney and arthur young & co.; oldest component from 1849)']",[],['london'],[],['digital strategy'],"[' ', '45.4\xa0billion (2022)']",[],[],"['365,399 (2022)', '[5]']","['ey', '.com']"
809,capgemini se,['societas europaea'],"['information technology', 'consulting', 'outsourcing']",['1 october 1967'],['serge kampf'],"['paris', 'france']",[],[],['€'],"[' €1.84  billion (2021)', '[1]']","['€21.95 billion (2020)', '[1]']","['358,400 (2022)', '[2]']","['www', '.capgemini', '.com']"
810,atos se,['societas europaea'],"['information technology', 'consulting', 'outsourcing']",['2000'],[],['bezons'],[],[],['€'],"['€650\xa0million (2020)', '[2]']","['€18.12\xa0billion (2020)', '[2]']","['104,430 (2020)', '[2]']","['atos', '.net']"
811,alten,[],"['information technology', 'consulting', 'outsourcing']","['1988 by simon azoulay, laurent schwarz and thierry woog']",[],"['boulogne-billancourt', 'france']",[],[],[' €2.269 billion (2018)'],[],[],"['42,000 (june. 2022)', '[3]']","['www', '.alten', '.com']"
812,bayer ag,['aktiengesellschaft'],"['pharmaceuticals', 'chemicals', 'biotechnology', 'healthcare']",['1\xa0august 1863'],['friedrich bayer'],"['leverkusen', 'north rhine-westphalia', 'germany']",[],[],['€'],"[' €3.353 billion (2021)', '[2]']","[' €120.241 billion (2021)', '[2]']","['99,637 (2021)', '[2]']","['www', '.bayer', '.com']"
813,accenture plc,['public'],"['professional services', 'information technology', 'consulting']",['1989'],[],['dublin'],[],[],"[' ', ' ', 'usdoll_', '61.6 billion', ' (2022)', '[2]']","[' ', 'usdoll_9.37 billion', ' (2022)', '[2]']","[' ', 'usdoll_47.26 billion', ' (2022)', '[2]']","['721,000 (2022)', '[3]']","['www', '.accenture', '.com']"
814,deloitte touche tohmatsu limited,['private company limited by guarantee'],['professional services'],['london'],['william welch deloitte'],['london'],[],"['audit', 'management consulting', 'financial advisory', 'risk advisory', 'tax', 'legal']",[' usdoll_59.3 billion (2022)'],[],[],"['415,000 (2022)', '[5]']","['deloitte', '.com']"
815,cyient,['public'],['conglomerate'],['1991'],['b. v. r. mohan reddy'],['hyderabad'],[],[],"[' ', ' (usdoll_510\xa0million) (fy 2018)']",[],[],"['10,000+ (2018)']","['www', '.cyient', '.com']"
816,ncs group,['subsidiary'],"['it, infocomm']",['1981'],[],['singapore'],[],[],[],[],[],"['12,000', '[1]']",['https://www.ncs.co/en-sg/']
817,datamatics global services ltd,['public'],"['it services', 'it consulting']",['1975'],"['dr. lalit.s.kanodia', 'chairman']","['mumbai', 'maharashtra']",[],"['business process outsourcing', 'software']",[' (usdoll_140\xa0million)(2019)'],[],[],"['10,000+']","['www', '.datamatics', '.com']"
818,zensar technologies ltd,['public'],['it services'],['1991'],[],"['pune, india']",[],"['digital supply chain', 'artificial intelligence', 'cloud infrastructure', 'data management', 'enterprise applications']",[' '],[],[],['11000+ (2022)'],"['www', '.zensar', '.com']"
819,coforge ltd.,['public'],['information technology'],['13\xa0may 1992'],[],"['noida', 'uttar pradesh']",[],"['digital supply chain', 'artificial intelligence', 'cloud infrastructure', 'data management', 'enterprise applications']","[' ', ' (usdoll_810\xa0million) (fy2022)']",[],[],"['21000+ (2021)', '[3]']","['www', '.coforge', '.com']"
820,kpit technologies limited,['public'],['automotive'],[],"[' (', ')', '(', ' & ', ')']","['pune, maharashtra']",[],['product engineering'],[' (usdoll_300\xa0million)(fy2022)'],[],[],"['10,000+ (as of october 2022)', '[3]']","['www', '.kpit', '.com']"
821,l&t technology services,['public'],"['engineering', 'consulting']",['14 june 2012'],[],"['vadodara', 'gujarat', 'india']",[],[],"[' ', ' (usdoll_820\xa0million)', ' (2022)']",[],[],"['19,000+ (2020)']","['www', '.ltts', '.com']"
822,persistent systems,['public'],['it services'],['pune'],['anand deshpande'],"['pune', 'maharashtra']",[],[],"[' ', ' (usdoll_720\xa0million) (fy2022)']",[],[],"['21,000+']","['persistent', '.com']"
823,"cadence design systems, inc.",['public company'],['computer software'],['1988'],[],"['san jose, california']",[],[],"[' ', ' (2021)']","[' usdoll_0.78 billion (2021)', '[1]']","[' usdoll_4.39 billion (2021)', '[1]']","['9,300 (jan 2022)', '[1]']","['www', '.cadence', '.com']"
824,"fleetcor technologies, inc.",['public company'],['financial data services'],['2000'],[],"['atlanta, georgia']",[],[],"[' ', 'usdoll_', '2.433 billion', ' (2018)', '[2]']","[' usdoll_1.09 billion (2018)', '[2]']","[' usdoll_11.2 billion (2018)', '[2]']","['7,600 (2018)']","['www', '.fleetcor', '.com']"
825,"zoom video communications, inc.",['public company'],[],"['april\xa021, 2011']",['eric yuan'],"['san jose, california', ', u.s.']",[],"['videotelephony', 'online chat', 'business telephone systems']","[' ', ' (2022)']",[' usdoll_1.06 billion (2022)'],[' usdoll_7.55 billion (2022)'],"['6,787 (2022)']",[' ']
826,"citrix systems, inc.",['private'],"['cloud computing', 'virtualization', 'computer software']","['richardson, texas']",['ed iacobucci'],"[', u.s.']",[],[],"[' ', ' (2021)']",[' usdoll_237\xa0million (2021)'],[' usdoll_6.98\xa0billion (2021)'],"['9,700 (december 2021)']","['www', '.citrix', '.com']"
827,"akamai technologies, inc.",['public'],"['internet', 'cloud computing']",['1998'],['jonathan seelig'],"['cambridge, massachusetts']",[],[],[' doll_3.461 billion (2021)'],[' doll_783 million (2021)'],[' doll_8.138 billion (2021)'],"['8,800 (2021)']",['akamai.com']
828,"epam systems, inc.",['public company'],['software engineering'],['1993'],[],"['newtown, pennsylvania']",[],"[' ', 'digital platform engineering', 'application development', 'enterprise application platforms', 'application testing', 'application maintenance and support', 'asm and infrastructure services']","[' ', 'usdoll_', '3.758 billion', ' (2021)', '[1]']",[],[],"['58,824 (dec 2021)', '[2]']","['epam', '.com']"
829,"synopsys, inc.",['public'],"['integrated circuit', 'self-driving car', 'software as a service', 'software testing', 'internet of things']",['research triangle park'],['david gregory'],"['mountain view, california']",[],[],"[' ', ' (2021)']","[' usdoll_734.8 million (2021)', '[3]']","[' ', 'usdoll_8.75 billion', ' (2021)', '[3]']","['16,361 (2021)', '[3]']","['synopsys', '.com']"
830,"autodesk, inc.",['public'],"['media & entertainment', 'manufacturing & industrial', 'bioscience']",['mill valley'],['john walker'],"['one market plaza', 'san francisco, california']",[],[],"[' ', ' ', 'usdoll_', '4.39 billion', ' (2022)']","[' ', ' ', 'usdoll_617.6 million', ' (2022)']","[' ', 'usdoll_8.61 billion', ' (2022)']","['12,600 (january 2022)']",['autodesk.com']
831,amdocs limited,['public company'],['software'],"['1982', ' in israel']","['avinoam naor', 'boaz dotan']","[', united states (corporate)', ' (registered office)']",[],[],"[' ', ' (2021)']",[' usdoll_599 million (2021)'],[' usdoll_6.51 billion (2021)'],"['31,000 (2022)', '[2]']","['amdocs', '.com']"
832,gen digital inc.,['public'],['computer software'],"['sunnyvale, california']",['gary hendrix'],"[', arizona, u.s.', ', czech republic']",[],['computer security'],"[' ', '\xa0(2022)']","[' ', 'usdoll_1.01 billion', '\xa0(2022)']","[' ', 'usdoll_6.94 billion', '\xa0(2022)']","['c.', '\u20092,700', '\xa0(2022)']","['gendigital', '.com']"
833,"paychex, inc.",['public company'],"['business process outsourcing', 'human capital management']",['1971'],['b. thomas golisano'],"['rochester, new york']",[],['payroll and hr services'],"[' ', 'usdoll_', '4.61 billion', ' (2022)']",[' usdoll_1.84 billion (2022)'],[' usdoll_9.64 billion (2022)'],"['c.', '\u200916,000', '\xa0(2022)']","['paychex', '.com']"
834,"palo alto networks, inc.",['public company'],"['network security', 'cybersecurity', 'cloud computing']",['2005'],['nir zuk'],"['santa clara, california']",[],[],"[' ', '\xa0(2022)']","[' ', 'usdoll_−189 million', '[5]', '\xa0(2022)']","[' ', 'usdoll_12.25 billion', '[5]', '\xa0(2022)']","['12,561 (july 2022)', '[5]']","['paloaltonetworks', '.com']"
835,assicurazioni generali s.p.a.,['public'],['financial services'],['1831'],[],"['trieste', 'italy']",[],[],['€'],"[' €5.85 billion (2021)', '[1]']","[' €710 billion (2021)', '[1]']","['74,621 (2021)', '[1]']","['www', '.generali', '.com']"
836,fiat automobiles ,"['subsidiary', 's.p.a.']",['automotive'],['2007'],"['luigi damevino ', 'cesare goria gatti', 'roberto biscaretti di ruffia', 'carlo racca', 'emanuele cacherano di bricherasio', 'michele ceriana mayneri', 'lodovico scarfiotti', 'alfonso ferrero']","['lingotto', 'turin']",[],[],"['800,000,000 united states dollar (2012)\xa0']",[],[],[],['fiat.com']
837,enel s.p.a.,['società per azioni'],['electric utility'],['27\xa0november 1962'],['italian government'],"['rome', 'italy']",[],[],['€'],"['€7.7\xa0billion (2021)', '[2]']",[' €206.9\xa0billion (2021)'],"['66,279 (2021)', '[5]']",['www.enel.com']
838,"banco santander, s.a.",['sociedad anónima'],['financial services'],['15\xa0may 1857'],[],"['santander', 'boadilla del monte', 'madrid']",[],[],[],[],"[' €1.666\xa0trillion (2021)', '[1]']","[' 198,204 (2021)', '[1]']","['www', '.santander', '.com']"
839,engie sa,['société anonyme'],['electric utility'],['22\xa0july 2008'],[],"['la défense', 'france']",[],[],['€'],"[' €5.7\xa0billion (2019)', '[1]']","[' €159.8\xa0billion (2019)', '[1]']","['171,100 (2019)']","['engie', '.com', '/en']"
840,bnp paribas s.a.,['société anonyme'],['financial services'],"['1848', "" (comptoir national d'escompte de paris, predecessor of bnp)"", '1872 (banque de paris et des pays-bas, later called paribas)', '2000 (as bnp paribas)']",[],"['boulevard des italiens', 'paris', 'france']",[],[],['€'],"[' €12.2\xa0billion (2021)', '[2]']","[' €2.6\xa0trillion (2021)', '[2]']","['190,000 (2022)', '[2]']",['group.bnpparibas']
841,siemens aktiengesellschaft,['public'],['conglomerate'],"['berlin', 'kingdom of prussia']",['werner von siemens'],"['munich', 'berlin']",[],"['business services', 'financing', 'project engineering', 'construction']",[' €62.265 billion (2021)'],"[' €7.496 billion (2021)', '[2]']","[' €139.608 billion (2021)', '[2]']","['303,000 (2021)', '[2]']","['www', '.siemens', '.com']"
842,axa s.a.,['public'],['financial services'],['1816'],[],['paris'],[],[],['€'],"[' €5.91 billion  (2021)', '[2]']","[' €775.5 billion (2021)', '[2]']","['149,000 (2021)', '[2]']","['www', '.axa', '.com']"
843,allianz,['public'],['financial services'],['5 february 1890'],['carl von thieme'],['munich'],[],[],['€'],"[' €13.40\xa0billion (2021)', '[1]']","[' €1.14\xa0trillion (2021)', '[1]']","['155,411 (2021)', '[1]']","['allianz', '.com']"
844,exor n.v.,"['public', 'n.v.']",['holding company'],['27\xa0july 1927'],['giovanni agnelli'],"['amsterdam', 'netherlands']",[],[],[' €33.617 billion (2021)'],[],"[' €91.111 billion (2021)', '[1]']","['74,353 (approx) (2021)', '[1]']",['exor.com']
845,carrefour,['société anonyme'],"['retail', 'wholesaling']",['1\xa0january 1958'],"['marcel fournier', 'jacques defforey']","['massy', 'essonne']",[],"['cash and carry', 'warehouse club', 'discount store', 'hypermarket', 'supercenter', 'superstore', 'supermarket']","[' 35.28 billion (france)\n', ' 21.28 billion (europe)\n', ' 13.89 billion (latam)\n', ' 2.49 billion (taiwan)\n']","['\n', ' €2.27\xa0billion (2021)', '[2]', '[1]', '\n', ' 768 million (latam)\n', ' 757 million (france)\n', ' 718 million (europe)\n', ' 78 million (taiwan)\n', ' ', '-', '49 million (global functions)\n', '\n']","[' €47.67\xa0billion (2021)', '[2]']","['\n', ' 319,565 ', '(2021)', '[1]', '\n', ' 115,310 (', 'latam', ')', ' 191,707 (', 'europe', ')', ' 12,548 (', 'asia', ')', '\n']",['www.carrefour.com']
846,royal canadian mint,"['crown corporation', 'low-rise']",['coin mintage'],"['january\xa02,\xa01908']",[],['ottawa'],[],"['assay', 'coin production']","[' doll_2,641.4', 'million (2016)']","[' doll_34.563', '\xa0', 'million (2016)', '[2]']","[' doll_444.097', '\xa0', 'million (2016)', '[2]']","['1,280 (2016)', '[2]']",[' ']
847,singapore mint,[],['metalworking'],['1968'],[],['singapore'],[],[],[],[],[],[],[]
848,valcambi,['s.a. (corporation)'],['refining'],['balerna'],[],"['balerna', 'switzerland']",[],[],[],[],[],['155'],"['www', '.valcambi', '.com']"
849,hungarian mint,['government-owned company'],['coin'],"['1001 ', ' 1925 as the royal hungarian state mint']",[],"['budapest', 'hungary']",[],[],[],[],[],[],"['www', '.penzvero', '.hu']"
850,austrian mint,[],[],['1989'],[],[],[],[],[],[],[],[],['www.muenzeoesterreich.at']
851,the royal mint limited,"['state-owned', 'limited company']",['coin'],[' ad'],[],"['llantrisant', 'rhondda cynon taf']",[],[],[' £506 million (2017)'],"[' £14.5 million (2017)', '[2]']","[' £71.9 million (2017)', '[2]']",['900+'],"['www', '.royalmint', '.com']"
852,mercedes-benz group,['public'],['automotive'],"['1926 (original foundation of daimler-benz)', '2007 (foundation of daimler ag)']",[],"['stuttgart', 'germany']",[],[],"[' €133,9 billion (2021)']","[' €16.0 billion (2021)', '[1]']","[' €258.8 billion (2021)', '[1]']","[' 172,425 (2021)', '[1]']","['group', '.mercedes-benz', '.com']"
853,umicore sa,"['public', 's.a.']","['metals', 'mining']",['1989'],[],"['brussels', 'belgium']",[],[],['€'],"['€524.1 million ', '(2012)', '[4]']","['€3.512 billion ', '(end 2010)', '[4]']","['10,224 ', '(2018)', '[5]']",['www.umicore.com']
854,nu boyana film studios,[],['cinematography'],['1962'],[],"['sofia', 'bulgaria']",[],[],[],[],[],[],"['nuboyana', '.com']"
855,texas precious metals,['private'],['precious metals'],['2011'],[],"['shiner, texas', 'united states']",[],[],"['2013: doll_180.1m', '2014: doll_153.2m']",[],[],[],['www.texmetals.com']
856,studio 100 nv,['joint-stock company'],['family entertainment'],['1996'],['gert verhulst'],['schelle'],[],[],[],[],[],[],"['www', '.studio100group', '.com']"
857,belarusfilm,['corporation'],"['motion pictures', 'animated films']",['1926'],[],"['minsk', 'belarus']",[],[],[],[],[],[],[]
858,impress telefilm,['media and entertainment company'],[],['2003'],['faridur reza sagar'],['bangladesh'],[],[],[],[],[],[],[]
859,globo filmes,['private'],[],"['december\xa025, 1998']",['roberto marinho'],"['rio de janeiro', 'rj']",[],[],[],[],[],[],['official website']
860,engen petroleum limited,['public'],['oil and gas'],['1881'],[],['cape town'],[],[],['r70 033 million (2017)'],"['r5.155 million (2017)', '[2]']","['r40.878 million (2017)', '[2]']","['3,485 (2017)', '[2]']",['engen.co.za']
861,localbitcoins,[],[],['june 2012'],['jeremias kangas'],['helsinki'],[],[],[],[],[],['100+'],"['localbitcoins', '.com']"
862,kraken,['cryptocurrency exchange'],[],"['july\xa028, 2011']",[],[],[],[],[],[],[],[],"['kraken', '.com']"
863,huobi,['public'],['bitcoin exchange'],['2013'],['leon li'],['seychelles'],[],[],[],[],[],[],"['www', '.hbg', '.com']"
864,ghash.io,[],['bitcoin mining pool'],['july 2013'],[],['netherlands\xa0'],[],[],[],[],[],[],['\xa0']
865,coffee island,['franchise'],['food and beverage'],['1999'],[],"['patras', 'greece']",[],[],[],[],[],[],['https://www.coffeeisland.gr/en/']
866,caribou coffee company,['private'],"['coffee', 'tea']","['december\xa014, 1992', ' edina, minnesota, united states']",[],"['brooklyn center', 'minnesota', 'u.s.']",[],[],[],[],[],"['7,000+', '[3]']","['www', '.cariboucoffee', '.com']"
867,the kroger company,['public'],['retail'],"['cincinnati, ohio']",['bernard kroger'],"['cincinnati, ohio', 'u.s.']",[],[],"[' ', ' ', 'usdoll_', '137.888 billion', ' (2022)', '[3]', ' ']","[' ', 'usdoll_3.477 billion', ' (2022)', '[3]']","[' ', 'usdoll_49.086 billion', ' (2022)', '[3]']","['465,000 (2022)', '[4]']","['www', '.thekrogerco', '.com', 'www', '.kroger', '.com']"
868,caffè vita coffee roasting,['private'],['restaurants'],['1995'],[],"['seattle', 'washington']",[],[],[],[],[],['100'],['www.caffevita.com']
869,trafigura group pte. ltd.,['private'],['commodity'],['1993'],[],"['ocean financial centre', 'singapore']",[],"['commodity trading', 'logistics']","['usdoll_', 'fy']","['1,491,700,000 united states dollar (2018)\xa0']","[' usdoll_90.1 billion (fy2021)', '[3]', '[4]']","['8,619 (2020) ', '[3]']",['trafigura.com']
870,jpmorgan chase & co.,['public'],['financial services'],"['december\xa01, 2000']","['aaron burr', 'balthazar p. melick', 'john pierpont morgan', 'john thompson']",['383 madison avenue'],[],[],['usdoll_'],[' usdoll_59.56 billion\xa0(2021)'],[' usdoll_3.77 trillion\xa0(2022)'],"[' 288,474', '[1]', '\xa0(2022)']","['www', '.jpmorganchase', '.com']"
871,hon hai precision industry co. ltd.,['public'],['electronics'],"['20\xa0february 1974', ' (as hon hai precision industry co., ltd.)']",['terry gou'],"['tucheng district', 'new taipei', 'taiwan']",[],['electronics manufacturing services'],['usdoll_ 175 billion (2021)'],"['ntdoll_193.57 billion (2021)', '[1]']","['ntdoll_3.908 trillion (2021)', '[1]']","[' 1,290,000 (2020)', '[2]']","['www', '.honhai', '.com', '/en-us', '/']"
872,"coffee beanery, ltd.",['limited liability company'],"['coffee chain, coffee roaster, franchisor']",['1976'],['joanne and julius shaw'],"['flushing, michigan']",[],"['manufacturing, franchising & retail']",['~doll_14 million'],[],[],['35'],['http://www.coffeebeanery.com/']
873,industrial and commercial bank of china limited,"['public', 'state-owned']",['financial services'],['1984'],[],"['beijing', 'china']",[],[],"[' ', 'doll_105.4\xa0billion ']","[' ', '¥369.32\xa0', 'billion', '\xa0', 'rmb', 'doll_53.68\xa0billion ', '(2018)', '[5]']","[' ', '¥27.70\xa0', 'trillion', '\xa0', 'rmb', '  usdoll_4027.44\xa0billion ', '(2018)', '[7]']","[' 434,798 ', '(2022)', '[9]']",['icbc.com.cn']
874,"daiichi sankyo company, limited","['public', 'kk']",['pharmaceutical'],"['tokyo', 'japan']",[],"['nihonbashi-honcho', 'chūō-ku', 'tokyo', 'japan']",[],[],"['usd', 'fy', 'jpy', 'fy']",[],[],"['15,348 (as of march 2020)']",['http://www.daiichisankyo.com']
875,mckesson corporation,['public'],['healthcare'],['new york city'],"['john mckesson', 'charles olcott']","['irving, texas']",[],[],"[' ', 'usdoll_', '263.97 billion', ' (2022)', '[1]', ':\u200a70\u200a']","[' ', 'usdoll_1.29 billion', ' (2022)', '[1]', ':\u200a70\u200a']","[' ', 'usdoll_63.30 billion', ' (2022)', '[1]', ':\u200a72\u200a']","['c.', '\u200975,000', ' (2022)', '[1]', ':\u200a9\u200a']",['mckesson.com']
876,"gilead sciences, inc.",['public'],"['pharmaceutics', 'biotechnology']","['june\xa022, 1987']",[],"['foster city, california']",[],[],"[' ', '\xa0(2021)']","[' ', 'usdoll_9.92 billion', '[2]', '\xa0(2021)']","[' ', 'usdoll_67.95 billion', '[2]', '\xa0(2021)']","[' 14,400', '[2]', '\xa0(2021)']",[]
877,zoetis inc.,['public'],['pharmaceutical'],['1952'],[],"['parsippany, new jersey']",[],[],"[' ', ' (2021)']","[' ', 'usdoll_2.76 billion', ' (2021)']","[' ', 'usdoll_13.9 billion', ' (2021)']","['c.', '\u200912,100', '\xa0(dec 2021)']",['zoetis.com']
878,"samsung electronics co., ltd.",['public'],"['electronics', 'semiconductors', 'information technology', 'artificial intelligence', 'automation', 'home appliances', 'medical devices', 'internet of things', 'robotics']",['suwon'],[],['samsung digital city'],[],[],['₩'],"[' ₩51.63\xa0trillion (2021)', '[2]']","[' ₩426.6\xa0trillion (2021)', '[2]']","['266,673 (december 2021)', '[4]']",['samsung.com']
879,stryker corporation,['public'],['medical technology'],['1941'],['homer stryker'],"['kalamazoo', 'michigan', 'u.s.']",[],[],"[' ', '17.108 billion (2021)']","[' ', 'usdoll_', '2.281 billion (2021)']",[],"['46,000 (2021)', '[1]']","['stryker', '.com']"
880,shell plc,['public limited company'],"['energy', 'petroleum']",['shell centre'],"['marcus', 'samuel samuel', 'jean b.a. kessler', 'henri deterding']",['shell centre'],[],[],"[' usdoll_261.5 billion', '\xa0(2021)']","[' usdoll_33.4 billion', '[1]', '\xa0(2021)']","[' usdoll_404.4 billion', '[1]', '\xa0(2021)']","['86,000', '[2]', '\xa0(2022)']","['www', '.shell', '.com']"
