ceo,name,country,founded,employees,industry
robert wilt,saudi arabian mining,saudi arabia,1997,not found,materials
jian de gong,china cinda asset management,china,1999,"14,723",diversified financials
ichiro itoh,asahi kasei,japan,1931,"44,497",chemicals
takayuki morita,nec,japan,1899,"114,714",technology hardware & equipment
j. scott kirby,united airlines holdings,united states,1968,"84,100",transportation
william j. hornbuckle,mgm resorts,united states,1986,"59,000","hotels, restaurants & leisure"
"dimitri de vreeze, géraldine matchett",dsm,netherlands,1902,"21,358",materials
ririek adriansyah,telkom indonesia,indonesia,1965,"20,884",telecommunications services
daniel obajtek,pkn orlen,poland,1999,"32,701",oil & gas operations
hong bo shang,guotai junan securities,china,1999,"15,198",diversified financials
hilde merete aasheim,norsk hydro,norway,1905,"31,264",materials
chien nan lin,formosa plastics,taiwan,1954,not found,chemicals
mauricio gutierrez,nrg energy,united states,1989,"6,635",utilities
ah lek tay,public bank,malaysia,1966,"19,000",banking
dong sheng li,tcl ,china,1981,"48,471",technology hardware & equipment
yi zhou,huatai securities,china,1990,"14,372",diversified financials
steven cahillane,kellogg,united states,1906,"31,000","food, soft beverages, alcohol & tobacco"
", osamu tsuji",inner mongolia yili ,china,not found,"59,159","food, drink & tobacco"
mark julian read,wpp,united kingdom,1971,"109,382",media
john d. wren,omnicom group,united states,1986,"71,700",media
toshinori abe,sekisui house,japan,1960,"24,775",construction
jack a. fusco,cheniere energy,united states,1983,"1,550",oil & gas operations
stefan widing,sandvik,sweden,1862,"44,133",capital goods
roongrote rangsiyopash,siam cement,thailand,1913,not found,chemicals
tetsuro tomita,east japan railway,japan,1987,"71,973",transportation
ala'a mohamed atta khalil eraiqat,abu dhabi commercial bank,united arab emirates,1985,"6,500",banking
ren fu zhang,huishang bank,china,1997,"10,701",banking
feng ying wang,great wall motor ,china,1984,"77,934",consumer durables
jun li,haitong securities,china,1988,"11,631",diversified financials
shohei yamazaki,dongfeng motor group,china,1969,"122,061",consumer durables
chunlei he,china reinsurance group,china,1996,"49,431",insurance
"ka kit lee, ka shing lee",henderson land,hong kong,1976,"10,059",construction
young-hyun jun,samsung sdi,south korea,1970,"11,315",technology hardware & equipment
david g. hutchens,fortis (canada),canada,1987,"9,000",utilities
young sang ryu,sk telecom,south korea,1984,"5,339",telecommunications services
melchert frans groot,hal trust,netherlands,1977,"51,397",diversified financials
roberto balls sallouti,banco btg pactual,brazil,1979,not found,diversified financials
lorenzo simonelli,baker hughes company,united states,1987,"54,000","construction, oil & gas operations, mining and chemicals"
patrick j. gallagher jr.,gallagher,united states,2016,"39,000",insurance
juan c. andrade,everest re group,bermuda,1999,"1,947",insurance
richard adam norwitt,amphenol,united states,1932,"90,000",technology hardware & equipment
robert isom,american airlines group,united states,1930,"123,400",transportation and logistics
richard p. wallace,kla,united states,1997,"10,000","it, internet, software & services"
kenji yasukawa,astellas pharma,japan,2005,"15,455",drugs & biotechnology
tatsuo higuchi,otsuka holding,japan,1950,"33,226",drugs & biotechnology
not found,china bohai bank,china,2005,"11,826",banking
kattiya indaravijaya,kasikornbank,thailand,1993,not found,banking
dov kotler,bank hapoalim,israel,1921,"8,535",banking
meg o’neill,woodside petroleum,australia,1954,"3,684",oil & gas operations
chak pui kam,mtr,hong kong,2000,"31,968",transportation
nail ulfatovich maganov,tatneft,russia,1950,not found,oil & gas operations
ravinder singh dhillon,power finance,india,1986,552,business services & supplies
kristin c. peck,zoetis,united states,1952,"12,100",drugs & biotechnology
pierre-alain ruffieux,lonza group,switzerland,1897,"16,218",drugs & biotechnology
benoit de ruffray,eiffage,france,1992,"72,000",construction
osamu ishitobi,sumitomo chemical,japan,1913,"34,743",chemicals
reshma kewalramani,vertex pharmaceuticals,united states,1989,"3,900",drugs & biotechnology
joseph dominguez,constellation energy,united states,not found,"11,696",utilities
feng lin,cifi holdings group,china,2000,"7,300",construction
johann strobl,raiffeisen bank international,austria,2010,"46,185",banking
marc r. bitzer,whirlpool,united states,1911,"69,000",consumer durables
christian bruch,siemens energy,germany,1866,"92,000",capital goods
david b. sewell,westrock,united states,2015,"49,900",materials
young-moo choi,samsung fire & marine,south korea,1952,"5,818",insurance
david b. burritt,us steel,united states,1901,"24,540",materials
jussi pesonen,upm-kymmene,finland,1978,"16,966",materials
wen chin lue,formosa chemicals,taiwan,1965,not found,chemicals
jun kim,sk innovation ,south korea,1962,"1,353",oil & gas operations
allison kirkby,telia,sweden,1966,"19,566",telecommunications services
kenji nakagome,t&d holdings,japan,2004,"12,242",insurance
antonio huertas mejías,mapfre,spain,1935,"32,341",insurance
c vijayakumar,hcl technologies,india,1976,"181,919",it software & services
junji takashima,sumitomo realty,japan,1949,"13,530",construction
albert yuan chao,westlake chemical,united states,1986,"14,550",chemicals
marc jeffrey rowan,apollo global management,united states,1990,"1,509",diversified financials
matthew john flannery,united rentals,united states,1997,"20,400",business services & supplies
travis d. stice,diamondback energy,united states,2007,870,oil & gas operations
judith f. marks,otis worldwide,united states,1853,"70,000","engineering, manufacturing"
jian zhong liu,chongqing rural bank,china,2008,"14,905",banking
daniel w. fisher,ball,united states,1880,"24,300",materials
annica bresky,stora enso,finland,1996,"22,094",materials
chih chien hsieh,yang ming marine transport,taiwan,not found,not found,transportation
andrew david briggs,phoenix group holdings,united kingdom,1857,"1,249",insurance
thierry delaporte,wipro,india,1945,"200,000",it software & services
kandikuppa sreekant,power grid of india,india,1989,"9,258",utilities
arrie rautenbach,absa group,south africa,1991,"35,267",banking and financial services
grigory vitalyevich fedorishin,novolipetsk steel,russia,1934,not found,materials
masayoshi matsumoto,sumitomo electric,japan,1911,"286,784",capital goods
andrew martin croft,st. james's place,united kingdom,not found,"2,014",insurance
hari krishna agarwal,grasim industries,india,1947,"40,910",construction
david john rivers,segro,united kingdom,1920,293,diversified financials
kuang hua hu,mega financial holding,taiwan,2002,"9,594",diversified financials
guo qiang li,zhongsheng group holdings,china,2008,"26,969",retailing
"min yi huang, jih-chu lee",shin kong financial,taiwan,2002,"16,859",insurance
garrick j. rochow,cms energy,united states,1987,"9,778",utilities
josé francisco pérez mackenna,quinenco,chile,1957,"21,749",conglomerates
christian kullmann,evonik industries,germany,2007,"33,004",chemicals
shi qi,east money information  ,china,2004,"5,696",it software & services
david andrew horton,qbe insurance group,australia,1886,"11,651",insurance
baharin bin din,tenaga nasional,malaysia,1949,"35,576",utilities
soo-yeon choi,naver,south korea,1999,"4,678",it software & services
shigenao ishiguro,tdk,japan,1935,"129,284",technology hardware & equipment
kentaro okuda,nomura,japan,1925,"26,402",diversified financials
si hai jiang,jinke property group,china,1987,"22,910",construction
takashi kawamura,tokyo electric power,japan,1951,"37,891",utilities
christine a. leahy,cdw,united states,1984,"15,000","it, internet, software & services"
michele buck,the hershey company,united states,1894,"17,000","food, soft beverages, alcohol & tobacco"
sanjiv puri,itc,india,1910,"26,118","food, drink & tobacco"
iwona waksmundzka-olejniczak,pgnig group,poland,1976,"24,608",oil & gas operations
ralph tendai mupita,mtn group,south africa,1994,"19,295",telecommunications services
dominic blakemore,compass group,united kingdom,1994,"478,070","hotels, restaurants & leisure"
william robert berkley jr.,wr berkley,united states,1967,"7,681",insurance
robert scott fauber,moody's,united states,1909,"13,460",business services & supplies
paul d. donahue,genuine parts,united states,1928,"52,000",trading companies
chang hong shao,beijing-shanghai high-speed railway,china,2007,57,transportation
run zhou zhu,aluminum corp of china,china,2001,"60,056",materials
", ryoichi nagata",kansai electric power,japan,1951,"31,933",utilities
joseph d. russell jr.,public storage,united states,1972,"5,800",diversified financials
guo qiang chen,china international travel service,china,1984,"10,780",business services & supplies
thomas hasler,sika,switzerland,1910,"27,059",chemicals
joseph j. depaolo,signature bank,united states,2000,"1,854",banking
robert w. sharps,t rowe price,united states,1937,"7,529",diversified financials
franklin k. clyburn,international flavors & fragrances,united states,1833,"24,000",household & personal products
carlo bertazzo,atlantia,italy,1982,"30,659",transportation
laurence neil hunn,roper technologies,united states,1981,"19,300",conglomerates
jun yan,shanghai international port,china,1993,"13,546",transportation
sunao manabe,daiichi sankyo,japan,2005,"16,033",drugs & biotechnology
hiroshi mikitani,rakuten,japan,1997,"28,261",business services & supplies
jennifer m. johnson,franklin resources,united states,1947,"10,300",diversified financials
francesca jane mcdonagh,bank of ireland,ireland,1783,"8,696",banking
takeshi hashimoto,mitsui osk lines,japan,1942,"8,571",transportation
anthony william cripps,saudi british bank,saudi arabia,1978,"5,288",banking
martin j. lyons jr.,ameren,united states,1902,"9,116",utilities
shui-yi kuo,chunghwa telecom,taiwan,1996,"20,000","telecommunications services, cable supplier"
nico delvaux,assa abloy,sweden,1994,"51,000",capital goods
zi yang xu,zte,china,1985,"72,584","telecommunications services, cable supplier"
jos p. m.,asr nederland,netherlands,2000,"2,547",insurance
sean m. connolly,conagra brands,united states,1919,"18,600","food, drink & tobacco"
manfred knof phd,commerzbank,germany,1870,"46,218",banking
sanjivnayan rahul kumar,bajaj finserv ,india,2007,105,conglomerates
tong-il an,hyundai steel,south korea,1953,"11,495",materials
ho-young jeong,lg display,south korea,1985,"27,702",trading companies
hyun-mo gu,kt ,south korea,1981,"21,759",telecommunications services
zhuo bin lai,logan property holdings,china,2010,"2,897",construction
ralph izzo,public service enterprise group,united states,1903,"12,684",utilities
vladimir alekseevich kiryukhin,en+ group international ,russia,2002,not found,materials
hakan aran,isbank,turkey,1924,"24,570",banking
jeffrey s. musser,expeditors international,united states,1979,"19,070",transportation
máximo vedoya,ternium,luxembourg,1961,"20,142",materials
daniel beneš,cez group,czech republic,1992,"27,659",utilities
zhao jun yin,isuzu motors,japan,1916,"36,224",consumer durables
hidetoshi shibata,renesas electronics,japan,2002,"20,962",semiconductors
lucian c. grainge,universal music group,netherlands,1995,"9,505",business services & supplies
carlo cimbri,unipol gruppo,italy,1961,"11,946",banking and financial services
yoshitaka kitao,sbi holdings,japan,1999,"9,209",diversified financials
joseph g. galli jr.,techtronic industries,hong kong,1985,"51,426",consumer durables
ignacio madridejos fernández,ferrovial,spain,1952,"18,680",transportation
abdul rahman bin ahmad,cimb group holdings,malaysia,1924,"33,265",banking
henrik georg fredrik ehrnrooth,kone,finland,1910,"62,720",construction
gab-soo lee,e-mart ,south korea,1993,"24,599",retailing
chuan hui lin,gf securities,china,1991,"13,174",diversified financials
jian tao xiong,china merchants securities,china,1991,"12,005",diversified financials
david l. finkelstein,annaly capital management,united states,1996,171,diversified financials
