headquarters,founded,area_served,industry,name,sector,notes
athens,2009,,consumer services,amjet executive,travel & leisure,airline
chania,1967,,industrials,anek lines,industrial transportation,marine transportation
athens,1989,,consumer services,ant1 group,media,media agencies
athens,1989,,consumer services,ant1,media,subsidiary of ant1 group
athens,1935,,consumer goods,arapian,food products,charcuterie business
athens,1998,,industrials,arcadia shipmanagement,marine transportation,shipping
dordrecht,1959,,industrials,archirodon,heavy construction,"construction, energy"
athens,1997,,technology,atcom,software & computer,software
athens,1876,,financials,athens exchange,equity investment,"stocks, bonds, derivatives & co2"
athens,1996,,consumer services,athens international airport s.a.,travel & leisure,mass transit
athens,2008,,consumer services,athens-macedonian news agency,media,new agency
athens,1993,,consumer services,athens mass transit system,travel & tourism,mass transit
athens,1869,,consumer services,athens metro,travel & leisure,athens subway
athens,2004,,industrials,atlas maritime,marine transportation,shipping and oil transportation
athens,1925,,financials,attica bank,banks,bank
athens,1918,,industrials,attica group,marine transportation,ferry service
athens,1996,,industrials,attiki odos consortium,transportation services,supervises athens' ringroad
athens,2003,,technology,aventurine sa,video game industry,mmorpg
maroussi,1977,,industrials,avin international,marine transportation,oil transportation
athens,1928,,financials,bank of greece,banks,central bank
thessaloniki,1969,,consumer services,barbastathis,food & beverages,frozen foods
athens,-,,consumer services,bazaar,food retailers,supermarkets
athens,2011,,consumer services,beat,transportation networking,taxi service
athens,1984,,industrials,berios,heavy construction,"civil engineering, construction"
tavros,1976,,consumer goods,bioman,industrial parts,lifting machinery
athens,1998,,consumer services,black lotus records,media,record producer
heraklion,2008,,consumer services,bluebird airways,airlines,airline
athens,2000,,industrials,blue star ferries,marine transportation,ferry boats
athens,1995,,consumer services,centric multimedia,multimedia,multimedia
pireus,1949,,industrials,ceres hellenic shipping enterprises,marine transportation,ship management
volos,2006,,technology,cereteth,research,research institute
chalkis,1971,,industrials,chalkis shipyards (aulida),heavy construction,construction
athens,1973,,food & beveradges,chipita,food & beveradges,famous food brands
zug,1969,,consumer services,coca-cola hellenic bottling company,food & beverages,beverages
patras,1999,,consumer services,coffee island,restaurants & bars,coffee house
athens,1982,,consumer services,compupress,publishing,magazine and book publishing
athens,1952,,industrials,consolidated contractors company,heavy construction,"construction, oil & gas"
athens,1998,,telecommunications,cosmote,mobile telecommunications,mobile telephony operator
monaco,1975,,industrials,costamare,marine transportation,shipping
athens,1988,,oil & gas,depa,exploration & production,natural gas
chalandri,2007,,oil & gas,desfa,exploration & production,natural gas
tavros,1976,,consumer goods,diana,automobiles & parts,agricultural machinery
athens,2009,,broadcast,digea,digital provider,broadcaster
athens,2008,,consumer services,digital union,media,broadcasting
rhodes,1990,,industrials,dodekanisos seaways,marine transportation,ferry service
athens,2004,,industrials,dryships inc,marine transportation,shipping company
athens,2004,,industrials,eas,defense,defense
athens,1997,,industrials,egnatia odos s.a.,transportation services,supervises and maintains motorway 2
lykovrysi,1960,,consumer goods,elco,household goods,durable household products
pilio,1924,,consumer goods,epsa,soft drinks,soft drinks
eleusis,1962,,industrials,elefsis shipyards,heavy construction,construction
athens,1961,,basic materials,elfe,speciality chemicals,fertilisers
kifissia,1977,,industrials,ellaktor,heavy construction,"construction, energy"
thessaloniki,2013,,consumer services,ellinair,airlines,airline
maroussi,2007,,oil & gas,energean oil & gas,exploration & production,oil company
koropi,1990,,consumer services,open tv,broadcasting & entertainment,
athens,1958,,consumer goods,eskimo (feidakis group),household goods,durable household products
athens,1876,,consumer services,estia newspaper s.a.,media,newspaper broadsheet
athens,1971,,basic materials,etem,aluminium,aluminium
athens,1990,,financials,eurobank ergasias,banks,bank
athens,1977,,financials,european reliance,full line insurance,insurance and asset management
athens,1990,,industrials,european seaways,marine transportation,ferry service
maroussi,1917,,industrials,euroseas,marine transportation,shipping
athens,1934,,consumer goods,evga s.a.,food products,dairy
galatsi,1980,,utilities,eydap,water,water industry
strassen,1926,,consumer services,fage,food & beverages,yogurt products
piraeus,1998,,industrials,fast ferries,marine transportation,ferry service
athens,1994,,consumer services,flocafé,restaurants & bars,coffee chain
athens,1943,,consumer services,finos film,film production,film production
athens,1864,,consumer goods,fix brewery,brewers,greek lager beer
athens,1982,,consumer goods,folli follie,clothing & accessories,"jewelry, watches, accessories"
athens,1995,,telecommunications,forthnet,fixed line telecom.,isp
kifissia,1993,,industrial,frigoglass,commercial refrigeration,commercial refrigeration
athens,2006,,consumer services,gainjet aviation,airlines,airline
athens,1982,,consumer services,galaxias,food retailers,supermarkets
athens,1969,,industrials,gek terna,heavy construction,"construction, energy"
athens,1980,,industrials,germanos group,electrical components,batteries
andros,2011,,industrials,golden star ferries,marine transportation,shipping
athens,1975,,consumer services,goody's burger house,travel & leisure,restaurants & bar
rethymno,-,,consumer services,grecotel,hospitality,hotels
athens,2009,,technology,greek internet exchange,internet,internet e-infrastructure
-,2008,,consumer services,greek reporter,media,new agency
markopoulo,-,,consumer goods,greek wine cellars,beverages,distillers & vintners
orestiada,1959,,consumer services,green cola company,food & beverages,famous brand
thessaloniki,-,,consumer services,green cookie records,media,record producer
athens,1924,,consumer goods,haitoglou bros,food products,food processing
athens,1937,,basic materials,halyvourgiki steel,iron & steel,steel
athens,2001,,consumer services,heaven music,media,record producer
nicosia,2003,,telecommunications,hellas sat,space telecommunications,communications satellite
tanagra,1975,,industrials,hellenic aerospace industry,aerospace,aerospace
athens,1938,,consumer services,hellenic broadcasting corporation,broadcasting,public broadcasting
glyfada,1931,,consumer services,hellenic civil aviation authority,ait traffic management,civil aviation
agios stefanos,1979,,consumer services,hellenic duty free shops,broadline retailers,travel retailer
athens,2009,,utilities,hellenic electricity distribution network operator,electricity,infrastructure
athens,1958,,oil & gas,hellenic petroleum,exploration & production,oil refining
athens,1828,,industrials,hellenic post,delivery services,"postal services, courier"
athens,1971,,infrastructure,hellenic railways organisation,railway,railway
athens,2011,,financials,asset development fund,real estate holding,development
athens,2013,,consumer services,hellenic seaplanes,travel & leisure,airline
athens,2005,,industrials,hellenic seaways,marine transportation,ferry service
skaramagas,1957,,industrials,hellenic shipyards co.,industrial transportation,shipyard
kallithea,2018,,technology,hellenic space organization,space,space cluster & satellites
thessaloniki,1960,,consumer goods,hellenic sugar industry,food producers,sugar
thessaloniki,1972,,industrials,hellenic vehicle industry,commercial vehicles,vehicle industry
athens,1911,,industrials,heracles general cement,building materials & fixtures,subsidiary of lafargeholcim
athens,2000,,utilities,heron s.a.,conventional electricity,energy
athens,1967,,consumer services,hondos center,specialty retailers,clothing & accessories retailer
athens,1874,,consumer services,hotel grande bretagne,hotels,hotel
thessaloniki,1984,,consumer services,ianos,publishing,magazine and book publishing
athens,1952,,consumer services,i avgi,media,newspaper broadsheet
patras,1977,,consumer goods,ideal bikes,recreational products,bicycles
athens,2004,,technology,imc technologies,software,technology
thessaloniki,2000,,consumer services,interbalkan medical center,health,hospital
london,2000,,technology,internetq,software & computer,software
athens,1977,,technology,intracom,software,founded by socrates kokkalis
paiania,1987,,industrials,intrakat,heavy construction,"construction, energy"
athens,1992,,consumer services,intralot,gambling,gaming
zante,2015,,consumer goods,levante ferries,food products,ferry services
athens,1930,,consumer goods,izola (dimitriou group),household goods,durable household products
cephalonia,2013,,industrials,kefalonian lines,marine transportation,ferry service
ioannina,-,,technology,iqsoft,software,technology
athens,1986,,consumer goods,jumbo s.a.,toys,toys
kalamata,1888,,consumer goods,karelia fine tobaccos,tobacco,tobaccos
neo phaliro,1919,,consumer services,kathimerini publishing s.a,media,newspaper broadsheet
athens,1968,,industrials,kioleides,commercial vehicles & trucks,"trailers, trucks & rail wagons"
athens,1996,,health care,korres,cosmetics,beauty products
athens,1986,,consumer services,kostoulas,waste management,recycling
athens,1950,,consumer services,kotsovolos,electronics,technology
ilia,1911,,consumer goods,kyknos,food products,"sauce, canning"
athens,2011,,financials,lagie,energy investment,energy exchange
athens,1922,,consumer services,lambrakis press group,publishing,mass media
marousi,1963,,basic materials,larco,industrial metals & mining,"nonferrous metals, nickel"
athens,1911,,health care,lavipharm,pharmaceuticals,pharmaceuticals
athens,2014,,industrials,levante ferries,marine transportation,ferry service
new york city,2003,,conglomerates,libra group,–,founded by george logothetis
athens,2010,,consumer services,lobby music,media,record producer
patras,1950,,consumer goods,loux,soft drinks,soft drinks
athens,1980,,industrials,majestic international cruises,marine transportation,cruise service
thessaloniki,1991,,consumer services,makedonia tv,broadcasting,tv channel
alexandroupoli,1895,,consumer goods,malamatina,beverages,distillers & vintners
nea erythraia,1998,,conglomerates,marfin investment group,–,"transportation, food & beverage, retail"
athens,2007,,technology,marinetraffic,software,ship tracking intelligence
thessaloniki,1976,,consumer services,masoutis,food retailers,supermarkets
athens,1947,,consumer goods,melissa s.a.,food products,"sauce, canning"
athens,1888,,consumer goods,metaxa,distillers & vintners,distillery
athens,1962,,industrials,metka,heavy construction,manufacturing and construction
metamorfosi,1976,,consumer services,metro s.a.,wholesalers,supermarkets
koufalia,1950,,consumer goods,mevgal,food products,dairy products
larissa,2008,,consumer services,mikel coffee company,restaurants & bars,coffee chain
heraclion,1972,,industrials,minoan lines,marine transportation,ferry service
crete,1932,,consumer goods,minos wines,beverages,distillers & vintners
athens,1927,,consumer goods,misko,food products,pasta
sindos,1968,,consumer goods,mythos brewery,beverages,distillers & vintners
athens,1931,,consumer services,minos emi,media,record producer
thessaloniki,1989,,technology,mls innovation s.a.,software,technology
athens,2006,,industrials,moreas motorway s.a.,transportation services,supervises and maintains motorway 1
koropi,1962,,industrials,motomarine,commercial vehicles,shipbuilding
athens,1970,,oil & gas,motor oil hellas,exploration & production,founded by vardis vardinogiannis
maroussi,1990,,conglomerates,mytilineos holdings,–,conglomerate
athens,1924,,consumer services,naftemporiki,media,newspaper broadsheet
thessaloniki,1972,,consumer goods,namco,automobiles & parts,auto parts
ioannina,1983,,technology,natech,software,technology
athens,1841,,financials,national bank of greece,banks,bank
pireus,1992,,industrials,navios maritime holdings,marine transportation,"shipping, logistics"
ermoupolis,1820,,industrials,neorion,commercial vehicles,shipyards
athens,1989,,consumer services,mega channel,media,broadcasting & entertainment
athens,1992,,consumer goods,nipponia,automobiles & parts,auto parts
athens,1958,,technology,national hellenic research foundation,research,research institute
athens,-,,industrials,nick silver pickups,mechanical equipment,guitar equipment
athens,1996,,oil & gas,ocean rig,exploration & production,drilling
athens,2000,,financials,optima bank,banks,bank
athens,2008,,industrials,olympia odos consortium,transportation services,supervises and maintains  motorway 8
spata,2009,,consumer services,olympic air,airlines,airline
larissa,1965,,consumer services,olympos,food & beverages,dairy products
athens,2014,,consumer services,olympus airways,airlines,airline
athens,1958,,consumer services,opap,gambling,lotteries
athens,2014,,financials,optima bank,banks,bank
larissa,1987,,consumer goods,orient bikes,recreational products,bicycles
maroussi,1949,,telecommunications,ote,fixed line telecom.,telecom
athens,2000,,telecommunications,oteglobe,broadband and internet,internet network operator
plomari,1894,,consumer goods,ouzo plomari,beverages,distillers & vintners
athens,1930,,consumer goods,papadopoulos,food products,biscuits
aspropyrgos,1830,,consumer goods,papastratos,tobacco,subsidiary of philip morris
athens,2001,,technology,parachute type foundry,type foundry,fonts for sale
ioannina,1966,,consumer services,pas giannina f.c.,sports,football
drapetsona,-,,consumer goods,peiraiki,beverages,distillers & vintners
thessaloniki,1922,,consumer goods,petropoulos a.e.b.e.,automobiles & parts,auto parts
athens,1916,,financials,piraeus bank,banks,banks
sithonia,1973,,consumer services,porto carras,hospitality,hotels
athens,1980-2006,,technology,pouliadis associates corporation,software & computer,software
patras,1886,,industrials,prapopoulos bros s.a.,mechanical equipment,agricultural equipment
athens,1990,,technology,profile systems and software,software & computer,software
athens,1991,,oil & gas,prometheus gas,"oil equip., serv. & distr.",oil equipment & services
athens,1979,,consumer services,psichogios publications,publishing,magazine and book publishing
athens,1950,,oil & gas,public power corporation,alternative energy,alternative fuels
thessaloniki,1959,,consumer goods,pyramis,household goods,durable household products
katerini,2007,,consumer goods,rch,automobiles & parts,auto parts
patras,1985,,technology,research acad. computer tech. institute,research,research institute
rethymno,2001,,consumer goods,brink's,beverages,distillers & vintners
angelochori,2012,,consumer services,roar! rock of angels records,media,record producer
athens,1958,,industrials,rokas constructions s.a.,heavy construction,electromechanical projects
santorini,2011,,consumer goods,santorini brewing company,beverages,distillers & vintners
athens,1922,,consumer goods,saracakis,automobiles & parts,auto parts
piraeus,1989,,industrials,seajets,marine transportation,ferry service
kaloi limenes,1961,,oil & gas,seka,"oil equip., serv. & distr.",oil equipment & services
serres,1964,,consumer services,sergal,food & beverages,dairy products
athens,1957,,consumer goods,sfakianakis,automobiles & parts,auto parts
piraeus,1992,,consumer services,skai group,media,broadcasting & entertainment
athens,2005,,consumer services,sky express,airlines,airline
athens,1999,,consumer services,sleaszy rider records,media,record producer
athens,1934,,financials,social insurance institute,full line insurance,commercial insurance
athens,1936,,consumer goods,softex,nondurable products,paper towel
xanthi,2010,,technology,space internetworking center,research,research institute
athens,2004,,consumer services,spinalonga records,media,record producer
athens,1993,,consumer services,star channel,media,broadcasting & entertainment
athens,1917,,industrials,state aircraft factory,aerospace & defense,aerospace
athens,1993,,industrials,superfast ferries,industrial transportation,marine transportation
athens,1925,,industrials,temax,industrial engineering,commercial vehicles & trucks
thessaloniki,1948,,consumer goods,terkenlis,food products,food processing
athens,1997,,oil & gas,terna energy,alternative energy,renewable energy equipment
athens,2009,,consumer services,the spicy effect,media,record producer
thessaloniki,2020,,consumer services,thessaloniki metro,travel & leisure,thessaloniki subway
thessaloniki,-,,consumer goods,thessaloniki waterbus,food products,ferry services
athens,2004,,industrials,theon sensors,defense,defense
brussels,1902,,industrials,titan cement,construction & materials,building materials & fixtures
athens,2005,,consumer services,trainose,travel & leisure,travel & tourism
athens,1976,,consumer goods,tropical,automobiles & parts,auto parts
agios pavlos,1938,,consumer goods,tsantali,beverages,distillers & vintners
athens,2006,,industrials,variety cruises,marine transportation,cruise service
piraeus,1978,,industrials,ventouris ferries,marine transportation,ferry service
athens,2003,,oil & gas,vegas oil and gas,exploration & production,founded by vardis vardinogiannis
athens,1971,,health care,vianex s.a.,biotechnology,pharmaceuticals
brussels,1937,,basic materials,viohalco,industrial metals & mining,nonferrous metals
athens,1998,,consumer services,viva services,technology,online service provider
athens,1968,,consumer goods,vivartia,food producers,food products
chalandri,1992,,telecommunications,vodafone greece,mobile telecommunications,fixed and mobile line communications
athens,2011,,utilities,watt+volt,conventional electricity,energy trade
athens,1992,,telecommunications,wind hellas,fixed line telecom.,fixed and mobile line communications
piraeus,1991,,industrials,zante ferries,marine transportation,ferry service
budapest,1990,,consumer services,asl airlines hungary,airlines,"airline, part of asl airlines ireland"
budapest,1992,,consumer services,association of hungarian record companies,broadcasting & entertainment,music association
budapest,2000,,technology,balabit,computer services,it security solution
budapest,1968,,consumer services,bkv zrt.,travel & tourism,public transport
bőcs,1969,,consumer goods,borsod brewery,brewers,brewery
budapest,1949,,basic materials,borsodchem,specialty chemicals,chemicals
budapest,1991,,consumer services,budapest aircraft service,airlines,charter airline
alsónémedi,1992,,consumer services,cba,food retailers & wholesalers,supermarket chain
budapest,2014,,consumer services,amc networks international central europe,broadcasting & entertainment,"television network, part of amc networks international (uk)"
budapest,1979,,financials,cib bank,banks,commercial bank
budapest,1997[3],,consumer services,cinema city hungary,recreational services,"cinemas, part of cinema city international"
vecsés,2003,,consumer services,cityline hungary,airlines,airline
budapest,2002,,consumer services,cls music,broadcasting & entertainment,record label
budapest,1914,,consumer services,corvin film,broadcasting & entertainment,"silent film studio, defunct 1925"
ballószög,2011,,industrials,corvus hungary,aerospace,aircraft
szigetszentmiklós,1944,,consumer goods,csepel,automobiles,"vehicles, defunct 1996"
budapest,1972,,consumer services,danubius hotels group,hotels,international hotels
budapest,1991,,technology,digital reality,software,"video games, defunct 2013"
budapest,1854,,consumer goods,dreher brewery,brewers,"brewery, part of sabmiller (uk)"
budapest,1891,,industrials,fegyver- és gépgyár,building materials & fixtures,"hvac, part of mpf industry group (singapore)"
budapest,1997,,financials,fhb mortgage bank,banks,mortgage bank
budapest,1844,,consumer goods,ganz works,automobiles,tramcars
budapest,1901,,health care,richter gedeon co.,pharmaceuticals,pharmaceuticals
budapest,1999,,consumer services,gramy records,broadcasting & entertainment,record label
budapest,1982,,technology,graphisoft,software,computer software development
budapest,1910,,consumer services,gundel,restaurants & bars,restaurant
győr,1880,,consumer goods,győri keksz,food products,foods
budapest,2002,,consumer services,hálózat tv,broadcasting & entertainment,"television broadcasting company, defunct 2013"
miskolc,2006,,consumer goods,hell energy,food & beverage,soft drinks
herend,1826,,consumer goods,herend porcelain manufactory,durable household products,porcelain manufacturer
budapest,1924,,financials,hungarian national bank,banks,central bank
budapest,1869,,industrials,hungarian state railways,railroads,national railways
budapest,1951,,consumer services,hungaroton,broadcasting & entertainment,record label
budapest,?,,consumer services,hunnia film studio,broadcasting & entertainment,film studio
budapest,1895,,industrials,ikarus bus,commercial vehicles & trucks,bus manufacturer
budapest,1988,,financials,international training center for bankers,banks,financial consultancy
debrecen,2000,,technology,invictus games,software,video games
budapest,2008,,technology,ip systems,software,it solution provider
budapest,2002,,technology,iwiw,internet,"social network service, defunct 2014"
budapest,1987,,financials,k&h bank,banks,commercial bank
jászberény,1945,,consumer goods,lehel,durable household products,"appliances, now part of electrolux (sweden)"
budapest,1867,,industrials,magyar posta,delivery services,postal administration
budapest,1991,,telecommunications,magyar telekom,fixed line telecommunications,"telephone and internet, part of deutsche telekom (germany)"
ajka,1995,,basic materials,mal hungarian aluminium,aluminum,aluminum
budapest,1956,,consumer services,malév,airlines,"airline, defunct 2012"
budapest,1952,,consumer services,match,food retailers & wholesalers,"supermarkets, part of louis delhaize group (belgium)"
budapest,1950,,financials,mkb bank,banks,commercial bank
budapest,1957,,oil & gas,mol group,exploration & production,petrol and gas
budapest,2011,,consumer services,mtva,broadcasting & entertainment,national media provider
miskolc,1954,,consumer services,mvk zrt.,travel & tourism,public transport
budapest,1948,,utilities,mvm group,conventional electricity,"power, electricity distribution"
budapest,2005,,technology,neocoregames,software,video games
budapest,1988,,health care,oncotherm,medical equipment,medical devices
budapest,1998,,utilities,organica technologies,water,wastewater treatment plants construction
budapest,1913,,industrials,orion electronics,electronic equipment,microelectronics
budapest,1949,,financials,otp bank,banks,financial services
törökbálint,1994,,telecommunications,pannon,mobile telecommunications,"telecommunications, part of telenor (norway)"
budapest,1956,,consumer services,pannonia film studio,broadcasting & entertainment,animation studio
budapest,1994,,oil & gas,panrusgáz,exploration & production,natural gas
pécs,1848,,consumer goods,pécs brewery,brewers,brewery
szeged,1869,,consumer goods,pick szeged,food products,cold cuts
budapest,2009,,technology,prezi,software,visual storytelling software development
budapest,2010,,industrials,puli space technologies,aerospace,space technology
győr,1896,,consumer goods,rába,automobiles,vehicles
budapest,2009,,technology,scarab research,software,research
budapest,1851,,consumer services,state printing company,publishing,printing
budapest,1991,,consumer services,szerencsejáték zrt.,gambling,gambling service provider
budapest,1989,,financials,takarékbank,banks,financial services
budapest,2002,,industrials,thalesnano,electronic equipment,flow chemistry products
martfű,1942,,consumer goods,tisza cipő,clothing & accessories,apparel
budapest,1882,,consumer goods,törley,distillers & vintners,champagne producer
budapest,2001,,consumer services,travel service,airlines,airline
budapest,1997,,financials,trigránit,real estate holding & development,development
újpest,1896,,industrials,tungsram,electrical components & equipment,"vacuum tubes, light bulbs, now part of general electric (usa)"
budapest,?,,consumer services,turner broadcasting system hungary,broadcasting & entertainment,part of time warner (usa)
budapest,1998,,telecommunications,upc magyarország,fixed line telecommunications,"telecommunications, part of liberty global (usa)"
székesfehérvár,1938,,consumer goods,videoton,consumer electronics,electric goods
budapest,1997,,technology,virusbuster,computer services,computer security
budapest,1999,,telecommunications,vodafone hungary,mobile telecommunications,"mobile, part of the vodafone group (uk)"
budapest,2003,,consumer services,wizz air,airlines,airline
budapest,2003,,technology,zen studios,software,video games
pécs,1853,,consumer goods,zsolnay,durable household products,porcelain manufacturer
budapest,1790,,consumer goods,zwack,distillers & vintners,short drinks
dublin,1982,,consumer services,abrakebabra,food retailers & wholesalers,"fast-food, part of abrakebabra investments"
dublin,1982,,consumer services,abrakebabra investments,food retailers & wholesalers,restaurant holding company
dublin,1989,,industrials,accenture,business support services,management consulting
dublin,1936,,consumer services,aer lingus,airlines,"flag carrier, part of international airlines group (spain)"
dublin,2010,,consumer services,aer lingus regional,airlines,"commuter and regional airline, part of aer lingus"
dublin,2006,,industrials,aercap,transport,aircraft leasing
dublin,1999,,consumer services,aircoach,travel & tourism,part of firstgroup (uk)
dublin,1997,,utilities,airtricity,alternative electricity,"electricity generation, part of scottish and southern energy (uk)"
dublin,1966,,financials,allied irish banks (aib),banks,one of the big four banks
dublin,1984,,industrials,an post,delivery services,postal services
dublin,2006,,consumer services,apache pizza,food retailers & wholesalers,pizza chain
dublin,1994,,industrials,aptiv,automotive,automotive technology supplier
dublin,1843,,consumer services,arnotts,broadline retailers,"department store, part of selfridges (uk)"
dublin,1976,,technology,baltimore technologies,internet,part of oryx international growth fund
dublin,1783,,financials,bank of ireland,banks,one of the big four banks
cork,1901,,consumer goods,barry's tea,beverages,one of the largest importers of tea in ireland
dublin,1840,,consumer services,bewley's,food retailers & wholesalers,hot beverages
newbridge,1946,,utilities,bord na móna,multiutilities,power generation and land development
dundalk,1989,,consumer services,boylesports,gambling,betting shops
dublin[2],1990,,telecommunications,bt ireland,fixed line telecommunications,"part of bt group (uk), formerly esat bt"
dublin,1987,,consumer services,bus éireann,travel & tourism,"irish national bus company, part of cié"
dublin,1932,,consumer goods,butlers chocolates,food products,luxury chocolate and chocolate products
dublin,1963[3],,consumer services,bwg foods,food retailers & wholesalers,wholesaler and grocery franchise
dublin,1852,,consumer goods,c&c group,brewers,alcoholic drinks
dublin,1943,,financials,central bank of ireland,banks,central bank and financial services regulator
dublin,1945,,consumer services,cié,travel & tourism,public transportation
dublin,1992,,consumer services,cityjet,airlines,regional airline
dublin,1989,,consumer services,communicorp,broadcasting & entertainment,media holdings
dublin,2007,,health care,covidien,medical equipment,merged with medtronic in 2016
dublin,1936,,industrials,crh plc,building materials & fixtures,building materials and retail
dublin,1990,,technology,cúram software,software,"social enterprise management software, acquired by ibm"
dublin,1937,,consumer services,daa,transportation services,"airport management, formerly the dublin airport authority"
dublin,1976,,industrials,dcc plc,business support services,sales and marketing support
dublin,2011,,consumer services,dealz,broadline retailers,"discount retail, part of poundland (uk)"
dundalk,1997,,telecommunications,digiweb,fixed line telecommunications,broadband
laghey,2001,,consumer services,doolittles,food retailers & wholesalers,lliquidated in 2009
dublin,1987,,consumer services,dublin bus,travel & tourism,"bus company, part of cié"
dublin,1944,,consumer services,dunnes stores,broadline retailers,retail chain
dublin,1911,,conglomerate,eaton corporation,-,-
dublin,1819,,consumer services,eason & son,specialty retailers,book stores
dublin,1935,,financials,ebs,banks,financing
dublin,1989,,consumer services,eddie rocket's,food retailers & wholesalers,american-style food chain
dublin,2005,,consumer goods,edun,clothing & accessories,"fashion brand, part of lvmh (france)"
dublin,1999,,telecommunications,eir,fixed line telecommunications,broadband
dublin,1990,,consumer services,eir sport,broadcasting & entertainment,"sports television, part of eir"
belfast,1998,,utilities,energia group,conventional electricity,"electricity generation, formerly viridian group"
cork,2005,,utilities,eqtec,alternative electricity,renewable energy
cork,1976,,utilities,ervia,gas distribution,gas and electricity distribution
dublin,1927,,utilities,esb group,conventional electricity,electricity distribution and generation
dublin,1996,,financials,experian,business services,credit services
dublin,1969,,financials,fbd holdings,full line insurance,auto and property insurance
dublin,1993,,technology,fineos,software,software development
belfast,1991,,financials,first trust bank,banks,"one of the big four banks, part of allied irish banks"
dublin,1986,,consumer services,four star pizza,food retailers & wholesalers,fast-food pizza chain
dublin,1888,,consumer goods,fyffes,food products,banana and fruit importers
kilkenny,1997,,consumer goods,glanbia,food products,nutrition
dublin,1973,,consumer goods,glendimplex,consumer electronics,manufacturer of consumer electrical goods
dublin,2008,,consumer services,gocar,specialized consumer services,car sharing service
dublin,1991,,consumer goods,greencore,food products,food conglomerate
dublin,1971,,consumer services,guineys,apparel retailers,clothing and department stores
dublin,1759,,consumer goods,guinness,brewers,part of diageo (uk)
dublin,1998,,technology,havok,software,"software development, part of microsoft (us)"
dublin,1946,,consumer services,heatons,broadline retailers,"department stores, part of sports direct (uk)"
dublin,2005,,consumer services,horizon therapeutics,biopharmaceutical,pharmaceutical
dublin,1987,,consumer services,iarnród éireann,travel & tourism,"passenger rail company, part of cié"
dublin,1904,,consumer services,independent news & media,publishing,news publisher
dublin,1997,,consumer services,insomnia coffee company,food retailers & wholesalers,coffee chain
leixlip,1989,,technology,intel ireland,semiconductors,largest manufacturing plant outside of the united states
dublin,1991,,technology,iona technologies,software,acquired by progress software in 2008
dublin,1994,,consumer services,irish citylink,travel & tourism,part of comfortdelgro (singapore)
dublin,1972,,industrials,irish continental group,industrial transportation,shipping and transport
dublin,1992,,industrials,irish ferries,industrial transportation,part of irish continental group
cork,1885,,industrials,johnson controls,electrical components & equipment,electronic equipment
dublin,1973,,financials,kbc bank ireland,banks,formerly iib bank
tralee,1972,,consumer goods,kerry group,food products,food and dairy
dublin,1966,,industrials,kingspan group,building materials,building materials
little island,1997,,financials,laya healthcare,life insurance,private health insurance
dublin,2004,,telecommunications,magnet networks,fixed line telecommunications,broadband
derrylin,1973,,industrials,mannok,building materials & fixtures,"construction, formerly aventas and the quinn group"
dublin,1949,,health care,medtronic,medical equipment,"medical devices, operational headquarters in fridley, minnesota (us)"
dublin,1998,,telecommunications,meteor,mobile telecommunications,merged into eir
belfast,1973,,consumer services,metro,travel & tourism,"formerly citybus, part of northern ireland transport holding company"
cork,1876,,consumer services,musgrave group,food retailers & wholesalers,food and grocery
dublin,1987,,consumer services,national lottery,gambling,"national lottery, part of private firm premier lotteries ireland"
belfast[4],1967,,consumer services,ni railways,travel & tourism,"passenger rail, part of northern ireland transport holding company"
dublin,1998,,technology,norkom,software,now a part of detica
belfast,1991,,utilities,northern ireland electricity,conventional electricity,part of esb group
belfast[5],1967,,consumer services,northern ireland transport holding company,travel & tourism,"holding company for passenger bus and rail, branded as translink"
dublin,1978,,utilities,ntr plc,alternative electricity,infrastructure development
letterkenny,1927,,consumer goods,oatfield,food products,"defunct, brand now part of zed candy"
dublin,1988,,consumer services,o'briens irish sandwich bars,food retailers & wholesalers,"sandwich chain, part of abrakebabra investments"
dublin,1999,,technology,openet,software,telecom software
dublin,1988,,consumer services,paddy power,gambling,betting shops
granard,1953[6],,consumer goods,pat the baker,baked goods,bakery
dublin,1884,,financials,permanent tsb,life insurance,"financial services, life insurance"
dublin,1962,,consumer services,penneys,apparel retailers,part of associated british foods (uk)
dublin,1994,,financials,rabobank ireland,banks,part of rabobank (netherlands)
dublin,1960,,consumer services,raidió teilifís éireann (rté),broadcasting & entertainment,television and radio
dublin,1985,,consumer services,ryanair,airlines,low-cost airline
dublin,1986,,health care,shire,pharmaceuticals,biopharmaceutical
dublin,1989,,telecommunications,smart telecom,mobile telecommunications,"telecom, defunct 2011"
dublin,1934,,consumer goods,smurfit kappa,paper,packaging
galway,1986,,consumer services,smyths,specialty retailers,toy retailer
dublin,2014,,consumer services,stobart air,airlines,"regional airline, defunct 2021"
ballybrit[7],1978,,consumer services,supermac's,food retailers & wholesalers,fast food chain
cork,1968,,consumer services,supervalu,food retailers & wholesalers,supermarkets
baile na habhann,2007,,consumer services,teilifís na gaeilge,broadcasting & entertainment,operator of tg4 and cúla 4
dublin,1997,,consumer services,tesco ireland,food retailers & wholesalers,"supermarkets, part of tesco (uk)"
derry,1990,,consumer services,the airporter,travel & tourism,coach connection between derry and belfast airports
dublin,1859,,consumer services,the irish times,publishing,daily newspaper
cork,1841,,consumer services,thomas crosbie holdings,publishing,"newspaper holdings, defunct 2013"
