headquarters,founded,area_served,industry,name,sector,notes
cluj-napoca,2007,,technology,trilulilu,internet,
bucharest,1992,,technology,ubisoft bucharest,software,
bucharest,1992,,telecommunications,upc romania,fixed line telecommunications,
bucharest,1878,,consumer goods,ursus breweries,brewers,
bucharest,1990,,conglomerates,uti holdings,-,
bucharest,1997,,telecommunications,vodafone romania,mobile telecommunications,
bucharest,1962,,health care,zentiva,pharmaceuticals,
porto,2005,,basic materials,altri,paper,
porto,1939,,industrials,ambar – ideas on paper s.a.,industrial suppliers,
porto,1985,,financials,banco comercial português,banks,
trofa,1924,,health care,bial,pharmaceuticals,
lisbon,1876,,financials,caixa geral de depósitos,banks,
lisbon,1872,,consumer services,carris,travel & tourism,
vila franca de xira,1934,,consumer goods,central de cervejas,brewers,
oeiras,1997,,technology,chipidea,semiconductors,
porto,1981,,wine making,churchill's port,port wine,
coimbra,1995,,technology,ciberbit,software,
lisbon,1976,,industrials,cimpor,building materials & fixtures,
anadia,1976,,consumer goods,cms-helmets,clothing & accessories,
porto,1856,,consumer services,cofina,publishing,
lisbon,1856,,consumer services,comboios de portugal,travel & tourism,
matosinhos,1853,,consumer goods,conservas ramirez,food products,
matosinhos,1985,,consumer services,continente,food retailers & wholesalers,
santa maria da feira,1870,,basic materials,corticeira amorim,industrial suppliers,
coimbra,1998,,technology,critical software,software,
lisbon,1520,,industrials,"ctt correios de portugal, s.a.",delivery services,
campo maior,1961,,consumer goods,delta cafés,food products,
matosinhos,1948,,industrials,efacec,electronic equipment,
lisbon,1976,,utilities,energias de portugal,conventional electricity,
lisbon,1947,,industrials,fábrica nacional de munições de armas ligeiras,defense,
lisbon,1999,,utilities,galp energia,gas distribution,
lisbon,2008,,technology,glintt,software,
lisbon,1986,,conglomerates,grupo josé de mello,-,
marinha grande,1975,,industrials,iberomoldes,general industries,
oeiras,1972,,consumer services,impresa,media,
lisbon,1792,,consumer services,jerónimo martins,retail,
porto,1996,,consumer goods,lactogal,food & beverage,
cascais,1976,,industrials,logoplaste,diversified industrials,
oliveira de frades,1990,,industrials,martifer,heavy construction,
oeiras,1988,,consumer services,media capital,broadcasting & entertainment,
lisbon,1970,,health care,medinfar,pharmaceuticals,
lisbon,1991,,telecommunications,meo,mobile telecommunications,
lisbon,1840,,financials,montepio,banks,
porto,1946,,industrials,mota-engil,general industries,
cascais,2008,,technology,move interactive,software,
lisbon,1994,,telecommunications,nos,fixed line telecommunications,
lisbon,1989,,technology,novabase,software,
lisbon,2014,,financials,novo banco,banks,
lisbon,1980,,consumer services,pingo doce,food retailers & wholesalers,
porto,1944,,consumer services,porto editora,publishing,
lisbon,1994,,telecommunications,portugal telecom,fixed line telecommunications,
lisbon,1988,,technology,quidgest,software,
lisbon,1935,,consumer services,rádio e televisão de portugal,broadcasting & entertainment,
lisbon,1994,,utilities,redes energéticas nacionais,conventional electricity,
torres novas,1939,,basic materials,renova,paper,
lisbon,1995,,telecommunications,sapo,fixed line telecommunications,
lisbon,1991,,industrials,semapa,building materials & fixtures,
oliveira de azeméis,1959,,industrials,simoldes,diversified industrials,
porto,1918,,industrials,soares da costa,heavy construction,
lisbon,1992,,consumer services,sic,broadcasting & entertainment,
maia,1959,,industrials,sonae indústria,diversified industrials,
maia,1959,,conglomerates,sonae,-,
oeiras,1956,,consumer goods,sovena group,farming & fishing,
oeiras,2008,,consumer goods,sumol + compal,food products,
lisbon,1927,,consumer goods,tabaqueira,tobacco,
lisbon,1945,,consumer services,tap air portugal,airlines,
oeiras,1993,,consumer services,televisão independente,broadcasting & entertainment,
setúbal,2001,,basic materials,the navigator company,paper,
lisbon,1871,,financials,tranquilidade,full line insurance,
lisbon,1977,,consumer services,tupam editores,publishing,
lisbon,1977,,industrials,umm,diversified industrials,
matosinhos,1890,,consumer goods,unicer brewery,brewers,
lisbon,2012,,technology,uniplaces,internet,
viseu,1980,,conglomerates,visabeira,-,
ílhavo,1824,,consumer goods,vista alegre,durable household products,
warsaw,2010,,technology,11 bit studios,software,
turek,1979,,basic materials,adamów coal mine,coal,
warsaw,2008,,financials,alior bank,banks,
wronki,1945,,consumer goods,amica,durable household products,
rzeszów,1991,,technology,asseco,software,
warsaw,1989,,financials,bank millennium,banks,
warsaw,1929,,financials,bank pekao,banks,
bełchatów,1955,,basic materials,bełchatów coal mine,coal,
kostrzyn,1995,,consumer services,biedronka,food retailers & wholesalers,
bochnia,1248,,basic materials,bochnia salt mine,general mining,
lublin voivodeship,1975,,basic materials,bogdanka coal mine,coal,
kraków,2009,,technology,brainly,software,
łomża,1968,,consumer goods,browar łomża,brewers,
warsaw,2004,,consumer goods,carlsberg polska,brewers,
warsaw,1994,,technology,cd projekt,software,
kraków,1993,,technology,comarch,software,
elbląg,1998,,consumer goods,elbrewery,brewers,
warsaw,1992,,industrials,elektrim,diversified industrials,
poznań,2003,,utilities,enea sa,conventional electricity,
łódź,1991,,technology,ericpol,software,
chrzanów,1919,,industrials,fablok,commercial vehicles & trucks,
bielsko-biała,1948,,consumer goods,fabryka samochodów małolitrażowych,automobiles,
warszawa,1948,,consumer goods,fabryka samochodów osobowych,automobiles,
kraśnik,1938,,industrials,fłt-kraśnik,diversified industrials,
katowice,1913,,industrials,fasing s.a.,diversified industrials,
gaworzyce,2004,,basic materials,gaworzyce mine,nonferrous metals,
warsaw,2004,,utilities,gaz-system,gas distribution,
polkowice,2004,,basic materials,głogów głęboki-przemysłowy mine,nonferrous metals,
tarnów,1927,,chemical industry,grupa azoty,specialty chemicals,
gdańsk,2003,,oil & gas,grupa lotos,exploration & production,
gubin,1955,,basic materials,gubin coal mine,coal,
ruda śląska,1897,,basic materials,halemba coal mine,coal,
warsaw,1958,,consumer goods,hortex,food products,
katowice,1988,,financials,ing bank śląski,banks,
warsaw,1984,,consumer services,iti group,broadcasting & entertainment,
warsaw,1884,,consumer services,jabłkowski brothers,retail,
jastrzębie-zdrój,1993,,basic materials,jsw,coal,
lubin,1961,,basic materials,kghm polska miedź,nonferrous metals,
warsaw,2003,,consumer services,kino polska,broadcasting & entertainment,
kłodawa,1950,,basic materials,kłodawa salt mine,general mining,
poznań,1999,,consumer goods,kompania piwowarska,brewers,
katowice,2003,,basic materials,kompania węglowa,coal,
poznań,1975,,consumer goods,lech browary wielkopolski,brewers,
wrocław,2002,,technology,livechat software,software,
warsaw,1929,,consumer services,lot polish airlines,airlines,
gdańsk,1991,,consumer services,lpp,apparel retailers,
wadowice,1990,,food,maspex,food concern,
warsaw,1998,,consumer services,multikino,recreational services,
warsaw,1990,,telecommunications,netia,fixed line telecommunications,
brzesko,1845,,consumer goods,okocim brewery,brewers,
warsaw,1988,,technology,optimus s.a.,computer hardware,
warsaw,1991,,telecommunications,orange polska,mobile telecommunications,
bydgoszcz,1851,,industrials,pesa sa,commercial vehicles & trucks,
warsaw,1976,,oil & gas,pgnig,exploration & production,
płock,1999,,oil & gas,pkn orlen,exploration & production,
warsaw,2007,,telecommunications,play,mobile telecommunications,
warsaw,1995,,telecommunications,plus,mobile telecommunications,
warsaw,1558,,consumer services,poczta polska,delivery services,
warsaw,2006,,consumer services,polcast television,broadcasting & entertainment,
warsaw,1926,,industrials,polish state railways,railroads,
warsaw,1992,,consumer services,polsat,broadcasting & entertainment,
warsaw,1990,,utilities,polska grupa energetyczna,conventional electricity,
szczecin,1951,,industrials,polsteam,delivery services,
warsaw,1948,,financials,powszechna kasa oszczędności bank polski,banks,
warsaw,1803,,financials,powszechny zakład ubezpieczeń,full line insurance,
narew,1988,,consumer goods,pronar,machinery,
białystok,1945,,consumer services,przedsiębiorstwo komunikacji samochodowej,travel & tourism,
warsaw,2001,,consumer services,przewozy regionalne,travel & tourism,
konstancin-jeziorna,2004,,utilities,pse (polskie sieci elektroenergetyczne),conventional electricity,
pudliszki,1847,,food products,pudliszki,fruit and vegetable processing,
warsaw,1985,,technology,qumak,software,
warszawa,2000,,consumer services,smyk department store,general retailers,
bolechowo,2001,,industrials,solaris bus & coach,commercial vehicles & trucks,
bydgoszcz,1920,,industrials,tele-fonika kable,diversified industrials,
warsaw,1952,,consumer services,telewizja polska,broadcasting & entertainment,
warsaw,1996,,telecommunications,t-mobile polska,mobile telecommunications,
warsaw,2001,,consumer services,tvn24,broadcasting & entertainment,
warsaw,2002,,consumer services,tvn 7,broadcasting & entertainment,
warsaw,1995,,consumer services,tvn group,broadcasting & entertainment,
tymbark,1936,,consumer goods,tymbark,soft drinks,
rakszawa,1989,,consumer goods,van pur,brewers,
wieliczka,1252,,consumer services,wieliczka salt mine,recreational services,
poznań,1998,,consumer services,żabka,food retailers & wholesalers,
tarnów,1917,,industrials,zmt sa,defense,
utrecht,1981,,industrials,aalberts,electrical components & equipment,
utrecht,2001,,transport,abellio,"bus, ferry and train services",
amsterdam,1991,,financials,abn amro,banks,
amsterdam,2006,,financials,adyen,payments industry,
heerenveen,1998,,consumer goods,accell group,recreational products,
the hague,1983,,financials,aegon n.v.,life insurance,
zaandam,2016,,consumer services,ahold delhaize,food retailers & wholesalers,
amsterdam,1994,,basic materials,akzonobel,specialty chemicals,
zoeterwoude,1870,,consumer goods,amstel brewery,brewers,
the hague,2001,,industrials,apm terminals,transportation services,
amsterdam,1909,,consumer goods,apollo vredestein b.v.,automobiles parts,
amsterdam,1888,,industrials,arcadis,engineering,
veldhoven,1984,,industrials,asml holding,industrial machinery,
the hague,1960,,financials,asn bank,banks,
amsterdam,1925,,financials,atradius,non-life insurance,
veenendaal,1979,,consumer services,australian homemade,restaurants & bars,
veendam,1919,,consumer goods,avebe,food products,
lieshout,1680,,consumer goods,bavaria brewery,brewers,
uden,1981,,consumer services,beter bed,specialty retailers,
utrecht,2013,,technology,blendle,internet,
amsterdam,1996,,consumer services,booking.com,travel & tourism,
amsterdam,2008,,technology,catawiki,internet,
amsterdam,1986,,real estate,chipshol,real estate investment and services,
amsterdam,1999,,industrials,cnh global,commercial vehicles & trucks,
lijnden,2010,,consumer services,corendon dutch airlines,airlines,
eindhoven,1993,,consumer goods,daf trucks,automobiles,
gorinchem,1927,,industrials,damen group,industrial transportation & defense,
breda,1993,,industrials,dockwise,marine transportation,
lelystad,1978,,consumer goods,donkervoort,automobiles,
utrecht,1753,,consumer goods,douwe egberts,soft drinks,
heerlen,1902,,health care,dsm,pharmaceuticals,
amsterdam,2003,,technology,ebuddy,internet,
amsterdam,1880,,consumer services,elsevier,publishing,
amsterdam,1994,,consumer services,endemol,broadcasting & entertainment,
delft,1984,,technology,exact software,software,
amsterdam,1927,,financials,exor,investment services,
haarlem,1949,,consumer goods,feadship,recreational products,
heerlen,1918,,industrials,fraba,industrial automation,
amersfoort,2008,,consumer goods,frieslandcampina,food products,
leidschendam,1962,,oil & gas,fugro,exploration & production,
amsterdam,1999,,industrials,general logistics systems,delivery services,
enschede,1615,,consumer goods,grolsch brewery,brewers,
amsterdam,2000,,technology,guerrilla games,software,
amsterdam,1989,,consumer goods,g-star raw,apparel retailers,
leiden,1948,,oil & gas,heerema marine contractors,oil equipment & services,
amsterdam,1864,,consumer goods,heineken international,brewers,
amsterdam,1926,,consumer goods,hema,variety,
de bilt,1997,,technology,high-logic,software,
groningen,2001,,consumer services,hotels.nl,travel & tourism,
hilversum,1886,,consumer services,hunkemöller,apparel retailers,
rotterdam,1919,,industrials,hunter douglas,building,
leiden,1942,,consumer services,ikea,home improvement retailers,
amsterdam,1991,,financials,ing group,banks,
schiphol-rijk,1998,,technology,interxion,datacentres,
amsterdam,1996,,telecommunications,iptp networks,fixed line telecommunications,
veghel,1921,,consumer goods,jumbo,food retailers & wholesalers,
amsterdam,2000,,technology,just eat takeaway,consumer digital services,
