_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo,label
94904,66282,94731,london stock exchange,,,,,23.261,doll_48.97 b,doll_1.94 b,doll_0.41 b,,,,,london stock exchange,united kingdom,,,,,doll_52.66 b,doll_9.27 b,,,,,,1
98139,104726,99231,laca trade,italy,,,,5,,doll_24.74 m,,,property,,,laca trade,italy,,,,5.0,,doll_24.74 m,,,property,,,1
138817,143422,143422,lotte fine chemical,south korea,,,,,doll_1.54 m,,,,,,,lotte fine chemical,south korea,,,,,doll_1.54 m,,,,,,,1
139918,176074,143723,lifestyle communities,australia,,,not found,,,155 million usd,,['real estate'],,,not found,lifestyle communities,australia,,,,,doll_1.51 m,,,,,,,1
140076,143764,143764,laurentian bank of canada,canada,,,,,doll_1.46 m,,,,,,,laurentian bank of canada,canada,,,,,doll_1.46 m,,,,,,,1
145292,94216,147237,li auto,china,,,,,doll_22.39 b,doll_4.2 b,doll_-48.9 m,,,,,li auto inc,china,,,,,doll_30.81 b,,doll_-50.0 m,,,,,1
148948,47470,148308,loews corporation,united states,,,,,doll_13.35 b,,,,,[],,lear corporation,united states,,,,,doll_11.16 b,,doll_373.0 m,,,,,0
149555,54613,148440,lazydays holdings,united states,,,,,doll_0.14 b,,,,,,,lamb weston holdings,united states,,,,,doll_10.26 b,,doll_200.0 m,,,,,0
165566,155910,155910,life360,australia,,,,,doll_1.14 b,,doll_-33.0 m,,,,,life360,australia,,,,,doll_1.14 b,,doll_-33.0 m,,,,,1
175135,21461,184308,lear corporation,united states,,,,,doll_8.22 b,,,,,none,,lotte corporation,,songpa district,,0,,,,,conglomerate,,,,0
