_id,ltable_ID,rtable_ID,ltable_name,ltable_country,ltable_headquarters,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_industry,ltable_sector,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_headquarters,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_industry,rtable_sector,rtable_categories,rtable_ceo,label
55830,74158,94524,kweichow moutai co. ltd,china,,,,,doll_348.22 b,,,,consumer staples,,,kweichow moutai,china,,,,,doll_343.32 b,doll_14.6 b,,,,,,1
57373,103250,97806,kk-trade,germany,,,,15,,doll_4.38 m,,,retail,,,kk-trade,germany,,,,15,,doll_4.38 m,,,retail,,,1
58704,99420,101572,koesea,germany,,,,65.0,,doll_3.4 m,,,construction,,,koesea,germany,,,,65,,doll_3.4 m,,,construction,,,1
70031,64989,136734,kt corporation,,,,,20.158,doll_7.18 b,doll_20.13 b,doll_1.67 b,,,,,kao corporation,japan,,,,,doll_28.83 m,,,,,,michitaka sawada,0
71515,28313,137571,korea electric power,s. korea,,,,,doll_10.50 b,,,,,,,korea electric power corporation,south korea,,,,,doll_13.31 m,,,,,,,1
76435,151105,140425,kyushu electric power company,japan,,,,,doll_3.49 b,,doll_50.0 m,,,,,kyushu electric power company,japan,,,,,doll_3.62 m,,,,,,,1
76532,58424,140458,kinaxis,canada,,,,,doll_3.12 b,,,,,,,kinaxis,canada,,,,,doll_4.41 m,,,,,,,1
85209,145416,145416,keeson technology corporation,china,,,,,doll_0.78 m,,,,,,,keeson technology corporation,china,,,,,doll_0.78 m,,,,,,,1
88973,154449,147496,kureha corporation,japan,,,,,doll_1.47 b,,doll_103.0 m,,,,,kyocera corporation,japan,,,,,doll_22.29 b,,doll_1.08 b,,,,,0
93384,149848,149848,kingboard holdings,hong kong,,,,,doll_5.19 b,,doll_1.37 b,,,,,kingboard holdings,hong kong,,,,,doll_5.19 b,,doll_1.37 b,,,,,1
95610,151519,151519,kennametal,united states,,,,,doll_3.09 b,,doll_144.0 m,,,,,kennametal,united states,,,,,doll_3.09 b,,doll_144.0 m,,,,,1
98253,142074,152754,kiwoom securities,south korea,,,,,doll_2.61 m,,,,,,,kiwoom securities,south korea,,,,,doll_2.19 b,,doll_676.0 m,,,,,1
