02-GioPonSpiz-price,03-gren-price,05-MalPatSaj-price,00-avengers-share_price,01-DDD-share_price,06-MarScoToc-share_price,09-wissel-share_price,04-iGMM-shareprice
doll_3.21,2.0,doll_14.94,doll_2.05,doll_32.63,doll_49.99,doll_26.30,
doll_36.35,8.0,doll_13.08,doll_29.32,doll_46.48,doll_3.14,doll_0.93,
doll_4.31,7.0,doll_3.64,doll_2.36,doll_6.90,doll_14.75,doll_3.55,doll_3.35
doll_56.36,18.0,doll_39.03,doll_10.46,doll_53.38,doll_5.28,doll_42.37,
doll_174.64,21.0,doll_9.61,doll_3.98,doll_16.12,doll_8.58,doll_12.74,
doll_44.05,101.0,doll_0.20,doll_5.25,doll_24.99,doll_27.40,doll_5.95,
doll_28.23,33.0,doll_57.11,doll_14.28,doll_2.44,doll_45.57,doll_73.98,
doll_3.28,239.0,doll_145.50,doll_14.51,doll_20.12,doll_5.96,doll_15.25,doll_1.70
"doll_1,157",7.0,doll_24.57,doll_2.17,doll_41.72,doll_58.59,doll_1.01,
doll_71.57,7.0,,doll_3.81,doll_4.75,doll_17.22,doll_1.82,doll_0.28
doll_5.30,93.0,doll_20.35,doll_4.39,doll_0.32,doll_35.94,doll_210.33,
doll_34.79,12.0,doll_0.94,doll_9.43,doll_22.68,doll_1.30,doll_6.12,
doll_14.25,19.0,doll_19.92,doll_9.87,doll_7.24,doll_23.34,doll_5.81,
doll_4.36,37.0,doll_14.65,doll_13.29,doll_6.16,doll_18.89,doll_7.68,doll_13.69
doll_4.97,15.0,doll_36.52,doll_1.97,doll_92.09,doll_44.79,doll_0.75,doll_0.84
doll_12.56,34.0,doll_9.13,doll_2.63,doll_13.45,doll_8.11,doll_493.48,doll_5.00
doll_13.34,13.0,doll_125.59,doll_52.00,doll_2.27,doll_41.23,doll_1.82,
doll_50.24,43.0,doll_32.58,doll_3.94,doll_24.46,,doll_13.07,doll_34.52
doll_49.21,39.0,doll_5.72,doll_15.36,doll_96.11,doll_18.91,doll_25.85,doll_15.69
doll_201.20,161.0,doll_5.91,doll_7.60,doll_43.94,doll_70.48,doll_13.04,
doll_13.73,33.0,doll_22.16,doll_14.83,doll_14.92,doll_7.08,doll_0.25,
doll_5.32,16.0,doll_70.72,doll_2.64,doll_3.25,doll_10.26,doll_1.08,doll_23.25
doll_27.32,27.0,doll_1.13,doll_2.25,doll_12.37,doll_12.51,doll_7.44,doll_54.13
doll_1.94,98.0,doll_28.01,doll_23.39,doll_9.19,doll_86.33,doll_53.60,
doll_5.94,18.0,doll_8.90,doll_77.42,doll_15.54,doll_12.40,doll_30.49,doll_59.58
doll_8.53,5.0,doll_4.46,doll_17.03,doll_18.25,doll_18.31,doll_4.06,
doll_44.61,43.0,doll_35.49,doll_10.51,doll_21.11,doll_16.08,doll_20.29,
doll_24.66,64.0,doll_5.70,doll_4.15,doll_4.09,doll_13.55,doll_6.43,
doll_50.98,2.0,doll_106.19,doll_3.89,doll_6.42,doll_48.53,doll_5.40,doll_5.23
doll_38.66,14.0,doll_11.91,doll_36.66,doll_7.44,doll_50.50,doll_47.98,doll_16.56
doll_261.94,86.0,doll_28.52,doll_4.49,doll_4.92,doll_198.22,doll_0.40,
doll_9.57,49.0,doll_53.76,doll_11.82,doll_54.98,doll_76.24,doll_89.66,doll_5.51
doll_22.21,6.0,doll_0.50,doll_15.22,doll_17.72,doll_73.52,doll_0.05000,doll_2.05
doll_104.74,5.0,doll_31.02,doll_1.26,doll_0.41,doll_7.32,doll_2.55,doll_25.90
doll_1.45,5.0,doll_21.00,doll_23.56,doll_31.47,doll_44.18,doll_16.24,doll_16.44
doll_8.09,45.0,doll_27.49,doll_7.51,doll_22.36,doll_54.75,doll_31.96,
doll_16.11,185.0,doll_72.51,doll_4.50,doll_29.65,doll_27.62,doll_9.34,
doll_2.36,3.0,doll_36.23,doll_8.92,doll_23.26,doll_10.48,doll_6.82,doll_24.34
doll_44.49,6.0,doll_12.03,doll_0.72,doll_2.24,doll_5.22,doll_2.04,
doll_53.76,52.0,doll_21.78,doll_37.01,doll_32.67,doll_22.45,doll_9.32,
doll_57.12,1.0,doll_17.36,doll_18.82,doll_9.11,doll_4.27,doll_16.01,doll_0.46
doll_18.16,26.0,doll_35.55,doll_79.88,doll_16.08,doll_17.25,doll_3.91,
doll_34.97,4.0,doll_15.56,doll_0.30,doll_39.25,doll_258.16,,
doll_141.71,26.0,doll_8.69,doll_2.68,doll_14.10,doll_6.05,doll_2.16,doll_23.15
doll_104.56,3.0,doll_0.74,doll_71.05,doll_2.60,doll_16.68,doll_6.81,doll_23.70
doll_10.44,5.0,doll_8.52,doll_7.08,doll_13.74,doll_44.91,doll_3.94,
doll_5.93,43.0,doll_8.07,doll_10.05,doll_11.49,doll_8.79,doll_37.41,doll_240.00
doll_27.92,4.0,doll_36.95,doll_24.82,doll_2.55,doll_51.20,doll_41.02,doll_9.80
doll_1.05,35.0,doll_14.13,doll_12.49,doll_20.72,doll_248.06,doll_0.68,doll_19.38
doll_29.17,49.0,doll_1.02,doll_31.60,doll_10.68,doll_3.60,doll_3.48,doll_22.72
doll_7.27,83.0,doll_6.91,doll_4.50,doll_14.79,,doll_103.14,
doll_18.09,25.0,doll_46.19,doll_10.26,doll_9.79,doll_8.34,doll_2.04,
doll_44.37,120.0,doll_75.26,doll_6.83,doll_3.10,doll_36.48,doll_5.88,
doll_31.68,24.0,doll_20.03,doll_2.25,doll_36.92,doll_17.65,doll_5.50,
doll_31.42,39.0,doll_46.38,doll_9.01,doll_3.46,doll_18.11,doll_5.17,
doll_28.11,46.0,doll_36.82,doll_1.65,doll_16.97,doll_2.29,doll_10.66,doll_9.52
doll_8.35,32.0,doll_19.08,doll_13.24,doll_4.72,doll_30.43,doll_3.76,
doll_48.39,9.0,doll_13.46,doll_32.10,doll_17.87,doll_41.79,doll_3.08,
doll_106.53,74.0,doll_19.99,doll_12.70,doll_25.03,doll_18.18,doll_26.99,doll_117.95
doll_40.22,2.0,doll_29.60,doll_6.20,doll_0.54,doll_2.43,doll_1.58,doll_17.19
doll_20.56,1.0,doll_15.11,doll_15.97,doll_30.21,doll_6.79,doll_3.58,
doll_246.98,45.0,doll_8.96,doll_1.09,doll_0.55,doll_6.93,doll_10.22,doll_22.50
doll_6.98,12.0,doll_49.90,doll_2.36,doll_14.54,doll_31.32,doll_9.34,doll_50.85
doll_41.91,9.0,doll_12.81,doll_35.48,doll_29.58,doll_4.78,doll_8.79,
doll_3.17,15.0,doll_17.62,doll_38.03,doll_14.67,doll_1.91,doll_1.94,
doll_26.55,1.0,doll_47.33,doll_33.07,doll_0.82,doll_15.04,doll_15.38,doll_7.51
doll_18.84,6.0,doll_40.42,doll_47.11,doll_9.26,doll_2.98,doll_0.41,
doll_3.58,4.0,doll_23.62,doll_2.13,doll_17.10,doll_102.22,doll_19.33,
doll_7.27,21.0,doll_11.77,doll_8.26,doll_86.00,doll_47.99,doll_1.73,
doll_6.80,26.0,doll_17.02,doll_42.80,doll_11.42,doll_28.49,doll_10.96,doll_33.91
doll_12.34,19.0,doll_2.21,doll_27.87,doll_8.88,doll_33.78,doll_88.29,doll_49.86
doll_36.20,14.0,doll_61.13,doll_3.28,doll_5.26,doll_15.21,doll_6.80,doll_12.21
doll_12.42,6.0,doll_849.30,doll_20.00,doll_1.94,doll_15.89,doll_5.55,
doll_45.85,45.0,doll_5.36,doll_20.78,doll_23.00,doll_77.60,doll_45.27,doll_2.13
doll_45.08,9.0,doll_11.22,doll_15.61,doll_2.96,doll_4.65,doll_1.00,doll_1.71
doll_39.57,3.0,doll_24.57,doll_13.29,doll_22.87,doll_2.20,doll_14.74,
doll_75.57,235.0,doll_32.61,doll_2.83,doll_22.37,doll_23.56,doll_2.63,doll_4.65
doll_34.51,26.0,doll_16.62,doll_31.22,doll_18.60,doll_19.44,doll_76.96,
doll_20.66,60.0,doll_10.54,doll_19.98,doll_13.78,doll_51.95,doll_2.13,
doll_16.32,85.0,doll_5.07,doll_14.29,doll_11.74,doll_27.39,doll_14.86,doll_47.18
doll_9.92,9.0,doll_1.03,doll_5.47,doll_8.81,doll_3.39,doll_44.10,doll_16.32
doll_4.68,2.0,doll_2.70,doll_3.20,doll_1.22,doll_16.10,doll_1.81,
doll_16.16,11.0,doll_24.90,doll_56.24,doll_34.81,doll_54.47,doll_11.38,doll_5.19
doll_19.65,15.0,doll_64.37,doll_4.50,doll_38.85,doll_21.14,doll_6.99,doll_7.83
doll_54.62,64.0,doll_5.07,doll_11.73,doll_4.47,doll_12.49,doll_0.91,doll_6.32
doll_22.25,40.0,doll_3.38,doll_4.91,doll_15.84,doll_6.13,doll_0.24,doll_3.33
doll_6.79,35.0,doll_0.47,doll_7.05,doll_15.99,doll_17.52,doll_33.95,doll_37.48
doll_12.52,27.0,doll_45.23,doll_33.36,doll_12.37,doll_6.51,doll_8.51,doll_40.82
doll_27.18,42.0,doll_235.45,doll_10.29,doll_22.58,doll_136.49,doll_5.96,
doll_88.31,14.0,doll_29.78,doll_14.92,doll_6.02,doll_9.03,doll_2.16,
doll_77.01,11.0,doll_14.52,doll_89.05,doll_6.38,doll_25.82,doll_3.04,doll_1.80
doll_37.52,68.0,doll_32.91,doll_6.33,doll_11.27,doll_4.32,doll_5.41,doll_2.56
doll_43.89,35.0,doll_6.46,doll_2.67,doll_1.60,doll_33.83,doll_1.26,doll_6.83
doll_15.06,11.0,doll_6.13,doll_6.54,doll_10.45,doll_3.77,doll_0.09000,
doll_53.18,1.0,doll_45.66,doll_44.65,doll_39.80,doll_18.40,doll_0.41,doll_67.97
doll_16.60,37.0,doll_16.32,doll_3.14,doll_14.82,doll_53.01,doll_0.97,
doll_4.32,4.0,doll_29.62,doll_22.73,doll_0.49,doll_26.52,doll_20.73,doll_11.45
doll_3.81,44.0,doll_49.06,doll_3.11,doll_7.93,doll_9.47,doll_4.29,
doll_5.81,12.0,doll_165.05,doll_3.07,doll_1.96,doll_27.35,doll_2.65,doll_9.89
doll_12.99,11.0,doll_12.23,doll_33.50,doll_4.80,doll_64.43,doll_1.87,doll_18.72
doll_4.84,19.0,doll_1.15,doll_5.04,doll_13.00,doll_15.00,doll_0.23,
doll_64.48,8.0,doll_4.13,doll_3.54,doll_11.52,doll_22.07,doll_6.99,
doll_57.79,36.0,doll_43.23,doll_1.26,doll_13.60,doll_6.62,doll_2.65,
doll_124.10,38.0,doll_25.30,doll_11.47,doll_9.44,doll_8.06,doll_3.90,
doll_27.32,32.0,doll_6.38,doll_28.92,doll_27.00,doll_12.06,doll_10.91,doll_17.06
doll_17.88,17.0,doll_94.05,doll_27.86,doll_4.35,doll_46.61,doll_242.90,
doll_22.05,40.0,doll_33.94,doll_31.97,doll_28.05,doll_4.80,doll_7.02,
doll_26.42,62.0,doll_15.82,doll_1.83,doll_25.26,doll_43.69,doll_20.21,
doll_15.59,7.0,doll_21.05,doll_29.00,doll_9.39,doll_20.08,doll_30.15,
doll_8.41,41.0,doll_14.06,doll_12.02,doll_5.55,doll_62.67,doll_5.90,doll_15.75
doll_26.48,15.0,doll_102.52,doll_31.36,doll_1.49,doll_5.45,doll_35.89,
doll_2.16,9.0,doll_23.95,doll_7.58,doll_14.81,doll_61.01,doll_29.61,
doll_89.70,131.0,doll_69.98,doll_19.61,doll_5.59,doll_1.13,doll_4.88,doll_80.16
"doll_2,675",20.0,doll_52.65,doll_8.09,doll_0.30,doll_43.13,doll_11.29,
doll_1.13,20.0,doll_1.79,doll_6.63,doll_19.88,doll_40.31,doll_1.31,
doll_21.05,37.0,doll_45.49,doll_3.26,doll_13.44,doll_65.93,doll_8.53,
doll_6.43,8.0,doll_21.11,doll_4.83,doll_37.00,doll_89.04,doll_26.81,doll_9.54
doll_61.13,38.0,doll_3.86,doll_15.14,doll_6.82,doll_72.95,doll_4.87,
doll_10.15,14.0,doll_28.05,doll_8.63,doll_7.60,doll_38.00,doll_296.13,doll_3.34
doll_3.37,18.0,doll_105.65,doll_33.44,doll_35.25,doll_20.80,doll_6.39,
doll_2.42,2.0,doll_0.14,doll_8.05,doll_0.77,doll_69.66,doll_3.30,
doll_5.73,24.0,doll_90.91,doll_3.12,doll_26.87,doll_29.15,doll_2.77,
doll_6.02,8.0,doll_29.31,doll_7.59,doll_1.78,doll_121.44,doll_7.26,doll_94.05
doll_14.55,17.0,doll_2.81,doll_21.89,doll_37.43,doll_765.65,doll_29.06,doll_14.21
doll_66.92,18.0,doll_34.25,doll_1.65,doll_7.28,doll_18.92,doll_24.32,
doll_5.41,16.0,doll_21.24,doll_2.50,doll_28.91,doll_13.80,doll_4.38,doll_0.50
doll_139.37,36.0,doll_8.55,doll_16.57,doll_12.30,doll_25.92,doll_7.46,
doll_69.81,13.0,doll_41.08,doll_4.04,doll_47.28,doll_0.57,doll_1.94,doll_13.57
doll_46.02,3.0,doll_24.97,doll_57.19,doll_48.09,doll_42.52,doll_0.12,
doll_37.82,13.0,doll_20.55,doll_13.35,doll_5.44,doll_10.20,doll_21.29,
doll_22.81,20.0,doll_27.74,doll_1.59,doll_21.49,doll_12.62,doll_14.50,
doll_14.74,11.0,doll_57.98,doll_13.84,doll_17.59,doll_44.28,doll_2.08,doll_58.65
doll_13.58,16.0,doll_9.50,doll_14.29,doll_3.88,doll_66.07,doll_18.67,doll_15.20
doll_44.60,38.0,doll_12.75,doll_6.76,doll_7.04,doll_35.80,doll_11.05,
doll_65.30,4.0,doll_14.86,doll_186.29,doll_22.57,doll_12.18,doll_1.57,doll_4.34
doll_39.88,729.0,doll_4.30,doll_59.79,doll_7.73,doll_35.95,doll_6.70,doll_39.96
doll_35.73,56.0,doll_34.77,doll_3.24,doll_1.74,doll_22.59,doll_1.03,
doll_0.57,10.0,doll_5.13,doll_3.44,doll_40.17,doll_1.41,doll_2.31,doll_1.10
doll_35.16,2.0,doll_7.55,doll_50.90,doll_6.70,doll_31.13,doll_2.04,doll_12.82
doll_39.98,9.0,doll_21.61,doll_1.78,doll_54.52,doll_6.33,doll_10.90,doll_1.66
doll_20.80,29.0,doll_42.15,doll_19.58,doll_45.65,doll_12.08,doll_4.36,
doll_82.95,20.0,doll_15.91,doll_5.33,doll_27.42,doll_36.01,doll_29.88,doll_121.01
doll_11.24,22.0,doll_6.42,doll_31.99,doll_3.28,doll_40.79,doll_23.01,
doll_13.67,47.0,doll_3.10,doll_3.16,doll_11.77,doll_11.18,doll_2.25,doll_26.27
doll_35.74,8.0,doll_28.26,doll_20.86,doll_21.80,doll_10.68,doll_12.17,doll_1.88
doll_7.58,58.0,doll_7.43,doll_10.70,doll_16.69,doll_41.14,doll_1.71,
doll_37.97,1.0,,doll_5.72,doll_24.88,doll_6.79,doll_6.81,doll_41.88
doll_8.36,1.0,doll_26.20,doll_4.28,doll_4.40,doll_38.38,doll_33.27,doll_172.86
doll_6.41,19.0,doll_23.73,doll_5.76,doll_30.37,doll_13.85,doll_0.48,
doll_27.64,4.0,doll_1.69,doll_2.87,doll_26.40,doll_8.32,doll_44.55,doll_3.28
doll_9.78,3.0,doll_20.43,doll_19.80,doll_7.22,doll_135.72,doll_10.81,
doll_48.00,15.0,doll_15.67,doll_34.60,doll_15.60,doll_8.65,doll_3.73,
doll_41.07,107.0,doll_11.26,doll_12.47,doll_3.42,doll_11.51,doll_0.49,doll_42.85
doll_2.83,49.0,doll_19.05,doll_1.95,doll_4.47,doll_2.82,doll_0.79,
doll_10.65,30.0,doll_35.68,doll_29.55,doll_44.06,doll_38.94,doll_0.94,doll_0.50
doll_9.54,21.0,doll_35.92,doll_15.66,doll_22.08,doll_23.66,doll_46.28,
doll_114.71,33.0,doll_0.09000,doll_17.59,doll_19.47,doll_0.96,doll_1.19,doll_8.59
doll_0.70,38.0,doll_1.07,doll_29.41,doll_17.05,doll_20.85,doll_38.63,doll_35.61
doll_9.99,17.0,doll_10.00,doll_7.35,doll_42.56,doll_9.97,doll_6.36,doll_5.90
doll_83.84,6.0,doll_6.36,doll_136.12,doll_16.91,doll_8.45,doll_4.67,
doll_23.93,32.0,doll_16.08,doll_4.76,doll_10.06,doll_5.30,doll_11.94,doll_20.69
doll_10.57,11.0,doll_26.06,doll_23.88,doll_29.41,doll_11.42,doll_17.78,doll_13.95
doll_88.29,46.0,doll_17.48,doll_9.95,doll_16.28,doll_37.38,doll_24.30,doll_36.70
doll_19.22,11.0,doll_24.77,doll_6.94,doll_19.11,doll_35.35,doll_3.08,doll_41.13
doll_40.32,96.0,doll_37.24,doll_4.26,doll_19.25,doll_81.23,doll_1.74,
doll_68.42,6.0,doll_0.23,doll_1.68,doll_11.44,doll_60.82,doll_10.86,
doll_3.43,38.0,doll_14.52,doll_3.34,doll_2.40,doll_23.81,doll_0.91,
doll_6.48,23.0,doll_15.69,doll_10.65,doll_5.93,doll_27.22,doll_53.04,
doll_11.40,48.0,doll_13.29,doll_22.65,doll_49.90,doll_82.91,doll_13.58,doll_4.81
doll_7.85,1.0,doll_61.80,doll_3.35,doll_4.13,doll_1.57,doll_19.27,doll_41.19
doll_20.72,10.0,doll_34.68,doll_276.00,doll_53.34,doll_12.21,doll_0.65,
doll_11.39,8.0,doll_38.19,doll_0.94,doll_0.40,doll_42.12,doll_26.48,doll_0.90
doll_11.85,63.0,doll_11.46,doll_15.41,doll_17.70,doll_9.53,doll_10.60,doll_11.30
doll_5.27,18.0,doll_10.82,doll_17.21,doll_0.48,doll_38.80,doll_3.69,
doll_1.59,2.0,doll_36.35,doll_1.87,doll_0.31,doll_87.61,doll_6.77,
doll_750.44,30.0,doll_57.22,doll_19.97,doll_15.22,doll_11.08,doll_2.21,
doll_59.70,13.0,doll_43.12,doll_19.28,doll_15.38,doll_32.53,doll_15.88,
doll_14.57,29.0,doll_5.16,doll_90.14,doll_0.48,doll_540.65,doll_37.29,doll_1.94
doll_42.98,12.0,doll_7.00,doll_24.13,doll_1.56,doll_29.71,doll_35.64,doll_38.47
doll_8.76,34.0,doll_7.01,doll_26.74,doll_12.25,doll_13.60,doll_6.89,
doll_11.04,31.0,doll_80.99,doll_3.62,doll_66.25,doll_33.19,doll_19.10,
doll_13.25,51.0,doll_9.44,doll_7.71,doll_121.71,doll_67.29,doll_6.10,
doll_41.75,18.0,doll_3.13,doll_11.58,doll_91.66,doll_12.95,doll_10.48,doll_25.92
doll_536.90,2.0,doll_31.44,doll_12.69,doll_80.04,doll_7.35,doll_6.75,doll_12.86
doll_16.15,32.0,doll_41.03,doll_13.27,doll_68.69,doll_8.77,doll_25.79,doll_1.89
doll_27.78,501.0,doll_11.67,doll_2.30,doll_31.64,doll_40.07,doll_9.54,
doll_3.47,35.0,doll_0.77,doll_1.66,doll_8.51,doll_5.87,doll_0.31,
doll_20.91,22.0,doll_17.45,doll_11.48,doll_6.48,doll_63.14,doll_56.45,doll_15.29
doll_12.00,5.0,doll_27.35,doll_12.48,doll_0.93,doll_64.33,doll_2.24,doll_9.51
doll_13.41,86.0,doll_1.10,doll_9.45,doll_10.10,doll_11.42,doll_31.94,
doll_46.98,76.0,doll_13.41,doll_4.95,doll_0.02000,doll_14.37,doll_271.28,doll_10.36
doll_13.71,87.0,doll_5.88,doll_2.85,doll_7.40,doll_9.29,doll_16.95,
doll_17.01,25.0,doll_10.41,doll_0.37,doll_2.83,doll_0.13,doll_7.53,
doll_31.60,20.0,doll_13.00,doll_18.72,doll_13.45,doll_8.67,doll_14.35,doll_2.32
doll_1.34,43.0,doll_32.00,doll_25.09,doll_14.86,doll_6.68,doll_12.11,
doll_15.71,26.0,doll_6.84,doll_11.24,doll_95.22,doll_53.64,doll_4.24,
doll_75.48,13.0,doll_16.71,doll_6.84,doll_4.61,doll_111.34,doll_5.92,
doll_13.42,7.0,doll_25.25,doll_3.97,doll_4.84,doll_31.43,doll_12.64,doll_18.34
doll_59.30,9.0,doll_12.70,doll_9.36,doll_4.40,doll_10.29,doll_7.29,doll_10.20
doll_32.76,26.0,,doll_4.84,doll_57.78,doll_1.05,doll_27.76,doll_31.97
doll_1.04,15.0,doll_2.08,doll_3.64,doll_4.54,doll_1.04,doll_8.76,
doll_39.60,16.0,doll_91.31,doll_19.35,doll_39.00,doll_15.68,doll_2.10,
doll_11.30,22.0,doll_14.50,doll_1.08,doll_36.56,doll_0.68,doll_27.37,
doll_131.08,8.0,doll_8.20,doll_4.37,doll_7.78,doll_42.10,doll_23.46,doll_8.99
doll_3.07,46.0,doll_0.78,doll_1.91,doll_139.77,doll_46.05,doll_5.32,
doll_9.59,13.0,doll_3.72,doll_2.69,doll_1.80,doll_1.63,doll_2.83,
doll_29.05,18.0,doll_7.47,doll_0.23,doll_3.49,doll_14.08,doll_17.89,doll_4.86
doll_5.78,5.0,doll_28.78,doll_7.06,doll_32.41,doll_24.90,doll_2.24,doll_25.66
doll_31.14,28.0,doll_13.30,doll_1.26,doll_5.68,doll_27.90,doll_16.89,doll_49.66
doll_9.21,39.0,doll_27.86,doll_22.41,doll_7.77,doll_33.28,doll_35.35,doll_50.89
doll_6.59,7.0,doll_14.99,doll_5.34,doll_18.57,doll_3.07,doll_32.24,
doll_73.04,100.0,doll_33.00,doll_10.56,doll_259.40,doll_18.37,doll_5.07,doll_3.28
doll_36.58,11.0,doll_10.95,doll_42.18,doll_12.72,doll_18.50,doll_11.26,
doll_8.98,18.0,doll_6.37,doll_0.53,doll_4.88,doll_3.41,doll_39.75,doll_42.95
doll_32.76,32.0,doll_11.25,doll_2.12,doll_1.94,doll_29.51,doll_6.52,doll_20.99
doll_33.92,121.0,doll_359.11,doll_34.24,doll_4.35,doll_36.03,doll_95.42,
doll_30.43,5.0,doll_26.49,doll_4.01,doll_10.30,doll_8.98,doll_2.42,
doll_29.30,12.0,doll_14.21,doll_20.10,doll_38.21,doll_46.30,doll_0.87,doll_35.41
doll_43.13,18.0,doll_15.96,doll_81.71,doll_24.35,doll_18.46,doll_9.20,
doll_22.54,7.0,doll_1.74,doll_2.55,doll_1.88,doll_40.14,doll_485.16,doll_32.33
doll_5.33,59.0,doll_7.19,doll_15.33,doll_39.00,doll_39.01,doll_0.46,doll_10.57
doll_1.66,13.0,doll_3.28,doll_39.08,doll_25.38,doll_39.96,doll_4.97,
doll_37.54,16.0,doll_15.37,doll_11.05,doll_11.88,doll_16.36,doll_19.92,doll_4.57
doll_8.73,74.0,doll_105.36,doll_7.35,doll_118.53,doll_4.03,doll_34.89,
doll_9.13,91.0,doll_5.29,doll_3.14,doll_5.30,doll_37.54,doll_3.77,
doll_47.11,22.0,doll_14.86,doll_0.51,doll_2.56,doll_89.36,doll_11.53,doll_0.52
doll_16.32,9.0,doll_58.74,doll_7.01,doll_9.26,doll_15.70,doll_15.21,
doll_27.46,39.0,doll_10.73,doll_2.99,doll_10.33,doll_9.18,doll_1.73,doll_23.64
doll_31.24,11.0,doll_36.26,doll_8.11,doll_21.75,doll_10.46,doll_3.36,
doll_17.11,59.0,doll_1.87,doll_3.01,doll_42.49,doll_25.82,doll_9.69,
doll_11.32,5.0,doll_29.62,doll_10.00,doll_8.21,doll_5.13,doll_6.37,doll_45.77
doll_35.81,33.0,doll_8.17,doll_45.34,doll_15.31,doll_20.27,doll_1.04,
doll_96.54,2.0,doll_13.55,doll_12.28,doll_10.28,doll_13.51,doll_15.25,
doll_13.63,13.0,doll_255.60,doll_3.37,doll_50.99,doll_38.31,doll_3.00,
doll_38.52,20.0,doll_8.40,doll_11.80,doll_2.19,doll_71.61,doll_18.16,doll_45.45
doll_18.20,6.0,doll_10.22,doll_9.87,doll_1.61,doll_30.61,doll_11.39,
doll_39.05,98.0,doll_1.36,doll_35.85,doll_25.14,doll_13.01,doll_14.18,
doll_34.77,19.0,doll_73.98,doll_7.48,doll_17.02,doll_14.13,doll_18.86,
doll_16.62,24.0,doll_7.58,doll_50.25,doll_2.66,doll_14.23,doll_4.11,doll_6.20
doll_9.01,50.0,doll_11.55,doll_4.70,doll_16.25,doll_42.43,doll_3.88,
doll_32.50,76.0,doll_27.96,doll_10.83,doll_41.60,doll_21.00,doll_11.16,
doll_8.43,17.0,doll_13.52,doll_51.89,doll_55.63,doll_15.70,doll_3.72,
doll_4.06,97.0,doll_3.38,doll_2.05,doll_30.83,doll_46.36,doll_9.91,
doll_36.23,160.0,doll_5.54,doll_5.04,doll_112.66,doll_16.91,doll_2.26,doll_2.13
doll_11.69,13.0,doll_1.85,doll_0.43,doll_10.26,doll_23.06,doll_1.80,doll_3.72
doll_60.09,57.0,doll_19.40,doll_21.05,doll_14.40,doll_32.50,doll_1.10,doll_6.30
doll_8.27,62.0,doll_32.08,doll_0.36,doll_23.25,doll_78.37,doll_69.65,doll_15.15
doll_13.55,9.0,doll_41.32,doll_5.21,doll_6.84,doll_3.53,doll_18.58,doll_101.61
doll_3.17,13.0,doll_47.24,doll_45.56,doll_16.07,doll_31.92,doll_1.91,doll_63.83
doll_13.30,63.0,doll_6.31,doll_3.91,doll_17.43,doll_14.89,doll_3.14,
doll_10.96,2.0,doll_20.52,doll_6.44,doll_7.33,doll_5.21,doll_4.87,
doll_10.24,43.0,doll_23.43,doll_8.87,doll_12.32,doll_7.34,doll_6.99,
doll_23.91,9.0,doll_15.14,doll_3.72,doll_3.92,doll_2.30,doll_2.92,
doll_34.99,8.0,doll_9.00,doll_63.99,doll_6.49,doll_9.57,doll_0.81,doll_41.49
doll_17.65,5.0,doll_1.12,doll_31.94,doll_24.00,doll_7.70,doll_66.04,
doll_31.65,17.0,doll_25.69,doll_17.22,doll_0.57,doll_8.88,doll_2.21,doll_57.31
doll_60.90,36.0,doll_48.98,doll_54.12,doll_15.58,doll_11.60,doll_6.58,
doll_76.61,10.0,doll_4.40,doll_0.18,doll_38.78,doll_3.55,doll_0.57,
doll_103.05,32.0,doll_13.65,doll_48.12,doll_1.32,doll_0.11,doll_0.57,
doll_16.77,35.0,doll_41.99,doll_20.31,doll_8.86,doll_10.40,doll_23.76,doll_21.47
doll_25.15,10.0,doll_12.93,doll_7.74,doll_13.89,doll_38.88,doll_2.93,doll_85.54
doll_38.58,34.0,doll_3.80,doll_20.81,doll_25.72,doll_79.29,doll_18.43,doll_18.07
doll_7.78,3.0,doll_0.86,doll_4.45,doll_2.94,doll_34.15,doll_8.77,
doll_16.27,0.0,doll_19.95,doll_52.78,doll_4.37,doll_21.44,doll_21.72,
doll_13.83,1.0,doll_12.00,doll_8.00,doll_37.34,doll_34.82,doll_16.07,
doll_60.71,36.0,doll_4.13,doll_31.66,doll_7.02,doll_12.43,doll_7.06,doll_5.25
doll_32.53,33.0,doll_45.90,doll_4.52,doll_38.60,doll_15.42,doll_5.68,
doll_12.46,34.0,doll_32.90,doll_1.69,doll_7.20,doll_10.80,doll_24.49,
doll_47.01,68.0,doll_9.36,doll_39.73,doll_0.78,doll_35.00,doll_0.60,
doll_18.47,0.0,doll_13.04,doll_8.71,doll_13.64,doll_16.13,doll_3.31,doll_12.03
doll_15.47,19.0,doll_694.47,doll_2.48,doll_4.78,doll_86.10,doll_4.12,doll_24.18
doll_20.50,3.0,doll_14.79,doll_7.27,doll_11.79,doll_27.08,doll_13.82,doll_5.94
doll_12.04,5.0,doll_3.19,doll_1.77,doll_7.50,doll_0.77,doll_11.24,doll_9.68
doll_20.98,14.0,doll_17.70,doll_8.68,doll_76.16,doll_4.94,doll_0.73,doll_16.88
doll_3.51,8.0,doll_6.04,doll_3.10,doll_25.60,doll_39.00,doll_3.30,
doll_12.30,10.0,doll_7.18,doll_95.68,doll_1.61,doll_18.33,doll_1.46,doll_25.12
doll_4.93,15.0,doll_68.92,doll_0.98,doll_2.00,doll_6.39,doll_3.48,doll_19.42
doll_2.25,1.0,doll_1.23,doll_9.17,doll_15.82,doll_11.94,doll_6.70,doll_1.64
doll_4.94,4.0,doll_20.63,doll_16.12,doll_2.53,doll_34.20,doll_4.60,
