00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
va tech wabag,stmicroelectronics,vishay intertechnology,telecom argentina,,aksa energy,blackbaud,eutelsat
jagran prakashan,wuxi biologics,sunpower,curaleaf,,bts group,summit industrial income reit,klã©pierre
hyderabad industries limited,prudential financial,intellia therapeutics,sabra health care reit,Phathom Pharmaceuticals,pacific premier bancorp,mbank,covivio
information services group,"hcl technologies
",deepak nitrite,gn store nord,,alumina limited,old mutual,nacon
swk holdings,denso,terex,lion corp,,amp limited,coway,valneva se
devolver digital,"larsen & toubro
",john bean technologies,vz holding,,lion corp,enovis,tikehau capital
bigbear.ai,"jiangsu hengrui medicine
",tootsie roll industries,dada nexus,Gladstone Investment,epr properties,natura&co,olympique lyonnais groupe
baycom (united business bank),"wesfarmers
",sportradar,viscofan,,hysan development,meitetsu,gecina
absci,"te connectivity
",sega sammy holdings,3m india,,viscofan,paramount resources,don't nod entertainment
gulf oil lubricants,lonza,sembcorp marine,acushnet holdings,,weatherford international,ginkgo bioworks,cellectis
transglobe energy,"energy transfer partners
",summit industrial income reit,scorpio tankers,Tetra Technologies,pjt partners,vistry group,poste italiane
tactile medical,atlassian,bank of hawaii,vodafone idea,Purple Innovation,hannon armstrong,romgaz,intesa sanpaolo
gigacloud technology,"republic services
",indosat,mister car wash,,goodyear,highwoods properties,generali
brightcove,capital one,esab,pjt partners,,sumitomo dainippon pharma,victoria's secret & co,unicredit
vera therapeutics,fortinet,aurobindo pharma,peloton,,skyline champion,aurobindo pharma,enel
homeland interactive technology,maersk,coway,bellway,Astec Lifesciences,cathay general bancorp,ameresco,telecom italia
bitfarms,"muyuan foods
",old mutual,abm industries,Paisalo Digital,ca immo,acushnet holdings,leonardo
nacl industries,"hapag-lloyd
",cathay general bancorp,hillenbrand,Axogen,newmarket corp,burjeel holdings,iveco group
caledonia mining,"williams companies
",cargotec,yuhan,,kansai paint,spx corporation,eni
ten square games,"mizuho financial group
",ca immo,sig (semen indonesia),,travel + leisure,euronav,pirelli
uranium royalty,cibc,axonics modulation tech,livanova,Lindblad Expeditions,torrent power,indah kiat pulp & paper,prysmian group
jain irrigation systems,"sun hung kai properties
",hutchmed,carter's,,grupo aeroportuario centro norte,rajesh exports,banco bpm
porch group,honda,hillenbrand,archaea energy,Bakhu Holdings,phoenix mills,tripadvisor,atlantia
focus universal,bank of new york mellon,cvr energy,old mutual,,spirit aerosystems,cvent,amplifon
third coast bancshares,dow,hankook tire,kohl's,,yuhan,voltas,prada
troops,idexx laboratories,greggs,pennon group,Jindal Poly Films,impinj,methanex,reply
oil-dri corporation of america,yanghe,evolent health,hankook tire,,amot investment,douglas emmett,unipolsai
opthea,"adani green energy
",burjeel holdings,plains gp,Preformed Line Products,prestige consumer healthcare,cushman & wakefield,nexi
lineage cell therapeutics,nutrien,nordic semiconductor,alk-abelló,,st. galler kantonalbank,banco comercial português (millennium bcp),buzzi unicem
j.jill,"nucor
",phoenix mills,groupe lagardère,,bank of hawaii,deepak nitrite,acea
nerdy,"parker-hannifin
",enovis,encavis,,spx corporation,idorsia,de' longhi
lesaka technologies,"lloyds banking group
",national vision holdings,ovh groupe,Great Lakes Dredge & Dock Corp.,ovh groupe,terex,iren
kalvista pharmaceuticals,sysco,carter's,kinaxis,,zee entertainment,billerudkorsnäs,hera group
orrstown financial services,kuaishou technology,impinj,nordex,Ranpak,cd projekt,mr. cooper group,ermenegildo zegna
bank7,constellation brands,proximus,santen pharmaceutical,,exxaro resources,alumina limited,terna
cognyte software,"anta sports
",meitetsu,federal signal,,comgás,viva energy,moncler
semler scientific,lululemon athletica,duolingo,plexus,,virgin money uk,bellway,mediobanca
mm forgings,"trane technologies
",kohl's,sunpower,,makemytrip,shoals technologies,edison
gritstone bio,7-eleven,groupe lagardère,graham holdings,Ituran,interparfums,st. galler kantonalbank,stevanato
upland software,iqvia,vistry group,daqo new energy,,kohl's,iluka resources,ferrari
vadilal industries,naspers,mister car wash,multichoice group,Consolidated Communications,frontline,tootsie roll industries,recordati
central valley community bancorp,las vegas sands,televisa,pacific premier bancorp,MasterCraft Boat,surgery partners,sigma lithium,campari
weyco group,microchip technology,coromandel,sumitomo chemical india,,mister car wash,sportradar,italgas
so-young international,"arthur j. gallagher & co.
",ardagh metal packaging,evo payments,Intrepid Potash,acea,sig (semen indonesia),snam
arqit quantum,msci,sprout social,cnx resources,,cie automotive,john bean technologies,banca mediolanum
emerald holding,"apollo global management
",eastern bankshares,crestwood equity partners,West Coast Paper Mills,games workshop group,3m india,diasorin
molecular partners,ross stores,avista,asm pacific technology,COMPASS Pathways,strauss group,cathay general bancorp,cementir
fabasoft,budweiser apac,pennymac,cd projekt,,ncino,oil india,geox
asiasoft,newmont,samsung heavy industries,cargotec,fuboTV,archaea energy,engagesmart,technoprobe
first western financial,"wuxi apptec
",cushman & wakefield,mr. cooper group,Donegal Group,proximus,plains gp,finecobank
alpine income property trust,compass group,mr. cooper group,tandem diabetes care,,jackson financial,vishay intertechnology,erg
humacyte,biogen,frontline,comstock resources,,j&j snack foods,bank of hawaii,aeroporto g. marconi bologna
urban one,kinder morgan,pjt partners,atlantica,,enel chile,beam therapeutics,juventus turin
landsea homes,banco bilbao vizcaya argentaria,capstone copper,kb home,Gateway Distriparks,cvr energy,coromandel,digital bros
landec,ãrsted,outfront media,cushman & wakefield,8x8,nomad foods,vz holding,s.s. lazio
puravankara,exelon corporation,plexus,strauss group,IFB Industries,greggs,acadia pharmaceuticals,inwit
nkarta,fidelity national information services,alvotech,sportradar,Orpea,enovis,frontline,agricultural bank of china
motorcar parts of america,centene,innovative industrial,axonics modulation tech,Dish TV,evotec,pegasystems,china mobile
growgeneration,paychex,cogent communications,axsome therapeutics,,iveric bio,atlantica,icbc
22nd century group,bce,equitrans midstream,ats automation,,plexus,kinaxis,petrochina
xoma,tokio marine,methanex,jackson financial,,groupe lagardère,eastern bankshares,sinopec
ocugen,nordea bank,lion corp,ginkgo bioworks,,max financial services,moelis & company,jingdong mall
addiko bank,"devon energy
",sigma lithium,papa john's pizza,,bic,evolent health,china construction bank
confidence petroleum,banco santander brasil,lxp industrial trust,pagseguro,Mail.ru Group,paramount resources,plexus,china state construction engineering
pds biotechnology,dexcom,3m india,suntec reit,AngioDynamics,plains gp,sensient technologies,ping an insurance
dhi group,alinma bank,enel chile,ca immo,,e.l.f. cosmetics,enviva,bank of china
terran orbital,chugai pharmaceutical,guardant health,softcat,,stoneco,lxp industrial trust,byd
prime focus,mitsubishi estate,indah kiat pulp & paper,pennymac,,mr. cooper group,carter's,china telecom
nacco industries,"rocket companies
",texas capital bancshares,terex,Garrett Motion,suntec reit,ovh groupe,china railway construction
kaltura,ems-chemie,pagseguro,radian group,Ramaco Resources,hagerty,texas capital bancshares,alibaba
the joint corp.,"cf industries
",kumho petrochemical,intercorp financial services,OneWater Marine,faurecia,amedisys,luxshare precision
azure power,"publicis groupe
",moelis & company,o-i glass,,evo payments,vienna airport,foxconn industrial internet
stellus capital,royalty pharma,hannon armstrong,gmr group,Clear Channel Outdoor,livanova,enel chile,peopleâs insurance company of china
babylon holdings,mitsui fudosan,plains gp,j&j snack foods,,dixon technologies,exxaro resources,the people's insurance company (picc)
mstc limited,abiomed,st. galler kantonalbank,greggs,Seneca Foods,grocery outlet,ca immo,china railway group
grindrod shipping,bollorã©,victoria's secret & co,squarespace,EZCorp,lxp industrial trust,ströer,s.f. express
moolec science,chongqing changan,billerudkorsnäs,tata chemicals,,boralex,strauss group,postal savings bank of china
seacor marine,"targa resources
",ovh groupe,commvault,Eagle Point Credit Company,duolingo,federal signal,evergrande
genie energy,cooper companies,ameresco,lxp industrial trust,,tui,santen pharmaceutical,crrc
people can fly,3i group,strauss group,cogent communications,,gn store nord,coforge,midea
chicago atlantic real estate finance,"swiss life
",vz holding,rush enterprises,,sabra health care reit,kumho petrochemical,yum china
orange county bancorp,"pkn orlen
",exxaro resources,moelis & company,,outfront media,axsome therapeutics,vanke
solo brands,ucb,tower bersama infrastructure,methanex,,thermax,phoenix mills,muyuan foods
nouveau monde graphite,"warner music group
",iluka resources,westports,Action Construction Equipment,linamar,lion corp,citic limited
india glycols,"live nation
",radian group,gelsenwasser,,ats automation,progyny,dongfeng motor
livevox,"broadridge financial solutions
",progyny,amp limited,,cnx resources,walker & dunlop,sinopharm
eastman kodak company,china merchants securities,chegg,impinj,Big Lots,vermilion energy,gohealth,tencent
skyx platforms,fresenius,multichoice group,iluka resources,Synlait Milk,amc entertainment,axonics modulation tech,china pacific insurance
dakota gold,"molina healthcare
",federal signal,growthpoint properties,,vienna airport,cd projekt,fosun
truecar,"brown & brown
",livanova,wizz air,,vienna insurance group,tata chemicals,haier smart home
somany ceramics,expeditors,boralex,guoco,HEG,crestwood equity partners,avista,cm bank
rubicon technologies,w. p. carey,yuhan,vienna airport,Centrus Energy,bancfirst,wienerberger,china life insurance
cipher mining,"saudi arabian fertilizer company
",walker & dunlop,stoneco,JTEKT India,moelis & company,stoneco,ke holdings
mvb financial,ms&ad insurance,atlantica,syngene international,,pennon group,amp limited,hai di lao hot pot
qudian,"otsuka holdings
",engagesmart,chindata,,südzucker,sabra health care reit,china southern airlines
ocwen,nu holdings,galapagos nv,galapagos nv,,maxlinear,pjt partners,gac (guangzhou automobile group)
zomedica pharmaceuticals,"norsk hydro
",amp limited,linamar,,natura&co,livanova,lufax
pangaea logistics solutions,"marathon oil
",hostess brands,outfront media,,irhythm,national vision holdings,bank of communications
spicejet,power corporation of canada,nextdc,duolingo,Hyster-Yale Materials Handling,abm industries,galapagos nv,meituan
timberland bancorp,"ajinomoto
",chindata,staar surgical,,pennymac,hillenbrand,weichai power
honda siel power products,"danske bank
",irhythm,nternational bancshares corp,SurModics,televisa,hutchmed,air china
fire rock,ubiquiti,scorpio tankers,efg international,,sumitomo chemicalindia,boralex,catl
rupa company,"take 2 interactive
",idorsia,nomad foods,,jk cement,yuhan,gree electric appliances
arbe robotics,vantage towers,ultragenyx,coforge,,terex,guoco,china eastern airlines
polymet,huatai securities,vienna airport,ströer,,quantumscape,outfront media,new hope liuhe
f45 training,blue owl capital,ingevity,axcelis technologies,Técnicas Reunidas,marks & spencer,epr properties,boe technology
outlook therapeutics,guotai junan securities,asana,atlas air worldwide holdings,Spandana Sphoorty Financial,workman,ncino,country garden
markforged,"kubota
",graham holdings,kyndryl,Senseonics Holdings,excelerate energy,nextdc,great wall motors
skillsoft,associated british foods,beam therapeutics,mainova,Phibro Animal Health,atul,kb home,china shenhua energy
unity bancorp,dollarama,ncino,ptc therapeutics,Greenlam Industries,graham holdings,main street capital,zte
generation bio,zte,ströer,ameresco,,nextdc,transportadora de gas del sur,tingyi (master kang)
zevia,spotify,squarespace,fluence energy,,progyny,suntec reit,shanghai pudong development bank
adaptimmune therapeutics,clorox,shangri-la,fulton financial,Sorrento Therapeutics,shapir civil and marine engineering,mainova,yankuang energy (yanzhou coal mining)
actinium pharmaceuticals,"shinhan financial group
",immunocore,rajesh exports,,abcellera,bic,yili group
arvind,idex,tata chemicals,makemytrip,Covenant Logistics,fluidra,braze,industrial bank
marinus pharmaceuticals,snam,linamar,treehouse foods,loanDepot,bellway,archaea energy,china minsheng bank
ur energy,"icahn enterprises
",abm industries,premium brands,,,multichoice group,aluminum corporation of china
soundhound ai,tsingtao,hisense visual technology,main street capital,,,irhythm,citic bank
ranger energy services,"ball corporation
",wienerberger,conmed,,esco technologies,ingevity,huaneng power
electrosteel castings,"tourmaline oil
",comstock resources,kansai paint,,integer holdings,nomad foods,anta sports
hirequest,pinterest,sabra health care reit,beam therapeutics,,chorus,freshpet,hikvision
airsculpt technologies,"henderson land development
",euronav,sulzer,,visera technologies,chindata,longi green energy technology
noodles & company,"renesas electronics
",halkbank,polymetal,,john wiley & sons,equitrans midstream,geely
daseke,wharf reic,stoneco,televisa,ECN Capital,mdc holdings,hisense visual technology,anhui conch cement
lumiradx,amcor,o-i glass,thermax,,österreichische post,premium brands,new oriental
park aerospace,"exor
",marel,sprout social,,delek group,amot investment,china everbright bank
western copper and gold,incyte,liberty energy,paramount resources,Value Line,freenet,ats automation,baidu
media and games invest,"cms energy
",pacific premier bancorp,bic,,multiplan empreendimentos imobiliários,syngene international,mengniu dairy
first business financial services,kb financial group,aci worldwide,delhivery,Silvercorp Metals,sprinklr,softcat,zijin mining
ethos watches,rollins,santen pharmaceutical,wsfs financial,Argan,lgi homes,viscofan,chongqing changan
ni holdings,solaredge,cnx resources,vistry group,,lightspeed pos,cnx resources,ping an bank
lianbio,"hong kong and china gas
",siegfried holding,dycom industries,,whirlpool india,evo payments,hua xia bank
nextnav,"darden restaurants
",archaea energy,wienerberger,,elekta ab,nordic semiconductor,zhongsheng group
transphorm,"nippon steel
",bic,kosmos energy,PennantPark Floating Rate,joby aviation,pierer mobility,hainan airlines
dbv technologies,porsche se,sumitomo chemical india,engagesmart,PORR,park national corp,prospect capital,longfor group
908 devices,"lpl financial
",amot investment,simmons first national,Artesian Resources,hays plc,ultragenyx,wuxi apptec
investors title company,advanced info service (ais),pennon group,array technologies,,rogers corporation,linamar,trip.com
innate pharma,lasertec,oil india,grupo aval,,pierer mobility,graham holdings,new china life insurance
clipper realty,kaå,kb home,ironsource,Tata Coffee,gentherm,wsfs financial,tsingtao
pcsb financial,"kyocera
",tripadvisor,american eagle outfitters,Hudson Technologies,microstrategy,comstock resources,xiaomi
cerberus cyber sentinel,tata steel,cd projekt,ncino,,first financial bank,shangri-la,netease
sra holdings,eisai,wsfs financial,prospect capital,,highpeak energy,certara,jinko solar
innovid,"toyota industries
",gmr group,pegasystems,,solaria energía,grupo aval,cosco shipping
jaypee group,chewy,syngene international,blueprint medicines,,dream industrial reit,westports,kweichow moutai
accelya,kanzhun,ats automation,sigma lithium,Rayonier Advanced Materials,pan ocean,abcellera,offcn education
hovnanian enterprises,brookfield renewable partners,growthpoint properties,innovative industrial,Greenpanel Industries,navient,kansai paint,aier eye hospital
astra microwave,george weston,epr properties,acadia pharmaceuticals,,green thumb industries,gmr group,zoomlion
northrim bancorp,"hindustan zinc
",kansai paint,siegfried holding,,arconic,rubis,wuliangye yibin
bcb bancorp,icon plc,premium brands,torrent power,,brady,bausch health,sino biopharmaceutical
bakhu holdings,aes,mainova,atul,,korea gas,abm industries,sunny optical
eargo,geberit,pierer mobility,bancfirst,,acer,samsung heavy industries,kuaishou technology
karat packaging,"cp all
",jackson financial,forward air,,cyfrowy polsat,pennon group,jiangsu hengrui medicine
organigram holdings,"clp group
",evo payments,grocery outlet,Nektar Therapeutics,buckle,conmed,didi
franklin street properties,posco,acadia pharmaceuticals,timken india,,sonos,hannon armstrong,huazhu hotels
tidewater renewables,"mengniu dairy
",nomad foods,capstone copper,,axos financial,hensoldt,bank of ningbo
hallador energy company,formosa plastics,main street capital,nextdc,Vishay Precision Group,bavarian nordic,encavis,zto express
ashoka buildcon,vmware,intercorp financial services,marel,,jetblue airways,highpeak energy,citic securities
aeroporto g. marconi bologna,magna international,viscofan,evergrande,Acco Brands,four corners property trust,bank jago,sany heavy industry
cvrx,mckesson,j&j snack foods,equity commonwealth,CIRCOR International,osisko gold royalties,jet2,yonyou
meiragtx,"powergrid corporation of india
",abcellera,sumitomo dainippon pharma,,jbg smith,harmony biosciences,faw car
gilat telecom,"sun communities
",viva energy,epr properties,,weis markets,o-i glass,china tower
qiwi,wabtec,softcat,site centers,,outokumpu,installed building products,nongfu spring
silicom,garmin,installed building products,pacwest bancorp,G8 Education,agiliti,vidrala,china lesso group
rani therapeutics,tata motors,dycom industries,ingevity,Kirloskar Ferrous Industries,ssp group,growthpoint properties,wanhua chemical
voltamp transformers,valero energy,jinko solar,prothena,,elkem,polymetal,smic
green plains partners,"conagra brands
",bancfirst,hannon armstrong,,rapid7,scorpio tankers,cnooc
luna innovations,west pharmaceutical,guoco,zee entertainment,,wd-40 company,brink's,china zheshang bank
trean insurance group,pernod ricard,suntec reit,ct reit,,topaz energy,marel,hisense visual technology
mbm resources,"united heavy machinery
",kinaxis,liberty energy,,netcompany group,mister car wash,trina solar
whitehorse finance,deutsche post,braze,corporación financiera alba,,fisker,pagseguro,yanghe
aadi bioscience,markel,rajesh exports,viva energy,Bandwidth,enpro industries,hostess brands,shenzhen inovance
cue health,monster beverage,freshpet,tripadvisor,,townebank,intellia therapeutics,bank of beijing
11 bit studios,life insurance corporation of india (lic),prothena,altarea,Enento Group,1&1,sma solar technology,tal education group
kyokuyo,mercadolibre,polymetal,walker & dunlop,,boral,pacwest bancorp,shandong gold mining
vuzix,"thomson reuters
",coforge,dixon technologies,Cardiovascular Systems,jumbo s.a.,dycom industries,nio
aurora cannabis,"bharti airtel
",gland pharma,vidrala,,artisan partners,maxlinear,li auto
neogames,"industrial bank
",privia health group,skf india,,iifl finance,simmons first national,huatai securities
quantum-si,heineken,westports,patterson companies,,compañía cervecerías unidas,park hotels & resorts,bank of jiangsu
acnb corporation,eni,prospect capital,mercury systems,,golub capital,pacific premier bancorp,saic motor
atai life sciences,enterprise products,adapthealth,allreal holding,Sangamo Therapeutics,champion reit,curaleaf,china oilfield services
sterling bancorp,relx,conmed,rubis,Brookdale Senior Living,gms,harmonic drive systems,chongqing rural commercial bank
ocular therapeutix,foshan haitian flavouring and food,axsome therapeutics,oil india,FRP Holdings,swissquote,atlas air worldwide holdings,china tourism group duty free
egain,metlife,makemytrip,evolent health,Butterfly Network,alignment healthcare,petco,xpeng
blade air mobility,tokyo electron,rubis,bank jago,First Financial,leslie's,sumitomo chemical india,bank of nanjing
columbia care,the saudi national bank,kulicke and soffa industries,nerolac paints,,inficon,alm. brand,bank of shanghai
regional management,"verbund ag
",grupo aval,first capital reit,Desktop Metal,progress software,asana,guotai junan securities
summit financial group,pioneer natural resources,stepstone group,korn ferry,,corcept therapeutics,shapir civil and marine engineering,china securities
overseas shipholding group,santander,pegasystems,amot investment,,goodrx,squarespace,bilibili
miller industries,marathon petroleum,brink's,atlantic union bankshares,,distell group,ct reit,china merchants securities
asa gold and precious metals,hong kong exchanges & clearing,harmonic drive systems,werner enterprises,Phillips Carbon Black,rumble,focus financial partners,cosco shipping development
satellogic,sumitomo mitsui financial group,simmons first national,hisense visual technology,,softwareone,intercorp financial services,hansoh pharma
seer,norfolk southern,maxlinear,aksa energy,,uniqa insurance group,alvotech,wuxi biologics
first bancorp,netease,papa john's pizza,mitra keluarga,,aerovironment,first capital reit,kingsoft cloud
marvelous,westpac banking,thermax,cogeco,,doosan fuel cell,mitra keluarga,pinduoduo
remedy entertainment,midea,computacenter,bausch health,,nuvasive,thermax,gaotu techedu
saratoga investment,moody's,grocery outlet,cno financial group,Norma Group,mallplaza,vodafone idea,spring airlines
northeast bank,fast retailing,sma solar technology,abcellera,Kaman,holly energy partners,siegfried holding,baozun
sudarshan chemical,housing development finance corporation,american eagle outfitters,makkah construction & development,,dermapharm,vicor,beigene
marathon gold,uber,atlas air worldwide holdings,viasat,,callon petroleum,group 1 automotive,shanghai airport
forum energy technologies,china telecom,ct reit,relaxo footwear,RAPT Therapeutics,cracker barrel,e.l.f. cosmetics,vipshop
soft-world international,activision blizzard,timken india,harmonic drive systems,,iveco group,flywire,china yangtze power
gabriel india,anglo american,pacwest bancorp,group 1 automotive,Iguatemi,omnicell,privia health group,joyy
pulmonx,kkr & co.,flywire,lic housing finance,,credo technology,acerinox,zhejiang century huatong
afc gamma,southern copper,delhivery,boise cascade,Transcat,kadant,efg international,kingsoft
velocity financial,safran,corporación financiera alba,shoals technologies,,hanesbrands,sulzer,full truck alliance
home bancorp,intercontinental exchange,doosan bobcat,brink's,,fannie mae,stepstone group,foshan haitian flavouring and food
casa systems,charter communications,first capital reit,jk cement,Suprajit Engineering,berner kantonalbank,werner enterprises,weibo
siyaram silk mills,humana,canadian solar,cal-maine foods,,tricon residential,timken india,youdao
telos,pnc financial services,altarea,joyy,,londonmetric property,inmode,tencent music
cosmo films,occidental petroleum,olink holding,nordstrom,,wesbanco,giant network group,iqiyi
g1 therapeutics,scotiabank,curaleaf,park hotels & resorts,,wafd bank,corporación financiera alba,leapmotor
shriram pistons & rings,siemens healthineers,blueprint medicines,amedisys,,spirit airlines,sunpower,east money information
focus entertainment,truist financial,shapir civil and marine engineering,simcorp,B Communications,banner bank,pegasus airlines,autohome
foghorn therapeutics,bayer,acerinox,kulicke and soffa industries,,maple leaf foods,corvel corporation,genscript biotech
petiq,emirates telecom (etisalat group),allreal holding,computacenter,Cathay Real Estate Development,silicon motion,jinko solar,kanzhun
sierra bancorp,kla,rush enterprises,maxlinear,Johnson Outdoors,netwealth,papa john's pizza,sohu.com
annexon,blackstone group,kyndryl,alvotech,,trupanion,varonis,netdragon websoft
wheels up,mindray,vidrala,helen of troy,Clover Health Investments,lundin gold,computacenter,hollysys automation technologie
mcewen mining,"atlas copco
",vodafone idea,idorsia,,cedar fair,amc entertainment,zhongan insurance 
red violet,investor ab,efg international,synlab,Cloetta,micro focus,adapthealth,china automotive systems
the original bark company,micron technology,nternational bancshares corp,coca-cola i̇çecek,,ttec,korn ferry,tianjin faw
marksans pharma,abb,nordstrom,shapir civil and marine engineering,,st. joe company,kulicke and soffa industries,dingdong maicai
pizza pizza,eaton,skf india,guardant health,,harmony gold,insmed,37 interactive entertainment
greenlight reinsurance,lam research,sulzer,keywords studios,JSW Holdings,blue dart express,allreal holding,lexinfintech holdings
orient cement,colgate-palmolive,arcosa,dorman products,Tremor International,kajaria ceramics,altarea,yiren digital
diana shipping,airbnb,macerich,installed building products,Insteel Industries,enlight renewable energy,grocery outlet,yatsen holding
rain therapeutics,cme group,torrent power,jet2,,tronox,immunocore,oneconnect
black rifle coffee (brc),sherwin-williams,hanesbrands,port of tauranga,,shimao property,prothena,miniso group
utah medical products,"nongfu spring
",focus financial partners,iveric bio,,tiger brands,rush enterprises,dada nexus
amplify energy,vinci,dorman products,highpeak energy,YIT,nv5 global,doosan bobcat,waterdrop inc.
arlo technologies,daiichi sankyå,bank jago,adapthealth,,revolution medicines,dorman products,hualan biological engineering
civista bancshares,crown castle,park hotels & resorts,stepstone group,NEUCA,signa sports united,ironsource,greentree hospitality
corby spirit and wine,enel,gohealth,alm. brand,,fine organics,gland pharma,jd health
northwest pipe company,freeport-mcmoran,fulton financial,acerinox,Viad,sunstone hotel investors,mercury systems,zhihu
happinet,waste management,atul,energizer holdings,Intercept Pharmaceuticals,kws,lithium americas,tuya
southern first bancshares,"state bank of india
",ironsource,easterly government properties,,zim integrated shipping services,patterson companies,daqo new energy
american realty investors,kddi,harmony biosciences,bankunited,,efes beverage group,simcorp,hailiang education
rigel pharmaceuticals,csx corporation,site centers,aarti industries,,compugroup medical,appian,douyu
autolus therapeutics,aon,vector limited,focus financial partners,,gestamp automoción,macerich,360 digitech
kaveri seed,ubs,group 1 automotive,petco,,iren,metcash,so-young international
oneconnect,air products and chemicals,cvent,macerich,,pacific biosciences,nordstrom,huya
pharvaris,america movil,lci industries,affirm,Calavo Growers,digitalbridge group,canadian solar,momo
belpointe oz,walmex,lithium americas,ermenegildo zegna,,stella-jones,american eagle outfitters,zai lab
arctic paper,bmw,jet2,ipca laboratories,JBM Auto,ihs towers,blueprint medicines,xd inc.
vasta platform,boston scientific,equity commonwealth,alsok,,oc oerlikon,hanesbrands,gds holdings
sify,fiserv,port of tauranga,victoria's secret & co,VRL Logistics,landis+gyr,evergrande,kunlun tech
gran tierra energy,equinix,easterly government properties,international distributions services (royal mail),YG Entertainment,cavco industries,kyndryl,yoozoo interactive
workhorse group,dbs group,korn ferry,punjab & sind bank,Stoneridge,crombie real estate investment trust,equity commonwealth,beijing airport
prelude therapeutics,"bank central asia
",e.l.f. cosmetics,bgf retail,,kingnet network,direct line group,viomi technology
shore bancshares,"postal savings bank of china
",simcorp,progyny,,relay therapeutics,jetblue airways,archosaur games
torrid,general dynamics,evergrande,fonterra,,american assets trust,skf india,hangzhou shunwang technology
postal realty trust,canadian natural resources,crestwood equity partners,immunocore,,canfor,nerolac paints,giant network group
weave communications,alpha dhabi,boise cascade,spin master,BrightView,glaukos,j&j snack foods,burning rock biotech
heron therapeutics,3m,makkah construction & development,innospec,,baywa,vector limited,ourpalm
arizona metals,ebay,allied properties reit,doosan bobcat,,ninety one group,easterly government properties,kingnet network
renesola,china tourism group duty free,treehouse foods,crisil,Haynes International,pactiv evergreen,microstrategy,missfresh
monte rosa therapeutics,national australia bank,patterson companies,pegasus airlines,Indus Holding,bowlero,coca-cola ?çecek,chindata
aviat networks,"ulta beauty
",certara,hub group,,verra mobility,northern oil and gas,agora.io
red river bancshares,partners group,viasat,flywire,,silk road medical,allied properties reit,rlx technology
ooma,zurich insurance group,joyy,kumho petrochemical,,türkiye kalkınma,crestwood equity partners,hangzhou electronic soul network technology
hathway,saudi electricity,amedisys,fortis healthcare,,renasant corp,hub group,friendtimes
nilkamal,"bank of montreal
",punjab & sind bank,myovant sciences,,win semiconductors,innospec,up fintech (tiger brokers)
digital bros,cnooc,petco,new india assurance,,bharat dynamics,port of tauranga,zhejiang jinke tom culture industry
voyager therapeutics,"china yangtze power
",jk cement,the navigator company,,chesapeake utilities,tandem diabetes care,cmge technology group
ess tech,"bridgestone
",sumitomo dainippon pharma,vector limited,Interface,aareal bank,encore wire,idreamsky
burning rock biotech,northrop grumman,mercury systems,arcosa,,veracyte,delhivery,cbak energy
lsi industries,softbank,ermenegildo zegna,hensoldt,,gerresheimer,h&r reit,amec
sportsman's warehouse,riyad bank,atlantic union bankshares,grindwell norton,BBVA Argentina,barnes group,alsok,baioo family interactive
inspired entertainment,telkom indonesia,big yellow group,genworth financial,Anterix,office depot,site centers,shenzhen bingchuan network
the pennant group,china securities,encore wire,hanesbrands,,biocryst pharmaceuticals,hayward,g-bits network technology 
phathom pharmaceuticals,"horizon therapeutics
",bank of maharashtra,ultrapar participacoes,,shake shack,nternational bancshares corp,kaiser (china) culture
gladstone capital,sandvik,vitesco technologies group,irhythm,Gujarat Mineral Development,star bulk carriers,banco macro,qudian
surmodics,arcelormittal,freenet,bachoco,VSE Corporation,itaú corpbanca,makkah construction & development,xunlei
gold royalty corp,"ultratech cement
",worthington industries,mge energy,,tilray,boise cascade,onion global
nve corporation,"coca-cola european partners
",ultrapar participacoes,rand merchant investment,,ramco cements,dunelm group,cheetah mobile
aeva technologies,maybank,nerolac paints,vitesco technologies group,,evertec,ermenegildo zegna,kandi technologies group
seaspine,lindt,northern oil and gas,mirati therapeutics,,akero therapeutics,torrent power,niu
citizens & northern corp,veeva systems,crisil,lci industries,,electra,bancfirst,gigacloud technology
carparts.com,intact financial,fonterra,lithium americas,,alvotech,iveric bio,yunji
rxsight,zimmer biomet,bgf retail,gohealth,,pebblebrook hotel trust,sumitomo dainippon pharma,ata creativity global
macatawa bank,m&t bank,werner enterprises,bayer crop science,,ashmore group,alpha metallurgical resources,tianyu digital technology (dalian)
unisys,"alexandria real estate equities
",h&r reit,tohoku electric power,Gateway Real Estate,compagnie plastic omnium,atlantic union bankshares,qingci games
374water,coloplast,bankunited,alliance resource partners,,corbion,compañía cervecerías unidas,homeland interactive technology
the restaurant group plc,"saic motor
",hub group,spectrum brands,RE/MAX Holdings,edgewell personal care,viasat,guangzhou wahlap technology
gatos silver,"cellnex telecom
",innospec,trigano,QNB Finansleasing,alfen,fonterra,shenzhen zqgame
pmv pharmaceuticals,smic,inmode,arch resources,Transport Corporation of India,griffon corporation,jk cement,zengame technology
hong kong ferry,"edison international
",highpeak energy,xerox,,nuvista energy,arch resources,7road
rayonier advanced materials,gartner,excelerate energy,pick n pay stores,Sundial Growers,nu skin,ultrapar participacoes,feiyu technology international company
clarus,titan company,relaxo footwear,pierer mobility,,first advantage,safestore,renren
