00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
cbiz,vincerx pharma,amtd idea group,health catalyst,Minda Industries,solid power,poseida therapeutics,home depot
cyfrowy polsat,india globalization capital,yit,flushing financial corp,,beazer homes usa,peapack-gladstone financial,target
united natural foods,verb technology,oscar health,com2us,Shift4 Payments,intrepid potash,triumph group,starbucks
gestamp automoción,"american virtual cloud
",acm research,faro technologies,Kojamo,bel fuse,trueblue,berkshire hathaway 
first merchants corporation,"rubius therapeutics
",franklin covey,yit,Herc Holdings,borussia dortmund,amneal pharmaceuticals,unitedhealth
devyani international,"rockwell medical
",interface,aurelius group,Turkcell,veru,metropolitan bank holding,fedex
the navigator company,conformis,mastek,boohoo group,,world acceptance corporation,tango therapeutics,cognizant technology solutions 
matson,"stealth biotherapeutics
",allied motion technologies,ares commercial real estate,Scor,qingci games,sandridge energy,tjx companies
farfetch,"polar power
",orrön energy,chatham lodging trust,Mueller Industries,anant raj,kaman,pepsico
wd-40 company,mynet,vimeo,navitas semiconductor,YETI Holdings,moil,chatham lodging trust,costco
artisan partners,phoenix motor,up fintech (tiger brokers),absolute software,,niu,mersana therapeutics,lowe's companies
sd biosensor,mobcast,orpea,kimball electronics,,reservoir media,nano dimension,concentrix
pb fintech,nj holdings,reliance power,couchbase,,mahindra logistics,ares commercial real estate,jpmorgan chase
gentherm,"fc porto
",cutera,silverbow resources,,national fertilizers,reliance power,ibm
stepan company,eterna therapeutics,aurelius group,orrön energy,,xperi,rovio entertainment,jabil
united industrial corporation,hempacco,sandridge energy,kirloskar ferrous industries,Simply Good Foods,canoo,ehang holdings,aramark
esco technologies,axel mark,hingham institution for savings,transcat,Enstar Group,lexicon pharmaceuticals,sterling & wilson solar,wells fargo
corbion,"bellerophon therapeutics
",eurowag,técnicas reunidas,Magazine Luíza,the tinplate company of india ,lexinfintech holdings,citigroup
blackberry,biofrontera,delegat,amarin corporation,,rani therapeutics,community health systems,microsoft
österreichische post,onion global,archer aviation,hbt financial,,hyzon motors,cara therapeutics,cvs health
kemira,sigmatron international,zymeworks,cloetta,,douyu,somalogic,bank of america 
verint systems,"future retail
",novonix,central pacific financial,,smith & wesson,hawaiian airlines,hca healthcare
qinetiq,avaya holdings,colopl,vrl logistics,Mayora,guaranty bancshares,franklin covey,at&t
mandarin oriental,fingertango,ares commercial real estate,syrma sgs technology,Nippon Shinyaku,apollo endosurgery,zymeworks,walgreens boots alliance
acer,davidstea,stoneridge,rayonier advanced materials,Assured Guaranty,vesuvius india,nordic american tankers,comcast
dana,seachange,técnicas reunidas,jsw holdings,,alta equipment group,tpg real estate finance trust,alphabet (google)
innergex renewable energy,regulus therapeutics,electrica,polyplex,,magnachip,yit,ford
1&1,nanthealth,zensar,poseida therapeutics,HUGO BOSS,cerberus cyber sentinel,opera,darden restaurants
national health investors,core scientific,morphosys,cara therapeutics,,vanda pharmaceuticals,iguatemi,raytheon technologies
apollo tyres,rail vision,erasca,protagonist therapeutics,Persistent Systems,kewal kiran clothing,ardelyx,general electric
cracker barrel,"microbot medical
",neuca,audiocodes,LG Display,computer programs and systems,secureworks,apple
harmony gold,"endo international
",scholar rock holding,gujarat mineral development,,hawesko,evolus,dollar general
casio,"vislink technologies
",shenzhen bingchuan network,blink charging,,chennai petroleum,allied motion technologies,lear corporation
bata india,fun yours technology,sterling & wilson solar,sharecare,,avon protection,phibro animal health,general motors
baytex energy,"zee learn
",chatham lodging trust,transport corporation of india,,priority technology holdings,invitae,walt disney
compagnie plastic omnium,swvl holdings,community health systems,engineers india,BlackLine,hersha hospitality trust,transcat,oracle
extreme networks,lannett company,transcat,rgp,Nexans,bank mayapada internasional,mastek,hilton worldwide
urban outfitters,triterras,camden national bank,ebix,,civeo,up fintech (tiger brokers),boeing
piper sandler,"agex therapeutics
",gujarat mineral development,insteel industries,,orthofix medical,chuy's,johnson & johnson
aarti industries,"dolphin entertainment
",luther burbank,cion investment,,strides pharma,cloetta,tyson foods
lightspeed pos,"trinity place holdings
",aerovate therapeutics,riley permian,,el pollo loco,cathay real estate development,dell
john wiley & sons,"boxlight
",opera,rackspace technology,Euronav,ring energy,camden national bank,dxc technology
relay therapeutics,altplus,standard lithium,acm research,,power mech projects,interface,thermo fisher scientific
millicom,society pass,insteel industries,genesco,Lechwerke,1-800-petmeds,qnb finansleasing,american airlines
innovative industrial,cyngn,lexinfintech holdings,karnataka bank,Altair Engineering,liquidia technologies,stoneridge,abm industries
sats,sphere 3d,couchbase,artesian resources,TFS Financial,c4 therapeutics,clover health investments,barrett business services
covivio hotels,tenda,siga technologies,tpg real estate finance trust,GATX,agc networks,electrica,intel
axos financial,erayak power solution,cathay real estate development,up fintech (tiger brokers),Flowserve,global cord blood,infibeam avenues,gxo logistics
viavi solutions,rockley photonics,tpg real estate finance trust,harsco,BİM Birleşik Mağazalar,ess tech,zensar,marriott international
lgi homes,shapeways,i-mab biopharma,ruth's hospitality group,,tarsus pharmaceuticals,gujarat mineral development,verizon
omnicell,electrocore,iguatemi,phillips carbon black,,eagle pharmaceuticals,kirloskar ferrous industries,lockheed martin
rogers corporation,sporting clube de braga,clearwater paper,luther burbank,Asbury Automotive Group,grindrod shipping,engineers india,abbott laboratories
independent bank group,quince therapeutics,designer brands,ardmore shipping,CSN Mineração,atlanticus,polyplex,caterpillar
netlink trust,"harpoon therapeutics
",silverbow resources,archer aviation,Dairy Farm,tusimple,standard lithium,procter & gamble
outokumpu,"zynerba pharmaceuticals
",hikal,innoviz,Virtu Financial,gamco investors,chico's,cbre group
pagerduty,vaccinex,vaibhav global,phibro animal health,JCDecaux,huuuge,1-800-flowers,general dynamics
osisko gold royalties,"toughbuilt industries
",silvercorp metals,acco brands,Premier,zymeworks,shenzhen bingchuan network,albertsons
opc energy,psychemedics,invitae,heidrick & struggles,,brt apartments,vrl logistics,ross stores
hang lung group,aprea therapeutics,trivago,novonix,,hathway,técnicas reunidas,
bavarian nordic,avalon globocare,cambium networks,tunas ridean,,evolus,enento group,mcdonald
win semiconductors,bionomics,cloetta,suprajit engineering,,nuvation bio,audiocodes,tesla
golar lng,aptinyx,hartalega,morphosys,Storebrand,transcontinental realty investors,hartalega,honeywell
new india assurance,"cyclerion therapeutics
",poseida therapeutics,vectivbio,,hindustan construction company,rackspace technology,kohl's
keywords studios,"athenex
",mersana therapeutics,calavo growers,,tutor perini,novonix,elevance health
duck creek technologies,pioneer power solutions,genesco,arrow financial,,seer,designer brands,jones lang lasalle
sage therapeutics,laser photonics,vrl logistics,diamond hill investment group,Simpson Manufacturing Company,phnom penh autonomous port,sight sciences,gap inc.
wh smith,"beasley broadcast group
",secureworks,enento group,Rambus,build-a-bear,absolute software,humana
kontoor brands,kala pharmaceuticals,clover health investments,mersana therapeutics,,marine products corporation,trivago,3m
brady,nexstim,ruth's hospitality group,zerofox,Colliers International,mirza international,sundial growers,charter communications
transalta,lumos pharma,kimball electronics,clear channel outdoor,Oberoi Realty,destination xl,couchbase,schlumberger
alarm.com,sierra metals,enento group,bandwidth,,zur rose group,nurix therapeutics,united airlines holdings
voltalia,forever entertainment,kirloskar ferrous industries,funko,,5e advanced materials,scholar rock holding,kyndryl
vivint smart home,sio gene therapies,lindblad expeditions,netgear,,ramaco resources,transport corporation of india,amphenol
st. joe company,"document security systems
",protagonist therapeutics,maxcyte,,international general insurance,vaibhav global,universal health services
keppel reit,quotient,bandwidth,first financial,COSMOS Pharmaceutical,lion electric,silverbow resources,macy's
multiplan empreendimentos imobiliários,zk international group,sight sciences,opera,,hometrust bancshares,kimball electronics,northrop grumman
tronox,vip gloves,flushing financial corp,fdc india,,india tourism development corp,playway,meta platforms (facebook)
zain saudi arabia,freeze tag,tpi composites,oscar health,Cabot Corporation,ao world,ebix,marsh & mclennan companies
pacific biosciences,"baudax bio
",sangamo therapeutics,capital city bank group,Scout24,nexpoint real estate finance,flushing financial corp,emerson
mge energy,ientertainment network,cresco labs,amprius technologies,Spectris,inox wind,desktop metal,royal caribbean
tohoku electric power,kuuhubb,rackspace technology,mercantile bank,Visteon,farmers & merchants bancorp,si-bone,cisco
beach energy,playground ventures,phibro animal health,sangamo therapeutics,,tredegar,zynex,delta air lines
ihs towers,punkpirates,rgp,vishay precision group,Merit Medical,sun corp,bright health,o'reilly automotive
bayer crop science,"calithera biosciences
",mullen automotive,smartrent,Electrolux,greentree hospitality,hingham institution for savings,bloomin' brands
leslie's,"super league gaming
",anora group,chuy's,Tokyo Century,bahnhof ab,silvercorp metals,morgan stanley
energizer holdings,tapinator,vertical aerospace,metrocity bankshares,Allison Transmission,skywater technology,pds multinational,nike
helen of troy,t-bull,rex american resources,dxp enterprises,,jumia,cion investment,mondelez
vermilion energy,winc,virgin orbit,secureworks,Braskem,gamania digital,syrma sgs technology,iqvia
itron,edible garden,system1,ardelyx,,jci hitachi india,reliance infrastructure,pfizer
also holding,"viveve medical
",babcock & wilcox,babcock & wilcox,Bucher Industries,pennantpark investment,energy vault,coca-cola
resideo technologies,nuwellis,americanas,brookdale senior living,Wendel,marimekko,cymabay therapeutics,salesforce
red rock resorts,connexa sports technologies,cion investment,sorrento therapeutics,Cleanaway Waste Management,on24,materialise nv,danaher
cembra money bank,afristrat investment,polyplex,ace hardware indonesia,Kinnevik,penseco financial services,aerovate therapeutics,becton dickinson
otter tail,"biolase
",schneider electric infrastructure,surmodics,,capstar financial,hikal,tenet healthcare
balfour beatty,grom social enterprises,ardelyx,89bio,,american national bank & trust company,neuca,deere & company
pan ocean,blue hat,netgear,anora group,,mcphy energy,harsco,labcorp
uniqa insurance group,zovio,audiocodes,system1,,orasure technologies,heidrick & struggles,t-mobile us
fletcher building,kaspien,zerofox,varroc,,american realty investors,ruth's hospitality group,texas roadhouse
commvault,sonoma pharmaceuticals,pds multinational,procaps group,Workiva,luxfer,digital world acquisition,cracker barrel
ssp group,greene concepts,gorilla technology,accolade,Cirrus Logic,rubicon technologies,bluegreen vacations,centene
corcept therapeutics,allied healthcare products,ebix,nuscale power,Topgolf Callaway Brands,kodiak sciences,cresco labs,cigna
relaxo footwear,pintec technology,harsco,tiptree,Denali Therapeutics,trinity capital,89bio,brink's
dixon technologies,"htg molecular diagnostics
",infibeam avenues,frp holdings,Empresas CMPC,carriage services,clearwater paper,goodyear
mdc holdings,contrafect,boss energy,simona,,gaslog partners,vishay precision group,nordstrom
perficient,"phasebio pharmaceuticals
",syrma sgs technology,brasil agro,Hikma Pharmaceuticals,374water,viad,omnicom
chegg,eastside distilling,chuy's,silence therapeutics,,aaron's,playstudios,stanley black & decker
synlab,"sintx technologies
",cardiovascular systems,standard lithium,Toyo Suisan,shore bancshares,erasca,tenneco
steve madden,ampio pharmaceuticals,transport corporation of india,siga technologies,Cable One,everquote,cambium networks,sysco
swissquote,manydev studio,arrow financial,cano health,SPIE,newpark resources,luther burbank,otis worldwide
