04-iGMM-code,02-GioPonSpiz-codice,09-wissel-company_code,05-MalPatSaj-symbol
SPR,sparc.ns,rto,yit.he
MC,sgh,nex.l,ntgr
GO,scsc,wtw,bbar
RARE,cdre,itrk.l,repx
MAREL.AS,pebo,rr.l,chrs
,cvg.to,rkt.l,nrix
,gic,svs.l,cla-b.st
WD,jup.l,mro.l,lbc
3333.HK,cyb.to,ferg,noej.f
,dole,wtb.l,nesr
SMG,grnd,wg.l,jswhl.ns
,kura,relx,5168.kl
,oflx,itba.f,ar4.de
RDN,rgr,fras.l,hikal.ns
FWRD,titn,smds.l,mvst
AZEK,vrnof,ngg,domo
PTCT,drq,deo,amrs
,crnx,bab.l,suprajit.ns
,kalpatpowr.ns,mndi.l,obe
LIVN,cbd,nxt.l,rdfn
KFY,mslh.l,grg.l,acmr
,boc,bby.l,mxct
,hwkn,ls4c.f,siga
ELF,ibulhsgfin.ns,sspg.l,exai
7564.T,merc,0lc.f,flws
PAGS,slp,av.l,300533.sz
CVLT,ceatltd.ns,hln,fdc.ns
,zeal,ccep,ecea.f
,sftc.to,pso,hbt
TGS,chrs,tscdf,sgmo
ARCLK.IS,rpay,hsbc,grrr
LNR.TO,cts.to,ids.l,arow
MRCY,avpt,sbry.l,gotu
,yext,ul,ryam
BWY.L,pon1v.he,abf.l,audc
,mirm,wpp,olectra.ns
SKFINDIA.NS,rocc,aal.l,philipcarb.ns
ALTA.PA,btai,vod,heidelberg.ns
,p15.si,bt-a.l,vera
,vtol,bsp.f,janx
MKS.L,clbt,gsk,mtls
GAW.L,tokman.he,azn,0302.hk
STRS.TA,abtx,shel,sndl
AARTIIND.NS,vrex,stan.l,gco
,wash,kfi1.f,chuy
KANSAINER.NS,slrc,bcs,mor
,vtex,jd.l,turi.jk
,603258.ss,cnhi,sst
FRPT,nx,bp,vih1.f
MCW,bcyc,lin,dhil
CNX,opi,mks.l,sens
RUSHA,tbla,nwg,csbbank.ns
SPEN.TA,symphony.ns,lyg,mcbs
LXP,pnt,bti,ldi
AHCO,avxl,aon,thff
BB.PA,efc,rio,enginersin.ns
GHC,revg,rto,vinp
,lpi,nex.l,mara
ENOV,smp,wtw,vpg
PFSI,ifp.to,itrk.l,eqbk
ATA.TO,jrvr,rr.l,zfox
JUN3.F,lyel,rkt.l,igti3.sa
,inn,svs.l,zyxi
,htbk,mro.l,pstx
,aehr,ferg,trmr
,alt,wtb.l,trns
CIE.MC,princepipe.ns,wg.l,kirlfer.ns
STAA,next,relx,trssf
,jbma.ns,itba.f,frph
SZU.F,cmpr,fras.l,ccbg
INMD,prajind.ns,smds.l,smr
,iesc,ngg,thch
PI,pbi,deo,sim0.f
,capl,bab.l,enento.he
,imos,mndi.l,cir
,cel.ta,nxt.l,spandana.ns
ABM,biox,grg.l,sln
GNN.F,shcr,bby.l,btai
,azul,ls4c.f,ruth
,bororenew.ns,sspg.l,anora.he
TEX,bbtc.ns,0lc.f,tipt
GOCO,bfc,av.l,cco
GT,aspn,hln,aort
VIS.MC,tima.f,ccep,pahc
PBH,orgn,pso,6p5.f
GTII.CN,kind,tscdf,southbank.ns
ATUL.NS,ingerrand.ns,hsbc,rex
JJSF,sf.st,ids.l,cinc
SGRY,kahot.ol,sbry.l,cpf
,drw8.f,ul,alt
161390.KS,nmm,abf.l,ghrs
,beml.ns,wpp,varroc.ns
KSS,negg,aal.l,clov
COOP,olvas.he,vod,calt
IBOC,acel,bt-a.l,acco
,wetf,bsp.f,srne
,ksb.ns,gsk,mmat
TR,wkme,azn,relinfra.ns
4506.T,amber.ns,shel,nvta
,hafc,stan.l,tre.mc
FIE.F,bdgi.to,kfi1.f,midhani.ns
ENS,adl.de,bcs,eght
,ambc,jd.l,bkd
,300052.sz,cnhi,mbwm
GTES,cgbd,bp,srlp
4912.T,vcsa,lin,onl
TUI1.F,mgic,mks.l,srdx
DIXON.NS,qrtea,nwg,cchwf
,drd,lyg,wve
EPR,blx,bti,mofg
,anip,aon,abst
NOMD,uvsp,rio,hsc
,mpln,rto,scwx
AVNT,nrds,nex.l,iiin
,alp-pq,wtw,pflt
WHD,vtru,itrk.l,tatacoffee.ns
,cdna,rr.l,aartidrugs.ns
,tbph,rkt.l,aveo
AVA,nfbk,svs.l,brmk
,tm17.l,mro.l,amrn
EO.PA,enfn,ferg,bmrc
PJT,sxc,wtb.l,artna
,nas.ol,wg.l,eh
,ufcs,relx,qtrx
ELIS.PA,coco,itba.f,nktr
IPAR,adv,fras.l,lasr
,amcx,smds.l,atai
SXT,7200.sr,ngg,greenpanel.ns
AMC,aeri,deo,ecn.to
,hzo,bab.l,cvlg
GICRE.NS,bigc,mndi.l,achr
,adma,nxt.l,oscr
,snbr,grg.l,nnox
VSH,ngd,bby.l,fdev.l
,atni,ls4c.f,svm
,anab,sspg.l,trst.l
,lwsa3.sa,0lc.f,dxpe
METSA.HE,pgy,av.l,sml.nz
FHB,etd,hln,heg.ns
,eb,ccep,lilm
DAE.SW,ldi,pso,rbbn
,cwc.f,tscdf,bhil
TTKOM.IS,esabindia.ns,hsbc,olp
CVI,star,ids.l,trc
,prlb,sbry.l,rbd.nz
STNE,sp,ul,bwb
,pubm,abf.l,bfly
,hstm,wpp,myps
GMRINFRA.NS,exfy,aal.l,cyh
,wbx,vod,lnd
IIPR,rain.ns,bt-a.l,ccne
MTH,karo,bsp.f,mcs
,1119.hk,gsk,safari.ns
TIMKEN.NS,0435.hk,azn,hvt
SSRM,fpi,shel,hmst
LAC,giii,stan.l,rkforge.ns
CGAS5.SA,pfi.nz,kfi1.f,hyln
KWR,uba,bcs,hdsn
TATACHEM.NS,lvc.wa,jd.l,onew
AWI,cano,cnhi,arct
,trst,bp,hlth
INKP.JK,ctic,lin,trvg
CATY,fia1s.he,mks.l,abs2.f
,inh.f,nwg,rovio.he
,viia3.sa,lyg,dsgn
ARI.JO,osbc,bti,cnsl
,bjri,aon,dm
ADNT,hngr,rio,greenlam.ns
NTCO,mbi,rto,valu
AXNX,slam,nex.l,leu
AUROPHARMA.NS,003230.ks,wtw,kzr
,pgru,itrk.l,npk
NK.PA,grc,rr.l,ango
,quess.ns,rkt.l,akus
,bxc,svs.l,rada
S51.SI,aedas.mc,mro.l,tnp
,alec,ferg,wsr
DLG.L,lpg,wtb.l,112040.kq
6BF.F,skwd,wg.l,dishtv.ns
,mmx,relx,mitk
LXS.F,bv,itba.f,ingn
RSW.L,gmre,fras.l,hy
COL.MC,uht,smds.l,ecc
AFRM,0302.hk,ngg,meso
TMHC,mrus,deo,ibex
BDC,272450.ks,bab.l,gtx
LOG.MC,blte,mndi.l,barbeque.ns
PPBI,fdmt,nxt.l,ptgx
,amal,grg.l,pmet.v
,gem.ax,bby.l,rmr
LH.BK,122870.kq,ls4c.f,nazara.ns
FHI,tngx,sspg.l,sohu
NEOG,idt,0lc.f,fnko
,deltacorp.ns,av.l,ifbind.ns
,ta,hln,agx
CBU,ceva,ccep,301011.sz
3391.T,repx,pso,rl9a.f
BMI,jout,tscdf,senea
,forr,hsbc,vtnr
,nvts,ids.l,vln
AEL,brog,sbry.l,bvh
GDS,egle,ul,amswa
TWNK,mapmyindia.ns,abf.l,etnb
SRAIL.SW,gpil.ns,wpp,ezpw
LOPE,srg,aal.l,lqdt
TBIG.JK,scvl,vod,ace.ns
BRBR,krny,bt-a.l,crmt
,orientelec.ns,bsp.f,big
,nesr,gsk,smrt
2002.T,jublpharma.ns,azn,zil2.de
,hone,shel,wish
,vhi,stan.l,akya
,181710.ks,kfi1.f,bhb
,vih1.f,bcs,mcft
DLG.MI,land,jd.l,tpic
,exk,cnhi,gdl.ns
CWT,ap4.si,bp,gevo
,boo.l,lin,egy
GIL.F,dco,mks.l,ino
COROMANDEL.NS,denn,nwg,tsvt
NSIT,atex,lyg,itrn
SUM,lwlg,bti,wstcstpapr.ns
,ofix,aon,fsbc
KMPR,invz,rio,hlvx
,rovr,rto,3694.t
,blnk,nex.l,schneider.ns
,hbnc,wtw,tti
UNF,002425.sz,itrk.l,alrs
ARWR,thry,rr.l,axgn
0008.HK,religare.ns,rkt.l,orp.pa
SYNH,vktx,svs.l,newt
,avd,mro.l,smwb
ASB,itm.l,ferg,dgica
ABCB,mcrb,wtb.l,phat
,gnk,wg.l,alxo
MNSO,ha,relx,avdl
NNI,gty.f,itba.f,amyt
GEF,bbsi,fras.l,acet
,hayn,smds.l,ddi
,ghld,ngg,fubo
KRN.F,itos,deo,aces.jk
,accd,bab.l,sfix
,otcm,mndi.l,opy
,mahlife.ns,nxt.l,iceair.ic
HI,max,grg.l,jindalpoly.ns
OLPX,hckt,bby.l,jtektindia.ns
AT1.F,icpt,ls4c.f,2753.tw
AMBU-B.CO,fmbh,sspg.l,bw
,allk,0lc.f,ois
ABCM,flws,av.l,gldd
MLSR.TA,amrx,hln,api
NDA.F,iaux,ccep,263750.kq
,wpl.wa,pso,tk
,cco,tscdf,lind
DOC,dwac,hsbc,srrk
2128.HK,ehab,ids.l,pgy
,imtx,sbry.l,gain
,tbi,ul,anik
AWR,ebs,abf.l,vigl
,kop,wpp,pack
,good,aal.l,pmvp
,rdfn,vod,indoco.ns
,ecom,bt-a.l,t5n.f
,095660.kq,bsp.f,mvis
,qnbfl.is,gsk,powl
,cass,azn,evc
,bry,shel,3026.kl
,dx,stan.l,9990.hk
,mcb,kfi1.f,paisalo.ns
8572.T,hcat,bcs,sibn
ARCAD.AS,vitl,jd.l,smbc
,astl,cnhi,zumz
MANU,nfgc,bp,prpl
DEEPAKNTR.NS,192080.ks,lin,muln
SUPREMEIND.NS,yala,mks.l,ske
,gujalkali.ns,nwg,bh
FELE,tgi,lyg,bird
,snpo,bti,law
HLNE,kelya,aon,aura
,kamn,rio,tcnsbrands.ns
UTDI.F,5211.kl,rto,0799.hk
SDF.AX,sunteck.ns,nex.l,stro
FTT.TO,nat,wtw,albo
CUZ,mmtc.ns,itrk.l,plce
,078340.kq,rr.l,dmrc
,blue,rkt.l,cmps
,pgc,svs.l,ssti
NARI,vsec,mro.l,espr
,indt,ferg,ceco
BFAM,rmax,wtb.l,astec.ns
TAL,nndm,wg.l,ebtc
BECN,faro,wmt,plpc
,noej.f,amzn,can
SWEC-A.ST,yorw,ups,nrgv
ANTARCHILE.SN,zyxi,kr,abus
MINDAIND.NS,amtd,hd,sldp
,yit.he,tgt,bzh
FOUR,oscr,sbux,ipi
KOJAMO.HE,acmr,brk-b,belfb
HRI,fc,unh,bvb.f
TKC,tile,fdx,veru
,mastek.ns,ctsh,wrld
SCR.PA,amot,tjx,6633.hk
MLI,orron.st,pep,anantraj.ns
YETI,vmeo,cost,moil.ns
,tigr,low,niu
,orp.pa,cnxc,rsvr
,rpower.ns,jpm,mahlog.ns
,cutr,ibm,nfl.ns
,ar4.de,jbl,xper
SMPL,sd,armk,goev
ESGR,hifs,wfc,lxrx
MGLU3.SA,wps.l,c,tinplate.ns
,dgl.nz,msft,rani
,achr,cvs,hyzn
,zyme,bac,doyu
,nvx,hca,swbi
D7V.F,3668.t,t,gnty
4516.T,acre,wba,apen
AGO,sri,cmcsa,vesuvius.ns
,tre.mc,goog,altg
,ecea.f,f,mx
BOSS.DE,zensartech.ns,dri,ciso
,mor,rtx,vnda
PERSISTENT.NS,eras,ge,kkcl.ns
LPL,neu.wa,aapl,cpsi
,srrk,dg,haw.de
,300533.sz,lea,chennpetro.ns
,swsolar.ns,gm,avon.l
,cldt,dis,prth
BL,cyh,orcl,ht
NEX.PA,trns,hlt,maya.jk
,cac,ba,cveo
,gmdcltd.ns,jnj,ofix
,lbc,tsn,star.ns
,avte,dell,loco
EURN,opra,dxc,rei
,sli,tmo,powermech.ns
LEC.F,iiin,aal,pets
ALTR,lx,abm,lqda
TFSL,base,bbsi,cccc
GATX,siga,intc,agcnet.ns
FLS,2501.tw,gxo,co
BIMAS.IS,trtx,mar,gwh
,imab,vz,tars
,igti3.sa,lmt,egrx
ABG,clw,abt,grin
CMIN3.SA,dbi,cat,atlc
D01.SI,sbow,pg,tsp
VIRT,hikal.ns,cbre,gami
DEC.PA,vaibhavgbl.ns,gd,hug.wa
PINC,svm,aci,zyme
,nvta,rost,brt
,trvg,,hathway.ns
,cmbm,mcd,eols
,cla-b.st,tsla,nuvb
STB.OL,5168.kl,hon,tci
,pstx,kss,hcc.ns
,mrsn,elv,tpc
,gco,jll,seer
SSD,vrllog.ns,gps,ppap.kh
RMBS,scwx,hum,bbw
,clov,mmm,mpx
CIGI,ruth,chtr,mirzaint.ns
OBEROIRLTY.NS,ke,slb,dxlg
,enento.he,ual,rose.sw
,kirlfer.ns,kd,feam
,lind,aph,metc
,ptgx,uhs,igic
3349.T,band,m,lev
,sght,noc,htbi
,ffic,meta,itdc.ns
CBT,tpic,mmc,ao.l
G24.F,sgmo,emr,nref
SXS.L,crlbf,rcl,inoxwind.ns
VC,rxt,csco,fmao
,pahc,dal,tg
MMSI,rgp,orly,6736.t
ELUX-A.ST,muln,blmn,ghg
8439.T,anora.he,ms,3b7.f
ALSN,evtl,nke,skyt
,rex,mdlz,jmia
BAK,vorb,iqv,6180.two
,sst,pfe,jchac.ns
BUCN.SW,bw,ko,pnnt
MF.PA,amer3.sa,crm,mekko.he
CWY.AX,cion,dhr,ontf
KINV-A.ST,polyplex.ns,bdx,pfis
,schneider.ns,thc,cstr
,ardx,de,amnb
,ntgr,lh,mcphy.pa
,audc,tmus,osur
,zfox,txrh,arl
WK,pdsmfl.ns,cbrl,lxfr
CRUS,grrr,cnc,rbt
MODG,ebix,ci,kod
DNLI,hsc,bco,trin
CMPC.SN,infibeam.ns,gt,csv
,boe.ax,jwn,glop
H5P.F,syrma.ns,omc,scwo
,chuy,swk,aan
2875.T,csii,ten,shbi
CABO,tci.ns,syy,ever
SPIE.PA,arow,otis,nr
FUL,cers,usb,069080.kq
,brmk,pm,ff
MMS,mbwm,,cook
RCM,ccbg,whr,pfhd
CURLF,sibn,dva,newp
,api,ilmn,djco
,tipt,mrk,satl
,bvh,wdc,cznc
,vinp,fis,fisi
,thff,axp,swim
SAHOL.IS,nrgv,xom,pag.f
,trst.l,luv,zeus
,cbay,eat,tgb
601866.SS,myps,dltr,ots.vi
IMI.L,pack,ppc,ardx
,hyln,epam,mcbc
,nrix,glw,sfst
CWST,acco,shw,neti
XD4.F,jswhl.ns,hpe,hlg
ZWS,cara,bax,atra
6060.HK,enginersin.ns,adp,cio
BCPC,ktkbank.ns,cmi,avir
,hsii,pnc,cdxs
THO,amrs,ttec,hblpower.ns
HOT.F,abst,hbi,spwh
SJI,hbt,carr,rell
,twou,cndt,tatastllp.ns
,bhg,mck,kscl.ns
,cpf,bby,aldx
,edit,ipg,tpb
,chs,ph,irmd
,dm,j,dib.mi
,satx,bkr,cmtl
ATCO,turi.jk,all,scpl
ATE.PA,asc,rad,noa
,pflt,tfc,nktx
,smrt,mgm,autoaxles.ns
FLUOROCHEM.NS,hvt,gpc,orc
,fdc.ns,bk,groy
,varroc.ns,acm,acb
TRNO,alvr,cyh,7803.t
FIX,lev,hpq,nstg
IPGP,lilm,cof,fcuv
FOXF,mvst,cwk,pgen
CENCOSUD.SN,sim0.f,tsco,civb
YOU,lnd,dgx,sklz
,nine,abbv,orgo
HSX.L,lasr,wrk,brcc
,zil2.de,ppg,pstl
,sens,bwa,avnw
,ango,gs,cyxt
MRL.MC,rptx,pgr,amc.v
FR.PA,mcbs,czr,devo.l
SHA.F,bngo,wm,bcab
,vpg,mu,ngms
MAN,fnko,ecl,ooma
,suprajit.ns,bery,bhg
APG,artna,srt,hrow
,dxpe,syk,vlgea
GODREJPROP.NS,cvgw,lkq,dzsi
AKBNK.IS,era.ax,cake,cmax
SRTRANSFIN.NS,doyu,cah,nl
,smr,qcom,ocgn
SNDR,philipcarb.ns,kmb,csw-a.to
NSP,6p5.f,itw,tcx
,krus,el,cbay
,dhil,lvs,pntg
3291.T,proc,h,nwpx
,mtls,ldos,nilkamal.ns
,bcom.ta,hii,oz
BVT.JO,mxct,fisv,glad
,leu,pwr,abml
,abs2.f,xpo,0709.hk
,cir,mhk,lx
,sndl,ctas,gpmt
,csbbank.ns,r,hbcp
BKH,ever,cvx,bbby
,trc,abc,rxst
352820.KS,espr,dan,gbli
,sohu,stt,rmni
FALABELLA.SN,ingn,bsx,grwg
REY.MI,srne,aap,nbn
,safari.ns,pru,suryarosni.ns
,hmst,exls,aeva
,calt,flr,300467.sz
CALX,nuvb,task,cnta
,lqdt,ccl,smmf
JMAT.L,ois,hal,afcg
CC,obe,adm,tsat
,trmr,hcsg,gte
ORI.AX,vvi,lth,sb
ESI,arct,ajg,arp.st
FNB,eqbk,ncr,pepg
,rkforge.ns,ip,0050.hk
FIZZ,frph,vmw,boom
,bmrc,vtrs,pza.to
,tgb,aig,bhr
,big,mat,prts
LEG,prpl,yum,fnlc
,srlp,khc,stok
ENG.MC,agx,avy,orientcem.ns
BC8.F,fate,sem,mtw
,vtnr,mms,jpassociat.ns
TQ71.F,heg.ns,dow,desp
,hy,schw,fath
SWX,aveo,lumn,atro
PFC.NS,midhani.ns,rsg,hipo
,mofg,lly,lyts
,ampx,ehc,gabriel.ns
IART,heidelberg.ns,nclh,hondapower.ns
,cnsl,pfgc,tls
SK.PA,pmet.v,bj,lgo
3141.T,wsr,eme,acnb
,rose.sw,cl,cosmofilms.ns
4967.T,rbbn,jbht,remedy.he
,eght,avah,grts
,aort,txt,bsrr
,sfix,uber,nine
FN,gtx,gis,alfoc.pa
,feam,bmy,petq
INCO.JK,rway,yell,sudarschem.ns
LPX,vln,tho,supv
SRCL,srdx,bbby,astramicro.ns
MSM,altg,sanm,inse
VAS.F,mcft,nwl,voltamp.ns
DKSH.SW,sln,amat,vld
,meso,exc,fxlv
,aartidrugs.ns,dox,gthx
2350.SR,bkd,sfm,bzun
LUN.TO,azrn.as,k,sbt
,hlvx,txn,gci
FRAS.L,tnp,pypl,pfocus.ns
MTSI,ospn,unp,lcfs.to
,npk,amkr,aadi
PVH,ccne,unfi,siysil.ns
,can,trv,imab
POR,tti,rrx,nvec
7911.T,valu,vsco,0078.hk
HXL,veru,mtz,bcbp
,dsgn,man,blnd
,egy,bldr,fbiz
HSV.L,olp,comm,vsta
HOMB,thch,on,dsx
,amswa,kmx,uis
,evc,ibex,mlr
,onl,bah,nn
,cmax,sbh,blde
BALKRISIND.NS,bhil,lhcg,curv
,ghrs,nue,7552.t
,crmt,pcar,wkhs
BDEV.L,2753.tw,woof,whf
,opy,fnf,hnrg
,ecn.to,usfd,ptc.ns
,ecc,kbr,omga
ISDMR.IS,ao.l,dd,hrtx
,ske,fbhs,
002607.SZ,aces.jk,duk,nrim
DRVN,dgica,knx,arvind.ns
,spandana.ns,nov,alpn
BHARATFORG.NS,112040.kq,so,azre
,olectra.ns,clf,qiwi.me
PSN.L,sml.nz,kdp,5478.two
,tatacoffee.ns,wynn,adb.mi
EXP,hdsn,synh,luna
GH,wrld,qrtea,qsi
GWRE,tsp,rkt,sar
CUMMINSIND.NS,gevo,cck,spicejet.ns
GTLS,southbank.ns,pcg,hci
,trssf,saic,marksans.ns
PSN,greenpanel.ns,odp,gilt
,relinfra.ns,adbe,fsp
HL.L,cvlg,ensg,sol
,ezpw,bfam,pcsb
POLYCAB.NS,ddi,rok,tusk
,ceco,nws,quot
UFPI,hyzn,adt,11b.wa
,akus,gpk,oyst
BLD,domo,pag,smti
,rada,wab,ride
OZK,rmr,irm,ctv
,greenlam.ns,gpn,7844.t
,rl9a.f,dov,clar
,bwb,ssnc,emudhra.ns
,qtrx,modg,clpr
ALD.PA,etnb,jeld,sond
THG,blbd,fcx,ocft
,mcs,adi,5983.kl
,nazara.ns,odfl,purva.ns
WTS,bfly,x,arlo
,6633.hk,ball,nodk
,eols,amgn,ethosltd.ns
011170.KS,bvb.f,bkd,1301.t
,senea,oi,love
,0799.hk,sci,gato
,bhb,wmk,ogi
,vect,vrt,rupa.ns
,sldp,iff,lptv
TKR,rovio.he,ma,hlly
FFIN,supv,agco,nc
,wish,xrx,blbd
,tsat,ntrs,silc
CNM,bzun,htz,8z3.f
RYN,mx,bg,lmdx
SO.PA,plce,para,tgan
,zumz,spgi,rm
,onew,vsh,hnst
PRI,ibex,gww,ashoka.ns
GIL,wve,algn,bnr
,ino,achc,accelya.ns
,nktr,rrgb,dbvt
,nstg,nvda,mvbf
SCHAEFFLER.NS,fsbc,alk,gbio
AQUA,alrs,faf,huma
APLS,301011.sz,an,tree
,swbi,aso,egan
,apen,dbd,casa
,263750.kq,son,tlys
1802.T,gdl.ns,snx,gpp
9147.T,kzr,caci,wrn
MSA,mpx,hsic,unty
FSK,smbk,penn,rbot
EXEL,ace.ns,csx,veri
,goev,dnut,vor
7912.T,powl,chwy,mass
ONB,zeus,bjri,vktx
NWL,mltx,lad,up
,gcbc,cvna,asa
,bzh,st,m8g.de
NOVT,tk,amed,3817.t
OLED,anantraj.ns,ttek,atnm
WTFC,nr,mchp,refi
WU,gain,ctva,electcast.ns
,iceair.ic,apd,shripiston.ns
NVST,cveo,rcm,ampy
VAC,bh,arw,rngr
BLCO,anik,casy,plm
,tinplate.ns,uri,indiaglyco.ns
TECN.SW,itrn,vac,dske
SIM,ifbind.ns,,fhtx
MNG.L,stro,vfc,kpti
KGHA.F,fcu.to,jblu,bark
FAF,nnox,modv,sequent.ns
FSV,indoco.ns,adv,ar.to
SITE,axgn,cps,weav
WEIR.L,abus,oc,1909.hk
OPCH,smwb,plxs,rtnpower.ns
,mitk,mas,gulfoillub.ns
4739.T,069080.kq,leg,wabag.ns
SMDS.L,rbd.nz,hrl,mstcltd.ns
,csv,avgo,tsbk
,lxrx,wcn,ear
TPX,newt,hban,vmd
,swim,rf,orrf
,smbc,hwm,myfw
COLPAL.NS,avct.l,bv,6820.hk
,aan,iep,moz.to
CPF.BK,barbeque.ns,fast,krt
HUN,tpc,zbh,zvia
IDA,3026.kl,,itic
POST,ebtc,rop,kodk
002007.SZ,orc,cfg,mgtx
NSA,dxlg,fitb,grvy
,3694.t,lyb,knte
,t5n.f,expd,spne
,wstcstpapr.ns,ctlt,fll
BEAN.SW,belfb,pvh,sundarmhld.ns
LANC,gami,msi,adct
PATANJALI.NS,vnda,lrcx,ww
,ngm,crl,bbln
,kod,pfg,hov
HQY,ipi,bc,glre
TOL,paisalo.ns,ame,pcf.wa
WWD,atlc,blk,acrv
,trda,clh,annx
AGNC,trin,hubb,pcyo
PGHH.NS,mvis,chrw,scm
CHX,plpc,nsc,vuzi
,bbby,hig,mux
,ryam,tkr,immr
,hug.wa,geo,pdsb
INDHOTEL.NS,ssti,med,somanycera.ns
,lxfr,w,apei
,9990.hk,wcc,tcbx
,fubo,axl,confipet.ns
CR,newp,ta,neulandlab.ns
OSK,rsvr,syf,gne
,nfl.ns,ftv,lndc
RXL.PA,jtektindia.ns,cag,frge
EHC,mahlog.ns,dks,rtn.l
VVV,hrow,mpc,pke
3038.T,boom,a,apollopipe.ns
,vigl,wfrd,zye1.f
ENLC,avdl,sptn,absi
,gnty,key,phvs
,moil.ns,omi,subros.ns
CACC,ontf,intu,eex
3JDA.F,gldd,mtb,hil.ns
,egrx,d,lung
,cyxt,xela,faa.de
,rei,fcfs,rlgt
NYT,dyl.ax,lfus,filatex.ns
SNV,cpsi,wday,bwmx
,ff,now,aren
NFG,ar.to,tnl,gct
CTEC.L,6180.two,rpm,jisldvreqs.ns
GNRC,pgen,dfs,moln
AWC.BK,cccc,aep,dtc
AXTA,si,hsy,nmg
PNFP,niu,levi,zimv
SRC,dmrc,it,vsttillers.ns
,xper,fl,timetechno.ns
,vygr,ptve,
,lqda,see,pine
,lgo,ulta,nacon.pa
1402.TW,omga,rol,ocn
,chennpetro.ns,uhal,le
CMC,metc,snps,fgbi
,mekko.he,gci,ndls
RLI,cdxs,uis,rad
OFC,0709.hk,tap,mmfl.ns
CONCOR.NS,mtw,cold,upld
4062.T,aura,enov,pkbk
FCN,avir,spr,tga
,sify,ttmi,prld
9435.T,akya,xyl,eg7.st
4005.T,skyt,sndr,gati.ns
,neti,alit,hqi
AXFO.ST,alxo,gef,drts
EXLS,mcphy.pa,car,pear
,cmps,pii,bcml
,loco,mdu,cantabil.ns
ASH,tsvt,pki,jill
,tci,payx,lvox
DOOO,djco,cri,dhx
LSTR,arvl,slgn,plth.cn
,jindalpoly.ns,ew,3798.hk
,love,,ssbk
,igic,aiz,hsil.ns
1590.TW,rbb,psn,body
MOTHERSON.NS,pets,amd,smlr
,pfhd,sre,091810.ks
ASELS.IS,ghg,avt,vldr
,maya.jk,icui,iii
,vesuvius.ns,skyw,cvcy
MHK,dishtv.ns,pkg,lsea
HELN.SW,dzsi,byd,forcemot.ns
BYD,alpn,fybr,jagran.ns
7181.T,jmia,gtes,cnty
,tg,quad,cwco
,agcnet.ns,arcb,weys
RUN,co,ufpi,cvgi
,pnnt,fls,bksy
,ppap.kh,xray,cian
,gbli,nee,osg
,pmts,ozon.me,kltr
,suryarosni.ns,burl,qd
PDCE,cstr,expe,rent
,powermech.ns,scco,cix
DDS,avon.l,keys,qbts
,tatastllp.ns,cpb,pdlb
,desp,dy,abos
INVR.L,amnb,gfs,jynt
6383.T,nref,rhi,uone
MAT,vld,mco,kbal
SSB,haw.de,srcl,bgfv
,irmd,wlk,bsvn
RBA,law,tdy,1hq.f
MDU,blnd,dish,einc.to
FYBR,itdc.ns,nem,rlyb
FLO,kkcl.ns,gild,alembicltd.ns
TIH.TO,pag.f,br,vwe
OZL.AX,astec.ns,rcii,tcmd
,ots.vi,abg,vadilalind.ns
IRDM,rgc,che,greenply.ns
,adct,coke,6238.t
,tars,dci,goss
,7803.t,ktb,odc
EVD.F,tpb,moh,dc
,vor,unf,atcx
NZTCF,stok,laur,ffie
,autoaxles.ns,pzza,true
M,brt,tpic,lmnr
,scwo,wern,tidewater.ns
,prts,coo,smhi
,htbi,tfx,soun
BOSCHLTD.NS,tusk,psx,absp.jo
,bhr,mkc,naclind.ns
,3b7.f,klac,sify
4922.T,fhtx,emn,ocul
,up,lcii,hindoilexp.ns
WCC,0050.hk,arnc,adap
GNTX,slna,ed,mpaa
,autl,play,tcs
,scpl,eye,inbk
,hathway.ns,gpi,axti
CLH,rxst,rs,vygr
G07.SI,nvec,aos,bcov
MEDP,300467.sz,ayi,lsak
,avnw,avtr,bwfg
,glad,dbi,cvly
MEGACPO.MX,spne,rl,tcfc
AMKR,091810.ks,apg,3932.t
HRB,sb,rezi,rgco
,bbw,iac,mbcn
LEVI,cook,fix,xoma
CAE,mcbc,,pre
,tree,bld,cnce
,spwh,eix,gallispat.ns
BID.JO,rmni,bros,locl
RBC,gwh,atr,ymab
ARW,hipo,hgv,essa
INGR,hci,thrm,kamux.he
,rain,nhc,wldn
,pepg,cnne,geo.mi
DWS.F,fisi,ea,as.bk
,glue,cdw,apx.ax
SLM.JO,aldx,lzb,grpn
I93A.F,6736.t,sna,vaxx
BEIJ-B.ST,tcnsbrands.ns,swx,npaper.st
,hrtx,chs,troo
PHI,pmvp,efx,prch
3626.T,groy,peg,mtnl.ns
,glop,tpr,thrn
WAL,rrbi,adsk,lctx
,ht,cwh,sunl
0656.HK,bnr,panw,2660.hk
LI.PA,cznc,et,lumaxind.ns
PB,gato,mos,texrail.ns
,civb,ges,hffg
,uis,cmc,voxx
,dib.mi,afl,oust
SKX,hcc.ns,fe,celu
,shripiston.ns,plya,alto
CW,kscl.ns,aa,ubs.vi
CWEN,rtn.l,wsm,xxii
AKE.PA,clar,ghc,istr
HLI,nwpx,zts,plbc
,pstl,bro,0xd.f
9697.T,shbi,twks,sanghiind.ns
,sol,axta,tnpl.ns
MUR,atro,gme,carerating.ns
INSP,bird,ingr,5982.t
GRFS,osur,tpx,ptmn
,lyts,hsc,nelco.ns
,smti,eqh,arbe
