01-DDD-change1y,00-avengers-change_1_year,04-iGMM-change_1year
44.89_perc,-10.87_perc,-71.23_perc
5.35_perc,-30.26_perc,17.97_perc
11.00_perc,-43.44_perc,-37.27_perc
40.39_perc,-27.48_perc,-26.85_perc
-57.02_perc,-77.35_perc,
-60.89_perc,41.85_perc,
-3.61_perc,-50.97_perc,-8.34_perc
-7.20_perc,-50.41_perc,-23.56_perc
2.41_perc,-28.57_perc,
-9.17_perc,26.81_perc,
-4.25_perc,-13.93_perc,
3.74_perc,38.60_perc,-57.32_perc
-15.36_perc,-69.43_perc,-23.10_perc
-32.27_perc,0.87_perc,
-1.50_perc,-13.05_perc,
55.60_perc,,
-38.30_perc,0.99_perc,
-31.63_perc,-41.30_perc,-58.57_perc
-20.29_perc,91.65_perc,
55.54_perc,-8.19_perc,
-12.50_perc,-8.26_perc,79.86_perc
-51.80_perc,180.00_perc,
-27.51_perc,-9.42_perc,
58.23_perc,-3.28_perc,
3.43_perc,-72.60_perc,
-18.95_perc,-25.59_perc,1.50_perc
-0.59_perc,196.99_perc,-13.59_perc
-14.44_perc,-18.71_perc,
-20.31_perc,24.60_perc,
-12.46_perc,-22.62_perc,-38.48_perc
1.01_perc,8.20_perc,
-16.63_perc,3.62_perc,
-54.96_perc,-74.78_perc,
19.39_perc,51.07_perc,-21.75_perc
-28.76_perc,-65.86_perc,1.25_perc
49.09_perc,-11.09_perc,
1.29_perc,,
24.92_perc,-40.86_perc,-27.78_perc
3.54_perc,-34.53_perc,-47.68_perc
-26.40_perc,-20.98_perc,
30.46_perc,-89.13_perc,
-24.89_perc,-9.82_perc,
36.40_perc,-9.29_perc,-30.54_perc
-20.49_perc,-20.57_perc,-17.59_perc
-34.05_perc,45.77_perc,33.96_perc
-75.48_perc,,-55.90_perc
-4.63_perc,-39.85_perc,
6.21_perc,89.31_perc,32.71_perc
-44.42_perc,-37.50_perc,
13.20_perc,-72.47_perc,-32.39_perc
none,,
-11.45_perc,-39.42_perc,
-14.94_perc,-57.02_perc,
-50.94_perc,-23.87_perc,
-64.43_perc,-45.57_perc,-10.17_perc
15.09_perc,-36.17_perc,
-58.32_perc,-92.05_perc,
11.41_perc,57.17_perc,
-71.18_perc,34.23_perc,2.27_perc
-9.38_perc,-64.08_perc,
-39.19_perc,-3.54_perc,
-35.62_perc,-21.20_perc,
-40.86_perc,43.59_perc,-57.92_perc
-14.40_perc,-37.69_perc,
-40.16_perc,-8.69_perc,
6.15_perc,-34.81_perc,-66.16_perc
-20.71_perc,-67.90_perc,
-13.35_perc,-37.32_perc,
-32.40_perc,-35.27_perc,
-55.47_perc,,
-42.82_perc,-36.02_perc,-48.01_perc
-21.31_perc,-74.59_perc,
-51.75_perc,32.29_perc,-66.67_perc
-64.44_perc,-71.79_perc,
-67.36_perc,-45.14_perc,
-17.16_perc,5.79_perc,
-29.76_perc,137.75_perc,-35.27_perc
8.33_perc,-53.65_perc,-9.68_perc
-29.80_perc,-49.42_perc,
-37.81_perc,-7.72_perc,
46.54_perc,-59.75_perc,-45.83_perc
-28.98_perc,1.52_perc,-14.50_perc
61.92_perc,4.97_perc,
-14.30_perc,"1,260.55_perc",
-23.17_perc,-10.51_perc,-55.10_perc
-60.80_perc,-4.26_perc,15.15_perc
-71.78_perc,-23.11_perc,
15.11_perc,-19.77_perc,-14.31_perc
-25.17_perc,-57.21_perc,
-26.24_perc,-24.12_perc,
-65.10_perc,38.33_perc,
46.24_perc,-84.22_perc,-50.24_perc
7.90_perc,66.18_perc,-41.11_perc
-12.14_perc,-6.26_perc,
-15.12_perc,-11.33_perc,-50.00_perc
13.66_perc,6.06_perc,-45.62_perc
-16.33_perc,-75.29_perc,56.02_perc
-57.24_perc,-10.86_perc,-23.11_perc
19.32_perc,64.69_perc,
-37.84_perc,-69.11_perc,
0.50_perc,-20.14_perc,-42.13_perc
-63.79_perc,-26.53_perc,
-4.75_perc,-83.20_perc,
-46.82_perc,-23.46_perc,-33.33_perc
-53.19_perc,-61.69_perc,
-0.36_perc,-91.32_perc,
-15.16_perc,6.35_perc,-4.18_perc
-19.00_perc,-14.00_perc,44.16_perc
-22.34_perc,50.00_perc,
-20.10_perc,-2.52_perc,-9.43_perc
-40.97_perc,-7.39_perc,-63.47_perc
-28.75_perc,-2.80_perc,-46.83_perc
-19.21_perc,-16.18_perc,13.88_perc
4.60_perc,-50.71_perc,
-29.57_perc,-18.25_perc,
-13.75_perc,80.69_perc,
-35.42_perc,-26.71_perc,
147.50_perc,-45.13_perc,
-1.79_perc,-70.05_perc,-24.20_perc
-65.24_perc,-40.81_perc,
-57.65_perc,-3.37_perc,
-2.83_perc,-28.97_perc,24.24_perc
-20.59_perc,-14.36_perc,-75.00_perc
18.98_perc,17.17_perc,
-25.68_perc,-71.39_perc,-14.35_perc
-44.52_perc,-58.67_perc,-25.00_perc
1.41_perc,-11.57_perc,
7.63_perc,1.66_perc,
-38.81_perc,2.89_perc,-22.74_perc
23.70_perc,13.11_perc,
3.98_perc,-49.53_perc,
20.04_perc,-33.01_perc,
15.59_perc,-32.16_perc,-26.90_perc
-64.80_perc,-53.15_perc,-34.26_perc
-17.68_perc,-75.58_perc,-8.13_perc
-75.57_perc,20.12_perc,
66.67_perc,-18.06_perc,-74.58_perc
-46.95_perc,-10.34_perc,-81.35_perc
-51.16_perc,-16.26_perc,
-11.86_perc,59.89_perc,8.14_perc
-25.72_perc,-23.65_perc,
33.40_perc,19.64_perc,
-69.31_perc,-47.81_perc,-71.96_perc
-28.08_perc,-85.28_perc,-59.33_perc
-69.40_perc,-16.45_perc,
-20.56_perc,2.24_perc,
-24.11_perc,-55.22_perc,-4.40_perc
-32.27_perc,-6.46_perc,-31.38_perc
102.04_perc,26.55_perc,-64.91_perc
-18.61_perc,58.43_perc,-8.34_perc
-11.01_perc,-12.74_perc,13.20_perc
31.74_perc,,
-30.08_perc,-14.06_perc,
-69.69_perc,-6.30_perc,
-25.27_perc,,-74.48_perc
-62.70_perc,-54.04_perc,-71.25_perc
-21.66_perc,-75.61_perc,
-31.74_perc,0.50_perc,-8.92_perc
none,-27.82_perc,
-30.00_perc,83.01_perc,14.16_perc
-51.18_perc,-4.01_perc,
-44.36_perc,-59.71_perc,-48.73_perc
-23.93_perc,19.05_perc,-25.12_perc
2.44_perc,13.26_perc,
-30.69_perc,-37.46_perc,
-37.21_perc,-56.85_perc,
-44.47_perc,-30.02_perc,
-44.26_perc,-44.20_perc,-37.96_perc
-24.22_perc,-30.00_perc,
-16.52_perc,18.41_perc,
39.64_perc,-14.88_perc,
84.80_perc,13.37_perc,
111.03_perc,-38.36_perc,-10.46_perc
-72.81_perc,-67.59_perc,
-64.41_perc,-44.10_perc,
-3.29_perc,-7.15_perc,-22.76_perc
-3.23_perc,-31.61_perc,
27.68_perc,12.95_perc,
-4.82_perc,-26.91_perc,
-19.21_perc,-44.86_perc,-48.79_perc
-66.40_perc,18.37_perc,
-24.85_perc,46.27_perc,-7.73_perc
-9.34_perc,-3.41_perc,
-37.40_perc,-55.65_perc,
6.46_perc,-40.00_perc,
-77.24_perc,19.53_perc,-8.00_perc
-28.05_perc,-63.35_perc,75.00_perc
-26.46_perc,-80.07_perc,
48.26_perc,-68.83_perc,-12.28_perc
-1.60_perc,-4.99_perc,
-20.84_perc,-30.82_perc,14.32_perc
-35.98_perc,24.76_perc,
-44.72_perc,9.52_perc,
0.19_perc,-4.79_perc,
-17.73_perc,313.13_perc,-12.32_perc
-49.28_perc,-4.73_perc,-15.32_perc
-50.80_perc,-76.54_perc,
-37.04_perc,4.47_perc,-69.11_perc
41.58_perc,34.12_perc,18.36_perc
-41.81_perc,-2.11_perc,
-15.25_perc,-39.44_perc,-29.49_perc
-22.66_perc,-6.18_perc,-46.80_perc
0.79_perc,-23.28_perc,-22.43_perc
-0.65_perc,-27.54_perc,
-2.23_perc,-19.12_perc,75.76_perc
-45.78_perc,-22.49_perc,
-18.77_perc,-24.04_perc,-52.58_perc
-24.83_perc,-28.07_perc,-56.68_perc
-23.69_perc,-29.79_perc,
3.64_perc,-6.54_perc,11.68_perc
-32.49_perc,-54.18_perc,-46.26_perc
126.98_perc,14.97_perc,
-12.96_perc,-59.63_perc,-10.14_perc
-24.32_perc,8.61_perc,
-4.04_perc,6.53_perc,
-27.54_perc,24.45_perc,14.33_perc
-28.25_perc,-66.67_perc,
38.10_perc,2.21_perc,-34.21_perc
2.29_perc,-78.58_perc,
-41.37_perc,-3.88_perc,-21.91_perc
-74.26_perc,-30.65_perc,99.83_perc
-18.47_perc,-53.86_perc,-29.85_perc
-12.38_perc,-28.96_perc,
-43.42_perc,-12.34_perc,-38.07_perc
-16.99_perc,189.45_perc,28.10_perc
-59.10_perc,-45.75_perc,
-23.35_perc,140.14_perc,-14.92_perc
19.71_perc,-57.06_perc,
-63.22_perc,27.27_perc,
-27.64_perc,,
-25.60_perc,-15.07_perc,
-19.20_perc,-5.82_perc,-12.70_perc
29.06_perc,-5.37_perc,-32.93_perc
14.57_perc,-26.71_perc,
42.86_perc,-65.16_perc,-14.29_perc
-36.60_perc,89.78_perc,53.74_perc
-32.39_perc,-14.38_perc,
-6.06_perc,-46.72_perc,
-44.78_perc,-19.44_perc,
-18.45_perc,-35.17_perc,
-55.14_perc,-8.58_perc,-36.39_perc
38.05_perc,22.12_perc,-10.68_perc
-11.62_perc,31.59_perc,
-1.68_perc,-49.72_perc,
37.57_perc,-27.06_perc,
-4.17_perc,-34.80_perc,-45.55_perc
-47.60_perc,-33.59_perc,-24.26_perc
10.95_perc,-39.18_perc,-80.66_perc
-28.25_perc,379.17_perc,
16.58_perc,-23.15_perc,
-76.47_perc,49.87_perc,-22.15_perc
-4.12_perc,-13.99_perc,-45.41_perc
3.06_perc,-22.98_perc,
0.00_perc,-77.75_perc,1.87_perc
none,-78.08_perc,
-7.17_perc,-72.99_perc,
-14.60_perc,-35.98_perc,-8.30_perc
-21.17_perc,-28.92_perc,
12.10_perc,33.97_perc,
-39.18_perc,7.04_perc,
1.57_perc,19.58_perc,-49.41_perc
-65.93_perc,-55.93_perc,-20.00_perc
-15.69_perc,8.52_perc,-13.64_perc
-39.14_perc,-42.95_perc,
-45.18_perc,-20.92_perc,
17.03_perc,14.89_perc,
-39.68_perc,56.63_perc,39.60_perc
-71.97_perc,33.57_perc,
-65.32_perc,-54.94_perc,
-43.80_perc,-59.65_perc,86.92_perc
-36.19_perc,-17.91_perc,-37.91_perc
-45.64_perc,-50.20_perc,27.63_perc
-39.06_perc,18.38_perc,-4.04_perc
4.21_perc,-18.35_perc,
15.79_perc,-19.94_perc,-57.68_perc
63.77_perc,-14.62_perc,
4.27_perc,-23.19_perc,-36.97_perc
21.25_perc,-20.30_perc,-39.94_perc
-33.43_perc,41.08_perc,
-24.38_perc,-14.86_perc,
-34.96_perc,-47.42_perc,-42.23_perc
26.63_perc,-8.69_perc,
none,-76.41_perc,19.70_perc
1.72_perc,-23.16_perc,
-6.66_perc,9.19_perc,
-64.46_perc,107.32_perc,15.70_perc
59.12_perc,-47.50_perc,
-19.28_perc,273.81_perc,
-19.24_perc,-16.39_perc,-23.53_perc
36.18_perc,9.70_perc,
117.51_perc,-42.83_perc,-42.69_perc
-11.01_perc,-33.80_perc,
-17.30_perc,95.45_perc,
-50.15_perc,-10.79_perc,-7.98_perc
6.25_perc,0.02_perc,
-9.67_perc,-33.48_perc,
-15.02_perc,-59.50_perc,
-45.39_perc,-1.26_perc,1.70_perc
-6.94_perc,-47.02_perc,
-18.48_perc,2.14_perc,
53.46_perc,59.15_perc,
none,-4.61_perc,-46.09_perc
-2.75_perc,-40.51_perc,
7.27_perc,-85.29_perc,
-45.06_perc,-54.70_perc,
22.34_perc,-94.77_perc,
-32.63_perc,-14.58_perc,-29.24_perc
-57.47_perc,-35.82_perc,-7.69_perc
-37.58_perc,-26.94_perc,-20.75_perc
15.04_perc,-10.00_perc,82.53_perc
-4.41_perc,-30.63_perc,-13.53_perc
-6.13_perc,2.08_perc,-34.19_perc
-13.58_perc,-71.73_perc,
-58.75_perc,-31.12_perc,
-13.73_perc,-7.60_perc,
-15.42_perc,-41.32_perc,
-68.62_perc,-15.56_perc,-22.43_perc
-17.81_perc,-23.26_perc,
-64.38_perc,2.07_perc,-2.48_perc
-29.75_perc,25.13_perc,
10.59_perc,-30.77_perc,
-2.57_perc,24.12_perc,
-68.60_perc,42.23_perc,-54.58_perc
-47.23_perc,12.99_perc,-43.19_perc
17.53_perc,9.58_perc,-50.56_perc
-22.09_perc,-27.41_perc,
-52.60_perc,48.72_perc,
-9.83_perc,,
-26.34_perc,5.64_perc,-47.76_perc
-15.93_perc,-37.66_perc,
-8.40_perc,-59.57_perc,
-17.89_perc,-10.11_perc,
-12.79_perc,-17.05_perc,-20.49_perc
-8.25_perc,-35.58_perc,-31.27_perc
-48.47_perc,-21.91_perc,-78.76_perc
1.76_perc,-73.46_perc,-67.54_perc
-11.38_perc,127.82_perc,10.83_perc
-48.24_perc,-49.68_perc,
-36.36_perc,47.18_perc,-21.67_perc
-8.68_perc,-90.04_perc,-16.87_perc
-57.74_perc,-48.97_perc,-63.72_perc
-51.53_perc,4.61_perc,
-12.65_perc,13.63_perc,-65.13_perc
-46.52_perc,-47.05_perc,
4.76_perc,-28.12_perc,
-27.54_perc,-37.32_perc,
-2.44_perc,-8.41_perc,-9.08_perc
-14.30_perc,-71.32_perc,49.25_perc
-10.26_perc,-78.49_perc,
-35.53_perc,16.20_perc,
-25.64_perc,-74.70_perc,
-61.50_perc,-56.69_perc,
-8.19_perc,27.15_perc,-14.71_perc
-30.16_perc,-19.71_perc,-46.78_perc
-1.30_perc,-7.93_perc,49.49_perc
-1.67_perc,,
-20.78_perc,16.96_perc,
-26.38_perc,-13.35_perc,
40.21_perc,-27.09_perc,
22.08_perc,-11.67_perc,86.35_perc
0.01_perc,3.99_perc,
-41.68_perc,13.79_perc,
-54.09_perc,-44.09_perc,
-10.51_perc,12.34_perc,
85.51_perc,-43.13_perc,
-26.77_perc,-35.13_perc,
8.25_perc,-50.47_perc,
82.26_perc,46.82_perc,-52.72_perc
-26.92_perc,-15.62_perc,
-48.59_perc,-8.30_perc,
none,-27.21_perc,
-19.36_perc,-40.36_perc,-45.45_perc
-25.11_perc,-36.56_perc,
-32.84_perc,-45.73_perc,
-31.50_perc,-28.95_perc,
-21.71_perc,-76.33_perc,
-54.26_perc,-53.09_perc,-1.52_perc
4.98_perc,-66.77_perc,
-87.78_perc,-20.02_perc,-66.85_perc
-14.77_perc,-15.54_perc,
142.64_perc,-39.02_perc,
-5.89_perc,-56.72_perc,
4.93_perc,,-57.41_perc
3.85_perc,-5.88_perc,-33.72_perc
-11.41_perc,35.41_perc,
-22.62_perc,-4.80_perc,
-52.36_perc,-1.53_perc,
9.58_perc,11.37_perc,-46.37_perc
-24.42_perc,14.77_perc,
-27.06_perc,31.99_perc,
-16.69_perc,-32.41_perc,15.91_perc
-19.78_perc,-19.33_perc,-26.46_perc
-73.62_perc,-43.75_perc,
-84.17_perc,0.81_perc,
114.49_perc,11.56_perc,
2.37_perc,-3.09_perc,
-8.05_perc,51.15_perc,
-28.55_perc,7.69_perc,
-28.57_perc,-47.45_perc,-49.18_perc
-20.56_perc,-68.05_perc,-11.67_perc
29.33_perc,-50.97_perc,-21.99_perc
40.05_perc,-29.05_perc,
-20.27_perc,-30.52_perc,
-48.89_perc,7.08_perc,
9.09_perc,-19.20_perc,
-23.81_perc,,
none,27.18_perc,-23.17_perc
-56.22_perc,-19.02_perc,-18.30_perc
39.43_perc,-33.23_perc,-91.24_perc
13.41_perc,-36.93_perc,-11.38_perc
-24.41_perc,-52.82_perc,
-19.81_perc,-26.53_perc,
-43.06_perc,"1,963.16_perc",-46.31_perc
93.50_perc,-7.13_perc,
-53.16_perc,31.82_perc,-21.11_perc
-7.64_perc,4.37_perc,
-25.57_perc,18.03_perc,-68.91_perc
-30.04_perc,-35.21_perc,
-75.49_perc,1.07_perc,
-32.66_perc,-24.37_perc,
-46.46_perc,5.82_perc,
-1.19_perc,-16.21_perc,-1.66_perc
4.46_perc,2.49_perc,
-62.06_perc,-1.31_perc,
-37.71_perc,-40.72_perc,-31.95_perc
-32.35_perc,15.93_perc,-53.02_perc
-9.07_perc,-52.43_perc,
-41.29_perc,,
-30.49_perc,-36.97_perc,
-29.95_perc,162.90_perc,
-73.69_perc,-25.26_perc,
47.96_perc,-21.21_perc,
22.18_perc,-0.06_perc,-18.57_perc
-19.19_perc,-38.22_perc,-20.65_perc
-40.87_perc,21.98_perc,
-15.33_perc,-15.02_perc,
-32.77_perc,13.12_perc,-26.10_perc
56.03_perc,-18.58_perc,
-60.51_perc,59.65_perc,41.30_perc
-27.00_perc,-42.83_perc,-20.79_perc
-17.70_perc,-15.53_perc,-14.41_perc
24.98_perc,-11.63_perc,
53.99_perc,32.24_perc,-10.17_perc
-16.42_perc,-35.96_perc,
-58.37_perc,35.20_perc,
-35.24_perc,-29.77_perc,
-32.05_perc,-25.61_perc,
-12.49_perc,-2.04_perc,-75.78_perc
-36.31_perc,-24.10_perc,
-45.05_perc,10.27_perc,33.88_perc
-54.00_perc,-52.51_perc,53.09_perc
12.52_perc,20.79_perc,9.48_perc
25.12_perc,24.52_perc,
-26.86_perc,-4.57_perc,-17.77_perc
-9.17_perc,6.94_perc,
-18.29_perc,9.98_perc,0.45_perc
53.41_perc,19.83_perc,
-52.39_perc,126.60_perc,-57.11_perc
-30.95_perc,14.03_perc,-55.10_perc
101.46_perc,-14.79_perc,
11.43_perc,-70.28_perc,
-54.65_perc,40.52_perc,
none,-0.16_perc,-15.28_perc
-12.53_perc,-61.27_perc,
-70.65_perc,-4.59_perc,47.56_perc
20.65_perc,-37.74_perc,-31.72_perc
-16.67_perc,141.38_perc,
-76.84_perc,-23.64_perc,-6.98_perc
22.88_perc,-25.04_perc,
-16.19_perc,9.38_perc,
-56.44_perc,-8.84_perc,-29.00_perc
9.36_perc,-59.85_perc,-45.42_perc
-58.87_perc,68.12_perc,
-28.76_perc,-20.27_perc,
108.84_perc,20.40_perc,-29.04_perc
-22.93_perc,-31.88_perc,-24.50_perc
-44.14_perc,-30.06_perc,-11.45_perc
-31.78_perc,-36.36_perc,
-2.56_perc,-18.31_perc,-16.06_perc
-75.96_perc,-35.88_perc,
-37.73_perc,30.95_perc,-52.43_perc
-42.02_perc,-15.99_perc,
35.90_perc,-35.96_perc,
-1.03_perc,-30.66_perc,
-43.66_perc,1.63_perc,
14.99_perc,-62.30_perc,
-21.13_perc,25.74_perc,
60.15_perc,-24.96_perc,-57.31_perc
-52.92_perc,5.14_perc,-13.22_perc
17.28_perc,-21.13_perc,22.22_perc
-45.81_perc,1.66_perc,
-37.19_perc,-71.37_perc,
-13.25_perc,131.79_perc,-29.29_perc
-37.33_perc,-21.91_perc,3.71_perc
-29.56_perc,-69.51_perc,
-18.99_perc,-34.48_perc,64.86_perc
4.94_perc,-2.95_perc,
-30.30_perc,-61.72_perc,-0.03_perc
-5.56_perc,-45.21_perc,
-19.74_perc,-29.02_perc,
-36.46_perc,-48.81_perc,
-45.08_perc,-60.00_perc,2.60_perc
83.58_perc,-71.73_perc,-40.12_perc
18.59_perc,32.86_perc,
-28.00_perc,-43.15_perc,
13.55_perc,-60.71_perc,
26.63_perc,-62.52_perc,
27.10_perc,76.05_perc,-32.55_perc
2.20_perc,-17.91_perc,
97.78_perc,9.32_perc,-42.87_perc
26.83_perc,-22.14_perc,
-17.09_perc,-12.81_perc,
-28.97_perc,-27.67_perc,
-10.71_perc,-17.72_perc,
-25.98_perc,-16.80_perc,
-42.65_perc,-22.91_perc,
-51.72_perc,33.09_perc,-70.68_perc
-37.50_perc,-21.28_perc,
-15.56_perc,-5.87_perc,-39.81_perc
-7.55_perc,-24.47_perc,18.87_perc
-47.06_perc,-63.78_perc,-26.19_perc
-8.47_perc,-25.95_perc,
154.31_perc,-3.13_perc,
4.17_perc,-18.90_perc,-45.42_perc
-26.38_perc,-1.38_perc,13.51_perc
48.76_perc,-12.05_perc,-4.95_perc
-26.60_perc,-46.46_perc,-58.54_perc
-2.07_perc,-40.58_perc,-36.30_perc
-33.86_perc,-13.90_perc,-22.97_perc
7.98_perc,-41.80_perc,
-12.67_perc,-37.08_perc,-71.86_perc
5.94_perc,6.04_perc,
-23.12_perc,1.17_perc,-36.71_perc
65.22_perc,-70.41_perc,
-11.65_perc,1.53_perc,
-20.59_perc,49.86_perc,
-31.63_perc,4.86_perc,
-5.31_perc,11.55_perc,2.70_perc
-20.45_perc,-21.20_perc,
-21.73_perc,8.75_perc,
-28.90_perc,-32.78_perc,
53.04_perc,0.75_perc,-59.21_perc
-35.64_perc,2.75_perc,
-60.57_perc,3.27_perc,
-27.09_perc,-17.89_perc,-41.25_perc
-56.48_perc,-9.66_perc,
-5.00_perc,9.06_perc,
-56.89_perc,-9.73_perc,
-34.60_perc,-35.53_perc,
8.90_perc,-6.38_perc,-6.76_perc
-57.90_perc,-26.56_perc,
88.41_perc,-14.82_perc,8.81_perc
-23.04_perc,-6.83_perc,-19.01_perc
-14.34_perc,-12.11_perc,-57.17_perc
-47.83_perc,-6.44_perc,
16.61_perc,-11.51_perc,-41.34_perc
-21.01_perc,3.27_perc,-24.43_perc
85.85_perc,-61.97_perc,4.98_perc
-2.19_perc,15.53_perc,-31.29_perc
-36.01_perc,81.65_perc,-52.10_perc
-21.03_perc,-13.15_perc,
-0.28_perc,-54.73_perc,
-35.06_perc,,
-3.37_perc,-34.80_perc,-37.20_perc
-52.23_perc,-55.78_perc,-0.85_perc
-10.08_perc,-25.37_perc,
-6.17_perc,-23.00_perc,-1.19_perc
-53.80_perc,-64.47_perc,10.09_perc
-36.09_perc,30.53_perc,
-11.80_perc,-26.74_perc,
-64.43_perc,-17.48_perc,
-11.61_perc,-36.14_perc,-64.05_perc
-35.15_perc,-6.06_perc,
38.69_perc,6.74_perc,
11.70_perc,-24.59_perc,
-33.15_perc,-38.75_perc,
-21.48_perc,-47.39_perc,
22.44_perc,-39.15_perc,-35.71_perc
-1.04_perc,29.73_perc,-15.75_perc
4.47_perc,46.07_perc,
-31.41_perc,-60.11_perc,
-60.99_perc,-76.80_perc,
-2.35_perc,-15.37_perc,-46.31_perc
-18.55_perc,-20.03_perc,33.37_perc
26.51_perc,31.21_perc,-19.03_perc
6.69_perc,-20.11_perc,
-7.13_perc,-36.37_perc,
6.83_perc,-11.84_perc,
-81.19_perc,49.75_perc,
-33.83_perc,-40.22_perc,
-10.20_perc,0.00_perc,-37.02_perc
-54.62_perc,-36.88_perc,
14.62_perc,-49.37_perc,11.51_perc
-63.81_perc,,
11.81_perc,-25.25_perc,
8.51_perc,-70.38_perc,
-3.70_perc,-19.35_perc,
-12.58_perc,-33.70_perc,
-1.98_perc,-34.68_perc,-31.46_perc
none,113.11_perc,-38.63_perc
177.77_perc,-61.06_perc,
0.06_perc,186.10_perc,6.62_perc
-19.26_perc,-2.13_perc,
-20.88_perc,-56.81_perc,36.11_perc
-43.74_perc,19.29_perc,-20.00_perc
-16.76_perc,40.00_perc,-41.66_perc
-16.66_perc,8.96_perc,
-19.90_perc,52.41_perc,
-13.29_perc,-22.36_perc,
-21.19_perc,-48.53_perc,
5.42_perc,-3.53_perc,
-43.54_perc,25.41_perc,
-29.98_perc,8.35_perc,
-23.65_perc,70.67_perc,
-59.36_perc,-3.04_perc,
-46.91_perc,-62.63_perc,
83.86_perc,-57.83_perc,
14.91_perc,-52.32_perc,-61.91_perc
-89.18_perc,-64.37_perc,
-39.80_perc,10.46_perc,-24.89_perc
-29.41_perc,-5.51_perc,
-28.73_perc,-22.79_perc,
-27.76_perc,-10.25_perc,-48.13_perc
-51.56_perc,-9.92_perc,
24.80_perc,49.10_perc,-9.25_perc
-7.14_perc,13.77_perc,
-51.36_perc,55.29_perc,22.55_perc
51.71_perc,-14.53_perc,-8.52_perc
-41.22_perc,28.95_perc,-23.93_perc
46.51_perc,-5.77_perc,
19.33_perc,-23.88_perc,
-94.87_perc,,
-55.31_perc,25.03_perc,-31.10_perc
-11.96_perc,-18.86_perc,
57.68_perc,-22.37_perc,-13.23_perc
37.12_perc,108.90_perc,33.33_perc
-18.52_perc,11.90_perc,-9.70_perc
-9.23_perc,35.20_perc,-9.60_perc
-34.60_perc,-25.21_perc,
1.25_perc,55.67_perc,
-20.18_perc,-18.87_perc,58.58_perc
-41.71_perc,0.62_perc,-71.39_perc
-25.76_perc,-41.62_perc,
-14.24_perc,41.41_perc,-69.52_perc
0.00_perc,-36.27_perc,
28.66_perc,-17.37_perc,-0.96_perc
-14.68_perc,-29.22_perc,
-12.68_perc,54.44_perc,-52.69_perc
20.11_perc,-8.59_perc,
35.15_perc,-10.32_perc,
-25.26_perc,-47.00_perc,
-28.64_perc,-10.00_perc,
-11.42_perc,42.84_perc,13.74_perc
-24.34_perc,-16.48_perc,57.53_perc
-0.16_perc,108.07_perc,-14.20_perc
10.53_perc,-42.72_perc,-31.93_perc
78.49_perc,75.29_perc,-7.89_perc
-29.52_perc,-9.36_perc,-30.67_perc
-83.86_perc,-20.48_perc,-71.14_perc
-63.80_perc,-28.75_perc,-50.79_perc
1.65_perc,-20.79_perc,-14.06_perc
1.44_perc,-71.34_perc,-10.93_perc
-26.47_perc,-53.14_perc,
-44.74_perc,-63.42_perc,
-45.86_perc,24.43_perc,
144.53_perc,-18.28_perc,
79.86_perc,-12.50_perc,
54.54_perc,-59.90_perc,
-8.58_perc,-42.34_perc,
-51.26_perc,-26.23_perc,
-14.65_perc,-18.07_perc,
-10.40_perc,4.53_perc,
-46.46_perc,-13.25_perc,
-10.95_perc,-27.11_perc,-10.60_perc
56.62_perc,11.69_perc,-69.49_perc
2.54_perc,17.24_perc,-19.56_perc
-37.28_perc,-9.44_perc,0.28_perc
none,18.25_perc,-29.58_perc
-27.93_perc,28.24_perc,6.12_perc
-44.67_perc,-19.63_perc,-6.25_perc
-26.06_perc,14.75_perc,
-39.34_perc,3.75_perc,
-7.46_perc,18.18_perc,
-38.99_perc,-21.33_perc,
-28.57_perc,-52.51_perc,
-5.46_perc,-33.89_perc,
-58.06_perc,34.19_perc,
0.62_perc,-16.84_perc,
-28.04_perc,-18.17_perc,
-46.14_perc,-22.94_perc,-0.79_perc
8.83_perc,38.00_perc,
7.68_perc,-34.47_perc,-21.10_perc
-1.24_perc,-12.42_perc,
-59.01_perc,-75.45_perc,
-24.42_perc,-29.60_perc,-1.52_perc
-19.66_perc,-30.12_perc,-33.11_perc
0.61_perc,26.17_perc,-5.18_perc
-3.29_perc,,
-1.42_perc,-7.70_perc,
-66.37_perc,-44.64_perc,
57.59_perc,-26.14_perc,
8.81_perc,-40.37_perc,
-36.07_perc,21.59_perc,
4.83_perc,-33.08_perc,
-38.29_perc,62.59_perc,-19.99_perc
-40.82_perc,35.49_perc,18.52_perc
-22.61_perc,-37.78_perc,
-43.84_perc,33.03_perc,
-19.40_perc,-47.60_perc,
-76.10_perc,5.90_perc,-16.46_perc
-9.13_perc,-24.43_perc,-12.00_perc
4.34_perc,-3.69_perc,-40.87_perc
-0.72_perc,68.44_perc,-17.08_perc
-34.65_perc,-86.36_perc,
11.72_perc,-47.92_perc,-19.01_perc
-28.17_perc,-11.68_perc,354.20_perc
-20.52_perc,-32.65_perc,-3.14_perc
7.27_perc,-30.64_perc,-17.46_perc
-43.01_perc,-18.32_perc,-24.16_perc
-8.17_perc,-40.83_perc,
-5.25_perc,-33.87_perc,-8.20_perc
-8.65_perc,3.37_perc,-14.56_perc
-40.97_perc,-25.55_perc,7.34_perc
22.82_perc,1.66_perc,-18.58_perc
-3.93_perc,-7.67_perc,-18.39_perc
-36.62_perc,-38.92_perc,
5.34_perc,-19.12_perc,
-3.79_perc,-16.20_perc,
