01-DDD-change1y,00-avengers-change_1_year,04-iGMM-change_1year
1.98_perc,-1.86_perc,
-26.08_perc,-45.31_perc,-26.70_perc
-29.88_perc,-66.88_perc,
none,-19.11_perc,
2.92_perc,-28.54_perc,
43.41_perc,14.53_perc,
-13.14_perc,15.11_perc,-56.32_perc
-19.55_perc,85.28_perc,
-2.97_perc,-16.13_perc,
-4.67_perc,-37.08_perc,
-36.59_perc,64.82_perc,-0.81_perc
-1.51_perc,-6.77_perc,
-2.48_perc,-22.27_perc,
-17.47_perc,15.38_perc,
-50.92_perc,-49.81_perc,
-12.00_perc,5.98_perc,-25.14_perc
-2.56_perc,-23.75_perc,176.89_perc
-73.96_perc,-83.10_perc,
2.94_perc,26.06_perc,-32.19_perc
-7.35_perc,185.97_perc,
53.99_perc,-23.44_perc,-52.80_perc
-24.14_perc,9.12_perc,
-50.29_perc,-24.85_perc,-19.30_perc
-14.45_perc,-67.00_perc,60.34_perc
none,19.71_perc,
-48.89_perc,-25.36_perc,
-35.74_perc,-62.44_perc,
-61.86_perc,28.59_perc,-70.47_perc
-27.24_perc,-31.70_perc,
6.77_perc,65.51_perc,
-32.45_perc,-40.31_perc,-54.90_perc
-2.79_perc,56.95_perc,-33.33_perc
-34.63_perc,-57.81_perc,-26.05_perc
-22.28_perc,21.41_perc,
-66.79_perc,-9.62_perc,
-48.66_perc,-49.26_perc,
-38.73_perc,-15.69_perc,-69.55_perc
-25.76_perc,-23.19_perc,
9.63_perc,-19.80_perc,
-10.79_perc,-31.11_perc,
113.13_perc,-8.04_perc,
-58.66_perc,-11.05_perc,4.56_perc
-14.19_perc,,
37.57_perc,-68.74_perc,
-35.98_perc,-55.02_perc,4.40_perc
-10.95_perc,-25.62_perc,
-18.61_perc,98.46_perc,9.52_perc
-2.63_perc,-31.06_perc,-32.61_perc
8.99_perc,-58.67_perc,
none,7.57_perc,
-2.98_perc,23.63_perc,-20.00_perc
-3.23_perc,-21.61_perc,
29.46_perc,0.00_perc,
14.23_perc,-7.11_perc,-48.91_perc
-66.73_perc,-14.81_perc,
-65.39_perc,-10.99_perc,-47.81_perc
-3.41_perc,-37.17_perc,-63.89_perc
-57.93_perc,2.09_perc,-46.75_perc
-82.52_perc,-33.11_perc,
-35.01_perc,-22.41_perc,-23.87_perc
13.11_perc,-6.25_perc,-5.15_perc
none,21.27_perc,
-28.41_perc,-13.83_perc,
-44.83_perc,-6.72_perc,
-21.09_perc,-42.81_perc,-37.67_perc
15.80_perc,-24.61_perc,
425.53_perc,-27.86_perc,65.88_perc
-33.36_perc,-0.60_perc,-37.51_perc
-51.72_perc,-43.10_perc,8.33_perc
3.47_perc,-57.50_perc,-0.31_perc
-55.01_perc,7.32_perc,-29.80_perc
-33.10_perc,-7.03_perc,
-28.80_perc,-6.91_perc,
-2.73_perc,4.38_perc,50.00_perc
-4.68_perc,-52.05_perc,
-42.95_perc,-53.20_perc,
-7.19_perc,-50.65_perc,-61.79_perc
4.59_perc,-53.64_perc,
6.36_perc,-13.23_perc,
16.97_perc,-58.73_perc,
-75.48_perc,-54.04_perc,-30.74_perc
-23.12_perc,25.37_perc,-6.21_perc
88.16_perc,-26.72_perc,-8.09_perc
4.01_perc,15.21_perc,
-14.98_perc,-7.21_perc,
66.88_perc,-33.88_perc,32.56_perc
-25.19_perc,-41.85_perc,
-93.00_perc,-51.19_perc,
-28.53_perc,26.88_perc,
-11.83_perc,47.58_perc,
105.30_perc,109.79_perc,
-20.37_perc,-17.06_perc,
-18.89_perc,-27.14_perc,
-29.18_perc,5.94_perc,
-19.80_perc,3.27_perc,
4.95_perc,12.24_perc,
-5.17_perc,-17.27_perc,-42.85_perc
109.97_perc,-13.37_perc,-0.37_perc
-46.67_perc,-18.32_perc,-34.72_perc
32.88_perc,15.02_perc,
19.01_perc,-4.19_perc,-28.78_perc
-6.71_perc,-10.87_perc,
-6.08_perc,-7.49_perc,
0.66_perc,-16.84_perc,
-44.41_perc,-54.92_perc,-19.03_perc
-20.82_perc,2.74_perc,
-39.30_perc,14.41_perc,-59.26_perc
-43.53_perc,70.94_perc,24.76_perc
-47.84_perc,-3.28_perc,81.23_perc
-8.73_perc,-5.29_perc,0.81_perc
58.19_perc,-33.54_perc,-16.17_perc
9.98_perc,-22.50_perc,-32.34_perc
-26.11_perc,-45.56_perc,
-27.51_perc,56.44_perc,
12.42_perc,-23.88_perc,
-64.06_perc,-9.02_perc,
-33.29_perc,-34.48_perc,-48.88_perc
-1.72_perc,-6.25_perc,
-63.19_perc,0.32_perc,-3.79_perc
10.99_perc,34.05_perc,2.89_perc
-55.20_perc,-30.47_perc,4.67_perc
174.58_perc,-5.31_perc,-20.50_perc
-60.60_perc,-52.81_perc,3.28_perc
-33.18_perc,22.57_perc,-11.37_perc
-16.61_perc,-25.21_perc,-8.49_perc
-26.75_perc,-10.29_perc,
39.06_perc,-10.87_perc,1.78_perc
-18.77_perc,-22.24_perc,
9.28_perc,-35.67_perc,16.45_perc
none,125.70_perc,
61.86_perc,9.50_perc,
29.89_perc,-11.12_perc,
-44.35_perc,-19.04_perc,
-2.84_perc,,
-22.64_perc,33.32_perc,
-60.08_perc,-26.37_perc,
-13.71_perc,-65.88_perc,-35.19_perc
-14.79_perc,-15.95_perc,-20.92_perc
-36.99_perc,-19.21_perc,
85.00_perc,-17.24_perc,-29.24_perc
171.50_perc,-4.07_perc,-45.74_perc
-15.24_perc,-29.99_perc,-47.01_perc
59.33_perc,7.78_perc,
-61.09_perc,-64.86_perc,
-46.10_perc,-95.22_perc,
-19.10_perc,-66.90_perc,
-51.01_perc,14.84_perc,-5.76_perc
111.48_perc,-65.90_perc,-8.24_perc
41.20_perc,110.59_perc,
-28.48_perc,-26.92_perc,-76.79_perc
-45.66_perc,-1.31_perc,-25.78_perc
-68.25_perc,-12.74_perc,
-0.73_perc,4.05_perc,-55.59_perc
-8.24_perc,-73.80_perc,31.27_perc
-0.44_perc,159.32_perc,
-66.89_perc,-14.31_perc,
-5.96_perc,-53.75_perc,
-55.94_perc,-26.19_perc,-18.66_perc
-39.06_perc,-0.15_perc,43.27_perc
-16.16_perc,-48.77_perc,25.36_perc
-52.04_perc,12.54_perc,
-6.19_perc,0.64_perc,
none,22.36_perc,19.81_perc
27.26_perc,-19.48_perc,
-12.48_perc,29.95_perc,
-45.26_perc,-28.01_perc,19.48_perc
1.42_perc,-16.46_perc,-23.64_perc
-6.74_perc,-38.33_perc,-16.53_perc
-22.92_perc,-40.95_perc,
-26.83_perc,-3.77_perc,
-0.43_perc,-26.17_perc,
-15.87_perc,,-5.27_perc
31.32_perc,3.21_perc,-49.24_perc
-17.09_perc,-92.68_perc,-18.79_perc
0.47_perc,-4.28_perc,-46.63_perc
25.84_perc,27.09_perc,-39.16_perc
-50.70_perc,-55.12_perc,
-19.23_perc,9.28_perc,
-31.94_perc,-39.25_perc,-14.52_perc
-14.88_perc,22.25_perc,-12.41_perc
-41.41_perc,-35.10_perc,
-16.49_perc,-50.08_perc,
30.29_perc,10.03_perc,-60.87_perc
-32.01_perc,41.69_perc,
202.05_perc,-45.23_perc,
-24.05_perc,5.41_perc,
-21.15_perc,-29.52_perc,
-33.15_perc,,
-33.22_perc,-21.60_perc,-44.47_perc
-16.06_perc,-14.30_perc,
0.29_perc,51.04_perc,
-8.45_perc,5.26_perc,16.58_perc
-23.53_perc,-28.30_perc,
-25.07_perc,53.30_perc,-14.76_perc
-17.17_perc,113.72_perc,-27.66_perc
3.41_perc,-44.02_perc,-39.06_perc
-33.81_perc,-74.27_perc,
-24.32_perc,-3.97_perc,-11.15_perc
-4.34_perc,103.33_perc,4.11_perc
-47.98_perc,-18.99_perc,
-51.96_perc,-50.56_perc,-34.05_perc
-63.21_perc,-45.14_perc,-46.39_perc
-30.84_perc,15.96_perc,-13.44_perc
-21.32_perc,10.82_perc,1.16_perc
-12.97_perc,-26.83_perc,
-36.98_perc,-17.09_perc,-8.99_perc
-28.32_perc,7.00_perc,
-21.37_perc,-38.45_perc,-28.67_perc
-6.13_perc,17.96_perc,-36.15_perc
-4.78_perc,-2.04_perc,
-11.75_perc,1.88_perc,-32.01_perc
-23.85_perc,-44.50_perc,-69.46_perc
-4.99_perc,18.59_perc,-35.78_perc
1.45_perc,17.41_perc,23.68_perc
-39.08_perc,-17.91_perc,-66.64_perc
5.85_perc,-17.35_perc,-54.39_perc
-53.46_perc,-7.83_perc,
2.80_perc,14.81_perc,
7.91_perc,-54.49_perc,-61.36_perc
-22.01_perc,-29.61_perc,-67.13_perc
-40.44_perc,-7.88_perc,-54.37_perc
-18.12_perc,-43.98_perc,
-15.08_perc,7.33_perc,
-34.37_perc,-27.41_perc,-50.00_perc
-53.66_perc,128.86_perc,-16.46_perc
-9.89_perc,-12.58_perc,
-8.40_perc,7.76_perc,
-16.15_perc,15.20_perc,-51.37_perc
none,57.81_perc,
-35.43_perc,-27.45_perc,
13.60_perc,-18.65_perc,-21.68_perc
-53.02_perc,60.23_perc,-18.62_perc
-3.96_perc,25.33_perc,
42.71_perc,-50.71_perc,
20.57_perc,6.09_perc,82.98_perc
-39.69_perc,5.42_perc,-22.65_perc
-12.98_perc,-12.70_perc,
-12.43_perc,-28.37_perc,
-21.71_perc,,4.29_perc
30.36_perc,-32.47_perc,
-23.93_perc,-25.65_perc,-26.80_perc
-86.22_perc,-63.56_perc,-48.86_perc
-17.90_perc,-45.30_perc,
-26.86_perc,-37.62_perc,
4.80_perc,59.84_perc,-27.59_perc
7.37_perc,11.01_perc,13.64_perc
-28.72_perc,66.90_perc,-38.31_perc
-30.96_perc,-35.76_perc,
-13.38_perc,-3.69_perc,-10.36_perc
-25.14_perc,-26.36_perc,
-15.93_perc,4.65_perc,
52.43_perc,-0.85_perc,
-28.50_perc,-24.66_perc,
-9.31_perc,3.04_perc,
-67.57_perc,17.83_perc,
-11.48_perc,156.25_perc,-64.15_perc
0.19_perc,-20.47_perc,
-20.96_perc,9.41_perc,
70.10_perc,-38.44_perc,
-23.24_perc,-65.48_perc,
-30.80_perc,-19.83_perc,
-45.52_perc,-43.44_perc,155.73_perc
35.36_perc,518.26_perc,-34.85_perc
54.50_perc,10.70_perc,
-64.29_perc,-14.31_perc,-17.32_perc
-17.39_perc,2.88_perc,9.23_perc
-54.63_perc,2.48_perc,-13.73_perc
51.56_perc,-2.96_perc,
9.55_perc,13.46_perc,
-17.55_perc,71.21_perc,
-64.76_perc,-30.36_perc,
-11.17_perc,-29.46_perc,46.09_perc
-8.56_perc,5.43_perc,
-41.03_perc,0.62_perc,
-25.11_perc,-7.78_perc,
-12.55_perc,19.76_perc,
48.77_perc,2.03_perc,
10.83_perc,5.40_perc,
-4.13_perc,-43.87_perc,
33.96_perc,-31.24_perc,
6.25_perc,-32.00_perc,50.85_perc
23.17_perc,-37.40_perc,
0.00_perc,6.11_perc,
-41.57_perc,-57.84_perc,
-39.93_perc,-8.08_perc,17.78_perc
-23.29_perc,-13.78_perc,
-20.18_perc,-5.14_perc,
-9.99_perc,-21.91_perc,-11.51_perc
-16.16_perc,-0.13_perc,
-5.66_perc,-46.01_perc,-30.21_perc
-20.37_perc,-12.71_perc,-33.16_perc
-50.94_perc,-24.42_perc,
-30.63_perc,-53.54_perc,-39.43_perc
-25.62_perc,-31.00_perc,
-62.14_perc,-17.69_perc,-21.58_perc
-14.67_perc,12.22_perc,8.99_perc
-25.14_perc,-33.61_perc,40.68_perc
-61.88_perc,3.44_perc,
-20.00_perc,-3.01_perc,
-15.10_perc,20.21_perc,
-47.25_perc,-1.55_perc,-33.05_perc
4.20_perc,-37.54_perc,21.12_perc
-6.96_perc,-2.81_perc,-23.62_perc
25.29_perc,8.46_perc,-10.78_perc
-54.94_perc,4.38_perc,-24.39_perc
-27.28_perc,-43.51_perc,
-26.34_perc,-53.74_perc,56.10_perc
24.11_perc,-17.97_perc,30.65_perc
54.12_perc,-34.33_perc,
-40.41_perc,0.44_perc,
20.37_perc,-6.02_perc,-24.84_perc
-51.25_perc,-55.84_perc,
-3.85_perc,-20.60_perc,
-38.40_perc,25.99_perc,-27.67_perc
-16.04_perc,59.16_perc,
14.10_perc,-80.79_perc,-22.50_perc
none,-30.51_perc,
7.29_perc,-39.93_perc,-67.70_perc
-52.95_perc,-39.09_perc,-31.57_perc
-65.96_perc,-24.07_perc,
-68.11_perc,-57.60_perc,
-50.81_perc,-27.85_perc,-10.28_perc
-51.15_perc,,
-11.86_perc,183.65_perc,-21.14_perc
-26.41_perc,-35.69_perc,-24.57_perc
-6.69_perc,31.86_perc,-65.88_perc
13.76_perc,-43.22_perc,42.07_perc
19.20_perc,-40.33_perc,-25.70_perc
-18.75_perc,-1.86_perc,-36.41_perc
63.67_perc,13.85_perc,
15.93_perc,6.10_perc,-26.78_perc
15.48_perc,22.44_perc,-29.65_perc
-20.51_perc,-2.39_perc,
-22.26_perc,19.43_perc,
24.04_perc,24.16_perc,-21.57_perc
-29.77_perc,1.13_perc,
-5.80_perc,11.11_perc,
32.93_perc,42.43_perc,-47.89_perc
-17.19_perc,-29.58_perc,
6.88_perc,18.36_perc,-36.45_perc
10.18_perc,-37.08_perc,
-31.62_perc,-5.85_perc,-32.98_perc
-6.50_perc,37.36_perc,-59.10_perc
85.55_perc,-5.78_perc,-48.74_perc
-0.77_perc,-25.89_perc,
-1.34_perc,-15.88_perc,
-63.70_perc,73.43_perc,-18.47_perc
-33.74_perc,9.18_perc,
-19.06_perc,-59.97_perc,-36.44_perc
-41.25_perc,-29.56_perc,
none,9.16_perc,
29.24_perc,-32.82_perc,
22.99_perc,-19.49_perc,
23.75_perc,-13.85_perc,28.69_perc
-22.40_perc,17.05_perc,-4.46_perc
-16.00_perc,-9.96_perc,
3.33_perc,-10.75_perc,
-14.98_perc,-3.70_perc,10.59_perc
12.78_perc,-33.42_perc,-22.49_perc
-8.53_perc,-48.22_perc,
-79.58_perc,-81.35_perc,
52.98_perc,7.14_perc,-24.92_perc
2.95_perc,-40.87_perc,10.10_perc
-14.33_perc,27.40_perc,-0.54_perc
-77.45_perc,58.45_perc,
-20.14_perc,-40.13_perc,
-56.22_perc,11.26_perc,-17.76_perc
-0.82_perc,-17.61_perc,-3.99_perc
-12.87_perc,-27.37_perc,-0.92_perc
67.46_perc,48.40_perc,
85.68_perc,-22.94_perc,-24.93_perc
410.68_perc,-38.72_perc,
-33.33_perc,-60.37_perc,
-33.90_perc,-29.08_perc,20.05_perc
-23.76_perc,-0.86_perc,
-0.87_perc,-51.38_perc,
252.25_perc,-11.31_perc,122.76_perc
-1.71_perc,203.81_perc,-22.88_perc
-16.44_perc,5.28_perc,
-6.46_perc,185.24_perc,
-47.91_perc,-64.15_perc,
-41.49_perc,-38.33_perc,
-27.14_perc,40.14_perc,-4.92_perc
-28.22_perc,-12.13_perc,-29.03_perc
13.34_perc,12.47_perc,-63.68_perc
22.24_perc,-2.17_perc,
30.54_perc,24.14_perc,
249.45_perc,0.00_perc,-53.96_perc
-50.30_perc,-28.67_perc,
-44.19_perc,2.11_perc,-34.49_perc
-55.88_perc,-20.73_perc,-15.07_perc
-20.51_perc,104.92_perc,6.73_perc
-28.53_perc,105.60_perc,
105.46_perc,-31.87_perc,
-35.76_perc,-29.98_perc,6.07_perc
-13.64_perc,-29.47_perc,-43.41_perc
20.98_perc,109.15_perc,35.50_perc
-46.92_perc,-37.42_perc,-6.70_perc
-15.30_perc,-34.26_perc,
-31.50_perc,-20.80_perc,
14.73_perc,16.77_perc,-43.32_perc
6.86_perc,-17.08_perc,-51.97_perc
33.89_perc,-4.10_perc,
-18.51_perc,4.23_perc,
-31.79_perc,-10.43_perc,
-37.27_perc,29.68_perc,
-42.54_perc,23.47_perc,
-60.91_perc,-56.93_perc,51.67_perc
-12.00_perc,-12.24_perc,
-17.61_perc,3.19_perc,
-4.51_perc,27.48_perc,-23.28_perc
-11.71_perc,-38.00_perc,-4.49_perc
13.25_perc,58.78_perc,
-49.99_perc,-14.81_perc,-17.57_perc
none,-57.69_perc,
-37.77_perc,-8.94_perc,
-2.22_perc,-17.67_perc,
37.84_perc,-22.57_perc,
-4.69_perc,-16.41_perc,-20.40_perc
2.46_perc,-39.20_perc,
-46.49_perc,-64.60_perc,-38.06_perc
-8.11_perc,-33.00_perc,-20.93_perc
11.97_perc,-5.43_perc,
21.57_perc,-14.42_perc,-29.15_perc
-20.61_perc,-46.80_perc,-55.57_perc
-22.44_perc,58.02_perc,
-14.43_perc,-19.54_perc,-35.88_perc
-30.85_perc,0.44_perc,-35.05_perc
-50.86_perc,-0.07_perc,-43.55_perc
24.78_perc,-21.26_perc,-42.12_perc
-21.79_perc,-67.56_perc,
-48.72_perc,-17.99_perc,-31.20_perc
-5.26_perc,-50.59_perc,-7.45_perc
-17.36_perc,-25.78_perc,
-2.45_perc,-18.66_perc,
-5.90_perc,-68.06_perc,
3.10_perc,-18.60_perc,
-54.54_perc,4.83_perc,-29.16_perc
2.05_perc,-61.10_perc,
45.79_perc,-8.69_perc,
-21.19_perc,-4.37_perc,-14.83_perc
-8.54_perc,-87.45_perc,
-40.32_perc,51.57_perc,
0.48_perc,7.40_perc,
-30.12_perc,-28.61_perc,-1.70_perc
-10.17_perc,-0.32_perc,
-48.08_perc,3.51_perc,-49.76_perc
-2.90_perc,32.13_perc,-42.21_perc
-42.30_perc,-5.68_perc,-27.13_perc
11.00_perc,-23.31_perc,
-8.40_perc,,
7.15_perc,-16.00_perc,
-35.22_perc,-33.17_perc,-20.93_perc
-14.29_perc,-19.72_perc,
-14.30_perc,-66.69_perc,12.28_perc
-0.10_perc,51.22_perc,11.43_perc
-16.95_perc,-37.54_perc,
-15.53_perc,-4.21_perc,-24.75_perc
-1.47_perc,-12.86_perc,
-14.74_perc,-18.76_perc,-30.15_perc
-37.48_perc,73.22_perc,2.89_perc
none,-48.89_perc,-20.53_perc
-19.56_perc,-10.64_perc,
-29.04_perc,19.48_perc,
-22.84_perc,39.90_perc,
-44.32_perc,-44.78_perc,-18.92_perc
-33.66_perc,-28.44_perc,-17.12_perc
-49.69_perc,-23.33_perc,-45.70_perc
-35.51_perc,-37.40_perc,
3.00_perc,-3.62_perc,-30.77_perc
-29.05_perc,223.27_perc,-15.46_perc
3.11_perc,-60.90_perc,
-30.18_perc,-31.62_perc,-19.23_perc
-14.71_perc,3.59_perc,55.20_perc
49.08_perc,-26.87_perc,
34.78_perc,-5.50_perc,10.96_perc
-9.04_perc,-34.15_perc,0.51_perc
37.50_perc,-0.48_perc,
-4.84_perc,-9.09_perc,
4.49_perc,-33.77_perc,12.27_perc
6.92_perc,-55.14_perc,21.90_perc
-36.37_perc,-16.75_perc,-35.64_perc
158.39_perc,-11.38_perc,
5.54_perc,-9.17_perc,-48.15_perc
-10.18_perc,-24.81_perc,-16.37_perc
-25.93_perc,-40.45_perc,
-50.96_perc,-30.70_perc,-31.24_perc
-9.88_perc,-27.83_perc,
-10.51_perc,-16.21_perc,-35.71_perc
129.76_perc,-4.71_perc,
-21.57_perc,-13.01_perc,-14.47_perc
-6.94_perc,-22.06_perc,
-50.39_perc,70.05_perc,
0.66_perc,-17.01_perc,-47.72_perc
3.36_perc,-18.03_perc,-15.23_perc
-61.39_perc,-60.67_perc,5.72_perc
-18.68_perc,28.68_perc,
-8.44_perc,-5.45_perc,
-25.69_perc,-6.01_perc,-26.04_perc
5.71_perc,55.32_perc,
-32.02_perc,3.91_perc,-20.63_perc
-34.92_perc,40.54_perc,
58.80_perc,-12.10_perc,
61.89_perc,-29.63_perc,
-5.33_perc,-85.29_perc,
-20.64_perc,0.10_perc,-44.59_perc
-34.00_perc,12.19_perc,-60.19_perc
156.01_perc,,
-11.24_perc,-24.14_perc,-15.35_perc
-22.05_perc,81.76_perc,-34.24_perc
-20.83_perc,3.07_perc,-35.16_perc
-43.12_perc,-43.03_perc,
-41.35_perc,-47.98_perc,-20.16_perc
-13.06_perc,27.87_perc,-8.67_perc
-43.95_perc,-13.11_perc,
-36.16_perc,-28.97_perc,
-37.19_perc,73.77_perc,2.63_perc
-11.00_perc,-25.73_perc,
73.81_perc,-7.67_perc,0.74_perc
-13.16_perc,-23.89_perc,
37.20_perc,-25.45_perc,-40.08_perc
-31.73_perc,34.44_perc,72.54_perc
-14.97_perc,9.02_perc,-21.62_perc
-30.48_perc,7.27_perc,
-13.83_perc,24.00_perc,-40.32_perc
-49.14_perc,-74.54_perc,
-7.82_perc,12.74_perc,
-44.64_perc,12.05_perc,38.49_perc
-19.11_perc,-8.50_perc,-13.28_perc
-21.91_perc,-26.77_perc,
14.52_perc,8.87_perc,
-46.13_perc,-43.99_perc,-12.36_perc
48.34_perc,-60.78_perc,
-22.28_perc,-4.23_perc,-20.77_perc
-20.86_perc,-23.11_perc,
-15.60_perc,-16.55_perc,-18.39_perc
16.37_perc,61.09_perc,25.63_perc
22.31_perc,-11.88_perc,
10.81_perc,-17.24_perc,
27.87_perc,-50.26_perc,
-7.95_perc,-11.90_perc,
10.03_perc,-42.33_perc,-11.88_perc
-13.64_perc,-14.70_perc,
-5.44_perc,2.44_perc,
-23.46_perc,-23.29_perc,
1.68_perc,53.59_perc,
-43.79_perc,1.96_perc,20.40_perc
-19.25_perc,10.18_perc,
89.34_perc,302.19_perc,-39.64_perc
-53.58_perc,-66.56_perc,
-33.48_perc,22.34_perc,
-15.91_perc,,
-49.83_perc,21.01_perc,-13.51_perc
-26.56_perc,-41.58_perc,
-16.38_perc,15.15_perc,-23.18_perc
4.30_perc,10.90_perc,
-17.30_perc,106.34_perc,
12.61_perc,-18.21_perc,39.53_perc
-13.54_perc,-16.18_perc,-69.17_perc
-14.89_perc,90.38_perc,
-17.99_perc,-30.62_perc,-28.14_perc
64.00_perc,79.40_perc,
-36.36_perc,26.17_perc,7.20_perc
54.35_perc,16.82_perc,-52.96_perc
-11.05_perc,-7.87_perc,
-35.17_perc,-20.70_perc,-8.89_perc
-27.03_perc,28.83_perc,
-53.67_perc,-40.76_perc,
-71.66_perc,-8.63_perc,43.19_perc
-11.61_perc,6.25_perc,-12.44_perc
-29.63_perc,-45.45_perc,
6.65_perc,-47.87_perc,
-15.12_perc,-29.69_perc,-14.11_perc
0.51_perc,11.88_perc,
-8.61_perc,0.00_perc,
-32.73_perc,-12.80_perc,
-30.00_perc,-38.76_perc,-25.01_perc
-13.34_perc,-14.16_perc,
17.63_perc,33.04_perc,13.41_perc
-10.53_perc,-13.79_perc,
8.01_perc,-31.87_perc,-32.61_perc
-20.28_perc,-50.29_perc,-41.59_perc
-11.13_perc,256.36_perc,
-16.28_perc,28.92_perc,
-6.80_perc,-41.42_perc,-12.58_perc
-16.44_perc,-22.18_perc,39.54_perc
-25.51_perc,-14.76_perc,
-36.19_perc,24.22_perc,
28.75_perc,-17.50_perc,3.70_perc
-14.59_perc,-4.60_perc,
62.43_perc,20.88_perc,
-48.40_perc,122.99_perc,
1.65_perc,-36.27_perc,
-14.26_perc,-15.85_perc,3.11_perc
none,-16.14_perc,-19.18_perc
6.15_perc,-13.56_perc,
-27.69_perc,72.92_perc,-4.88_perc
-52.19_perc,3.75_perc,-5.51_perc
12.71_perc,-16.33_perc,
44.25_perc,-46.01_perc,
-12.28_perc,-9.46_perc,
8.43_perc,10.26_perc,
-24.69_perc,75.31_perc,
-42.73_perc,-8.39_perc,
-8.74_perc,150.24_perc,66.15_perc
-11.08_perc,458.57_perc,
43.62_perc,-14.91_perc,-39.36_perc
none,57.88_perc,-71.38_perc
-29.09_perc,16.71_perc,
-25.94_perc,3.82_perc,-19.95_perc
-19.71_perc,0.11_perc,-53.36_perc
-18.75_perc,20.45_perc,
-17.70_perc,-62.74_perc,-4.94_perc
-35.54_perc,-3.29_perc,-61.28_perc
-6.27_perc,-33.33_perc,
-23.05_perc,10.58_perc,-24.43_perc
20.87_perc,-49.58_perc,
-7.59_perc,-21.44_perc,-58.58_perc
85.34_perc,41.87_perc,-23.96_perc
6.69_perc,36.21_perc,
-0.62_perc,-21.69_perc,
none,-46.81_perc,26.19_perc
-38.46_perc,-47.66_perc,
-29.56_perc,-40.91_perc,
-12.29_perc,23.46_perc,
-47.26_perc,-33.47_perc,-28.88_perc
-45.05_perc,-20.57_perc,
-18.65_perc,-0.64_perc,
200.04_perc,-50.02_perc,
-27.88_perc,-7.68_perc,-17.96_perc
-35.91_perc,,-27.56_perc
-4.97_perc,,-32.54_perc
-0.52_perc,-19.98_perc,-29.83_perc
-32.35_perc,7.83_perc,-56.33_perc
-46.05_perc,-9.06_perc,-52.90_perc
7.82_perc,-7.33_perc,-69.66_perc
-57.85_perc,-14.39_perc,-21.05_perc
18.62_perc,-36.12_perc,-13.83_perc
12.75_perc,-78.18_perc,-40.75_perc
4.51_perc,6.98_perc,-16.67_perc
96.79_perc,-8.64_perc,-49.93_perc
21.34_perc,1.51_perc,
-37.21_perc,-3.82_perc,-38.62_perc
18.60_perc,7.32_perc,-63.08_perc
-37.45_perc,-24.20_perc,-47.15_perc
-52.04_perc,-29.33_perc,-6.25_perc
-26.88_perc,-1.14_perc,-31.85_perc
1.40_perc,-17.33_perc,-4.81_perc
-58.65_perc,4.76_perc,
-32.76_perc,-18.28_perc,-12.31_perc
59.17_perc,50.23_perc,7.97_perc
4.75_perc,64.95_perc,-36.31_perc
-40.96_perc,16.25_perc,
-5.38_perc,-26.61_perc,-33.07_perc
293.28_perc,3.49_perc,
-30.25_perc,-34.52_perc,25.00_perc
-18.49_perc,25.65_perc,
-9.29_perc,-20.48_perc,
14.02_perc,8.26_perc,-52.29_perc
-23.78_perc,-9.87_perc,
8.00_perc,-5.06_perc,5.48_perc
-20.60_perc,3.53_perc,-6.23_perc
32.72_perc,0.00_perc,-7.28_perc
-8.54_perc,-14.94_perc,
-58.56_perc,-10.25_perc,
36.58_perc,-47.88_perc,
-59.48_perc,-12.99_perc,-1.91_perc
-36.03_perc,-29.88_perc,-17.45_perc
-2.75_perc,7.76_perc,-35.10_perc
-18.17_perc,-33.80_perc,-35.59_perc
6.54_perc,29.09_perc,4.61_perc
-63.60_perc,3.01_perc,-53.21_perc
-26.91_perc,-15.68_perc,-43.84_perc
31.61_perc,-14.25_perc,
-29.79_perc,-1.88_perc,
-7.93_perc,14.26_perc,-44.08_perc
-20.65_perc,-11.10_perc,-8.70_perc
-46.50_perc,-7.95_perc,
93.10_perc,58.27_perc,-66.31_perc
-22.33_perc,-7.37_perc,
-3.76_perc,-22.22_perc,
-66.04_perc,47.96_perc,-13.19_perc
-98.91_perc,-11.40_perc,-3.53_perc
40.90_perc,2.76_perc,-53.28_perc
-25.77_perc,-46.16_perc,3.90_perc
14.21_perc,-6.06_perc,
10.25_perc,-7.10_perc,
-23.59_perc,59.04_perc,-34.36_perc
-35.72_perc,-5.63_perc,-28.32_perc
-18.38_perc,-17.47_perc,
-14.26_perc,-30.10_perc,
-52.39_perc,-3.26_perc,75.52_perc
48.29_perc,-15.99_perc,-31.42_perc
-27.15_perc,-13.85_perc,-68.62_perc
none,-9.09_perc,-0.58_perc
226.28_perc,-46.28_perc,
-17.89_perc,-47.32_perc,
-43.92_perc,44.57_perc,100.85_perc
-1.57_perc,-9.19_perc,33.24_perc
14.21_perc,-56.82_perc,-20.96_perc
8.39_perc,-7.18_perc,4.76_perc
-79.81_perc,-58.54_perc,
-8.06_perc,6.61_perc,-45.93_perc
-22.12_perc,52.23_perc,
51.36_perc,6.01_perc,10.35_perc
-22.03_perc,-17.49_perc,-22.14_perc
15.08_perc,-25.15_perc,
246.67_perc,-24.24_perc,
-28.15_perc,14.03_perc,-55.32_perc
-45.82_perc,-8.62_perc,-32.09_perc
10.89_perc,6.45_perc,
56.05_perc,-29.68_perc,-36.79_perc
-4.89_perc,,
12.30_perc,-28.97_perc,-29.83_perc
-12.16_perc,-34.89_perc,
