00-avengers-market_cap,03-gren-market_capitalization_usd,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap,06-MarScoToc-master_cap,02-GioPonSpiz-pricecap
doll_0.42 b,2370000000.0,doll_190.63 b,,doll_1.87 b,doll_5.96 b,doll_2.52 b,doll_2.52 b
doll_0.42 b,2370000000.0,doll_199.51 b,,doll_1.87 b,doll_6.65 b,doll_2.52 b,doll_2.52 b
doll_0.42 b,2370000000.0,doll_206.07 b,doll_0.72 B,doll_1.87 b,doll_0.71 b,doll_2.52 b,doll_2.52 b
doll_0.43 b,2370000000.0,doll_179.90 b,doll_0.72 B,doll_1.87 b,doll_8.45 b,doll_2.52 b,doll_2.51 b
doll_0.43 b,2360000000.0,doll_202.10 b,doll_0.72 B,doll_1.86 b,doll_2.34 b,doll_2.52 b,doll_2.51 b
doll_0.43 b,2360000000.0,doll_182.97 b,,doll_1.86 b,doll_0.93 b,doll_2.51 b,doll_2.51 b
doll_0.43 b,2360000000.0,doll_221.65 b,,doll_1.86 b,doll_11.34 b,doll_2.51 b,doll_2.51 b
doll_0.43 b,2360000000.0,doll_199.06 b,,doll_1.86 b,doll_4.03 b,doll_2.51 b,doll_2.51 b
doll_0.43 b,2360000000.0,doll_209.87 b,,doll_1.86 b,doll_1.70 b,doll_2.50 b,doll_2.51 b
doll_0.43 b,2350000000.0,doll_200.31 b,doll_0.72 B,doll_1.86 b,doll_0.29 b,doll_2.50 b,doll_2.51 b
doll_0.43 b,2350000000.0,doll_183.67 b,,doll_1.86 b,doll_0.49 b,doll_2.50 b,doll_2.51 b
doll_0.43 b,2350000000.0,doll_197.96 b,,doll_1.86 b,doll_10.50 b,doll_2.50 b,doll_2.51 b
doll_0.43 b,2350000000.0,doll_197.65 b,,doll_1.86 b,doll_12.32 b,doll_2.50 b,doll_2.51 b
doll_0.43 b,2350000000.0,doll_216.56 b,doll_0.72 B,doll_1.85 b,doll_0.44 b,doll_2.50 b,doll_2.51 b
doll_0.43 b,2350000000.0,doll_245.29 b,,doll_1.85 b,doll_0.69 b,doll_2.50 b,doll_2.50 b
doll_0.43 b,2350000000.0,doll_304.25 b,doll_0.73 B,doll_1.85 b,doll_331.69 b,doll_2.49 b,doll_2.50 b
doll_0.43 b,2350000000.0,doll_255.77 b,,doll_1.85 b,doll_0.71 b,doll_2.49 b,doll_2.50 b
doll_0.43 b,2350000000.0,doll_232.84 b,doll_0.73 B,doll_1.85 b,doll_17.87 b,doll_2.49 b,doll_2.50 b
doll_0.43 b,2350000000.0,doll_242.35 b,,doll_1.85 b,doll_6.79 b,doll_2.49 b,doll_2.50 b
doll_0.43 b,2350000000.0,doll_315.22 b,,doll_1.84 b,doll_46.42 b,doll_2.49 b,doll_2.50 b
doll_0.43 b,2340000000.0,doll_263.16 b,,doll_1.84 b,doll_19.45 b,doll_2.49 b,doll_2.49 b
doll_0.43 b,2340000000.0,doll_222.91 b,doll_0.73 B,doll_1.84 b,doll_24.33 b,doll_2.48 b,doll_2.49 b
doll_0.43 b,2340000000.0,doll_272.07 b,,doll_1.84 b,doll_33.71 b,doll_2.48 b,doll_2.49 b
doll_0.43 b,2340000000.0,doll_273.40 b,,doll_1.84 b,doll_8.90 b,doll_2.48 b,doll_2.49 b
doll_0.43 b,2340000000.0,doll_238.28 b,,doll_1.84 b,doll_22.76 b,doll_2.48 b,doll_2.49 b
doll_0.43 b,2340000000.0,doll_224.28 b,,doll_1.84 b,doll_3.10 b,doll_2.48 b,doll_2.48 b
doll_0.43 b,2340000000.0,doll_268.73 b,doll_0.73 B,doll_1.84 b,doll_7.82 b,doll_2.48 b,doll_2.48 b
doll_0.43 b,2340000000.0,doll_278.34 b,doll_0.73 B,doll_1.84 b,doll_1.40 b,doll_2.48 b,doll_2.48 b
doll_0.43 b,2340000000.0,doll_264.70 b,,doll_1.84 b,doll_3.08 b,doll_2.47 b,doll_2.48 b
doll_0.43 b,2330000000.0,doll_333.66 b,doll_0.73 B,doll_1.84 b,doll_14.97 b,doll_2.47 b,doll_2.48 b
doll_0.43 b,2330000000.0,doll_442.28 b,,doll_1.83 b,doll_3.88 b,doll_2.47 b,doll_2.48 b
doll_0.43 b,2330000000.0,doll_387.82 b,,doll_1.83 b,doll_7.35 b,doll_2.47 b,doll_2.47 b
doll_0.43 b,2330000000.0,doll_327.89 b,,doll_1.83 b,doll_45.31 b,doll_2.47 b,doll_2.47 b
doll_0.43 b,2330000000.0,doll_352.59 b,,doll_1.82 b,doll_27.83 b,doll_2.47 b,doll_2.47 b
doll_0.44 b,2330000000.0,doll_445.84 b,doll_0.74 B,doll_1.82 b,doll_8.01 b,doll_2.46 b,doll_2.47 b
doll_0.44 b,2320000000.0,doll_340.13 b,doll_0.73 B,doll_1.82 b,doll_2.19 b,doll_2.46 b,doll_2.47 b
doll_0.44 b,2320000000.0,doll_453.78 b,doll_0.74 B,doll_1.82 b,doll_6.00 b,doll_2.46 b,doll_2.47 b
doll_0.44 b,2320000000.0,doll_435.61 b,doll_0.74 B,doll_1.82 b,doll_1.01 b,,doll_2.46 b
doll_0.44 b,2320000000.0,doll_351.22 b,doll_0.74 B,doll_1.82 b,doll_10.79 b,doll_2.45 b,doll_2.46 b
doll_0.44 b,2310000000.0,doll_358.59 b,,doll_1.81 b,doll_66.36 b,doll_2.45 b,doll_2.46 b
doll_0.44 b,2310000000.0,doll_424.25 b,,doll_1.81 b,doll_1.65 b,doll_2.45 b,doll_2.46 b
doll_0.44 b,2310000000.0,doll_354.89 b,doll_0.74 B,doll_1.81 b,doll_24.67 b,doll_2.45 b,doll_2.45 b
doll_0.44 b,2310000000.0,doll_411.93 b,doll_0.74 B,doll_1.81 b,doll_6.27 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2310000000.0,doll_360.66 b,,doll_1.81 b,doll_0.49 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2310000000.0,doll_339.48 b,,doll_1.81 b,doll_3.43 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_1.883 t,,doll_1.80 b,doll_3.11 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_473.88 b,doll_0.74 B,doll_1.80 b,doll_6.38 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_467.09 b,doll_0.74 B,doll_1.80 b,doll_7.27 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_470.10 b,,doll_1.80 b,doll_3.62 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_695.85 b,,doll_1.80 b,doll_6.68 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_468.29 b,,doll_1.79 b,doll_2.69 b,doll_2.44 b,doll_2.45 b
doll_0.44 b,2300000000.0,doll_1.000 t,,doll_1.79 b,doll_1.51 b,doll_2.43 b,doll_2.45 b
doll_0.44 b,2290000000.0,doll_1.200 t,doll_0.75 B,doll_1.79 b,doll_2.42 b,doll_2.43 b,doll_2.45 b
doll_0.44 b,2290000000.0,doll_1.798 t,,doll_1.79 b,doll_4.02 b,doll_2.43 b,doll_2.45 b
doll_0.44 b,2290000000.0,doll_1.95 b,,doll_1.79 b,doll_7.30 b,doll_2.43 b,doll_2.44 b
doll_0.45 b,2290000000.0,doll_2.29 b,doll_0.75 B,doll_1.79 b,doll_12.02 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2290000000.0,doll_2.11 b,,doll_1.79 b,doll_4.14 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2290000000.0,doll_1.82 b,,doll_1.79 b,doll_3.22 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2290000000.0,doll_1.82 b,,doll_1.79 b,doll_5.06 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2290000000.0,doll_1.82 b,,doll_1.79 b,doll_44.25 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2280000000.0,doll_1.82 b,doll_0.75 B,doll_1.79 b,doll_0.57 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2280000000.0,doll_1.82 b,doll_0.75 B,doll_1.79 b,doll_4.88 b,doll_2.42 b,doll_2.44 b
doll_0.45 b,2280000000.0,doll_1.82 b,,doll_1.79 b,doll_0.40 b,doll_2.42 b,doll_2.43 b
doll_0.45 b,2280000000.0,doll_1.82 b,,doll_1.79 b,doll_1.78 b,doll_2.41 b,doll_2.43 b
doll_0.45 b,2280000000.0,doll_1.83 b,doll_0.76 B,doll_1.79 b,doll_13.37 b,doll_2.41 b,doll_2.43 b
doll_0.45 b,2280000000.0,doll_1.83 b,,doll_1.78 b,doll_2.67 b,doll_2.41 b,doll_2.43 b
doll_0.45 b,2280000000.0,doll_1.83 b,,doll_1.78 b,doll_3.78 b,doll_2.40 b,doll_2.43 b
doll_0.45 b,2280000000.0,doll_1.83 b,,doll_1.78 b,doll_0.15 b,doll_2.40 b,doll_2.43 b
doll_0.46 b,2280000000.0,doll_1.83 b,doll_0.76 B,doll_1.78 b,doll_3.09 b,doll_2.40 b,doll_2.43 b
doll_0.46 b,2280000000.0,doll_1.83 b,doll_0.76 B,doll_1.78 b,doll_2.82 b,doll_2.40 b,doll_2.43 b
doll_0.46 b,2270000000.0,doll_1.83 b,,doll_1.78 b,doll_0.10 b,doll_2.40 b,doll_2.42 b
doll_0.46 b,2270000000.0,doll_1.83 b,,doll_1.78 b,doll_3.74 b,doll_2.40 b,doll_2.42 b
doll_0.46 b,2270000000.0,doll_1.83 b,doll_0.76 B,doll_1.78 b,doll_65.01 m,doll_2.39 b,doll_2.42 b
doll_0.46 b,2270000000.0,doll_1.84 b,doll_0.76 B,doll_1.78 b,doll_150.14 b,doll_2.39 b,doll_2.42 b
doll_0.46 b,2270000000.0,doll_1.83 b,,doll_1.78 b,doll_77.58 b,doll_2.39 b,doll_2.42 b
doll_0.46 b,2270000000.0,doll_1.84 b,,doll_1.77 b,doll_19.60 b,doll_2.39 b,doll_2.42 b
doll_0.46 b,2260000000.0,doll_1.83 b,,doll_1.77 b,doll_26.22 b,doll_2.39 b,doll_2.42 b
doll_0.46 b,2260000000.0,doll_1.83 b,doll_0.78 B,doll_1.77 b,doll_16.21 b,doll_2.39 b,doll_2.41 b
doll_0.46 b,2260000000.0,doll_1.68 b,doll_0.78 B,doll_1.77 b,doll_66.23 b,doll_2.39 b,doll_2.41 b
doll_0.46 b,2250000000.0,doll_1.47 b,doll_0.78 B,doll_1.77 b,doll_203.52 b,doll_2.39 b,doll_2.41 b
doll_0.46 b,2250000000.0,doll_1.56 b,doll_0.78 B,doll_1.77 b,doll_36.52 b,doll_2.39 b,doll_2.41 b
doll_0.47 b,2250000000.0,doll_1.68 b,,doll_1.77 b,doll_12.40 b,doll_2.38 b,doll_2.41 b
doll_0.47 b,2250000000.0,doll_1.25 b,doll_0.78 B,doll_1.77 b,doll_125.51 b,doll_2.38 b,doll_2.40 b
doll_0.47 b,2240000000.0,doll_1.47 b,doll_0.78 B,doll_1.76 b,doll_75.59 b,doll_2.38 b,doll_2.40 b
doll_0.47 b,2240000000.0,doll_1.47 b,doll_0.78 B,doll_1.76 b,doll_55.21 b,doll_2.38 b,doll_2.40 b
doll_0.47 b,2240000000.0,doll_1.35 b,,doll_1.76 b,doll_7.98 b,doll_2.38 b,doll_2.39 b
doll_0.47 b,2240000000.0,doll_1.16 b,,doll_1.76 b,doll_43.62 b,doll_2.38 b,doll_2.39 b
doll_0.47 b,2240000000.0,doll_1.47 b,,doll_1.76 b,doll_7.21 b,doll_2.38 b,doll_2.39 b
doll_0.47 b,2240000000.0,doll_1.46 b,,doll_1.76 b,doll_11.83 b,doll_2.37 b,doll_2.39 b
doll_0.48 b,2240000000.0,doll_1.47 b,doll_0.79 B,doll_1.76 b,doll_6.97 b,doll_2.37 b,doll_2.39 b
doll_0.48 b,2230000000.0,doll_1.36 b,,doll_1.76 b,doll_19.08 b,doll_2.37 b,doll_2.39 b
doll_0.48 b,2230000000.0,doll_1.35 b,,doll_1.76 b,doll_7.60 b,doll_2.37 b,doll_2.39 b
doll_0.48 b,2230000000.0,doll_1.36 b,,doll_1.76 b,doll_18.02 b,doll_2.37 b,doll_2.39 b
doll_0.48 b,2230000000.0,doll_1.36 b,doll_0.79 B,doll_1.76 b,doll_4.46 b,doll_2.37 b,doll_2.38 b
doll_0.48 b,2230000000.0,doll_1.25 b,,doll_1.76 b,doll_4.77 b,doll_2.36 b,doll_2.38 b
doll_0.48 b,2230000000.0,doll_1.35 b,,doll_1.75 b,doll_27.13 b,doll_2.36 b,doll_2.38 b
doll_0.48 b,2230000000.0,doll_1.25 b,,doll_1.75 b,doll_4.07 b,doll_2.36 b,doll_2.38 b
doll_0.48 b,2230000000.0,doll_1.36 b,doll_0.79 B,doll_1.75 b,doll_4.94 b,doll_2.36 b,doll_2.37 b
doll_0.48 b,2220000000.0,doll_1.25 b,,doll_1.75 b,doll_36.96 b,doll_2.36 b,doll_2.37 b
doll_0.48 b,2220000000.0,doll_1.26 b,,doll_1.74 b,doll_6.30 b,doll_2.35 b,doll_2.37 b
doll_0.48 b,2220000000.0,doll_1.05 b,doll_0.80 B,doll_1.74 b,doll_4.41 b,doll_2.35 b,doll_2.37 b
doll_0.48 b,2220000000.0,doll_0.90 b,,doll_1.74 b,doll_6.98 b,doll_2.35 b,doll_2.37 b
doll_0.48 b,2220000000.0,doll_0.90 b,,doll_1.74 b,doll_30.57 b,doll_2.35 b,doll_2.37 b
doll_0.48 b,2210000000.0,doll_0.98 b,,doll_1.74 b,doll_13.26 b,doll_2.35 b,doll_2.37 b
doll_0.48 b,2210000000.0,doll_1.36 b,,doll_1.74 b,doll_44.78 b,doll_2.35 b,doll_2.37 b
doll_0.48 b,2200000000.0,doll_0.90 b,doll_0.80 B,doll_1.74 b,doll_11.82 b,doll_2.35 b,doll_2.36 b
doll_0.48 b,2200000000.0,doll_1.36 b,,doll_1.73 b,doll_14.29 b,doll_2.34 b,doll_2.36 b
doll_0.49 b,2200000000.0,doll_0.90 b,doll_0.80 B,,doll_4.39 b,doll_2.34 b,doll_2.36 b
doll_0.49 b,2200000000.0,doll_0.90 b,,doll_1.73 b,doll_6.20 b,doll_2.34 b,doll_2.36 b
doll_0.49 b,2200000000.0,doll_0.90 b,,doll_1.73 b,doll_4.03 b,doll_2.34 b,doll_2.36 b
doll_0.49 b,2200000000.0,doll_0.90 b,,doll_1.73 b,doll_2.20 b,doll_2.34 b,doll_2.36 b
doll_0.49 b,2190000000.0,doll_1.36 b,doll_0.80 B,doll_1.73 b,doll_5.11 b,doll_2.33 b,doll_2.35 b
doll_0.49 b,2190000000.0,doll_1.36 b,doll_0.80 B,doll_1.73 b,doll_4.64 b,doll_2.33 b,doll_2.35 b
doll_0.49 b,2190000000.0,doll_0.90 b,doll_0.80 B,doll_1.73 b,doll_5.50 b,doll_2.32 b,doll_2.35 b
doll_0.49 b,2190000000.0,doll_0.90 b,,doll_1.73 b,doll_22.85 b,doll_2.32 b,doll_2.35 b
doll_0.49 b,2190000000.0,doll_0.90 b,doll_0.80 B,doll_1.72 b,doll_5.24 b,,doll_2.34 b
doll_0.49 b,2190000000.0,doll_1.16 b,doll_0.81 B,doll_1.72 b,doll_9.96 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2180000000.0,doll_0.91 b,,doll_1.72 b,doll_10.53 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2180000000.0,doll_0.90 b,,doll_1.72 b,doll_7.13 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2180000000.0,doll_0.91 b,doll_0.81 B,doll_1.72 b,doll_0.28 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2180000000.0,doll_0.91 b,doll_0.81 B,doll_1.72 b,doll_15.98 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2180000000.0,doll_0.91 b,,doll_1.72 b,doll_8.90 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2180000000.0,doll_0.90 b,doll_0.81 B,doll_1.71 b,doll_10.19 b,doll_2.32 b,doll_2.34 b
doll_0.49 b,2170000000.0,doll_0.91 b,,doll_1.71 b,doll_50.44 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2170000000.0,doll_0.91 b,,doll_1.71 b,doll_13.35 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2170000000.0,doll_0.90 b,,doll_1.71 b,doll_3.75 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2170000000.0,doll_0.91 b,doll_0.81 B,doll_1.71 b,doll_5.47 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2160000000.0,doll_0.92 b,doll_0.81 B,doll_1.71 b,doll_2.92 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2160000000.0,doll_0.92 b,,doll_1.70 b,doll_7.49 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2160000000.0,doll_0.91 b,doll_0.81 B,doll_1.70 b,doll_25.84 b,doll_2.31 b,doll_2.33 b
doll_0.49 b,2160000000.0,doll_0.91 b,doll_0.81 B,doll_1.70 b,doll_26.02 m,doll_2.30 b,doll_2.32 b
doll_0.49 b,2160000000.0,doll_0.91 b,doll_0.81 B,doll_1.70 b,doll_8.13 b,doll_2.30 b,doll_2.32 b
doll_0.49 b,2160000000.0,doll_0.82 b,doll_0.81 B,doll_1.70 b,doll_0.85 b,doll_2.30 b,doll_2.32 b
doll_0.49 b,2150000000.0,doll_0.82 b,,doll_1.70 b,doll_75.10 b,doll_2.30 b,doll_2.32 b
doll_0.49 b,2150000000.0,doll_0.82 b,,doll_1.70 b,doll_55.70 b,doll_2.30 b,doll_2.32 b
doll_0.49 b,2140000000.0,doll_0.82 b,doll_0.82 B,doll_1.70 b,doll_0.60 b,doll_2.30 b,doll_2.32 b
doll_0.49 b,2140000000.0,doll_0.83 b,,doll_1.70 b,doll_0.84 b,doll_2.30 b,doll_2.31 b
doll_0.49 b,2140000000.0,doll_0.82 b,,doll_1.69 b,doll_4.24 b,doll_2.30 b,doll_2.31 b
doll_0.49 b,2140000000.0,doll_0.82 b,doll_0.82 B,doll_1.69 b,doll_16.03 b,doll_2.30 b,doll_2.30 b
doll_0.49 b,2140000000.0,doll_0.82 b,,doll_1.69 b,doll_2.48 b,doll_2.30 b,doll_2.30 b
doll_0.50 b,2140000000.0,doll_0.82 b,,doll_1.69 b,,doll_2.30 b,doll_2.30 b
doll_0.50 b,2140000000.0,doll_0.82 b,doll_0.82 B,doll_1.68 b,doll_1.29 b,doll_2.29 b,doll_2.30 b
doll_0.50 b,2140000000.0,doll_0.83 b,doll_0.82 B,doll_1.68 b,doll_4.38 b,doll_2.29 b,doll_2.29 b
doll_0.50 b,2140000000.0,doll_0.83 b,,doll_1.68 b,doll_2.87 b,doll_2.29 b,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.82 b,doll_0.82 B,doll_1.68 b,doll_4.47 b,doll_2.29 b,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.82 b,doll_0.82 B,doll_1.68 b,doll_10.89 b,doll_2.29 b,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.83 b,doll_0.82 B,doll_1.68 b,doll_7.35 b,doll_2.29 b,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.83 b,doll_0.82 B,doll_1.68 b,doll_2.62 b,doll_2.28 b,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.75 b,,doll_1.67 b,doll_31.15 b,,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.76 b,,doll_1.67 b,doll_19.80 b,doll_2.28 b,doll_2.29 b
doll_0.50 b,2130000000.0,doll_0.75 b,,doll_1.67 b,doll_8.45 b,doll_2.28 b,doll_2.28 b
doll_0.51 b,2130000000.0,doll_0.76 b,,doll_1.67 b,doll_3.21 b,doll_2.28 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.76 b,,doll_1.67 b,doll_1.46 b,doll_2.27 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.75 b,doll_0.83 B,doll_1.67 b,doll_2.70 b,doll_2.27 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.76 b,,doll_1.66 b,doll_5.33 b,doll_2.27 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.76 b,,doll_1.66 b,doll_3.70 b,doll_2.27 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.76 b,doll_0.84 B,doll_1.66 b,doll_0.39 b,doll_2.26 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.76 b,doll_0.84 B,doll_1.66 b,doll_2.60 b,doll_2.26 b,doll_2.28 b
doll_0.51 b,2120000000.0,doll_0.76 b,,doll_1.66 b,doll_0.54 b,doll_2.26 b,doll_2.28 b
doll_0.51 b,2110000000.0,doll_0.76 b,doll_0.84 B,doll_1.66 b,doll_2.43 b,doll_2.26 b,doll_2.28 b
doll_0.51 b,2110000000.0,doll_0.76 b,doll_0.84 B,doll_1.66 b,doll_22.51 b,doll_2.26 b,doll_2.27 b
doll_0.51 b,2110000000.0,doll_0.76 b,,doll_1.66 b,doll_6.59 b,doll_2.26 b,doll_2.27 b
doll_0.51 b,2110000000.0,doll_0.75 b,,doll_1.66 b,doll_2.34 b,doll_2.25 b,doll_2.27 b
doll_0.51 b,2100000000.0,doll_0.76 b,doll_0.84 B,doll_1.66 b,doll_7.55 b,doll_2.25 b,doll_2.27 b
doll_0.51 b,2100000000.0,doll_0.77 b,,doll_1.65 b,doll_2.73 b,doll_2.25 b,doll_2.27 b
doll_0.52 b,2100000000.0,doll_0.76 b,,doll_1.65 b,doll_6.54 b,doll_2.24 b,doll_2.27 b
doll_0.52 b,2100000000.0,doll_0.77 b,,doll_1.65 b,doll_3.65 b,doll_2.24 b,doll_2.26 b
doll_0.52 b,2100000000.0,doll_0.76 b,doll_0.84 B,doll_1.65 b,doll_1.21 b,doll_2.24 b,doll_2.26 b
doll_0.52 b,2100000000.0,doll_0.76 b,doll_0.84 B,doll_1.65 b,doll_2.10 b,doll_2.24 b,doll_2.26 b
doll_0.52 b,2090000000.0,doll_0.77 b,doll_0.85 B,doll_1.65 b,doll_1.33 b,doll_2.23 b,doll_2.26 b
doll_0.52 b,2090000000.0,doll_0.77 b,,doll_1.65 b,doll_2.49 b,doll_2.23 b,doll_2.26 b
doll_0.52 b,2090000000.0,doll_0.76 b,doll_0.85 B,doll_1.65 b,doll_29.32 b,doll_2.23 b,doll_2.26 b
doll_0.52 b,2090000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_1.38 b,doll_2.23 b,doll_2.25 b
doll_0.52 b,2090000000.0,doll_0.77 b,,doll_1.64 b,doll_5.23 b,doll_2.23 b,doll_2.25 b
doll_0.52 b,2090000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_0.62 b,doll_2.23 b,doll_2.25 b
doll_0.52 b,2090000000.0,doll_0.77 b,,doll_1.64 b,doll_4.79 b,doll_2.23 b,doll_2.25 b
doll_0.52 b,2080000000.0,doll_0.77 b,,doll_1.64 b,doll_0.68 b,doll_2.23 b,doll_2.24 b
doll_0.52 b,2080000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_9.65 b,doll_2.22 b,doll_2.24 b
doll_0.53 b,2080000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_12.48 b,doll_2.22 b,doll_2.24 b
doll_0.53 b,2080000000.0,doll_0.77 b,,doll_1.64 b,doll_5.30 b,doll_2.22 b,doll_2.24 b
doll_0.53 b,2080000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_11.63 b,doll_2.22 b,doll_2.23 b
doll_0.53 b,2070000000.0,doll_0.78 b,doll_0.85 B,doll_1.64 b,doll_1.19 b,doll_2.22 b,doll_2.23 b
doll_0.53 b,2070000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_0.27 b,doll_2.22 b,doll_2.23 b
doll_0.53 b,2070000000.0,doll_0.77 b,doll_0.85 B,doll_1.64 b,doll_0.49 b,doll_2.22 b,doll_2.23 b
doll_0.53 b,2070000000.0,doll_0.78 b,doll_0.85 B,doll_1.63 b,doll_6.78 b,doll_2.22 b,doll_2.22 b
doll_0.53 b,2070000000.0,doll_0.77 b,doll_0.85 B,doll_1.63 b,doll_6.99 b,doll_2.22 b,doll_2.22 b
doll_0.53 b,2070000000.0,doll_0.78 b,,doll_1.63 b,doll_1.53 b,doll_2.21 b,doll_2.22 b
doll_0.53 b,2070000000.0,doll_0.78 b,,doll_1.63 b,doll_1.35 b,doll_2.21 b,doll_2.22 b
doll_0.53 b,2070000000.0,doll_0.78 b,doll_0.86 B,doll_1.63 b,doll_4.31 b,doll_2.21 b,doll_2.22 b
doll_0.53 b,2070000000.0,doll_0.78 b,doll_0.86 B,doll_1.63 b,doll_2.16 b,doll_2.21 b,doll_2.21 b
doll_0.53 b,2070000000.0,doll_0.78 b,doll_0.86 B,doll_1.63 b,doll_9.18 b,doll_2.21 b,doll_2.21 b
doll_0.53 b,2060000000.0,doll_0.77 b,,doll_1.62 b,doll_2.84 b,doll_2.21 b,doll_2.21 b
doll_0.53 b,2060000000.0,doll_0.78 b,doll_0.86 B,doll_1.62 b,doll_2.75 b,doll_2.20 b,doll_2.21 b
doll_0.53 b,2060000000.0,doll_0.77 b,,doll_1.62 b,doll_95.85 m,doll_2.20 b,doll_2.21 b
doll_0.53 b,2060000000.0,doll_0.78 b,doll_0.86 B,doll_1.62 b,doll_1.26 b,doll_2.20 b,doll_2.21 b
doll_0.53 b,2060000000.0,doll_0.78 b,,doll_1.62 b,doll_9.31 b,doll_2.20 b,doll_2.21 b
doll_0.53 b,2060000000.0,doll_0.79 b,doll_0.86 B,doll_1.62 b,doll_18.52 b,doll_2.20 b,doll_2.20 b
doll_0.54 b,2060000000.0,doll_0.79 b,doll_0.86 B,doll_1.62 b,doll_0.58 b,doll_2.20 b,doll_2.20 b
doll_0.54 b,2060000000.0,doll_0.78 b,,doll_1.62 b,doll_0.25 b,doll_2.20 b,doll_2.20 b
doll_0.54 b,2060000000.0,doll_0.79 b,,doll_1.62 b,doll_0.49 b,doll_2.19 b,doll_2.20 b
doll_0.54 b,2050000000.0,doll_0.79 b,,doll_1.61 b,doll_0.49 b,doll_2.19 b,doll_2.20 b
doll_0.54 b,2050000000.0,doll_0.79 b,,doll_1.61 b,doll_14.50 b,doll_2.19 b,doll_2.20 b
doll_0.54 b,2050000000.0,doll_0.80 b,doll_0.87 B,doll_1.61 b,doll_2.71 b,doll_2.19 b,doll_2.20 b
doll_0.54 b,2050000000.0,doll_0.79 b,,doll_1.61 b,doll_23.41 b,doll_2.19 b,doll_2.19 b
doll_0.54 b,2050000000.0,doll_0.79 b,,doll_1.61 b,doll_2.54 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2050000000.0,doll_0.79 b,,doll_1.61 b,doll_0.81 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2050000000.0,doll_0.79 b,,doll_1.61 b,doll_15.32 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2040000000.0,doll_0.80 b,doll_0.88 B,doll_1.61 b,doll_2.83 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2040000000.0,doll_0.79 b,,doll_1.61 b,doll_34.41 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2040000000.0,doll_0.79 b,,doll_1.61 b,doll_26.28 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2040000000.0,doll_0.79 b,doll_0.88 B,doll_1.61 b,doll_0.45 b,doll_2.18 b,doll_2.19 b
doll_0.54 b,2030000000.0,doll_0.80 b,,doll_1.61 b,doll_0.44 b,doll_2.18 b,doll_2.19 b
