00-avengers-market_cap,03-gren-market_capitalization_usd,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap,06-MarScoToc-master_cap,02-GioPonSpiz-pricecap
doll_0.31 b,2730000000.0,doll_57.34 b,,doll_2.22 b,doll_12.74 b,doll_2.89 b,doll_2.92 b
doll_0.31 b,2730000000.0,doll_56.48 b,doll_0.56 B,doll_2.22 b,doll_17.68 b,doll_2.89 b,doll_2.92 b
doll_0.31 b,2730000000.0,doll_57.54 b,,doll_2.22 b,doll_25.73 b,doll_2.89 b,doll_2.91 b
doll_0.31 b,2730000000.0,doll_56.92 b,,doll_2.22 b,doll_10.71 b,doll_2.88 b,doll_2.91 b
doll_0.31 b,2720000000.0,doll_58.35 b,,doll_2.22 b,doll_17.28 b,doll_2.88 b,doll_2.90 b
doll_0.31 b,2720000000.0,doll_58.22 b,doll_0.56 B,doll_2.22 b,doll_4.14 b,doll_2.88 b,doll_2.90 b
doll_0.31 b,2720000000.0,doll_58.76 b,,doll_2.21 b,doll_12.92 b,doll_2.87 b,doll_2.90 b
doll_0.32 b,2720000000.0,doll_59.62 b,,doll_2.21 b,doll_39.57 b,doll_2.87 b,doll_2.90 b
doll_0.32 b,2720000000.0,doll_58.74 b,,doll_2.21 b,doll_1.15 b,doll_2.87 b,doll_2.90 b
doll_0.32 b,2720000000.0,doll_58.02 b,,doll_2.21 b,doll_122.64 b,doll_2.87 b,doll_2.89 b
doll_0.32 b,2720000000.0,doll_60.15 b,,doll_2.20 b,doll_0.98 b,doll_2.87 b,doll_2.89 b
doll_0.32 b,2720000000.0,doll_58.07 b,doll_0.56 B,doll_2.20 b,doll_9.03 b,doll_2.87 b,doll_2.89 b
doll_0.32 b,2720000000.0,doll_60.18 b,doll_0.56 B,doll_2.20 b,doll_0.47 b,doll_2.87 b,doll_2.88 b
doll_0.32 b,2720000000.0,doll_60.42 b,,doll_2.20 b,doll_28.13 b,doll_2.87 b,doll_2.88 b
doll_0.32 b,2710000000.0,doll_59.22 b,,doll_2.20 b,doll_23.39 b,doll_2.87 b,doll_2.88 b
doll_0.32 b,2710000000.0,doll_58.21 b,doll_0.56 B,doll_2.20 b,doll_9.56 b,doll_2.86 b,doll_2.88 b
doll_0.32 b,2700000000.0,doll_58.04 b,,doll_2.19 b,doll_71.17 b,doll_2.86 b,doll_2.88 b
doll_0.32 b,2700000000.0,doll_59.82 b,doll_0.57 B,doll_2.19 b,doll_2.76 b,doll_2.86 b,doll_2.87 b
doll_0.32 b,2690000000.0,doll_60.37 b,,doll_2.19 b,doll_4.29 b,doll_2.86 b,doll_2.87 b
doll_0.32 b,2690000000.0,doll_59.85 b,doll_0.57 B,doll_2.19 b,doll_4.92 b,doll_2.86 b,doll_2.87 b
doll_0.32 b,2690000000.0,doll_60.51 b,,doll_2.19 b,doll_11.06 b,doll_2.85 b,doll_2.87 b
doll_0.32 b,2690000000.0,doll_60.70 b,,doll_2.19 b,doll_58.83 b,doll_2.85 b,doll_2.87 b
doll_0.32 b,2680000000.0,doll_60.42 b,doll_0.57 B,doll_2.19 b,doll_4.89 b,doll_2.85 b,doll_2.87 b
doll_0.32 b,2680000000.0,doll_62.35 b,,doll_2.19 b,doll_0.96 b,doll_2.85 b,doll_2.87 b
doll_0.32 b,2680000000.0,doll_61.92 b,,doll_2.18 b,doll_15.23 b,doll_2.85 b,doll_2.86 b
doll_0.32 b,2680000000.0,doll_60.59 b,,doll_2.18 b,doll_5.76 b,doll_2.84 b,doll_2.86 b
doll_0.32 b,2680000000.0,doll_62.54 b,,doll_2.18 b,doll_4.10 b,doll_2.84 b,doll_2.86 b
doll_0.32 b,2680000000.0,doll_60.57 b,,doll_2.18 b,doll_44.41 b,doll_2.84 b,doll_2.86 b
doll_0.32 b,2670000000.0,doll_62.26 b,doll_0.57 B,doll_2.18 b,doll_4.51 b,doll_2.84 b,doll_2.86 b
doll_0.32 b,2670000000.0,doll_60.65 b,,doll_2.18 b,doll_7.52 b,doll_2.84 b,doll_2.86 b
doll_0.32 b,2670000000.0,doll_61.09 b,doll_0.57 B,doll_2.18 b,doll_18.88 b,doll_2.84 b,doll_2.86 b
doll_0.32 b,2660000000.0,doll_60.53 b,doll_0.57 B,doll_2.18 b,doll_0.53 b,doll_2.84 b,doll_2.85 b
doll_0.32 b,2660000000.0,doll_62.78 b,,doll_2.17 b,doll_1.25 b,doll_2.83 b,doll_2.85 b
doll_0.32 b,2660000000.0,doll_60.99 b,doll_0.57 B,doll_2.17 b,doll_1.17 b,doll_2.83 b,doll_2.84 b
doll_0.32 b,2660000000.0,doll_61.29 b,,doll_2.17 b,doll_5.08 b,doll_2.83 b,doll_2.84 b
doll_0.33 b,2660000000.0,doll_61.57 b,doll_0.57 B,doll_2.17 b,doll_0.20 b,doll_2.83 b,doll_2.84 b
doll_0.33 b,2660000000.0,doll_63.01 b,,doll_2.17 b,doll_2.56 b,doll_2.83 b,doll_2.84 b
doll_0.33 b,2660000000.0,doll_64.55 b,,doll_2.17 b,doll_1.18 b,doll_2.82 b,doll_2.83 b
doll_0.33 b,2650000000.0,doll_64.75 b,,doll_2.16 b,doll_6.56 b,doll_2.82 b,doll_2.83 b
doll_0.33 b,2650000000.0,doll_65.54 b,doll_0.58 B,doll_2.16 b,doll_0.61 b,doll_2.82 b,doll_2.83 b
doll_0.33 b,2650000000.0,doll_64.78 b,doll_0.58 B,doll_2.16 b,doll_0.24 b,doll_2.82 b,doll_2.83 b
doll_0.33 b,2650000000.0,doll_64.95 b,doll_0.58 B,doll_2.15 b,doll_0.94 b,doll_2.82 b,doll_2.83 b
doll_0.33 b,2650000000.0,doll_64.02 b,,doll_2.15 b,doll_0.28 b,doll_2.81 b,doll_2.83 b
doll_0.34 b,2650000000.0,doll_64.31 b,,doll_2.15 b,doll_4.56 b,doll_2.81 b,doll_2.83 b
doll_0.34 b,2640000000.0,doll_63.51 b,,doll_2.15 b,doll_3.57 b,doll_2.81 b,doll_2.82 b
doll_0.34 b,2640000000.0,doll_63.79 b,doll_0.58 B,doll_2.15 b,doll_1.25 b,doll_2.81 b,doll_2.82 b
doll_0.34 b,2640000000.0,doll_63.08 b,,doll_2.15 b,doll_6.30 b,doll_2.81 b,doll_2.82 b
doll_0.34 b,2640000000.0,doll_64.92 b,doll_0.59 B,doll_2.15 b,doll_0.40 b,doll_2.81 b,doll_2.82 b
doll_0.34 b,2640000000.0,doll_64.44 b,,doll_2.15 b,doll_27.44 b,doll_2.81 b,doll_2.82 b
doll_0.34 b,2640000000.0,doll_65.27 b,doll_0.59 B,doll_2.15 b,doll_1.13 b,doll_2.80 b,doll_2.82 b
doll_0.34 b,2630000000.0,doll_63.17 b,doll_0.59 B,doll_2.15 b,doll_1.38 b,doll_2.80 b,doll_2.81 b
doll_0.34 b,2630000000.0,doll_64.96 b,,doll_2.14 b,doll_3.27 b,doll_2.80 b,doll_2.81 b
doll_0.34 b,2630000000.0,doll_65.82 b,,doll_2.14 b,doll_0.36 b,doll_2.80 b,doll_2.81 b
doll_0.34 b,2630000000.0,doll_68.96 b,,doll_2.14 b,doll_0.56 b,doll_2.80 b,doll_2.81 b
doll_0.34 b,2630000000.0,doll_65.76 b,,doll_2.13 b,doll_3.65 b,doll_2.79 b,doll_2.81 b
doll_0.34 b,2620000000.0,doll_68.83 b,,doll_2.13 b,doll_0.18 b,doll_2.79 b,doll_2.80 b
doll_0.34 b,2620000000.0,doll_68.28 b,,doll_2.13 b,doll_1.28 b,doll_2.79 b,doll_2.80 b
doll_0.34 b,2620000000.0,doll_66.12 b,doll_0.60 B,doll_2.13 b,doll_2.10 b,doll_2.79 b,doll_2.80 b
doll_0.34 b,2620000000.0,doll_66.71 b,,doll_2.12 b,doll_4.74 b,doll_2.79 b,doll_2.80 b
doll_0.34 b,2620000000.0,doll_65.57 b,doll_0.60 B,doll_2.12 b,doll_1.55 b,doll_2.79 b,doll_2.79 b
doll_0.34 b,2620000000.0,doll_65.75 b,,doll_2.12 b,doll_4.72 b,doll_2.79 b,doll_2.79 b
doll_0.34 b,2620000000.0,doll_66.70 b,doll_0.60 B,doll_2.12 b,doll_2.57 b,doll_2.78 b,doll_2.79 b
doll_0.34 b,2620000000.0,doll_65.73 b,doll_0.60 B,doll_2.12 b,doll_1.54 b,doll_2.78 b,doll_2.79 b
doll_0.34 b,2610000000.0,doll_68.17 b,doll_0.60 B,doll_2.11 b,doll_3.67 b,doll_2.78 b,doll_2.79 b
doll_0.34 b,2610000000.0,doll_67.58 b,,doll_2.11 b,doll_97.04 m,doll_2.78 b,doll_2.79 b
doll_0.34 b,2610000000.0,doll_66.47 b,,doll_2.11 b,doll_0.42 b,doll_2.77 b,doll_2.79 b
doll_0.34 b,2610000000.0,doll_66.32 b,,doll_2.11 b,doll_1.11 b,doll_2.77 b,doll_2.78 b
doll_0.34 b,2610000000.0,doll_66.41 b,,doll_2.11 b,doll_2.71 b,doll_2.77 b,doll_2.78 b
doll_0.35 b,2610000000.0,doll_69.53 b,doll_0.60 B,doll_2.10 b,doll_0.35 b,doll_2.77 b,doll_2.78 b
doll_0.35 b,2610000000.0,doll_69.77 b,,doll_2.10 b,doll_1.34 b,doll_2.77 b,doll_2.78 b
doll_0.35 b,2610000000.0,doll_25.58 b,,doll_2.10 b,doll_2.43 b,doll_2.77 b,doll_2.78 b
doll_0.35 b,2600000000.0,doll_70.38 b,doll_0.61 B,doll_2.10 b,doll_16.81 m,doll_2.76 b,doll_2.78 b
doll_0.35 b,2600000000.0,doll_69.56 b,doll_0.61 B,doll_2.10 b,doll_3.06 b,doll_2.76 b,doll_2.77 b
doll_0.35 b,2600000000.0,doll_25.42 b,,doll_2.10 b,doll_0.55 b,doll_2.76 b,doll_2.77 b
doll_0.35 b,2600000000.0,doll_25.34 b,,doll_2.10 b,doll_4.25 b,doll_2.76 b,doll_2.76 b
doll_0.35 b,2600000000.0,doll_70.64 b,,doll_2.09 b,doll_0.82 b,doll_2.76 b,doll_2.76 b
doll_0.35 b,2600000000.0,doll_25.55 b,,doll_2.09 b,doll_0.28 b,doll_2.75 b,doll_2.75 b
doll_0.35 b,2600000000.0,doll_70.01 b,,doll_2.09 b,doll_0.63 b,doll_2.75 b,doll_2.75 b
doll_0.35 b,2600000000.0,doll_69.16 b,,doll_2.09 b,doll_1.62 b,doll_2.75 b,doll_2.75 b
doll_0.35 b,2600000000.0,doll_70.25 b,,doll_2.09 b,doll_0.71 b,doll_2.74 b,doll_2.75 b
doll_0.35 b,2590000000.0,doll_25.36 b,doll_0.61 B,doll_2.09 b,doll_0.74 b,doll_2.74 b,doll_2.74 b
doll_0.35 b,2590000000.0,doll_69.61 b,,doll_2.09 b,doll_0.10 b,doll_2.74 b,doll_2.74 b
doll_0.35 b,2590000000.0,doll_69.04 b,,doll_2.08 b,doll_9.62 b,doll_2.74 b,doll_2.74 b
doll_0.35 b,2590000000.0,doll_25.37 b,doll_0.61 B,doll_2.08 b,doll_0.18 b,doll_2.74 b,doll_2.74 b
doll_0.35 b,2590000000.0,doll_25.56 b,doll_0.61 B,doll_2.08 b,doll_0.62 b,doll_2.73 b,doll_2.74 b
doll_0.35 b,2590000000.0,doll_25.90 b,,doll_2.08 b,doll_3.87 b,doll_2.73 b,doll_2.73 b
doll_0.35 b,2590000000.0,doll_25.68 b,,doll_2.08 b,doll_0.68 b,doll_2.73 b,doll_2.73 b
doll_0.35 b,2580000000.0,doll_26.01 b,doll_0.61 B,doll_2.07 b,doll_0.28 b,doll_2.73 b,doll_2.73 b
doll_0.35 b,2580000000.0,doll_25.74 b,doll_0.61 B,doll_2.07 b,doll_0.14 b,doll_2.73 b,doll_2.73 b
doll_0.35 b,2580000000.0,doll_25.84 b,,doll_2.07 b,doll_25.01 m,doll_2.72 b,doll_2.73 b
doll_0.35 b,2580000000.0,doll_26.01 b,,doll_2.07 b,doll_72.16 m,doll_2.72 b,doll_2.73 b
doll_0.36 b,2580000000.0,doll_25.88 b,,doll_2.07 b,doll_0.21 b,doll_2.72 b,doll_2.73 b
doll_0.36 b,2580000000.0,doll_25.58 b,,doll_2.07 b,doll_0.41 b,doll_2.72 b,doll_2.73 b
doll_0.36 b,2580000000.0,doll_25.84 b,,doll_2.06 b,doll_0.25 b,doll_2.72 b,doll_2.73 b
doll_0.36 b,2580000000.0,doll_26.11 b,,doll_2.06 b,doll_0.12 b,doll_2.72 b,doll_2.73 b
doll_0.36 b,2580000000.0,doll_25.92 b,,doll_2.06 b,doll_42.98 m,doll_2.71 b,doll_2.72 b
doll_0.36 b,2570000000.0,doll_25.70 b,,doll_2.05 b,doll_1.00 b,doll_2.71 b,doll_2.72 b
doll_0.36 b,2570000000.0,doll_25.69 b,doll_0.62 B,doll_2.05 b,doll_0.48 b,doll_2.71 b,doll_2.72 b
doll_0.36 b,2570000000.0,doll_25.64 b,,doll_2.05 b,doll_0.25 b,doll_2.71 b,doll_2.72 b
doll_0.36 b,2560000000.0,doll_25.66 b,doll_0.62 B,doll_2.05 b,doll_0.47 b,doll_2.71 b,doll_2.71 b
doll_0.36 b,2560000000.0,doll_26.23 b,doll_0.62 B,doll_2.05 b,doll_0.76 b,doll_2.70 b,doll_2.71 b
doll_0.36 b,2550000000.0,doll_26.29 b,doll_0.62 B,doll_2.05 b,doll_0.30 b,doll_2.70 b,doll_2.71 b
doll_0.36 b,2550000000.0,doll_26.13 b,,doll_2.05 b,doll_0.86 b,doll_2.70 b,doll_2.71 b
doll_0.36 b,2550000000.0,doll_26.42 b,doll_0.62 B,doll_2.04 b,doll_72.63 m,doll_2.70 b,doll_2.71 b
doll_0.36 b,2550000000.0,doll_26.48 b,,doll_2.04 b,doll_52.07 m,doll_2.70 b,doll_2.71 b
doll_0.36 b,2550000000.0,doll_26.45 b,,doll_2.04 b,doll_0.61 b,doll_2.70 b,doll_2.71 b
doll_0.36 b,2540000000.0,doll_26.14 b,,doll_2.04 b,doll_0.36 b,doll_2.70 b,doll_2.71 b
doll_0.36 b,2540000000.0,doll_26.50 b,,doll_2.04 b,doll_27.2 m,doll_2.69 b,doll_2.71 b
doll_0.36 b,2540000000.0,doll_26.32 b,,doll_2.04 b,doll_0.15 b,doll_2.69 b,doll_2.71 b
doll_0.36 b,2540000000.0,doll_26.49 b,,doll_2.04 b,doll_0.50 b,doll_2.69 b,doll_2.71 b
doll_0.36 b,2540000000.0,doll_26.51 b,,doll_2.04 b,doll_0.27 b,doll_2.68 b,doll_2.71 b
doll_0.36 b,2540000000.0,doll_26.58 b,,doll_2.04 b,doll_0.96 b,doll_2.68 b,doll_2.70 b
doll_0.36 b,2540000000.0,doll_26.80 b,doll_0.63 B,doll_2.04 b,doll_38.18 m,doll_2.68 b,doll_2.70 b
doll_0.36 b,2530000000.0,doll_26.94 b,,doll_2.04 b,doll_95.31 m,doll_2.68 b,doll_2.70 b
doll_0.36 b,2530000000.0,doll_26.91 b,doll_0.63 B,doll_2.04 b,doll_31.3 m,doll_2.68 b,doll_2.70 b
doll_0.36 b,2530000000.0,doll_26.93 b,doll_0.63 B,doll_2.04 b,doll_0.84 b,doll_2.68 b,doll_2.69 b
doll_0.36 b,2530000000.0,doll_27.05 b,,doll_2.03 b,doll_43.47 m,doll_2.67 b,doll_2.69 b
doll_0.36 b,2530000000.0,doll_27.41 b,,doll_2.03 b,doll_16.39 m,doll_2.67 b,doll_2.69 b
doll_0.36 b,2530000000.0,doll_27.08 b,,doll_2.03 b,doll_43.27 m,doll_2.67 b,doll_2.69 b
doll_0.36 b,2520000000.0,doll_26.98 b,doll_0.64 B,doll_2.03 b,doll_32.65 m,doll_2.67 b,doll_2.69 b
doll_0.36 b,2520000000.0,doll_27.47 b,doll_0.64 B,doll_2.03 b,doll_7.53 m,doll_2.67 b,doll_2.69 b
doll_0.36 b,2520000000.0,doll_26.96 b,doll_0.64 B,doll_2.03 b,doll_51.01 m,doll_2.67 b,doll_2.67 b
doll_0.36 b,2520000000.0,doll_27.61 b,,doll_2.03 b,doll_3.64 m,doll_2.67 b,doll_2.67 b
doll_0.37 b,2520000000.0,doll_27.17 b,doll_0.64 B,,doll_78.04 m,doll_2.67 b,doll_2.67 b
doll_0.37 b,2520000000.0,doll_27.28 b,,doll_2.02 b,doll_0.16 b,doll_2.66 b,doll_2.67 b
doll_0.37 b,2520000000.0,doll_27.18 b,,doll_2.02 b,doll_0.13 b,doll_2.66 b,doll_2.67 b
doll_0.37 b,2520000000.0,doll_26.94 b,,doll_2.02 b,doll_4.31 m,doll_2.66 b,doll_2.67 b
doll_0.37 b,2520000000.0,doll_27.53 b,,doll_2.01 b,doll_80.24 m,doll_2.66 b,doll_2.66 b
doll_0.37 b,2510000000.0,doll_27.39 b,doll_0.65 B,doll_2.01 b,doll_32.71 m,doll_2.66 b,doll_2.66 b
doll_0.37 b,2510000000.0,doll_27.22 b,,doll_2.01 b,doll_12.24 m,doll_2.66 b,doll_2.66 b
doll_0.37 b,2510000000.0,doll_27.24 b,doll_0.66 B,doll_2.01 b,doll_61.3 m,doll_2.65 b,doll_2.66 b
doll_0.37 b,2510000000.0,doll_27.40 b,doll_0.66 B,doll_2.01 b,doll_13.58 m,doll_2.65 b,doll_2.66 b
doll_0.37 b,2510000000.0,doll_27.60 b,doll_0.65 B,doll_2.00 b,doll_0.10 b,doll_2.65 b,doll_2.66 b
doll_0.38 b,2510000000.0,doll_27.72 b,,doll_2.00 b,doll_0.11 b,doll_2.65 b,doll_2.66 b
doll_0.38 b,2510000000.0,doll_27.79 b,,doll_2.00 b,doll_16.81 b,doll_2.65 b,doll_2.66 b
doll_0.38 b,2500000000.0,doll_28.53 b,,doll_2.00 b,doll_0.50 b,doll_2.65 b,doll_2.65 b
doll_0.38 b,2500000000.0,doll_28.45 b,,doll_2.00 b,doll_63.47 m,doll_2.65 b,doll_2.65 b
doll_0.38 b,2500000000.0,doll_27.87 b,,doll_2.00 b,doll_30 m,doll_2.64 b,doll_2.65 b
doll_0.38 b,2500000000.0,doll_28.66 b,,doll_2.00 b,doll_6.52 b,doll_2.64 b,doll_2.65 b
doll_0.38 b,2500000000.0,doll_28.00 b,,doll_2.00 b,doll_61.86 b,doll_2.64 b,doll_2.65 b
doll_0.38 b,2500000000.0,doll_28.24 b,,doll_1.99 b,doll_8.27 b,doll_2.64 b,doll_2.65 b
doll_0.38 b,2500000000.0,doll_27.92 b,doll_0.66 B,doll_1.99 b,doll_16.59 b,doll_2.64 b,doll_2.65 b
doll_0.38 b,2490000000.0,doll_28.01 b,doll_0.66 B,doll_1.99 b,doll_21.20 b,doll_2.64 b,doll_2.64 b
doll_0.38 b,2490000000.0,doll_27.98 b,doll_0.66 B,doll_1.99 b,doll_1.17 b,doll_2.64 b,doll_2.64 b
doll_0.39 b,2490000000.0,doll_27.91 b,,doll_1.99 b,doll_3.97 b,doll_2.63 b,doll_2.64 b
doll_0.39 b,2490000000.0,doll_28.51 b,,doll_1.98 b,doll_3.82 b,doll_2.63 b,doll_2.63 b
doll_0.39 b,2490000000.0,doll_27.89 b,,doll_1.98 b,doll_29.93 b,doll_2.63 b,doll_2.63 b
doll_0.39 b,2480000000.0,doll_28.31 b,doll_0.66 B,doll_1.98 b,doll_31.19 b,doll_2.63 b,doll_2.63 b
doll_0.39 b,2480000000.0,doll_28.68 b,,doll_1.98 b,doll_20.93 b,doll_2.63 b,doll_2.63 b
doll_0.39 b,2480000000.0,doll_29.32 b,,doll_1.98 b,doll_13.57 b,doll_2.62 b,doll_2.62 b
doll_0.39 b,2480000000.0,doll_29.28 b,,doll_1.97 b,doll_7.18 b,doll_2.62 b,doll_2.62 b
doll_0.39 b,2470000000.0,doll_28.63 b,doll_0.66 B,doll_1.97 b,doll_38.03 b,doll_2.62 b,doll_2.62 b
doll_0.39 b,2470000000.0,doll_28.87 b,,doll_1.97 b,doll_16.14 b,doll_2.62 b,doll_2.62 b
doll_0.39 b,2470000000.0,doll_28.94 b,,doll_1.97 b,doll_90.87 b,doll_2.62 b,doll_2.62 b
doll_0.39 b,2470000000.0,doll_28.98 b,,doll_1.97 b,doll_3.15 b,doll_2.62 b,doll_2.62 b
doll_0.39 b,2470000000.0,doll_29.01 b,,doll_1.97 b,doll_0.87 b,doll_2.62 b,doll_2.61 b
doll_0.39 b,2470000000.0,doll_29.09 b,doll_0.67 B,doll_1.97 b,doll_1.69 b,doll_2.62 b,doll_2.61 b
doll_0.39 b,2470000000.0,doll_29.07 b,,doll_1.96 b,doll_3.20 b,doll_2.61 b,doll_2.61 b
doll_0.39 b,2460000000.0,doll_28.71 b,,doll_1.96 b,doll_3.21 b,doll_2.61 b,doll_2.61 b
doll_0.39 b,2460000000.0,doll_29.27 b,doll_0.67 B,doll_1.96 b,doll_8.10 b,doll_2.61 b,doll_2.61 b
doll_0.39 b,2460000000.0,doll_29.24 b,doll_0.67 B,doll_1.96 b,doll_7.14 b,doll_2.61 b,doll_2.61 b
doll_0.39 b,2450000000.0,doll_29.21 b,,doll_1.95 b,doll_5.22 b,doll_2.61 b,doll_2.61 b
doll_0.39 b,2450000000.0,doll_29.08 b,doll_0.67 B,doll_1.95 b,doll_8.51 b,doll_2.60 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_29.32 b,,doll_1.95 b,doll_2.27 b,doll_2.60 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_29.69 b,doll_0.67 B,doll_1.94 b,doll_8.71 b,doll_2.59 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_29.56 b,,doll_1.94 b,doll_3.84 b,doll_2.59 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_29.36 b,,doll_1.94 b,doll_1.33 b,doll_2.59 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_29.52 b,doll_0.68 B,doll_1.94 b,doll_1.38 b,doll_2.59 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_29.71 b,,doll_1.94 b,doll_1.43 b,doll_2.59 b,doll_2.60 b
doll_0.39 b,2450000000.0,doll_134.43 b,,doll_1.93 b,doll_1.88 b,doll_2.59 b,doll_2.60 b
doll_0.39 b,2440000000.0,doll_29.84 b,doll_0.68 B,doll_1.93 b,doll_1.13 b,doll_2.58 b,doll_2.60 b
doll_0.39 b,2440000000.0,doll_29.55 b,doll_0.68 B,doll_1.93 b,doll_0.35 b,doll_2.58 b,doll_2.60 b
doll_0.39 b,2440000000.0,doll_29.97 b,,doll_1.93 b,doll_0.72 b,doll_2.58 b,doll_2.60 b
doll_0.40 b,2440000000.0,doll_29.67 b,,doll_1.93 b,doll_5.25 b,doll_2.57 b,doll_2.60 b
doll_0.40 b,2440000000.0,doll_29.60 b,doll_0.68 B,doll_1.93 b,doll_8.43 b,doll_2.57 b,doll_2.59 b
doll_0.40 b,2430000000.0,doll_29.79 b,,doll_1.93 b,doll_0.65 b,doll_2.57 b,doll_2.59 b
doll_0.40 b,2430000000.0,doll_133.35 b,doll_0.68 B,doll_1.93 b,doll_2.52 b,doll_2.57 b,doll_2.58 b
doll_0.40 b,2430000000.0,doll_29.49 b,doll_0.68 B,doll_1.92 b,doll_0.86 b,doll_2.57 b,doll_2.58 b
doll_0.40 b,2420000000.0,doll_136.84 b,doll_0.68 B,doll_1.92 b,doll_3.92 b,doll_2.57 b,doll_2.58 b
doll_0.40 b,2420000000.0,doll_29.59 b,doll_0.68 B,doll_1.92 b,doll_2.50 b,doll_2.57 b,doll_2.58 b
doll_0.40 b,2420000000.0,doll_145.56 b,,doll_1.92 b,doll_0.31 b,doll_2.57 b,doll_2.58 b
doll_0.40 b,2410000000.0,doll_138.10 b,,doll_1.92 b,doll_0.66 b,doll_2.57 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_140.67 b,,doll_1.92 b,doll_1.86 b,doll_2.57 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_144.50 b,,doll_1.92 b,doll_0.65 b,doll_2.57 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_140.35 b,doll_0.69 B,doll_1.92 b,doll_2.52 b,doll_2.57 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_141.95 b,doll_0.69 B,doll_1.92 b,doll_0.86 b,doll_2.56 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_150.55 b,,doll_1.91 b,doll_3.92 b,doll_2.56 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_146.22 b,,doll_1.91 b,doll_2.50 b,doll_2.56 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_152.66 b,,doll_1.90 b,doll_0.31 b,doll_2.56 b,doll_2.57 b
doll_0.40 b,2410000000.0,doll_150.11 b,doll_0.69 B,doll_1.90 b,doll_0.66 b,doll_2.56 b,doll_2.56 b
doll_0.40 b,2410000000.0,doll_153.01 b,,doll_1.90 b,doll_1.86 b,doll_2.56 b,doll_2.56 b
doll_0.40 b,2400000000.0,doll_154.10 b,doll_0.69 B,doll_1.90 b,doll_17.07 b,doll_2.56 b,doll_2.56 b
doll_0.40 b,2400000000.0,doll_148.85 b,,doll_1.90 b,doll_7.58 b,doll_2.56 b,doll_2.56 b
doll_0.40 b,2400000000.0,doll_151.50 b,doll_0.69 B,doll_1.89 b,doll_2.87 b,doll_2.56 b,doll_2.55 b
doll_0.40 b,2400000000.0,doll_138.59 b,doll_0.69 B,doll_1.89 b,doll_1.82 b,doll_2.56 b,doll_2.55 b
doll_0.40 b,2390000000.0,doll_143.55 b,,doll_1.89 b,doll_1.73 b,doll_2.56 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_164.78 b,,doll_1.89 b,doll_10.36 b,doll_2.56 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_168.84 b,,doll_1.89 b,doll_47.68 b,doll_2.55 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_168.33 b,doll_0.70 B,doll_1.89 b,doll_10.92 b,doll_2.55 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_170.09 b,,doll_1.89 b,doll_8.64 b,doll_2.55 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_161.60 b,,doll_1.88 b,doll_8.81 b,doll_2.55 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_155.41 b,doll_0.70 B,doll_1.88 b,doll_1.64 b,doll_2.55 b,doll_2.54 b
doll_0.41 b,2390000000.0,doll_164.07 b,,doll_1.88 b,doll_7.26 b,doll_2.55 b,doll_2.53 b
doll_0.41 b,2390000000.0,doll_163.49 b,,doll_1.88 b,doll_18.63 b,doll_2.55 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_160.78 b,doll_0.71 B,doll_1.88 b,doll_0.66 b,doll_2.54 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_169.44 b,,doll_1.88 b,doll_1.73 b,doll_2.54 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_165.30 b,,doll_1.88 b,doll_0.46 b,doll_2.54 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_154.68 b,doll_0.71 B,doll_1.88 b,doll_7.12 b,doll_2.54 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_161.74 b,doll_0.72 B,doll_1.87 b,doll_2.72 b,doll_2.54 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_156.27 b,,doll_1.87 b,doll_10.37 b,doll_2.54 b,doll_2.53 b
doll_0.41 b,2380000000.0,doll_163.19 b,,doll_1.87 b,doll_12.39 b,doll_2.54 b,doll_2.53 b
doll_0.42 b,2380000000.0,doll_154.18 b,,doll_1.87 b,doll_3.75 b,doll_2.54 b,doll_2.53 b
doll_0.42 b,2380000000.0,doll_175.38 b,,doll_1.87 b,doll_7.61 b,doll_2.54 b,doll_2.52 b
doll_0.42 b,2380000000.0,doll_199.45 b,doll_0.72 B,doll_1.87 b,doll_7.93 b,doll_2.53 b,doll_2.52 b
