,absolute_growth_rate_pct,address,address_name,annual_net_income_usd,annual_results_for_year_ending,annual_revenue_usd,area_served,assets,capital,categories,ceo,change_1_day,change_1_year,city,code,company_code,company_creation_date,company_id,company_status,company_type,company_website,compound_annual_growth_rate_cagr_pct,country,datejoined,deletion_date,dissolution_date,earnings,employees,employees_2017,employees_2020,employees_2022,est_of_ownership,facebook_page_url,founded,founders,gbp,headquarters,headquarters_continent,headquarters_region_city,headquarters_sub_region,hhid,industry,investors,key_people,legal_form,link,location_type,market_cap,market_capitalization_2022,market_value,name,nature_of_business,net_income,notes,number_of_employees,official_name,operating_income,ownership,postalcode,profit,registration_date,revenue,revenue_2017_eu,revenue_2020_eu,revenue_2022,sector,services,share_price,shares,sic_code,size,stage,state,status,stock,telephone,total_assets,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd,totalraised,trade_name,twitter_page_url,type,valuation,website,wikipedia_page_url
revenue,0.0,0.0,0.041666666666666664,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.041666666666666664,0.030303030303030304,0.0,0.0,0.041666666666666664,0.037037037037037035,0.0,0.0,0.0,0.04,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.04,0.0,0.0,0.08695652173913043,0.0625,0.0,0.045454545454545456,0.0,0.0,0.04,0.03571428571428571,0.0,0.045454545454545456,0.0,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.0,0.0,0.043478260869565216,0.0,0.05,0.0625,0.058823529411764705,0.058823529411764705,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0625,0.0,0.05263157894736842,0.0
revenue_2017_eu,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.3333333333333333,1.0,0.5652173913043478,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue_2020_eu,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.3333333333333333,0.5652173913043478,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue_2022,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.3888888888888889,0.43478260869565216,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.045454545454545456,0.058823529411764705,0.05263157894736842,0.06666666666666667,0.0625,0.0625,0.058823529411764705,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
services,0.0,0.05,0.0,0.0,0.0,0.0,0.041666666666666664,0.05263157894736842,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.11764705882352941,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.041666666666666664,0.17647058823529413,0.047619047619047616,0.058823529411764705,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share_price,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03571428571428571,0.02702702702702703,0.0,0.0,0.03571428571428571,0.03225806451612903,0.0,0.0,0.0,0.034482758620689655,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.034482758620689655,0.0,0.0,0.03571428571428571,0.05,0.0,0.038461538461538464,0.0,0.0,0.034482758620689655,0.03125,0.0,0.038461538461538464,0.0,0.030303030303030304,0.043478260869565216,0.0,0.0,0.0,0.045454545454545456,0.041666666666666664,1.0,0.2777777777777778,0.08695652173913043,0.10526315789473684,0.1,0.1,0.045454545454545456,0.047619047619047616,0.04,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.05,0.0,0.043478260869565216,0.0
shares,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.13333333333333333,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.2777777777777778,1.0,0.05263157894736842,0.06666666666666667,0.0625,0.0625,0.125,0.0625,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sic_code,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.23809523809523808,0.029411764705882353,0.0,0.0,0.04,0.03571428571428571,0.0,0.0,0.0,0.038461538461538464,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.038461538461538464,0.0,0.0,0.04,0.058823529411764705,0.0,0.043478260869565216,0.0,0.0,0.038461538461538464,0.034482758620689655,0.0,0.2,0.0,0.03333333333333333,0.05,0.0,0.0,0.0,0.05263157894736842,0.047619047619047616,0.08695652173913043,0.05263157894736842,1.0,0.2,0.11764705882352941,0.11764705882352941,0.05263157894736842,0.05555555555555555,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.058823529411764705,0.0,0.05,0.0
size,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.047619047619047616,0.03333333333333333,0.0,0.0,0.047619047619047616,0.041666666666666664,0.0,0.0,0.0,0.045454545454545456,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.045454545454545456,0.0,0.0,0.047619047619047616,0.07692307692307693,0.0,0.05263157894736842,0.0,0.0,0.045454545454545456,0.04,0.0,0.05263157894736842,0.0,0.038461538461538464,0.0625,0.0,0.0,0.0,0.06666666666666667,0.058823529411764705,0.10526315789473684,0.06666666666666667,0.2,1.0,0.15384615384615385,0.15384615384615385,0.06666666666666667,0.07142857142857142,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.07692307692307693,0.0,0.0625,0.0
stage,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.045454545454545456,0.03225806451612903,0.0,0.0,0.045454545454545456,0.04,0.0,0.0,0.0,0.043478260869565216,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.043478260869565216,0.0,0.0,0.045454545454545456,0.07142857142857142,0.0,0.05,0.0,0.0,0.043478260869565216,0.038461538461538464,0.0,0.05,0.0,0.037037037037037035,0.058823529411764705,0.0,0.0,0.0,0.0625,0.05555555555555555,0.1,0.0625,0.11764705882352941,0.15384615384615385,1.0,0.3333333333333333,0.21428571428571427,0.14285714285714285,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.07142857142857142,0.0,0.058823529411764705,0.0
state,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.045454545454545456,0.10344827586206896,0.0,0.041666666666666664,0.045454545454545456,0.08333333333333333,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.043478260869565216,0.0,0.0,0.045454545454545456,0.07142857142857142,0.0,0.05,0.0,0.0,0.043478260869565216,0.038461538461538464,0.0,0.05,0.0,0.12,0.058823529411764705,0.0,0.0,0.0,0.0625,0.05555555555555555,0.1,0.0625,0.11764705882352941,0.15384615384615385,0.3333333333333333,1.0,0.3076923076923077,0.14285714285714285,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.07142857142857142,0.0,0.125,0.0
status,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0625,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.1111111111111111,0.045454545454545456,0.125,0.05263157894736842,0.06666666666666667,0.21428571428571427,0.3076923076923077,1.0,0.13333333333333333,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.05555555555555555,0.047619047619047616,0.0625,0.05555555555555555,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
telephone,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.038461538461538464,0.02857142857142857,0.0,0.0,0.038461538461538464,0.034482758620689655,0.0,0.0,0.0,0.037037037037037035,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.037037037037037035,0.0,0.0,0.038461538461538464,0.05555555555555555,0.0,0.041666666666666664,0.0,0.0,0.037037037037037035,0.03333333333333333,0.0,0.041666666666666664,0.0,0.03225806451612903,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.045454545454545456,0.05555555555555555,0.05263157894736842,0.05263157894736842,0.0,0.0,1.0,0.038461538461538464,0.030303030303030304,0.030303030303030304,0.02631578947368421,0.04,0.08695652173913043,0.03333333333333333,0.11764705882352941,0.0,0.047619047619047616,0.0
total_assets,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.045454545454545456,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.038461538461538464,1.0,0.48,0.1935483870967742,0.16666666666666666,0.20833333333333334,0.037037037037037035,0.030303030303030304,0.047619047619047616,0.0,0.0,0.0
total_assets_in_usd,0.0,0.0,0.0,0.09523809523809523,0.0,0.10256410256410256,0.02857142857142857,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.48,1.0,0.41935483870967744,0.4,0.2,0.029411764705882353,0.025,0.03571428571428571,0.0,0.0,0.0
total_equity_in_usd,0.0,0.0,0.0,0.09523809523809523,0.0,0.10256410256410256,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.1935483870967742,0.41935483870967744,1.0,0.3611111111111111,0.2,0.029411764705882353,0.025,0.03571428571428571,0.0,0.0,0.0
total_liabilities_in_usd,0.0,0.0,0.0,0.0851063829787234,0.0,0.09090909090909091,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.16666666666666666,0.4,0.3611111111111111,1.0,0.17142857142857143,0.02564102564102564,0.022222222222222223,0.030303030303030304,0.0,0.0,0.0
totalraised,0.0,0.0,0.0,0.02702702702702703,0.0,0.029411764705882353,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.20833333333333334,0.2,0.2,0.17142857142857143,1.0,0.038461538461538464,0.03125,0.05,0.0,0.0,0.0
trade_name,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.037037037037037035,0.027777777777777776,0.0,0.0,0.037037037037037035,0.03333333333333333,0.0,0.0,0.0,0.03571428571428571,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03571428571428571,0.0,0.0,0.037037037037037035,0.25,0.0,0.08333333333333333,0.0,0.0,0.20833333333333334,0.06666666666666667,0.0,0.04,0.0,0.03125,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.043478260869565216,0.05263157894736842,0.05,0.05,0.0,0.0,0.08695652173913043,0.037037037037037035,0.029411764705882353,0.029411764705882353,0.02564102564102564,0.038461538461538464,1.0,0.03225806451612903,0.1111111111111111,0.0,0.045454545454545456,0.0
twitter_page_url,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.030303030303030304,0.025,0.025,0.022222222222222223,0.03125,0.03225806451612903,1.0,0.04,0.0,0.0,0.2903225806451613
type,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.047619047619047616,0.03333333333333333,0.0,0.0,0.2222222222222222,0.041666666666666664,0.0,0.0,0.0,0.045454545454545456,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.21052631578947367,0.0,0.0,0.047619047619047616,0.07692307692307693,0.0,0.05263157894736842,0.0,0.0,0.045454545454545456,0.04,0.0,0.05263157894736842,0.0,0.038461538461538464,0.0625,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.058823529411764705,0.07692307692307693,0.07142857142857142,0.07142857142857142,0.0,0.0,0.11764705882352941,0.047619047619047616,0.03571428571428571,0.03571428571428571,0.030303030303030304,0.05,0.1111111111111111,0.04,1.0,0.0,0.0625,0.0
valuation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.05128205128205128,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
website,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.041666666666666664,0.0625,0.0,0.0,0.041666666666666664,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.04,0.0,0.0,0.041666666666666664,0.0625,0.0,0.045454545454545456,0.0,0.0,0.04,0.03571428571428571,0.0,0.045454545454545456,0.0,0.07142857142857142,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.05,0.0625,0.058823529411764705,0.125,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0625,0.0,1.0,0.03333333333333333
wikipedia_page_url,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903225806451613,0.0,0.0,0.03333333333333333,1.0
