,column_name,type_of_data,type_of_string,avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,is_country,is_sector,min_val(int),max_val(int),avg(int),variance,std_dev,incremetal_int,is_year
52,disfold-name,0.0,1.0,0.20118477416878233,0.12417994935696126,0.3523917555178629,0.20508563992897005,0.0005278616687331737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,disfold-gbp,0.0,0.6666666666666666,0.10558274661711205,9.219048850974273e-05,0.009601587811906046,0.15686996277434698,0.38337415417825393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,disfold-stock,0.0,1.0,0.03132933755594525,0.001304047334480504,0.036111595568189776,0.0,0.230701565029682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,disfold-headquarters_continent,0.0,1.0,0.03739279887629666,0.010713474772740188,0.10350591660741036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,disfold-categories,0.0,1.0,0.9240976784358887,0.5319381269703732,0.7293408853001271,0.07289947458590287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,forbes-founded,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001774758352350618,1.1701303751489408e-08,1.1125164545330638e-06,2.5014575220256957e-17,5.001457309650553e-09,1.0,1.0
58,forbes-employees,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989486275716931e-07,2.6093095580625537e-06,2.771128179487316e-05,5.158109395256036e-11,7.1819979081422995e-06,0.5,0.0
59,forbes-sales,0.0,0.6666666666666666,0.09685834183962799,0.0009305111297498512,0.030504280515197386,0.17214626232961788,0.31806087149044554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,forbes-assets,0.0,0.6666666666666666,0.1046143376868113,0.000615172208886577,0.024802665358516954,0.1588382276692427,0.37357459773541635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,forbes-market_value,0.0,0.6666666666666666,0.10242451208766282,0.000567371232578176,0.023819555675498566,0.162243891679962,0.358989262671129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,forbes-profit,0.0,0.6666666666666666,0.09814955374669562,0.0007675434429264759,0.027704574404355607,0.16966063674906978,0.3290975983002438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,forbes-industry,0.0,1.0,0.15564338123031554,0.1417458658935663,0.37649152167554356,0.09843210502109175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,forbes-name,0.0,1.0,0.12221146212299665,0.06740604660311811,0.25962674477626163,0.1119355467326987,0.0018348623853211038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,forbes-country,0.0,1.0,0.07714118704251403,0.014525195596418313,0.12052051939988606,0.06607382193209667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,forbes-link,0.0,0.5,0.4164071156245365,0.06447444978672263,0.25391819506825936,0.0,0.0002146163835184938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,ft-employees_number_2020,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96495425238977e-08,7.827928674187661e-08,1.5495537840154745e-07,8.904261413331091e-15,9.436239406315997e-08,0.5,0.0
68,ft-sector,0.0,1.0,0.09947566327287322,0.025680530306585802,0.160251459608285,0.04061186740219488,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,ft-revenue_2017_eu,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010981379586133527,0.00036650511652961293,0.0016617405478987954,3.545081141276602e-07,0.0005954058398501481,0.5,0.0
70,ft-name,0.0,1.0,0.1102066811491786,0.05069186268661357,0.2251485347201122,0.08891574846890542,0.004409405498734332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,ft-country,0.0,1.0,0.055059718550701874,0.007561425862464599,0.08695645957871444,0.01054544956678654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,ft-link,0.0,0.5,0.2275150277872292,0.024664201851990853,0.15704840607911577,0.0,0.0041811155220577685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,ft-revenue_2020_eu,0.0,0.6666666666666666,0.09755629422182671,0.0006007977338883094,0.024511175693717944,0.17040361131828108,0.3185782269538344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,ft-compound_annual_growth_rate_cagr_pct,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6421907792484608e-06,2.2433104040516463e-09,4.367552871493167e-08,1.9998843539147624e-17,4.472006656876488e-09,0.5,0.0
75,ft-founding_year,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019680784648469797,1.1695505285804825e-08,1.141671519520615e-06,3.6960341402689165e-19,6.079501739673175e-10,1.0,1.0
76,ft-absolute_growth_rate_pct,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015426745678124604,9.591665376864465e-06,3.401983868329638e-05,1.2119874954808364e-10,1.1009030363664351e-05,0.5,0.0
77,globaldata-name,0.0,1.0,0.17911203008174767,0.10026515869008848,0.31664674116448516,0.21975354871482192,0.000926327495134836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,globaldata-headquarters,0.0,1.0,0.10347144066096091,0.07054961745163738,0.26561177957996773,0.0857226976377025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,globaldata-number_of_employees,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8036567196825486e-05,1.3336471074541941e-05,1.7359049075317707e-05,1.7571059767257227e-10,1.3255587413335261e-05,1.0,0.0
80,globaldata-address,0.0,0.3333333333333333,0.48094153776358606,0.2784214955431364,0.5276566075992382,0.23586511691817297,0.18572068418193308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,globaldata-industry,0.0,1.0,0.16499594315177846,0.07095778552667124,0.2663790260637485,0.10542799928609443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,globaldata-website,0.0,0.3333333333333333,0.1537065633697141,0.038975233062929715,0.19742146049234288,0.0,0.0023142502586931293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,globaldata-market_cap,0.0,0.6666666666666666,0.09255721028432834,0.0006376806757604433,0.025252340005639938,0.1797108067206821,0.2740175636559871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,globaldata-telephone,0.0,1.0,0.11499637937201734,0.0006008157244702768,0.02451154267830315,0.2867750990139922,0.9628041844825431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,globaldata-revenue,0.0,0.6666666666666666,0.08956473944565133,0.00023920952441199058,0.015466399852971296,0.18517945520171641,0.24783496050630194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,govuk-company_number,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10598117480632364,8.461774614026827e-05,0.005757843087072072,1.1360569728839203e-07,0.00033705444261779435,1.0,0.0
87,govuk-name,0.0,1.0,0.2036625051255878,0.05217990869824608,0.22842922032490956,0.29361389086694445,0.0007943705793256475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,govuk-office_address,0.0,1.0,0.455274338908228,0.2035875806604928,0.45120680475863034,0.1389542365308117,0.09759507110773465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,govuk-dissolution_date,0.0,1.0,0.12302283176730268,0.0038081811766744553,0.06171046245714299,0.2740808132000476,0.46183841483109694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,govuk-registration_date,0.0,1.0,0.1211994311688085,0.004282810959169811,0.06544318879127002,0.2789076241568375,0.4759939161660526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,govuk-registered_office_address,0.0,1.0,0.5303565664232558,0.3047901746055688,0.5520780511898374,0.26069397426547547,0.08869632404771104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,govuk-incorporation_date,0.0,1.0,0.1208242817633767,0.004038199762519821,0.06354683125475116,0.2794160014361081,0.47358162566933576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,govuk-url,0.0,0.5,0.6549846886696155,0.0,0.0,0.0,0.11762115488397354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,govuk-id,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96495425238977e-08,7.653974703650158e-09,3.8254750535691263e-07,1.401291160420759e-15,3.743382374832631e-08,0.5,0.0
95,govuk-company_type,0.0,1.0,0.2025719545284023,0.02561226729210379,0.1600383306964422,0.13803000745674227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,govuk-company_status,0.0,1.0,0.05673480426797882,0.0017493502195334233,0.04182523424361689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,hithorizons-Unnamed: 0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.968458827150793e-07,3.850181214563413e-09,1.874270348377926e-07,3.2279996699176906e-16,1.796663482658255e-08,0.5,0.0
98,hithorizons-id,0.0,1.0,0.2794601338323693,0.0,0.0,0.0,0.7136585941716147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,hithorizons-name,0.0,1.0,0.18947662295739875,0.20916470380047142,0.45734527853742124,0.21938862229285633,0.0030989968708737925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,hithorizons-address,0.0,1.0,0.46422557820992666,0.059926199034620646,0.24479828233592782,0.2535065072149601,0.1491799644023249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,hithorizons-nation,0.0,1.0,0.0436656459113077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,hithorizons-hhid,0.0,1.0,0.12226380855166157,0.0,0.0,0.0,0.810307609282235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,hithorizons-industry,0.0,1.0,0.22862302719396968,0.36713287985523,0.6059149113986467,0.12039487109360054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,hithorizons-sic_code,0.0,1.0,0.24274783852871637,0.04038920510210187,0.200970657316191,0.17385529484869608,0.1705101153885978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,hithorizons-type,0.0,1.0,0.09759991624571412,0.0007575474258164652,0.027523579451380686,0.005554723745689185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,hithorizons-est_of_ownership,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018146181693601772,1.1712900682858575e-08,1.1234057411325296e-06,1.2168764226887111e-17,3.488375585697032e-09,1.0,1.0
107,infoclipper-index,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0762150592580952e-05,2.6962865433313056e-08,1.3679109752196017e-06,1.6170238324634892e-14,1.2716225196431087e-07,0.5,0.0
108,infoclipper-url,0.0,0.5,0.7675993055373797,0.1560802826122527,0.3950699717926594,0.0,0.030333731255830228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,infoclipper-name,0.0,1.0,0.20969979323160678,0.1359915737511198,0.36877035367708155,0.2029000688998105,0.0028478190767567695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,infoclipper-trade_name,0.0,1.0,0.1142548049659312,0.08607210521809833,0.29338047859068317,0.11612684288552816,0.008023819349650288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,infoclipper-address_name,0.0,0.3333333333333333,0.19478106106210902,0.10625696699342098,0.32597080696501174,0.27341746233381947,0.14788471699447345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,infoclipper-postalcode,0.0,1.0,0.12389527224505108,0.06205536417199449,0.24910914108477528,0.6833489232913414,0.6572637369657088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,infoclipper-city,0.0,1.0,0.07603318763577355,0.02733661959798193,0.1653378952266598,0.04320875768621432,0.0005377734769959875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,infoclipper-state,0.0,1.0,0.08932045611188176,0.019732969839621257,0.14047408956679966,0.05372872670681527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,infoclipper-country,0.0,1.0,0.0914928329014753,0.018251348714576024,0.1350975525854411,0.08791973461115207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,infoclipper-location_type,0.0,1.0,0.10187487458668132,0.0017500810869261806,0.04183397048961741,0.03002797089796255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,teamblind-name,0.0,1.0,0.16917493304019332,0.05705313232785903,0.23885797522347674,0.1516777380958829,0.003433516158491507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,teamblind-website,0.0,1.0,0.14027970441716614,0.020938381559599494,0.14470100745882694,0.0,0.003422470067735303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,teamblind-locations,0.0,1.0,0.12040551033405746,0.011975336441311248,0.10943188036998747,0.20192323093147274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,teamblind-size,0.0,1.0,0.17303111995184128,0.00824800044238825,0.09081850275350418,0.2595721310211182,0.3148803961414483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,teamblind-industry,0.0,1.0,0.16297188124340217,0.0681761716945585,0.26110567150975195,0.11185876979290509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,teamblind-founded,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010253937925709074,1.1718699148543158e-08,1.1288296321535734e-06,4.0757659964212084e-17,6.3841726139110685e-09,1.0,1.0
123,valuetoday-employees_number,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4912385630974424e-06,3.3051254402125683e-06,1.695584173324029e-05,4.5791076282934975e-11,6.766910394185442e-06,0.5,0.0
124,valuetoday-facebook_page_url,0.0,0.5,0.32992209106533704,0.034550307750268384,0.1858771307887777,0.0,0.0021228729839704755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,valuetoday-twitter_page_url,0.0,0.5,0.263197843327139,0.016582490607623155,0.12877301971928418,0.0,0.0006162902646290686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,valuetoday-industry,0.0,1.0,0.4756370996588758,0.9482694353212812,0.9737912688668353,0.13640193560313216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,valuetoday-link,0.0,0.5,0.45550989783722,0.11573855690480647,0.3402036991345133,0.0,0.0004141430510747749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,valuetoday-id,0.0,1.0,0.2794601338323693,0.0,0.0,0.0,0.7144731516459807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,valuetoday-ceo,0.0,1.0,0.1282661990385706,0.021307662991693004,0.14597144580942192,0.1802491882560807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,valuetoday-country,0.0,1.0,0.047364793536960936,0.006533063957350954,0.08082737133762889,0.010864611183028417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,valuetoday-world_rank,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.267407454722487e-06,1.1320924402580734e-07,2.897921772422209e-06,9.916965977327309e-14,3.149121461189979e-07,1.0,0.0
132,valuetoday-company_website,0.0,0.5,0.2262587134992715,0.025792265313588907,0.16059970521015565,0.0,0.0021922095339023335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,valuetoday-headquarters_region_city,0.0,1.0,0.07174950489002889,0.006038939130462546,0.07771061144053973,0.02640522696154924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,valuetoday-headquarters_sub_region,0.0,1.0,0.12181013950323238,0.004577890235906209,0.0676601081576597,0.1477461029562479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,valuetoday-headquarters_continent,0.0,1.0,0.04846406853892393,0.0033516229337731906,0.05789320282877075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,valuetoday-rank,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.992990850477954e-06,5.425044494496278e-08,2.6792342595953053e-06,6.207432035258637e-14,2.491471861221522e-07,0.5,0.0
137,valuetoday-wikipedia_page_url,0.0,0.5,0.3943605447518343,0.0848320548813496,0.29125942882823486,0.0,0.002487354441341254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
