03-gren-employees_number_2020,01-DDD-number_of_employees_2020,08-slytherin-employees,01-DDD-number_of_employees_2017,03-gren-employees_number_2017,07-silvestri-employees_2020,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year,01-DDD-compound_annual_growth_rate_cagr_pct,07-silvestri-employees_2017,08-slytherin-founded
,,43,,,,,,,,,2013
,,117,,,,,,,,,2012
,,22,,,,,,,,,2011
,,123,,,,,,,,,2008
,,8,,,,,,,,,2012
,,8,,,,,,,,,2013
,,82,,,,,,,,,2011
,,29,,,,,,,,,2013
,,72,,,,,,,,,2011
,,45,,,,,,,,,2015
,,8,,,,,,,,,2012
,,245,,,,,,,,,2012
,,15,,,,,,,,,2016
,,22,,,,,,,,,2014
,,41,,,,,,,,,2001
,,95,,,,,,,,,2014
,,12,,,,,,,,,2009
,,5,,,,,,,,,2013
,,22,,,,,,,,,2011
,,8,,,,,,,,,2016
,,24,,,,,,,,,2013
,,16,,,,,,,,,2012
,,18,,,,,,,,,2009
,,178,,,,,,,,,2011
,,7,,,,,,,,,2014
,,30,,,,,,,,,2010
,,81,,,,,,,,,2010
,,46,,,,,,,,,2011
,,67,,,,,,,,,2011
,,3,,,,,,,,,2011
,,13,,,,,,,,,2013
,,18,,,,,,,,,2009
,,36,,,,,,,,,2010
,,120,,,,,,,,,2006
,,8,,,,,,,,,2015
,,not found,,,,,,,,,2006
,,18,,,,,,,,,2012
,,91,,,,,,,,,2001
,,16,,,,,,,,,2017
,,33,,,,,,,,,2014
,,168,,,,,,,,,2006
,,6,,,,,,,,,2012
,,46,,,,,,,,,2001
,,62,,,,,,,,,2002
,,44,,,,,,,,,2008
,,27,,,,,,,,,2015
,,43,,,,,,,,,2012
,,265,,,,,,,,,2007
,,19,,,,,,,,,2008
,,18,,,,,,,,,2015
,,29,,,,,,,,,2014
,,280,,,,,,,,,2010
,,12,,,,,,,,,2014
,,29,,,,,,,,,2011
,,99,,,,,,,,,2005
,,60,,,,,,,,,2006
,,30,,,,,,,,,2016
,,43,,,,,,,,,2013
,,101,,,,,,,,,2011
,,53,,,,,,,,,2012
,,54,,,,,,,,,2014
,,1500,,,,,,,,,2011
,,12,,,,,,,,,2017
,,49,,,,,,,,,2010
,,100,,,,,,,,,2007
,,4,,,,,,,,,2013
,,5,,,,,,,,,2015
,,19,,,,,,,,,2013
,,77,,,,,,,,,2001
,,70,,,,,,,,,2014
,,7,,,,,,,,,2008
,,28,,,,,,,,,2003
,,80,,,,,,,,,2012
,,16,,,,,,,,,2015
,,371,,,,,,,,,2014
,,2,,,,,,,,,2014
,,12,,,,,,,,,2011
,,173,,,,,,,,,1997
,,17,,,,,,,,,2017
,,55,,,,,,,,,2001
,,23,,,,,,,,,2010
,,5152,,,,,,,,,1202
,,24,,,,,,,,,1996
,,3290,,,,,,,,,2001
,,38,,,,,,,,,2012
,,6,,,,,,,,,2014
,,135,,,,,,,,,2011
,,179,,,,,,,,,2012
,,186,,,,,,,,,2009
,,35,,,,,,,,,2010
,,14,,,,,,,,,2011
,,35,,,,,,,,,2008
,,49,,,,,,,,,2011
,,21,,,,,,,,,2016
,,74,,,,,,,,,2012
,,13,,,,,,,,,2014
,,10,,,,,,,,,2014
,,35,,,,,,,,,2014
,,19,,,,,,,,,2012
,,101,,,,,,,,,2008
,,18,,,,,,,,,2008
,,not found,,,,,,,,,2007
,,121,,,,,,,,,1989
,,23,,,,,,,,,2009
,,10,,,,,,,,,2011
,,70,,,,,,,,,2015
,,15,,,,,,,,,2001
,,16,,,,,,,,,2013
,,2172,,,,,,,,,2008
,,70,,,,,,,,,2010
,,25,,,,,,,,,1999
,,183,,,,,,,,,2012
,,15,,,,,,,,,2009
,,220,,,,,,,,,2010
,,20,,,,,,,,,2012
,,47,,,,,,,,,2002
,,35,,,,,,,,,2009
,,46,,,,,,,,,2010
,,45,,,,,,,,,2001
,,2,,,,,,,,,2012
,,25,,,,,,,,,2014
,,3,,,,,,,,,2008
,,15,,,,,,,,,2002
,,10,,,,,,,,,2005
,,35,,,,,,,,,2013
,,96,,,,,,,,,1995
,,38,,,,,,,,,2008
,,6,,,,,,,,,2011
,,4,,,,,,,,,2008
,,30,,,,,,,,,2007
,,28,,,,,,,,,1987
,,20,,,,,,,,,1977
,,34,,,,,,,,,2012
,,7,,,,,,,,,2012
,,58,,,,,,,,,2008
,,40,,,,,,,,,2009
,,18,,,,,,,,,2008
,,38,,,,,,,,,2011
,,301,,,,,,,,,1981
,,18,,,,,,,,,2014
,,9,,,,,,,,,2012
,,96,,,,,,,,,2005
,,13,,,,,,,,,2014
,,68,,,,,,,,,2013
,,14,,,,,,,,,2004
,,22,,,,,,,,,2000
,,230,,,,,,,,,2010
,,220,,,,,,,,,2011
,,13,,,,,,,,,2009
,,103,,,,,,,,,2010
,,2,,,,,,,,,2013
,,21,,,,,,,,,2014
,,5,,,,,,,,,2002
,,1,,,,,,,,,2013
,,26,,,,,,,,,2009
,,4,,,,,,,,,2016
,,16,,,,,,,,,2013
,,78,,,,,,,,,2010
,,26,,,,,,,,,2010
,,26,,,,,,,,,2011
,,395,,,,,,,,,2012
,,4,,,,,,,,,1993
,,91,,,,,,,,,2015
,,18,,,,,,,,,2010
,,30,,,,,,,,,2013
,,40,,,,,,,,,1994
,,8,,,,,,,,,2004
,,100,,,,,,,,,2010
,,52,,,,,,,,,1990
,,20,,,,,,,,,2014
,,73,,,,,,,,,2012
,,17,,,,,,,,,2010
,,20,,,,,,,,,2014
,,9,,,,,,,,,2013
,,10,,,,,,,,,2010
,,8,,,,,,,,,2003
,,8,,,,,,,,,2016
,,47,,,,,,,,,2012
,,77,,,,,,,,,2006
,,7,,,,,,,,,2003
,,8,,,,,,,,,2003
,,9,,,,,,,,,2012
,,90,,,,,,,,,2011
,,38,,,,,,,,,2017
,,10,,,,,,,,,1994
,,2,,,,,,,,,2014
,,369,,,,,,,,,2009
,,25,,,,,,,,,2010
,,20,,,,,,,,,2010
,,293,,,,,,,,,1995
,,269,,,,,,,,,2014
,,47,,,,,,,,,2015
,,150,,,,,,,,,2012
,,12,,,,,,,,,1995
,,54,,,,,,,,,2012
,,210,,,,,,,,,1989
,,20,,,,,,,,,2013
,,16,,,,,,,,,2014
,,117,,,,,,,,,2011
,,8,,,,,,,,,2008
,,22,,,,,,,,,1997
,,68,,,,,,,,,2001
,,164,,,,,,,,,2010
,,20,,,,,,,,,2013
,,10,,,,,,,,,2011
,,13,,,,,,,,,2004
,,68,,,,,,,,,2005
,,23,,,,,,,,,2015
,,35,,,,,,,,,2015
,,103,,,,,,,,,2010
,,61,,,,,,,,,2006
,,22,,,,,,,,,2005
,,47,,,,,,,,,2010
,,93,,,,,,,,,2006
,,32,,,,,,,,,2004
,,13,,,,,,,,,2013
,,47,,,,,,,,,2003
,,23,,,,,,,,,2014
,,5,,,,,,,,,2004
,,55,,,,,,,,,2010
,,81,,,,,,,,,1995
,,45,,,,,,,,,2015
,,14,,,,,,,,,2012
,,16,,,,,,,,,2014
,,33,,,,,,,,,1992
,,9,,,,,,,,,2017
,,22,,,,,,,,,2009
,,82,,,,,,,,,2010
,,23,,,,,,,,,2011
,,146,,,,,,,,,2010
,,30,,,,,,,,,2013
,,20,,,,,,,,,2010
,,14,,,,,,,,,2015
,,77,,,,,,,,,2014
,,40,,,,,,,,,2012
,,180,,,,,,,,,2001
,,29,,,,,,,,,2014
,,40,,,,,,,,,2011
,,15,,,,,,,,,2013
,,151,,,,,,,,,2014
,,90,,,,,,,,,2013
,,9,,,,,,,,,2009
,,61,,,,,,,,,2004
,,23,,,,,,,,,2015
,,39,,,,,,,,,2010
,,40,,,,,,,,,1991
,,42,,,,,,,,,2011
,,11,,,,,,,,,2008
,,18,,,,,,,,,1994
,,27,,,,,,,,,2013
,,92,,,,,,,,,1992
,,70,,,,,,,,,2014
,,53,,,,,,,,,2014
,,123,,,,,,,,,2008
,,8,,,,,,,,,2010
,,116,,,,,,,,,2015
,,60,,,,,,,,,2009
,,15,,,,,,,,,2013
,,14,,,,,,,,,2012
,,182,,,,,,,,,1999
,,16,,,,,,,,,2012
,,600,,,,,,,,,2007
,,57,,,,,,,,,2015
,,8,,,,,,,,,2014
,,24,,,,,,,,,2013
,,59,,,,,,,,,2002
,,5,,,,,,,,,2011
,,37,,,,,,,,,2016
,,36,,,,,,,,,2009
,,101,,,,,,,,,2005
,,23,,,,,,,,,2009
,,142,,,,,,,,,2013
,,31,,,,,,,,,2016
,,17,,,,,,,,,2011
,,6,,,,,,,,,1995
,,120,,,,,,,,,2009
,,26,,,,,,,,,2012
,,95,,,,,,,,,1999
,,2,,,,,,,,,2014
,,82,,,,,,,,,2014
,,39,,,,,,,,,2001
,,2,,,,,,,,,2011
,,51,,,,,,,,,1996
,,118,,,,,,,,,2012
,,not found,,,,,,,,,2010
,,4,,,,,,,,,2014
,,31,,,,,,,,,2008
,,29,,,,,,,,,2009
,,48,,,,,,,,,2012
,,27,,,,,,,,,2009
,,32,,,,,,,,,1991
,,10,,,,,,,,,1998
,,50,,,,,,,,,2009
,,1,,,,,,,,,2012
,,32,,,,,,,,,2013
,,51,,,,,,,,,2012
,,200,,,,,,,,,2011
,,18,,,,,,,,,1998
,,156,,,,,,,,,2011
,,30,,,,,,,,,2003
,,48,,,,,,,,,2012
,,12,,,,,,,,,2004
,,11,,,,,,,,,2010
,,88,,,,,,,,,1998
,,300,,,,,,,,,2004
,,53,,,,,,,,,2007
,,16,,,,,,,,,2013
,,7,,,,,,,,,2014
,,13,,,,,,,,,2015
,,27,,,,,,,,,1996
,,100,,,,,,,,,2008
,,27,,,,,,,,,2013
,,24,,,,,,,,,2014
,,29,,,,,,,,,2015
,,12,,,,,,,,,2012
,,70,,,,,,,,,2004
,,13,,,,,,,,,2002
,,26,,,,,,,,,2012
,,25,,,,,,,,,2010
,,49,,,,,,,,,2012
,,21,,,,,,,,,2014
,,13,,,,,,,,,2014
,,15,,,,,,,,,2006
,,130,,,,,,,,,2014
,,227,,,,,,,,,2010
,,20,,,,,,,,,2014
,,10,,,,,,,,,2009
,,97,,,,,,,,,1974
,,38,,,,,,,,,2014
,,79,,,,,,,,,1999
,,13,,,,,,,,,2005
,,6,,,,,,,,,2014
,,21,,,,,,,,,2007
,,25,,,,,,,,,2008
,,30,,,,,,,,,2014
,,100,,,,,,,,,2010
,,68,,,,,,,,,2008
,,11,,,,,,,,,2016
,,142,,,,,,,,,2010
,,39,,,,,,,,,2011
,,492,,,,,,,,,2004
,,5,,,,,,,,,2007
,,4,,,,,,,,,2016
,,79,,,,,,,,,2016
,,25,,,,,,,,,2005
,,73,,,,,,,,,1990
,,15,,,,,,,,,2009
,,2,,,,,,,,,2014
,,130,,,,,,,,,2012
,,456,,,,,,,,,2003
,,20,,,,,,,,,2009
,,350,,,,,,,,,2008
,,83,,,,,,,,,1900
,,13,,,,,,,,,1938
,,24,,,,,,,,,2013
,,1,,,,,,,,,2009
,,1,,,,,,,,,2010
,,108,,,,,,,,,2003
,,37,,,,,,,,,2011
,,11,,,,,,,,,2009
,,12,,,,,,,,,2015
,,38,,,,,,,,,2006
,,35,,,,,,,,,2013
,,32,,,,,,,,,2014
,,54,,,,,,,,,2012
,,42,,,,,,,,,1991
,,74,,,,,,,,,1985
,,88,,,,,,,,,2013
,,35,,,,,,,,,2007
,,64,,,,,,,,,2010
,,34,,,,,,,,,2000
,,64,,,,,,,,,2014
,,140,,,,,,,,,2012
,,3,,,,,,,,,2011
,,529,,,,,,,,,2003
,,302,,,,,,,,,1999
,,22,,,,,,,,,2008
,,32,,,,,,,,,2009
,,14,,,,,,,,,2011
,,28,,,,,,,,,2013
,,4,,,,,,,,,2011
,,50,,,,,,,,,2012
,,10,,,,,,,,,2008
,,15,,,,,,,,,2013
,,28,,,,,,,,,2011
,,50,,,,,,,,,2009
,,71,,,,,,,,,2014
,,27,,,,,,,,,2016
,,18,,,,,,,,,1995
,,15,,,,,,,,,2009
,,350,,,,,,,,,2012
,,14,,,,,,,,,2010
,,80,,,,,,,,,2014
,,724,,,,,,,,,2015
,,35,,,,,,,,,2008
,,30,,,,,,,,,2014
,,141,,,,,,,,,2009
,,76,,,,,,,,,2012
,,30,,,,,,,,,2012
,,4,,,,,,,,,1996
,,26,,,,,,,,,2017
,,30,,,,,,,,,2016
,,25,,,,,,,,,2008
,,109,,,,,,,,,2010
,,8,,,,,,,,,2013
,,31,,,,,,,,,2003
,,129,,,,,,,,,2010
,,40,,,,,,,,,2012
,,170,,,,,,,,,2012
,,62,,,,,,,,,2012
,,18,,,,,,,,,2012
,,15,,,,,,,,,2016
,,35,,,,,,,,,2013
,,11,,,,,,,,,2007
,,13,,,,,,,,,2011
,,10,,,,,,,,,2011
,,220,,,,,,,,,2013
,,59,,,,,,,,,2004
,,160,,,,,,,,,2009
,,7,,,,,,,,,2010
,,276,,,,,,,,,2008
,,8,,,,,,,,,2011
,,7,,,,,,,,,2013
,,21,,,,,,,,,2010
,,138,,,,,,,,,2002
,,10,,,,,,,,,2011
,,219,,,,,,,,,2006
,,520,,,,,,,,,2003
,,12,,,,,,,,,1996
,,5,,,,,,,,,2008
,,18,,,,,,,,,1956
,,24,,,,,,,,,2014
,,3,,,,,,,,,2014
,,24,,,,,,,,,1992
,,20,,,,,,,,,2016
,,3,,,,,,,,,2012
,,231,,,,,,,,,1989
,,35,,,,,,,,,2012
,,35,,,,,,,,,2012
,,84,,,,,,,,,2006
,,98,,,,,,,,,2012
,,26,,,,,,,,,2005
,,38,,,,,,,,,2012
,,9,,,,,,,,,2012
,,122,,,,,,,,,2011
,,121,,,,,,,,,2004
,,348,,,,,,,,,1999
,,1,,,,,,,,,2004
,,24,,,,,,,,,2013
,,136,,,,,,,,,2003
,,221,,,,,,,,,2009
,,55,,,,,,,,,2014
,,54,,,,,,,,,2005
,,43,,,,,,,,,2010
,,46,,,,,,,,,2009
,,616,,,,,,,,,2014
,,250,,,,,,,,,2010
,,9,,,,,,,,,2009
,,50,,,,,,,,,2010
,,60,,,,,,,,,2006
,,105,,,,,,,,,2012
,,22,,,,,,,,,2016
,,39,,,,,,,,,2007
,,59,,,,,,,,,2008
,,10,,,,,,,,,2008
,,35,,,,,,,,,2014
,,22,,,,,,,,,2014
,,47,,,,,,,,,2009
,,61,,,,,,,,,1990
,,15,,,,,,,,,2016
,,22,,,,,,,,,2011
,,15,,,,,,,,,2005
,,1,,,,,,,,,2008
,,32,,,,,,,,,2011
,,454,,,,,,,,,2013
,,411,,,,,,,,,2013
,,45,,,,,,,,,2011
,,75,,,,,,,,,2010
,,57,,,,,,,,,2011
,,38,,,,,,,,,2009
,,16,,,,,,,,,2014
,,20,,,,,,,,,2009
,,12,,,,,,,,,2014
,,6,,,,,,,,,1997
,,16,,,,,,,,,2012
,,8,,,,,,,,,2016
,,130,,,,,,,,,2010
,,1400,,,,,,,,,2011
,,142,,,,,,,,,2011
,,20,,,,,,,,,2014
,,8,,,,,,,,,1996
,,20,,,,,,,,,2010
,,2,,,,,,,,,2013
,,25,,,,,,,,,2010
,,69,,,,,,,,,2012
,,13,,,,,,,,,2013
,,165,,,,,,,,,2009
,,550,,,,,,,,,2013
,,72,,,,,,,,,2003
,,37,,,,,,,,,2014
,,70,,,,,,,,,2011
,,35,,,,,,,,,2015
,,14,,,,,,,,,2015
,,12,,,,,,,,,2011
,,228,,,,,,,,,2008
,,212,,,,,,,,,2000
,,22,,,,,,,,,2015
,,5,,,,,,,,,2013
,,37,,,,,,,,,2014
,,38,,,,,,,,,2000
,,14,,,,,,,,,2010
,,21,,,,,,,,,2009
,,22,,,,,,,,,2007
,,108,,,,,,,,,2003
,,26,,,,,,,,,2013
,,29,,,,,,,,,2011
,,28,,,,,,,,,2012
,,95,,,,,,,,,2013
,,27,,,,,,,,,2007
,,18,,,,,,,,,2015
,,5,,,,,,,,,2008
,,23,,,,,,,,,2014
,,58,,,,,,,,,1999
,,47,,,,,,,,,2016
,,87,,,,,,,,,2011
,,12,,,,,,,,,2010
,,65,,,,,,,,,2006
,,90,,,,,,,,,2009
,,730,,,,,,,,,2012
,,119,,,,,,,,,2000
,,3,,,,,,,,,2006
,,650,,,,,,,,,2012
,,45,,,,,,,,,1998
,,16,,,,,,,,,2014
,,65,,,,,,,,,2002
,,184,,,,,,,,,2005
,,15,,,,,,,,,2002
,,10,,,,,,,,,2011
,,4,,,,,,,,,2013
,,113,,,,,,,,,2002
,,16,,,,,,,,,2015
,,56,,,,,,,,,2000
,,35,,,,,,,,,2014
,,180,,,,,,,,,2010
,,50,,,,,,,,,2003
,,306,,,,,,,,,2006
,,154,,,,,,,,,2011
,,118,,,,,,,,,2011
,,104,,,,,,,,,2002
,,46,,,,,,,,,2011
,,25,,,,,,,,,2010
,,196,,,,,,,,,2011
,,1,,,,,,,,,2016
,,42,,,,,,,,,2011
,,285,,,,,,,,,2010
,,170,,,,,,,,,2014
,,34,,,,,,,,,2003
,,30,,,,,,,,,2012
,,21,,,,,,,,,2005
,,39,,,,,,,,,2010
,,23,,,,,,,,,2000
,,45,,,,,,,,,2011
,,13,,,,,,,,,2009
,,18,,,,,,,,,2014
,,not found,,,,,,,,,2014
,,6,,,,,,,,,2016
,,78,,,,,,,,,2013
,,17,,,,,,,,,2011
,,not found,,,,,,,,,2007
,,69,,,,,,,,,2009
,,39,,,,,,,,,2012
,,56,,,,,,,,,2013
,,31,,,,,,,,,2013
,,6,,,,,,,,,2011
,,32,,,,,,,,,2011
,,1000,,,,,,,,,2007
,,13,,,,,,,,,2010
,,111,,,,,,,,,2006
,,45,,,,,,,,,2006
,,27,,,,,,,,,1998
,,40,,,,,,,,,2012
,,9,,,,,,,,,2007
,,15,,,,,,,,,2013
,,15,,,,,,,,,2009
,,22,,,,,,,,,2014
,,782,,,,,,,,,2006
,,15,,,,,,,,,1993
,,105,,,,,,,,,2008
,,25,,,,,,,,,2010
,,40,,,,,,,,,2009
,,12,,,,,,,,,2010
,,114,,,,,,,,,2012
,,15,,,,,,,,,2011
,,22,,,,,,,,,2014
,,119,,,,,,,,,2004
,,10,,,,,,,,,2010
,,188,,,,,,,,,2009
,,13,,,,,,,,,1995
,,21,,,,,,,,,2015
,,10,,,,,,,,,1998
,,123,,,,,,,,,2013
,,6,,,,,,,,,2013
,,4,,,,,,,,,2011
,,6,,,,,,,,,2011
,,12,,,,,,,,,2011
,,19,,,,,,,,,1994
,,not found,,,,,,,,,2012
,,40,,,,,,,,,2007
,,94,,,,,,,,,2012
,,791,,,,,,,,,1996
,,5,,,,,,,,,2016
,,10,,,,,,,,,1992
,,36,,,,,,,,,2009
,,36,,,,,,,,,2010
,,105,,,,,,,,,2009
,,474,,,,,,,,,2013
,,23,,,,,,,,,2010
,,74,,,,,,,,,2005
,,3,,,,,,,,,2014
,,22,,,,,,,,,2016
,,25,,,,,,,,,2021
,,13,,,,,,,,,2011
,,22,,,,,,,,,2005
,,18,,,,,,,,,2011
,,54,,,,,,,,,2015
,,51,,,,,,,,,1994
,,67,,,,,,,,,1898
,,42,,,,,,,,,2000
,,16,,,,,,,,,2012
,,182,,,,,,,,,1991
,,12,,,,,,,,,1993
,,8389,,,,,,,,,6386
,,4,,,,,,,,,2006
,,not found,,,,,,,,,2012
,,5,,,,,,,,,2013
,,12,,,,,,,,,2011
,,100,,,,,,,,,2010
,,16,,,,,,,,,2010
,,27,,,,,,,,,2006
,,3,,,,,,,,,2003
,,2,,,,,,,,,2012
,,221,,,,,,,,,2013
,,45,,,,,,,,,2014
,,23,,,,,,,,,2012
,,1,,,,,,,,,2006
,,29,,,,,,,,,2008
,,12,,,,,,,,,2014
,,59,,,,,,,,,1994
,,16,,,,,,,,,2011
,,8,,,,,,,,,2008
,,150,,,,,,,,,2003
,,100,,,,,,,,,2007
,,58,,,,,,,,,2002
,,60,,,,,,,,,2008
,,53,,,,,,,,,2012
,,5,,,,,,,,,2013
,,70,,,,,,,,,1979
,,400,,,,,,,,,2010
,,199,,,,,,,,,2012
,,47,,,,,,,,,1997
,,85,,,,,,,,,2009
,,18,,,,,,,,,2010
,,130,,,,,,,,,2002
,,24,,,,,,,,,2012
,,15,,,,,,,,,2012
,,24,,,,,,,,,2010
,,24,,,,,,,,,2009
,,6,,,,,,,,,1997
,,19,,,,,,,,,2012
,,27,,,,,,,,,2012
,,121,,,,,,,,,2011
,,135,,,,,,,,,2015
,,3,,,,,,,,,2012
,,13,,,,,,,,,2012
,,559,,,,,,,,,2005
,,478,,,,,,,,,1991
,,61,,,,,,,,,2013
,,5,,,,,,,,,2014
,,96,,,,,,,,,2002
,,80,,,,,,,,,2011
,,6,,,,,,,,,2012
,,65,,,,,,,,,2010
,,45,,,,,,,,,2008
,,4,,,,,,,,,2007
,,85,,,,,,,,,1998
,,3,,,,,,,,,1999
,,118,,,,,,,,,1978
,,3,,,,,,,,,2003
,,67,,,,,,,,,2008
,,800,,,,,,,,,2009
,,18,,,,,,,,,2014
,,22,,,,,,,,,2007
,,48,,,,,,,,,2013
,,4,,,,,,,,,2014
,,54,,,,,,,,,2013
,,23,,,,,,,,,2012
,,51,,,,,,,,,2011
,,15,,,,,,,,,2007
,,68,,,,,,,,,1996
,,68,,,,,,,,,1963
,,16,,,,,,,,,2014
,,133,,,,,,,,,2007
,,200,,,,,,,,,2011
,,1200,,,,,,,,,2002
,,39,,,,,,,,,2002
,,120,,,,,,,,,2010
,,11,,,,,,,,,2005
,,110,,,,,,,,,2012
,,24,,,,,,,,,2009
,,58,,,,,,,,,2014
,,31,,,,,,,,,2003
,,174,,,,,,,,,2007
,,40,,,,,,,,,2010
,,591,,,,,,,,,2009
,,9,,,,,,,,,2014
,,20,,,,,,,,,1984
,,not found,,,,,,,,,2012
,,6,,,,,,,,,2011
,,156,,,,,,,,,2000
,,632,,,,,,,,,2007
,,65,,,,,,,,,2007
,,23,,,,,,,,,2010
,,45,,,,,,,,,2010
,,75,,,,,,,,,1999
,,64,,,,,,,,,2012
,,6,,,,,,,,,2009
,,12,,,,,,,,,2010
,,98,,,,,,,,,2012
,,47,,,,,,,,,2000
,,105,,,,,,,,,2007
,,10,,,,,,,,,1997
,,107,,,,,,,,,2011
,,68,,,,,,,,,2005
,,7,,,,,,,,,1995
,,324,,,,,,,,,2010
,,8,,,,,,,,,2011
,,16,,,,,,,,,2009
,,23,,,,,,,,,2006
,,not found,,,,,,,,,2011
,,285,,,,,,,,,2010
,,89,,,,,,,,,2006
,,17,,,,,,,,,2015
,,162,,,,,,,,,2012
,,15,,,,,,,,,2012
,,25,,,,,,,,,2009
,,199,,,,,,,,,2009
,,32,,,,,,,,,2006
,,88,,,,,,,,,2000
,,43,,,,,,,,,2006
,,136,,,,,,,,,2003
,,75,,,,,,,,,2008
,,282,,,,,,,,,2003
,,19,,,,,,,,,2001
,,258,,,,,,,,,1996
,,44,,,,,,,,,2013
,,74,,,,,,,,,2007
,,143,,,,,,,,,2011
,,12,,,,,,,,,2011
,,28,,,,,,,,,2008
,,185,,,,,,,,,2011
,,50,,,,,,,,,2009
,,14,,,,,,,,,2012
,,448,,,,,,,,,2011
,,23,,,,,,,,,2010
,,17,,,,,,,,,2000
,,16,,,,,,,,,2011
,,29,,,,,,,,,2010
,,75,,,,,,,,,2004
,,9,,,,,,,,,2007
,,23,,,,,,,,,2010
,,170,,,,,,,,,1997
,,15,,,,,,,,,2013
,,219,,,,,,,,,2013
,,17,,,,,,,,,2009
,,158,,,,,,,,,2006
,,65,,,,,,,,,2011
,,50,,,,,,,,,1998
,,14,,,,,,,,,2010
,,2,,,,,,,,,2010
,,171,,,,,,,,,2009
,,39,,,,,,,,,2012
,,1000,,,,,,,,,2000
,,14,,,,,,,,,2014
,,5,,,,,,,,,2002
,,50,,,,,,,,,2012
,,19,,,,,,,,,2012
,,10,,,,,,,,,2012
,,237,,,,,,,,,2002
,,28,,,,,,,,,2011
,,21,,,,,,,,,2013
,,11,,,,,,,,,2015
,,19,,,,,,,,,2010
,,44,,,,,,,,,2000
,,16,,,,,,,,,2007
,,21,,,,,,,,,2013
,,45,,,,,,,,,2006
,,14,,,,,,,,,2006
,,62,,,,,,,,,2012
,,110,,,,,,,,,2002
,,14,,,,,,,,,2010
,,63,,,,,,,,,2008
,,16,,,,,,,,,1989
,,36,,,,,,,,,2009
,,329,,,,,,,,,2000
,,11,,,,,,,,,2008
,,6,,,,,,,,,2012
,,31,,,,,,,,,2010
,,11,,,,,,,,,2014
,,9,,,,,,,,,2009
,,not found,,,,,,,,,2011
,,77,,,,,,,,,2007
,,6,,,,,,,,,2002
,,668,,,,,,,,,1996
,,2,,,,,,,,,2008
,,111,,,,,,,,,2008
,,15,,,,,,,,,1994
,,28,,,,,,,,,2010
,,4,,,,,,,,,2005
,,3,,,,,,,,,1993
,,14,,,,,,,,,2015
,,14,,,,,,,,,2012
,,50,,,,,,,,,2012
,,24,,,,,,,,,2011
,,10,,,,,,,,,2014
,,20,,,,,,,,,2014
,,6,,,,,,,,,2010
,,14,,,,,,,,,2014
,,14,,,,,,,,,2006
,,6,,,,,,,,,1988
,,43,,,,,,,,,2007
,,14,,,,,,,,,2010
,,25,,,,,,,,,2011
,,27,,,,,,,,,2013
,,122,,,,,,,,,2012
,,15,,,,,,,,,2011
,,349,,,,,,,,,1999
,,22,,,,,,,,,2012
,,45,,,,,,,,,2011
,,140,,,,,,,,,2010
,,18,,,,,,,,,2011
,,24,,,,,,,,,2014
,,84,,,,,,,,,2009
,,63,,,,,,,,,1998
,,18,,,,,,,,,2014
,,39,,,,,,,,,2012
,,108,,,,,,,,,2006
,,34,,,,,,,,,2013
,,14,,,,,,,,,2013
,,31,,,,,,,,,2011
,,160,,,,,,,,,2000
,,14,,,,,,,,,2007
,,not found,,,,,,,,,2011
,,184,,,,,,,,,2007
,,11,,,,,,,,,2010
,,56,,,,,,,,,2011
,,25,,,,,,,,,2013
,,145,,,,,,,,,2012
,,500,,,,,,,,,2004
,,24,,,,,,,,,2009
,,130,,,,,,,,,2007
,,29,,,,,,,,,2010
,,52,,,,,,,,,2011
,,61,,,,,,,,,2006
,,28,,,,,,,,,2009
,,18,,,,,,,,,2004
,,8,,,,,,,,,2008
,,12,,,,,,,,,2005
,,209,,,,,,,,,2003
,,955,,,,,,,,,2012
,,12,,,,,,,,,2009
,,83,,,,,,,,,2005
,,33,,,,,,,,,2012
,,59,,,,,,,,,1975
,,4,,,,,,,,,2015
,,5,,,,,,,,,2010
,,17,,,,,,,,,2006
,,38,,,,,,,,,1991
,,10,,,,,,,,,2014
,,210,,,,,,,,,2012
,,260,,,,,,,,,2012
,,11,,,,,,,,,2013
,,375,,,,,,,,,2013
,,26,,,,,,,,,2006
,,16,,,,,,,,,1996
,,11,,,,,,,,,2010
,,5,,,,,,,,,2010
,,29,,,,,,,,,2011
,,50,,,,,,,,,2011
,,9,,,,,,,,,2011
,,41,,,,,,,,,2011
,,22,,,,,,,,,2011
,,1,,,,,,,,,2012
,,113,,,,,,,,,2008
,,18,,,,,,,,,2014
,,8,,,,,,,,,2001
,,1,,,,,,,,,2014
,,21,,,,,,,,,2005
,,29,,,,,,,,,2010
,,57,,,,,,,,,2009
,,13,,,,,,,,,2011
,,13,,,,,,,,,2010
,,132,,,,,,,,,2012
,,43,,,,,,,,,2010
,,94,,,,,,,,,1998
,,54,,,,,,,,,2011
,,43,,,,,,,,,2008
,,22,,,,,,,,,2011
,,31,,,,,,,,,2012
,,117,,,,,,,,,2008
,,18,,,,,,,,,2007
,,1259,,,,,,,,,2008
,,11,,,,,,,,,1975
,,60,,,,,,,,,2010
,,80,,,,,,,,,2003
,,90,,,,,,,,,2010
,,11,,,,,,,,,2005
,,98,,,,,,,,,2008
,,21,,,,,,,,,1988
,,39,,,,,,,,,2012
,,9,,,,,,,,,2011
,,1,,,,,,,,,2010
