07-silvestri-market_value_jan_2020,03-gren-market_capitalization_2022,07-silvestri-revenue_2022,07-silvestri-market_value_jan_2022,04-iGMM-market_value__jan_1st_2020,04-iGMM-market_value__jan_07_2022,08-slytherin-revenue,02-GioPonSpiz-marketvalue,02-GioPonSpiz-marketcap,07-silvestri-market_value_jan_2021
,0.0,,,doll_2.46 m,doll_3.53 m,81 million usd,doll_0.004316 t,doll_2.97 m,
,doll_3.53 b,,,doll_4.27 m,doll_3.52 m,517 million usd,doll_3.53 m,doll_3.93 m,
,doll_3.53 b,,,doll_2.54 m,doll_3.52 m,doll_1.215 m,doll_3.53 m,doll_3.71 m,
,doll_3.53 b,,,doll_2.54 m,doll_3.52 m,352 million usd,doll_3.53 m,doll_3.61 m,
,doll_3.53 b,,,doll_1.21 m,doll_3.52 m,743 million usd,doll_3.53 m,doll_3.36 m,
,doll_3.53 b,,,doll_0.83 m,doll_3.51 m,doll_17.596 m,doll_3.53 m,doll_3.28 m,
,doll_3.53 b,,,doll_3.13 m,doll_3.51 m,doll_24.786 m,doll_3.53 m,doll_2.76 m,
,doll_3.52 b,,,doll_1.77 m,doll_3.5 m,doll_3.544 m,doll_3.52 m,doll_2.75 m,
,doll_3.53 b,,,doll_18.27 m,doll_3.5 m,doll_1.922 m,doll_3.53 m,doll_2.73 m,
,doll_3.52 b,,,doll_1.97 m,doll_3.5 m,doll_4.446 m,doll_3.52 m,doll_4.15 m,
,doll_3.52 b,,,doll_5.24 m,doll_3.5 m,259 million usd,doll_3.52 m,doll_4.01 m,
,doll_3.52 b,,,doll_4.65 m,doll_3.5 m,doll_15.465 m,doll_3.52 m,doll_3.67 m,
,doll_3.52 b,,,doll_2.21 m,doll_3.5 m,doll_23.056 m,doll_3.52 m,doll_2.96 m,
,doll_3.51 b,,,0,doll_3.5 m,doll_3.280 m,doll_3.51 m,doll_3.55 m,
,doll_3.51 b,,,doll_4.97 m,doll_3.5 m,540 million usd,doll_3.51 m,doll_3.45 m,
,doll_3.5 b,,,doll_2.23 m,doll_3.5 m,758 million usd,doll_3.5 m,doll_2.7 m,
,doll_3.5 b,,,doll_3.82 m,doll_3.5 m,doll_4.150 m,doll_3.5 m,doll_7.15 m,
,doll_3.5 b,,,doll_3.87 m,doll_3.5 m,doll_15.356 m,doll_3.5 m,doll_5.14 m,
,doll_3.5 b,,,doll_4.24 m,doll_3.5 m,doll_7.927 m,doll_3.5 m,doll_4.88 m,
,doll_3.5 b,,,doll_3.17 m,doll_3.5 m,doll_3.655 m,doll_3.5 m,doll_4.01 m,
,doll_3.5 b,,,doll_3.4 m,doll_3.5 m,926 million usd,doll_3.5 m,doll_3.9 m,
,doll_3.5 b,,,doll_1.47 m,doll_3.5 m,doll_12.721 m,doll_3.5 m,doll_3.84 m,
,doll_3.5 b,,,0,doll_3.5 m,doll_6.485 m,doll_3.5 m,doll_3.83 m,
,doll_3.5 b,,,doll_3.57 m,doll_3.49 m,doll_12.388 m,doll_3.5 m,doll_3.73 m,
,doll_3.5 b,,,doll_4.65 m,doll_3.49 m,doll_1.762 m,doll_3.5 m,doll_3.54 m,
,doll_3.5 b,,,doll_3.87 m,0,896 million usd,doll_3.5 m,doll_3.5 m,
,doll_3.5 b,,,doll_3.01 m,doll_3.49 m,554 million usd,doll_3.5 m,doll_3.46 m,
,doll_3.5 b,,,doll_4.12 m,doll_3.49 m,667 million usd,doll_3.5 m,doll_3.45 m,
,doll_3.5 b,,,0,doll_3.49 m,754 million usd,doll_3.5 m,doll_3.23 m,
,doll_3.5 b,,,0,doll_3.48 m,doll_3.357 m,doll_3.5 m,doll_3.08 m,
,doll_3.5 b,,,doll_3.05 m,doll_3.48 m,201 million usd,doll_3.5 m,doll_2.7 m,
,doll_3.49 b,,,doll_3.15 m,doll_3.48 m,doll_1.179 m,doll_3.49 m,doll_4.32 m,
,doll_3.49 b,,,doll_2.19 m,doll_3.48 m,doll_1.455 m,doll_3.49 m,doll_4.03 m,
,0.0,,,doll_1.81 m,doll_3.47 m,684 million usd,doll_0.004348 t,doll_2.94 m,
,doll_3.49 b,,,0,doll_3.47 m,doll_5.123 m,doll_3.49 m,doll_3.73 m,
,doll_3.49 b,,,doll_4.22 m,doll_3.46 m,598 million usd,doll_3.49 m,doll_3.62 m,
,doll_3.49 b,,,0,doll_3.47 m,doll_2.037 m,doll_3.49 m,doll_3.12 m,
,doll_3.48 b,,,doll_4.36 m,doll_3.47 m,80 million usd,doll_3.48 m,doll_5.56 m,
,doll_3.48 b,,,doll_0.77 m,doll_3.47 m,doll_5.724 m,doll_3.48 m,doll_4.25 m,
,doll_3.48 b,,,doll_2.68 m,doll_3.47 m,554 million usd,doll_3.48 m,doll_3.35 m,
,doll_3.48 b,,,doll_0.45 m,doll_3.47 m,doll_1.160 m,doll_3.48 m,doll_2.88 m,
,doll_3.47 b,,,doll_2.46 m,doll_3.47 m,doll_13.481 m,doll_3.47 m,doll_5.0 m,
,doll_3.47 b,,,doll_0.59 m,doll_3.46 m,doll_1.133 m,doll_3.47 m,doll_4.6 m,
,doll_3.46 b,,,doll_3.65 m,doll_3.46 m,doll_1.889 m,doll_3.46 m,doll_4.44 m,
,doll_3.47 b,,,doll_2.39 m,doll_3.46 m,707 million usd,doll_3.47 m,doll_3.46 m,
,doll_3.47 b,,,doll_2.47 m,doll_3.46 m,589 million usd,doll_3.47 m,doll_3.37 m,
,doll_3.47 b,,,doll_2.12 m,doll_3.46 m,doll_3.073 m,doll_3.47 m,doll_3.21 m,
,doll_3.47 b,,,doll_1.87 m,doll_3.46 m,doll_2.772 m,doll_3.47 m,doll_2.83 m,
,doll_3.47 b,,,0,doll_3.46 m,133 million usd,doll_3.47 m,doll_2.8 m,
,doll_3.47 b,,,doll_1.81 m,doll_3.46 m,220 million usd,doll_3.47 m,doll_2.42 m,
,doll_3.46 b,,,doll_1.29 m,doll_3.46 m,499 million usd,doll_3.46 m,doll_4.46 m,
,doll_3.46 b,,,doll_3.04 m,doll_3.45 m,252 million usd,doll_3.46 m,doll_4.38 m,
,doll_3.46 b,,,doll_3.3 m,doll_3.45 m,doll_1.694 m,doll_3.46 m,doll_3.57 m,
,doll_3.46 b,,,doll_4.5 m,doll_3.45 m,doll_2.677 m,doll_3.46 m,doll_3.33 m,
,doll_3.46 b,,,doll_2.2 m,doll_3.45 m,484 million usd,doll_3.46 m,doll_3.09 m,
,doll_3.46 b,,,doll_2.67 m,doll_3.45 m,doll_3.358 m,doll_3.46 m,doll_2.99 m,
,doll_3.46 b,,,doll_0.65 m,doll_3.45 m,doll_2.787 m,doll_3.46 m,doll_2.97 m,
,doll_3.46 b,,,doll_2.24 m,doll_3.45 m,doll_1.861 m,doll_3.46 m,doll_2.76 m,
,doll_3.46 b,,,doll_0.62 m,doll_3.45 m,doll_8.945 m,doll_3.46 m,doll_2.74 m,
,doll_3.45 b,,,doll_1.5 m,doll_3.44 m,doll_4.766 m,doll_3.45 m,doll_6.04 m,
,doll_3.45 b,,,doll_2.04 m,doll_3.44 m,60 million usd,doll_3.45 m,doll_4.07 m,
,doll_3.45 b,,,doll_2.85 m,doll_3.44 m,doll_1.717 m,doll_3.45 m,doll_3.79 m,
,doll_3.45 b,,,doll_0.82 m,doll_3.44 m,250 million usd,doll_3.45 m,doll_3.46 m,
,doll_3.45 b,,,doll_1.49 m,doll_3.44 m,not found,doll_3.45 m,doll_3.38 m,
,doll_3.45 b,,,doll_4.04 m,doll_3.44 m,doll_6.638 m,doll_3.45 m,doll_3.35 m,
,doll_3.45 b,,,doll_1.99 m,doll_3.44 m,230 million usd,doll_3.45 m,doll_2.8 m,
,doll_3.45 b,,,doll_1.51 m,doll_3.44 m,doll_18.650 m,doll_3.45 m,doll_2.52 m,
,doll_3.44 b,,,doll_4.63 m,doll_3.44 m,doll_1.010 m,doll_3.44 m,doll_4.96 m,
,doll_3.44 b,,,doll_1.48 m,doll_3.44 m,874 million usd,doll_3.44 m,doll_4.41 m,
,doll_3.44 b,,,doll_2.14 m,doll_3.44 m,43 million usd,doll_3.44 m,doll_4.3 m,
,doll_3.44 b,,,doll_3.82 m,doll_3.44 m,874 million usd,doll_3.44 m,doll_4.05 m,
,doll_3.44 b,,,doll_2.15 m,doll_3.44 m,481 million usd,doll_3.44 m,doll_4.01 m,
,doll_3.44 b,,,0,doll_3.44 m,171 million usd,doll_3.44 m,doll_3.83 m,
,doll_3.44 b,,,doll_1.25 m,doll_3.44 m,949 million usd,doll_3.44 m,doll_3.81 m,
,doll_3.44 b,,,doll_1.45 m,doll_3.42 m,446 million usd,doll_3.44 m,doll_3.74 m,
,doll_3.44 b,,,doll_2.31 m,doll_3.43 m,doll_6.218 m,doll_3.44 m,doll_3.45 m,
,doll_3.44 b,,,doll_2.39 m,doll_3.43 m,761 million usd,doll_3.44 m,doll_3.35 m,
,doll_3.44 b,,,doll_4.06 m,doll_3.43 m,doll_2.761 m,doll_3.44 m,doll_3.18 m,
,doll_3.44 b,,,doll_3.71 m,doll_3.43 m,doll_5.013 m,doll_3.44 m,doll_2.9 m,
,doll_3.44 b,,,doll_2.76 m,doll_3.42 m,doll_2.040 m,doll_3.44 m,doll_2.83 m,
,doll_3.44 b,,,doll_7.44 m,doll_3.42 m,doll_1.652 m,doll_3.44 m,doll_2.77 m,
,doll_3.44 b,,,doll_5.02 m,doll_3.42 m,doll_7.499 m,doll_3.44 m,doll_2.02 m,
,doll_3.42 b,,,doll_1.92 m,doll_3.42 m,doll_5.816 m,doll_3.42 m,doll_4.48 m,
,doll_3.43 b,,,doll_1.23 m,doll_3.42 m,340 million usd,doll_3.43 m,doll_4.45 m,
,doll_3.43 b,,,doll_2.48 m,doll_3.42 m,doll_6.421 m,doll_3.43 m,doll_3.67 m,
,doll_3.43 b,,,0,doll_3.42 m,doll_1.345 m,doll_3.43 m,doll_3.56 m,
,doll_3.43 b,,,0,doll_3.4 m,126 million usd,doll_3.43 m,doll_3.26 m,
,doll_3.42 b,,,0,doll_3.41 m,doll_1.241 m,doll_3.42 m,doll_4.2 m,
,doll_3.42 b,,,0,doll_3.41 m,doll_1.499 m,doll_3.42 m,doll_3.69 m,
,doll_3.42 b,,,doll_3.52 m,doll_3.41 m,216 million usd,doll_3.42 m,doll_3.3 m,
,doll_3.42 b,,,doll_1.76 m,doll_3.41 m,336 million usd,doll_3.42 m,doll_3.21 m,
,doll_3.42 b,,,doll_3.82 m,doll_3.41 m,doll_2.555 m,doll_3.42 m,doll_3.13 m,
,doll_3.42 b,,,doll_3.22 m,doll_3.41 m,575 million usd,doll_3.42 m,doll_2.99 m,
,doll_3.42 b,,,doll_1.13 m,doll_3.41 m,doll_1.675 m,doll_3.42 m,0,
,doll_3.4 b,,,0,doll_3.41 m,doll_2.244 m,doll_3.4 m,doll_6.42 m,
,doll_3.41 b,,,doll_2.98 m,doll_3.41 m,doll_6.670 m,doll_3.41 m,doll_6.2 m,
,doll_3.41 b,,,doll_2.55 m,doll_3.41 m,doll_1.983 m,doll_3.41 m,doll_4.6 m,
,doll_3.41 b,,,doll_2.37 m,doll_3.41 m,doll_1.864 m,doll_3.41 m,doll_4.14 m,
,doll_3.41 b,,,0,doll_3.4 m,doll_3.769 m,doll_3.41 m,doll_3.8 m,
,doll_3.41 b,,,doll_1.85 m,doll_3.41 m,doll_1.607 m,doll_3.41 m,doll_3.69 m,
,doll_3.41 b,,,doll_2.92 m,0,641 million usd,doll_3.41 m,doll_3.6 m,
,doll_3.41 b,,,doll_1.53 m,doll_3.4 m,doll_30.181 m,doll_3.41 m,doll_3.27 m,
,doll_3.41 b,,,0,doll_3.4 m,258 million usd,doll_3.41 m,doll_3.25 m,
,doll_3.41 b,,,doll_3.21 m,doll_3.4 m,not found,doll_3.41 m,doll_3.11 m,
,doll_3.41 b,,,doll_13.76 m,doll_3.4 m,759 million usd,doll_3.41 m,doll_3.07 m,
,doll_3.41 b,,,doll_3.96 m,doll_3.4 m,doll_1.884 m,doll_3.41 m,doll_3.02 m,
,doll_3.4 b,,,doll_3.28 m,doll_3.4 m,doll_2.135 m,doll_3.4 m,doll_2.74 m,
,doll_3.41 b,,,doll_6.0 m,doll_3.4 m,593 million usd,doll_3.41 m,doll_2.55 m,
,0.0,,,doll_1.04 m,doll_3.4 m,doll_2.834 m,doll_0.004423 t,doll_2.86 m,
,doll_3.4 b,,,doll_2.52 m,0,1 million usd,doll_3.4 m,doll_5.0 m,
,doll_3.4 b,,,doll_1.5 m,doll_3.4 m,314 million usd,doll_3.4 m,doll_4.37 m,
,doll_3.4 b,,,doll_2.75 m,doll_3.4 m,doll_1.514 m,doll_3.4 m,doll_4.05 m,
,doll_3.4 b,,,doll_2.49 m,doll_3.4 m,doll_3.660 m,doll_3.4 m,doll_3.89 m,
,doll_3.4 b,,,doll_0.32 m,doll_3.4 m,132 million usd,doll_3.4 m,doll_3.67 m,
,doll_3.4 b,,,doll_0.54 m,doll_3.4 m,doll_5.791 m,doll_3.4 m,doll_3.44 m,
,doll_3.4 b,,,doll_2.72 m,doll_3.4 m,doll_9.785 m,doll_3.4 m,doll_3.31 m,
,doll_3.4 b,,,doll_0.69 m,doll_3.39 m,792 million usd,doll_3.4 m,doll_3.29 m,
,0.0,,,doll_4.23 m,doll_3.39 m,425 million usd,doll_0.004431 t,doll_0.004431 t,
,doll_3.4 b,,,0,doll_3.39 m,doll_1.719 m,doll_3.4 m,doll_3.13 m,
,doll_3.4 b,,,doll_1.88 m,doll_3.39 m,doll_1.243 m,doll_3.4 m,doll_3.12 m,
,doll_3.4 b,,,doll_2.75 m,doll_3.39 m,190 million usd,doll_3.4 m,doll_3.05 m,
,doll_3.4 b,,,doll_2.17 m,doll_3.39 m,532 million usd,doll_3.4 m,doll_2.81 m,
,doll_3.4 b,,,doll_1.01 m,doll_3.39 m,972 million usd,doll_3.4 m,doll_2.67 m,
,doll_3.4 b,,,0,doll_3.39 m,doll_1.427 m,doll_3.4 m,doll_2.65 m,
,doll_3.39 b,,,doll_2.21 m,doll_3.39 m,887 million usd,doll_3.39 m,doll_5.58 m,
,doll_3.39 b,,,doll_1.06 m,doll_3.39 m,doll_1.546 m,doll_3.39 m,doll_3.63 m,
,doll_3.39 b,,,0,doll_3.39 m,doll_5.344 m,doll_3.39 m,doll_3.61 m,
,doll_3.39 b,,,doll_4.15 m,doll_3.38 m,395 million usd,doll_3.39 m,doll_3.53 m,
,doll_3.39 b,,,doll_3.1 m,0,doll_6.099 m,doll_3.39 m,doll_3.47 m,
,doll_3.39 b,,,doll_0.98 m,doll_3.38 m,doll_2.901 m,doll_3.39 m,doll_3.33 m,
,doll_3.39 b,,,0,doll_3.38 m,doll_3.656 m,doll_3.39 m,doll_3.09 m,
,doll_3.39 b,,,doll_5.44 m,doll_3.38 m,doll_1.000 m,doll_3.39 m,doll_3.01 m,
,doll_3.39 b,,,doll_2.38 m,doll_3.38 m,doll_1.508 m,doll_3.39 m,doll_2.84 m,
,doll_3.39 b,,,doll_1.59 m,doll_3.38 m,360 million usd,doll_3.39 m,doll_2.54 m,
,doll_3.39 b,,,doll_2.13 m,doll_3.38 m,doll_4.028 m,doll_3.39 m,doll_2.39 m,
,doll_3.38 b,,,doll_1.57 m,doll_3.38 m,doll_1.203 m,doll_3.38 m,doll_4.02 m,
,0.0,,,0,0,doll_1.013 m,doll_0.004449 t,doll_2.82 m,
,doll_3.38 b,,,doll_2.61 m,doll_3.38 m,622 million usd,doll_3.38 m,doll_3.72 m,
,doll_3.38 b,,,doll_1.05 m,doll_3.38 m,doll_8.310 m,doll_3.38 m,doll_3.38 m,
,doll_3.38 b,,,doll_2.29 m,doll_3.37 m,8 million usd,doll_3.38 m,doll_3.09 m,
,doll_3.38 b,,,0,doll_3.37 m,doll_2.304 m,doll_3.38 m,doll_3.09 m,
,doll_3.38 b,,,doll_3.25 m,doll_3.37 m,515 million usd,doll_3.38 m,doll_2.94 m,
,doll_3.38 b,,,doll_1.92 m,doll_3.37 m,not found,doll_3.38 m,doll_2.86 m,
,doll_3.38 b,,,doll_1.58 m,doll_3.37 m,doll_2.782 m,doll_3.38 m,doll_2.86 m,
,0.0,,,0,doll_3.37 m,453 million usd,doll_0.004455 t,doll_0.004455 t,
,doll_3.38 b,,,doll_0.7 m,doll_3.37 m,doll_12.434 m,doll_3.38 m,doll_2.54 m,
,doll_3.38 b,,,doll_2.69 m,doll_3.37 m,not found,doll_3.38 m,doll_2.09 m,
,doll_3.37 b,,,0,doll_3.36 m,118 million usd,doll_3.37 m,doll_3.64 m,
,doll_3.37 b,,,doll_4.73 m,doll_3.36 m,doll_1.049 m,doll_3.37 m,doll_3.56 m,
,doll_3.37 b,,,doll_2.62 m,doll_3.36 m,doll_5.731 m,doll_3.37 m,doll_3.35 m,
,doll_3.37 b,,,doll_2.43 m,doll_3.36 m,doll_3.633 m,doll_3.37 m,doll_3.06 m,
,doll_3.37 b,,,doll_2.23 m,doll_3.36 m,not found,doll_3.37 m,doll_2.91 m,
,doll_3.37 b,,,doll_7.11 m,doll_3.35 m,not found,doll_3.37 m,doll_2.66 m,
,doll_3.37 b,,,doll_3.06 m,doll_3.35 m,not found,doll_3.37 m,doll_2.48 m,
,doll_3.37 b,,,0,0,not found,doll_3.37 m,doll_2.36 m,
,doll_3.36 b,,,0,0,not found,doll_3.36 m,doll_4.09 m,
,doll_3.36 b,,,0,0,315 million usd,doll_3.36 m,doll_3.9 m,
,doll_3.36 b,,,0,0,400 million usd,doll_3.36 m,doll_3.78 m,
,doll_3.36 b,,,0,0,not found,doll_3.36 m,doll_3.23 m,
,doll_3.36 b,,,0,0,doll_2.811 m,doll_3.36 m,doll_2.92 m,
,doll_3.35 b,,,0,0,not found,doll_3.35 m,doll_6.77 m,
,doll_3.35 b,,,doll_0.86 m,doll_3.35 m,not found,doll_3.35 m,doll_4.51 m,
,0.0,,,doll_4.55 m,doll_3.35 m,not found,doll_0.004472 t,doll_0.004472 t,
,0.0,,,doll_1.31 m,doll_3.35 m,not found,doll_0.004472 t,doll_0.004472 t,
,0.0,,,doll_2.61 m,doll_3.35 m,347 million usd,doll_0.004472 t,doll_0.004472 t,
,0.0,,,0,0,doll_4.200 m,doll_0.004472 t,doll_0.004472 t,
,0.0,,,doll_2.5 m,doll_3.35 m,doll_1.323 m,doll_0.004472 t,doll_0.004472 t,
,0.0,,,doll_3.67 m,doll_3.35 m,804 million usd,doll_0.004472 t,doll_0.004472 t,
,0.0,,,0,doll_3.35 m,294 million usd,doll_0.004472 t,doll_0.004472 t,
,doll_3.35 b,,,0,doll_3.35 m,not found,doll_3.35 m,doll_4.27 m,
,doll_3.35 b,,,doll_1.7 m,doll_3.34 m,doll_1.074 m,doll_3.35 m,doll_3.89 m,
,doll_3.35 b,,,0,doll_3.34 m,doll_1.192 m,doll_3.35 m,doll_3.73 m,
,doll_3.35 b,,,doll_3.49 m,doll_3.34 m,not found,doll_3.35 m,doll_3.32 m,
,0.0,,,doll_4.09 m,doll_3.34 m,doll_2.881 m,doll_0.004476 t,0,
,doll_3.35 b,,,doll_3.01 m,doll_3.34 m,doll_3.829 m,doll_3.35 m,doll_3.16 m,
,doll_3.35 b,,,doll_0.63 m,doll_3.34 m,doll_6.085 m,doll_3.35 m,doll_3.07 m,
,doll_3.35 b,,,0,doll_3.34 m,767 million usd,doll_3.35 m,doll_2.66 m,
,doll_3.35 b,,,doll_4.53 m,doll_3.34 m,doll_2.124 m,doll_3.35 m,doll_2.38 m,
,doll_3.34 b,,,doll_4.75 m,doll_3.34 m,doll_7.760 m,doll_3.34 m,doll_4.04 m,
,doll_3.34 b,,,doll_2.24 m,doll_3.34 m,1242 million usd annual revenue for year ending dec-2020,doll_3.34 m,doll_3.77 m,
,doll_3.34 b,,,0,doll_3.33 m,288 million usd,doll_3.34 m,doll_3.65 m,
,doll_3.34 b,,,0,doll_3.33 m,403 million usd,doll_3.34 m,doll_3.56 m,
,doll_3.34 b,,,0,doll_3.33 m,42 million usd,doll_3.34 m,doll_3.44 m,
,doll_3.34 b,,,0,doll_3.32 m,434 million usd,doll_3.34 m,doll_3.38 m,
,doll_3.34 b,,,doll_4.05 m,doll_3.32 m,not found,doll_3.34 m,doll_3.25 m,
,doll_3.34 b,,,doll_2.78 m,doll_3.32 m,not found,doll_3.34 m,doll_3.12 m,
,doll_3.34 b,,,doll_4.01 m,0,doll_4.754 m,doll_3.34 m,doll_2.98 m,
,doll_3.34 b,,,doll_3.35 m,doll_3.32 m,doll_1.872 m,doll_3.34 m,doll_2.79 m,
,doll_3.33 b,,,doll_1.18 m,doll_3.31 m,doll_3.409 m,doll_3.33 m,doll_4.68 m,
,doll_3.33 b,,,doll_3.93 m,doll_3.31 m,doll_3.808 m,doll_3.33 m,doll_4.13 m,
,doll_3.33 b,,,doll_3.09 m,doll_3.31 m,not found,doll_3.33 m,doll_3.36 m,
,doll_3.32 b,,,doll_4.71 m,doll_3.31 m,401 million usd,doll_3.32 m,doll_4.18 m,
,doll_3.32 b,,,doll_2.85 m,doll_3.31 m,doll_2.071 m,doll_3.32 m,doll_3.17 m,
,doll_3.32 b,,,doll_2.11 m,doll_3.31 m,828 million usd,doll_3.32 m,doll_3.03 m,
,0.0,,,doll_2.02 m,doll_3.31 m,769 million usd,doll_0.004497 t,doll_2.78 m,
,doll_3.32 b,,,doll_2.91 m,doll_3.31 m,doll_3.394 m,doll_3.32 m,doll_2.83 m,
,doll_3.31 b,,,doll_0.14 m,doll_3.31 m,doll_1.872 m,doll_3.31 m,doll_2.1 m,
,doll_3.31 b,,,0,doll_3.31 m,324 million usd,doll_3.31 m,doll_4.29 m,
,doll_3.31 b,,,doll_0.48 m,doll_3.31 m,375 million usd,doll_3.31 m,doll_4.18 m,
,doll_3.31 b,,,doll_2.98 m,doll_3.3 m,not found,doll_3.31 m,doll_3.61 m,
,doll_3.31 b,,,doll_2.36 m,doll_3.3 m,385 million usd,doll_3.31 m,doll_3.16 m,
,doll_3.31 b,,,doll_3.15 m,doll_3.3 m,doll_3.357 m,doll_3.31 m,doll_3.05 m,
,doll_3.31 b,,,doll_3.16 m,doll_3.3 m,488 million usd,doll_3.31 m,doll_3.02 m,
,doll_3.31 b,,,doll_2.66 m,doll_3.3 m,not found,doll_3.31 m,doll_2.78 m,
,doll_3.31 b,,,doll_1.66 m,doll_3.3 m,696 million usd annual revenue for year ending dec-2020,doll_3.31 m,doll_1.72 m,
,doll_3.31 b,,,doll_2.36 m,doll_3.3 m,doll_1.749 m,doll_3.31 m,doll_1.71 m,
,doll_3.31 b,,,doll_3.37 m,doll_3.3 m,589 million usd,doll_3.31 m,doll_0.35 m,
,doll_3.3 b,,,doll_2.75 m,doll_3.3 m,doll_1.899 m,doll_3.3 m,doll_3.85 m,
,doll_3.3 b,,,doll_1.54 m,doll_3.3 m,doll_3.285 m,doll_3.3 m,doll_3.8 m,
,doll_3.3 b,,,doll_2.77 m,0,not found,doll_3.3 m,doll_3.6 m,
,doll_3.3 b,,,0,doll_3.3 m,138 million usd,doll_3.3 m,doll_3.46 m,
,doll_3.3 b,,,0,doll_3.29 m,doll_1.272 m,doll_3.3 m,doll_3.29 m,
,doll_3.3 b,,,doll_6.02 m,doll_3.29 m,doll_6.274 m,doll_3.3 m,doll_3.05 m,
,doll_3.3 b,,,doll_3.1 m,doll_3.29 m,doll_3.439 m,doll_3.3 m,doll_3.04 m,
,doll_3.3 b,,,doll_3.69 m,doll_3.29 m,doll_2.762 m,doll_3.3 m,doll_2.96 m,
,doll_3.3 b,,,doll_1.45 m,doll_3.29 m,doll_2.284 m,doll_3.3 m,doll_2.59 m,
,doll_3.3 b,,,doll_2.96 m,doll_3.29 m,doll_1.457 m,doll_3.3 m,doll_2.31 m,
,0.0,,,doll_3.12 m,doll_3.29 m,404 million usd,doll_0.004519 t,doll_2.75 m,
,doll_3.3 b,,,doll_3.48 m,doll_3.28 m,doll_3.236 m,doll_3.3 m,doll_1.92 m,
,doll_3.29 b,,,doll_3.44 m,doll_3.28 m,doll_2.376 m,doll_3.29 m,doll_7.17 m,
,doll_3.29 b,,,doll_2.86 m,doll_3.28 m,154 million usd,doll_3.29 m,doll_3.68 m,
,doll_3.29 b,,,doll_3.71 m,doll_3.28 m,335 million usd,doll_3.29 m,doll_3.34 m,
,doll_3.29 b,,,doll_2.04 m,doll_3.28 m,doll_1.821 m,doll_3.29 m,doll_3.27 m,
,doll_3.29 b,,,doll_3.32 m,doll_3.28 m,664 million usd,doll_3.29 m,doll_2.84 m,
,doll_3.29 b,,,doll_2.43 m,0,doll_2.596 m,doll_3.29 m,doll_2.75 m,
,doll_3.29 b,,,doll_1.79 m,doll_3.28 m,not found,doll_3.29 m,doll_2.64 m,
,doll_3.28 b,,,doll_2.77 m,doll_3.28 m,doll_2.041 m,doll_3.28 m,doll_3.61 m,
,doll_3.28 b,,,doll_2.72 m,doll_3.28 m,doll_3.288 m,doll_3.28 m,doll_3.44 m,
,doll_3.28 b,,,0,doll_3.28 m,doll_1.104 m,doll_3.28 m,doll_3.42 m,
,doll_3.28 b,,,doll_3.61 m,doll_3.27 m,doll_1.765 m,doll_3.28 m,doll_3.4 m,
,doll_3.28 b,,,0,doll_3.27 m,doll_2.327 m,doll_3.28 m,doll_3.28 m,
,doll_3.28 b,,,doll_4.15 m,doll_3.27 m,doll_4.263 m,doll_3.28 m,doll_3.16 m,
,0.0,,,doll_2.06 m,doll_3.27 m,569 million usd,doll_0.004533 t,doll_0.004533 t,
,doll_3.28 b,,,doll_5.16 m,doll_3.27 m,doll_3.513 m,doll_3.28 m,doll_2.88 m,
,doll_3.28 b,,,doll_3.42 m,doll_3.27 m,doll_19.499 m,doll_3.28 m,doll_2.84 m,
,doll_3.28 b,,,doll_2.48 m,doll_3.27 m,-418 million usd,doll_3.28 m,doll_2.65 m,
,doll_3.28 b,,,doll_4.32 m,doll_3.27 m,35 million usd,doll_3.28 m,doll_2.6 m,
,doll_3.27 b,,,doll_1.06 m,doll_3.27 m,doll_1.643 m,doll_3.27 m,doll_5.11 m,
,doll_3.27 b,,,doll_1.53 m,doll_3.27 m,296 million usd,doll_3.27 m,doll_4.44 m,
,doll_3.27 b,,,doll_2.3 m,doll_3.27 m,doll_21.063 m,doll_3.27 m,doll_4.0 m,
,doll_3.27 b,,,doll_1.42 m,doll_3.27 m,not found,doll_3.27 m,doll_3.84 m,
,doll_3.27 b,,,doll_7.8 m,doll_3.27 m,doll_12.677 m,doll_3.27 m,doll_3.77 m,
,doll_3.27 b,,,doll_3.27 m,doll_3.27 m,not found,doll_3.27 m,doll_3.75 m,
,doll_3.27 b,,,doll_4.18 m,doll_3.27 m,doll_1.318 m,doll_3.27 m,doll_3.64 m,
,doll_3.27 b,,,doll_1.78 m,doll_3.27 m,doll_3.376 m,doll_3.27 m,doll_3.58 m,
,doll_3.27 b,,,0,doll_3.26 m,doll_25.600 m,doll_3.27 m,doll_3.53 m,
,doll_3.27 b,,,0,doll_3.26 m,415 million usd,doll_3.27 m,doll_3.26 m,
,doll_3.27 b,,,doll_3.79 m,doll_3.26 m,0 million usd,doll_3.27 m,doll_3.15 m,
,doll_3.27 b,,,doll_0.67 m,doll_3.25 m,505 million usd,doll_3.27 m,doll_3.12 m,
,doll_3.27 b,,,doll_4.37 m,doll_3.26 m,290 million usd,doll_3.27 m,doll_2.97 m,
,doll_3.27 b,,,doll_2.4 m,doll_3.26 m,not found,doll_3.27 m,doll_2.94 m,
,doll_3.27 b,,,doll_4.88 m,doll_3.26 m,doll_3.050 m,doll_3.27 m,doll_2.87 m,
,doll_3.27 b,,,doll_3.0 m,doll_3.25 m,doll_4.588 m,doll_3.27 m,doll_2.77 m,
,doll_3.26 b,,,doll_2.41 m,0,doll_1.017 m,doll_3.26 m,doll_7.2 m,
