07-silvestri-market_value_jan_2020,03-gren-market_capitalization_2022,07-silvestri-revenue_2022,07-silvestri-market_value_jan_2022,04-iGMM-market_value__jan_1st_2020,04-iGMM-market_value__jan_07_2022,08-slytherin-revenue,02-GioPonSpiz-marketvalue,02-GioPonSpiz-marketcap,07-silvestri-market_value_jan_2021
,doll_3.26 b,,,doll_2.54 m,doll_3.26 m,doll_1.177 m,doll_3.26 m,doll_5.3 m,
,doll_3.26 b,,,doll_3.12 m,doll_3.26 m,623 million usd,doll_3.26 m,doll_5.1 m,
,doll_3.25 b,,,0,doll_3.26 m,not found,doll_3.25 m,doll_4.24 m,
,doll_3.26 b,,,doll_0.58 m,doll_3.26 m,not found,doll_3.26 m,doll_3.55 m,
,doll_3.26 b,,,doll_6.2 m,doll_3.25 m,not found,doll_3.26 m,doll_3.39 m,
,doll_3.26 b,,,doll_1.64 m,doll_3.25 m,not found,doll_3.26 m,doll_3.11 m,
,doll_3.25 b,,,doll_1.69 m,doll_3.25 m,not found,doll_3.25 m,doll_2.98 m,
,0.0,,,doll_2.3 m,doll_3.25 m,not found,doll_0.00456 t,doll_0.00456 t,
,doll_3.26 b,,,doll_2.54 m,doll_3.25 m,doll_30.432 m,doll_3.26 m,doll_2.88 m,
,doll_3.26 b,,,doll_2.33 m,doll_3.25 m,795 million usd,doll_3.26 m,doll_2.76 m,
,doll_3.26 b,,,doll_2.85 m,doll_3.25 m,not found,doll_3.26 m,doll_2.63 m,
,doll_3.26 b,,,doll_0.3 m,doll_3.25 m,749 million usd,doll_3.26 m,doll_2.19 m,
,doll_3.25 b,,,0,doll_3.24 m,doll_2.067 m,doll_3.25 m,doll_4.08 m,
,doll_3.25 b,,,0,doll_3.23 m,doll_4.078 m,doll_3.25 m,doll_3.95 m,
,doll_3.25 b,,,0,doll_3.24 m,not found,doll_3.25 m,doll_3.6 m,
,doll_3.25 b,,,0,doll_3.24 m,doll_1.031 m,doll_3.25 m,doll_3.49 m,
,doll_3.25 b,,,doll_2.72 m,doll_3.24 m,doll_1.904 m,doll_3.25 m,doll_3.32 m,
,doll_3.25 b,,,doll_2.39 m,0,doll_17.174 m,doll_3.25 m,doll_3.1 m,
,doll_3.25 b,,,doll_3.5 m,doll_3.24 m,doll_1.342 m,doll_3.25 m,doll_2.41 m,
,doll_3.25 b,,,0,doll_3.24 m,343 million usd,doll_3.25 m,doll_1.93 m,
,doll_3.24 b,,,doll_3.07 m,doll_3.24 m,not found,doll_3.24 m,doll_5.14 m,
,doll_3.23 b,,,doll_2.72 m,doll_3.24 m,not found,doll_3.23 m,doll_4.38 m,
,doll_3.24 b,,,doll_1.36 m,doll_3.24 m,439 million usd,doll_3.24 m,doll_3.86 m,
,doll_3.24 b,,,doll_1.97 m,doll_3.24 m,doll_6.865 m,doll_3.24 m,doll_3.44 m,
,doll_3.24 b,,,doll_1.56 m,doll_3.24 m,not found,doll_3.24 m,doll_3.43 m,
,0.0,,,doll_1.32 m,doll_3.23 m,57 million usd,doll_0.004577 t,doll_0.004577 t,
,doll_3.24 b,,,doll_3.77 m,doll_3.23 m,doll_1.468 m,doll_3.24 m,doll_3.37 m,
,doll_3.24 b,,,doll_4.22 m,doll_3.23 m,429 million usd,doll_3.24 m,doll_3.23 m,
,doll_3.24 b,,,doll_1.18 m,doll_3.23 m,58 million usd,doll_3.24 m,doll_3.17 m,
,doll_3.24 b,,,doll_2.38 m,0,doll_2.202 m,doll_3.24 m,doll_3.15 m,
,doll_3.24 b,,,doll_1.02 m,doll_3.23 m,460 million usd,doll_3.24 m,doll_2.97 m,
,doll_3.24 b,,,0,doll_3.22 m,doll_1.614 m,doll_3.24 m,doll_2.71 m,
,doll_3.24 b,,,doll_4.17 m,doll_3.21 m,149 million usd,doll_3.24 m,doll_2.31 m,
,doll_3.23 b,,,doll_2.87 m,doll_3.22 m,845 million usd,doll_3.23 m,doll_3.62 m,
,doll_3.23 b,,,doll_4.23 m,doll_3.22 m,999 million usd,doll_3.23 m,doll_3.47 m,
,doll_3.23 b,,,doll_2.11 m,doll_3.22 m,doll_1.707 m,doll_3.23 m,doll_3.22 m,
,doll_3.23 b,,,doll_0.84 m,doll_3.22 m,259 million usd,doll_3.23 m,doll_2.97 m,
,0.0,,,doll_3.15 m,doll_3.22 m,660 million usd,doll_0.004589 t,doll_0.004589 t,
,doll_3.23 b,,,doll_2.23 m,doll_3.21 m,3 million usd,doll_3.23 m,doll_2.87 m,
,doll_3.22 b,,,0,0,not found,doll_3.22 m,doll_4.11 m,
,doll_3.21 b,,,doll_2.51 m,doll_3.22 m,doll_1.774 m,doll_3.21 m,doll_3.74 m,
,doll_3.22 b,,,0,doll_3.22 m,299 million usd,doll_3.22 m,doll_3.46 m,
,doll_3.22 b,,,doll_0.81 m,doll_3.21 m,doll_2.773 m,doll_3.22 m,doll_3.36 m,
,doll_3.22 b,,,doll_2.26 m,doll_3.21 m,not found,doll_3.22 m,doll_3.28 m,
,doll_3.22 b,,,doll_3.7 m,doll_3.21 m,doll_10.952 m,doll_3.22 m,doll_3.27 m,
,doll_3.22 b,,,doll_4.05 m,doll_3.21 m,not found,doll_3.22 m,doll_3.18 m,
,doll_3.21 b,,,doll_4.06 m,doll_3.21 m,doll_2.312 m,doll_3.21 m,doll_3.04 m,
,0.0,,,doll_3.78 m,doll_3.21 m,doll_1.679 m,doll_0.004597 t,0,
,doll_3.22 b,,,0,doll_3.21 m,doll_1.541 m,doll_3.22 m,doll_2.96 m,
,doll_3.22 b,,,doll_3.54 m,doll_3.21 m,518 million usd,doll_3.22 m,doll_2.68 m,
,doll_3.21 b,,,doll_3.03 m,doll_3.21 m,doll_1.548 m,doll_3.21 m,doll_2.62 m,
,doll_3.21 b,,,doll_2.01 m,doll_3.21 m,doll_1.063 m,doll_3.21 m,doll_6.97 m,
,doll_3.21 b,,,doll_4.54 m,doll_3.21 m,929 million usd,doll_3.21 m,doll_3.65 m,
,doll_3.21 b,,,doll_2.9 m,doll_3.21 m,581 million usd,doll_3.21 m,doll_3.58 m,
,doll_3.21 b,,,doll_2.91 m,doll_3.2 m,not found,doll_3.21 m,doll_3.51 m,
,doll_3.21 b,,,doll_2.14 m,doll_3.2 m,doll_2.821 m,doll_3.21 m,doll_3.41 m,
,doll_3.21 b,,,doll_3.89 m,doll_3.2 m,not found,doll_3.21 m,doll_3.15 m,
,doll_3.21 b,,,doll_0.43 m,doll_3.2 m,988 million usd,doll_3.21 m,doll_3.15 m,
,doll_3.21 b,,,doll_3.46 m,doll_3.19 m,not found,doll_3.21 m,doll_3.05 m,
,doll_3.21 b,,,doll_3.03 m,0,doll_7.596 m,doll_3.21 m,doll_2.75 m,
,doll_3.21 b,,,doll_2.37 m,0,not found,doll_3.21 m,doll_2.53 m,
,doll_3.21 b,,,0,doll_3.19 m,not found,doll_3.21 m,doll_2.06 m,
,doll_3.2 b,,,0,doll_3.19 m,not found,doll_3.2 m,doll_3.8 m,
,doll_3.2 b,,,doll_0.78 m,doll_3.19 m,not found,doll_3.2 m,doll_3.33 m,
,doll_3.2 b,,,0,doll_3.19 m,647 million usd,doll_3.2 m,doll_2.83 m,
,doll_3.2 b,,,doll_3.73 m,doll_3.19 m,doll_14.044 m,doll_3.2 m,doll_0.91 m,
,doll_3.19 b,,,doll_3.62 m,doll_3.19 m,921 million usd,doll_3.19 m,doll_4.49 m,
,0.0,,,doll_2.67 m,doll_3.19 m,doll_1.372 m,doll_0.004616 t,doll_2.66 m,
,0.0,,,doll_3.48 m,doll_3.19 m,doll_8.660 m,doll_0.004616 t,doll_0.004616 t,
,doll_3.19 b,,,0,doll_3.19 m,not found,doll_3.19 m,doll_4.05 m,
,doll_3.19 b,,,doll_1.83 m,doll_3.19 m,941 million usd,doll_3.19 m,doll_3.79 m,
,doll_3.19 b,,,doll_3.69 m,doll_3.19 m,doll_3.837 m,doll_3.19 m,doll_3.64 m,
,doll_3.19 b,,,doll_0.89 m,doll_3.19 m,doll_1.549 m,doll_3.19 m,doll_3.62 m,
,doll_3.19 b,,,doll_1.54 m,doll_3.19 m,not found,doll_3.19 m,doll_3.47 m,
,doll_3.19 b,,,doll_3.84 m,0,295 million usd,doll_3.19 m,doll_3.28 m,
,doll_3.19 b,,,doll_2.58 m,doll_3.19 m,doll_4.141 m,doll_3.19 m,doll_3.26 m,
,doll_3.19 b,,,doll_1.95 m,doll_3.19 m,doll_2.045 m,doll_3.19 m,doll_3.22 m,
,doll_3.19 b,,,0,doll_3.19 m,doll_2.322 m,doll_3.19 m,doll_3.18 m,
,doll_3.19 b,,,0,doll_3.18 m,305 million usd,doll_3.19 m,doll_3.04 m,
,doll_3.19 b,,,doll_5.35 m,doll_3.18 m,doll_6.888 m,doll_3.19 m,doll_2.9 m,
,doll_3.19 b,,,doll_1.7 m,doll_3.18 m,doll_1.318 m,doll_3.19 m,doll_2.82 m,
,doll_3.19 b,,,doll_3.54 m,doll_3.17 m,doll_2.405 m,doll_3.19 m,doll_2.68 m,
,0.0,,,doll_2.45 m,doll_3.18 m,doll_5.177 m,doll_0.00463 t,doll_2.65 m,
,doll_3.19 b,,,doll_3.46 m,doll_3.18 m,doll_5.126 m,doll_3.19 m,doll_2.42 m,
,doll_3.19 b,,,doll_2.04 m,doll_3.17 m,118 million usd,doll_3.19 m,doll_1.58 m,
,doll_3.19 b,,,doll_1.67 m,doll_3.18 m,13 million usd,doll_3.19 m,0,
,doll_3.18 b,,,doll_5.24 m,doll_3.17 m,doll_1.977 m,doll_3.18 m,doll_5.46 m,
,doll_3.18 b,,,doll_2.12 m,doll_3.17 m,263 million usd,doll_3.18 m,doll_3.54 m,
,doll_3.18 b,,,doll_2.15 m,doll_3.17 m,429 million usd,doll_3.18 m,doll_3.32 m,
,doll_3.17 b,,,doll_3.52 m,doll_3.17 m,doll_2.084 m,doll_3.17 m,doll_3.29 m,
,doll_3.18 b,,,doll_2.73 m,doll_3.17 m,doll_9.294 m,doll_3.18 m,doll_3.04 m,
,doll_3.18 b,,,doll_4.12 m,doll_3.17 m,doll_3.886 m,doll_3.18 m,doll_2.99 m,
,doll_3.17 b,,,doll_4.84 m,doll_3.17 m,doll_1.306 m,doll_3.17 m,doll_2.6 m,
,doll_3.18 b,,,doll_3.83 m,doll_3.17 m,doll_10.423 m,doll_3.18 m,doll_2.43 m,
,doll_3.17 b,,,doll_3.34 m,doll_3.17 m,doll_8.991 m,doll_3.17 m,doll_4.36 m,
,doll_3.17 b,,,doll_2.08 m,doll_3.17 m,doll_1.152 m,doll_3.17 m,doll_3.56 m,
,doll_3.17 b,,,doll_1.06 m,doll_3.17 m,not found,doll_3.17 m,doll_3.47 m,
,doll_3.17 b,,,doll_2.33 m,0,not found,doll_3.17 m,doll_3.25 m,
,doll_3.17 b,,,doll_0.88 m,doll_3.17 m,452 million usd,doll_3.17 m,doll_3.13 m,
,doll_3.17 b,,,doll_1.36 m,doll_3.17 m,doll_4.250 m,doll_3.17 m,doll_3.12 m,
,doll_3.17 b,,,doll_2.17 m,doll_3.17 m,879 million usd,doll_3.17 m,doll_3.1 m,
,doll_3.17 b,,,doll_2.3 m,doll_3.17 m,doll_2.306 m,doll_3.17 m,doll_3.09 m,
,doll_3.17 b,,,0,doll_3.16 m,160 million usd,doll_3.17 m,doll_3.04 m,
,doll_3.17 b,,,doll_22.22 m,doll_3.16 m,doll_1.258 m,doll_3.17 m,doll_2.91 m,
,doll_3.17 b,,,doll_2.73 m,0,not found,doll_3.17 m,doll_2.9 m,
,0.0,,,0,doll_3.16 m,doll_8.492 m,doll_0.004652 t,doll_0.004652 t,
,doll_3.17 b,,,doll_4.1 m,doll_3.16 m,doll_1.886 m,doll_3.17 m,doll_2.62 m,
,doll_3.17 b,,,doll_1.73 m,doll_3.16 m,doll_1.056 m,doll_3.17 m,doll_2.38 m,
,doll_3.17 b,,,doll_2.64 m,doll_3.16 m,252 million usd,doll_3.17 m,doll_2.33 m,
,doll_3.17 b,,,0,doll_3.16 m,doll_1.567 m,doll_3.17 m,doll_2.3 m,
,doll_3.16 b,,,doll_2.4 m,doll_3.16 m,583 million usd,doll_3.16 m,doll_6.84 m,
,doll_3.16 b,,,doll_2.33 m,doll_3.16 m,not found,doll_3.16 m,doll_3.85 m,
,0.0,,,doll_1.91 m,doll_3.16 m,not found,doll_0.004658 t,doll_2.63 m,
,doll_3.16 b,,,doll_1.46 m,doll_3.16 m,doll_1.364 m,doll_3.16 m,doll_3.83 m,
,doll_3.16 b,,,0,doll_3.16 m,869 million usd,doll_3.16 m,doll_3.77 m,
,doll_3.16 b,,,0,doll_3.15 m,not found,doll_3.16 m,doll_3.25 m,
,doll_3.16 b,,,doll_4.74 m,doll_3.15 m,236 million usd,doll_3.16 m,doll_3.21 m,
,doll_3.16 b,,,doll_0.85 m,doll_3.15 m,doll_3.882 m,doll_3.16 m,doll_3.07 m,
,doll_3.16 b,,,0,doll_3.15 m,doll_1.752 m,doll_3.16 m,doll_3.0 m,
,doll_3.16 b,,,doll_1.12 m,doll_3.15 m,178 million usd,doll_3.16 m,doll_2.74 m,
,doll_3.16 b,,,doll_2.54 m,doll_3.15 m,47 million usd,doll_3.16 m,doll_2.74 m,
,doll_3.16 b,,,doll_1.09 m,doll_3.15 m,not found,doll_3.16 m,doll_2.64 m,
,doll_3.16 b,,,doll_4.18 m,doll_3.14 m,doll_1.602 m,doll_3.16 m,doll_2.6 m,
,doll_3.15 b,,,doll_4.01 m,doll_3.14 m,953 million usd,doll_3.15 m,doll_5.36 m,
,doll_3.15 b,,,doll_3.61 m,doll_3.14 m,not found,doll_3.15 m,doll_5.21 m,
,doll_3.15 b,,,doll_2.59 m,doll_3.14 m,doll_3.318 m,doll_3.15 m,doll_4.46 m,
,doll_3.15 b,,,doll_2.08 m,doll_3.14 m,975 million usd,doll_3.15 m,doll_3.4 m,
,doll_3.15 b,,,doll_2.74 m,doll_3.14 m,doll_6.759 m,doll_3.15 m,doll_3.35 m,
,doll_3.15 b,,,doll_5.98 m,doll_3.14 m,doll_1.669 m,doll_3.15 m,doll_3.04 m,
,doll_3.15 b,,,doll_2.75 m,doll_3.14 m,624 million usd,doll_3.15 m,doll_2.94 m,
,doll_3.14 b,,,doll_2.73 m,doll_3.14 m,doll_25.727 m,doll_3.14 m,doll_4.72 m,
,doll_3.14 b,,,doll_2.16 m,doll_3.14 m,doll_6.875 m,doll_3.14 m,doll_3.74 m,
,doll_3.14 b,,,doll_4.21 m,doll_3.14 m,doll_2.082 m,doll_3.14 m,doll_3.63 m,
,doll_3.14 b,,,doll_1.73 m,doll_3.14 m,375 million usd,doll_3.14 m,doll_3.5 m,
,doll_3.14 b,,,doll_2.29 m,doll_3.14 m,doll_3.415 m,doll_3.14 m,doll_3.26 m,
,doll_3.14 b,,,doll_2.17 m,doll_3.13 m,doll_4.100 m,doll_3.14 m,doll_3.24 m,
,doll_3.14 b,,,doll_1.75 m,doll_3.14 m,not found,doll_3.14 m,doll_3.2 m,
,doll_3.14 b,,,doll_1.68 m,doll_3.14 m,doll_1.864 m,doll_3.14 m,doll_3.13 m,
,doll_3.14 b,,,doll_3.43 m,doll_3.13 m,not found,doll_3.14 m,doll_2.95 m,
,doll_3.14 b,,,doll_4.14 m,doll_3.13 m,doll_2.221 m,doll_3.14 m,doll_2.91 m,
,doll_3.14 b,,,0,doll_3.13 m,doll_2.718 m,doll_3.14 m,doll_2.89 m,
,doll_3.14 b,,,doll_2.17 m,doll_3.13 m,doll_15.140 m,doll_3.14 m,doll_2.6 m,
,doll_3.14 b,,,doll_2.27 m,doll_3.13 m,doll_1.205 m,doll_3.14 m,doll_2.56 m,
,doll_3.13 b,,,doll_4.1 m,doll_3.13 m,771 million usd,doll_3.13 m,doll_2.15 m,
,doll_3.14 b,,,doll_3.16 m,doll_3.13 m,921 million usd,doll_3.14 m,doll_1.98 m,
,doll_3.14 b,,,doll_4.37 m,doll_3.13 m,doll_1.791 m,doll_3.14 m,doll_1.85 m,
,doll_3.13 b,,,doll_3.68 m,doll_3.13 m,doll_2.027 m,doll_3.13 m,doll_5.04 m,
,doll_3.13 b,,,doll_1.22 m,doll_3.13 m,528 million usd,doll_3.13 m,doll_3.77 m,
,doll_3.13 b,,,doll_2.01 m,doll_3.13 m,826 million usd,doll_3.13 m,doll_3.75 m,
,doll_3.13 b,,,doll_3.43 m,doll_3.13 m,doll_3.993 m,doll_3.13 m,doll_3.52 m,
,doll_3.13 b,,,doll_1.28 m,doll_3.13 m,doll_1.332 m,doll_3.13 m,doll_3.5 m,
,doll_3.13 b,,,doll_3.15 m,doll_3.13 m,doll_1.982 m,doll_3.13 m,doll_3.43 m,
,doll_3.13 b,,,0,doll_3.12 m,not found,doll_3.13 m,doll_3.37 m,
,doll_3.13 b,,,doll_1.59 m,doll_3.12 m,doll_3.202 m,doll_3.13 m,doll_3.33 m,
,doll_3.13 b,,,doll_3.31 m,doll_3.12 m,doll_3.185 m,doll_3.13 m,doll_3.32 m,
,doll_3.13 b,,,doll_2.68 m,doll_3.12 m,not found,doll_3.13 m,doll_3.24 m,
,doll_3.13 b,,,doll_2.47 m,doll_3.12 m,785 million usd annual revenue for year ending dec-2020,doll_3.13 m,doll_3.08 m,
,doll_3.13 b,,,doll_3.72 m,doll_3.12 m,doll_13.022 m,doll_3.13 m,doll_3.08 m,
,doll_3.13 b,,,doll_3.01 m,doll_3.12 m,doll_1.345 m,doll_3.13 m,doll_2.87 m,
,doll_3.13 b,,,doll_1.18 m,doll_3.12 m,733 million usd,doll_3.13 m,doll_2.75 m,
,doll_3.12 b,,,doll_1.78 m,doll_3.12 m,944 million usd,doll_3.12 m,doll_4.67 m,
,doll_3.12 b,,,0,doll_3.11 m,doll_8.559 m,doll_3.12 m,doll_3.48 m,
,doll_3.12 b,,,doll_3.57 m,doll_3.1 m,395 million usd,doll_3.12 m,doll_3.33 m,
,doll_3.12 b,,,doll_3.53 m,doll_3.11 m,doll_3.381 m,doll_3.12 m,doll_3.32 m,
,doll_3.12 b,,,doll_2.8 m,doll_3.11 m,598 million usd,doll_3.12 m,doll_3.02 m,
,doll_3.12 b,,,doll_3.43 m,doll_3.11 m,173 million usd,doll_3.12 m,doll_2.9 m,
,doll_3.12 b,,,doll_2.32 m,doll_3.11 m,480 million usd,doll_3.12 m,doll_2.85 m,
,doll_3.12 b,,,doll_1.18 m,doll_3.11 m,doll_3.725 m,doll_3.12 m,doll_2.75 m,
,doll_3.12 b,,,doll_2.87 m,doll_3.1 m,not found,doll_3.12 m,doll_1.95 m,
,doll_3.11 b,,,doll_4.04 m,doll_3.1 m,doll_15.789 m,doll_3.11 m,doll_4.86 m,
,doll_3.1 b,,,doll_1.61 m,doll_3.1 m,not found,doll_3.1 m,doll_3.48 m,
,doll_3.11 b,,,doll_3.07 m,doll_3.1 m,doll_1.089 m,doll_3.11 m,doll_3.37 m,
,doll_3.11 b,,,doll_1.76 m,doll_3.1 m,doll_1.617 m,doll_3.11 m,doll_3.2 m,
,doll_3.11 b,,,doll_1.05 m,doll_3.1 m,982 million usd,doll_3.11 m,doll_2.96 m,
,doll_3.11 b,,,doll_4.91 m,doll_3.1 m,doll_3.240 m,doll_3.11 m,doll_2.72 m,
,doll_3.11 b,,,0,doll_3.1 m,doll_5.909 m,doll_3.11 m,doll_2.67 m,
,doll_3.1 b,,,doll_3.03 m,doll_3.1 m,480 million usd annual revenue for year ending dec-2020,doll_3.1 m,doll_5.45 m,
,doll_3.1 b,,,doll_1.93 m,doll_3.1 m,doll_1.841 m,doll_3.1 m,doll_3.43 m,
,doll_3.1 b,,,doll_4.3 m,doll_3.09 m,not found,doll_3.1 m,doll_3.36 m,
,doll_3.1 b,,,doll_1.58 m,doll_3.09 m,doll_4.734 m,doll_3.1 m,doll_3.27 m,
,doll_3.1 b,,,doll_0.82 m,doll_3.09 m,777 million usd,doll_3.1 m,doll_3.25 m,
,doll_3.1 b,,,doll_2.66 m,doll_3.09 m,440 million usd,doll_3.1 m,doll_3.09 m,
,doll_3.1 b,,,doll_4.25 m,doll_3.09 m,doll_4.583 m,doll_3.1 m,doll_3.03 m,
,doll_3.1 b,,,doll_4.91 m,doll_3.08 m,387 million usd,doll_3.1 m,doll_3.01 m,
,doll_3.1 b,,,doll_1.54 m,doll_3.09 m,doll_1.551 m,doll_3.1 m,doll_2.77 m,
,doll_3.1 b,,,doll_1.88 m,doll_3.09 m,doll_1.819 m,doll_3.1 m,doll_2.46 m,
,doll_3.09 b,,,0,doll_3.09 m,doll_5.515 m,doll_3.09 m,doll_6.07 m,
,doll_3.09 b,,,doll_3.07 m,doll_3.09 m,489 million usd,doll_3.09 m,doll_4.19 m,
,doll_3.09 b,,,doll_1.33 m,doll_3.09 m,doll_1.659 m,doll_3.09 m,doll_4.12 m,
,doll_3.09 b,,,doll_9.68 m,doll_3.09 m,not found,doll_3.09 m,doll_4.05 m,
,doll_3.09 b,,,doll_1.76 m,doll_3.09 m,doll_4.322 m,doll_3.09 m,doll_3.92 m,
,doll_3.08 b,,,doll_2.73 m,doll_3.09 m,289 million usd,doll_3.08 m,doll_3.85 m,
,doll_3.09 b,,,doll_2.56 m,doll_3.09 m,doll_6.403 m,doll_3.09 m,doll_3.64 m,
,doll_3.09 b,,,doll_2.15 m,doll_3.09 m,267 million usd,doll_3.09 m,doll_3.48 m,
,doll_3.09 b,,,doll_1.18 m,doll_3.09 m,doll_2.012 m,doll_3.09 m,doll_3.19 m,
,doll_3.09 b,,,doll_1.72 m,doll_3.09 m,doll_2.283 m,doll_3.09 m,doll_3.11 m,
,doll_3.09 b,,,doll_1.96 m,doll_3.09 m,doll_1.662 m,doll_3.09 m,doll_3.06 m,
,doll_3.09 b,,,doll_1.32 m,doll_3.09 m,961 million usd,doll_3.09 m,doll_2.99 m,
,doll_3.09 b,,,doll_2.33 m,0,doll_4.136 m,doll_3.09 m,doll_2.9 m,
,doll_3.09 b,,,doll_0.49 m,doll_3.08 m,not found,doll_3.09 m,doll_2.85 m,
,doll_3.09 b,,,doll_1.46 m,doll_3.08 m,doll_1.117 m,doll_3.09 m,doll_2.83 m,
,doll_3.09 b,,,doll_3.02 m,doll_3.08 m,not found,doll_3.09 m,doll_2.73 m,
,doll_3.09 b,,,doll_2.92 m,0,5 million usd,doll_3.09 m,doll_2.72 m,
,doll_3.09 b,,,doll_3.39 m,doll_3.08 m,doll_1.829 m,doll_3.09 m,doll_2.53 m,
,doll_3.09 b,,,doll_6.13 m,doll_3.08 m,doll_3.582 m,doll_3.09 m,doll_2.39 m,
,doll_3.09 b,,,doll_2.26 m,0,not found,doll_3.09 m,doll_1.88 m,
,0.0,,,doll_4.23 m,doll_3.08 m,doll_5.830 m,doll_0.004751 t,doll_2.55 m,
,doll_3.08 b,,,doll_3.29 m,doll_3.08 m,doll_4.593 m,doll_3.08 m,doll_3.2 m,
,doll_3.08 b,,,doll_2.49 m,doll_3.08 m,not found,doll_3.08 m,doll_3.78 m,
,doll_3.08 b,,,doll_1.59 m,doll_3.08 m,not found,doll_3.08 m,doll_3.65 m,
,0.0,,,doll_0.55 m,doll_3.08 m,395 million usd,doll_3.08 m,doll_3.54 m,
,doll_3.08 b,,,doll_0.98 m,doll_3.08 m,doll_1.001 m,doll_0.004753 t,doll_2.54 m,
,doll_3.08 b,,,doll_1.98 m,doll_3.07 m,doll_2.734 m,doll_3.08 m,doll_3.48 m,
,0.0,,,0,doll_3.07 m,64 million usd,doll_3.08 m,doll_3.46 m,
,doll_3.08 b,,,doll_1.99 m,doll_3.07 m,doll_2.484 m,doll_0.004755 t,doll_0.004755 t,
,doll_3.08 b,,,doll_1.87 m,0,doll_1.100 m,doll_3.08 m,doll_3.27 m,
,doll_3.08 b,,,doll_4.07 m,doll_3.07 m,905 million usd,doll_3.08 m,doll_3.22 m,
,doll_3.08 b,,,doll_1.39 m,doll_3.07 m,not found,doll_3.08 m,doll_3.07 m,
,doll_3.08 b,,,doll_1.27 m,doll_3.06 m,205 million usd,doll_3.08 m,doll_2.9 m,
,doll_3.08 b,,,0,doll_3.07 m,37 million usd,doll_3.08 m,doll_2.25 m,
,doll_3.07 b,,,0,doll_3.07 m,0 million usd,doll_3.07 m,doll_3.73 m,
,doll_3.07 b,,,doll_3.21 m,0,doll_9.832 m,doll_3.07 m,doll_3.51 m,
,doll_3.07 b,,,doll_1.82 m,doll_3.07 m,not found,doll_3.07 m,doll_3.15 m,
,0.0,,,doll_2.3 m,doll_3.07 m,not found,doll_0.004765 t,doll_2.53 m,
,doll_3.07 b,,,doll_5.64 m,doll_3.06 m,not found,doll_3.07 m,doll_3.02 m,
,doll_3.07 b,,,doll_0.99 m,doll_3.06 m,doll_4.573 m,doll_3.07 m,doll_3.02 m,
,doll_3.06 b,,,doll_2.61 m,doll_3.06 m,not found,doll_3.06 m,doll_2.94 m,
,doll_3.07 b,,,doll_2.32 m,doll_3.06 m,147 million usd,doll_3.07 m,doll_2.81 m,
,doll_3.07 b,,,doll_3.13 m,doll_3.06 m,not found,doll_3.07 m,doll_2.7 m,
,0.0,,,doll_2.25 m,0,doll_2.060 m,doll_0.004771 t,doll_2.53 m,
,doll_3.07 b,,,0,doll_3.06 m,not found,doll_3.07 m,doll_2.58 m,
,doll_3.07 b,,,doll_2.18 m,doll_3.06 m,doll_1.227 m,doll_3.07 m,doll_2.37 m,
,doll_3.06 b,,,doll_2.55 m,doll_3.06 m,doll_4.398 m,doll_3.06 m,doll_5.18 m,
,doll_3.06 b,,,doll_2.02 m,doll_3.06 m,261 million usd,doll_3.06 m,doll_4.9 m,
,doll_3.06 b,,,doll_2.67 m,doll_3.06 m,doll_13.186 m,doll_3.06 m,doll_4.11 m,
,doll_3.06 b,,,doll_1.54 m,doll_3.06 m,doll_1.542 m,doll_3.06 m,doll_3.87 m,
,doll_3.06 b,,,doll_2.98 m,doll_3.06 m,742 million usd,doll_3.06 m,doll_3.43 m,
,0.0,,,doll_0.01 m,doll_3.06 m,doll_4.267 m,doll_0.004777 t,doll_0.004777 t,
,doll_3.06 b,,,doll_1.66 m,doll_3.05 m,not found,doll_3.06 m,doll_3.3 m,
,doll_3.06 b,,,0,doll_3.04 m,44 million usd,doll_3.06 m,doll_3.28 m,
,doll_3.06 b,,,doll_5.83 m,doll_3.05 m,doll_1.168 m,doll_3.06 m,doll_3.26 m,
,doll_3.06 b,,,doll_2.46 m,0,483 million usd,doll_3.06 m,doll_3.13 m,
,doll_3.06 b,,,doll_3.35 m,doll_3.05 m,doll_16.458 m,doll_3.06 m,doll_3.1 m,
,doll_3.06 b,,,doll_4.4 m,doll_3.05 m,3 million usd,doll_3.06 m,doll_3.02 m,
,doll_3.06 b,,,0,doll_3.05 m,doll_4.467 m,doll_3.06 m,doll_2.84 m,
,doll_3.06 b,,,doll_2.81 m,doll_3.05 m,-155 million usd,doll_3.06 m,doll_0.83 m,
,doll_3.05 b,,,doll_2.1 m,doll_3.05 m,769 million usd,doll_3.05 m,doll_6.15 m,
,doll_3.04 b,,,doll_3.35 m,doll_3.04 m,231 million usd,doll_3.04 m,doll_5.84 m,
,doll_3.05 b,,,0,doll_3.05 m,-257 million usd,doll_3.05 m,doll_4.27 m,
,0.0,,,doll_0.98 m,doll_3.04 m,not found,doll_0.004788 t,doll_2.52 m,
,doll_3.05 b,,,doll_2.71 m,doll_3.04 m,916 million usd,doll_3.05 m,doll_3.69 m,
,doll_3.05 b,,,doll_2.06 m,doll_3.04 m,doll_13.068 m,doll_3.05 m,doll_3.67 m,
,doll_3.05 b,,,doll_4.57 m,doll_3.04 m,doll_2.970 m,doll_3.05 m,doll_3.44 m,
,doll_3.05 b,,,doll_3.62 m,doll_3.04 m,188 million usd,doll_3.05 m,doll_3.31 m,
