03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd
doll_-37.0 m,0,-39 million usd,-39 million usd,doll_1.32 b
doll_-24.0 m,doll_3.49 m,48 million usd,181 million usd,doll_294.0 m
0.0,doll_4.09 m,,-312 million usd,0.0
doll_458.0 m,doll_3.01 m,,253 million usd,0.0
doll_148.0 m,doll_0.63 m,148 million usd,73 million usd,doll_347.0 m
0.0,0,458 million usd,,0.0
0.0,doll_4.53 m,,42 million usd,0.0
doll_48.0 m,doll_4.75 m,-24 million usd,54 million usd,doll_1.07 b
doll_-39.0 m,doll_2.24 m,-37 million usd,134 million usd,doll_2.12 b
doll_181.0 m,0,181 million usd,118 million usd,doll_7.76 b
doll_-312.0 m,0,,,doll_6.08 b
doll_253.0 m,0,118 million usd,173 million usd,0.0
doll_73.0 m,0,134 million usd,23 million usd,doll_767.0 m
0.0,doll_4.05 m,54 million usd,178 million usd,0.0
doll_42.0 m,doll_2.78 m,42 million usd,250 million usd,doll_3.83 b
doll_54.0 m,doll_4.01 m,,192 million usd,doll_2.88 b
doll_134.0 m,doll_3.35 m,73 million usd,1 million usd,doll_1.19 b
doll_118.0 m,doll_1.18 m,253 million usd,,doll_288.0 m
0.0,doll_3.93 m,-312 million usd,104 million usd,0.0
doll_173.0 m,doll_3.09 m,173 million usd,23 million usd,doll_403.0 m
doll_23.0 m,doll_4.71 m,-460 million usd,-460 million usd,doll_1.87 b
doll_178.0 m,doll_2.85 m,23 million usd,168 million usd,doll_3.81 b
doll_250.0 m,doll_2.11 m,104 million usd,-165 million usd,doll_3.41 b
doll_192.0 m,doll_2.02 m,,83 million usd,doll_434.0 m
doll_1.0 m,doll_2.91 m,1 million usd,371 million usd,doll_42.0 m
0.0,doll_0.14 m,192 million usd,,0.0
doll_104.0 m,0,250 million usd,67 million usd,doll_4.75 b
doll_23.0 m,doll_0.48 m,178 million usd,,doll_1.87 b
doll_-460.0 m,doll_2.98 m,23 million usd,355 million usd,doll_828.0 m
doll_168.0 m,doll_2.36 m,168 million usd,27 million usd,doll_2.07 b
doll_-165.0 m,doll_3.15 m,143 million usd,143 million usd,doll_375.0 m
doll_83.0 m,doll_3.16 m,27 million usd,48 million usd,doll_769.0 m
doll_371.0 m,doll_2.66 m,355 million usd,70 million usd,doll_3.39 b
0.0,doll_1.66 m,,39 million usd,0.0
doll_67.0 m,doll_2.36 m,67 million usd,"2,241 million usd",doll_401.0 m
0.0,doll_3.37 m,,165 million usd,0.0
doll_355.0 m,doll_2.75 m,371 million usd,477 million usd,doll_324.0 m
doll_27.0 m,doll_1.54 m,83 million usd,,doll_1.9 b
doll_143.0 m,doll_2.77 m,-165 million usd,,doll_3.36 b
doll_48.0 m,0,48 million usd,-5 million usd,doll_589.0 m
doll_70.0 m,0,36 million usd,36 million usd,doll_488.0 m
doll_39.0 m,doll_6.02 m,-5 million usd,299 million usd,doll_3.29 b
doll_2.24 b,doll_3.1 m,,148 million usd,0.0
doll_165.0 m,doll_3.69 m,,611 million usd,doll_1.75 b
doll_477.0 m,doll_1.45 m,477 million usd,182 million usd,doll_385.0 m
0.0,doll_2.96 m,165 million usd,0 million usd,0.0
0.0,doll_3.12 m,doll_2.241 m,50 million usd,0.0
doll_-5.0 m,doll_3.48 m,39 million usd,153 million usd,doll_138.0 m
doll_36.0 m,doll_3.44 m,70 million usd,299 million usd,doll_2.38 b
doll_299.0 m,doll_2.86 m,299 million usd,87 million usd,doll_6.27 b
doll_148.0 m,doll_3.71 m,81 million usd,81 million usd,doll_3.44 b
doll_611.0 m,doll_2.04 m,87 million usd,503 million usd,doll_2.76 b
doll_182.0 m,doll_3.32 m,299 million usd,76 million usd,doll_1.27 b
0.0,doll_2.43 m,153 million usd,,doll_3.24 b
doll_50.0 m,doll_1.79 m,50 million usd,94 million usd,doll_404.0 m
doll_153.0 m,doll_2.77 m,0 million usd,259 million usd,doll_1.46 b
doll_299.0 m,doll_2.72 m,182 million usd,357 million usd,doll_2.28 b
doll_87.0 m,0,611 million usd,278 million usd,doll_1.1 b
doll_81.0 m,doll_3.61 m,148 million usd,-207 million usd,doll_3.29 b
doll_503.0 m,0,503 million usd,2 million usd,doll_1.76 b
doll_76.0 m,doll_4.15 m,-99 million usd,-99 million usd,doll_664.0 m
0.0,doll_2.06 m,2 million usd,13 million usd,0.0
doll_94.0 m,doll_5.16 m,-207 million usd,459 million usd,doll_2.6 b
doll_259.0 m,doll_3.42 m,278 million usd,199 million usd,doll_335.0 m
doll_357.0 m,doll_2.48 m,357 million usd,161 million usd,doll_1.82 b
doll_278.0 m,doll_4.32 m,259 million usd,-113 million usd,doll_2.04 b
doll_-207.0 m,doll_1.06 m,94 million usd,-422 million usd,doll_154.0 m
doll_2.0 m,doll_1.53 m,,283 million usd,doll_35.0 m
doll_-99.0 m,doll_2.3 m,76 million usd,80 million usd,doll_21.06 b
doll_13.0 m,doll_1.42 m,13 million usd,,doll_296.0 m
doll_459.0 m,doll_7.8 m,561 million usd,561 million usd,doll_19.5 b
doll_199.0 m,doll_3.27 m,,98 million usd,doll_1.64 b
doll_161.0 m,doll_4.18 m,80 million usd,152 million usd,doll_3.51 b
doll_-113.0 m,doll_1.78 m,283 million usd,0 million usd,doll_569.0 m
doll_-422.0 m,0,-422 million usd,0 million usd,doll_-418.0 m
doll_283.0 m,0,-113 million usd,-145 million usd,doll_4.26 b
doll_80.0 m,doll_3.79 m,161 million usd,"1,515 million usd",doll_2.33 b
0.0,doll_0.67 m,199 million usd,,0.0
doll_561.0 m,doll_4.37 m,98 million usd,356 million usd,doll_25.6 b
doll_98.0 m,doll_2.4 m,459 million usd,,doll_290.0 m
doll_152.0 m,doll_4.88 m,281 million usd,281 million usd,doll_505.0 m
0.0,doll_3.0 m,,,0.0
0.0,doll_2.41 m,356 million usd,,doll_1.32 b
doll_-145.0 m,doll_2.54 m,,97 million usd,doll_415.0 m
doll_1.51 b,doll_3.12 m,doll_1.515 m,277 million usd,doll_3.38 b
0.0,0,-145 million usd,281 million usd,0.0
doll_356.0 m,doll_0.58 m,0 million usd,86 million usd,doll_12.68 b
0.0,doll_6.2 m,0 million usd,292 million usd,0.0
doll_281.0 m,doll_1.64 m,152 million usd,429 million usd,doll_623.0 m
0.0,doll_1.69 m,,673 million usd,0.0
0.0,doll_2.3 m,170 million usd,170 million usd,0.0
doll_97.0 m,doll_2.54 m,673 million usd,110 million usd,doll_1.18 b
doll_277.0 m,doll_2.33 m,429 million usd,269 million usd,0.0
doll_281.0 m,doll_2.85 m,292 million usd,126 million usd,0.0
doll_86.0 m,doll_0.3 m,86 million usd,,doll_1.02 b
doll_292.0 m,0,281 million usd,,doll_4.59 b
doll_429.0 m,0,277 million usd,128 million usd,doll_3.05 b
doll_673.0 m,0,97 million usd,,0.0
doll_170.0 m,0,,205 million usd,doll_4.08 b
doll_110.0 m,doll_2.72 m,110 million usd,151 million usd,doll_749.0 m
doll_269.0 m,doll_2.39 m,,,doll_2.07 b
doll_126.0 m,doll_3.5 m,151 million usd,,doll_30.43 b
0.0,0,205 million usd,,0.0
0.0,doll_3.07 m,,64 million usd,0.0
doll_128.0 m,doll_2.72 m,128 million usd,216 million usd,doll_1.03 b
0.0,doll_1.36 m,,31 million usd,0.0
doll_205.0 m,doll_1.97 m,,169 million usd,doll_795.0 m
doll_151.0 m,doll_1.56 m,126 million usd,105 million usd,doll_1.34 b
0.0,doll_1.32 m,269 million usd,18 million usd,0.0
0.0,doll_3.77 m,,-257 million usd,0.0
0.0,doll_4.22 m,-16 million usd,-16 million usd,0.0
doll_64.0 m,doll_1.18 m,-257 million usd,103 million usd,doll_57.0 m
doll_216.0 m,doll_2.38 m,18 million usd,129 million usd,doll_17.17 b
doll_31.0 m,doll_1.02 m,105 million usd,-765 million usd,doll_343.0 m
doll_169.0 m,0,169 million usd,93 million usd,doll_1.9 b
doll_105.0 m,doll_4.17 m,31 million usd,176 million usd,doll_6.87 b
doll_18.0 m,doll_2.87 m,216 million usd,151 million usd,doll_439.0 m
doll_-257.0 m,doll_4.23 m,64 million usd,14 million usd,doll_149.0 m
doll_-16.0 m,doll_2.11 m,,188 million usd,doll_58.0 m
doll_103.0 m,doll_0.84 m,103 million usd,,doll_1.61 b
doll_129.0 m,doll_3.15 m,13 million usd,13 million usd,doll_2.2 b
doll_-765.0 m,doll_2.23 m,,89 million usd,doll_429.0 m
doll_93.0 m,0,188 million usd,,doll_1.47 b
doll_176.0 m,doll_2.51 m,14 million usd,41 million usd,doll_460.0 m
doll_151.0 m,0,151 million usd,-30 million usd,doll_1.71 b
doll_14.0 m,doll_0.81 m,176 million usd,,doll_845.0 m
doll_188.0 m,doll_2.26 m,93 million usd,-352 million usd,doll_999.0 m
0.0,doll_3.7 m,-765 million usd,159 million usd,0.0
doll_13.0 m,doll_4.05 m,129 million usd,117 million usd,doll_299.0 m
doll_89.0 m,doll_4.06 m,89 million usd,141 million usd,doll_660.0 m
0.0,doll_3.78 m,254 million usd,254 million usd,0.0
doll_41.0 m,0,141 million usd,,doll_2.77 b
doll_-30.0 m,doll_3.54 m,117 million usd,354 million usd,doll_1.77 b
0.0,doll_3.03 m,159 million usd,236 million usd,0.0
doll_-352.0 m,doll_2.01 m,-352 million usd,138 million usd,doll_3.0 m
doll_159.0 m,doll_4.54 m,,465 million usd,doll_10.95 b
doll_117.0 m,doll_2.9 m,-30 million usd,75 million usd,doll_259.0 m
doll_141.0 m,doll_2.91 m,41 million usd,722 million usd,doll_2.31 b
doll_254.0 m,doll_2.14 m,,58 million usd,doll_2.82 b
0.0,doll_3.89 m,,11 million usd,0.0
doll_354.0 m,doll_0.43 m,,,doll_518.0 m
doll_236.0 m,doll_3.46 m,11 million usd,340 million usd,doll_1.06 b
doll_138.0 m,doll_3.03 m,58 million usd,,doll_581.0 m
doll_465.0 m,doll_2.37 m,722 million usd,,doll_1.55 b
doll_75.0 m,0,75 million usd,,doll_1.54 b
doll_722.0 m,0,465 million usd,,doll_1.68 b
doll_58.0 m,doll_0.78 m,138 million usd,59 million usd,doll_929.0 m
doll_11.0 m,0,236 million usd,,doll_988.0 m
0.0,doll_3.73 m,354 million usd,65 million usd,0.0
doll_340.0 m,doll_3.62 m,340 million usd,186 million usd,doll_14.04 b
0.0,doll_2.67 m,919 million usd,919 million usd,0.0
0.0,doll_3.48 m,186 million usd,175 million usd,0.0
0.0,0,65 million usd,,0.0
0.0,doll_1.83 m,,166 million usd,0.0
doll_59.0 m,doll_3.69 m,59 million usd,0 million usd,doll_647.0 m
0.0,doll_0.89 m,,52 million usd,0.0
doll_65.0 m,doll_1.54 m,,602 million usd,doll_7.6 b
doll_186.0 m,doll_3.84 m,,,doll_1.37 b
doll_919.0 m,doll_2.58 m,,27 million usd,doll_921.0 m
doll_175.0 m,doll_1.95 m,175 million usd,365 million usd,doll_941.0 m
0.0,0,-579 million usd,-579 million usd,0.0
doll_166.0 m,0,365 million usd,-339 million usd,doll_3.84 b
0.0,doll_5.35 m,27 million usd,97 million usd,doll_4.14 b
doll_52.0 m,doll_1.7 m,,484 million usd,doll_1.55 b
doll_602.0 m,doll_3.54 m,602 million usd,321 million usd,doll_8.66 b
0.0,doll_2.45 m,52 million usd,-250 million usd,0.0
doll_27.0 m,doll_3.46 m,0 million usd,168 million usd,doll_295.0 m
doll_365.0 m,doll_2.04 m,,25 million usd,doll_2.04 b
doll_-579.0 m,doll_1.67 m,166 million usd,241 million usd,doll_1.32 b
doll_-339.0 m,doll_5.24 m,-339 million usd,277 million usd,doll_13.0 m
doll_97.0 m,doll_2.12 m,220 million usd,220 million usd,doll_2.4 b
doll_484.0 m,doll_2.15 m,277 million usd,282 million usd,doll_5.18 b
doll_321.0 m,doll_3.52 m,241 million usd,100 million usd,doll_6.89 b
doll_-250.0 m,doll_2.73 m,25 million usd,269 million usd,doll_305.0 m
doll_168.0 m,doll_4.12 m,168 million usd,151 million usd,doll_2.32 b
doll_25.0 m,doll_4.84 m,-250 million usd,348 million usd,doll_118.0 m
doll_241.0 m,doll_3.83 m,321 million usd,349 million usd,doll_5.13 b
doll_277.0 m,doll_3.34 m,484 million usd,423 million usd,doll_1.98 b
doll_220.0 m,doll_2.08 m,97 million usd,100 million usd,doll_3.89 b
doll_282.0 m,doll_1.06 m,282 million usd,,doll_8.99 b
doll_100.0 m,doll_2.33 m,,,doll_429.0 m
doll_269.0 m,doll_0.88 m,,63 million usd,doll_1.15 b
doll_151.0 m,doll_1.36 m,100 million usd,34 million usd,doll_10.42 b
doll_348.0 m,doll_2.17 m,423 million usd,86 million usd,doll_9.29 b
doll_349.0 m,doll_2.3 m,349 million usd,87 million usd,doll_263.0 m
doll_423.0 m,0,348 million usd,302 million usd,doll_1.31 b
doll_100.0 m,doll_22.22 m,151 million usd,0 million usd,doll_2.08 b
0.0,doll_2.73 m,269 million usd,,0.0
0.0,0,100 million usd,772 million usd,0.0
doll_63.0 m,doll_4.1 m,63 million usd,331 million usd,doll_1.26 b
doll_34.0 m,doll_1.73 m,223 million usd,223 million usd,doll_160.0 m
doll_86.0 m,doll_2.64 m,331 million usd,,doll_4.25 b
doll_87.0 m,0,772 million usd,-158 million usd,doll_879.0 m
doll_302.0 m,doll_2.4 m,,157 million usd,doll_2.31 b
0.0,doll_2.33 m,0 million usd,93 million usd,doll_452.0 m
0.0,doll_1.91 m,302 million usd,,0.0
doll_772.0 m,doll_1.46 m,87 million usd,104 million usd,doll_8.49 b
doll_331.0 m,0,86 million usd,"1,049 million usd",doll_1.89 b
doll_223.0 m,0,34 million usd,-192 million usd,doll_1.36 b
0.0,doll_4.74 m,,161 million usd,0.0
doll_-158.0 m,doll_0.85 m,,,0.0
doll_157.0 m,0,161 million usd,12 million usd,doll_1.57 b
doll_93.0 m,doll_1.12 m,-192 million usd,"1,454 million usd",doll_583.0 m
0.0,doll_2.54 m,doll_1.049 m,,0.0
doll_104.0 m,doll_1.09 m,104 million usd,54 million usd,doll_869.0 m
doll_1.05 b,doll_4.18 m,,157 million usd,doll_1.06 b
doll_-192.0 m,doll_4.01 m,93 million usd,129 million usd,doll_252.0 m
doll_161.0 m,doll_3.61 m,157 million usd,114 million usd,doll_3.88 b
0.0,doll_2.59 m,-158 million usd,165 million usd,0.0
doll_12.0 m,doll_2.08 m,12 million usd,306 million usd,doll_47.0 m
doll_1.45 b,doll_2.74 m,148 million usd,148 million usd,doll_3.32 b
0.0,doll_5.98 m,306 million usd,-1 million usd,0.0
doll_54.0 m,doll_2.75 m,165 million usd,441 million usd,doll_178.0 m
doll_157.0 m,doll_2.73 m,114 million usd,347 million usd,doll_1.75 b
doll_129.0 m,doll_2.16 m,129 million usd,380 million usd,doll_1.6 b
doll_114.0 m,doll_4.21 m,157 million usd,-6 million usd,doll_236.0 m
doll_165.0 m,doll_1.73 m,54 million usd,165 million usd,doll_953.0 m
doll_306.0 m,doll_2.29 m,,181 million usd,doll_6.76 b
doll_148.0 m,doll_2.17 m,doll_1.454 m,3 million usd,doll_2.08 b
doll_-1.0 m,doll_1.75 m,-1 million usd,,doll_6.88 b
doll_441.0 m,doll_1.68 m,674 million usd,674 million usd,doll_4.1 b
doll_347.0 m,doll_3.43 m,,"1,320 million usd",doll_375.0 m
doll_380.0 m,doll_4.14 m,3 million usd,46 million usd,doll_25.73 b
doll_-6.0 m,0,181 million usd,,doll_624.0 m
doll_165.0 m,doll_2.17 m,165 million usd,54 million usd,doll_3.42 b
doll_181.0 m,doll_2.27 m,-6 million usd,238 million usd,doll_1.67 b
doll_3.0 m,doll_4.1 m,380 million usd,"1,084 million usd",doll_975.0 m
0.0,doll_3.16 m,347 million usd,697 million usd,0.0
doll_674.0 m,doll_4.37 m,441 million usd,132 million usd,doll_1.21 b
doll_1.32 b,doll_3.68 m,doll_1.320 m,-9 million usd,doll_2.22 b
doll_46.0 m,doll_1.22 m,,,doll_771.0 m
0.0,doll_2.01 m,-9 million usd,178 million usd,0.0
doll_54.0 m,doll_3.43 m,132 million usd,352 million usd,doll_921.0 m
doll_238.0 m,doll_1.28 m,697 million usd,320 million usd,doll_2.72 b
doll_1.08 b,doll_3.15 m,doll_1.084 m,867 million usd,doll_15.14 b
doll_697.0 m,0,238 million usd,47 million usd,doll_1.86 b
doll_132.0 m,doll_1.59 m,54 million usd,,doll_1.79 b
doll_-9.0 m,doll_3.31 m,,-33 million usd,doll_826.0 m
0.0,doll_2.68 m,46 million usd,247 million usd,0.0
doll_178.0 m,doll_2.47 m,178 million usd,"1,043 million usd",doll_1.33 b
doll_352.0 m,doll_3.72 m,-184 million usd,-184 million usd,doll_3.19 b
doll_320.0 m,doll_3.01 m,doll_1.043 m,263 million usd,doll_3.2 b
doll_867.0 m,doll_1.18 m,247 million usd,58 million usd,doll_2.03 b
doll_47.0 m,doll_1.78 m,-33 million usd,218 million usd,doll_1.98 b
0.0,0,,6 million usd,0.0
doll_-33.0 m,doll_3.57 m,47 million usd,-275 million usd,doll_528.0 m
doll_247.0 m,doll_3.53 m,867 million usd,482 million usd,doll_3.99 b
doll_1.04 b,doll_2.8 m,320 million usd,351 million usd,doll_13.02 b
doll_-184.0 m,doll_3.43 m,352 million usd,388 million usd,doll_733.0 m
doll_263.0 m,doll_2.32 m,263 million usd,704 million usd,0.0
doll_58.0 m,doll_1.18 m,doll_1.031 m,"1,031 million usd",doll_598.0 m
doll_218.0 m,doll_2.87 m,704 million usd,241 million usd,doll_3.38 b
doll_6.0 m,doll_4.04 m,388 million usd,594 million usd,doll_173.0 m
doll_-275.0 m,doll_1.61 m,351 million usd,73 million usd,doll_944.0 m
doll_482.0 m,doll_3.07 m,482 million usd,297 million usd,doll_8.56 b
doll_351.0 m,doll_1.76 m,-275 million usd,,doll_395.0 m
doll_388.0 m,doll_1.05 m,6 million usd,84 million usd,doll_1.34 b
doll_704.0 m,doll_4.91 m,218 million usd,"-3,631 million usd",doll_3.73 b
doll_1.03 b,0,58 million usd,,doll_5.91 b
doll_241.0 m,doll_3.03 m,241 million usd,212 million usd,doll_1.62 b
doll_594.0 m,doll_1.93 m,60 million usd,60 million usd,doll_1.09 b
doll_73.0 m,doll_4.3 m,212 million usd,136 million usd,doll_982.0 m
doll_297.0 m,doll_1.58 m,,134 million usd,doll_3.24 b
0.0,doll_0.82 m,84 million usd,45 million usd,0.0
doll_84.0 m,doll_2.66 m,,96 million usd,doll_480.0 m
doll_-3631.0 m,doll_4.25 m,297 million usd,174 million usd,doll_15.79 b
0.0,doll_4.91 m,doll_-3.631 m,116 million usd,0.0
doll_212.0 m,doll_1.54 m,73 million usd,,0.0
doll_60.0 m,doll_1.88 m,594 million usd,146 million usd,doll_440.0 m
doll_136.0 m,0,144 million usd,-427 million usd,doll_777.0 m
doll_134.0 m,doll_3.07 m,-427 million usd,144 million usd,doll_4.58 b
doll_45.0 m,doll_1.33 m,146 million usd,425 million usd,doll_387.0 m
doll_96.0 m,doll_9.68 m,,13 million usd,doll_1.82 b
doll_174.0 m,doll_1.76 m,116 million usd,,doll_4.73 b
doll_116.0 m,doll_2.73 m,174 million usd,330 million usd,doll_1.84 b
0.0,doll_2.56 m,96 million usd,92 million usd,0.0
doll_146.0 m,doll_2.15 m,45 million usd,191 million usd,doll_1.55 b
doll_-427.0 m,doll_1.18 m,134 million usd,74 million usd,doll_5.51 b
doll_144.0 m,doll_1.72 m,136 million usd,-498 million usd,doll_2.01 b
doll_425.0 m,doll_1.96 m,425 million usd,105 million usd,doll_4.32 b
doll_13.0 m,doll_1.32 m,,,doll_6.4 b
0.0,doll_2.33 m,105 million usd,,0.0
doll_330.0 m,doll_0.49 m,-498 million usd,-32 million usd,doll_289.0 m
doll_92.0 m,doll_1.46 m,74 million usd,79 million usd,doll_489.0 m
doll_191.0 m,doll_3.02 m,191 million usd,123 million usd,doll_1.66 b
doll_74.0 m,doll_2.92 m,92 million usd,86 million usd,doll_267.0 m
doll_-498.0 m,doll_3.39 m,330 million usd,192 million usd,doll_2.28 b
doll_105.0 m,doll_6.13 m,,68 million usd,doll_1.66 b
0.0,doll_2.26 m,13 million usd,,0.0
0.0,doll_4.23 m,,272 million usd,0.0
doll_-32.0 m,doll_3.29 m,255 million usd,255 million usd,doll_5.0 m
doll_79.0 m,doll_2.49 m,272 million usd,259 million usd,doll_961.0 m
doll_123.0 m,doll_1.59 m,,123 million usd,doll_1.83 b
doll_86.0 m,doll_0.55 m,68 million usd,27 million usd,doll_1.12 b
doll_192.0 m,doll_0.98 m,192 million usd,,doll_4.14 b
doll_68.0 m,doll_1.98 m,86 million usd,105 million usd,doll_3.58 b
0.0,0,123 million usd,"1,150 million usd",0.0
doll_272.0 m,doll_1.99 m,79 million usd,78 million usd,doll_4.59 b
doll_255.0 m,doll_1.87 m,-32 million usd,,doll_2.48 b
doll_259.0 m,doll_4.07 m,259 million usd,192 million usd,doll_2.73 b
doll_123.0 m,doll_1.39 m,84 million usd,84 million usd,doll_1.1 b
doll_27.0 m,doll_1.27 m,192 million usd,,doll_64.0 m
0.0,0,,35 million usd,0.0
doll_105.0 m,0,78 million usd,,doll_395.0 m
doll_1.15 b,doll_3.21 m,doll_1.150 m,,doll_5.83 b
doll_78.0 m,doll_1.82 m,105 million usd,399 million usd,doll_1.0 b
0.0,doll_2.3 m,,141 million usd,0.0
doll_192.0 m,doll_5.64 m,27 million usd,0 million usd,doll_905.0 m
doll_84.0 m,doll_0.99 m,123 million usd,,doll_205.0 m
0.0,doll_2.61 m,,336 million usd,0.0
doll_35.0 m,doll_2.32 m,285 million usd,285 million usd,doll_37.0 m
0.0,doll_3.13 m,336 million usd,171 million usd,0.0
0.0,doll_2.25 m,,,0.0
doll_399.0 m,0,0 million usd,-102 million usd,doll_4.57 b
doll_141.0 m,doll_2.18 m,141 million usd,191 million usd,doll_9.83 b
0.0,doll_2.55 m,399 million usd,,0.0
0.0,doll_2.02 m,,73 million usd,0.0
doll_336.0 m,doll_2.67 m,,579 million usd,doll_1.23 b
doll_285.0 m,doll_1.54 m,35 million usd,330 million usd,doll_13.19 b
doll_171.0 m,doll_2.98 m,171 million usd,-287 million usd,doll_4.4 b
0.0,doll_0.01 m,3 million usd,3 million usd,0.0
doll_-102.0 m,doll_1.66 m,-287 million usd,-366 million usd,doll_2.06 b
doll_191.0 m,0,330 million usd,-25 million usd,doll_1.54 b
0.0,doll_5.83 m,579 million usd,262 million usd,0.0
doll_73.0 m,doll_2.46 m,73 million usd,,doll_147.0 m
doll_579.0 m,doll_3.35 m,,24 million usd,0.0
doll_330.0 m,doll_4.4 m,191 million usd,721 million usd,doll_261.0 m
doll_-287.0 m,0,-102 million usd,-166 million usd,doll_742.0 m
doll_3.0 m,doll_2.81 m,,259 million usd,doll_3.0 m
doll_-366.0 m,doll_2.1 m,-366 million usd,-434 million usd,doll_483.0 m
doll_-25.0 m,doll_3.35 m,doll_-2.905 m,"-2,905 million usd",doll_44.0 m
doll_262.0 m,0,-434 million usd,,doll_1.17 b
0.0,doll_0.98 m,259 million usd,9 million usd,0.0
doll_24.0 m,doll_2.71 m,-166 million usd,77 million usd,doll_4.47 b
doll_721.0 m,doll_2.06 m,721 million usd,33 million usd,doll_16.46 b
doll_-166.0 m,doll_4.57 m,24 million usd,52 million usd,doll_-155.0 m
doll_259.0 m,doll_3.62 m,,68 million usd,doll_4.27 b
doll_-434.0 m,doll_3.29 m,262 million usd,131 million usd,doll_188.0 m
doll_-2905.0 m,doll_2.73 m,-25 million usd,650 million usd,doll_-257.0 m
0.0,0,,,0.0
doll_9.0 m,doll_4.8 m,408 million usd,408 million usd,doll_916.0 m
doll_77.0 m,doll_3.23 m,,147 million usd,doll_327.0 m
doll_33.0 m,doll_2.22 m,650 million usd,,doll_769.0 m
doll_52.0 m,doll_1.71 m,131 million usd,9 million usd,doll_1.29 b
doll_68.0 m,doll_1.02 m,68 million usd,-59 million usd,doll_231.0 m
doll_131.0 m,0,52 million usd,-165 million usd,doll_2.97 b
doll_650.0 m,doll_0.74 m,33 million usd,207 million usd,doll_13.07 b
0.0,doll_3.06 m,77 million usd,56 million usd,0.0
doll_408.0 m,doll_2.58 m,9 million usd,109 million usd,doll_1.05 b
doll_147.0 m,doll_1.83 m,147 million usd,39 million usd,doll_1.44 b
0.0,doll_4.64 m,459 million usd,459 million usd,0.0
doll_9.0 m,doll_2.22 m,39 million usd,,doll_733.0 m
doll_-59.0 m,doll_3.9 m,109 million usd,-106 million usd,doll_368.0 m
doll_-165.0 m,doll_2.94 m,56 million usd,203 million usd,doll_425.0 m
doll_207.0 m,doll_1.68 m,207 million usd,123 million usd,doll_568.0 m
doll_56.0 m,doll_3.43 m,-59 million usd,55 million usd,doll_258.0 m
doll_109.0 m,doll_1.04 m,-165 million usd,98 million usd,doll_2.01 b
doll_39.0 m,0,9 million usd,,doll_759.0 m
doll_459.0 m,doll_3.12 m,,177 million usd,doll_819.0 m
0.0,doll_1.46 m,,99 million usd,0.0
