link,rank,name,ceo,founded,revenue,country,industry
https://www.value.today/company/sanofi,116,SANOFI,Serge Weinberg,1973,"43,171 Million USD",France,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
https://www.value.today/company/china-mobile,112,CHINA MOBILE,Yang Jie,1997,"133,260 Million USD",China,"['Communication Services', 'Telecom', 'Internet Providers', 'Mobile Services', 'Fixed Line Service', 'Television Services', 'Utilities', 'Telecom Equipment']"
https://www.value.today/company/youtube,113,YOUTUBE,Susan Wojcicki,2005,Not found,USA,"['Social Media', 'Internet or Mobile App Based Business', 'Technology', 'Artificial Intelligence']"
https://www.value.today/company/starbucks-corporation,117,STARBUCKS CORPORATION,Howard Schultz,1971,"29,060 Million USD",USA,"['Consumer Cyclical', 'Restaurants', 'Retail', 'Non-Alcoholic Beverages', 'Coffee', 'Beverages', 'Consumer Services']"
https://www.value.today/company/estee-lauder-companies,114,ESTEE LAUDER COMPANIES,William P. Lauder,1946,"17,737 Million USD",USA,"['Consumer Defensive', 'FMCG', 'Personal Care Products', 'Beauty and Personal Care', 'Cosmetics', 'Consumer Non Durables']"
https://www.value.today/company/boeing-company,115,BOEING COMPANY,Dave Calhoun,1916,"62,286 Million USD",USA,"['Industries', 'Aeroplane', 'Defense Products', 'Rockets', 'Missiles', 'Satellites', 'Space Products', 'Aerospace Products', 'Aircrafts', 'Capital Goods', 'Aerospace and Defense', 'Technology']"
https://www.value.today/company/commonwealth-bank-australia,118,COMMONWEALTH BANK OF AUSTRALIA,Catherine Livingstone AO,1911,"16,562 Million USD",Australia,"['Financial Services', 'Banking Services']"
https://www.value.today/company/diageo,120,DIAGEO,Javier Ferran,1997,"18,200 Million USD",UK,"['Consumer Defensive', 'Beverages', 'Alcoholic Beverages', 'FMCG', 'Consumer Non Durables']"
https://www.value.today/company/aia-group,119,AIA GROUP,Lee Yuan Siong,1919,"47,525 Million USD",Hong Kong,"['Financial Services', 'Insurance']"
https://www.value.today/company/hdfc-bank,127,HDFC BANK,Atanu Chakraborty,1994,"12,743 Million USD",India,"['Financial Services', 'Banking Services']"
https://www.value.today/company/intuitive-surgical,126,INTUITIVE SURGICAL,Craig H. Barratt ,1995,"5,710 Million USD",USA,"['Healthcare', 'Medical Equipment', 'HealthCare Products', 'Robotics']"
https://www.value.today/company/caterpillar,122,CATERPILLAR,Jim Umpleby,1925,"50,971 Million USD",USA,"['Industries', 'Agriculture Machinery', 'Machinery Manufacturing', 'Construction Equipment', 'Commercial Vehicles', 'Heavy Vehicles', 'Mining Equipment', 'Engines Manufacturing', 'Engineering Products', 'Capital Goods', 'Construction Materials', 'Mining', 'Manufacturing', 'Heavy Machinery']"
https://www.value.today/company/deere-company,125,DEERE & COMPANY,John C. May,1837,"43,932 Million USD",USA,"['Industries', 'Agriculture Machinery', 'Construction Equipment', 'Commercial Vehicles', 'Engineering Products', 'Automobile', 'Machinery Manufacturing', 'Capital Goods', 'Manufacturing', 'Heavy Machinery']"
https://www.value.today/company/ibm,123,IBM,Arvind Krishna,1911,"57,350 Million USD",USA,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']"
https://www.value.today/company/rio-tinto-group,124,RIO TINTO GROUP,Dominic Barton BMM,1873,"63,495 Million USD",UK,"['Basic Materials', 'Metals', 'Mining', 'Aluminum', 'Iron and Steel', 'Copper Mining', 'Gold Mining', 'Diamonds', 'Coal Mining', 'Molybdenum', 'Precious Metals']"
https://www.value.today/company/american-tower-corporation-reit,121,AMERICAN TOWER CORPORATION (REIT),James D. Taiclet Jr.,1995,"9,356 Million USD",USA,"['Real Estate', 'Cell Towers Infrastructure', 'Infrastructure', 'Consumer Services', 'Property Investments']"
https://www.value.today/company/anheuser-busch-inbev,134,ANHEUSER-BUSCH INBEV,Martin Barrington,2008,"54,304 Million USD",Belgium,"['Consumer Defensive', 'Beverages', 'Non-Alcoholic Beverages', 'FMCG', 'Consumer Non Durables', 'Alcoholic Beverages']"
https://www.value.today/company/prologis,128,PROLOGIS,Hamid Moghadam,1983,"4,759 Million USD",USA,"['Real Estate', 'Property Investments', 'Investments', 'Consumer Services']"
https://www.value.today/company/china-life-insurance-company,133,CHINA LIFE INSURANCE COMPANY,Yang Mingsheng,1949,"133,170 Million USD",China,"['Financial Services', 'Banking Services', 'Insurance']"
https://www.value.today/company/target-corporation,131,TARGET CORPORATION,Navneet Kapoor,1902,"106,000 Million USD",USA,"['Consumer Defensive', 'Retail', 'eCommerce', 'Consumer Services']"
https://www.value.today/company/gazprom,136,GAZPROM,Viktor Zubkov,1989,"168,300 Million USD",Russia,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petrochemicals', 'Oil and Gas Pipeline Transport', 'Chemicals']"
https://www.value.today/company/charter-communications,135,CHARTER COMMUNICATIONS,Thomas M. Rutledge,1993,"51,682 Million USD",USA,"['Communication Services', 'Telecom', 'Internet Providers', 'Fixed Line Service', 'Television Services', 'Consumer Services', 'Media', 'Advertising', 'Entertainment']"
https://www.value.today/company/glaxosmithkline,132,GLAXOSMITHKLINE,Jonathan Symonds,2000,"44,655 Million USD",UK,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology', 'Technology']"
https://www.value.today/company/sp-global,137,S&P GLOBAL,Richard E. Thornburgh,1917,"8,297 Million USD",USA,"['Financial Services', 'Investments', 'Trading', 'Stock Markets, Trading, Capital Markets']"
https://www.value.today/company/servicenow,129,SERVICENOW,Fred Luddy,2003,"5,896 Million USD",USA,"['Technology', 'Cloud Services', 'Software and IT', 'Software Products', 'Artificial Intelligence']"
https://www.value.today/company/general-electric-company,130,GENERAL ELECTRIC COMPANY,H. Lawrence Culp Jr,1892,"74,196 Million USD",USA,"['Industries', 'Aircraft Parts', 'Aerospace Products', 'HealthCare Products', 'Aerospace and Defense', 'Electrical Products', 'Software and IT', 'Software Products', 'Technology Hardware and Instruments', 'Energy', 'Electronics', 'Engineering Products', 'Lighting Products', 'Technology', 'Space Products']"
https://www.value.today/company/vanguard-group,139,VANGUARD GROUP,Tim Buckley,Not found,"6,936 Million USD",USA,"['Asset Management', 'Investments', 'Financial Services', 'Mutual Funds', 'Brokerage Services']"
https://www.value.today/company/ingram-micro,139,INGRAM MICRO,Not found,1979,"49,100 Million USD",USA,"['Logistics', 'Technology']"
https://www.value.today/company/schneider-electric,138,SCHNEIDER ELECTRIC,Jean-Pascal Tricoire,1836,"31,853 Million USD",France,"['Power Equipment', 'Automation', 'Building Automation', 'Industrial Automation', 'Industrial Electrical Electronics', 'Power Management Tools', 'Tools and Equipment', 'Industry Machinery', 'Lighting Products', 'Electric Vehicle Charging Station']"
https://www.value.today/company/anthem,143,ANTHEM,Elizabeth E. Tallett,2004,"ANTHEM Annual Revenues for December-2019 ending is 104,213 Million USD",USA,"['Healthcare', 'Insurance', 'Financial Services', 'HealthCare Products']"
https://www.value.today/company/airbus,145,AIRBUS,Rene Obermann,1970,"57,468 Million USD",Netherlands,"['Industries', 'Aerospace and Defense', 'Aeroplane', 'Defense Products', 'Helicoptors', 'Space Products', 'Aircrafts', 'Machinery Manufacturing', 'Manufacturing']"
https://www.value.today/company/koch-industries,145,KOCH INDUSTRIES,Charles G. Koch,Not found,"110,000 Million USD",USA,"['Energy', 'Oil and Gas', 'Metals', 'Mining', 'Chemicals', 'Fertilizers', 'Paper and Pulp', 'Plastics / Plastic Products', 'Commodities Trading']"
https://www.value.today/company/conocophillips-company,140,CONOCOPHILLIPS COMPANY,Ryan Lance,1875,"45,828 Million USD",USA,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum', 'Coal Mining', 'Mining']"
https://www.value.today/company/airbnb,144,AIRBNB,Brian Chesky,2008,"5,991 Million USD",USA,"['Internet or Mobile App Based Business', 'Rent / Lease Services', 'Consumer Services']"
https://www.value.today/company/micron-technology,142,MICRON TECHNOLOGY,Robert E. Switz,1978,"27,705 Million USD",USA,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Memory Products']"
https://www.value.today/company/jd.com,141,JD.COM,Richard Qiangdong Liu,1998,"149,500 Million USD",China,"['Consumer Cyclical', 'eCommerce', 'Internet or Mobile App Based Business', 'Retail', 'Consumer Services']"
https://www.value.today/company/allianz-se,148,ALLIANZ SE,Oliver Bate,1890,"114,040 Million USD",Germany,"['Financial Services', 'Insurance', 'Asset Management']"
https://www.value.today/company/sea,146,SEA LIMITED,Forrest Li,2009,"9,955 Million USD",Singapore,"['Communication Services', 'Gaming', 'Software Products', 'Technology', 'Consumer Services', 'Entertainment', 'Software and IT', 'Retail', 'eCommerce']"
https://www.value.today/company/bytedance,145,BYTEDANCE,Zhang Yiming,2012,"17,000 Million USD",China,"['Technology', 'Social Media', 'Internet or Mobile App Based Business']"
https://www.value.today/company/nippon-telegraph-and-telephone-corporation,151,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Satoshi Miura,1952,"88,706 Million USD",Japan,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Internet Providers', 'Television Services']"
https://www.value.today/company/ntt-docomo,152,NTT DOCOMO,Motoyuki Ii,1991,"34,022 Million USD",Japan,"['Communication Services', 'Telecom', 'Mobile Services']"
https://www.value.today/company/merck-kgaa-o.n.,150,MERCK KGAA O.N.,Belen Garijo,1668,"21,695 Million USD",Germany,"['Healthcare', 'Pharmaceutical', 'Chemicals', 'HealthCare Products']"
https://www.value.today/company/automatic-data-processing-adp,154,AUTOMATIC DATA PROCESSING (ADP),Arthur F. Weinbach,1961,"16,046 Million USD",USA,"['Industries', 'Software Products', 'Software and IT', 'Technology', 'Outsourcing and Staffing']"
https://www.value.today/company/kering,153,KERING,Francois-Henri Pinault ,1963,"19,445 Million USD",France,"['Consumer Cyclical', 'Luxury Goods', 'Leather Products', 'Clothing', 'Eyewear', 'Watches', 'Shoes', 'Footwear', 'eCommerce', 'Retail', 'Convenience Stores', 'FMCG', 'Consumer Goods', 'Fashion and Luxury Goods']"
https://www.value.today/company/3m-company,147,3M COMPANY,Mike Roman,1902,"35,355 Million USD",USA,"['Industries', 'Medical Equipment', 'Electronics', 'HealthCare Products', 'Chemicals', 'Engineering Products', 'Adhesives', 'Consumer Goods', 'Conglomerate', 'Industry Machinery']"
https://www.value.today/company/infosys,149,INFOSYS,N.r. Narayana Murthy,1981,"16,311 Million USD",India,"['Technology', 'Software and IT', 'Software Products', 'Software Consulting Services', 'Software Outsourcing Services', 'Artificial Intelligence', 'Cloud Services', 'Internet of Things', 'Automation', 'Robotics', 'Consulting Services', 'Outsourcing and Staffing']"
https://www.value.today/company/inditex-industria-de-diseno-textil,159,INDITEX (INDUSTRIA DE DISENO TEXTIL),Marta Ortega,1985,"27,708 Million USD",Spain,"['Consumer Cyclical', 'Retail', 'Readymade Clothing']"
https://www.value.today/company/csl,162,CSL,Paul Perreault,1916,"10,493 Million USD",Australia,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Technology']"
https://www.value.today/company/robert-bosch,163,ROBERT BOSCH,Stefan Hartung,Not found,"91,686 Million USD",Germany,"['Technology', 'Engineering Products', 'Technology Hardware and Instruments', 'Electronics', 'Automobile Parts', 'Home Appliances', 'Security Systems and Solutions', 'Internet of Things', 'Cloud Services']"
https://www.value.today/company/lockheed-martin-corporation,158,LOCKHEED MARTIN CORPORATION,Marillyn Hewson,1995,"67,044 Million USD",USA,"['Industries', 'Aerospace Products', 'Defense Products', 'Aerospace and Defense', 'Missiles', 'Weapons', 'Marine Systems', 'Security Systems and Solutions', 'Capital Goods', 'Space Products', 'Artificial Intelligence']"
https://www.value.today/company/al-rajhi-banking-and-investment-corporation,163,AL RAJHI BANKING AND INVESTMENT CORPORATION,Abdullah bin Sulaiman,1957,"6,835 Million USD",Saudi Arabia,"['Financial Services', 'Banking Services']"
https://www.value.today/company/stryker-corporation,157,STRYKER CORPORATION,Kevin A. Lobo,1941,"17,108 Million USD",USA,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
https://www.value.today/company/booking-holdings,155,BOOKING HOLDINGS,Robert J. Mylod Jr,1996,"10,958 Million USD",USA,"['Consumer Cyclical', 'Internet or Mobile App Based Business', 'Travel and Transport', 'eCommerce', 'Business Services']"
https://www.value.today/company/zoetis,156,ZOETIS,JUAN RAMÓN ALAIX,1952,"7,776 Million USD",USA,"['Healthcare', 'Pharmaceutical', 'Healthcare Service', 'Animal Health Medicine', 'Animal Healthcare Companies', 'HealthCare Products']"
https://www.value.today/company/bp-p.l.c.,161,BP P.L.C.,Helge Lund,1909,"157,740 Million USD",UK,"['Energy', 'Oil and Gas', 'Petrochemicals', 'Chemicals', 'Electric Vehicle Charging Station']"
https://www.value.today/company/ford-motor-company,160,FORD MOTOR COMPANY,William Clay Ford Jr.,1903,"136,340 Million USD",USA,"['Consumer Cyclical', 'Automobile', 'Cars', 'Commercial Vehicles', 'Trucks', 'Vans', 'Capital Goods', 'Passenger Vehicles']"
https://www.value.today/company/mondelez-international,167,MONDELEZ INTERNATIONAL,Dirk Van de Put,2012,"28,720 Million USD",USA,"['Consumer Defensive', 'Food Products', 'Beverages', 'Non-Alcoholic Beverages', 'Dairy Products', 'Chocolate & Confectionery', 'FMCG', 'Consumer Non Durables', 'Food and Beverage']"
https://www.value.today/company/deloitte,171,DELOITTE,Punit Renjen,Not found,"47,600 Million USD",UK,"['Business Services', 'Professional Services', 'Consulting Services', 'Accounting and Auditing']"
https://www.value.today/company/byd-company,168,BYD COMPANY,Wang Chuanfu,1995,"31,453 Million USD",China,"['Consumer Cyclical', 'Automobile', 'Bus Manufacturing', 'Trucks', 'Manufacturing', 'Electric Vehicles', 'Batteries']"
https://www.value.today/company/audi-ag,171,AUDI AG,Markus Duesmann,1909,"212,870 Million USD",Germany,"['Consumer Cyclical', 'Automobile', 'Cars', 'Passenger Vehicles']"
https://www.value.today/company/lam-research-corporation,166,LAM RESEARCH CORPORATION,Abhijit Y. Talwalkar,1980,"17,227 Million USD",USA,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Processors / Chips']"
https://www.value.today/company/pnc-financial-services-group,164,THE PNC FINANCIAL SERVICES GROUP,Jim Rohr,1845,"19,135 Million USD",USA,"['Financial Services', 'Banking Services']"
https://www.value.today/company/saudi-basic-industries-corporation-sabic-0,165,SAUDI BASIC INDUSTRIES CORPORATION (SABIC),Abdulaziz Saleh Aljarbou,1976,"46,634 Million USD",Saudi Arabia,"['Basic Materials', 'Chemicals', 'Petrochemicals', 'Fertilizers']"
https://www.value.today/company/altria-group,171,ALTRIA GROUP,Mr. Farrell,1985,"21,111 Million USD",USA,"['Consumer Defensive', 'Tobacco Products', 'Cigarettes', 'Beverages', 'Alcoholic Beverages', 'FMCG', 'Agriculture Products', 'Consumer Non Durables', 'Tobacco and Cigarette']"
https://www.value.today/company/snowflake,170,SNOWFLAKE,Frank Slootman,2012,"1,219 Million USD",USA,"['Technology', 'Cloud Services', 'Software and IT']"
https://www.value.today/company/deutsche-telekom-ag,169,DEUTSCHE TELEKOM AG,Dr. Frank Appel,1995,"119,890 Million USD",Germany,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Internet Providers', 'Television Services']"
https://www.value.today/company/bnp-paribas,172,BNP PARIBAS,Max Jadot,1848,0 Million USD,France,"['Financial Services', 'Banking Services', 'Asset Management', 'Wealth Management', 'Mortgage']"
https://www.value.today/company/cargill,174,CARGILL,Not found,Not found,"114,700 Million USD",USA,"['Agriculture Products', 'Agriculture Related', 'Food Products', 'Meat / Poultry / Fish / Chicken', 'Trading']"
https://www.value.today/company/recruit-holdings,175,RECRUIT HOLDINGS,Masumi Minegishi,1960,"20,955 Million USD",Japan,"['Industries', 'Internet or Mobile App Based Business', 'Consulting Services', 'Technology', 'Software and IT', 'Software Products', 'Outsourcing and Staffing']"
